cell_id,Basileuterus tristriatus,Basileuterus tristriatus sanlucasensis,Basileuterus tristriatus daedalus,Basileuterus tristriatus auricularis,Basileuterus tristriatus meridanus/bessereri,Basileuterus tristriatus pariae,Basileuterus tristriatus tristriatus/baezae
838f48fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838f4afffffffff,87.0,0.0,0.0,0.0,0.0,0.0,0.0
838f50fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
838f51fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
838f54fffffffff,64.0,0.0,0.0,0.0,0.0,0.0,0.0
838f55fffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0
838f59fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
838f5dfffffffff,66.0,0.0,0.0,0.0,0.0,0.0,0.0
838f70fffffffff,95.0,0.0,0.0,0.0,0.0,0.0,12.0
838f72fffffffff,163.0,0.0,0.0,0.0,0.0,0.0,21.0
838f73fffffffff,49.0,0.0,0.0,0.0,0.0,0.0,2.0
838f74fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
838f76fffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
