cell_id,Aegolius acadicus,Aegolius acadicus acadicus,Aegolius acadicus brooksi
8328defffffffff,24.0,0.0,0.0
8328f0fffffffff,9.0,0.0,0.0
8328f4fffffffff,2.0,0.0,0.0
8328f6fffffffff,67.0,0.0,0.0
832912fffffffff,8.0,0.0,0.0
83291afffffffff,4.0,0.0,0.0
832984fffffffff,3.0,0.0,0.0
832985fffffffff,1.0,0.0,0.0
832986fffffffff,6.0,0.0,0.0
83298cfffffffff,39.0,0.0,0.0
83298dfffffffff,1.0,0.0,0.0
832990fffffffff,3.0,0.0,0.0
832995fffffffff,8.0,0.0,0.0
8329a0fffffffff,3.0,0.0,0.0
8329a4fffffffff,3.0,0.0,0.0
8329a6fffffffff,1.0,0.0,0.0
8329a9fffffffff,58.0,0.0,0.0
8329aafffffffff,8.0,0.0,0.0
8329acfffffffff,5.0,0.0,0.0
8329adfffffffff,4.0,0.0,0.0
8329b0fffffffff,4.0,0.0,0.0
8329b6fffffffff,25.0,0.0,0.0
832a06fffffffff,9.0,0.0,0.0
832a10fffffffff,298.0,6.0,0.0
832a12fffffffff,25.0,0.0,0.0
832a13fffffffff,37.0,0.0,0.0
832a14fffffffff,22.0,0.0,0.0
832a15fffffffff,34.0,0.0,0.0
832a16fffffffff,42.0,0.0,0.0
832a30fffffffff,13.0,0.0,0.0
832a31fffffffff,57.0,0.0,0.0
832a32fffffffff,26.0,0.0,0.0
832a33fffffffff,153.0,0.0,0.0
832a81fffffffff,41.0,0.0,0.0
832a84fffffffff,16.0,0.0,0.0
832a85fffffffff,13.0,0.0,0.0
832a88fffffffff,3.0,0.0,0.0
832a8afffffffff,41.0,0.0,0.0
832a8cfffffffff,26.0,0.0,0.0
832a8dfffffffff,2.0,0.0,0.0
832a91fffffffff,29.0,0.0,0.0
832a92fffffffff,13.0,0.0,0.0
832a93fffffffff,15.0,0.0,0.0
832a94fffffffff,2.0,0.0,0.0
832a95fffffffff,17.0,0.0,0.0
832a96fffffffff,2.0,0.0,0.0
832a99fffffffff,26.0,0.0,0.0
832a9afffffffff,1.0,0.0,0.0
832a9bfffffffff,6.0,0.0,0.0
832aa0fffffffff,4.0,0.0,0.0
832aa1fffffffff,32.0,0.0,0.0
832aa2fffffffff,13.0,0.0,0.0
832aa3fffffffff,7.0,0.0,0.0
832aa4fffffffff,18.0,0.0,0.0
832aa5fffffffff,11.0,0.0,0.0
832aa6fffffffff,19.0,0.0,0.0
832aa8fffffffff,38.0,3.0,0.0
832aa9fffffffff,11.0,3.0,0.0
832aaafffffffff,39.0,0.0,0.0
832aabfffffffff,2.0,0.0,0.0
832aacfffffffff,294.0,0.0,0.0
832aadfffffffff,41.0,0.0,0.0
832aaefffffffff,9.0,0.0,0.0
832ab0fffffffff,8.0,0.0,0.0
832ab1fffffffff,1.0,0.0,0.0
832ab2fffffffff,88.0,0.0,0.0
832ab3fffffffff,373.0,0.0,0.0
832ab4fffffffff,44.0,0.0,0.0
832ab5fffffffff,21.0,0.0,0.0
832ab6fffffffff,47.0,0.0,0.0
832ac6fffffffff,8.0,0.0,0.0
832af0fffffffff,8.0,0.0,0.0
832af1fffffffff,85.0,0.0,0.0
832af3fffffffff,4.0,0.0,0.0
832af6fffffffff,68.0,0.0,0.0
832b0afffffffff,7.0,0.0,0.0
832b0efffffffff,3.0,0.0,0.0
832b10fffffffff,2.0,0.0,0.0
832b12fffffffff,5.0,0.0,0.0
832b13fffffffff,7.0,0.0,0.0
832b14fffffffff,2.0,0.0,0.0
832b16fffffffff,86.0,0.0,0.0
832b18fffffffff,5.0,0.0,0.0
832b1efffffffff,3.0,0.0,0.0
832b25fffffffff,2.0,0.0,0.0
832b2efffffffff,2.0,0.0,0.0
832b32fffffffff,2.0,0.0,0.0
832b36fffffffff,2.0,0.0,0.0
832b80fffffffff,2.0,0.0,0.0
832b81fffffffff,39.0,0.0,0.0
832b82fffffffff,2.0,0.0,0.0
832b83fffffffff,133.0,2.0,0.0
832b84fffffffff,10.0,0.0,0.0
832b88fffffffff,13.0,0.0,0.0
832b89fffffffff,13.0,0.0,0.0
832b8afffffffff,3.0,0.0,0.0
832b8bfffffffff,6.0,0.0,0.0
832b8cfffffffff,65.0,0.0,0.0
832b8dfffffffff,41.0,0.0,0.0
832b8efffffffff,2.0,0.0,0.0
832b90fffffffff,18.0,0.0,0.0
832b93fffffffff,2.0,0.0,0.0
832b94fffffffff,84.0,0.0,0.0
832b96fffffffff,1.0,0.0,0.0
832b98fffffffff,164.0,0.0,0.0
832b99fffffffff,27.0,0.0,0.0
832b9afffffffff,22.0,0.0,0.0
832b9bfffffffff,374.0,0.0,0.0
832b9cfffffffff,39.0,0.0,0.0
832b9dfffffffff,49.0,0.0,0.0
832b9efffffffff,11.0,0.0,0.0
832ba0fffffffff,17.0,0.0,0.0
832ba1fffffffff,3.0,0.0,0.0
832ba5fffffffff,18.0,0.0,0.0
832ba8fffffffff,82.0,4.0,0.0
832ba9fffffffff,3.0,0.0,0.0
832baafffffffff,28.0,0.0,0.0
832babfffffffff,26.0,10.0,0.0
832bacfffffffff,3.0,0.0,0.0
832badfffffffff,3.0,0.0,0.0
832baefffffffff,22.0,0.0,0.0
832bb2fffffffff,52.0,0.0,0.0
83445bfffffffff,13.0,0.0,0.0
8344c1fffffffff,36.0,0.0,0.0
8344c8fffffffff,8.0,0.0,0.0
8344cafffffffff,47.0,0.0,0.0
8344cbfffffffff,2.0,0.0,0.0
8344d3fffffffff,2.0,0.0,0.0
8344d9fffffffff,42.0,0.0,0.0
8344dafffffffff,2.0,0.0,0.0
8344ddfffffffff,73.0,0.0,0.0
8344defffffffff,2.0,0.0,0.0
8344ebfffffffff,1.0,0.0,0.0
83485dfffffffff,12.0,0.0,0.0
8348c3fffffffff,1.0,0.0,0.0
8348c5fffffffff,146.0,0.0,0.0
8348c6fffffffff,2.0,0.0,0.0
8348cdfffffffff,3.0,0.0,0.0
8348d3fffffffff,4.0,0.0,0.0
8348d4fffffffff,5.0,0.0,0.0
8348d8fffffffff,3.0,0.0,0.0
8348e8fffffffff,76.0,0.0,0.0
8348ebfffffffff,22.0,0.0,0.0
8348ecfffffffff,20.0,0.0,0.0
8348edfffffffff,3.0,0.0,0.0
8348eefffffffff,1.0,0.0,0.0
8348f2fffffffff,32.0,0.0,0.0
834980fffffffff,4.0,0.0,0.0
834986fffffffff,7.0,4.0,0.0
834990fffffffff,3.0,0.0,0.0
834995fffffffff,9.0,0.0,0.0
834996fffffffff,6.0,0.0,0.0
83499cfffffffff,3.0,0.0,0.0
836d30fffffffff,5.0,0.0,0.0
836d32fffffffff,49.0,0.0,0.0
