cell_id,Anas bahamensis,Anas bahamensis bahamensis/rubrirostris,Anas bahamensis galapagensis
834cedfffffffff,14.0,0.0,0.0
834ceefffffffff,159.0,0.0,0.0
834cf2fffffffff,26.0,0.0,0.0
834cf3fffffffff,24.0,0.0,0.0
834d49fffffffff,323.0,0.0,0.0
834d4bfffffffff,754.0,0.0,0.0
835e43fffffffff,2.0,0.0,0.0
835e4afffffffff,43.0,0.0,0.0
835e4bfffffffff,139.0,0.0,0.0
835e59fffffffff,16.0,0.0,0.0
835e5cfffffffff,87.0,0.0,0.0
835e5dfffffffff,145.0,0.0,0.0
835f08fffffffff,4.0,0.0,0.0
835f09fffffffff,35.0,0.0,0.0
835f0efffffffff,12.0,0.0,0.0
835f1cfffffffff,2.0,0.0,0.0
835f1efffffffff,14.0,0.0,0.0
835f49fffffffff,16.0,0.0,0.0
835f4bfffffffff,197.0,0.0,0.0
835f58fffffffff,11.0,0.0,0.0
835f5bfffffffff,173.0,0.0,0.0
836606fffffffff,2.0,0.0,0.0
83661efffffffff,2.0,0.0,0.0
836620fffffffff,51.0,0.0,0.0
836622fffffffff,200.0,15.0,0.0
836625fffffffff,25.0,0.0,0.0
83662cfffffffff,13.0,0.0,0.0
836631fffffffff,59.0,0.0,0.0
8366d0fffffffff,255.0,0.0,0.0
8366d2fffffffff,50.0,3.0,0.0
8366d3fffffffff,4.0,0.0,0.0
8366d4fffffffff,1.0,0.0,0.0
8366e4fffffffff,2.0,0.0,0.0
8366f0fffffffff,3.0,0.0,0.0
836720fffffffff,6.0,0.0,0.0
836725fffffffff,17.0,0.0,0.0
836726fffffffff,30.0,0.0,0.0
836735fffffffff,6.0,0.0,0.0
836742fffffffff,2.0,0.0,0.0
836743fffffffff,37.0,2.0,0.0
836744fffffffff,321.0,0.0,0.0
836746fffffffff,1544.0,0.0,0.0
83674cfffffffff,8.0,0.0,0.0
83674dfffffffff,16.0,0.0,0.0
836752fffffffff,261.0,0.0,0.0
836753fffffffff,2.0,0.0,0.0
836755fffffffff,139.0,0.0,0.0
836769fffffffff,14.0,0.0,0.0
83676bfffffffff,75.0,0.0,0.0
836773fffffffff,1282.0,0.0,0.0
836c58fffffffff,10.0,0.0,2.0
836c59fffffffff,284.0,0.0,114.0
836c5afffffffff,25.0,0.0,13.0
836c5bfffffffff,1242.0,0.0,583.0
838010fffffffff,6.0,0.0,0.0
838011fffffffff,5.0,0.0,0.0
838014fffffffff,6.0,0.0,0.0
838016fffffffff,5.0,0.0,0.0
83801cfffffffff,5.0,0.0,0.0
838030fffffffff,4.0,0.0,0.0
838032fffffffff,7.0,0.0,0.0
8380a4fffffffff,5.0,2.0,0.0
838102fffffffff,21.0,0.0,0.0
83810afffffffff,1.0,0.0,0.0
838110fffffffff,14.0,0.0,0.0
838111fffffffff,17.0,0.0,0.0
838113fffffffff,5.0,0.0,0.0
838115fffffffff,5.0,0.0,0.0
83811afffffffff,12.0,0.0,0.0
83811cfffffffff,2.0,0.0,0.0
83811efffffffff,3.0,0.0,0.0
838130fffffffff,3.0,0.0,0.0
838132fffffffff,4.0,0.0,0.0
838133fffffffff,22.0,2.0,0.0
838134fffffffff,1.0,0.0,0.0
838180fffffffff,18.0,0.0,0.0
838183fffffffff,5.0,0.0,0.0
838185fffffffff,2.0,0.0,0.0
838188fffffffff,4.0,0.0,0.0
83818afffffffff,4.0,0.0,0.0
83818bfffffffff,11.0,0.0,0.0
83818efffffffff,2.0,0.0,0.0
83819dfffffffff,6.0,0.0,0.0
8381a1fffffffff,7.0,4.0,0.0
8381a9fffffffff,36.0,0.0,0.0
8381aefffffffff,2.0,0.0,0.0
838b20fffffffff,36.0,0.0,0.0
838b21fffffffff,6.0,0.0,0.0
838b22fffffffff,70.0,0.0,0.0
838b24fffffffff,2.0,0.0,0.0
838b26fffffffff,36.0,0.0,0.0
838b2cfffffffff,249.0,0.0,0.0
838b31fffffffff,1.0,0.0,0.0
838b61fffffffff,30.0,0.0,0.0
838b64fffffffff,3.0,0.0,0.0
838e44fffffffff,1.0,0.0,0.0
838e45fffffffff,258.0,0.0,0.0
838e4cfffffffff,20.0,0.0,0.0
838e60fffffffff,1.0,0.0,0.0
838e62fffffffff,2458.0,0.0,0.0
838e63fffffffff,8.0,0.0,0.0
838e64fffffffff,5.0,0.0,0.0
838e66fffffffff,1.0,0.0,0.0
838e68fffffffff,3.0,0.0,0.0
838e6afffffffff,5.0,0.0,0.0
838e75fffffffff,212.0,0.0,0.0
838f08fffffffff,32.0,0.0,0.0
838f09fffffffff,204.0,0.0,0.0
838f0bfffffffff,126.0,0.0,0.0
838f0cfffffffff,5.0,0.0,0.0
838f0dfffffffff,157.0,3.0,0.0
838f21fffffffff,1.0,0.0,0.0
838f28fffffffff,21.0,0.0,0.0
838f29fffffffff,4.0,0.0,0.0
838f2afffffffff,523.0,13.0,0.0
838f2bfffffffff,301.0,24.0,0.0
838f2cfffffffff,30.0,0.0,0.0
838f2dfffffffff,8.0,0.0,0.0
838f2efffffffff,275.0,6.0,0.0
838f50fffffffff,957.0,0.0,0.0
838f51fffffffff,3.0,0.0,0.0
838f53fffffffff,20.0,0.0,0.0
838f55fffffffff,50.0,0.0,0.0
838f56fffffffff,9.0,0.0,0.0
838f5afffffffff,11.0,0.0,0.0
838f5bfffffffff,89.0,0.0,0.0
838f5efffffffff,106.0,0.0,0.0
838f76fffffffff,126.0,2.0,0.0
838fa4fffffffff,63.0,0.0,26.0
838fa6fffffffff,305.0,0.0,167.0
83a80cfffffffff,6.0,0.0,0.0
83a810fffffffff,1019.0,8.0,0.0
83a811fffffffff,69.0,2.0,0.0
83a812fffffffff,42.0,5.0,0.0
83a813fffffffff,11.0,0.0,0.0
83a814fffffffff,1.0,0.0,0.0
83a815fffffffff,14.0,0.0,0.0
83a818fffffffff,4.0,0.0,0.0
83a819fffffffff,8.0,2.0,0.0
83a81efffffffff,12.0,0.0,0.0
83a82afffffffff,1.0,0.0,0.0
83a831fffffffff,75.0,0.0,0.0
83a833fffffffff,2.0,0.0,0.0
83a835fffffffff,53.0,2.0,0.0
83a865fffffffff,35.0,0.0,0.0
83a870fffffffff,2.0,0.0,0.0
83a873fffffffff,5.0,0.0,0.0
83a875fffffffff,2.0,2.0,0.0
83a883fffffffff,2.0,0.0,0.0
83a884fffffffff,2.0,0.0,0.0
83a886fffffffff,2.0,0.0,0.0
83a88cfffffffff,5.0,0.0,0.0
83a88efffffffff,1.0,0.0,0.0
83a891fffffffff,4.0,1.0,0.0
83a893fffffffff,5.0,0.0,0.0
83a895fffffffff,5.0,0.0,0.0
83a8a0fffffffff,453.0,1.0,0.0
83a8a2fffffffff,219.0,2.0,0.0
83a8a3fffffffff,2.0,0.0,0.0
83a8abfffffffff,4.0,0.0,0.0
83a8acfffffffff,2.0,0.0,0.0
83a8aefffffffff,1.0,0.0,0.0
83a8b1fffffffff,25.0,0.0,0.0
83a901fffffffff,2.0,0.0,0.0
83a905fffffffff,2.0,1.0,0.0
83a918fffffffff,25.0,0.0,0.0
83a91bfffffffff,78.0,2.0,0.0
83a91dfffffffff,1.0,0.0,0.0
83a940fffffffff,1.0,0.0,0.0
83a942fffffffff,15.0,0.0,0.0
83a943fffffffff,6.0,0.0,0.0
83a945fffffffff,2.0,0.0,0.0
83a949fffffffff,1.0,0.0,0.0
83a94bfffffffff,2.0,0.0,0.0
83a94dfffffffff,2.0,0.0,0.0
83a94efffffffff,5.0,0.0,0.0
83a958fffffffff,1.0,0.0,0.0
83a95efffffffff,1.0,0.0,0.0
83a969fffffffff,2.0,0.0,0.0
83a96cfffffffff,2.0,0.0,0.0
83a96dfffffffff,4.0,0.0,0.0
83b200fffffffff,2.0,0.0,0.0
83b219fffffffff,188.0,0.0,0.0
83b21bfffffffff,3.0,0.0,0.0
83b21dfffffffff,22.0,0.0,0.0
83b241fffffffff,434.0,8.0,0.0
83b242fffffffff,23.0,0.0,0.0
83b243fffffffff,20.0,0.0,0.0
83b244fffffffff,6.0,0.0,0.0
83b245fffffffff,13.0,0.0,0.0
83b246fffffffff,5.0,0.0,0.0
83b248fffffffff,9.0,0.0,0.0
83b24afffffffff,138.0,0.0,0.0
83b24bfffffffff,26.0,0.0,0.0
83b24cfffffffff,137.0,0.0,0.0
83b24dfffffffff,1.0,0.0,0.0
83b24efffffffff,95.0,1.0,0.0
83b251fffffffff,11.0,0.0,0.0
83b252fffffffff,3.0,0.0,0.0
83b253fffffffff,12.0,0.0,0.0
83b255fffffffff,4.0,0.0,0.0
83b258fffffffff,76.0,0.0,0.0
83b259fffffffff,178.0,0.0,0.0
83b25afffffffff,12.0,0.0,0.0
83b25bfffffffff,46.0,0.0,0.0
83b25cfffffffff,31.0,0.0,0.0
83b25dfffffffff,105.0,3.0,0.0
83b25efffffffff,33.0,0.0,0.0
83b261fffffffff,16.0,0.0,0.0
83b262fffffffff,9.0,0.0,0.0
83b263fffffffff,8.0,0.0,0.0
83b265fffffffff,1.0,0.0,0.0
83b266fffffffff,10.0,0.0,0.0
83b268fffffffff,40.0,0.0,0.0
83b269fffffffff,8.0,0.0,0.0
83b26afffffffff,2.0,0.0,0.0
83b26cfffffffff,7.0,0.0,0.0
83b26dfffffffff,6.0,0.0,0.0
83b26efffffffff,10.0,0.0,0.0
83b270fffffffff,24.0,0.0,0.0
83b273fffffffff,2.0,0.0,0.0
83b274fffffffff,1.0,0.0,0.0
83b275fffffffff,105.0,0.0,0.0
83b2c0fffffffff,495.0,0.0,0.0
83b2c1fffffffff,72.0,0.0,0.0
83b2c2fffffffff,186.0,0.0,0.0
83b2c3fffffffff,103.0,0.0,0.0
83b2c4fffffffff,68.0,0.0,0.0
83b2c5fffffffff,1052.0,29.0,0.0
83b2cafffffffff,1.0,0.0,0.0
83b2cdfffffffff,9.0,0.0,0.0
83b2d8fffffffff,185.0,0.0,0.0
83b2d9fffffffff,3.0,0.0,0.0
83b2dafffffffff,83.0,0.0,0.0
83b2dcfffffffff,40.0,0.0,0.0
83b2ddfffffffff,7.0,0.0,0.0
83b2e2fffffffff,147.0,0.0,0.0
83b2e6fffffffff,18.0,0.0,0.0
83b2e8fffffffff,15.0,0.0,0.0
83b2e9fffffffff,22.0,0.0,0.0
83b2ebfffffffff,3.0,0.0,0.0
83b2ecfffffffff,215.0,0.0,0.0
83b2edfffffffff,47.0,0.0,0.0
83b2eefffffffff,32.0,0.0,0.0
83b300fffffffff,16.0,0.0,0.0
83b301fffffffff,4.0,0.0,0.0
83b304fffffffff,722.0,0.0,0.0
83b305fffffffff,6.0,0.0,0.0
83b30efffffffff,4.0,0.0,0.0
83b31dfffffffff,7.0,0.0,0.0
83b320fffffffff,10.0,0.0,0.0
83b322fffffffff,1.0,0.0,0.0
83b326fffffffff,8.0,0.0,0.0
83b330fffffffff,309.0,0.0,0.0
83b331fffffffff,111.0,0.0,0.0
83b335fffffffff,4.0,0.0,0.0
83b336fffffffff,21.0,0.0,0.0
83b340fffffffff,6.0,0.0,0.0
83b342fffffffff,5.0,0.0,0.0
83b343fffffffff,10.0,0.0,0.0
83b344fffffffff,1.0,0.0,0.0
83b351fffffffff,175.0,0.0,0.0
83b354fffffffff,30.0,0.0,0.0
83b355fffffffff,31.0,0.0,0.0
83b358fffffffff,21.0,0.0,0.0
83b35afffffffff,5.0,0.0,0.0
83b35bfffffffff,5.0,0.0,0.0
83b35cfffffffff,94.0,0.0,0.0
83b35dfffffffff,20.0,0.0,0.0
83b35efffffffff,351.0,0.0,0.0
83b362fffffffff,32.0,0.0,0.0
83b363fffffffff,2.0,0.0,0.0
83b366fffffffff,48.0,0.0,0.0
83b369fffffffff,28.0,0.0,0.0
83b36dfffffffff,121.0,0.0,0.0
83c203fffffffff,7.0,0.0,0.0
83c205fffffffff,229.0,0.0,0.0
83c218fffffffff,4.0,0.0,0.0
83c219fffffffff,3.0,0.0,0.0
83c21bfffffffff,105.0,0.0,0.0
83c21dfffffffff,101.0,0.0,0.0
83c221fffffffff,45.0,0.0,0.0
83c228fffffffff,11.0,0.0,0.0
83c22afffffffff,65.0,0.0,0.0
83c22bfffffffff,5.0,0.0,0.0
83c22cfffffffff,20.0,0.0,0.0
83c22dfffffffff,2.0,0.0,0.0
83c22efffffffff,54.0,0.0,0.0
83c2c1fffffffff,1.0,0.0,0.0
83c2c5fffffffff,38.0,0.0,0.0
83c2c9fffffffff,9.0,0.0,0.0
83c2cafffffffff,2.0,0.0,0.0
83c2cdfffffffff,2.0,0.0,0.0
83c2e0fffffffff,42.0,0.0,0.0
83c2e1fffffffff,20.0,0.0,0.0
83c2e2fffffffff,7.0,0.0,0.0
83c2e3fffffffff,57.0,0.0,0.0
83c2e4fffffffff,6.0,0.0,0.0
83c2e5fffffffff,13.0,0.0,0.0
83c2e6fffffffff,9.0,0.0,0.0
83c2e8fffffffff,8.0,0.0,0.0
83c2e9fffffffff,54.0,0.0,0.0
83c2eafffffffff,2.0,0.0,0.0
83c2ebfffffffff,5.0,0.0,0.0
83c2ecfffffffff,7.0,0.0,0.0
83c2edfffffffff,3.0,0.0,0.0
83c2eefffffffff,10.0,0.0,0.0
83c309fffffffff,14.0,0.0,0.0
83c340fffffffff,156.0,0.0,0.0
83c341fffffffff,28.0,0.0,0.0
83c342fffffffff,7.0,0.0,0.0
83c343fffffffff,42.0,0.0,0.0
83c344fffffffff,3.0,0.0,0.0
83c345fffffffff,4.0,0.0,0.0
83c346fffffffff,5.0,0.0,0.0
83c348fffffffff,38.0,0.0,0.0
83c349fffffffff,87.0,0.0,0.0
83c34afffffffff,15.0,0.0,0.0
83c34bfffffffff,113.0,0.0,0.0
83c34cfffffffff,15.0,0.0,0.0
83c34dfffffffff,8.0,0.0,0.0
83c34efffffffff,82.0,0.0,0.0
83c350fffffffff,25.0,0.0,0.0
83c351fffffffff,15.0,0.0,0.0
83c352fffffffff,14.0,0.0,0.0
83c354fffffffff,12.0,0.0,0.0
83c355fffffffff,7.0,0.0,0.0
83c356fffffffff,17.0,0.0,0.0
83c358fffffffff,6.0,0.0,0.0
83c359fffffffff,8.0,0.0,0.0
83c35afffffffff,6.0,0.0,0.0
83c35bfffffffff,3.0,0.0,0.0
83c35cfffffffff,4.0,0.0,0.0
83c35dfffffffff,53.0,0.0,0.0
83c35efffffffff,4.0,0.0,0.0
83c366fffffffff,2.0,0.0,0.0
83c368fffffffff,2.0,0.0,0.0
83c36afffffffff,2.0,0.0,0.0
83c36bfffffffff,7.0,0.0,0.0
83c36efffffffff,2.0,0.0,0.0
83ce88fffffffff,26.0,0.0,0.0
83cea8fffffffff,45.0,0.0,0.0
83ceaafffffffff,1.0,0.0,0.0
83ceaefffffffff,1.0,0.0,0.0
83cfa4fffffffff,74.0,0.0,0.0
83cfacfffffffff,6.0,0.0,0.0
83df45fffffffff,1.0,0.0,0.0
83df68fffffffff,1.0,0.0,0.0
83df69fffffffff,9.0,0.0,0.0
