cell_id,Synallaxis albescens,Synallaxis albescens [albescens Group],Synallaxis albescens australis
838054fffffffff,21.0,0.0,0.0
838062fffffffff,2.0,0.0,0.0
838065fffffffff,35.0,0.0,0.0
838066fffffffff,5.0,0.0,0.0
83806afffffffff,25.0,0.0,0.0
83806bfffffffff,12.0,0.0,0.0
838073fffffffff,11.0,0.0,0.0
838074fffffffff,14.0,0.0,0.0
838100fffffffff,18.0,0.0,0.0
838102fffffffff,93.0,0.0,0.0
838104fffffffff,6.0,0.0,0.0
838106fffffffff,86.0,2.0,0.0
838110fffffffff,2.0,0.0,0.0
838116fffffffff,5.0,0.0,0.0
83811cfffffffff,5.0,0.0,0.0
838124fffffffff,152.0,0.0,0.0
838125fffffffff,3.0,0.0,0.0
83812bfffffffff,2.0,0.0,0.0
83812cfffffffff,6.0,0.0,0.0
83812dfffffffff,7.0,0.0,0.0
838130fffffffff,4.0,0.0,0.0
838133fffffffff,88.0,0.0,0.0
838134fffffffff,3.0,0.0,0.0
838136fffffffff,2.0,0.0,0.0
838140fffffffff,4.0,0.0,0.0
838142fffffffff,1.0,0.0,0.0
838143fffffffff,2.0,0.0,0.0
838144fffffffff,4.0,0.0,0.0
83814afffffffff,98.0,0.0,0.0
83814cfffffffff,2.0,0.0,0.0
83814dfffffffff,96.0,0.0,0.0
83814efffffffff,52.0,0.0,0.0
838159fffffffff,2.0,0.0,0.0
83815dfffffffff,58.0,0.0,0.0
838162fffffffff,5.0,0.0,0.0
838163fffffffff,2.0,0.0,0.0
838166fffffffff,2.0,0.0,0.0
838171fffffffff,23.0,0.0,0.0
838188fffffffff,3.0,0.0,0.0
838199fffffffff,3.0,0.0,0.0
8381aafffffffff,4.0,0.0,0.0
8381adfffffffff,13.0,0.0,0.0
838a00fffffffff,3.0,0.0,0.0
838a04fffffffff,2.0,0.0,0.0
838a12fffffffff,2.0,0.0,0.0
838a15fffffffff,1.0,0.0,0.0
838a21fffffffff,3.0,0.0,0.0
838a31fffffffff,11.0,0.0,0.0
838a35fffffffff,2.0,0.0,0.0
838a45fffffffff,6.0,0.0,0.0
838a8cfffffffff,13.0,0.0,0.0
838a90fffffffff,2.0,0.0,0.0
838a92fffffffff,6.0,0.0,0.0
838aa9fffffffff,9.0,0.0,0.0
838aabfffffffff,3.0,0.0,0.0
838aacfffffffff,2.0,0.0,0.0
838ab6fffffffff,2.0,0.0,0.0
838ad1fffffffff,20.0,0.0,0.0
838ad8fffffffff,2.0,0.0,0.0
838adafffffffff,26.0,0.0,0.0
838adbfffffffff,18.0,0.0,0.0
838adcfffffffff,13.0,0.0,0.0
838af2fffffffff,1.0,0.0,0.0
838af6fffffffff,41.0,0.0,0.0
838b08fffffffff,3.0,0.0,0.0
838b0cfffffffff,5.0,0.0,0.0
838b0dfffffffff,6.0,0.0,0.0
838b0efffffffff,3.0,0.0,0.0
838b10fffffffff,1.0,0.0,0.0
838b1efffffffff,2.0,0.0,0.0
838b20fffffffff,2.0,0.0,0.0
838b22fffffffff,23.0,0.0,0.0
838b29fffffffff,1.0,0.0,0.0
838b2afffffffff,14.0,0.0,0.0
838b2bfffffffff,2.0,0.0,0.0
838b36fffffffff,2.0,0.0,0.0
838b50fffffffff,2.0,0.0,0.0
838b56fffffffff,4.0,0.0,0.0
838b74fffffffff,13.0,0.0,0.0
838b76fffffffff,5.0,0.0,0.0
838b82fffffffff,2.0,0.0,0.0
838b88fffffffff,3.0,0.0,0.0
838b99fffffffff,15.0,0.0,0.0
838b9dfffffffff,10.0,0.0,0.0
838ba6fffffffff,3.0,0.0,0.0
838bb5fffffffff,182.0,0.0,0.0
83a801fffffffff,14.0,0.0,0.0
83a805fffffffff,1.0,0.0,0.0
83a806fffffffff,4.0,0.0,0.0
83a810fffffffff,43.0,0.0,0.0
83a811fffffffff,91.0,0.0,0.0
83a812fffffffff,20.0,0.0,0.0
83a813fffffffff,14.0,0.0,0.0
83a815fffffffff,1.0,0.0,0.0
83a818fffffffff,41.0,0.0,0.0
83a819fffffffff,9.0,0.0,0.0
83a81afffffffff,11.0,0.0,0.0
83a81bfffffffff,9.0,0.0,0.0
83a81cfffffffff,73.0,0.0,0.0
83a81efffffffff,426.0,0.0,0.0
83a829fffffffff,4.0,0.0,0.0
83a82bfffffffff,3.0,0.0,0.0
83a840fffffffff,16.0,0.0,0.0
83a841fffffffff,3.0,0.0,0.0
83a843fffffffff,4.0,0.0,0.0
83a844fffffffff,4.0,0.0,0.0
83a845fffffffff,2.0,0.0,0.0
83a84afffffffff,2.0,0.0,0.0
83a852fffffffff,2.0,0.0,0.0
83a855fffffffff,4.0,0.0,0.0
83a859fffffffff,3.0,0.0,0.0
83a85bfffffffff,15.0,0.0,0.0
83a85dfffffffff,3.0,0.0,0.0
83a860fffffffff,3.0,0.0,0.0
83a865fffffffff,10.0,0.0,0.0
83a866fffffffff,2.0,0.0,0.0
83a873fffffffff,1.0,0.0,0.0
83a876fffffffff,4.0,0.0,0.0
83a880fffffffff,19.0,0.0,0.0
83a881fffffffff,24.0,0.0,0.0
83a883fffffffff,5.0,0.0,0.0
83a884fffffffff,20.0,0.0,0.0
83a885fffffffff,6.0,0.0,0.0
83a886fffffffff,10.0,0.0,0.0
83a888fffffffff,2.0,0.0,0.0
83a88afffffffff,5.0,0.0,0.0
83a88cfffffffff,23.0,0.0,0.0
83a88dfffffffff,105.0,0.0,0.0
83a88efffffffff,36.0,0.0,0.0
83a891fffffffff,2.0,0.0,0.0
83a893fffffffff,2.0,0.0,0.0
83a89bfffffffff,5.0,0.0,0.0
83a8a1fffffffff,46.0,0.0,0.0
83a8a2fffffffff,4.0,0.0,0.0
83a8a3fffffffff,7.0,0.0,0.0
83a8a8fffffffff,12.0,0.0,0.0
83a8a9fffffffff,127.0,0.0,0.0
83a8aafffffffff,62.0,0.0,0.0
83a8abfffffffff,16.0,0.0,0.0
83a8acfffffffff,21.0,0.0,0.0
83a8adfffffffff,7.0,0.0,0.0
83a8aefffffffff,26.0,0.0,0.0
83a8c0fffffffff,4.0,0.0,0.0
83a8c2fffffffff,90.0,0.0,0.0
83a8c9fffffffff,1.0,0.0,0.0
83a8d1fffffffff,88.0,0.0,0.0
83a8d3fffffffff,78.0,0.0,0.0
83a8d4fffffffff,16.0,0.0,0.0
83a8d5fffffffff,6.0,0.0,0.0
83a8d6fffffffff,1.0,0.0,0.0
83a8defffffffff,110.0,0.0,0.0
83a8e6fffffffff,4.0,0.0,0.0
83a8ecfffffffff,78.0,0.0,0.0
83a8f0fffffffff,3.0,0.0,0.0
83a8f2fffffffff,2.0,0.0,0.0
83a8f4fffffffff,35.0,0.0,0.0
83a8f5fffffffff,14.0,0.0,0.0
83a8f6fffffffff,3.0,0.0,0.0
83a940fffffffff,2.0,0.0,0.0
83a941fffffffff,54.0,0.0,0.0
83a942fffffffff,9.0,0.0,0.0
83a943fffffffff,13.0,0.0,0.0
83a944fffffffff,12.0,0.0,0.0
83a945fffffffff,10.0,0.0,0.0
83a946fffffffff,11.0,0.0,0.0
83a948fffffffff,6.0,0.0,0.0
83a94afffffffff,5.0,0.0,0.0
83a94cfffffffff,23.0,0.0,0.0
83a94dfffffffff,19.0,0.0,0.0
83a94efffffffff,218.0,0.0,0.0
83a952fffffffff,1.0,0.0,0.0
83a959fffffffff,4.0,0.0,0.0
83a95afffffffff,21.0,0.0,0.0
83a95bfffffffff,20.0,0.0,0.0
83a95dfffffffff,36.0,0.0,0.0
83a95efffffffff,3.0,0.0,0.0
83a960fffffffff,6.0,0.0,0.0
83a961fffffffff,40.0,0.0,0.0
83a962fffffffff,46.0,0.0,0.0
83a963fffffffff,2.0,0.0,0.0
83a964fffffffff,6.0,0.0,0.0
83a965fffffffff,1.0,0.0,0.0
83a966fffffffff,2.0,0.0,0.0
83a968fffffffff,6.0,0.0,0.0
83a969fffffffff,1.0,0.0,0.0
83a96afffffffff,56.0,0.0,0.0
83a96bfffffffff,6.0,0.0,0.0
83a96cfffffffff,29.0,0.0,0.0
83a96efffffffff,28.0,0.0,0.0
83a971fffffffff,3.0,0.0,0.0
83b229fffffffff,2.0,0.0,0.0
83b240fffffffff,28.0,0.0,0.0
83b241fffffffff,257.0,0.0,0.0
83b242fffffffff,65.0,0.0,0.0
83b243fffffffff,157.0,0.0,0.0
83b244fffffffff,2.0,0.0,0.0
83b245fffffffff,14.0,0.0,0.0
83b246fffffffff,57.0,0.0,0.0
83b248fffffffff,5.0,0.0,0.0
83b24afffffffff,97.0,0.0,0.0
83b24bfffffffff,22.0,0.0,0.0
83b24cfffffffff,130.0,0.0,0.0
83b24dfffffffff,15.0,0.0,0.0
83b24efffffffff,92.0,0.0,0.0
83b250fffffffff,5.0,0.0,0.0
83b251fffffffff,82.0,0.0,0.0
83b253fffffffff,9.0,0.0,0.0
83b254fffffffff,17.0,0.0,0.0
83b255fffffffff,14.0,0.0,0.0
83b258fffffffff,65.0,0.0,0.0
83b259fffffffff,92.0,0.0,0.0
83b25afffffffff,13.0,0.0,0.0
83b25bfffffffff,76.0,0.0,0.0
83b25cfffffffff,53.0,0.0,0.0
83b25dfffffffff,179.0,0.0,0.0
83b25efffffffff,74.0,0.0,0.0
83b261fffffffff,14.0,0.0,0.0
83b262fffffffff,31.0,0.0,0.0
83b263fffffffff,14.0,0.0,0.0
83b265fffffffff,14.0,0.0,0.0
83b266fffffffff,29.0,0.0,0.0
83b268fffffffff,54.0,0.0,0.0
83b269fffffffff,36.0,0.0,0.0
83b26afffffffff,35.0,0.0,0.0
83b26cfffffffff,2.0,0.0,0.0
83b26dfffffffff,25.0,0.0,0.0
83b26efffffffff,1.0,0.0,0.0
83b270fffffffff,23.0,0.0,0.0
83b271fffffffff,17.0,0.0,0.0
83b272fffffffff,11.0,0.0,0.0
83b274fffffffff,8.0,0.0,0.0
83b275fffffffff,85.0,0.0,0.0
83b2e8fffffffff,15.0,0.0,0.0
83b2e9fffffffff,61.0,0.0,0.0
83b2eafffffffff,2.0,0.0,0.0
83b2ebfffffffff,6.0,0.0,0.0
83b2ecfffffffff,11.0,0.0,0.0
83b2edfffffffff,10.0,0.0,0.0
83b2eefffffffff,4.0,0.0,0.0
83b324fffffffff,2.0,0.0,0.0
83b340fffffffff,2.0,0.0,0.0
83b342fffffffff,7.0,0.0,0.0
83b343fffffffff,20.0,0.0,0.0
83b349fffffffff,5.0,0.0,0.0
83b34afffffffff,4.0,0.0,0.0
83b34bfffffffff,62.0,0.0,0.0
83b34cfffffffff,8.0,0.0,0.0
83b34dfffffffff,75.0,0.0,0.0
83b351fffffffff,5.0,0.0,0.0
83b358fffffffff,8.0,0.0,0.0
83b35bfffffffff,11.0,0.0,0.0
83b35cfffffffff,4.0,0.0,0.0
83b35dfffffffff,5.0,0.0,0.0
83b35efffffffff,5.0,0.0,0.0
83b362fffffffff,4.0,0.0,0.0
83b363fffffffff,3.0,0.0,0.0
83b365fffffffff,1.0,0.0,0.0
83b366fffffffff,10.0,0.0,0.0
83b368fffffffff,27.0,0.0,0.0
83b369fffffffff,13.0,0.0,0.0
83b36bfffffffff,5.0,0.0,0.0
83b36dfffffffff,29.0,0.0,0.0
83b371fffffffff,1.0,0.0,0.0
83c203fffffffff,4.0,0.0,0.0
83c205fffffffff,6.0,0.0,0.0
83c21bfffffffff,1.0,0.0,0.0
83c220fffffffff,9.0,0.0,0.0
83c224fffffffff,5.0,0.0,0.0
83c22efffffffff,2.0,0.0,0.0
83c2c1fffffffff,24.0,0.0,0.0
83c2c5fffffffff,467.0,0.0,0.0
83c2c8fffffffff,20.0,0.0,0.0
83c2c9fffffffff,33.0,0.0,0.0
83c2cafffffffff,52.0,0.0,0.0
83c2cbfffffffff,124.0,0.0,0.0
83c2ccfffffffff,30.0,0.0,0.0
83c2cdfffffffff,109.0,0.0,0.0
83c2cefffffffff,28.0,0.0,0.0
83c2d9fffffffff,3.0,0.0,0.0
83c2e1fffffffff,3.0,0.0,0.0
83c2e3fffffffff,25.0,0.0,0.0
83c2e4fffffffff,2.0,0.0,0.0
83c2e8fffffffff,14.0,0.0,0.0
83c2e9fffffffff,33.0,0.0,0.0
83c2eafffffffff,90.0,0.0,0.0
83c2ebfffffffff,23.0,0.0,0.0
83c2ecfffffffff,3.0,0.0,0.0
83c2eefffffffff,6.0,0.0,0.0
83c308fffffffff,19.0,0.0,0.0
83c309fffffffff,9.0,0.0,0.0
83c329fffffffff,8.0,0.0,0.0
83c340fffffffff,161.0,0.0,0.0
83c343fffffffff,4.0,0.0,0.0
83c344fffffffff,6.0,0.0,0.0
83c345fffffffff,39.0,0.0,0.0
83c346fffffffff,12.0,0.0,0.0
83c348fffffffff,3.0,0.0,0.0
83c349fffffffff,12.0,0.0,0.0
83c34bfffffffff,86.0,0.0,0.0
83c34cfffffffff,7.0,0.0,0.0
83c34dfffffffff,2.0,0.0,0.0
83c34efffffffff,8.0,0.0,0.0
83c350fffffffff,42.0,0.0,0.0
83c354fffffffff,27.0,0.0,0.0
83c355fffffffff,13.0,0.0,0.0
83c356fffffffff,121.0,0.0,0.0
83c35bfffffffff,2.0,0.0,0.0
83c35cfffffffff,2.0,0.0,0.0
83c35efffffffff,2.0,0.0,0.0
83c362fffffffff,2.0,0.0,0.0
83c36bfffffffff,1.0,0.0,0.0
83c36cfffffffff,3.0,0.0,0.0
83c370fffffffff,5.0,0.0,0.0
83c371fffffffff,52.0,0.0,0.0
83c373fffffffff,35.0,0.0,0.0
83c376fffffffff,5.0,0.0,0.0
