cell_id,Astur bicolor,Astur bicolor bicolor/fidens,Astur bicolor pileatus/guttifer
83a860fffffffff,10.0,0.0,0.0
83a866fffffffff,3.0,0.0,0.0
83a86afffffffff,2.0,0.0,0.0
83a86dfffffffff,3.0,0.0,0.0
83a86efffffffff,2.0,0.0,0.0
83a880fffffffff,1.0,0.0,0.0
83a881fffffffff,30.0,0.0,0.0
83a883fffffffff,1.0,0.0,0.0
83a889fffffffff,2.0,0.0,0.0
83a88afffffffff,2.0,0.0,0.0
83a88cfffffffff,3.0,0.0,0.0
83a8a1fffffffff,19.0,0.0,0.0
83a8a2fffffffff,7.0,0.0,0.0
83a8a3fffffffff,2.0,0.0,0.0
83a8a5fffffffff,12.0,0.0,0.0
83a8a8fffffffff,2.0,0.0,0.0
83a8a9fffffffff,3.0,0.0,0.0
83a8aafffffffff,5.0,0.0,0.0
83a8acfffffffff,5.0,0.0,0.0
83a8aefffffffff,3.0,0.0,0.0
83a8c0fffffffff,6.0,0.0,0.0
83a8c2fffffffff,19.0,0.0,0.0
83a8d1fffffffff,7.0,0.0,0.0
83a8d4fffffffff,1.0,0.0,0.0
83a8d5fffffffff,1.0,0.0,0.0
83a8dafffffffff,1.0,0.0,0.0
83a8defffffffff,9.0,0.0,0.0
83a8ecfffffffff,1.0,0.0,0.0
83a919fffffffff,5.0,0.0,0.0
83a91dfffffffff,1.0,0.0,0.0
83a92cfffffffff,29.0,0.0,0.0
83a92dfffffffff,4.0,0.0,0.0
83a941fffffffff,14.0,0.0,0.0
83a942fffffffff,8.0,0.0,0.0
83a943fffffffff,1.0,0.0,0.0
83a944fffffffff,3.0,0.0,0.0
83a946fffffffff,2.0,0.0,0.0
83a94cfffffffff,6.0,0.0,0.0
83a94efffffffff,14.0,0.0,0.0
83a952fffffffff,6.0,0.0,0.0
83a953fffffffff,31.0,0.0,0.0
83a955fffffffff,2.0,0.0,0.0
83a95cfffffffff,6.0,0.0,0.0
83a961fffffffff,8.0,0.0,0.0
83a962fffffffff,3.0,0.0,0.0
83a964fffffffff,17.0,0.0,0.0
83a968fffffffff,6.0,0.0,0.0
83a96afffffffff,16.0,0.0,0.0
83a96bfffffffff,4.0,0.0,0.0
83a96cfffffffff,18.0,0.0,0.0
83a96efffffffff,8.0,0.0,0.0
83a971fffffffff,3.0,0.0,0.0
83a973fffffffff,3.0,0.0,0.0
83a974fffffffff,2.0,0.0,0.0
83a975fffffffff,2.0,0.0,0.0
83b270fffffffff,30.0,0.0,0.0
83b274fffffffff,23.0,0.0,0.0
83b275fffffffff,6.0,0.0,0.0
83b325fffffffff,1.0,0.0,0.0
83b340fffffffff,7.0,0.0,0.0
83b342fffffffff,130.0,0.0,0.0
83b343fffffffff,15.0,0.0,0.0
83b344fffffffff,12.0,0.0,0.0
83b345fffffffff,2.0,0.0,0.0
83b346fffffffff,17.0,0.0,0.0
83b34afffffffff,2.0,0.0,0.0
83b34bfffffffff,2.0,0.0,0.0
83b34dfffffffff,4.0,0.0,0.0
83b351fffffffff,90.0,0.0,0.0
83b355fffffffff,6.0,0.0,0.0
83b358fffffffff,53.0,0.0,0.0
83b35afffffffff,4.0,0.0,0.0
83b35bfffffffff,21.0,0.0,0.0
83b35cfffffffff,72.0,0.0,0.0
83b35efffffffff,155.0,0.0,0.0
83b362fffffffff,4.0,0.0,0.0
83b363fffffffff,2.0,0.0,0.0
83b373fffffffff,9.0,0.0,0.0
83c2c0fffffffff,2.0,0.0,0.0
83c2c1fffffffff,99.0,0.0,4.0
83c2c3fffffffff,4.0,0.0,0.0
83c2c5fffffffff,4.0,0.0,0.0
83c2cafffffffff,12.0,0.0,0.0
83c2cbfffffffff,16.0,0.0,0.0
83c2cefffffffff,146.0,0.0,0.0
83c2d8fffffffff,5.0,0.0,0.0
83c2d9fffffffff,26.0,0.0,0.0
83c2dafffffffff,1.0,0.0,0.0
83c2dbfffffffff,1.0,0.0,0.0
