cell_id,Acridotheres fuscus,Acridotheres fuscus mahrattensis,Acridotheres fuscus [fuscus Group]
836081fffffffff,1.0,0.0,0.0
836088fffffffff,2864.0,0.0,0.0
836089fffffffff,8.0,0.0,0.0
83608afffffffff,34.0,0.0,0.0
83608bfffffffff,591.0,0.0,0.0
83608cfffffffff,30.0,0.0,0.0
83608dfffffffff,182.0,0.0,0.0
83608efffffffff,125.0,0.0,0.0
836099fffffffff,227.0,0.0,0.0
83609dfffffffff,4.0,0.0,0.0
8360a8fffffffff,499.0,0.0,0.0
8360a9fffffffff,3071.0,0.0,0.0
8360aafffffffff,14.0,0.0,0.0
8360abfffffffff,130.0,0.0,0.0
8360acfffffffff,4.0,0.0,0.0
8360adfffffffff,490.0,0.0,0.0
8360f6fffffffff,22.0,0.0,0.0
836188fffffffff,1.0,0.0,0.0
836189fffffffff,5718.0,0.0,0.0
83618bfffffffff,2.0,0.0,0.0
83618dfffffffff,76.0,0.0,0.0
836193fffffffff,1.0,0.0,0.0
836198fffffffff,4.0,0.0,0.0
836199fffffffff,3.0,0.0,0.0
83619afffffffff,15.0,0.0,0.0
83619efffffffff,30.0,0.0,0.0
836412fffffffff,9.0,0.0,0.0
836414fffffffff,1.0,0.0,0.0
836416fffffffff,3.0,0.0,0.0
836430fffffffff,4.0,0.0,0.0
836431fffffffff,4.0,0.0,0.0
836432fffffffff,3.0,0.0,0.0
836434fffffffff,20.0,0.0,0.0
836435fffffffff,46.0,0.0,1.0
836481fffffffff,21.0,0.0,0.0
836485fffffffff,1.0,0.0,0.0
836488fffffffff,2.0,0.0,0.0
836489fffffffff,2.0,0.0,0.0
83648bfffffffff,2.0,0.0,0.0
83648cfffffffff,82.0,0.0,0.0
83648dfffffffff,26.0,0.0,0.0
83648efffffffff,2.0,0.0,0.0
836498fffffffff,21.0,0.0,0.0
836499fffffffff,4.0,0.0,0.0
83649afffffffff,2.0,0.0,0.0
83649bfffffffff,18.0,0.0,0.0
83649dfffffffff,9.0,0.0,0.0
83649efffffffff,2.0,0.0,0.0
8364a1fffffffff,2.0,0.0,0.0
8364aafffffffff,2.0,0.0,0.0
8364abfffffffff,11.0,0.0,0.0
836500fffffffff,25.0,0.0,0.0
836501fffffffff,15.0,0.0,0.0
836502fffffffff,21.0,0.0,0.0
836503fffffffff,85.0,0.0,0.0
836505fffffffff,67.0,0.0,0.0
836506fffffffff,5.0,0.0,0.0
83650efffffffff,11.0,0.0,0.0
836518fffffffff,35.0,0.0,1.0
836519fffffffff,35.0,0.0,0.0
83651bfffffffff,63.0,0.0,0.0
83651dfffffffff,60.0,0.0,0.0
83651efffffffff,4.0,0.0,0.0
836522fffffffff,1.0,0.0,0.0
836523fffffffff,10.0,0.0,0.0
836526fffffffff,2.0,0.0,0.0
836531fffffffff,6.0,0.0,0.0
839a02fffffffff,2.0,0.0,0.0
839a14fffffffff,8.0,0.0,0.0
839a15fffffffff,37.0,0.0,0.0
839b0cfffffffff,4.0,0.0,0.0
839b41fffffffff,55.0,0.0,0.0
839b43fffffffff,19.0,0.0,0.0
839b4cfffffffff,18.0,0.0,0.0
839b4dfffffffff,1.0,0.0,0.0
839b4efffffffff,2.0,0.0,0.0
839b5cfffffffff,17.0,0.0,0.0
839b5dfffffffff,22.0,0.0,0.0
839b6afffffffff,22.0,0.0,0.0
839b6bfffffffff,125.0,0.0,0.0
839b6efffffffff,3.0,0.0,0.0
