cell_id,Vireo chivi,Vireo chivi [agilis Group],Vireo chivi chivi/diversus
838024fffffffff,2.0,0.0,0.0
838030fffffffff,44.0,0.0,0.0
838031fffffffff,1.0,0.0,0.0
838032fffffffff,1.0,0.0,0.0
838036fffffffff,69.0,0.0,0.0
838040fffffffff,3.0,0.0,0.0
838044fffffffff,5.0,0.0,0.0
838046fffffffff,24.0,0.0,0.0
83804cfffffffff,3.0,0.0,0.0
83804dfffffffff,2.0,0.0,0.0
838065fffffffff,4.0,0.0,0.0
838066fffffffff,3.0,0.0,0.0
83806afffffffff,4.0,0.0,0.0
83806bfffffffff,24.0,0.0,0.0
838071fffffffff,4.0,0.0,0.0
838073fffffffff,9.0,0.0,0.0
8380a4fffffffff,2.0,0.0,0.0
8380b4fffffffff,7.0,0.0,0.0
838100fffffffff,2.0,0.0,0.0
838102fffffffff,77.0,0.0,0.0
838104fffffffff,6.0,0.0,0.0
838106fffffffff,6.0,0.0,0.0
838111fffffffff,6.0,0.0,0.0
838112fffffffff,16.0,0.0,0.0
838114fffffffff,10.0,0.0,0.0
838116fffffffff,83.0,0.0,0.0
838118fffffffff,6.0,0.0,0.0
838119fffffffff,7.0,0.0,0.0
83811afffffffff,2.0,0.0,0.0
83811cfffffffff,4.0,0.0,0.0
83811efffffffff,19.0,0.0,0.0
838121fffffffff,45.0,0.0,18.0
838123fffffffff,8.0,0.0,0.0
838124fffffffff,81.0,0.0,26.0
83812dfffffffff,1.0,0.0,0.0
838130fffffffff,34.0,0.0,0.0
838132fffffffff,110.0,0.0,0.0
838133fffffffff,19.0,0.0,0.0
838136fffffffff,25.0,0.0,0.0
838142fffffffff,4.0,0.0,0.0
838143fffffffff,7.0,0.0,0.0
838144fffffffff,10.0,0.0,0.0
838145fffffffff,2.0,0.0,0.0
838146fffffffff,2.0,0.0,0.0
83814afffffffff,64.0,0.0,0.0
83814dfffffffff,37.0,0.0,0.0
83814efffffffff,36.0,0.0,0.0
838150fffffffff,5.0,0.0,0.0
838151fffffffff,8.0,0.0,0.0
838159fffffffff,2.0,0.0,0.0
83815afffffffff,9.0,0.0,0.0
83815cfffffffff,3.0,0.0,0.0
83815dfffffffff,11.0,0.0,0.0
83815efffffffff,4.0,0.0,0.0
838162fffffffff,4.0,0.0,0.0
838163fffffffff,17.0,0.0,0.0
838166fffffffff,2.0,0.0,0.0
838170fffffffff,4.0,0.0,0.0
838171fffffffff,189.0,0.0,0.0
838172fffffffff,2.0,0.0,0.0
838173fffffffff,2.0,0.0,0.0
838175fffffffff,7.0,0.0,0.0
838180fffffffff,76.0,0.0,0.0
838181fffffffff,466.0,0.0,0.0
838183fffffffff,133.0,0.0,0.0
838185fffffffff,201.0,0.0,0.0
838188fffffffff,6.0,0.0,0.0
83818afffffffff,2.0,0.0,0.0
83818bfffffffff,1.0,0.0,0.0
83818cfffffffff,5.0,0.0,0.0
83818efffffffff,32.0,0.0,0.0
838199fffffffff,2.0,0.0,0.0
83819dfffffffff,20.0,0.0,0.0
8381a1fffffffff,29.0,0.0,0.0
8381a9fffffffff,2.0,0.0,0.0
8381aafffffffff,3.0,0.0,0.0
8381acfffffffff,1.0,0.0,0.0
8381adfffffffff,13.0,0.0,0.0
838a00fffffffff,12.0,0.0,0.0
838a05fffffffff,20.0,0.0,0.0
838a10fffffffff,26.0,0.0,0.0
838a15fffffffff,15.0,0.0,0.0
838a1bfffffffff,1.0,0.0,0.0
838a21fffffffff,3.0,0.0,0.0
838a23fffffffff,3.0,0.0,0.0
838a24fffffffff,6.0,0.0,0.0
838a25fffffffff,3.0,0.0,0.0
838a31fffffffff,47.0,0.0,0.0
838a33fffffffff,3.0,0.0,0.0
838a45fffffffff,227.0,13.0,0.0
838a56fffffffff,3.0,0.0,0.0
838a63fffffffff,11.0,0.0,0.0
838a68fffffffff,26.0,0.0,0.0
838a69fffffffff,71.0,0.0,2.0
838a6dfffffffff,526.0,80.0,2.0
838a6efffffffff,2.0,0.0,0.0
838a70fffffffff,21.0,0.0,0.0
838a73fffffffff,4.0,0.0,0.0
838a80fffffffff,30.0,0.0,0.0
838a81fffffffff,12.0,0.0,0.0
838a85fffffffff,4.0,0.0,0.0
838a8cfffffffff,5.0,0.0,0.0
838a8dfffffffff,2.0,0.0,0.0
838a9cfffffffff,9.0,0.0,0.0
838aa8fffffffff,32.0,0.0,0.0
838aa9fffffffff,16.0,0.0,0.0
838aaafffffffff,36.0,0.0,0.0
838aabfffffffff,21.0,0.0,0.0
838aadfffffffff,6.0,0.0,0.0
838ad1fffffffff,1.0,0.0,0.0
838adafffffffff,35.0,0.0,0.0
838adbfffffffff,15.0,0.0,0.0
838adcfffffffff,2.0,0.0,0.0
838ae5fffffffff,2.0,0.0,0.0
838af0fffffffff,90.0,0.0,0.0
838af1fffffffff,9.0,0.0,0.0
838af2fffffffff,170.0,0.0,0.0
838af4fffffffff,56.0,0.0,0.0
838af6fffffffff,483.0,0.0,0.0
838b00fffffffff,2.0,0.0,0.0
838b04fffffffff,2.0,0.0,0.0
838b06fffffffff,2.0,0.0,0.0
838b08fffffffff,3.0,0.0,0.0
838b09fffffffff,1.0,0.0,0.0
838b0afffffffff,2.0,0.0,0.0
838b0cfffffffff,23.0,0.0,0.0
838b0dfffffffff,7.0,0.0,0.0
838b10fffffffff,4.0,0.0,0.0
838b11fffffffff,11.0,0.0,0.0
838b1dfffffffff,6.0,0.0,0.0
838b1efffffffff,1.0,0.0,0.0
838b20fffffffff,108.0,0.0,0.0
838b21fffffffff,14.0,0.0,0.0
838b22fffffffff,179.0,0.0,0.0
838b23fffffffff,3.0,0.0,0.0
838b24fffffffff,4.0,0.0,0.0
838b25fffffffff,11.0,0.0,0.0
838b26fffffffff,19.0,0.0,0.0
838b29fffffffff,2.0,0.0,0.0
838b2afffffffff,15.0,0.0,0.0
838b2cfffffffff,31.0,0.0,0.0
838b2dfffffffff,5.0,0.0,0.0
838b2efffffffff,15.0,0.0,0.0
838b31fffffffff,25.0,0.0,0.0
838b34fffffffff,12.0,0.0,0.0
838b36fffffffff,6.0,0.0,0.0
838b40fffffffff,47.0,0.0,3.0
838b42fffffffff,1.0,0.0,0.0
838b44fffffffff,339.0,0.0,17.0
838b45fffffffff,8.0,0.0,0.0
838b46fffffffff,15.0,0.0,0.0
838b4efffffffff,8.0,0.0,0.0
838b51fffffffff,9.0,0.0,0.0
838b52fffffffff,1.0,0.0,0.0
838b56fffffffff,21.0,0.0,0.0
838b5cfffffffff,13.0,0.0,0.0
838b61fffffffff,562.0,0.0,3.0
838b62fffffffff,29.0,0.0,6.0
838b63fffffffff,224.0,0.0,3.0
838b65fffffffff,2.0,0.0,0.0
838b66fffffffff,3.0,3.0,0.0
838b68fffffffff,3.0,0.0,0.0
838b69fffffffff,10.0,0.0,0.0
838b6cfffffffff,579.0,0.0,0.0
838b6efffffffff,21.0,0.0,0.0
838b71fffffffff,226.0,0.0,1.0
838b74fffffffff,107.0,0.0,0.0
838b75fffffffff,51.0,3.0,0.0
838b76fffffffff,4.0,0.0,0.0
838b82fffffffff,4.0,0.0,0.0
838b83fffffffff,1.0,0.0,0.0
838b84fffffffff,25.0,0.0,0.0
838b88fffffffff,6.0,0.0,0.0
838b93fffffffff,1.0,0.0,0.0
838b96fffffffff,6.0,0.0,0.0
838b99fffffffff,42.0,0.0,0.0
838b9cfffffffff,1.0,0.0,0.0
838b9dfffffffff,76.0,0.0,0.0
838ba0fffffffff,10.0,0.0,0.0
838ba4fffffffff,8.0,0.0,0.0
838ba6fffffffff,37.0,0.0,0.0
838bb5fffffffff,122.0,0.0,0.0
838e61fffffffff,5.0,2.0,2.0
838e64fffffffff,119.0,0.0,0.0
838e65fffffffff,25.0,0.0,8.0
838e6cfffffffff,3.0,0.0,0.0
838e6dfffffffff,111.0,0.0,0.0
838f08fffffffff,5.0,0.0,0.0
838f09fffffffff,18.0,0.0,0.0
838f0dfffffffff,298.0,23.0,0.0
838f28fffffffff,66.0,10.0,0.0
838f29fffffffff,95.0,7.0,0.0
838f2afffffffff,596.0,83.0,0.0
838f2bfffffffff,415.0,65.0,0.0
838f2cfffffffff,124.0,15.0,0.0
838f2efffffffff,137.0,31.0,0.0
838f40fffffffff,402.0,63.0,0.0
838f42fffffffff,28.0,0.0,0.0
838f43fffffffff,25.0,7.0,0.0
838f44fffffffff,18.0,9.0,5.0
838f46fffffffff,314.0,36.0,0.0
838f48fffffffff,28.0,0.0,0.0
838f4afffffffff,41.0,0.0,4.0
838f4bfffffffff,3.0,0.0,2.0
838f4cfffffffff,17.0,0.0,0.0
838f50fffffffff,8.0,0.0,0.0
838f54fffffffff,192.0,29.0,0.0
838f55fffffffff,149.0,12.0,0.0
838f5dfffffffff,24.0,0.0,0.0
838f61fffffffff,100.0,4.0,0.0
838f6bfffffffff,16.0,0.0,0.0
838f6cfffffffff,4.0,0.0,0.0
838f71fffffffff,8.0,0.0,0.0
838f72fffffffff,146.0,0.0,0.0
838f74fffffffff,7.0,0.0,0.0
838f76fffffffff,16.0,0.0,0.0
83a592fffffffff,1.0,0.0,0.0
83a596fffffffff,175.0,0.0,0.0
83a800fffffffff,7.0,0.0,2.0
83a801fffffffff,24.0,0.0,0.0
83a802fffffffff,26.0,0.0,0.0
83a803fffffffff,7.0,0.0,0.0
83a804fffffffff,66.0,0.0,29.0
83a805fffffffff,10.0,0.0,0.0
83a806fffffffff,758.0,0.0,73.0
83a808fffffffff,4.0,0.0,0.0
83a80bfffffffff,1.0,0.0,0.0
83a80efffffffff,3.0,0.0,0.0
83a810fffffffff,3152.0,0.0,147.0
83a811fffffffff,157.0,0.0,8.0
83a812fffffffff,1124.0,0.0,142.0
83a813fffffffff,239.0,0.0,28.0
83a814fffffffff,219.0,0.0,35.0
83a815fffffffff,673.0,0.0,109.0
83a816fffffffff,60.0,0.0,1.0
83a818fffffffff,104.0,0.0,1.0
83a819fffffffff,16.0,0.0,0.0
83a81afffffffff,34.0,0.0,0.0
83a81bfffffffff,6.0,0.0,0.0
83a81cfffffffff,263.0,0.0,2.0
83a81dfffffffff,42.0,0.0,5.0
83a81efffffffff,702.0,0.0,37.0
83a820fffffffff,15.0,0.0,0.0
83a821fffffffff,42.0,0.0,0.0
83a822fffffffff,22.0,0.0,6.0
83a823fffffffff,12.0,0.0,4.0
83a824fffffffff,63.0,0.0,2.0
83a825fffffffff,15.0,0.0,0.0
83a826fffffffff,49.0,0.0,4.0
83a828fffffffff,28.0,0.0,2.0
83a829fffffffff,8.0,0.0,0.0
83a82afffffffff,6.0,0.0,0.0
83a82bfffffffff,1.0,0.0,1.0
83a82cfffffffff,9.0,0.0,0.0
83a82efffffffff,37.0,0.0,0.0
83a831fffffffff,401.0,0.0,99.0
83a833fffffffff,277.0,0.0,32.0
83a835fffffffff,374.0,0.0,43.0
83a840fffffffff,16.0,0.0,0.0
83a841fffffffff,4.0,0.0,0.0
83a843fffffffff,3.0,0.0,0.0
83a844fffffffff,18.0,0.0,0.0
83a845fffffffff,12.0,0.0,0.0
83a846fffffffff,4.0,0.0,0.0
83a84dfffffffff,4.0,0.0,0.0
83a84efffffffff,9.0,0.0,0.0
83a850fffffffff,13.0,0.0,0.0
83a855fffffffff,4.0,0.0,0.0
83a856fffffffff,2.0,0.0,0.0
83a859fffffffff,59.0,0.0,0.0
83a85bfffffffff,1.0,0.0,0.0
83a85dfffffffff,82.0,0.0,0.0
83a860fffffffff,35.0,0.0,0.0
83a863fffffffff,2.0,0.0,0.0
83a864fffffffff,5.0,0.0,0.0
83a865fffffffff,38.0,0.0,0.0
83a866fffffffff,10.0,0.0,0.0
83a869fffffffff,6.0,0.0,0.0
83a86bfffffffff,7.0,0.0,0.0
83a86dfffffffff,1.0,0.0,0.0
83a86efffffffff,7.0,0.0,0.0
83a870fffffffff,3.0,0.0,0.0
83a874fffffffff,1.0,0.0,0.0
83a875fffffffff,2.0,0.0,0.0
83a876fffffffff,3.0,0.0,0.0
83a880fffffffff,21.0,0.0,1.0
83a881fffffffff,72.0,0.0,2.0
83a882fffffffff,14.0,0.0,0.0
83a883fffffffff,3.0,0.0,0.0
83a884fffffffff,123.0,0.0,0.0
83a885fffffffff,4.0,0.0,2.0
83a886fffffffff,15.0,0.0,0.0
83a889fffffffff,4.0,0.0,0.0
83a88afffffffff,2.0,0.0,0.0
83a88bfffffffff,11.0,0.0,0.0
83a88cfffffffff,9.0,0.0,0.0
83a88efffffffff,45.0,0.0,2.0
83a891fffffffff,324.0,0.0,0.0
83a895fffffffff,38.0,0.0,0.0
83a89afffffffff,4.0,0.0,0.0
83a89efffffffff,18.0,0.0,0.0
83a8a0fffffffff,275.0,0.0,0.0
83a8a1fffffffff,568.0,0.0,14.0
83a8a2fffffffff,687.0,0.0,0.0
83a8a3fffffffff,209.0,0.0,0.0
83a8a5fffffffff,122.0,0.0,10.0
83a8a8fffffffff,7.0,0.0,2.0
83a8a9fffffffff,52.0,0.0,13.0
83a8aafffffffff,25.0,0.0,0.0
83a8acfffffffff,62.0,0.0,9.0
83a8adfffffffff,4.0,0.0,0.0
83a8aefffffffff,23.0,0.0,0.0
83a8b1fffffffff,14.0,0.0,0.0
83a8c0fffffffff,29.0,0.0,0.0
83a8c2fffffffff,39.0,0.0,0.0
83a8c9fffffffff,1.0,0.0,0.0
83a8cefffffffff,1.0,0.0,0.0
83a8d1fffffffff,64.0,0.0,0.0
83a8d2fffffffff,1.0,0.0,0.0
83a8d3fffffffff,3.0,0.0,0.0
83a8d4fffffffff,5.0,0.0,2.0
83a8defffffffff,59.0,0.0,0.0
83a8e2fffffffff,1.0,0.0,0.0
83a8e4fffffffff,2.0,0.0,0.0
83a8e6fffffffff,4.0,0.0,2.0
83a8e9fffffffff,1.0,0.0,0.0
83a8ecfffffffff,1.0,0.0,0.0
83a8f0fffffffff,1.0,0.0,0.0
83a8f1fffffffff,1.0,0.0,0.0
83a8f4fffffffff,10.0,0.0,0.0
83a8f5fffffffff,4.0,0.0,1.0
83a8f6fffffffff,2.0,0.0,0.0
83a901fffffffff,14.0,0.0,0.0
83a903fffffffff,2.0,0.0,0.0
83a905fffffffff,4.0,0.0,2.0
83a908fffffffff,9.0,0.0,0.0
83a909fffffffff,36.0,0.0,9.0
83a90afffffffff,31.0,0.0,19.0
83a90bfffffffff,5.0,0.0,0.0
83a90cfffffffff,5.0,0.0,0.0
83a90dfffffffff,5.0,0.0,2.0
83a90efffffffff,79.0,0.0,20.0
83a918fffffffff,17.0,0.0,13.0
83a919fffffffff,102.0,0.0,37.0
83a91bfffffffff,234.0,0.0,11.0
83a91dfffffffff,154.0,0.0,44.0
83a928fffffffff,2.0,0.0,0.0
83a929fffffffff,3.0,0.0,0.0
83a92bfffffffff,5.0,0.0,0.0
83a92cfffffffff,360.0,0.0,0.0
83a92dfffffffff,21.0,0.0,0.0
83a92efffffffff,40.0,0.0,15.0
83a940fffffffff,24.0,0.0,0.0
83a941fffffffff,173.0,0.0,0.0
83a942fffffffff,78.0,0.0,0.0
83a943fffffffff,254.0,0.0,0.0
83a944fffffffff,245.0,0.0,1.0
83a945fffffffff,68.0,0.0,0.0
83a946fffffffff,402.0,0.0,0.0
83a94bfffffffff,8.0,0.0,0.0
83a94cfffffffff,65.0,0.0,0.0
83a94dfffffffff,17.0,0.0,0.0
83a94efffffffff,260.0,0.0,0.0
83a950fffffffff,326.0,0.0,2.0
83a951fffffffff,29.0,0.0,0.0
83a952fffffffff,45.0,0.0,0.0
83a953fffffffff,1382.0,0.0,8.0
83a954fffffffff,2.0,0.0,0.0
83a955fffffffff,84.0,0.0,0.0
83a956fffffffff,1.0,0.0,0.0
83a959fffffffff,2.0,0.0,0.0
83a95afffffffff,14.0,0.0,0.0
83a95bfffffffff,2.0,0.0,0.0
83a95cfffffffff,19.0,0.0,0.0
83a95dfffffffff,25.0,0.0,0.0
83a95efffffffff,36.0,0.0,0.0
83a961fffffffff,97.0,0.0,0.0
83a962fffffffff,155.0,0.0,0.0
83a963fffffffff,33.0,0.0,0.0
83a964fffffffff,123.0,0.0,3.0
83a965fffffffff,7.0,0.0,0.0
83a968fffffffff,60.0,0.0,0.0
83a969fffffffff,5.0,0.0,0.0
83a96afffffffff,105.0,0.0,0.0
83a96bfffffffff,33.0,0.0,0.0
83a96cfffffffff,34.0,0.0,0.0
83a96efffffffff,113.0,0.0,0.0
83a971fffffffff,29.0,0.0,0.0
83a972fffffffff,6.0,0.0,4.0
83a973fffffffff,27.0,0.0,0.0
83a975fffffffff,2.0,0.0,0.0
83a976fffffffff,20.0,0.0,0.0
83b240fffffffff,1.0,0.0,0.0
83b241fffffffff,15.0,0.0,0.0
83b242fffffffff,35.0,0.0,0.0
83b243fffffffff,144.0,0.0,0.0
83b245fffffffff,2.0,0.0,0.0
83b246fffffffff,2.0,0.0,0.0
83b24afffffffff,25.0,0.0,0.0
83b24cfffffffff,11.0,0.0,0.0
83b24dfffffffff,13.0,0.0,0.0
83b24efffffffff,14.0,0.0,0.0
83b250fffffffff,11.0,0.0,0.0
83b251fffffffff,42.0,0.0,0.0
83b252fffffffff,2.0,0.0,0.0
83b253fffffffff,1.0,0.0,0.0
83b255fffffffff,11.0,0.0,0.0
83b256fffffffff,3.0,0.0,0.0
83b258fffffffff,25.0,0.0,0.0
83b259fffffffff,23.0,0.0,0.0
83b25cfffffffff,57.0,0.0,0.0
83b25dfffffffff,60.0,0.0,0.0
83b25efffffffff,47.0,0.0,0.0
83b260fffffffff,1.0,0.0,0.0
83b262fffffffff,27.0,0.0,0.0
83b263fffffffff,12.0,0.0,0.0
83b265fffffffff,9.0,0.0,0.0
83b266fffffffff,13.0,0.0,0.0
83b268fffffffff,6.0,0.0,0.0
83b269fffffffff,9.0,0.0,0.0
83b26afffffffff,7.0,0.0,0.0
83b26dfffffffff,40.0,0.0,0.0
83b270fffffffff,44.0,0.0,0.0
83b271fffffffff,11.0,0.0,0.0
83b272fffffffff,14.0,0.0,0.0
83b274fffffffff,198.0,0.0,0.0
83b275fffffffff,74.0,0.0,0.0
83b276fffffffff,3.0,0.0,0.0
83b324fffffffff,24.0,0.0,0.0
83b325fffffffff,45.0,0.0,0.0
83b32dfffffffff,7.0,0.0,0.0
83b340fffffffff,15.0,0.0,0.0
83b342fffffffff,720.0,0.0,0.0
83b343fffffffff,42.0,0.0,0.0
83b344fffffffff,16.0,0.0,0.0
83b345fffffffff,2.0,0.0,0.0
83b346fffffffff,61.0,0.0,0.0
83b348fffffffff,2.0,0.0,0.0
83b349fffffffff,13.0,0.0,0.0
83b34afffffffff,9.0,0.0,0.0
83b34bfffffffff,90.0,0.0,0.0
83b34cfffffffff,26.0,0.0,0.0
83b34dfffffffff,18.0,0.0,0.0
83b34efffffffff,4.0,0.0,0.0
83b351fffffffff,399.0,0.0,0.0
83b355fffffffff,2.0,0.0,0.0
83b358fffffffff,78.0,0.0,0.0
83b35afffffffff,20.0,0.0,0.0
83b35bfffffffff,140.0,0.0,0.0
83b35cfffffffff,207.0,0.0,0.0
83b35dfffffffff,14.0,0.0,0.0
83b35efffffffff,376.0,0.0,0.0
83b360fffffffff,10.0,0.0,0.0
83b361fffffffff,28.0,0.0,0.0
83b362fffffffff,3.0,0.0,0.0
83b363fffffffff,7.0,0.0,0.0
83b366fffffffff,19.0,0.0,0.0
83b368fffffffff,29.0,0.0,0.0
83b369fffffffff,16.0,0.0,0.0
83b36afffffffff,10.0,0.0,0.0
83b36bfffffffff,3.0,0.0,0.0
83b36dfffffffff,134.0,0.0,0.0
83b371fffffffff,1.0,0.0,0.0
83c203fffffffff,2.0,0.0,0.0
83c21bfffffffff,2.0,0.0,0.0
83c22afffffffff,3.0,0.0,3.0
83c2c0fffffffff,1.0,0.0,0.0
83c2c1fffffffff,38.0,0.0,0.0
83c2c2fffffffff,6.0,0.0,0.0
83c2c4fffffffff,28.0,0.0,0.0
83c2c5fffffffff,41.0,0.0,0.0
83c2c8fffffffff,10.0,0.0,0.0
83c2c9fffffffff,54.0,0.0,0.0
83c2cafffffffff,42.0,0.0,0.0
83c2cbfffffffff,57.0,0.0,0.0
83c2ccfffffffff,11.0,0.0,0.0
83c2cdfffffffff,42.0,0.0,0.0
83c2cefffffffff,44.0,0.0,0.0
83c2d0fffffffff,37.0,0.0,0.0
83c2d2fffffffff,2.0,0.0,0.0
83c2d3fffffffff,8.0,0.0,0.0
83c2d4fffffffff,84.0,0.0,0.0
83c2d5fffffffff,7.0,0.0,0.0
83c2d6fffffffff,25.0,0.0,0.0
83c2d8fffffffff,54.0,0.0,0.0
83c2d9fffffffff,34.0,0.0,0.0
83c2ddfffffffff,2.0,0.0,0.0
83c2e0fffffffff,8.0,0.0,0.0
83c2e1fffffffff,21.0,0.0,0.0
83c2e2fffffffff,460.0,0.0,0.0
83c2e3fffffffff,1681.0,0.0,0.0
83c2e6fffffffff,1.0,0.0,0.0
83c2e8fffffffff,21.0,0.0,0.0
83c2e9fffffffff,8.0,0.0,0.0
83c2eafffffffff,7.0,0.0,0.0
83c2ebfffffffff,8.0,0.0,0.0
83c2ecfffffffff,2.0,0.0,0.0
83c2eefffffffff,60.0,0.0,0.0
83c2f1fffffffff,88.0,0.0,0.0
83c2f2fffffffff,46.0,0.0,0.0
83c2f3fffffffff,159.0,0.0,1.0
