cell_id,Stelgidopteryx serripennis,Stelgidopteryx serripennis [serripennis Group],Stelgidopteryx serripennis ridgwayi/stuarti
8428935ffffffff,4.0,0.0,0.0
8428937ffffffff,8.0,0.0,0.0
842893dffffffff,9.0,0.0,0.0
8428941ffffffff,2.0,0.0,0.0
8428985ffffffff,3.0,0.0,0.0
84289abffffffff,1.0,0.0,0.0
84289b5ffffffff,4.0,0.0,0.0
84289e3ffffffff,2.0,0.0,0.0
8428a13ffffffff,7.0,0.0,0.0
8428a91ffffffff,12.0,0.0,0.0
8428a95ffffffff,2.0,0.0,0.0
8428ae7ffffffff,2.0,0.0,0.0
8428b0bffffffff,3.0,0.0,0.0
8428b11ffffffff,6.0,0.0,0.0
8428b1dffffffff,4.0,0.0,0.0
8428b2bffffffff,4.0,0.0,0.0
8428b63ffffffff,2.0,0.0,0.0
8428b69ffffffff,3.0,0.0,0.0
8428c61ffffffff,12.0,0.0,0.0
8428d0bffffffff,2.0,0.0,0.0
8428d11ffffffff,6.0,0.0,0.0
8428d15ffffffff,2.0,0.0,0.0
8428d1bffffffff,2.0,0.0,0.0
8428d1dffffffff,2.0,0.0,0.0
8428d3bffffffff,2.0,0.0,0.0
8428d45ffffffff,9.0,0.0,0.0
8428d51ffffffff,5.0,0.0,0.0
8428d55ffffffff,8.0,0.0,0.0
8428d57ffffffff,2.0,0.0,0.0
8428d5bffffffff,11.0,0.0,0.0
8428d5dffffffff,2.0,0.0,0.0
8428d63ffffffff,1.0,0.0,0.0
8428d69ffffffff,1.0,0.0,0.0
8428d81ffffffff,2.0,0.0,0.0
8428d8bffffffff,2.0,0.0,0.0
8428dadffffffff,2.0,0.0,0.0
8428dc7ffffffff,4.0,0.0,0.0
8428dc9ffffffff,2.0,0.0,0.0
8428dd5ffffffff,2.0,0.0,0.0
8428de9ffffffff,16.0,0.0,0.0
8428dedffffffff,26.0,0.0,0.0
8428f01ffffffff,16.0,0.0,0.0
8428f05ffffffff,5.0,0.0,0.0
8428f07ffffffff,8.0,0.0,0.0
8428f37ffffffff,62.0,0.0,0.0
8428f43ffffffff,6.0,0.0,0.0
8428f4bffffffff,4.0,0.0,0.0
8428f57ffffffff,1.0,0.0,0.0
8429125ffffffff,4.0,0.0,0.0
8429127ffffffff,7.0,0.0,0.0
842912dffffffff,13.0,0.0,0.0
8429135ffffffff,1.0,0.0,0.0
84291a5ffffffff,2.0,0.0,0.0
84291a7ffffffff,2.0,0.0,0.0
842981bffffffff,4.0,4.0,0.0
8429843ffffffff,14.0,0.0,0.0
8429849ffffffff,12.0,0.0,0.0
8429865ffffffff,2.0,0.0,0.0
8429869ffffffff,21.0,0.0,0.0
84298b9ffffffff,3.0,0.0,0.0
84298cdffffffff,3.0,0.0,0.0
84298d5ffffffff,1.0,0.0,0.0
84298ddffffffff,2.0,0.0,0.0
8429903ffffffff,2.0,0.0,0.0
8429909ffffffff,10.0,0.0,0.0
8429923ffffffff,6.0,4.0,0.0
842992bffffffff,2.0,0.0,0.0
8429933ffffffff,3.0,0.0,0.0
8429951ffffffff,6.0,0.0,0.0
8429953ffffffff,11.0,0.0,0.0
8429957ffffffff,19.0,0.0,0.0
8429997ffffffff,3.0,0.0,0.0
8429a01ffffffff,71.0,0.0,0.0
8429a05ffffffff,2.0,1.0,0.0
8429a09ffffffff,5.0,0.0,0.0
8429a0bffffffff,6.0,0.0,0.0
8429a11ffffffff,1.0,0.0,0.0
8429a13ffffffff,2.0,0.0,0.0
8429a19ffffffff,8.0,0.0,0.0
8429a1dffffffff,4.0,0.0,0.0
8429a41ffffffff,23.0,0.0,0.0
8429a43ffffffff,11.0,0.0,0.0
8429a45ffffffff,11.0,0.0,0.0
8429a47ffffffff,8.0,0.0,0.0
8429a4dffffffff,13.0,0.0,0.0
8429a51ffffffff,4.0,0.0,0.0
8429a55ffffffff,8.0,0.0,0.0
8429a57ffffffff,10.0,0.0,0.0
8429a59ffffffff,16.0,0.0,0.0
8429a61ffffffff,90.0,5.0,0.0
8429a63ffffffff,73.0,0.0,0.0
8429a65ffffffff,1.0,0.0,0.0
8429a6bffffffff,1.0,0.0,0.0
8429a6dffffffff,209.0,0.0,0.0
8429a87ffffffff,1.0,0.0,0.0
8429a89ffffffff,1.0,0.0,0.0
8429a8dffffffff,6.0,0.0,0.0
8429a91ffffffff,4.0,0.0,0.0
8429a93ffffffff,6.0,0.0,0.0
8429a9bffffffff,3.0,0.0,0.0
8429aa7ffffffff,4.0,0.0,0.0
8429ab9ffffffff,8.0,0.0,0.0
8429ac9ffffffff,11.0,0.0,0.0
8429ad1ffffffff,4.0,0.0,0.0
8429ad3ffffffff,2.0,0.0,0.0
8429addffffffff,7.0,0.0,0.0
8429aedffffffff,4.0,0.0,0.0
8429b09ffffffff,4.0,0.0,0.0
8429b0bffffffff,5.0,0.0,0.0
8429b0dffffffff,2.0,0.0,0.0
8429b15ffffffff,2.0,0.0,0.0
8429b1dffffffff,12.0,0.0,0.0
8429b25ffffffff,2.0,0.0,0.0
8429b29ffffffff,2.0,0.0,0.0
8429b49ffffffff,2.0,0.0,0.0
8429b55ffffffff,3.0,0.0,0.0
8429b5bffffffff,13.0,0.0,0.0
8429b5dffffffff,8.0,0.0,0.0
8429b61ffffffff,2.0,0.0,0.0
8429b69ffffffff,2.0,0.0,0.0
8429b6dffffffff,19.0,0.0,0.0
842a069ffffffff,2.0,0.0,0.0
842a06dffffffff,9.0,0.0,0.0
842a101ffffffff,96.0,0.0,0.0
842a103ffffffff,9.0,0.0,0.0
842a105ffffffff,2.0,0.0,0.0
842a107ffffffff,116.0,2.0,0.0
842a109ffffffff,42.0,27.0,0.0
842a10bffffffff,9.0,0.0,0.0
842a10dffffffff,20.0,0.0,0.0
842a121ffffffff,5.0,0.0,0.0
842a123ffffffff,585.0,0.0,0.0
842a127ffffffff,150.0,0.0,0.0
842a129ffffffff,2.0,0.0,0.0
842a12bffffffff,9.0,0.0,0.0
842a131ffffffff,4.0,0.0,0.0
842a133ffffffff,10.0,0.0,0.0
842a135ffffffff,812.0,0.0,0.0
842a139ffffffff,10.0,0.0,0.0
842a13dffffffff,70.0,0.0,0.0
842a141ffffffff,13.0,6.0,0.0
842a143ffffffff,35.0,1.0,0.0
842a145ffffffff,10.0,3.0,0.0
842a147ffffffff,1.0,1.0,0.0
842a149ffffffff,7.0,0.0,0.0
842a14bffffffff,7.0,0.0,0.0
842a14dffffffff,6.0,0.0,0.0
842a159ffffffff,4.0,0.0,0.0
842a15dffffffff,1.0,0.0,0.0
842a161ffffffff,1.0,0.0,0.0
842a163ffffffff,6.0,0.0,0.0
842a169ffffffff,3.0,0.0,0.0
842a1a5ffffffff,1.0,0.0,0.0
842a301ffffffff,6.0,0.0,0.0
842a303ffffffff,2.0,0.0,0.0
842a305ffffffff,8.0,0.0,0.0
842a307ffffffff,23.0,0.0,0.0
842a30dffffffff,12.0,0.0,0.0
842a311ffffffff,16.0,0.0,0.0
842a315ffffffff,8.0,0.0,0.0
842a317ffffffff,8.0,0.0,0.0
842a31dffffffff,7.0,0.0,0.0
842a321ffffffff,7.0,0.0,0.0
842a327ffffffff,10.0,0.0,0.0
842a32bffffffff,6.0,2.0,0.0
842a32dffffffff,2.0,0.0,0.0
842a331ffffffff,7.0,0.0,0.0
842a333ffffffff,18.0,0.0,0.0
842a335ffffffff,2.0,0.0,0.0
842a337ffffffff,17.0,1.0,0.0
842a339ffffffff,7.0,0.0,0.0
842a33bffffffff,10.0,0.0,0.0
842a33dffffffff,2.0,0.0,0.0
842a345ffffffff,2.0,0.0,0.0
842a347ffffffff,10.0,0.0,0.0
842a349ffffffff,1.0,0.0,0.0
842a34dffffffff,2.0,0.0,0.0
842a361ffffffff,2.0,0.0,0.0
842a363ffffffff,4.0,0.0,0.0
842a365ffffffff,12.0,0.0,0.0
842a369ffffffff,2.0,0.0,0.0
842a4c1ffffffff,2.0,1.0,0.0
842a4c9ffffffff,3.0,0.0,0.0
842a80bffffffff,2.0,2.0,0.0
842a811ffffffff,2.0,0.0,0.0
842a81bffffffff,2.0,0.0,0.0
842a827ffffffff,2.0,0.0,0.0
842a829ffffffff,2.0,0.0,0.0
842a843ffffffff,4.0,0.0,0.0
842a845ffffffff,1.0,0.0,0.0
842a847ffffffff,9.0,2.0,0.0
842a84bffffffff,16.0,0.0,0.0
842a851ffffffff,4.0,0.0,0.0
842a85bffffffff,3.0,2.0,0.0
842a85dffffffff,2.0,0.0,0.0
842a861ffffffff,4.0,1.0,0.0
842a869ffffffff,2.0,0.0,0.0
842a86bffffffff,2.0,2.0,0.0
842a88dffffffff,3.0,0.0,0.0
842a893ffffffff,4.0,0.0,0.0
842a897ffffffff,15.0,0.0,0.0
842a89dffffffff,12.0,0.0,0.0
842a8a5ffffffff,2.0,0.0,0.0
842a8a7ffffffff,4.0,0.0,0.0
842a8a9ffffffff,1.0,0.0,0.0
