cell_id,Turdus falcklandii,Turdus falcklandii magellanicus/pembertoni,Turdus falcklandii falcklandii
84cea3dffffffff,69.0,0.0,0.0
84cea41ffffffff,3.0,0.0,0.0
84cea4bffffffff,6.0,0.0,0.0
84cea4dffffffff,2.0,0.0,0.0
84cea51ffffffff,51.0,0.0,0.0
84cea53ffffffff,19.0,0.0,0.0
84cea57ffffffff,5.0,0.0,0.0
84cea59ffffffff,5.0,0.0,0.0
84cea5bffffffff,2.0,0.0,0.0
84cea6bffffffff,2.0,0.0,0.0
84cea81ffffffff,2.0,0.0,0.0
84cea85ffffffff,479.0,11.0,0.0
84cea87ffffffff,28.0,0.0,0.0
84cea89ffffffff,215.0,24.0,0.0
84cea8dffffffff,678.0,44.0,0.0
84ceaa1ffffffff,85.0,2.0,0.0
84ceaa3ffffffff,12.0,0.0,0.0
84ceaa5ffffffff,71.0,4.0,0.0
84ceaa7ffffffff,527.0,3.0,0.0
84ceaa9ffffffff,1648.0,27.0,0.0
84ceaabffffffff,52.0,0.0,0.0
84ceaadffffffff,338.0,1.0,0.0
84ceab5ffffffff,44.0,0.0,0.0
84ceabdffffffff,10.0,0.0,0.0
84ceac1ffffffff,581.0,191.0,0.0
84ceac3ffffffff,6.0,0.0,0.0
84ceac5ffffffff,274.0,47.0,0.0
84ceac7ffffffff,137.0,9.0,0.0
84ceac9ffffffff,6.0,0.0,0.0
84ceacdffffffff,64.0,4.0,0.0
84ceae1ffffffff,9.0,0.0,0.0
84ceae3ffffffff,256.0,19.0,0.0
84ceae5ffffffff,64.0,0.0,0.0
84ceae7ffffffff,673.0,17.0,0.0
84ceae9ffffffff,1.0,0.0,0.0
84ceaebffffffff,43.0,0.0,0.0
84ceaedffffffff,9.0,0.0,0.0
84ceb4bffffffff,2.0,0.0,0.0
84cf105ffffffff,10.0,0.0,0.0
84cf121ffffffff,22.0,3.0,0.0
84cf123ffffffff,397.0,50.0,0.0
84cf127ffffffff,132.0,36.0,0.0
84cf129ffffffff,249.0,69.0,0.0
84cf12bffffffff,348.0,87.0,0.0
84cf131ffffffff,2.0,0.0,0.0
84cf135ffffffff,129.0,12.0,0.0
84cf13bffffffff,1.0,0.0,0.0
84cf13dffffffff,280.0,91.0,0.0
84cf161ffffffff,12.0,2.0,0.0
84cf163ffffffff,15.0,0.0,0.0
84cf165ffffffff,142.0,2.0,0.0
84cf167ffffffff,58.0,29.0,0.0
84cf169ffffffff,7.0,2.0,0.0
84cf16bffffffff,2.0,0.0,0.0
84cf16dffffffff,34.0,10.0,0.0
84cf325ffffffff,15.0,11.0,0.0
84cf813ffffffff,6.0,0.0,0.0
84cf829ffffffff,2.0,0.0,0.0
84cf851ffffffff,21.0,3.0,0.0
84cf853ffffffff,42.0,0.0,0.0
84cf859ffffffff,1.0,0.0,0.0
84cf85bffffffff,2.0,0.0,0.0
84cf881ffffffff,35.0,0.0,0.0
84cf883ffffffff,10.0,0.0,0.0
84cf885ffffffff,23.0,0.0,0.0
84cf887ffffffff,67.0,0.0,0.0
84cf889ffffffff,4.0,0.0,0.0
84cf88bffffffff,1.0,0.0,0.0
84cf88dffffffff,113.0,0.0,0.0
84cf891ffffffff,1.0,0.0,0.0
84cf893ffffffff,2.0,0.0,0.0
84cf895ffffffff,8.0,0.0,0.0
84cf897ffffffff,8.0,0.0,0.0
84cf899ffffffff,2.0,0.0,0.0
84cf8a3ffffffff,28.0,0.0,0.0
84cf8b1ffffffff,5.0,0.0,0.0
84cf8b3ffffffff,13.0,0.0,0.0
84cf8b5ffffffff,1.0,0.0,0.0
84cf8b7ffffffff,4.0,0.0,0.0
84cf8b9ffffffff,38.0,0.0,0.0
84cf8bbffffffff,59.0,0.0,0.0
84cf8bdffffffff,143.0,0.0,0.0
84cf8c1ffffffff,47.0,0.0,0.0
84cf8c3ffffffff,42.0,0.0,0.0
84cf8c5ffffffff,234.0,11.0,0.0
84cf8c7ffffffff,31.0,0.0,0.0
84cf8c9ffffffff,13.0,0.0,0.0
84cf8cbffffffff,2.0,0.0,0.0
84cf8d1ffffffff,10.0,0.0,0.0
84cf8d3ffffffff,9.0,0.0,0.0
84cf8d5ffffffff,25.0,0.0,0.0
84cf8d7ffffffff,8.0,0.0,0.0
84cf8ddffffffff,26.0,0.0,0.0
84cf8e1ffffffff,25.0,1.0,0.0
84cf8e3ffffffff,2.0,0.0,0.0
84cf8e9ffffffff,76.0,7.0,0.0
84cf8ebffffffff,3.0,0.0,0.0
84cf8edffffffff,30.0,0.0,0.0
84cf901ffffffff,3.0,0.0,0.0
84cf913ffffffff,20.0,0.0,0.0
84cf943ffffffff,65.0,0.0,0.0
84cf955ffffffff,5.0,0.0,0.0
84cf989ffffffff,4.0,0.0,0.0
84cf98bffffffff,36.0,0.0,0.0
84cf98dffffffff,6.0,0.0,0.0
84cf9d3ffffffff,1.0,0.0,0.0
84cf9e1ffffffff,91.0,0.0,0.0
84cf9e9ffffffff,16.0,0.0,0.0
84cf9ebffffffff,12.0,0.0,0.0
84cfa05ffffffff,3.0,0.0,0.0
84cfa09ffffffff,5.0,0.0,0.0
84cfa17ffffffff,6.0,0.0,0.0
84cfa21ffffffff,90.0,0.0,0.0
84cfa23ffffffff,64.0,0.0,0.0
84cfa27ffffffff,44.0,0.0,0.0
84cfa2bffffffff,24.0,0.0,0.0
84cfa35ffffffff,2.0,0.0,0.0
84cfa41ffffffff,32.0,0.0,0.0
84cfa43ffffffff,12.0,1.0,0.0
84cfa45ffffffff,96.0,0.0,0.0
84cfa47ffffffff,776.0,29.0,0.0
84cfa49ffffffff,187.0,102.0,0.0
84cfa4bffffffff,17.0,0.0,0.0
84cfa4dffffffff,33.0,10.0,0.0
84cfa55ffffffff,5.0,0.0,0.0
84cfa5dffffffff,9.0,0.0,0.0
84cfa81ffffffff,57.0,0.0,0.0
84cfa87ffffffff,11.0,0.0,0.0
84cfa89ffffffff,204.0,15.0,0.0
84cfa91ffffffff,1.0,0.0,0.0
84cfa95ffffffff,2.0,0.0,0.0
84cfaa1ffffffff,1.0,0.0,0.0
84cfaa3ffffffff,9.0,0.0,0.0
84cfaa9ffffffff,5.0,0.0,0.0
84cfaadffffffff,7.0,0.0,0.0
84cfab1ffffffff,3.0,0.0,0.0
84cfab3ffffffff,23.0,0.0,0.0
84cfab7ffffffff,2.0,0.0,0.0
84cfabbffffffff,53.0,0.0,0.0
84cfac3ffffffff,2.0,0.0,0.0
84cfac5ffffffff,10.0,0.0,0.0
84cfac7ffffffff,3.0,0.0,0.0
84cfac9ffffffff,168.0,14.0,0.0
84cfacbffffffff,2.0,0.0,0.0
84cfacdffffffff,220.0,9.0,0.0
84cfad3ffffffff,2.0,0.0,0.0
84cfae1ffffffff,6.0,0.0,0.0
84cfae7ffffffff,4.0,0.0,0.0
84cfaebffffffff,3.0,0.0,0.0
84cfb13ffffffff,20.0,0.0,0.0
84de629ffffffff,37.0,0.0,8.0
84de62dffffffff,202.0,0.0,58.0
84de661ffffffff,9.0,0.0,2.0
84de665ffffffff,41.0,0.0,3.0
84de667ffffffff,2.0,0.0,0.0
84de701ffffffff,51.0,0.0,3.0
84de703ffffffff,3.0,0.0,1.0
84de707ffffffff,256.0,0.0,46.0
84de709ffffffff,8.0,0.0,2.0
84de70bffffffff,5.0,0.0,0.0
84de719ffffffff,28.0,0.0,1.0
84de71dffffffff,6.0,0.0,0.0
84de743ffffffff,79.0,0.0,0.0
84de753ffffffff,99.0,0.0,20.0
84df401ffffffff,1.0,0.0,0.0
84df409ffffffff,9.0,3.0,0.0
84df419ffffffff,327.0,84.0,0.0
84df41bffffffff,10.0,3.0,0.0
84df41dffffffff,219.0,77.0,0.0
84df423ffffffff,6.0,0.0,0.0
84df427ffffffff,3.0,0.0,0.0
84df44dffffffff,10.0,0.0,0.0
84df451ffffffff,599.0,43.0,0.0
84df453ffffffff,7.0,0.0,0.0
84df455ffffffff,94.0,15.0,0.0
84df457ffffffff,71.0,1.0,0.0
84df459ffffffff,891.0,112.0,0.0
84df45bffffffff,9.0,0.0,0.0
84df4d9ffffffff,31.0,0.0,0.0
84df5b3ffffffff,5.0,0.0,0.0
84df681ffffffff,29.0,10.0,0.0
84df683ffffffff,180.0,53.0,0.0
84df685ffffffff,7.0,3.0,0.0
84df687ffffffff,28.0,3.0,0.0
84df689ffffffff,340.0,65.0,0.0
84df68bffffffff,377.0,32.0,0.0
84df68dffffffff,11.0,4.0,0.0
84df691ffffffff,101.0,37.0,0.0
84df693ffffffff,10.0,4.0,0.0
84df697ffffffff,103.0,18.0,0.0
84df699ffffffff,298.0,103.0,0.0
84df69bffffffff,21.0,11.0,0.0
84df69dffffffff,455.0,71.0,0.0
84df6a1ffffffff,2.0,0.0,0.0
84df6a3ffffffff,3.0,0.0,0.0
84df6a5ffffffff,5.0,0.0,0.0
84df6a7ffffffff,44.0,0.0,0.0
84df6a9ffffffff,10.0,2.0,0.0
84df6abffffffff,15.0,4.0,0.0
84df6adffffffff,89.0,21.0,0.0
84df6b1ffffffff,2.0,2.0,0.0
84df6b3ffffffff,2.0,2.0,0.0
84df6b5ffffffff,2.0,0.0,0.0
84df6b7ffffffff,17.0,6.0,0.0
84df6bbffffffff,18.0,0.0,0.0
84df6bdffffffff,2.0,0.0,0.0
84df6d3ffffffff,4.0,0.0,0.0
84df6d5ffffffff,41.0,6.0,0.0
84df6d7ffffffff,369.0,62.0,0.0
84df6ddffffffff,1.0,0.0,0.0
84df6e1ffffffff,6.0,2.0,0.0
84df6e3ffffffff,2.0,0.0,0.0
84df6e5ffffffff,2.0,0.0,0.0
84df6e7ffffffff,20.0,1.0,0.0
84df6ebffffffff,2.0,2.0,0.0
