cell_id,Myiarchus tyrannulus,Myiarchus tyrannulus magister,Myiarchus tyrannulus [cooperi Group],Myiarchus tyrannulus brachyurus,Myiarchus tyrannulus tyrannulus/bahiae
8429b6dffffffff,81.0,12.0,0.0,0.0,0.0
8444249ffffffff,112.0,0.0,0.0,0.0,0.0
844424dffffffff,3.0,0.0,0.0,0.0,0.0
8445011ffffffff,1.0,0.0,0.0,0.0,0.0
8445019ffffffff,41.0,0.0,0.0,0.0,0.0
844501bffffffff,48.0,0.0,3.0,0.0,0.0
8445053ffffffff,82.0,0.0,14.0,0.0,0.0
8445057ffffffff,13.0,0.0,0.0,0.0,0.0
8445059ffffffff,9.0,0.0,0.0,0.0,0.0
844505bffffffff,112.0,0.0,5.0,0.0,0.0
844505dffffffff,3.0,0.0,0.0,0.0,0.0
8445081ffffffff,1.0,0.0,0.0,0.0,0.0
8445083ffffffff,79.0,0.0,34.0,0.0,0.0
8445085ffffffff,65.0,0.0,6.0,0.0,0.0
8445087ffffffff,126.0,0.0,28.0,0.0,0.0
8445089ffffffff,11.0,0.0,0.0,0.0,0.0
844508bffffffff,1.0,0.0,0.0,0.0,0.0
844508dffffffff,35.0,0.0,1.0,0.0,0.0
8445091ffffffff,58.0,0.0,20.0,0.0,0.0
8445093ffffffff,66.0,0.0,41.0,0.0,0.0
8445095ffffffff,11.0,0.0,8.0,0.0,0.0
8445097ffffffff,15.0,0.0,8.0,0.0,0.0
8445099ffffffff,106.0,0.0,3.0,0.0,0.0
844509bffffffff,1107.0,0.0,453.0,0.0,0.0
844509dffffffff,5.0,0.0,2.0,0.0,0.0
84450a1ffffffff,185.0,0.0,2.0,0.0,0.0
84450a3ffffffff,84.0,0.0,21.0,0.0,0.0
84450a5ffffffff,22.0,0.0,0.0,0.0,0.0
84450a7ffffffff,31.0,0.0,5.0,0.0,0.0
84450a9ffffffff,30.0,0.0,0.0,0.0,0.0
84450abffffffff,17.0,0.0,0.0,0.0,0.0
84450adffffffff,381.0,0.0,56.0,0.0,0.0
84450b1ffffffff,172.0,0.0,31.0,0.0,0.0
84450b5ffffffff,122.0,0.0,10.0,0.0,0.0
84450b9ffffffff,45.0,0.0,2.0,0.0,0.0
84450bbffffffff,3.0,0.0,0.0,0.0,0.0
84450bdffffffff,24.0,0.0,4.0,0.0,0.0
84450c1ffffffff,9.0,0.0,0.0,0.0,0.0
84450c3ffffffff,2.0,0.0,0.0,0.0,0.0
84450c5ffffffff,62.0,0.0,2.0,0.0,0.0
84450c7ffffffff,5.0,0.0,0.0,0.0,0.0
84450cdffffffff,16.0,0.0,0.0,0.0,0.0
84450d1ffffffff,28.0,0.0,14.0,0.0,0.0
84450d3ffffffff,364.0,0.0,159.0,0.0,0.0
84450d5ffffffff,80.0,0.0,46.0,0.0,0.0
84450d7ffffffff,30.0,0.0,0.0,0.0,0.0
84450d9ffffffff,6.0,0.0,0.0,0.0,0.0
84450dbffffffff,7.0,0.0,3.0,0.0,0.0
84450ddffffffff,23.0,0.0,11.0,0.0,0.0
84450e1ffffffff,19.0,0.0,0.0,0.0,0.0
84450e3ffffffff,167.0,0.0,7.0,0.0,0.0
84450e7ffffffff,3.0,0.0,0.0,0.0,0.0
84450ebffffffff,84.0,0.0,11.0,0.0,0.0
844519bffffffff,28.0,0.0,10.0,0.0,0.0
84451d3ffffffff,1.0,0.0,0.0,0.0,0.0
8445203ffffffff,16.0,0.0,0.0,0.0,0.0
8445205ffffffff,166.0,0.0,0.0,0.0,0.0
8445207ffffffff,72.0,0.0,0.0,0.0,0.0
8445209ffffffff,14.0,0.0,0.0,0.0,0.0
844520bffffffff,4.0,0.0,0.0,0.0,0.0
844520dffffffff,80.0,0.0,0.0,0.0,0.0
8445211ffffffff,2.0,0.0,0.0,0.0,0.0
8445213ffffffff,110.0,0.0,4.0,0.0,0.0
8445215ffffffff,492.0,0.0,8.0,0.0,0.0
8445217ffffffff,239.0,0.0,0.0,0.0,0.0
844521bffffffff,6.0,0.0,0.0,0.0,0.0
844521dffffffff,37.0,0.0,0.0,0.0,0.0
8445221ffffffff,106.0,0.0,0.0,0.0,0.0
8445223ffffffff,4.0,0.0,0.0,0.0,0.0
8445225ffffffff,319.0,0.0,0.0,0.0,0.0
8445227ffffffff,1.0,0.0,0.0,0.0,0.0
844522bffffffff,26.0,0.0,0.0,0.0,0.0
844522dffffffff,7.0,0.0,0.0,0.0,0.0
8445231ffffffff,4.0,0.0,2.0,0.0,0.0
8445233ffffffff,356.0,0.0,16.0,0.0,0.0
844523bffffffff,127.0,0.0,0.0,0.0,0.0
8445241ffffffff,10.0,0.0,0.0,0.0,0.0
8445243ffffffff,36.0,0.0,0.0,0.0,0.0
8445245ffffffff,1.0,0.0,0.0,0.0,0.0
8445247ffffffff,118.0,0.0,0.0,0.0,0.0
8445249ffffffff,102.0,0.0,0.0,0.0,0.0
844524bffffffff,5.0,0.0,0.0,0.0,0.0
8445251ffffffff,31.0,0.0,0.0,0.0,0.0
8445253ffffffff,4.0,0.0,0.0,0.0,0.0
8445255ffffffff,84.0,0.0,0.0,0.0,0.0
8445257ffffffff,41.0,0.0,0.0,0.0,0.0
844525bffffffff,131.0,0.0,0.0,0.0,0.0
8445261ffffffff,11.0,0.0,0.0,0.0,0.0
8445263ffffffff,240.0,0.0,0.0,0.0,0.0
8445265ffffffff,1.0,0.0,0.0,0.0,0.0
8445269ffffffff,19.0,0.0,0.0,0.0,0.0
844526bffffffff,212.0,0.0,0.0,0.0,0.0
844526dffffffff,5.0,0.0,0.0,0.0,0.0
8445281ffffffff,6.0,0.0,0.0,0.0,0.0
8445283ffffffff,31.0,0.0,4.0,0.0,0.0
8445285ffffffff,27.0,0.0,0.0,0.0,0.0
8445287ffffffff,112.0,0.0,5.0,0.0,0.0
8445289ffffffff,552.0,0.0,0.0,0.0,0.0
844528bffffffff,2.0,0.0,0.0,0.0,0.0
844528dffffffff,110.0,0.0,1.0,0.0,0.0
8445291ffffffff,2.0,0.0,0.0,0.0,0.0
8445295ffffffff,3.0,0.0,0.0,0.0,0.0
8445297ffffffff,37.0,0.0,0.0,0.0,0.0
844529bffffffff,6.0,0.0,0.0,0.0,0.0
84452a1ffffffff,34.0,0.0,8.0,0.0,0.0
84452a3ffffffff,22.0,0.0,2.0,0.0,0.0
84452a5ffffffff,113.0,0.0,0.0,0.0,0.0
84452a7ffffffff,14.0,0.0,2.0,0.0,0.0
84452a9ffffffff,175.0,0.0,8.0,0.0,0.0
84452abffffffff,8.0,0.0,0.0,0.0,0.0
84452adffffffff,1212.0,0.0,208.0,0.0,0.0
84452b3ffffffff,3.0,0.0,0.0,0.0,0.0
84452b5ffffffff,4.0,0.0,0.0,0.0,0.0
84452b7ffffffff,2.0,0.0,0.0,0.0,0.0
84452b9ffffffff,99.0,0.0,12.0,0.0,0.0
84452bdffffffff,99.0,0.0,2.0,0.0,0.0
84452c1ffffffff,53.0,0.0,1.0,0.0,0.0
84452c3ffffffff,360.0,0.0,62.0,0.0,0.0
84452c5ffffffff,148.0,0.0,22.0,0.0,0.0
84452c7ffffffff,639.0,0.0,17.0,0.0,0.0
84452c9ffffffff,38.0,0.0,6.0,0.0,0.0
84452cbffffffff,4.0,0.0,0.0,0.0,0.0
84452cdffffffff,14.0,0.0,0.0,0.0,0.0
84452d5ffffffff,9.0,0.0,0.0,0.0,0.0
84452d9ffffffff,22.0,0.0,0.0,0.0,0.0
84452dbffffffff,3.0,0.0,0.0,0.0,0.0
84452ddffffffff,2.0,0.0,0.0,0.0,0.0
84452e1ffffffff,2922.0,0.0,94.0,0.0,0.0
84452e3ffffffff,394.0,0.0,11.0,0.0,0.0
84452e5ffffffff,625.0,0.0,37.0,0.0,0.0
84452e7ffffffff,162.0,0.0,3.0,0.0,0.0
84452e9ffffffff,82.0,0.0,0.0,0.0,0.0
84452ebffffffff,1233.0,0.0,104.0,0.0,0.0
84452edffffffff,62.0,0.0,0.0,0.0,0.0
8445303ffffffff,31.0,0.0,0.0,0.0,0.0
8445309ffffffff,18.0,0.0,0.0,0.0,0.0
844530dffffffff,3.0,0.0,0.0,0.0,0.0
8445313ffffffff,368.0,0.0,0.0,0.0,0.0
8445315ffffffff,3.0,0.0,0.0,0.0,0.0
8445317ffffffff,163.0,0.0,0.0,0.0,0.0
8445319ffffffff,35.0,0.0,0.0,0.0,0.0
844531bffffffff,99.0,0.0,0.0,0.0,0.0
8445321ffffffff,14.0,0.0,0.0,0.0,0.0
844532bffffffff,46.0,0.0,0.0,0.0,0.0
844533bffffffff,236.0,0.0,0.0,0.0,0.0
8445343ffffffff,52.0,0.0,0.0,0.0,0.0
8445347ffffffff,6.0,0.0,0.0,0.0,0.0
844534bffffffff,5.0,0.0,0.0,0.0,0.0
8445351ffffffff,20.0,0.0,0.0,0.0,0.0
8445353ffffffff,213.0,0.0,0.0,0.0,0.0
8445355ffffffff,3.0,0.0,0.0,0.0,0.0
8445357ffffffff,8.0,0.0,0.0,0.0,0.0
8445365ffffffff,11.0,0.0,0.0,0.0,0.0
8445367ffffffff,3.0,0.0,0.0,0.0,0.0
8445649ffffffff,15.0,0.0,0.0,0.0,0.0
8445721ffffffff,151.0,0.0,33.0,0.0,0.0
8445723ffffffff,12.0,0.0,2.0,0.0,0.0
8445725ffffffff,163.0,0.0,4.0,0.0,0.0
8445727ffffffff,64.0,0.0,25.0,0.0,0.0
8445729ffffffff,1.0,0.0,1.0,0.0,0.0
844572dffffffff,6.0,0.0,1.0,0.0,0.0
8445745ffffffff,3.0,0.0,0.0,0.0,0.0
8445749ffffffff,25.0,0.0,0.0,0.0,0.0
844574dffffffff,5.0,0.0,0.0,0.0,0.0
8445761ffffffff,19.0,0.0,0.0,0.0,0.0
8445765ffffffff,22.0,0.0,0.0,0.0,0.0
8445767ffffffff,9.0,0.0,0.0,0.0,0.0
8445769ffffffff,2.0,0.0,0.0,0.0,0.0
8448017ffffffff,12.0,0.0,0.0,0.0,0.0
8448027ffffffff,1.0,0.0,0.0,0.0,0.0
844802bffffffff,10.0,0.0,0.0,0.0,0.0
8448039ffffffff,2.0,0.0,0.0,0.0,0.0
8448061ffffffff,3.0,0.0,0.0,0.0,0.0
8448065ffffffff,29.0,0.0,0.0,0.0,0.0
8448067ffffffff,6.0,0.0,0.0,0.0,0.0
844806dffffffff,14.0,0.0,0.0,0.0,0.0
8448087ffffffff,2.0,0.0,0.0,0.0,0.0
8448097ffffffff,30.0,2.0,0.0,0.0,0.0
84480a3ffffffff,10.0,0.0,0.0,0.0,0.0
84480a5ffffffff,6.0,0.0,0.0,0.0,0.0
84480a9ffffffff,9.0,5.0,0.0,0.0,0.0
84480adffffffff,341.0,53.0,0.0,0.0,0.0
84480b7ffffffff,2.0,0.0,0.0,0.0,0.0
84480bbffffffff,7.0,2.0,0.0,0.0,0.0
84480bdffffffff,12.0,2.0,0.0,0.0,0.0
84480e5ffffffff,20.0,0.0,0.0,0.0,0.0
84480edffffffff,13.0,0.0,0.0,0.0,0.0
8448121ffffffff,1.0,0.0,0.0,0.0,0.0
8448145ffffffff,3.0,0.0,0.0,0.0,0.0
8448147ffffffff,10.0,0.0,0.0,0.0,0.0
844814dffffffff,16.0,0.0,0.0,0.0,0.0
8448159ffffffff,2.0,0.0,0.0,0.0,0.0
844815bffffffff,6.0,0.0,0.0,0.0,0.0
844818bffffffff,4.0,0.0,0.0,0.0,0.0
84481a7ffffffff,4.0,0.0,0.0,0.0,0.0
84481d5ffffffff,1.0,0.0,0.0,0.0,0.0
84481d7ffffffff,2.0,0.0,0.0,0.0,0.0
84481dbffffffff,32.0,4.0,0.0,0.0,0.0
8448309ffffffff,28.0,0.0,0.0,0.0,0.0
8448329ffffffff,4.0,0.0,0.0,0.0,0.0
844832bffffffff,5.0,0.0,0.0,0.0,0.0
8448331ffffffff,32.0,0.0,0.0,0.0,0.0
8448333ffffffff,32.0,0.0,0.0,0.0,0.0
8448337ffffffff,33.0,0.0,0.0,0.0,0.0
844833bffffffff,57.0,0.0,0.0,0.0,0.0
844833dffffffff,2.0,0.0,0.0,0.0,0.0
8448347ffffffff,2.0,0.0,0.0,0.0,0.0
8448361ffffffff,604.0,0.0,0.0,0.0,0.0
8448363ffffffff,558.0,0.0,0.0,0.0,0.0
8448365ffffffff,62.0,0.0,0.0,0.0,0.0
8448367ffffffff,25.0,0.0,0.0,0.0,0.0
8448369ffffffff,666.0,0.0,0.0,0.0,0.0
844836dffffffff,22.0,0.0,0.0,0.0,0.0
8448527ffffffff,3.0,3.0,0.0,0.0,0.0
8448565ffffffff,3.0,0.0,0.0,0.0,0.0
8448569ffffffff,2.0,0.0,0.0,0.0,0.0
844856dffffffff,1.0,0.0,0.0,0.0,0.0
84485a5ffffffff,26.0,0.0,0.0,0.0,0.0
84485adffffffff,1.0,0.0,0.0,0.0,0.0
84485b7ffffffff,14.0,0.0,0.0,0.0,0.0
84485e7ffffffff,4.0,0.0,0.0,0.0,0.0
8448801ffffffff,1.0,0.0,0.0,0.0,0.0
8448803ffffffff,20.0,0.0,0.0,0.0,0.0
8448805ffffffff,2.0,0.0,0.0,0.0,0.0
8448807ffffffff,2.0,0.0,0.0,0.0,0.0
844880dffffffff,249.0,0.0,0.0,0.0,0.0
8448815ffffffff,20.0,0.0,0.0,0.0,0.0
8448817ffffffff,17.0,0.0,0.0,0.0,0.0
8448821ffffffff,4.0,0.0,0.0,0.0,0.0
8448823ffffffff,1.0,0.0,0.0,0.0,0.0
8448825ffffffff,269.0,0.0,0.0,0.0,0.0
8448827ffffffff,15.0,0.0,0.0,0.0,0.0
8448829ffffffff,7.0,0.0,0.0,0.0,0.0
844882bffffffff,40.0,0.0,0.0,0.0,0.0
844882dffffffff,122.0,0.0,0.0,0.0,0.0
8448831ffffffff,137.0,0.0,0.0,0.0,0.0
8448833ffffffff,225.0,0.0,0.0,0.0,0.0
8448835ffffffff,13.0,0.0,0.0,0.0,0.0
8448837ffffffff,206.0,0.0,0.0,0.0,0.0
8448839ffffffff,26.0,0.0,0.0,0.0,0.0
844883bffffffff,10.0,0.0,0.0,0.0,0.0
844883dffffffff,7.0,0.0,0.0,0.0,0.0
8448843ffffffff,2.0,0.0,0.0,0.0,0.0
8448849ffffffff,7.0,0.0,0.0,0.0,0.0
844884bffffffff,9.0,0.0,0.0,0.0,0.0
844884dffffffff,5.0,0.0,0.0,0.0,0.0
8448853ffffffff,2.0,0.0,0.0,0.0,0.0
8448857ffffffff,2.0,0.0,0.0,0.0,0.0
8448861ffffffff,53.0,0.0,0.0,0.0,0.0
8448863ffffffff,3.0,0.0,0.0,0.0,0.0
8448865ffffffff,25.0,0.0,0.0,0.0,0.0
8448867ffffffff,49.0,0.0,0.0,0.0,0.0
8448869ffffffff,26.0,0.0,0.0,0.0,0.0
844886bffffffff,112.0,0.0,0.0,0.0,0.0
844886dffffffff,58.0,0.0,0.0,0.0,0.0
8448881ffffffff,65.0,0.0,0.0,0.0,0.0
8448885ffffffff,2.0,0.0,0.0,0.0,0.0
8448887ffffffff,1.0,0.0,0.0,0.0,0.0
8448889ffffffff,2.0,0.0,0.0,0.0,0.0
844888dffffffff,2.0,0.0,0.0,0.0,0.0
84488a7ffffffff,13.0,0.0,0.0,0.0,0.0
84488d1ffffffff,2.0,0.0,0.0,0.0,0.0
84488d9ffffffff,3.0,0.0,0.0,0.0,0.0
84488e1ffffffff,90.0,0.0,0.0,0.0,0.0
84488e3ffffffff,17.0,0.0,0.0,0.0,0.0
84488e5ffffffff,1.0,0.0,0.0,0.0,0.0
84488e9ffffffff,232.0,0.0,0.0,0.0,0.0
84488ebffffffff,24.0,0.0,0.0,0.0,0.0
84488edffffffff,265.0,0.0,0.0,0.0,0.0
8448901ffffffff,2.0,0.0,0.0,0.0,0.0
8448903ffffffff,93.0,0.0,0.0,0.0,0.0
8448907ffffffff,17.0,0.0,0.0,0.0,0.0
844890bffffffff,117.0,0.0,0.0,0.0,0.0
8448911ffffffff,32.0,0.0,0.0,0.0,0.0
8448913ffffffff,9.0,0.0,0.0,0.0,0.0
8448915ffffffff,69.0,0.0,0.0,0.0,0.0
8448917ffffffff,1.0,0.0,0.0,0.0,0.0
8448919ffffffff,65.0,0.0,0.0,0.0,0.0
844891bffffffff,59.0,0.0,0.0,0.0,0.0
844891dffffffff,80.0,0.0,0.0,0.0,0.0
8448939ffffffff,9.0,0.0,0.0,0.0,0.0
8448951ffffffff,338.0,0.0,0.0,0.0,0.0
8448953ffffffff,102.0,0.0,0.0,0.0,0.0
8448955ffffffff,650.0,0.0,0.0,0.0,0.0
8448957ffffffff,91.0,0.0,0.0,0.0,0.0
8448959ffffffff,235.0,0.0,0.0,0.0,0.0
844895bffffffff,66.0,0.0,0.0,0.0,0.0
844895dffffffff,4.0,0.0,0.0,0.0,0.0
84489c1ffffffff,573.0,0.0,0.0,0.0,0.0
84489c5ffffffff,75.0,0.0,0.0,0.0,0.0
84489c9ffffffff,40.0,0.0,0.0,0.0,0.0
84489cbffffffff,10.0,0.0,0.0,0.0,0.0
84489cdffffffff,29.0,0.0,0.0,0.0,0.0
84489d1ffffffff,5.0,0.0,0.0,0.0,0.0
84489d3ffffffff,90.0,0.0,0.0,0.0,0.0
84489d9ffffffff,43.0,0.0,0.0,0.0,0.0
84489ddffffffff,12.0,0.0,0.0,0.0,0.0
84489e9ffffffff,2.0,0.0,0.0,0.0,0.0
8448a07ffffffff,1.0,0.0,0.0,0.0,0.0
8448a21ffffffff,90.0,0.0,0.0,0.0,0.0
8448a23ffffffff,9.0,0.0,0.0,0.0,0.0
8448a27ffffffff,118.0,0.0,0.0,0.0,0.0
8448a2bffffffff,7.0,0.0,0.0,0.0,0.0
8448a2dffffffff,2.0,0.0,0.0,0.0,0.0
8448a35ffffffff,4.0,0.0,0.0,0.0,0.0
8448a63ffffffff,3.0,0.0,0.0,0.0,0.0
8448ab3ffffffff,218.0,0.0,0.0,0.0,0.0
8448ab7ffffffff,397.0,0.0,0.0,0.0,0.0
8448b13ffffffff,815.0,0.0,0.0,0.0,0.0
8448b15ffffffff,1474.0,0.0,0.0,0.0,0.0
8448b17ffffffff,49.0,0.0,0.0,0.0,0.0
8448b19ffffffff,8.0,0.0,0.0,0.0,0.0
8448b1bffffffff,9.0,0.0,0.0,0.0,0.0
8448b1dffffffff,24.0,0.0,0.0,0.0,0.0
8448b23ffffffff,325.0,0.0,0.0,0.0,0.0
8448b2bffffffff,476.0,0.0,0.0,0.0,0.0
8448b31ffffffff,279.0,0.0,0.0,0.0,0.0
8448b33ffffffff,55.0,0.0,0.0,0.0,0.0
8448b35ffffffff,99.0,0.0,0.0,0.0,0.0
8448b37ffffffff,616.0,0.0,0.0,0.0,0.0
8448b39ffffffff,3189.0,0.0,0.0,0.0,0.0
8448b3bffffffff,56.0,0.0,0.0,0.0,0.0
8448b3dffffffff,1345.0,0.0,0.0,0.0,0.0
8448b47ffffffff,2.0,0.0,0.0,0.0,0.0
8448b4dffffffff,6.0,0.0,0.0,0.0,0.0
8448b51ffffffff,10.0,0.0,0.0,0.0,0.0
8448b5bffffffff,29.0,0.0,0.0,0.0,0.0
8448c01ffffffff,2.0,0.0,0.0,0.0,0.0
8448c03ffffffff,2.0,0.0,0.0,0.0,0.0
8448c05ffffffff,5.0,0.0,0.0,0.0,0.0
8448c07ffffffff,25.0,0.0,0.0,0.0,0.0
8448c0bffffffff,1.0,0.0,0.0,0.0,0.0
8448c11ffffffff,84.0,0.0,0.0,0.0,0.0
8448c13ffffffff,3.0,0.0,0.0,0.0,0.0
8448c19ffffffff,24.0,0.0,0.0,0.0,0.0
8448c1bffffffff,8.0,0.0,0.0,0.0,0.0
8448c1dffffffff,85.0,0.0,0.0,0.0,0.0
8448c51ffffffff,1.0,0.0,0.0,0.0,0.0
8448c53ffffffff,4.0,0.0,0.0,0.0,0.0
8448c57ffffffff,28.0,0.0,0.0,0.0,0.0
8448c59ffffffff,5558.0,950.0,0.0,0.0,0.0
8448c5bffffffff,148.0,32.0,0.0,0.0,0.0
8448c5dffffffff,21.0,0.0,0.0,0.0,0.0
8448c99ffffffff,2.0,0.0,0.0,0.0,0.0
8448cd3ffffffff,162.0,0.0,0.0,0.0,0.0
8448cd9ffffffff,42.0,2.0,0.0,0.0,0.0
8448cdbffffffff,312.0,33.0,0.0,0.0,0.0
8448e01ffffffff,4.0,0.0,0.0,0.0,0.0
8448e07ffffffff,6.0,0.0,0.0,0.0,0.0
8448e09ffffffff,2.0,2.0,0.0,0.0,0.0
8448e0bffffffff,4.0,2.0,0.0,0.0,0.0
8448e11ffffffff,4.0,2.0,0.0,0.0,0.0
8448e13ffffffff,80.0,19.0,0.0,0.0,0.0
8448e19ffffffff,8.0,4.0,0.0,0.0,0.0
8448e1bffffffff,10.0,4.0,0.0,0.0,0.0
8448e21ffffffff,4.0,0.0,0.0,0.0,0.0
8448e2bffffffff,6.0,0.0,0.0,0.0,0.0
8448e33ffffffff,143.0,8.0,0.0,0.0,0.0
8448e37ffffffff,97.0,0.0,0.0,0.0,0.0
8448e3dffffffff,5.0,0.0,0.0,0.0,0.0
8448e41ffffffff,1.0,0.0,0.0,0.0,0.0
8448e43ffffffff,3.0,0.0,0.0,0.0,0.0
8448e45ffffffff,2.0,0.0,0.0,0.0,0.0
8448e49ffffffff,22.0,1.0,0.0,0.0,0.0
8448e4bffffffff,6.0,2.0,0.0,0.0,0.0
8448e4dffffffff,14.0,0.0,0.0,0.0,0.0
8448e53ffffffff,6.0,0.0,0.0,0.0,0.0
8448e55ffffffff,45.0,9.0,0.0,0.0,0.0
8448e57ffffffff,5.0,3.0,0.0,0.0,0.0
8448e59ffffffff,2.0,2.0,0.0,0.0,0.0
8448e5bffffffff,16.0,0.0,0.0,0.0,0.0
8448e5dffffffff,11.0,0.0,0.0,0.0,0.0
8448e81ffffffff,919.0,0.0,0.0,0.0,0.0
8448e83ffffffff,20.0,0.0,0.0,0.0,0.0
8448e85ffffffff,5682.0,0.0,0.0,0.0,0.0
8448e87ffffffff,46.0,0.0,0.0,0.0,0.0
8448e89ffffffff,156.0,0.0,0.0,0.0,0.0
8448e8dffffffff,4831.0,0.0,0.0,0.0,0.0
8448e91ffffffff,39.0,3.0,0.0,0.0,0.0
8448e93ffffffff,29.0,0.0,0.0,0.0,0.0
8448e95ffffffff,3.0,0.0,0.0,0.0,0.0
8448e97ffffffff,55.0,11.0,0.0,0.0,0.0
8448e99ffffffff,17.0,0.0,0.0,0.0,0.0
8448e9bffffffff,3.0,0.0,0.0,0.0,0.0
8448e9dffffffff,11.0,0.0,0.0,0.0,0.0
8448ea1ffffffff,30.0,0.0,0.0,0.0,0.0
8448ea3ffffffff,38.0,0.0,0.0,0.0,0.0
8448ea5ffffffff,34.0,0.0,0.0,0.0,0.0
8448ea7ffffffff,2.0,0.0,0.0,0.0,0.0
8448ea9ffffffff,123.0,6.0,0.0,0.0,0.0
8448eabffffffff,251.0,0.0,0.0,0.0,0.0
8448eadffffffff,18.0,0.0,0.0,0.0,0.0
8448eb1ffffffff,205.0,0.0,0.0,0.0,0.0
8448eb3ffffffff,601.0,45.0,0.0,0.0,0.0
8448eb5ffffffff,100.0,1.0,0.0,0.0,0.0
8448eb7ffffffff,56.0,8.0,0.0,0.0,0.0
8448eb9ffffffff,17.0,0.0,0.0,0.0,0.0
8448ebbffffffff,158.0,10.0,0.0,0.0,0.0
8448ebdffffffff,95.0,0.0,0.0,0.0,0.0
8448ec3ffffffff,8.0,0.0,0.0,0.0,0.0
8448ec5ffffffff,79.0,6.0,0.0,0.0,0.0
8448ec7ffffffff,4359.0,0.0,0.0,0.0,0.0
8448ecdffffffff,9.0,5.0,0.0,0.0,0.0
8448ed3ffffffff,90.0,0.0,0.0,0.0,0.0
8448ed5ffffffff,2.0,0.0,0.0,0.0,0.0
8448ed7ffffffff,4.0,0.0,0.0,0.0,0.0
8448ee1ffffffff,1344.0,232.0,0.0,0.0,0.0
8448ee3ffffffff,695.0,25.0,0.0,0.0,0.0
8448ee5ffffffff,31.0,7.0,0.0,0.0,0.0
8448ee7ffffffff,22.0,4.0,0.0,0.0,0.0
8448ee9ffffffff,1769.0,380.0,0.0,0.0,0.0
8448eebffffffff,4256.0,32.0,0.0,0.0,0.0
8448eedffffffff,17.0,4.0,0.0,0.0,0.0
8448f49ffffffff,1.0,0.0,0.0,0.0,0.0
8449801ffffffff,5.0,0.0,0.0,0.0,0.0
8449803ffffffff,2.0,0.0,0.0,0.0,0.0
8449809ffffffff,17.0,0.0,0.0,0.0,0.0
8449843ffffffff,2.0,0.0,0.0,0.0,0.0
8449855ffffffff,2.0,0.0,0.0,0.0,0.0
8449863ffffffff,2.0,0.0,0.0,0.0,0.0
8449869ffffffff,3.0,0.0,0.0,0.0,0.0
844986dffffffff,18.0,0.0,0.0,0.0,0.0
844988dffffffff,5.0,0.0,0.0,0.0,0.0
84498c1ffffffff,2.0,0.0,0.0,0.0,0.0
84498c9ffffffff,5.0,0.0,0.0,0.0,0.0
84498d9ffffffff,2.0,0.0,0.0,0.0,0.0
84498ebffffffff,1.0,0.0,0.0,0.0,0.0
8449907ffffffff,7.0,0.0,0.0,0.0,0.0
8449929ffffffff,13.0,0.0,0.0,0.0,0.0
844992bffffffff,25.0,0.0,9.0,0.0,0.0
