cell_id,Vireo huttoni,Vireo huttoni [huttoni Group],Vireo huttoni [stephensi Group]
84281b7ffffffff,86.0,0.0,0.0
84281b9ffffffff,34.0,0.0,0.0
84281bbffffffff,57.0,0.0,0.0
84281bdffffffff,14.0,0.0,0.0
84281c1ffffffff,19.0,0.0,0.0
84281c3ffffffff,131.0,0.0,0.0
84281c5ffffffff,9.0,0.0,0.0
84281c7ffffffff,65.0,1.0,0.0
84281c9ffffffff,193.0,0.0,0.0
84281cbffffffff,191.0,0.0,0.0
84281d5ffffffff,44.0,0.0,0.0
84281ddffffffff,3.0,0.0,0.0
84281e1ffffffff,14.0,0.0,0.0
84281e3ffffffff,34.0,9.0,0.0
84281e7ffffffff,1.0,0.0,0.0
84281e9ffffffff,208.0,14.0,0.0
84281ebffffffff,125.0,3.0,0.0
8428301ffffffff,759.0,0.0,0.0
8428303ffffffff,1213.0,0.0,0.0
8428305ffffffff,455.0,0.0,0.0
8428307ffffffff,167.0,0.0,0.0
8428309ffffffff,9521.0,28.0,0.0
842830bffffffff,6884.0,0.0,0.0
842830dffffffff,1253.0,0.0,0.0
8428311ffffffff,149.0,0.0,0.0
8428313ffffffff,218.0,0.0,0.0
8428315ffffffff,221.0,0.0,0.0
8428317ffffffff,141.0,0.0,0.0
842831dffffffff,1016.0,0.0,0.0
8428321ffffffff,789.0,0.0,0.0
8428323ffffffff,981.0,0.0,0.0
8428325ffffffff,183.0,0.0,0.0
8428327ffffffff,2672.0,0.0,0.0
8428329ffffffff,276.0,0.0,0.0
842832bffffffff,467.0,0.0,0.0
842832dffffffff,108.0,0.0,0.0
8428331ffffffff,34.0,0.0,0.0
8428333ffffffff,15.0,0.0,0.0
8428335ffffffff,102.0,0.0,0.0
8428337ffffffff,37.0,0.0,0.0
8428339ffffffff,87.0,0.0,0.0
842833bffffffff,61.0,3.0,0.0
842833dffffffff,8.0,0.0,0.0
8428341ffffffff,7011.0,284.0,0.0
8428343ffffffff,4570.0,587.0,0.0
8428345ffffffff,1197.0,4.0,0.0
8428347ffffffff,2413.0,34.0,0.0
842834dffffffff,3955.0,1223.0,0.0
8428355ffffffff,332.0,0.0,0.0
8428357ffffffff,370.0,0.0,0.0
8428361ffffffff,23.0,0.0,0.0
8428363ffffffff,13.0,0.0,0.0
8428365ffffffff,125.0,0.0,0.0
8428367ffffffff,72.0,0.0,0.0
8428369ffffffff,56.0,0.0,0.0
842836bffffffff,259.0,0.0,0.0
842836dffffffff,40.0,0.0,0.0
8428a93ffffffff,2.0,0.0,0.0
8428c21ffffffff,20.0,0.0,0.0
8428c23ffffffff,112.0,0.0,0.0
8428c25ffffffff,92.0,0.0,0.0
8428c27ffffffff,119.0,0.0,0.0
8428c29ffffffff,4.0,0.0,0.0
8428c2bffffffff,10.0,0.0,0.0
8428c2dffffffff,9.0,0.0,0.0
8428c35ffffffff,64.0,0.0,0.0
8428c61ffffffff,140.0,0.0,0.0
8428c63ffffffff,9.0,0.0,0.0
8428c65ffffffff,38.0,0.0,0.0
8428c67ffffffff,7.0,0.0,0.0
8428c69ffffffff,59.0,0.0,0.0
8428c6dffffffff,44.0,0.0,0.0
8428cadffffffff,1.0,0.0,0.0
8428d01ffffffff,16.0,0.0,0.0
8428d03ffffffff,13.0,0.0,0.0
8428d07ffffffff,17.0,0.0,0.0
8428d09ffffffff,41.0,0.0,0.0
8428d0bffffffff,74.0,0.0,0.0
8428d0dffffffff,3.0,0.0,0.0
8428d11ffffffff,191.0,0.0,0.0
8428d13ffffffff,707.0,0.0,0.0
8428d15ffffffff,126.0,0.0,0.0
8428d17ffffffff,177.0,0.0,0.0
8428d19ffffffff,646.0,0.0,0.0
8428d1bffffffff,2096.0,0.0,0.0
8428d1dffffffff,138.0,0.0,0.0
8428d39ffffffff,2.0,0.0,0.0
8428d3bffffffff,7.0,0.0,0.0
8428d41ffffffff,6.0,0.0,0.0
8428d43ffffffff,86.0,0.0,0.0
8428d47ffffffff,2.0,0.0,0.0
8428d49ffffffff,17.0,0.0,0.0
8428d4bffffffff,19.0,0.0,0.0
8428d51ffffffff,828.0,0.0,0.0
8428d53ffffffff,3.0,0.0,0.0
8428d55ffffffff,2073.0,0.0,0.0
8428d57ffffffff,511.0,0.0,0.0
8428d59ffffffff,297.0,0.0,0.0
8428d5bffffffff,101.0,0.0,0.0
8428d5dffffffff,3853.0,0.0,0.0
8428d81ffffffff,75.0,0.0,0.0
8428d83ffffffff,8.0,0.0,0.0
8428d85ffffffff,9.0,0.0,0.0
8428d89ffffffff,118.0,0.0,0.0
8428d8bffffffff,95.0,0.0,0.0
8428d8dffffffff,95.0,0.0,0.0
8428d93ffffffff,8.0,0.0,0.0
8428d95ffffffff,9.0,0.0,0.0
8428d9dffffffff,51.0,0.0,0.0
8428dadffffffff,2.0,0.0,0.0
8428dc1ffffffff,15.0,0.0,0.0
8428dc3ffffffff,12.0,0.0,0.0
8428dc5ffffffff,137.0,0.0,0.0
8428dc7ffffffff,687.0,0.0,0.0
8428dc9ffffffff,674.0,0.0,0.0
8428dcbffffffff,2.0,0.0,0.0
8428dcdffffffff,46.0,0.0,0.0
8428dd1ffffffff,114.0,0.0,0.0
8428dd3ffffffff,2.0,0.0,0.0
8428dd5ffffffff,31.0,0.0,0.0
8428dd7ffffffff,6.0,0.0,0.0
8428dd9ffffffff,23.0,0.0,0.0
8428dddffffffff,77.0,0.0,0.0
8428de1ffffffff,234.0,0.0,0.0
8428de3ffffffff,10.0,0.0,0.0
8428de7ffffffff,2.0,0.0,0.0
8428de9ffffffff,975.0,0.0,0.0
8428debffffffff,214.0,0.0,0.0
8428dedffffffff,96.0,0.0,0.0
8428f01ffffffff,1746.0,0.0,0.0
8428f03ffffffff,184.0,0.0,0.0
8428f05ffffffff,76.0,0.0,0.0
8428f07ffffffff,129.0,0.0,0.0
8428f09ffffffff,94.0,0.0,0.0
8428f0bffffffff,104.0,0.0,0.0
8428f0dffffffff,72.0,0.0,0.0
8428f11ffffffff,59.0,0.0,0.0
8428f15ffffffff,62.0,0.0,0.0
8428f17ffffffff,108.0,0.0,0.0
8428f19ffffffff,106.0,0.0,0.0
8428f1dffffffff,71.0,0.0,0.0
8428f21ffffffff,2.0,0.0,0.0
8428f23ffffffff,12.0,0.0,0.0
8428f29ffffffff,4.0,0.0,0.0
8428f31ffffffff,15.0,0.0,0.0
8428f33ffffffff,139.0,0.0,0.0
8428f35ffffffff,15.0,0.0,0.0
8428f37ffffffff,811.0,0.0,0.0
8428f39ffffffff,25.0,0.0,0.0
8428f3bffffffff,30.0,0.0,0.0
8428f3dffffffff,11.0,0.0,0.0
8428f41ffffffff,32.0,0.0,0.0
8428f43ffffffff,515.0,0.0,0.0
8428f45ffffffff,5.0,0.0,0.0
8428f47ffffffff,24.0,0.0,0.0
8428f49ffffffff,99.0,0.0,0.0
8428f4bffffffff,624.0,0.0,0.0
8428f4dffffffff,4.0,0.0,0.0
8428f51ffffffff,174.0,0.0,0.0
8428f55ffffffff,230.0,0.0,0.0
8428f57ffffffff,87.0,0.0,0.0
8428f59ffffffff,479.0,0.0,0.0
8428f5dffffffff,735.0,0.0,0.0
8428f63ffffffff,8.0,0.0,0.0
8428f6bffffffff,3.0,0.0,0.0
8429121ffffffff,526.0,0.0,0.0
8429123ffffffff,5.0,0.0,0.0
8429125ffffffff,56.0,0.0,0.0
8429127ffffffff,843.0,0.0,0.0
842912bffffffff,2.0,0.0,0.0
8429135ffffffff,440.0,0.0,0.0
8429137ffffffff,136.0,0.0,0.0
84291a5ffffffff,202.0,93.0,0.0
84291a7ffffffff,5401.0,2642.0,0.0
8429893ffffffff,8.0,0.0,0.0
8429899ffffffff,5.0,0.0,0.0
84298cbffffffff,6.0,0.0,0.0
84298d3ffffffff,11.0,0.0,0.0
84298d9ffffffff,61.0,0.0,0.0
84298dbffffffff,161.0,0.0,0.0
84298ddffffffff,2.0,0.0,0.0
8429a01ffffffff,138.0,0.0,0.0
8429a03ffffffff,744.0,0.0,0.0
8429a05ffffffff,19.0,0.0,0.0
8429a07ffffffff,12.0,0.0,0.0
8429a09ffffffff,1034.0,0.0,0.0
8429a0bffffffff,2808.0,0.0,0.0
8429a0dffffffff,12.0,0.0,0.0
8429a11ffffffff,377.0,0.0,0.0
8429a13ffffffff,1.0,0.0,0.0
8429a15ffffffff,13.0,0.0,0.0
8429a17ffffffff,3.0,0.0,0.0
8429a19ffffffff,563.0,0.0,0.0
8429a1bffffffff,366.0,0.0,0.0
8429a1dffffffff,3109.0,0.0,0.0
8429a41ffffffff,2791.0,0.0,0.0
8429a43ffffffff,483.0,0.0,0.0
8429a45ffffffff,388.0,0.0,0.0
8429a47ffffffff,1210.0,0.0,0.0
8429a4dffffffff,1458.0,0.0,0.0
8429a51ffffffff,57.0,0.0,0.0
8429a55ffffffff,2620.0,0.0,0.0
8429a57ffffffff,3273.0,0.0,0.0
8429a63ffffffff,8.0,0.0,0.0
8429a69ffffffff,49.0,0.0,0.0
8429a6bffffffff,46.0,0.0,0.0
8429a85ffffffff,3.0,0.0,0.0
8429a91ffffffff,41.0,2.0,0.0
8429a93ffffffff,81.0,6.0,0.0
8429a97ffffffff,17.0,0.0,0.0
8429a99ffffffff,61.0,29.0,0.0
8429a9bffffffff,706.0,141.0,0.0
8429a9dffffffff,6.0,1.0,0.0
8429aa1ffffffff,2.0,0.0,0.0
8429aa9ffffffff,83.0,0.0,0.0
8429aabffffffff,39.0,0.0,0.0
8429ab1ffffffff,50.0,0.0,0.0
8429ab3ffffffff,40.0,0.0,0.0
8429ab5ffffffff,4.0,0.0,0.0
8429ab7ffffffff,97.0,0.0,0.0
8429ab9ffffffff,39.0,0.0,0.0
8429abbffffffff,3.0,0.0,0.0
8429abdffffffff,96.0,0.0,0.0
8429ac1ffffffff,13.0,0.0,0.0
8429ac3ffffffff,1.0,0.0,0.0
8429ac9ffffffff,1764.0,0.0,0.0
8429acbffffffff,91.0,0.0,0.0
8429acdffffffff,467.0,0.0,0.0
8429ad1ffffffff,1834.0,0.0,0.0
8429ad3ffffffff,130.0,6.0,0.0
8429ad5ffffffff,10.0,0.0,0.0
8429ad7ffffffff,15.0,8.0,0.0
8429ad9ffffffff,384.0,0.0,0.0
8429addffffffff,1348.0,0.0,0.0
8429ae3ffffffff,14.0,0.0,0.0
8429ae7ffffffff,9.0,0.0,0.0
8429b03ffffffff,15.0,0.0,0.0
8429b21ffffffff,1.0,0.0,0.0
8429b25ffffffff,6.0,0.0,0.0
8429b29ffffffff,144.0,0.0,0.0
8429b2bffffffff,2.0,0.0,0.0
8429b2dffffffff,169.0,0.0,0.0
8429b61ffffffff,18.0,0.0,0.0
8429b63ffffffff,19.0,0.0,0.0
8429b65ffffffff,8.0,0.0,0.0
8429b67ffffffff,197.0,0.0,0.0
8445253ffffffff,19.0,0.0,0.0
844525bffffffff,64.0,0.0,0.0
844805bffffffff,7.0,0.0,0.0
84480adffffffff,26.0,0.0,0.0
84480e5ffffffff,2.0,0.0,0.0
8448109ffffffff,3.0,0.0,0.0
8448141ffffffff,18.0,0.0,0.0
8448143ffffffff,10.0,0.0,0.0
8448147ffffffff,7.0,0.0,0.0
844814bffffffff,39.0,0.0,0.0
844815dffffffff,2.0,0.0,0.0
8448169ffffffff,3.0,0.0,0.0
844816bffffffff,2.0,0.0,0.0
844818bffffffff,4.0,0.0,0.0
8448191ffffffff,3.0,0.0,0.0
8448193ffffffff,18.0,0.0,0.0
8448197ffffffff,2.0,0.0,0.0
8448199ffffffff,6.0,0.0,0.0
844819bffffffff,1.0,0.0,0.0
844819dffffffff,16.0,0.0,0.0
84481a7ffffffff,1.0,0.0,0.0
84481b7ffffffff,9.0,0.0,0.0
84481d5ffffffff,2.0,0.0,0.0
84481d7ffffffff,23.0,0.0,0.0
84482e5ffffffff,122.0,0.0,0.0
8448331ffffffff,3.0,0.0,0.0
8448337ffffffff,577.0,0.0,4.0
8448361ffffffff,219.0,0.0,0.0
8448363ffffffff,18.0,0.0,0.0
8448365ffffffff,15.0,0.0,0.0
8448367ffffffff,3.0,0.0,0.0
8448369ffffffff,48.0,0.0,0.0
844836dffffffff,223.0,0.0,5.0
84484a5ffffffff,79.0,0.0,0.0
84484a7ffffffff,24.0,0.0,0.0
8448591ffffffff,3.0,0.0,0.0
8448593ffffffff,91.0,0.0,0.0
8448599ffffffff,3.0,0.0,0.0
844859bffffffff,7.0,0.0,0.0
844859dffffffff,2.0,0.0,0.0
84485d3ffffffff,8.0,0.0,0.0
84485d5ffffffff,2.0,0.0,0.0
84485ddffffffff,12.0,0.0,0.0
8448831ffffffff,28.0,0.0,0.0
8448833ffffffff,67.0,0.0,0.0
8448837ffffffff,254.0,0.0,0.0
844883bffffffff,4.0,0.0,0.0
8448843ffffffff,2.0,0.0,0.0
844884bffffffff,2.0,0.0,0.0
844884dffffffff,1.0,0.0,0.0
8448881ffffffff,2.0,0.0,0.0
8448885ffffffff,2.0,0.0,0.0
84488c7ffffffff,3.0,0.0,0.0
84488d1ffffffff,2.0,0.0,0.0
84488e1ffffffff,32.0,0.0,0.0
84488e5ffffffff,50.0,0.0,0.0
84488e9ffffffff,6.0,0.0,0.0
84488ebffffffff,1.0,0.0,0.0
84488edffffffff,151.0,0.0,0.0
8448985ffffffff,11.0,0.0,0.0
8448989ffffffff,24.0,0.0,0.0
844898bffffffff,6.0,0.0,0.0
844898dffffffff,51.0,0.0,0.0
84489c1ffffffff,638.0,0.0,0.0
84489c3ffffffff,492.0,0.0,0.0
84489c5ffffffff,64.0,0.0,0.0
84489c7ffffffff,178.0,0.0,0.0
84489c9ffffffff,16.0,0.0,0.0
84489cbffffffff,89.0,0.0,0.0
84489d1ffffffff,234.0,0.0,0.0
84489d3ffffffff,115.0,0.0,0.0
84489d5ffffffff,58.0,0.0,0.0
84489d9ffffffff,395.0,0.0,0.0
84489dbffffffff,6.0,0.0,0.0
84489ddffffffff,142.0,0.0,0.0
84489e3ffffffff,25.0,0.0,0.0
84489ebffffffff,3.0,0.0,0.0
8448a05ffffffff,81.0,0.0,0.0
8448a07ffffffff,9.0,0.0,0.0
8448a21ffffffff,373.0,0.0,0.0
8448a23ffffffff,6.0,0.0,0.0
8448a27ffffffff,7.0,0.0,0.0
8448a29ffffffff,331.0,0.0,0.0
8448a2bffffffff,92.0,0.0,0.0
8448a2dffffffff,17.0,0.0,0.0
8448a39ffffffff,4.0,0.0,0.0
8448a65ffffffff,6.0,0.0,0.0
8448a67ffffffff,39.0,0.0,0.0
8448a6dffffffff,4.0,0.0,0.0
8448ab3ffffffff,45.0,0.0,0.0
8448ab7ffffffff,1184.0,0.0,0.0
8448abbffffffff,2.0,0.0,0.0
8448b59ffffffff,3.0,0.0,0.0
8448b5bffffffff,2.0,0.0,0.0
8448c01ffffffff,1.0,0.0,0.0
8448c03ffffffff,83.0,0.0,0.0
8448c05ffffffff,14.0,0.0,0.0
8448c07ffffffff,10.0,0.0,0.0
8448c09ffffffff,17.0,0.0,0.0
8448c0bffffffff,108.0,0.0,0.0
8448c11ffffffff,13.0,0.0,0.0
8448c13ffffffff,6.0,0.0,0.0
8448c15ffffffff,8.0,0.0,0.0
8448c19ffffffff,42.0,0.0,1.0
8448c1bffffffff,23.0,0.0,10.0
8448c1dffffffff,55.0,0.0,0.0
8448c2bffffffff,2.0,0.0,0.0
8448c39ffffffff,2.0,0.0,0.0
8448c57ffffffff,18.0,0.0,0.0
8448c59ffffffff,5162.0,0.0,1108.0
8448c5bffffffff,880.0,0.0,170.0
8448c61ffffffff,3.0,0.0,0.0
8448c63ffffffff,23.0,0.0,0.0
8448c67ffffffff,23.0,0.0,0.0
8448c6dffffffff,3.0,0.0,0.0
8448c99ffffffff,3.0,0.0,1.0
8448ccbffffffff,22.0,0.0,2.0
8448cd1ffffffff,14.0,0.0,6.0
8448cd3ffffffff,90.0,0.0,1.0
8448cd9ffffffff,59.0,0.0,18.0
8448cdbffffffff,123.0,0.0,2.0
8448cddffffffff,1.0,0.0,0.0
8448e01ffffffff,2.0,0.0,0.0
8448e07ffffffff,14.0,0.0,0.0
8448e11ffffffff,7.0,0.0,0.0
8448e13ffffffff,29.0,0.0,0.0
8448e15ffffffff,2.0,0.0,0.0
8448e17ffffffff,3.0,0.0,0.0
8448e19ffffffff,21.0,0.0,0.0
8448e1bffffffff,1.0,0.0,0.0
8448e29ffffffff,2.0,0.0,0.0
8448e2bffffffff,5.0,0.0,0.0
8448e33ffffffff,55.0,0.0,10.0
8448e37ffffffff,350.0,0.0,7.0
8448e43ffffffff,2.0,0.0,0.0
8448e49ffffffff,3.0,0.0,0.0
8448e4dffffffff,150.0,0.0,0.0
8448e57ffffffff,5.0,0.0,0.0
8448e5dffffffff,1.0,0.0,0.0
8448e61ffffffff,12.0,0.0,0.0
8448e63ffffffff,56.0,0.0,0.0
8448e67ffffffff,17.0,0.0,0.0
8448e69ffffffff,1.0,0.0,0.0
8448e6bffffffff,7.0,0.0,0.0
8448e6dffffffff,4.0,0.0,0.0
8448e81ffffffff,4.0,0.0,0.0
8448e83ffffffff,16.0,0.0,0.0
8448e85ffffffff,3879.0,0.0,407.0
8448e87ffffffff,1.0,0.0,0.0
8448e89ffffffff,18.0,0.0,0.0
8448e8dffffffff,8156.0,0.0,1361.0
8448ea1ffffffff,22.0,0.0,5.0
8448ea3ffffffff,8.0,0.0,2.0
8448ea5ffffffff,33.0,0.0,7.0
8448ea7ffffffff,2.0,0.0,2.0
8448ea9ffffffff,69.0,0.0,18.0
8448eabffffffff,193.0,0.0,28.0
8448eadffffffff,110.0,0.0,48.0
8448eb1ffffffff,283.0,0.0,28.0
8448eb3ffffffff,17.0,0.0,0.0
8448eb5ffffffff,387.0,0.0,20.0
8448eb7ffffffff,41.0,0.0,19.0
8448eb9ffffffff,2.0,0.0,0.0
8448ebdffffffff,31.0,0.0,0.0
8448ec1ffffffff,7.0,0.0,0.0
8448ec5ffffffff,22.0,0.0,5.0
8448ec7ffffffff,1976.0,0.0,199.0
8448ecdffffffff,4.0,0.0,0.0
8448ee1ffffffff,786.0,0.0,81.0
8448ee3ffffffff,296.0,0.0,25.0
8448ee5ffffffff,24.0,0.0,9.0
8448ee7ffffffff,56.0,0.0,8.0
8448ee9ffffffff,7331.0,0.0,1427.0
8448eebffffffff,3027.0,0.0,280.0
8448eedffffffff,16.0,0.0,2.0
8448f21ffffffff,863.0,0.0,0.0
8448f25ffffffff,34.0,0.0,0.0
8448f2dffffffff,5.0,0.0,0.0
8449801ffffffff,151.0,0.0,5.0
8449807ffffffff,1.0,0.0,0.0
8449809ffffffff,19.0,0.0,0.0
844980bffffffff,6.0,0.0,0.0
844980dffffffff,1.0,0.0,0.0
8449815ffffffff,2.0,0.0,0.0
8449823ffffffff,1.0,0.0,0.0
8449827ffffffff,7.0,0.0,0.0
8449829ffffffff,28.0,0.0,0.0
844982bffffffff,29.0,0.0,0.0
844982dffffffff,17.0,0.0,0.0
8449831ffffffff,2.0,0.0,0.0
8449833ffffffff,13.0,0.0,0.0
8449835ffffffff,27.0,0.0,0.0
8449839ffffffff,2.0,0.0,0.0
844983bffffffff,17.0,0.0,0.0
844983dffffffff,16.0,0.0,0.0
8449851ffffffff,2.0,0.0,0.0
8449853ffffffff,1.0,0.0,0.0
8449855ffffffff,23.0,0.0,0.0
8449857ffffffff,8.0,0.0,0.0
8449861ffffffff,175.0,0.0,26.0
8449863ffffffff,59.0,0.0,0.0
8449865ffffffff,197.0,0.0,18.0
8449867ffffffff,7.0,0.0,0.0
844986dffffffff,7.0,0.0,0.0
8449881ffffffff,12.0,0.0,0.0
8449889ffffffff,4.0,0.0,0.0
844988dffffffff,52.0,0.0,0.0
8449893ffffffff,25.0,0.0,0.0
84498c7ffffffff,2.0,0.0,0.0
84498c9ffffffff,6.0,0.0,0.0
84498d9ffffffff,2.0,0.0,0.0
84498dbffffffff,4.0,0.0,0.0
84498edffffffff,5.0,0.0,0.0
8449909ffffffff,2.0,0.0,0.0
844990bffffffff,16.0,0.0,2.0
844990dffffffff,27.0,0.0,8.0
8449911ffffffff,10.0,0.0,0.0
8449917ffffffff,2.0,0.0,0.0
8449919ffffffff,16.0,0.0,0.0
844991bffffffff,2.0,0.0,0.0
844991dffffffff,38.0,0.0,11.0
8449943ffffffff,17.0,0.0,0.0
8449945ffffffff,21.0,0.0,3.0
8449951ffffffff,28.0,0.0,0.0
8449957ffffffff,9.0,0.0,0.0
8449959ffffffff,1936.0,0.0,141.0
844995bffffffff,146.0,0.0,7.0
844995dffffffff,71.0,0.0,8.0
8449963ffffffff,363.0,0.0,70.0
844996bffffffff,91.0,0.0,25.0
8449981ffffffff,6.0,0.0,0.0
8449983ffffffff,2.0,0.0,0.0
8449987ffffffff,8.0,0.0,0.0
84499b1ffffffff,2.0,0.0,0.0
84499b3ffffffff,3.0,0.0,0.0
84499b9ffffffff,1.0,0.0,0.0
84499bbffffffff,6.0,0.0,0.0
84499bdffffffff,1.0,0.0,0.0
84499c1ffffffff,10.0,0.0,0.0
84499c5ffffffff,21.0,0.0,0.0
84499c7ffffffff,2.0,0.0,0.0
84499c9ffffffff,15.0,0.0,6.0
84499cbffffffff,1.0,0.0,0.0
84499cdffffffff,40.0,0.0,20.0
84499d1ffffffff,8.0,0.0,0.0
84499d5ffffffff,2.0,0.0,0.0
84499ddffffffff,8.0,0.0,0.0
8449a27ffffffff,2.0,0.0,0.0
8449a81ffffffff,19.0,0.0,0.0
8449a83ffffffff,25.0,0.0,2.0
8449a85ffffffff,208.0,0.0,11.0
8449a87ffffffff,2.0,0.0,2.0
8449a91ffffffff,10.0,0.0,2.0
8449a93ffffffff,3.0,0.0,0.0
8449a97ffffffff,22.0,0.0,0.0
8449a9bffffffff,3.0,0.0,0.0
8449aa1ffffffff,23.0,0.0,2.0
8449aa3ffffffff,32.0,0.0,2.0
8449aa7ffffffff,3.0,0.0,0.0
8449aa9ffffffff,9.0,0.0,0.0
8449aabffffffff,7.0,0.0,0.0
8449ab3ffffffff,10.0,0.0,0.0
8449ab5ffffffff,31.0,0.0,0.0
8449abbffffffff,8.0,0.0,0.0
8449ae3ffffffff,1.0,0.0,0.0
8449b19ffffffff,38.0,0.0,0.0
8449b1dffffffff,26.0,0.0,0.0
8449b21ffffffff,2.0,0.0,0.0
8449b29ffffffff,2.0,0.0,0.0
8449b2bffffffff,3.0,0.0,0.0
8449b2dffffffff,35.0,0.0,0.0
8449b33ffffffff,175.0,0.0,0.0
8449b37ffffffff,45.0,0.0,2.0
8449b3bffffffff,3.0,0.0,0.0
8449b67ffffffff,2.0,0.0,0.0
846d049ffffffff,1.0,0.0,0.0
846d207ffffffff,13.0,0.0,2.0
846d217ffffffff,13.0,0.0,2.0
846d239ffffffff,3.0,0.0,0.0
846d23bffffffff,1273.0,0.0,188.0
846d281ffffffff,18.0,0.0,0.0
846d283ffffffff,627.0,0.0,0.0
846d285ffffffff,7.0,0.0,0.0
846d287ffffffff,102.0,0.0,0.0
846d289ffffffff,2.0,0.0,0.0
846d28dffffffff,109.0,0.0,0.0
846d291ffffffff,151.0,0.0,0.0
846d295ffffffff,61.0,0.0,0.0
846d299ffffffff,4.0,0.0,0.0
846d2a9ffffffff,147.0,0.0,15.0
846d2abffffffff,93.0,0.0,0.0
846d2b9ffffffff,82.0,0.0,0.0
846d2c7ffffffff,2.0,0.0,0.0
846d2d3ffffffff,9.0,0.0,0.0
846d2d7ffffffff,8.0,0.0,0.0
846d2e3ffffffff,24.0,0.0,0.0
846d2e7ffffffff,1.0,0.0,0.0
846d2e9ffffffff,12.0,0.0,0.0
846d2ebffffffff,2.0,0.0,0.0
846d305ffffffff,391.0,0.0,51.0
846d307ffffffff,24.0,0.0,0.0
846d321ffffffff,2.0,0.0,0.0
846d325ffffffff,4.0,0.0,0.0
846d329ffffffff,1.0,0.0,0.0
846d32bffffffff,1449.0,0.0,203.0
846d335ffffffff,243.0,0.0,82.0
846d337ffffffff,282.0,0.0,56.0
846d33dffffffff,8.0,0.0,3.0
846d361ffffffff,4.0,0.0,0.0
846d363ffffffff,4.0,0.0,0.0
846d36dffffffff,34.0,0.0,1.0
