cell_id,Mixornis gularis,Mixornis gularis [gularis Group],Mixornis gularis woodi
833cecfffffffff,763.0,0.0,0.0
833cedfffffffff,62.0,0.0,0.0
833ceefffffffff,7.0,0.0,0.0
833cf2fffffffff,71.0,7.0,0.0
833cf3fffffffff,111.0,0.0,0.0
833da9fffffffff,4.0,0.0,0.0
834049fffffffff,7.0,0.0,0.0
83404bfffffffff,2.0,0.0,0.0
83404cfffffffff,11.0,0.0,0.0
83404dfffffffff,141.0,1.0,0.0
834061fffffffff,27.0,2.0,0.0
834065fffffffff,112.0,4.0,0.0
834066fffffffff,4.0,0.0,0.0
834069fffffffff,2.0,0.0,0.0
83406bfffffffff,3.0,0.0,0.0
834141fffffffff,1.0,1.0,0.0
834142fffffffff,8.0,0.0,0.0
834143fffffffff,216.0,33.0,0.0
834148fffffffff,4.0,0.0,0.0
834149fffffffff,39.0,0.0,0.0
83414bfffffffff,12.0,0.0,0.0
83414cfffffffff,8.0,0.0,0.0
83414dfffffffff,27.0,1.0,0.0
83414efffffffff,8.0,0.0,0.0
834153fffffffff,9.0,0.0,0.0
834158fffffffff,3.0,0.0,0.0
83415cfffffffff,16.0,2.0,0.0
83415dfffffffff,2.0,0.0,0.0
83415efffffffff,114.0,0.0,0.0
834160fffffffff,5.0,1.0,0.0
834161fffffffff,13.0,0.0,0.0
834164fffffffff,15.0,4.0,0.0
834165fffffffff,48.0,5.0,0.0
834168fffffffff,14.0,0.0,0.0
834169fffffffff,7.0,0.0,0.0
83416afffffffff,21.0,0.0,0.0
83416bfffffffff,38.0,7.0,0.0
83416cfffffffff,16.0,0.0,0.0
83416dfffffffff,21.0,0.0,0.0
83416efffffffff,93.0,27.0,0.0
8360b6fffffffff,4.0,0.0,0.0
83619afffffffff,3.0,0.0,0.0
836412fffffffff,9.0,0.0,0.0
836414fffffffff,1.0,0.0,0.0
836416fffffffff,2118.0,747.0,0.0
836422fffffffff,7.0,3.0,0.0
836426fffffffff,2.0,2.0,0.0
836430fffffffff,15.0,6.0,0.0
836431fffffffff,210.0,102.0,0.0
836432fffffffff,187.0,146.0,0.0
836433fffffffff,48.0,30.0,0.0
836434fffffffff,274.0,126.0,0.0
836435fffffffff,58.0,21.0,0.0
836436fffffffff,2.0,0.0,0.0
836480fffffffff,92.0,35.0,0.0
836482fffffffff,567.0,208.0,0.0
836483fffffffff,10.0,0.0,0.0
836484fffffffff,25.0,9.0,0.0
836485fffffffff,17.0,3.0,0.0
836486fffffffff,13.0,3.0,0.0
836488fffffffff,2.0,0.0,0.0
83648afffffffff,2.0,0.0,0.0
83648bfffffffff,2.0,0.0,0.0
83648cfffffffff,14.0,0.0,0.0
83648dfffffffff,1.0,0.0,0.0
83648efffffffff,11.0,0.0,0.0
836490fffffffff,45.0,25.0,0.0
836491fffffffff,130.0,25.0,0.0
836492fffffffff,6.0,0.0,0.0
836494fffffffff,37.0,13.0,0.0
836495fffffffff,210.0,155.0,0.0
836496fffffffff,13.0,0.0,0.0
836498fffffffff,16.0,3.0,0.0
836499fffffffff,2.0,0.0,0.0
83649cfffffffff,9.0,8.0,0.0
83649dfffffffff,2.0,0.0,0.0
83649efffffffff,4.0,0.0,0.0
8364a0fffffffff,15.0,6.0,0.0
8364a1fffffffff,65.0,30.0,0.0
8364a2fffffffff,2.0,0.0,0.0
8364a3fffffffff,168.0,70.0,0.0
8364a4fffffffff,21.0,5.0,0.0
8364a5fffffffff,373.0,48.0,0.0
8364aefffffffff,2.0,0.0,0.0
8364b0fffffffff,20.0,0.0,0.0
8364b1fffffffff,58.0,25.0,0.0
8364b2fffffffff,103.0,23.0,0.0
8364b3fffffffff,41.0,6.0,0.0
8364b4fffffffff,29.0,0.0,0.0
8364b5fffffffff,163.0,66.0,0.0
8364b6fffffffff,79.0,7.0,0.0
836500fffffffff,422.0,28.0,0.0
836501fffffffff,9.0,0.0,0.0
836502fffffffff,121.0,3.0,0.0
836503fffffffff,168.0,0.0,0.0
836504fffffffff,9.0,0.0,0.0
836505fffffffff,817.0,8.0,0.0
836506fffffffff,3.0,0.0,0.0
836509fffffffff,2.0,0.0,0.0
83650dfffffffff,5.0,0.0,0.0
836518fffffffff,314.0,84.0,0.0
836519fffffffff,28.0,11.0,0.0
83651bfffffffff,151.0,58.0,0.0
83651cfffffffff,621.0,233.0,0.0
83651dfffffffff,60.0,0.0,0.0
83651efffffffff,2.0,0.0,0.0
836520fffffffff,847.0,0.0,0.0
836521fffffffff,2.0,0.0,0.0
836522fffffffff,129.0,0.0,0.0
836523fffffffff,9.0,0.0,0.0
836525fffffffff,12.0,0.0,0.0
836526fffffffff,1231.0,0.0,0.0
83652cfffffffff,5.0,0.0,0.0
83652dfffffffff,1.0,0.0,0.0
83652efffffffff,1.0,0.0,0.0
836531fffffffff,1.0,0.0,0.0
836552fffffffff,3.0,0.0,0.0
836553fffffffff,1.0,0.0,0.0
836554fffffffff,13.0,0.0,0.0
836556fffffffff,24.0,0.0,0.0
836570fffffffff,6.0,0.0,0.0
836580fffffffff,71.0,0.0,0.0
836581fffffffff,60.0,7.0,0.0
836582fffffffff,9.0,0.0,0.0
836583fffffffff,184.0,0.0,0.0
836584fffffffff,243.0,0.0,0.0
836585fffffffff,88.0,0.0,0.0
836586fffffffff,11.0,0.0,0.0
836588fffffffff,23.0,13.0,0.0
836589fffffffff,30.0,4.0,0.0
83658afffffffff,128.0,28.0,0.0
83658bfffffffff,36.0,11.0,0.0
83658efffffffff,40.0,23.0,0.0
836590fffffffff,15.0,0.0,0.0
836591fffffffff,329.0,0.0,0.0
836592fffffffff,2.0,0.0,0.0
836593fffffffff,8.0,3.0,0.0
836594fffffffff,3.0,0.0,0.0
836595fffffffff,40.0,0.0,0.0
836596fffffffff,25.0,0.0,0.0
836598fffffffff,6.0,6.0,0.0
836599fffffffff,1168.0,393.0,0.0
83659cfffffffff,295.0,0.0,0.0
83659dfffffffff,22.0,11.0,0.0
83659efffffffff,18.0,0.0,0.0
8365b0fffffffff,290.0,22.0,0.0
8365b2fffffffff,130.0,0.0,0.0
8365b3fffffffff,137.0,0.0,0.0
8365b6fffffffff,49.0,3.0,0.0
836828fffffffff,489.0,0.0,97.0
83682afffffffff,12.0,0.0,6.0
83682dfffffffff,24.0,0.0,0.0
836914fffffffff,1.0,0.0,0.0
836934fffffffff,2.0,0.0,0.0
838c1afffffffff,13.0,0.0,0.0
838c8afffffffff,1.0,0.0,0.0
838cadfffffffff,59.0,0.0,0.0
838cd5fffffffff,6.0,0.0,0.0
838cd6fffffffff,1.0,0.0,0.0
