cell_id,Rhea pennata,Rhea pennata tarapacensis/garleppi,Rhea pennata pennata
84b30c5ffffffff,36.0,19.0,0.0
84b30d1ffffffff,2.0,0.0,0.0
84b30d3ffffffff,1.0,0.0,0.0
84b30d7ffffffff,3.0,0.0,0.0
84b30dbffffffff,1.0,1.0,0.0
84b30ddffffffff,2.0,2.0,0.0
84b3225ffffffff,1.0,0.0,0.0
84b322dffffffff,1.0,0.0,0.0
84b3233ffffffff,1.0,0.0,0.0
84b3235ffffffff,16.0,10.0,0.0
84b3237ffffffff,26.0,14.0,0.0
84b3267ffffffff,3.0,0.0,0.0
84b3281ffffffff,1.0,0.0,0.0
84b32a5ffffffff,24.0,8.0,0.0
84b32edffffffff,2.0,0.0,0.0
84b350dffffffff,2.0,0.0,0.0
84b352bffffffff,5.0,0.0,0.0
84b352dffffffff,18.0,9.0,0.0
84b3537ffffffff,4.0,0.0,0.0
84b3539ffffffff,8.0,0.0,0.0
84b3541ffffffff,2.0,0.0,0.0
84b3545ffffffff,29.0,0.0,0.0
84b354bffffffff,127.0,29.0,0.0
84b355dffffffff,5.0,4.0,0.0
84b3561ffffffff,6.0,3.0,0.0
84b3563ffffffff,1.0,0.0,0.0
84b3565ffffffff,6.0,6.0,0.0
84b3567ffffffff,3.0,2.0,0.0
84b356bffffffff,5.0,2.0,0.0
84b356dffffffff,3.0,0.0,0.0
84b3731ffffffff,6.0,0.0,0.0
84b3735ffffffff,27.0,0.0,0.0
84b3737ffffffff,2.0,0.0,0.0
84b3765ffffffff,1.0,0.0,0.0
84c3019ffffffff,8.0,0.0,0.0
84c3053ffffffff,38.0,0.0,0.0
84c305bffffffff,4.0,0.0,0.0
84c308bffffffff,3.0,0.0,0.0
84c30c3ffffffff,4.0,0.0,0.0
84c3201ffffffff,15.0,0.0,0.0
84c3203ffffffff,22.0,0.0,0.0
84c3207ffffffff,2.0,0.0,0.0
84c320bffffffff,2.0,0.0,0.0
84c320dffffffff,40.0,0.0,0.0
84c3215ffffffff,19.0,0.0,0.0
84c3217ffffffff,12.0,0.0,0.0
84c3219ffffffff,2.0,0.0,0.0
84c321dffffffff,2.0,0.0,0.0
84c3239ffffffff,47.0,0.0,0.0
84c3241ffffffff,88.0,0.0,0.0
84c3243ffffffff,33.0,0.0,0.0
84c3247ffffffff,16.0,0.0,0.0
84c3249ffffffff,1.0,0.0,0.0
84c3255ffffffff,29.0,0.0,0.0
84c329dffffffff,1.0,0.0,0.0
84c32a1ffffffff,2.0,0.0,0.0
84c32a5ffffffff,55.0,0.0,0.0
84c32a7ffffffff,12.0,0.0,0.0
84c32a9ffffffff,2.0,0.0,0.0
84c32adffffffff,67.0,0.0,0.0
84c32e1ffffffff,25.0,0.0,0.0
84c32e5ffffffff,2.0,0.0,0.0
84c32e7ffffffff,9.0,0.0,0.0
84c32e9ffffffff,2.0,0.0,0.0
84c3741ffffffff,2.0,0.0,0.0
84ce801ffffffff,2.0,0.0,0.0
84ce805ffffffff,3.0,0.0,0.0
84ce807ffffffff,15.0,0.0,0.0
84ce809ffffffff,3.0,0.0,0.0
84ce80dffffffff,23.0,0.0,0.0
84ce823ffffffff,7.0,0.0,0.0
84ce82bffffffff,14.0,0.0,0.0
84ce831ffffffff,7.0,0.0,0.0
84ce833ffffffff,1.0,0.0,0.0
84ce835ffffffff,17.0,0.0,0.0
84ce83dffffffff,21.0,0.0,0.0
84ce847ffffffff,15.0,0.0,0.0
84ce861ffffffff,6.0,0.0,0.0
84ce865ffffffff,2.0,0.0,0.0
84ce86bffffffff,3.0,0.0,0.0
84ce909ffffffff,1.0,0.0,0.0
84ce90bffffffff,10.0,0.0,0.0
84ce913ffffffff,6.0,0.0,0.0
84ce935ffffffff,1.0,0.0,0.0
84ce93bffffffff,2.0,0.0,0.0
84ce955ffffffff,10.0,0.0,0.0
84ce961ffffffff,2.0,0.0,0.0
84ce981ffffffff,3.0,0.0,0.0
84ce985ffffffff,10.0,0.0,0.0
84ce989ffffffff,61.0,0.0,0.0
84ce98dffffffff,34.0,0.0,0.0
84ce9b1ffffffff,3.0,0.0,0.0
84ce9bdffffffff,3.0,0.0,0.0
84ce9c3ffffffff,17.0,0.0,0.0
84ce9c7ffffffff,49.0,0.0,0.0
84ce9c9ffffffff,2.0,0.0,0.0
84ce9cbffffffff,3.0,0.0,0.0
84ce9cdffffffff,1.0,0.0,0.0
84ce9e3ffffffff,3.0,0.0,0.0
84ce9ebffffffff,15.0,0.0,0.0
84ce9edffffffff,6.0,0.0,0.0
84cea05ffffffff,2.0,0.0,0.0
84cea0dffffffff,7.0,0.0,0.0
84cea21ffffffff,3.0,0.0,0.0
84cea23ffffffff,5.0,0.0,0.0
84cea25ffffffff,1.0,0.0,0.0
84cea27ffffffff,1.0,0.0,0.0
84cea29ffffffff,10.0,0.0,0.0
84cea2bffffffff,12.0,0.0,0.0
84cea3dffffffff,7.0,0.0,0.0
84cea41ffffffff,2.0,0.0,2.0
84cea61ffffffff,4.0,0.0,0.0
84cea65ffffffff,4.0,0.0,0.0
84cea6bffffffff,2.0,0.0,0.0
84ceb15ffffffff,1.0,0.0,0.0
84ceb2dffffffff,1.0,0.0,0.0
84ceb33ffffffff,2.0,0.0,0.0
84ceb37ffffffff,12.0,0.0,0.0
84ceb41ffffffff,1.0,0.0,0.0
84ceb4bffffffff,1.0,0.0,0.0
84cf121ffffffff,87.0,0.0,46.0
84cf123ffffffff,262.0,0.0,119.0
84cf125ffffffff,6.0,0.0,2.0
84cf127ffffffff,89.0,0.0,49.0
84cf129ffffffff,17.0,0.0,4.0
84cf12bffffffff,28.0,0.0,8.0
84cf135ffffffff,5.0,0.0,0.0
84cf13dffffffff,7.0,0.0,0.0
84cf165ffffffff,182.0,0.0,41.0
84cf167ffffffff,18.0,0.0,1.0
84cf16dffffffff,39.0,0.0,16.0
84cf813ffffffff,11.0,0.0,0.0
84cf829ffffffff,20.0,0.0,0.0
84cf82dffffffff,3.0,0.0,0.0
84cf833ffffffff,4.0,0.0,0.0
84cf853ffffffff,42.0,0.0,6.0
84cf855ffffffff,1.0,0.0,1.0
84cf859ffffffff,2.0,0.0,0.0
84cf85bffffffff,31.0,0.0,3.0
84cf861ffffffff,2.0,0.0,2.0
84cf865ffffffff,4.0,0.0,0.0
84cf88dffffffff,4.0,0.0,4.0
84cf8a3ffffffff,41.0,0.0,20.0
84cf8a7ffffffff,3.0,0.0,0.0
84cf8adffffffff,9.0,0.0,2.0
84cf8bdffffffff,3.0,0.0,3.0
84cf8c1ffffffff,14.0,0.0,6.0
84cf8c3ffffffff,5.0,0.0,2.0
84cf8c5ffffffff,227.0,0.0,22.0
84cf8c9ffffffff,10.0,0.0,1.0
84cf8cdffffffff,2.0,0.0,0.0
84cf8ddffffffff,1.0,0.0,1.0
84cf8e1ffffffff,12.0,0.0,3.0
84cf8e3ffffffff,3.0,0.0,3.0
84cf8e7ffffffff,3.0,0.0,0.0
84cf8e9ffffffff,173.0,0.0,44.0
84cf8ebffffffff,13.0,0.0,0.0
84cf8edffffffff,26.0,0.0,0.0
84cf901ffffffff,12.0,0.0,0.0
84cf909ffffffff,13.0,0.0,0.0
84cf911ffffffff,2.0,0.0,0.0
84cf919ffffffff,4.0,0.0,0.0
84cf943ffffffff,24.0,0.0,2.0
84cf955ffffffff,14.0,0.0,2.0
84cf959ffffffff,12.0,0.0,0.0
84cf95dffffffff,6.0,0.0,0.0
84cf989ffffffff,5.0,0.0,0.0
84cf98bffffffff,9.0,0.0,0.0
84cf98dffffffff,24.0,0.0,0.0
84cf991ffffffff,4.0,0.0,0.0
84cf993ffffffff,2.0,0.0,0.0
84cf999ffffffff,1.0,0.0,0.0
84cf9adffffffff,2.0,0.0,0.0
84cf9c7ffffffff,5.0,0.0,0.0
84cf9d5ffffffff,3.0,0.0,0.0
84cf9e3ffffffff,9.0,0.0,0.0
84cf9ebffffffff,6.0,0.0,0.0
84cfa01ffffffff,52.0,0.0,6.0
84cfa05ffffffff,59.0,0.0,0.0
84cfa07ffffffff,10.0,0.0,0.0
84cfa09ffffffff,24.0,0.0,0.0
84cfa0dffffffff,64.0,0.0,3.0
84cfa13ffffffff,12.0,0.0,6.0
84cfa17ffffffff,17.0,0.0,13.0
84cfa19ffffffff,14.0,0.0,2.0
84cfa1bffffffff,6.0,0.0,2.0
84cfa21ffffffff,31.0,0.0,0.0
84cfa23ffffffff,13.0,0.0,0.0
84cfa27ffffffff,16.0,0.0,0.0
84cfa2bffffffff,85.0,0.0,4.0
84cfa33ffffffff,4.0,0.0,4.0
84cfa35ffffffff,15.0,0.0,4.0
84cfa37ffffffff,1.0,0.0,0.0
84cfa41ffffffff,83.0,0.0,39.0
84cfa43ffffffff,13.0,0.0,1.0
84cfa45ffffffff,46.0,0.0,3.0
84cfa47ffffffff,71.0,0.0,11.0
84cfa49ffffffff,258.0,0.0,163.0
84cfa4bffffffff,145.0,0.0,80.0
84cfa4dffffffff,48.0,0.0,37.0
84cfa55ffffffff,7.0,0.0,0.0
84cfa57ffffffff,7.0,0.0,3.0
84cfa59ffffffff,42.0,0.0,19.0
84cfa5bffffffff,28.0,0.0,0.0
84cfa5dffffffff,10.0,0.0,5.0
84cfa89ffffffff,23.0,0.0,5.0
84cfa8dffffffff,2.0,0.0,0.0
84cfaa1ffffffff,14.0,0.0,0.0
84cfaa3ffffffff,5.0,0.0,0.0
84cfaa7ffffffff,11.0,0.0,0.0
84cfaadffffffff,50.0,0.0,17.0
84cfac3ffffffff,1.0,0.0,1.0
84cfac5ffffffff,41.0,0.0,6.0
84cfac7ffffffff,1.0,0.0,0.0
84cfac9ffffffff,55.0,0.0,3.0
84cfacdffffffff,49.0,0.0,17.0
84cfae1ffffffff,16.0,0.0,2.0
84cfae3ffffffff,4.0,0.0,0.0
84cfae7ffffffff,26.0,0.0,4.0
84cfae9ffffffff,3.0,0.0,0.0
84cfaebffffffff,13.0,0.0,2.0
84cfaedffffffff,2.0,0.0,2.0
84cfb11ffffffff,8.0,0.0,0.0
84cfb13ffffffff,8.0,0.0,1.0
84cfb17ffffffff,4.0,0.0,0.0
84cfb1bffffffff,2.0,0.0,1.0
84cfb37ffffffff,2.0,0.0,0.0
84df4d9ffffffff,19.0,0.0,5.0
84df687ffffffff,2.0,0.0,2.0
84df691ffffffff,217.0,0.0,156.0
84df693ffffffff,183.0,0.0,141.0
84df697ffffffff,70.0,0.0,53.0
84df699ffffffff,604.0,0.0,410.0
84df69bffffffff,27.0,0.0,9.0
84df69dffffffff,46.0,0.0,27.0
84df6d7ffffffff,10.0,0.0,5.0
