cell_id,Antrostomus rufus,Antrostomus rufus [rufus Group],Antrostomus rufus otiosus,Antrostomus rufus minimus
836753fffffffff,31.0,0.0,0.0,0.0
83675cfffffffff,5.0,0.0,0.0,0.0
83675efffffffff,6.0,0.0,0.0,0.0
838005fffffffff,9.0,1.0,0.0,0.0
838006fffffffff,5.0,0.0,0.0,0.0
83800cfffffffff,2.0,0.0,0.0,0.0
838011fffffffff,4.0,0.0,0.0,0.0
838030fffffffff,22.0,10.0,0.0,0.0
838036fffffffff,4.0,0.0,0.0,0.0
83804cfffffffff,4.0,0.0,0.0,0.0
838062fffffffff,1.0,0.0,0.0,0.0
838063fffffffff,2.0,0.0,0.0,0.0
838100fffffffff,2.0,0.0,0.0,0.0
838102fffffffff,47.0,0.0,0.0,0.0
838105fffffffff,3.0,0.0,0.0,0.0
83810bfffffffff,1.0,0.0,0.0,0.0
838114fffffffff,1.0,0.0,0.0,0.0
838116fffffffff,12.0,0.0,0.0,0.0
838118fffffffff,1.0,0.0,0.0,0.0
83811efffffffff,7.0,0.0,0.0,0.0
838121fffffffff,32.0,1.0,0.0,0.0
838124fffffffff,9.0,0.0,0.0,0.0
838130fffffffff,2.0,0.0,0.0,0.0
838133fffffffff,3.0,0.0,0.0,0.0
838140fffffffff,2.0,0.0,0.0,0.0
838142fffffffff,1.0,0.0,0.0,0.0
83814afffffffff,5.0,0.0,0.0,0.0
83814dfffffffff,6.0,0.0,0.0,0.0
83815cfffffffff,3.0,0.0,0.0,0.0
83815dfffffffff,4.0,0.0,0.0,0.0
83815efffffffff,1.0,0.0,0.0,0.0
838171fffffffff,3.0,2.0,0.0,0.0
838174fffffffff,1.0,0.0,0.0,0.0
838180fffffffff,6.0,0.0,0.0,0.0
838181fffffffff,5.0,1.0,0.0,0.0
838183fffffffff,9.0,1.0,0.0,0.0
838185fffffffff,42.0,12.0,0.0,0.0
8381a1fffffffff,4.0,0.0,0.0,0.0
8381adfffffffff,2.0,0.0,0.0,0.0
838a00fffffffff,2.0,0.0,0.0,0.0
838a33fffffffff,1.0,0.0,0.0,0.0
838a81fffffffff,2.0,0.0,0.0,0.0
838a8dfffffffff,2.0,0.0,0.0,0.0
838aa9fffffffff,4.0,0.0,0.0,0.0
838aaafffffffff,7.0,0.0,0.0,0.0
838aacfffffffff,2.0,0.0,0.0,0.0
838ad1fffffffff,6.0,0.0,0.0,0.0
838adcfffffffff,5.0,0.0,0.0,0.0
838af2fffffffff,12.0,2.0,0.0,0.0
838b0cfffffffff,4.0,0.0,0.0,0.0
838b1efffffffff,1.0,0.0,0.0,0.0
838b20fffffffff,10.0,0.0,0.0,0.0
838b22fffffffff,59.0,0.0,0.0,0.0
838b2dfffffffff,1.0,0.0,0.0,0.0
838b31fffffffff,23.0,0.0,0.0,0.0
838b34fffffffff,7.0,0.0,0.0,0.0
838b36fffffffff,1.0,0.0,0.0,0.0
838b75fffffffff,2.0,0.0,0.0,0.0
838b88fffffffff,1.0,0.0,0.0,0.0
838b93fffffffff,1.0,0.0,0.0,0.0
838b99fffffffff,4.0,0.0,0.0,0.0
838ba0fffffffff,5.0,0.0,0.0,0.0
838ba4fffffffff,3.0,0.0,0.0,0.0
838ba6fffffffff,5.0,0.0,0.0,0.0
838bb5fffffffff,97.0,5.0,0.0,0.0
838f40fffffffff,8.0,0.0,0.0,0.0
838f46fffffffff,136.0,0.0,0.0,0.0
83a596fffffffff,9.0,0.0,0.0,0.0
83a803fffffffff,4.0,0.0,0.0,0.0
83a80cfffffffff,20.0,0.0,0.0,0.0
83a80efffffffff,2.0,0.0,0.0,0.0
83a810fffffffff,12.0,2.0,0.0,0.0
83a811fffffffff,12.0,0.0,0.0,0.0
83a812fffffffff,4.0,0.0,0.0,0.0
83a813fffffffff,1.0,0.0,0.0,0.0
83a814fffffffff,1.0,0.0,0.0,0.0
83a818fffffffff,43.0,0.0,0.0,0.0
83a819fffffffff,4.0,0.0,0.0,0.0
83a81bfffffffff,10.0,0.0,0.0,0.0
83a81cfffffffff,41.0,0.0,0.0,0.0
83a81efffffffff,27.0,0.0,0.0,0.0
83a829fffffffff,5.0,0.0,0.0,0.0
83a840fffffffff,13.0,0.0,0.0,0.0
83a841fffffffff,13.0,0.0,0.0,0.0
83a842fffffffff,5.0,0.0,0.0,0.0
83a844fffffffff,4.0,0.0,0.0,0.0
83a84afffffffff,2.0,2.0,0.0,0.0
83a859fffffffff,85.0,3.0,0.0,0.0
83a85bfffffffff,2.0,0.0,0.0,0.0
83a85dfffffffff,11.0,2.0,0.0,0.0
83a860fffffffff,15.0,0.0,0.0,0.0
83a862fffffffff,1.0,0.0,0.0,0.0
83a864fffffffff,1.0,0.0,0.0,0.0
83a866fffffffff,6.0,0.0,0.0,0.0
83a86bfffffffff,1.0,0.0,0.0,0.0
83a86dfffffffff,4.0,0.0,0.0,0.0
83a871fffffffff,3.0,0.0,0.0,0.0
83a872fffffffff,2.0,0.0,0.0,0.0
83a874fffffffff,1.0,0.0,0.0,0.0
83a875fffffffff,19.0,0.0,0.0,0.0
83a876fffffffff,4.0,0.0,0.0,0.0
83a881fffffffff,1.0,0.0,0.0,0.0
83a885fffffffff,2.0,0.0,0.0,0.0
83a88cfffffffff,3.0,0.0,0.0,0.0
83a88efffffffff,7.0,0.0,0.0,0.0
83a891fffffffff,1.0,0.0,0.0,0.0
83a8a0fffffffff,2.0,0.0,0.0,0.0
83a8a1fffffffff,4.0,0.0,0.0,0.0
83a8a2fffffffff,4.0,0.0,0.0,0.0
83a8aafffffffff,6.0,0.0,0.0,0.0
83a8acfffffffff,3.0,0.0,0.0,0.0
83a8aefffffffff,3.0,0.0,0.0,0.0
83a8c0fffffffff,5.0,0.0,0.0,0.0
83a8c2fffffffff,6.0,0.0,0.0,0.0
83a8c9fffffffff,1.0,1.0,0.0,0.0
83a8cafffffffff,1.0,0.0,0.0,0.0
83a8d1fffffffff,12.0,2.0,0.0,0.0
83a8dafffffffff,1.0,0.0,0.0,0.0
83a8defffffffff,6.0,0.0,0.0,0.0
83a8e1fffffffff,3.0,0.0,0.0,0.0
83a8e4fffffffff,1.0,0.0,0.0,0.0
83a8edfffffffff,1.0,0.0,0.0,0.0
83a8f4fffffffff,2.0,0.0,0.0,0.0
83a8f5fffffffff,1.0,0.0,0.0,0.0
83a942fffffffff,23.0,0.0,0.0,0.0
83a943fffffffff,12.0,0.0,0.0,0.0
83a944fffffffff,3.0,0.0,0.0,0.0
83a946fffffffff,47.0,0.0,0.0,0.0
83a94cfffffffff,10.0,0.0,0.0,0.0
83a94dfffffffff,8.0,0.0,0.0,0.0
83a95afffffffff,51.0,0.0,0.0,0.0
83a95bfffffffff,6.0,0.0,0.0,0.0
83a95cfffffffff,17.0,0.0,0.0,0.0
83a95dfffffffff,1.0,0.0,0.0,0.0
83a968fffffffff,39.0,0.0,0.0,0.0
83a96afffffffff,19.0,0.0,0.0,0.0
83a96bfffffffff,27.0,0.0,0.0,0.0
83a96cfffffffff,3.0,0.0,0.0,0.0
83a96efffffffff,2.0,0.0,0.0,0.0
83a971fffffffff,4.0,0.0,0.0,0.0
83a973fffffffff,4.0,0.0,0.0,0.0
83b265fffffffff,1.0,0.0,0.0,0.0
83b270fffffffff,11.0,0.0,0.0,0.0
83b342fffffffff,153.0,0.0,0.0,0.0
83b343fffffffff,14.0,0.0,0.0,0.0
83b344fffffffff,13.0,0.0,0.0,0.0
83b346fffffffff,27.0,0.0,0.0,0.0
83b351fffffffff,41.0,0.0,0.0,0.0
83b358fffffffff,16.0,0.0,0.0,0.0
83b35bfffffffff,16.0,0.0,0.0,0.0
83b35cfffffffff,60.0,0.0,0.0,0.0
83b35efffffffff,63.0,0.0,0.0,0.0
83b361fffffffff,8.0,0.0,0.0,0.0
