cell_id,Buteogallus urubitinga,Buteogallus urubitinga ridgwayi,Buteogallus urubitinga urubitinga
836d2afffffffff,10.0,0.0,0.0
836d2bfffffffff,151.0,0.0,0.0
836d2cfffffffff,100.0,3.0,0.0
836d2dfffffffff,11.0,0.0,0.0
836d2efffffffff,2.0,0.0,0.0
836d30fffffffff,20.0,0.0,0.0
836d31fffffffff,25.0,2.0,0.0
836d33fffffffff,5.0,0.0,0.0
836d34fffffffff,285.0,8.0,0.0
836d35fffffffff,1353.0,4.0,0.0
836d36fffffffff,1.0,0.0,0.0
836d60fffffffff,29.0,0.0,0.0
836d61fffffffff,19.0,0.0,0.0
836d63fffffffff,2.0,0.0,0.0
836d64fffffffff,43.0,0.0,0.0
836d65fffffffff,36.0,0.0,0.0
836d66fffffffff,46.0,0.0,0.0
836d68fffffffff,195.0,0.0,0.0
836d69fffffffff,885.0,0.0,0.0
836d6afffffffff,8.0,0.0,0.0
836d6bfffffffff,34.0,0.0,0.0
836d6cfffffffff,2.0,0.0,0.0
836d6dfffffffff,14.0,0.0,0.0
836d6efffffffff,17.0,0.0,0.0
836d74fffffffff,29.0,0.0,0.0
836d75fffffffff,14.0,0.0,0.0
836d76fffffffff,6.0,0.0,0.0
838009fffffffff,3.0,0.0,0.0
838040fffffffff,6.0,0.0,0.0
838044fffffffff,4.0,0.0,0.0
838046fffffffff,2.0,0.0,0.0
838048fffffffff,12.0,0.0,0.0
83804cfffffffff,4.0,0.0,0.0
838054fffffffff,7.0,0.0,0.0
838062fffffffff,2.0,0.0,0.0
838065fffffffff,2.0,0.0,0.0
838068fffffffff,1.0,0.0,0.0
83806afffffffff,10.0,0.0,0.0
83806dfffffffff,4.0,0.0,0.0
838074fffffffff,2.0,0.0,0.0
838075fffffffff,2.0,0.0,0.0
838121fffffffff,4.0,0.0,0.0
838130fffffffff,1.0,0.0,1.0
838132fffffffff,6.0,0.0,0.0
838136fffffffff,3.0,0.0,0.0
838142fffffffff,2.0,0.0,0.0
838143fffffffff,1.0,0.0,0.0
838145fffffffff,6.0,0.0,6.0
83814afffffffff,19.0,0.0,1.0
83814dfffffffff,36.0,0.0,0.0
83814efffffffff,8.0,0.0,0.0
83815cfffffffff,3.0,0.0,0.0
83815dfffffffff,11.0,0.0,0.0
838162fffffffff,35.0,0.0,4.0
838163fffffffff,49.0,0.0,6.0
838164fffffffff,3.0,0.0,1.0
838170fffffffff,4.0,0.0,0.0
838171fffffffff,2.0,0.0,0.0
838172fffffffff,2.0,0.0,0.0
838176fffffffff,2.0,0.0,0.0
838180fffffffff,4.0,0.0,0.0
838181fffffffff,2.0,0.0,0.0
838183fffffffff,7.0,0.0,0.0
838185fffffffff,2.0,0.0,0.0
83818efffffffff,4.0,0.0,0.0
8381a1fffffffff,1.0,0.0,0.0
838a00fffffffff,7.0,0.0,0.0
838a05fffffffff,13.0,0.0,0.0
838a10fffffffff,3.0,0.0,0.0
838a12fffffffff,3.0,0.0,0.0
838a13fffffffff,2.0,0.0,0.0
838a15fffffffff,13.0,0.0,0.0
838a20fffffffff,1.0,0.0,1.0
838a21fffffffff,3.0,0.0,0.0
838a25fffffffff,4.0,0.0,2.0
838a2efffffffff,3.0,0.0,0.0
838a31fffffffff,30.0,0.0,2.0
838a33fffffffff,26.0,0.0,0.0
838a43fffffffff,2.0,0.0,0.0
838a45fffffffff,209.0,0.0,0.0
838a4bfffffffff,6.0,0.0,0.0
838a63fffffffff,30.0,0.0,1.0
838a68fffffffff,22.0,0.0,0.0
838a69fffffffff,24.0,0.0,0.0
838a6dfffffffff,375.0,0.0,0.0
838a6efffffffff,2.0,0.0,0.0
838a70fffffffff,14.0,0.0,0.0
838a80fffffffff,6.0,0.0,0.0
838a81fffffffff,5.0,0.0,0.0
838a82fffffffff,1.0,0.0,0.0
838a8cfffffffff,20.0,0.0,0.0
838a8efffffffff,2.0,0.0,0.0
838a90fffffffff,2.0,0.0,2.0
838a92fffffffff,4.0,0.0,0.0
838a9cfffffffff,4.0,0.0,0.0
838a9dfffffffff,15.0,0.0,0.0
838aa8fffffffff,5.0,0.0,0.0
838aa9fffffffff,4.0,0.0,0.0
838aaafffffffff,13.0,0.0,1.0
838aabfffffffff,44.0,0.0,0.0
838aacfffffffff,2.0,0.0,0.0
838aadfffffffff,4.0,0.0,0.0
838ab6fffffffff,3.0,0.0,0.0
838ac1fffffffff,1.0,0.0,0.0
838ac3fffffffff,2.0,0.0,0.0
838ad1fffffffff,2.0,0.0,0.0
838adafffffffff,2.0,0.0,0.0
838adcfffffffff,36.0,0.0,1.0
838ae1fffffffff,1.0,0.0,0.0
838ae5fffffffff,42.0,0.0,0.0
838aeefffffffff,2.0,0.0,0.0
838af0fffffffff,55.0,0.0,2.0
838af1fffffffff,36.0,0.0,2.0
838af2fffffffff,7.0,0.0,0.0
838af3fffffffff,3.0,0.0,0.0
838af4fffffffff,8.0,0.0,3.0
838af6fffffffff,118.0,0.0,4.0
838b00fffffffff,2.0,0.0,0.0
838b01fffffffff,7.0,0.0,0.0
838b04fffffffff,3.0,0.0,0.0
838b05fffffffff,13.0,0.0,0.0
838b08fffffffff,7.0,0.0,0.0
838b0afffffffff,2.0,0.0,0.0
838b0bfffffffff,15.0,0.0,2.0
838b0cfffffffff,101.0,0.0,0.0
838b0dfffffffff,53.0,0.0,0.0
838b0efffffffff,1.0,0.0,0.0
838b10fffffffff,3.0,0.0,0.0
838b11fffffffff,2.0,0.0,0.0
838b1efffffffff,7.0,0.0,0.0
838b22fffffffff,44.0,0.0,0.0
838b23fffffffff,11.0,0.0,0.0
838b26fffffffff,6.0,0.0,0.0
838b28fffffffff,1.0,0.0,0.0
838b2afffffffff,142.0,0.0,0.0
838b2bfffffffff,8.0,0.0,0.0
838b2efffffffff,3.0,0.0,0.0
838b31fffffffff,58.0,0.0,0.0
838b34fffffffff,2.0,0.0,0.0
838b35fffffffff,1.0,0.0,0.0
838b36fffffffff,4.0,0.0,0.0
838b40fffffffff,2.0,0.0,0.0
838b42fffffffff,4.0,0.0,0.0
838b44fffffffff,88.0,0.0,0.0
838b45fffffffff,38.0,0.0,0.0
838b4efffffffff,4.0,0.0,1.0
838b50fffffffff,2.0,0.0,0.0
838b51fffffffff,2.0,0.0,0.0
838b52fffffffff,2.0,0.0,0.0
838b56fffffffff,5.0,0.0,0.0
838b5cfffffffff,9.0,0.0,0.0
838b5dfffffffff,3.0,0.0,0.0
838b61fffffffff,44.0,0.0,0.0
838b62fffffffff,56.0,0.0,0.0
838b63fffffffff,377.0,0.0,0.0
838b69fffffffff,15.0,0.0,0.0
838b6cfffffffff,2.0,0.0,0.0
838b6efffffffff,71.0,0.0,0.0
838b71fffffffff,88.0,0.0,0.0
838b74fffffffff,22.0,0.0,0.0
838b75fffffffff,7.0,0.0,0.0
838b76fffffffff,35.0,0.0,0.0
838b82fffffffff,1.0,0.0,0.0
838b84fffffffff,18.0,0.0,0.0
838b88fffffffff,11.0,0.0,0.0
838b8afffffffff,1.0,0.0,0.0
838b99fffffffff,23.0,0.0,0.0
838b9cfffffffff,2.0,0.0,0.0
838b9dfffffffff,482.0,0.0,21.0
838ba0fffffffff,5.0,0.0,0.0
838ba6fffffffff,49.0,0.0,0.0
838bb4fffffffff,2.0,0.0,0.0
838e64fffffffff,8.0,0.0,0.0
838e65fffffffff,1.0,0.0,0.0
838f09fffffffff,2.0,0.0,0.0
838f0dfffffffff,132.0,0.0,0.0
838f28fffffffff,2.0,0.0,0.0
838f29fffffffff,6.0,0.0,0.0
838f2afffffffff,52.0,0.0,0.0
838f2bfffffffff,34.0,0.0,0.0
838f2efffffffff,17.0,0.0,0.0
838f40fffffffff,10.0,0.0,0.0
838f43fffffffff,1.0,0.0,0.0
838f44fffffffff,17.0,0.0,0.0
838f46fffffffff,11.0,0.0,0.0
838f48fffffffff,11.0,0.0,0.0
838f4cfffffffff,34.0,0.0,0.0
838f54fffffffff,12.0,0.0,0.0
838f5dfffffffff,2.0,0.0,0.0
838f61fffffffff,356.0,0.0,0.0
838f63fffffffff,11.0,0.0,0.0
838f6bfffffffff,1.0,0.0,0.0
838f6cfffffffff,6.0,0.0,0.0
838f6efffffffff,128.0,0.0,0.0
838f71fffffffff,7.0,0.0,0.0
83a800fffffffff,7.0,0.0,0.0
83a801fffffffff,2.0,0.0,0.0
83a804fffffffff,14.0,0.0,1.0
83a806fffffffff,2.0,0.0,0.0
83a80cfffffffff,1.0,0.0,0.0
83a80dfffffffff,1.0,0.0,0.0
83a810fffffffff,20.0,0.0,0.0
83a811fffffffff,13.0,0.0,0.0
83a812fffffffff,11.0,0.0,2.0
83a813fffffffff,4.0,0.0,0.0
83a814fffffffff,6.0,0.0,0.0
83a815fffffffff,6.0,0.0,0.0
83a818fffffffff,13.0,0.0,0.0
83a81afffffffff,2.0,0.0,0.0
83a81bfffffffff,10.0,0.0,0.0
83a81cfffffffff,29.0,0.0,0.0
83a81efffffffff,50.0,0.0,0.0
83a820fffffffff,2.0,0.0,0.0
83a821fffffffff,4.0,0.0,0.0
83a823fffffffff,3.0,0.0,0.0
83a824fffffffff,6.0,0.0,0.0
83a825fffffffff,5.0,0.0,0.0
83a829fffffffff,8.0,0.0,0.0
83a82bfffffffff,5.0,0.0,0.0
83a82dfffffffff,2.0,0.0,0.0
83a831fffffffff,16.0,0.0,0.0
83a833fffffffff,10.0,0.0,0.0
83a835fffffffff,9.0,0.0,0.0
83a840fffffffff,370.0,0.0,10.0
83a841fffffffff,20.0,0.0,1.0
83a842fffffffff,22.0,0.0,0.0
83a843fffffffff,7.0,0.0,0.0
83a844fffffffff,10.0,0.0,0.0
83a845fffffffff,24.0,0.0,0.0
83a846fffffffff,177.0,0.0,28.0
83a84afffffffff,20.0,0.0,0.0
83a84bfffffffff,2.0,0.0,0.0
83a84efffffffff,19.0,0.0,0.0
83a855fffffffff,1.0,0.0,0.0
83a859fffffffff,1690.0,0.0,55.0
83a85bfffffffff,14.0,0.0,0.0
83a85cfffffffff,1.0,0.0,0.0
83a85dfffffffff,1667.0,0.0,75.0
83a860fffffffff,18.0,0.0,0.0
83a863fffffffff,7.0,0.0,0.0
83a864fffffffff,23.0,0.0,0.0
83a865fffffffff,3.0,0.0,0.0
83a866fffffffff,11.0,0.0,0.0
83a868fffffffff,1.0,0.0,0.0
83a869fffffffff,5.0,0.0,0.0
83a86afffffffff,2.0,0.0,0.0
83a86cfffffffff,8.0,0.0,0.0
83a86dfffffffff,3.0,0.0,0.0
83a86efffffffff,16.0,0.0,0.0
83a870fffffffff,1.0,0.0,0.0
83a873fffffffff,2.0,0.0,0.0
83a874fffffffff,1.0,0.0,0.0
83a876fffffffff,2.0,0.0,0.0
83a883fffffffff,6.0,0.0,0.0
83a885fffffffff,2.0,0.0,0.0
83a88cfffffffff,1.0,0.0,0.0
83a88dfffffffff,3.0,0.0,1.0
83a8a1fffffffff,14.0,0.0,0.0
83a8a2fffffffff,31.0,0.0,0.0
83a8a5fffffffff,10.0,0.0,0.0
83a8a8fffffffff,4.0,0.0,0.0
83a8a9fffffffff,30.0,0.0,4.0
83a8aafffffffff,7.0,0.0,0.0
83a8acfffffffff,2.0,0.0,0.0
83a8adfffffffff,7.0,0.0,0.0
83a8aefffffffff,6.0,0.0,0.0
83a8c0fffffffff,8.0,0.0,0.0
83a8c1fffffffff,2.0,0.0,0.0
83a8c8fffffffff,1.0,0.0,0.0
83a8c9fffffffff,14.0,0.0,6.0
83a8cafffffffff,1.0,0.0,0.0
83a8ccfffffffff,5.0,0.0,0.0
83a8cefffffffff,2.0,0.0,0.0
83a8d1fffffffff,4.0,0.0,0.0
83a8d4fffffffff,8.0,0.0,0.0
83a8d6fffffffff,2.0,0.0,0.0
83a8defffffffff,1.0,0.0,0.0
83a8eafffffffff,1.0,0.0,0.0
83a8f4fffffffff,7.0,0.0,0.0
83a901fffffffff,10.0,0.0,4.0
83a903fffffffff,5.0,0.0,1.0
83a905fffffffff,21.0,0.0,4.0
83a90afffffffff,1.0,0.0,0.0
83a90bfffffffff,2.0,0.0,0.0
83a90cfffffffff,13.0,0.0,0.0
83a90efffffffff,5.0,0.0,0.0
83a918fffffffff,3.0,0.0,0.0
83a919fffffffff,8.0,0.0,1.0
83a91bfffffffff,2.0,0.0,0.0
83a91dfffffffff,11.0,0.0,2.0
83a921fffffffff,19.0,0.0,0.0
83a92afffffffff,2.0,0.0,0.0
83a92bfffffffff,3.0,0.0,0.0
83a92dfffffffff,1.0,0.0,1.0
83a92efffffffff,31.0,0.0,0.0
83a940fffffffff,4.0,0.0,0.0
83a941fffffffff,128.0,0.0,0.0
83a944fffffffff,115.0,0.0,0.0
83a945fffffffff,59.0,0.0,0.0
83a946fffffffff,16.0,0.0,0.0
83a949fffffffff,3.0,0.0,0.0
83a94afffffffff,3.0,0.0,0.0
83a94bfffffffff,27.0,0.0,0.0
83a94cfffffffff,81.0,0.0,0.0
83a94dfffffffff,21.0,0.0,0.0
83a94efffffffff,456.0,0.0,0.0
83a950fffffffff,2.0,0.0,0.0
83a951fffffffff,4.0,0.0,0.0
83a952fffffffff,2.0,0.0,0.0
83a953fffffffff,86.0,0.0,0.0
83a955fffffffff,3.0,0.0,0.0
83a95afffffffff,2.0,0.0,0.0
83a95bfffffffff,3.0,0.0,0.0
83a95dfffffffff,62.0,0.0,0.0
83a95efffffffff,2.0,0.0,0.0
83a960fffffffff,4.0,0.0,0.0
83a961fffffffff,57.0,0.0,0.0
83a962fffffffff,60.0,0.0,0.0
83a963fffffffff,12.0,0.0,0.0
83a964fffffffff,1.0,0.0,0.0
83a965fffffffff,5.0,0.0,0.0
83a968fffffffff,64.0,0.0,0.0
83a969fffffffff,1.0,0.0,0.0
83a96afffffffff,260.0,0.0,0.0
83a96bfffffffff,13.0,0.0,0.0
83a96cfffffffff,20.0,0.0,0.0
83a96dfffffffff,2.0,0.0,0.0
83a96efffffffff,77.0,0.0,0.0
83a971fffffffff,13.0,0.0,0.0
83a975fffffffff,4.0,0.0,0.0
83a976fffffffff,8.0,0.0,0.0
83b24dfffffffff,10.0,0.0,0.0
83b262fffffffff,19.0,0.0,0.0
83b263fffffffff,21.0,0.0,0.0
83b266fffffffff,4.0,0.0,0.0
83b268fffffffff,76.0,0.0,0.0
83b269fffffffff,32.0,0.0,0.0
83b26bfffffffff,1.0,0.0,0.0
83b26dfffffffff,50.0,0.0,0.0
83b26efffffffff,4.0,0.0,0.0
83b270fffffffff,5.0,0.0,0.0
83b274fffffffff,18.0,0.0,0.0
83b275fffffffff,64.0,0.0,0.0
83b340fffffffff,13.0,0.0,0.0
83b341fffffffff,2.0,0.0,0.0
83b342fffffffff,200.0,0.0,0.0
83b343fffffffff,40.0,0.0,0.0
83b344fffffffff,7.0,0.0,0.0
83b346fffffffff,33.0,0.0,0.0
83b348fffffffff,7.0,0.0,0.0
83b349fffffffff,19.0,0.0,0.0
83b34afffffffff,2.0,0.0,0.0
83b34bfffffffff,6.0,0.0,0.0
83b34cfffffffff,1.0,0.0,0.0
83b34dfffffffff,125.0,0.0,0.0
83b351fffffffff,6.0,0.0,0.0
83b358fffffffff,109.0,0.0,0.0
83b35bfffffffff,5.0,0.0,0.0
83b35cfffffffff,84.0,0.0,0.0
83b35dfffffffff,24.0,0.0,0.0
83b35efffffffff,85.0,0.0,0.0
83b361fffffffff,3.0,0.0,0.0
83b362fffffffff,9.0,0.0,0.0
83b363fffffffff,1.0,0.0,0.0
83b365fffffffff,3.0,0.0,0.0
83b366fffffffff,34.0,0.0,0.0
83b368fffffffff,17.0,0.0,0.0
83b369fffffffff,29.0,0.0,0.0
83b36afffffffff,2.0,0.0,0.0
83b36bfffffffff,10.0,0.0,0.0
83b36dfffffffff,47.0,0.0,0.0
83c2c5fffffffff,13.0,0.0,0.0
83c2c8fffffffff,2.0,0.0,0.0
83c2c9fffffffff,66.0,0.0,0.0
83c2cafffffffff,4.0,0.0,0.0
83c2cbfffffffff,49.0,0.0,0.0
83c2ccfffffffff,8.0,0.0,0.0
83c2cdfffffffff,56.0,0.0,0.0
83c2cefffffffff,7.0,0.0,0.0
83c2eefffffffff,4.0,0.0,0.0
