cell_id,Aerodramus brevirostris,Aerodramus brevirostris brevirostris/innominatus,Aerodramus brevirostris rogersi
8465803ffffffff,5.0,0.0,0.0
8465821ffffffff,6.0,0.0,0.0
8465835ffffffff,8.0,0.0,3.0
8465841ffffffff,2.0,0.0,0.0
8465847ffffffff,5.0,0.0,0.0
8465851ffffffff,3.0,0.0,0.0
8465857ffffffff,3.0,0.0,3.0
846585bffffffff,1.0,0.0,0.0
8465907ffffffff,2.0,0.0,0.0
8465911ffffffff,4.0,0.0,3.0
8465913ffffffff,1.0,0.0,0.0
8465915ffffffff,1.0,0.0,0.0
846591bffffffff,2.0,0.0,0.0
846591dffffffff,1.0,0.0,0.0
8465929ffffffff,1.0,0.0,0.0
846592dffffffff,1.0,0.0,0.0
846593dffffffff,3.0,0.0,0.0
846595dffffffff,2.0,0.0,0.0
8465991ffffffff,5.0,0.0,0.0
8465993ffffffff,390.0,87.0,0.0
8465997ffffffff,8.0,4.0,0.0
84659c9ffffffff,5.0,0.0,0.0
84659e9ffffffff,2.0,0.0,0.0
8465a21ffffffff,8.0,0.0,0.0
8465a23ffffffff,1.0,0.0,0.0
8465a2dffffffff,2.0,0.0,0.0
8465b01ffffffff,15.0,0.0,2.0
8465b09ffffffff,5.0,0.0,2.0
8465b2bffffffff,4.0,0.0,0.0
8465b33ffffffff,2.0,0.0,0.0
8465b39ffffffff,2.0,0.0,0.0
8465b3dffffffff,7.0,0.0,0.0
8465b45ffffffff,1.0,0.0,0.0
8465b51ffffffff,5.0,0.0,0.0
8465b61ffffffff,10.0,0.0,0.0
8465b63ffffffff,2.0,0.0,0.0
8465b65ffffffff,2.0,0.0,0.0
8465b67ffffffff,2.0,0.0,0.0
8465b6bffffffff,13.0,0.0,0.0
8469345ffffffff,3.0,0.0,0.0
