cell_id,Tyrannus savana,Tyrannus savana savana,Tyrannus savana monachus,Tyrannus savana sanctaemartae,Tyrannus savana circumdatus
82a947fffffffff,31.0,0.0,0.0,0.0,0.0
82a94ffffffffff,9.0,0.0,0.0,0.0,0.0
82a957fffffffff,7.0,0.0,0.0,0.0,0.0
82a95ffffffffff,11.0,0.0,0.0,0.0,0.0
82a967fffffffff,71.0,0.0,0.0,0.0,0.0
82a96ffffffffff,38.0,0.0,0.0,0.0,0.0
82a977fffffffff,9.0,0.0,0.0,0.0,0.0
82b207fffffffff,3.0,0.0,0.0,0.0,0.0
82b20ffffffffff,1.0,0.0,0.0,0.0,0.0
82b21ffffffffff,8.0,0.0,0.0,0.0,0.0
82b227fffffffff,20.0,0.0,0.0,0.0,0.0
82b24ffffffffff,579.0,0.0,0.0,0.0,0.0
82b25ffffffffff,3.0,0.0,0.0,0.0,0.0
82b26ffffffffff,222.0,0.0,0.0,0.0,0.0
82b277fffffffff,2.0,0.0,0.0,0.0,0.0
82b2c7fffffffff,35.0,0.0,0.0,0.0,0.0
82b2dffffffffff,2.0,0.0,0.0,0.0,0.0
82b2effffffffff,2.0,0.0,0.0,0.0,0.0
82b307fffffffff,9.0,0.0,0.0,0.0,0.0
82b30ffffffffff,4.0,0.0,0.0,0.0,0.0
82b347fffffffff,4.0,0.0,0.0,0.0,0.0
82b34ffffffffff,2.0,0.0,0.0,0.0,0.0
82b357fffffffff,8.0,0.0,0.0,0.0,0.0
82b35ffffffffff,10.0,0.0,0.0,0.0,0.0
82b367fffffffff,3.0,0.0,0.0,0.0,0.0
82b377fffffffff,2.0,0.0,0.0,0.0,0.0
82c21ffffffffff,19.0,11.0,0.0,0.0,0.0
82c2c7fffffffff,11.0,5.0,0.0,0.0,0.0
82c2cffffffffff,381.0,0.0,0.0,0.0,0.0
82c2d7fffffffff,2.0,0.0,0.0,0.0,0.0
82c2e7fffffffff,8.0,3.0,0.0,0.0,0.0
82c2effffffffff,55.0,0.0,0.0,0.0,0.0
82c2f7fffffffff,7.0,0.0,0.0,0.0,0.0
82c307fffffffff,2.0,0.0,0.0,0.0,0.0
82c327fffffffff,37.0,0.0,0.0,0.0,0.0
82c32ffffffffff,60.0,3.0,0.0,0.0,0.0
82c34ffffffffff,19.0,0.0,0.0,0.0,0.0
82c357fffffffff,6.0,2.0,0.0,0.0,0.0
82ce87fffffffff,5.0,0.0,0.0,0.0,0.0
82ce8ffffffffff,7.0,0.0,0.0,0.0,0.0
82ceb7fffffffff,1.0,0.0,0.0,0.0,0.0
82cf97fffffffff,4.0,0.0,0.0,0.0,0.0
82cfa7fffffffff,7.0,0.0,0.0,0.0,0.0
82df47fffffffff,5.0,0.0,0.0,0.0,0.0
82df6ffffffffff,14.0,0.0,0.0,0.0,0.0
