cell_id,Centropus phasianinus,Centropus phasianinus mui,Centropus phasianinus spilopterus,Centropus phasianinus [phasianinus Group]
8494803ffffffff,206.0,0.0,0.0,16.0
8494807ffffffff,6.0,0.0,0.0,0.0
849480bffffffff,226.0,0.0,0.0,16.0
8494811ffffffff,8.0,0.0,0.0,0.0
8494815ffffffff,9.0,0.0,0.0,0.0
849481dffffffff,61.0,0.0,0.0,2.0
8494825ffffffff,18.0,0.0,0.0,0.0
849482bffffffff,1.0,0.0,0.0,0.0
849483bffffffff,3.0,0.0,0.0,0.0
8494855ffffffff,2.0,0.0,0.0,0.0
849485bffffffff,6.0,0.0,0.0,0.0
8494893ffffffff,3.0,0.0,0.0,0.0
8494899ffffffff,4.0,0.0,0.0,0.0
84948c7ffffffff,3.0,0.0,0.0,0.0
84948cdffffffff,6.0,0.0,0.0,0.0
84948d9ffffffff,9.0,0.0,0.0,0.0
84948e5ffffffff,4.0,0.0,0.0,0.0
8494903ffffffff,4.0,0.0,0.0,0.0
8494905ffffffff,2.0,0.0,0.0,0.0
8494911ffffffff,5.0,0.0,0.0,0.0
8494923ffffffff,3.0,0.0,0.0,0.0
8494967ffffffff,2.0,0.0,0.0,0.0
8494a93ffffffff,2.0,0.0,0.0,0.0
8494aa7ffffffff,2.0,0.0,0.0,0.0
8494ab7ffffffff,2.0,0.0,0.0,0.0
8494ae3ffffffff,13.0,0.0,0.0,1.0
8494ae7ffffffff,2.0,0.0,0.0,0.0
8494c49ffffffff,36.0,0.0,0.0,14.0
8494c5bffffffff,2.0,0.0,0.0,0.0
8494c61ffffffff,1.0,0.0,0.0,0.0
8494c91ffffffff,2.0,0.0,0.0,0.0
8494cc9ffffffff,2.0,0.0,0.0,0.0
8494cd3ffffffff,1.0,0.0,0.0,0.0
8494e21ffffffff,16.0,0.0,0.0,0.0
8494e23ffffffff,26.0,0.0,0.0,3.0
8494e25ffffffff,10.0,0.0,0.0,2.0
8494e27ffffffff,4.0,0.0,0.0,0.0
8494e29ffffffff,30.0,0.0,0.0,9.0
8494e2bffffffff,22.0,0.0,0.0,1.0
8494e2dffffffff,1.0,0.0,0.0,0.0
8494e31ffffffff,2.0,0.0,0.0,0.0
8494e35ffffffff,104.0,0.0,0.0,5.0
8494e3dffffffff,33.0,0.0,0.0,2.0
8494e81ffffffff,24.0,0.0,0.0,6.0
8494e85ffffffff,77.0,0.0,0.0,14.0
8494e87ffffffff,5.0,0.0,0.0,0.0
8494e93ffffffff,3.0,0.0,0.0,0.0
8494e9bffffffff,2.0,0.0,0.0,2.0
8494ea1ffffffff,2.0,0.0,0.0,0.0
8494ea9ffffffff,5.0,0.0,0.0,0.0
8494eadffffffff,2.0,0.0,0.0,0.0
8494eb5ffffffff,2.0,0.0,0.0,2.0
8494ed1ffffffff,7.0,0.0,0.0,2.0
8494ed3ffffffff,300.0,0.0,0.0,94.0
8494ed7ffffffff,26.0,0.0,0.0,5.0
8494edbffffffff,83.0,0.0,0.0,20.0
8494ee1ffffffff,13.0,0.0,0.0,0.0
8494ee3ffffffff,5.0,0.0,0.0,2.0
8494ee5ffffffff,1.0,0.0,0.0,0.0
8494ee7ffffffff,22.0,0.0,0.0,8.0
8494f13ffffffff,1.0,0.0,0.0,0.0
8494f21ffffffff,19.0,0.0,0.0,0.0
8494f45ffffffff,2.0,0.0,0.0,0.0
8494f47ffffffff,2.0,0.0,0.0,0.0
8494f55ffffffff,2.0,0.0,0.0,2.0
8494f5dffffffff,6.0,0.0,0.0,2.0
8494f63ffffffff,4.0,0.0,0.0,0.0
8494f65ffffffff,23.0,0.0,0.0,2.0
8494f69ffffffff,2.0,0.0,0.0,0.0
8494f6dffffffff,7.0,0.0,0.0,1.0
849c003ffffffff,6.0,0.0,0.0,4.0
849c005ffffffff,4.0,0.0,0.0,0.0
849c009ffffffff,24.0,0.0,0.0,2.0
849c00bffffffff,7.0,0.0,0.0,5.0
849c011ffffffff,9.0,0.0,0.0,2.0
849c013ffffffff,2.0,0.0,0.0,0.0
849c017ffffffff,29.0,0.0,0.0,11.0
849c019ffffffff,12.0,0.0,0.0,4.0
849c01dffffffff,4.0,0.0,0.0,2.0
849c055ffffffff,13.0,0.0,0.0,5.0
849c057ffffffff,1.0,0.0,0.0,1.0
849c059ffffffff,88.0,0.0,0.0,23.0
849c05dffffffff,287.0,0.0,0.0,73.0
849c0a1ffffffff,1.0,0.0,0.0,1.0
849c0a3ffffffff,1.0,0.0,0.0,0.0
849c0a5ffffffff,2.0,0.0,0.0,1.0
849c0a7ffffffff,1.0,0.0,0.0,1.0
849c0adffffffff,3.0,0.0,0.0,2.0
849c0cdffffffff,2.0,0.0,0.0,0.0
849c0e9ffffffff,31.0,0.0,0.0,8.0
849c0edffffffff,10.0,0.0,0.0,2.0
849c191ffffffff,291.0,0.0,0.0,28.0
849c199ffffffff,4.0,0.0,0.0,1.0
849c19bffffffff,4.0,0.0,0.0,2.0
849c19dffffffff,27.0,0.0,0.0,6.0
849c203ffffffff,58.0,0.0,0.0,18.0
849c207ffffffff,2.0,0.0,0.0,0.0
849c20bffffffff,30.0,0.0,0.0,15.0
849c211ffffffff,14.0,0.0,0.0,2.0
849c215ffffffff,56.0,0.0,0.0,7.0
849c217ffffffff,12.0,0.0,0.0,0.0
849c21bffffffff,14.0,0.0,0.0,0.0
849c21dffffffff,4.0,0.0,0.0,4.0
849c231ffffffff,432.0,0.0,0.0,56.0
849c233ffffffff,217.0,0.0,0.0,45.0
849c237ffffffff,457.0,0.0,0.0,271.0
849c239ffffffff,107.0,0.0,0.0,17.0
849c23bffffffff,272.0,0.0,0.0,39.0
849c251ffffffff,63.0,0.0,0.0,23.0
849c255ffffffff,6.0,0.0,0.0,1.0
849c257ffffffff,3.0,0.0,0.0,3.0
849c259ffffffff,20.0,0.0,0.0,3.0
849c25dffffffff,18.0,0.0,0.0,1.0
849c2c1ffffffff,2.0,0.0,0.0,0.0
849c2cbffffffff,9.0,0.0,0.0,0.0
849c2cdffffffff,10.0,0.0,0.0,2.0
849c2d1ffffffff,2.0,0.0,0.0,0.0
849c2d3ffffffff,4.0,0.0,0.0,0.0
849c2ddffffffff,31.0,0.0,0.0,6.0
849c2e1ffffffff,1.0,0.0,0.0,1.0
849c2edffffffff,1.0,0.0,0.0,0.0
849c403ffffffff,2.0,0.0,0.0,2.0
849c417ffffffff,12.0,0.0,0.0,0.0
849c43bffffffff,12.0,0.0,0.0,0.0
849c443ffffffff,2.0,0.0,0.0,0.0
849c44bffffffff,3.0,0.0,0.0,0.0
849c487ffffffff,2.0,0.0,0.0,0.0
849c491ffffffff,2.0,0.0,0.0,2.0
849c495ffffffff,6.0,0.0,0.0,2.0
849c497ffffffff,3.0,0.0,0.0,0.0
849c499ffffffff,3.0,0.0,0.0,3.0
849c4a1ffffffff,4.0,0.0,0.0,0.0
849c4a3ffffffff,8.0,0.0,0.0,0.0
849c4b3ffffffff,22.0,0.0,0.0,10.0
849c4bdffffffff,2.0,0.0,0.0,0.0
849c4e1ffffffff,6.0,0.0,0.0,2.0
849c581ffffffff,2.0,0.0,0.0,0.0
849c589ffffffff,9.0,0.0,0.0,0.0
849c5a3ffffffff,2.0,0.0,0.0,0.0
849c5a5ffffffff,8.0,0.0,0.0,2.0
849c5a7ffffffff,9.0,0.0,0.0,0.0
849c605ffffffff,2.0,0.0,0.0,0.0
849c62dffffffff,2.0,0.0,0.0,2.0
849c649ffffffff,2.0,0.0,0.0,2.0
849c661ffffffff,3.0,0.0,0.0,0.0
849c663ffffffff,3.0,0.0,0.0,0.0
849c66dffffffff,2.0,0.0,0.0,0.0
849c685ffffffff,3.0,0.0,0.0,0.0
849c693ffffffff,1.0,0.0,0.0,1.0
849c6a1ffffffff,2.0,0.0,0.0,0.0
849c6a7ffffffff,2.0,0.0,0.0,0.0
849c741ffffffff,1.0,0.0,0.0,0.0
849c743ffffffff,12.0,0.0,0.0,2.0
849c747ffffffff,6.0,0.0,0.0,0.0
849c753ffffffff,4.0,0.0,0.0,0.0
849c851ffffffff,2.0,0.0,0.0,0.0
849c85bffffffff,150.0,0.0,0.0,41.0
849c8b5ffffffff,1.0,0.0,0.0,1.0
849c993ffffffff,4.0,0.0,0.0,0.0
849c997ffffffff,4.0,0.0,0.0,0.0
849c9d3ffffffff,2.0,0.0,0.0,0.0
849c9d5ffffffff,2.0,0.0,0.0,0.0
849c9d9ffffffff,3.0,0.0,0.0,0.0
849ca61ffffffff,1.0,0.0,0.0,1.0
849ca65ffffffff,43.0,0.0,0.0,35.0
849caa1ffffffff,2.0,0.0,0.0,2.0
849caa5ffffffff,4.0,0.0,0.0,0.0
849caadffffffff,44.0,0.0,0.0,16.0
849cae7ffffffff,71.0,0.0,0.0,19.0
849cb51ffffffff,12.0,0.0,0.0,0.0
849cb59ffffffff,8.0,0.0,0.0,0.0
849cc23ffffffff,2.0,0.0,0.0,0.0
849cc25ffffffff,7.0,0.0,0.0,0.0
849cc29ffffffff,4.0,0.0,0.0,4.0
849cd17ffffffff,4.0,0.0,0.0,0.0
849cd19ffffffff,6.0,0.0,0.0,2.0
849cd31ffffffff,2.0,0.0,0.0,0.0
849cd33ffffffff,7.0,0.0,0.0,0.0
849cdabffffffff,2.0,0.0,0.0,2.0
849ce2dffffffff,4.0,0.0,0.0,2.0
849ce47ffffffff,15.0,0.0,0.0,0.0
849ce9bffffffff,32.0,0.0,0.0,3.0
849cf39ffffffff,37.0,0.0,0.0,15.0
849cf3bffffffff,26.0,0.0,0.0,16.0
849cf53ffffffff,53.0,0.0,0.0,11.0
849cf5bffffffff,2.0,0.0,0.0,0.0
849d011ffffffff,2.0,0.0,0.0,2.0
849d013ffffffff,25.0,0.0,0.0,10.0
849d01bffffffff,47.0,0.0,0.0,14.0
849d087ffffffff,2.0,0.0,0.0,0.0
849d089ffffffff,2.0,0.0,0.0,0.0
849d097ffffffff,2.0,0.0,0.0,0.0
849d0a3ffffffff,2.0,0.0,0.0,0.0
849d0abffffffff,22.0,0.0,0.0,4.0
849d0b1ffffffff,177.0,0.0,0.0,19.0
849d0b3ffffffff,5.0,0.0,0.0,0.0
849d0b5ffffffff,237.0,0.0,0.0,48.0
849d0b7ffffffff,33.0,0.0,0.0,1.0
849d0bbffffffff,4.0,0.0,0.0,0.0
849d0bdffffffff,70.0,0.0,0.0,5.0
849d0c1ffffffff,5.0,0.0,0.0,2.0
849d0c5ffffffff,12.0,0.0,0.0,2.0
849d0c7ffffffff,3.0,0.0,0.0,0.0
849d0c9ffffffff,4.0,0.0,0.0,0.0
849d0cdffffffff,85.0,0.0,0.0,11.0
849d0dbffffffff,2.0,0.0,0.0,2.0
849d0e1ffffffff,24.0,0.0,0.0,0.0
849d0e3ffffffff,13.0,0.0,0.0,2.0
849d0e9ffffffff,15.0,0.0,0.0,4.0
849d0ebffffffff,5.0,0.0,0.0,4.0
849d0edffffffff,4.0,0.0,0.0,0.0
849d211ffffffff,32.0,0.0,0.0,2.0
849d213ffffffff,5.0,0.0,0.0,2.0
849d215ffffffff,5.0,0.0,0.0,1.0
849d217ffffffff,31.0,0.0,0.0,16.0
849d219ffffffff,6.0,0.0,0.0,0.0
849d21dffffffff,44.0,0.0,0.0,2.0
849d23bffffffff,21.0,0.0,0.0,3.0
849d24bffffffff,148.0,0.0,0.0,0.0
849d251ffffffff,4.0,0.0,0.0,2.0
849d253ffffffff,10.0,0.0,0.0,2.0
849d255ffffffff,18.0,0.0,0.0,3.0
849d257ffffffff,24.0,0.0,0.0,4.0
849d259ffffffff,5.0,0.0,0.0,0.0
849d25bffffffff,1.0,0.0,0.0,0.0
849d289ffffffff,5.0,0.0,0.0,0.0
849d28bffffffff,3.0,0.0,0.0,0.0
849d295ffffffff,1.0,0.0,0.0,0.0
849d29dffffffff,2.0,0.0,0.0,0.0
849d2a1ffffffff,3.0,0.0,0.0,1.0
849d2a3ffffffff,2.0,0.0,0.0,2.0
849d2a5ffffffff,15.0,0.0,0.0,1.0
849d2abffffffff,4.0,0.0,0.0,0.0
849d2adffffffff,4.0,0.0,0.0,4.0
849d2bbffffffff,1.0,0.0,0.0,0.0
849d2bdffffffff,6.0,0.0,0.0,0.0
849d2c3ffffffff,2.0,0.0,0.0,0.0
849d2c7ffffffff,2.0,0.0,0.0,0.0
849d2c9ffffffff,2.0,0.0,0.0,0.0
849d2cdffffffff,1.0,0.0,0.0,0.0
849d2d1ffffffff,4.0,0.0,0.0,0.0
849d2d7ffffffff,8.0,0.0,0.0,0.0
849d2e7ffffffff,25.0,0.0,0.0,6.0
849d2edffffffff,1.0,0.0,0.0,0.0
849d46bffffffff,1.0,0.0,0.0,0.0
849d4a1ffffffff,9.0,0.0,0.0,0.0
849d4adffffffff,2.0,0.0,0.0,0.0
849d4e7ffffffff,3.0,0.0,0.0,0.0
849d507ffffffff,3.0,0.0,0.0,0.0
849d509ffffffff,2.0,0.0,0.0,0.0
849d521ffffffff,2.0,0.0,0.0,2.0
849d537ffffffff,3.0,0.0,0.0,0.0
849d541ffffffff,6.0,0.0,0.0,0.0
849d545ffffffff,1.0,0.0,0.0,1.0
849d565ffffffff,4.0,0.0,0.0,4.0
849d583ffffffff,2.0,0.0,0.0,0.0
849d5d9ffffffff,3.0,0.0,0.0,0.0
849d5dbffffffff,12.0,0.0,0.0,0.0
849d701ffffffff,1.0,0.0,0.0,0.0
849d70bffffffff,1.0,0.0,0.0,1.0
849d755ffffffff,1.0,0.0,0.0,0.0
849d75dffffffff,2.0,0.0,0.0,0.0
849d761ffffffff,2.0,0.0,0.0,0.0
84a631bffffffff,1.0,0.0,0.0,0.0
84a6a4dffffffff,3.0,0.0,0.0,0.0
84a6a61ffffffff,17.0,0.0,0.0,4.0
84a6a63ffffffff,2.0,0.0,0.0,0.0
84a6a69ffffffff,2.0,0.0,0.0,0.0
84a6a6bffffffff,14.0,0.0,0.0,0.0
84a6a6dffffffff,2.0,0.0,0.0,0.0
84a7829ffffffff,2.0,0.0,0.0,0.0
84a7835ffffffff,2.0,0.0,0.0,0.0
84a78a1ffffffff,4.0,0.0,0.0,0.0
84a79a3ffffffff,2.0,0.0,0.0,0.0
84a79a7ffffffff,1.0,0.0,0.0,0.0
84a79bbffffffff,1.0,0.0,0.0,0.0
84a79ddffffffff,3.0,0.0,0.0,0.0
84b89adffffffff,2.0,0.0,0.0,0.0
84b89ebffffffff,2.0,0.0,0.0,0.0
84be085ffffffff,1.0,0.0,0.0,0.0
84be089ffffffff,1.0,0.0,0.0,0.0
84be08dffffffff,40.0,0.0,0.0,3.0
84be0adffffffff,24.0,0.0,0.0,3.0
84be0e7ffffffff,5.0,0.0,0.0,0.0
84be181ffffffff,124.0,0.0,0.0,3.0
84be183ffffffff,7.0,0.0,0.0,0.0
84be185ffffffff,33.0,0.0,0.0,4.0
84be187ffffffff,16.0,0.0,0.0,6.0
84be189ffffffff,26.0,0.0,0.0,3.0
84be18bffffffff,18.0,0.0,0.0,4.0
84be199ffffffff,11.0,0.0,0.0,2.0
84be19dffffffff,9.0,0.0,0.0,0.0
84be1a1ffffffff,17.0,0.0,0.0,0.0
84be1a3ffffffff,4.0,0.0,0.0,0.0
84be1a5ffffffff,3.0,0.0,0.0,0.0
84be1a9ffffffff,52.0,0.0,0.0,5.0
84be1abffffffff,16.0,0.0,0.0,9.0
84be1b9ffffffff,2.0,0.0,0.0,0.0
84be1bdffffffff,4.0,0.0,0.0,0.0
84be1d1ffffffff,4.0,0.0,0.0,0.0
84be1d3ffffffff,30.0,0.0,0.0,6.0
84be1d5ffffffff,38.0,0.0,0.0,15.0
84be1d7ffffffff,6.0,0.0,0.0,3.0
84be1dbffffffff,10.0,0.0,0.0,0.0
84be883ffffffff,205.0,0.0,0.0,18.0
84be887ffffffff,42.0,0.0,0.0,6.0
84be88bffffffff,100.0,0.0,0.0,12.0
84be891ffffffff,15.0,0.0,0.0,0.0
84be895ffffffff,9.0,0.0,0.0,0.0
84be897ffffffff,2.0,0.0,0.0,0.0
84be899ffffffff,18.0,0.0,0.0,2.0
84be89bffffffff,21.0,0.0,0.0,1.0
84be89dffffffff,53.0,0.0,0.0,4.0
84be8b3ffffffff,6.0,0.0,0.0,0.0
84be8b5ffffffff,2.0,0.0,0.0,0.0
84be8b7ffffffff,38.0,0.0,0.0,0.0
84be8b9ffffffff,1.0,0.0,0.0,0.0
84be8bdffffffff,20.0,0.0,0.0,4.0
84be8d1ffffffff,1818.0,0.0,0.0,247.0
84be8d3ffffffff,297.0,0.0,0.0,43.0
84be8d5ffffffff,140.0,0.0,0.0,45.0
84be8d7ffffffff,95.0,0.0,0.0,7.0
84be8d9ffffffff,973.0,0.0,0.0,118.0
84be8dbffffffff,1136.0,0.0,0.0,77.0
84be8ddffffffff,160.0,0.0,0.0,31.0
84bea91ffffffff,1.0,0.0,0.0,1.0
84bea93ffffffff,5.0,0.0,0.0,4.0
84bea95ffffffff,247.0,0.0,0.0,4.0
84bea97ffffffff,48.0,0.0,0.0,10.0
84bea9bffffffff,26.0,0.0,0.0,1.0
84beab3ffffffff,207.0,0.0,0.0,24.0
84beab7ffffffff,1.0,0.0,0.0,1.0
84beabbffffffff,133.0,0.0,0.0,14.0
84bec63ffffffff,2.0,0.0,0.0,0.0
84bed07ffffffff,2.0,0.0,0.0,0.0
84bed25ffffffff,22.0,0.0,0.0,4.0
84bed2bffffffff,5.0,0.0,0.0,2.0
84bed2dffffffff,2.0,0.0,0.0,0.0
84bed33ffffffff,8.0,0.0,0.0,2.0
84bed3bffffffff,2.0,0.0,0.0,2.0
84bed41ffffffff,2.0,0.0,0.0,0.0
84bed43ffffffff,3.0,0.0,0.0,0.0
84bed45ffffffff,6.0,0.0,0.0,2.0
84bed57ffffffff,1.0,0.0,0.0,1.0
84bed59ffffffff,4.0,0.0,0.0,0.0
84bed67ffffffff,4.0,0.0,0.0,0.0
84bed6dffffffff,2.0,0.0,0.0,0.0
84bed89ffffffff,2.0,0.0,0.0,0.0
84bedb1ffffffff,2.0,0.0,0.0,0.0
84bedcbffffffff,2.0,0.0,0.0,0.0
84bedcdffffffff,2.0,0.0,0.0,0.0
84bedd1ffffffff,2.0,0.0,0.0,0.0
84bede5ffffffff,19.0,0.0,0.0,5.0
84bededffffffff,5.0,0.0,0.0,3.0
84bef01ffffffff,1.0,0.0,0.0,0.0
84bef03ffffffff,7.0,0.0,0.0,0.0
84bef05ffffffff,4.0,0.0,0.0,0.0
84bef07ffffffff,1.0,0.0,0.0,0.0
84bef0dffffffff,13.0,0.0,0.0,0.0
84bef15ffffffff,4.0,0.0,0.0,0.0
84bef21ffffffff,27.0,0.0,0.0,2.0
84bef23ffffffff,5.0,0.0,0.0,2.0
84bef25ffffffff,37.0,0.0,0.0,0.0
84bef27ffffffff,10.0,0.0,0.0,0.0
84bef2bffffffff,1.0,0.0,0.0,0.0
84bef2dffffffff,261.0,0.0,0.0,36.0
84bef3dffffffff,1.0,0.0,0.0,0.0
84bef61ffffffff,12.0,0.0,0.0,1.0
84bef63ffffffff,4.0,0.0,0.0,0.0
84bef65ffffffff,240.0,0.0,0.0,20.0
84bef67ffffffff,26.0,0.0,0.0,3.0
84bef69ffffffff,7.0,0.0,0.0,0.0
84bef6dffffffff,23.0,0.0,0.0,4.0
