cell_id,Colaptes campestris,Colaptes campestris campestris,Colaptes campestris campestroides,Colaptes campestris campestris x campestroides
8481339ffffffff,122.0,12.0,0.0,0.0
8481343ffffffff,6.0,0.0,0.0,0.0
848134dffffffff,2.0,0.0,0.0,0.0
848136bffffffff,2.0,0.0,0.0,0.0
848144bffffffff,3.0,0.0,0.0,0.0
848145dffffffff,11.0,6.0,0.0,0.0
848146bffffffff,3.0,0.0,0.0,0.0
84814e5ffffffff,3.0,0.0,0.0,0.0
8481513ffffffff,2.0,0.0,0.0,0.0
848151bffffffff,1.0,1.0,0.0,0.0
848162bffffffff,9.0,0.0,0.0,0.0
8481635ffffffff,10.0,0.0,0.0,0.0
8481701ffffffff,1.0,0.0,0.0,0.0
8481705ffffffff,2.0,0.0,0.0,0.0
8481711ffffffff,52.0,14.0,0.0,0.0
8481713ffffffff,2.0,0.0,0.0,0.0
8481729ffffffff,2.0,0.0,0.0,0.0
848173dffffffff,5.0,0.0,0.0,0.0
848175dffffffff,2.0,0.0,0.0,0.0
8481763ffffffff,2.0,0.0,0.0,0.0
84818b3ffffffff,3.0,0.0,0.0,0.0
84818bbffffffff,2.0,0.0,0.0,0.0
848b01bffffffff,9.0,0.0,0.0,0.0
848b045ffffffff,8.0,0.0,0.0,0.0
848b08bffffffff,9.0,0.0,0.0,0.0
848b0c1ffffffff,9.0,2.0,0.0,0.0
848b0c3ffffffff,3.0,0.0,0.0,0.0
848b0c7ffffffff,2.0,0.0,0.0,0.0
848b0cbffffffff,3.0,0.0,0.0,0.0
848b0cdffffffff,4.0,2.0,0.0,0.0
848b0d1ffffffff,146.0,6.0,0.0,0.0
848b0d3ffffffff,14.0,0.0,0.0,0.0
848b0d5ffffffff,15.0,0.0,0.0,0.0
848b0dbffffffff,6.0,0.0,0.0,0.0
848b0ddffffffff,4.0,0.0,0.0,0.0
848b0e5ffffffff,1.0,0.0,0.0,0.0
848b0e7ffffffff,5.0,0.0,0.0,0.0
848b105ffffffff,6.0,0.0,0.0,0.0
848b10dffffffff,5.0,0.0,0.0,0.0
848b129ffffffff,2.0,0.0,0.0,0.0
848b221ffffffff,90.0,5.0,0.0,0.0
848b223ffffffff,73.0,0.0,0.0,0.0
848b225ffffffff,12.0,0.0,0.0,0.0
848b227ffffffff,6.0,0.0,0.0,0.0
848b22dffffffff,107.0,11.0,0.0,0.0
848b235ffffffff,9.0,0.0,0.0,0.0
848b23dffffffff,8.0,0.0,0.0,0.0
848b269ffffffff,1.0,0.0,0.0,0.0
848b2a5ffffffff,50.0,3.0,0.0,0.0
848b2a7ffffffff,27.0,0.0,0.0,0.0
848b2b3ffffffff,2.0,0.0,0.0,0.0
848b2b5ffffffff,3.0,0.0,0.0,0.0
848b2bdffffffff,2.0,0.0,0.0,0.0
848b31bffffffff,5.0,0.0,0.0,0.0
848b729ffffffff,3.0,0.0,0.0,0.0
848b72dffffffff,4.0,0.0,0.0,0.0
848b761ffffffff,8.0,0.0,0.0,0.0
848b765ffffffff,4.0,0.0,0.0,0.0
848b767ffffffff,7.0,0.0,0.0,0.0
848b76bffffffff,22.0,0.0,0.0,0.0
848b76dffffffff,2.0,0.0,0.0,0.0
848b881ffffffff,2.0,0.0,0.0,0.0
848ba09ffffffff,1.0,0.0,0.0,0.0
848ba45ffffffff,3.0,0.0,0.0,0.0
848ba63ffffffff,23.0,5.0,0.0,0.0
848ba65ffffffff,3.0,3.0,0.0,0.0
848ba6dffffffff,27.0,0.0,0.0,0.0
848bb53ffffffff,2.0,0.0,0.0,0.0
848bb59ffffffff,173.0,27.0,0.0,0.0
84a5961ffffffff,12.0,0.0,0.0,0.0
84a5969ffffffff,15.0,2.0,0.0,0.0
84a8001ffffffff,9.0,0.0,0.0,0.0
84a8005ffffffff,2.0,0.0,0.0,0.0
84a8009ffffffff,8.0,0.0,0.0,0.0
84a800dffffffff,9.0,0.0,0.0,0.0
84a8011ffffffff,4.0,0.0,0.0,0.0
84a8013ffffffff,6.0,0.0,0.0,0.0
84a8019ffffffff,24.0,0.0,0.0,0.0
84a801bffffffff,91.0,0.0,0.0,0.0
84a8023ffffffff,1.0,0.0,0.0,0.0
84a8025ffffffff,12.0,0.0,0.0,0.0
84a802dffffffff,44.0,6.0,0.0,0.0
84a8033ffffffff,2.0,0.0,0.0,0.0
84a8035ffffffff,7.0,0.0,0.0,0.0
84a8037ffffffff,2.0,0.0,0.0,0.0
84a803dffffffff,7.0,0.0,0.0,0.0
84a8043ffffffff,4.0,0.0,0.0,0.0
84a8049ffffffff,46.0,6.0,0.0,0.0
84a804bffffffff,1.0,0.0,0.0,0.0
84a804dffffffff,119.0,11.0,0.0,0.0
84a8055ffffffff,10.0,0.0,0.0,0.0
84a8057ffffffff,4.0,0.0,0.0,0.0
84a805dffffffff,34.0,0.0,0.0,0.0
84a8061ffffffff,9.0,3.0,0.0,0.0
84a8063ffffffff,8.0,2.0,0.0,0.0
84a8065ffffffff,6.0,6.0,0.0,0.0
84a8067ffffffff,221.0,57.0,0.0,0.0
84a8069ffffffff,27.0,0.0,0.0,0.0
84a806dffffffff,1.0,0.0,0.0,0.0
84a808dffffffff,10.0,0.0,0.0,0.0
84a80a5ffffffff,3.0,0.0,0.0,0.0
84a80b1ffffffff,3.0,0.0,0.0,0.0
84a80c3ffffffff,23.0,0.0,0.0,0.0
84a80cdffffffff,4.0,0.0,0.0,0.0
84a80d3ffffffff,1.0,0.0,0.0,0.0
84a80d5ffffffff,3.0,0.0,0.0,0.0
84a80d9ffffffff,9.0,0.0,0.0,0.0
84a80dbffffffff,2.0,0.0,0.0,0.0
84a80e3ffffffff,6.0,0.0,0.0,0.0
84a8101ffffffff,981.0,24.0,0.0,0.0
84a8103ffffffff,222.0,33.0,0.0,0.0
84a8105ffffffff,325.0,5.0,0.0,0.0
84a8107ffffffff,252.0,7.0,0.0,0.0
84a8109ffffffff,64.0,0.0,0.0,0.0
84a810bffffffff,60.0,6.0,0.0,0.0
84a810dffffffff,2.0,0.0,0.0,0.0
84a8111ffffffff,6.0,0.0,0.0,0.0
84a8113ffffffff,45.0,6.0,0.0,0.0
84a8115ffffffff,416.0,49.0,0.0,0.0
84a8117ffffffff,74.0,3.0,0.0,0.0
84a8119ffffffff,82.0,5.0,0.0,0.0
84a811bffffffff,12.0,0.0,0.0,0.0
84a811dffffffff,50.0,2.0,0.0,0.0
84a8121ffffffff,33.0,5.0,0.0,0.0
84a8123ffffffff,177.0,20.0,0.0,0.0
84a8125ffffffff,72.0,16.0,0.0,0.0
84a8127ffffffff,382.0,78.0,0.0,0.0
84a8129ffffffff,59.0,5.0,0.0,0.0
84a812bffffffff,291.0,10.0,0.0,0.0
84a812dffffffff,12.0,0.0,0.0,0.0
84a8131ffffffff,333.0,27.0,0.0,0.0
84a8133ffffffff,8.0,0.0,0.0,0.0
84a8135ffffffff,2.0,0.0,0.0,0.0
84a8137ffffffff,2.0,0.0,0.0,0.0
84a8139ffffffff,360.0,117.0,0.0,0.0
84a813bffffffff,216.0,28.0,0.0,0.0
84a813dffffffff,34.0,0.0,0.0,0.0
84a8143ffffffff,161.0,4.0,0.0,0.0
84a8151ffffffff,2.0,0.0,0.0,0.0
84a8153ffffffff,112.0,4.0,0.0,0.0
84a8155ffffffff,121.0,5.0,0.0,0.0
84a8157ffffffff,36.0,0.0,0.0,0.0
84a815bffffffff,298.0,50.0,0.0,0.0
84a815dffffffff,3.0,0.0,0.0,0.0
84a8163ffffffff,2.0,0.0,0.0,0.0
84a8181ffffffff,4.0,0.0,0.0,0.0
84a8183ffffffff,2.0,0.0,0.0,0.0
84a8185ffffffff,39.0,0.0,0.0,0.0
84a8187ffffffff,37.0,0.0,0.0,0.0
84a8189ffffffff,2.0,0.0,0.0,0.0
84a818dffffffff,72.0,3.0,0.0,0.0
84a8191ffffffff,3.0,0.0,0.0,0.0
84a8193ffffffff,4.0,0.0,0.0,0.0
84a8195ffffffff,69.0,9.0,0.0,0.0
84a8197ffffffff,8.0,0.0,0.0,0.0
84a8199ffffffff,7.0,0.0,0.0,0.0
84a819dffffffff,1.0,0.0,0.0,0.0
84a81a1ffffffff,14.0,3.0,0.0,0.0
84a81a3ffffffff,1.0,0.0,0.0,0.0
84a81a5ffffffff,2.0,0.0,0.0,0.0
84a81a7ffffffff,2.0,0.0,0.0,0.0
84a81a9ffffffff,4.0,0.0,0.0,0.0
84a81abffffffff,14.0,0.0,0.0,0.0
84a81adffffffff,9.0,0.0,0.0,0.0
84a81b1ffffffff,15.0,0.0,0.0,0.0
84a81b3ffffffff,4.0,2.0,0.0,0.0
84a81b9ffffffff,9.0,0.0,0.0,0.0
84a81bbffffffff,18.0,0.0,0.0,0.0
84a81bdffffffff,8.0,0.0,0.0,0.0
84a81c1ffffffff,1.0,0.0,0.0,0.0
84a81c3ffffffff,11.0,0.0,0.0,0.0
84a81c5ffffffff,1.0,0.0,0.0,0.0
84a81c7ffffffff,46.0,2.0,0.0,0.0
84a81cdffffffff,494.0,1.0,0.0,0.0
84a81d1ffffffff,8.0,0.0,0.0,0.0
84a81d9ffffffff,25.0,0.0,0.0,0.0
84a81ddffffffff,5.0,0.0,0.0,0.0
84a81e1ffffffff,191.0,0.0,0.0,0.0
84a81e3ffffffff,37.0,0.0,0.0,0.0
84a81e7ffffffff,16.0,0.0,0.0,0.0
84a81e9ffffffff,391.0,6.0,0.0,0.0
84a81ebffffffff,65.0,9.0,0.0,0.0
84a81edffffffff,1429.0,32.0,0.0,0.0
84a8203ffffffff,11.0,0.0,0.0,0.0
84a8207ffffffff,2.0,0.0,0.0,0.0
84a8209ffffffff,5.0,0.0,0.0,0.0
84a8211ffffffff,9.0,0.0,0.0,0.0
84a8213ffffffff,6.0,0.0,0.0,0.0
84a8215ffffffff,11.0,0.0,0.0,0.0
84a8219ffffffff,13.0,0.0,0.0,0.0
84a821bffffffff,11.0,0.0,0.0,0.0
84a8221ffffffff,3.0,0.0,0.0,0.0
84a8225ffffffff,8.0,0.0,0.0,0.0
84a8227ffffffff,4.0,0.0,0.0,0.0
84a8229ffffffff,2.0,0.0,0.0,0.0
84a822bffffffff,19.0,10.0,0.0,0.0
84a8231ffffffff,1.0,0.0,0.0,0.0
84a8235ffffffff,6.0,0.0,0.0,0.0
84a8237ffffffff,6.0,0.0,0.0,0.0
84a823bffffffff,3.0,0.0,0.0,0.0
84a823dffffffff,2.0,0.0,0.0,0.0
84a8241ffffffff,30.0,0.0,0.0,0.0
84a8245ffffffff,61.0,0.0,0.0,0.0
84a8247ffffffff,8.0,0.0,1.0,0.0
84a824bffffffff,5.0,0.0,0.0,0.0
84a824dffffffff,1.0,0.0,0.0,0.0
84a8251ffffffff,3.0,0.0,0.0,0.0
84a8253ffffffff,3.0,0.0,0.0,0.0
84a8255ffffffff,2.0,0.0,0.0,0.0
84a8257ffffffff,38.0,0.0,0.0,0.0
84a825bffffffff,5.0,0.0,0.0,0.0
84a8261ffffffff,13.0,0.0,0.0,0.0
84a8263ffffffff,3.0,0.0,0.0,0.0
84a8265ffffffff,2.0,0.0,0.0,0.0
84a8267ffffffff,2.0,0.0,0.0,0.0
84a826dffffffff,19.0,0.0,0.0,0.0
84a8287ffffffff,2.0,0.0,0.0,0.0
84a8289ffffffff,4.0,0.0,0.0,0.0
84a8291ffffffff,6.0,0.0,0.0,0.0
84a829bffffffff,6.0,0.0,0.0,0.0
84a82a1ffffffff,3.0,0.0,0.0,0.0
84a82a5ffffffff,1.0,1.0,0.0,0.0
84a82a7ffffffff,3.0,0.0,0.0,0.0
84a82abffffffff,2.0,0.0,0.0,0.0
84a82b9ffffffff,7.0,0.0,0.0,0.0
84a82bdffffffff,20.0,0.0,0.0,0.0
84a82c3ffffffff,2.0,0.0,0.0,0.0
84a82c5ffffffff,1.0,0.0,0.0,0.0
84a82c9ffffffff,14.0,0.0,0.0,0.0
84a82cbffffffff,2.0,0.0,0.0,0.0
84a82d3ffffffff,2.0,0.0,0.0,0.0
84a82dbffffffff,18.0,0.0,0.0,0.0
84a82ddffffffff,5.0,0.0,0.0,0.0
84a82e1ffffffff,7.0,0.0,0.0,0.0
84a82e3ffffffff,5.0,0.0,0.0,0.0
84a82e7ffffffff,6.0,0.0,0.0,0.0
84a82edffffffff,1.0,0.0,0.0,0.0
84a8311ffffffff,46.0,0.0,0.0,0.0
84a8313ffffffff,73.0,2.0,0.0,0.0
84a8315ffffffff,3.0,0.0,0.0,0.0
84a8317ffffffff,11.0,0.0,0.0,0.0
84a8319ffffffff,6.0,0.0,0.0,0.0
84a831bffffffff,108.0,2.0,0.0,0.0
84a831dffffffff,7.0,3.0,0.0,0.0
84a8331ffffffff,2.0,0.0,0.0,0.0
84a8333ffffffff,23.0,2.0,0.0,0.0
84a8337ffffffff,35.0,2.0,0.0,0.0
84a833bffffffff,7.0,5.0,0.0,0.0
84a834bffffffff,2.0,0.0,0.0,0.0
84a8351ffffffff,7.0,0.0,1.0,0.0
84a8353ffffffff,46.0,2.0,0.0,0.0
84a8357ffffffff,18.0,2.0,0.0,0.0
84a8359ffffffff,6.0,0.0,0.0,0.0
84a835bffffffff,38.0,2.0,2.0,0.0
84a835dffffffff,20.0,0.0,0.0,0.0
84a8403ffffffff,20.0,0.0,0.0,0.0
84a8405ffffffff,20.0,0.0,0.0,0.0
84a840dffffffff,180.0,6.0,0.0,0.0
84a8411ffffffff,7.0,0.0,0.0,0.0
84a8413ffffffff,3.0,0.0,0.0,0.0
84a8421ffffffff,27.0,0.0,0.0,0.0
84a8425ffffffff,1.0,0.0,0.0,0.0
84a8429ffffffff,2.0,0.0,0.0,0.0
84a842bffffffff,9.0,0.0,0.0,0.0
84a8439ffffffff,10.0,0.0,0.0,0.0
84a8441ffffffff,8.0,0.0,0.0,0.0
84a8447ffffffff,2.0,0.0,0.0,0.0
84a844dffffffff,53.0,0.0,0.0,0.0
84a8461ffffffff,34.0,5.0,0.0,0.0
84a8463ffffffff,230.0,7.0,0.0,0.0
84a8465ffffffff,2.0,0.0,0.0,0.0
84a8469ffffffff,2.0,0.0,0.0,0.0
84a84a5ffffffff,2.0,2.0,0.0,0.0
84a84b5ffffffff,2.0,0.0,0.0,0.0
84a84e7ffffffff,2.0,0.0,0.0,0.0
84a8513ffffffff,2.0,0.0,0.0,0.0
84a8519ffffffff,2.0,0.0,0.0,0.0
84a8527ffffffff,2.0,0.0,0.0,0.0
84a8559ffffffff,22.0,2.0,0.0,0.0
84a855dffffffff,12.0,0.0,0.0,0.0
84a856dffffffff,6.0,0.0,0.0,0.0
84a8591ffffffff,1052.0,130.0,0.0,0.0
84a8593ffffffff,2.0,0.0,0.0,0.0
84a8597ffffffff,11.0,0.0,0.0,0.0
84a8599ffffffff,175.0,23.0,0.0,0.0
84a859bffffffff,7.0,0.0,0.0,0.0
84a85a7ffffffff,2.0,0.0,0.0,0.0
84a85b3ffffffff,1.0,0.0,0.0,0.0
84a85b7ffffffff,52.0,2.0,0.0,0.0
84a85b9ffffffff,6.0,0.0,0.0,0.0
84a85c1ffffffff,1.0,0.0,0.0,0.0
84a85c3ffffffff,1.0,0.0,0.0,0.0
84a85d3ffffffff,23.0,1.0,0.0,0.0
84a8601ffffffff,3.0,0.0,0.0,0.0
84a8605ffffffff,36.0,0.0,0.0,0.0
84a860dffffffff,20.0,0.0,0.0,0.0
84a8623ffffffff,2.0,0.0,0.0,0.0
84a8629ffffffff,19.0,0.0,0.0,0.0
84a862dffffffff,8.0,0.0,0.0,0.0
84a8639ffffffff,4.0,0.0,0.0,0.0
84a863dffffffff,2.0,0.0,0.0,0.0
84a8645ffffffff,2.0,0.0,0.0,0.0
84a8647ffffffff,2.0,0.0,0.0,0.0
84a864bffffffff,1.0,0.0,0.0,0.0
84a865bffffffff,2.0,0.0,0.0,0.0
84a8663ffffffff,2.0,0.0,0.0,0.0
84a8701ffffffff,3.0,0.0,0.0,0.0
84a8709ffffffff,2.0,0.0,0.0,0.0
84a870dffffffff,1.0,0.0,0.0,0.0
84a871bffffffff,24.0,0.0,0.0,0.0
84a8721ffffffff,4.0,0.0,0.0,0.0
84a8737ffffffff,24.0,0.0,0.0,0.0
84a8753ffffffff,6.0,0.0,0.0,0.0
84a8759ffffffff,13.0,0.0,0.0,0.0
84a875bffffffff,11.0,0.0,0.0,0.0
84a8763ffffffff,2.0,0.0,0.0,0.0
84a8765ffffffff,3.0,0.0,0.0,0.0
84a876dffffffff,19.0,1.0,0.0,0.0
84a8805ffffffff,60.0,5.0,0.0,0.0
84a8807ffffffff,24.0,0.0,0.0,0.0
84a8809ffffffff,1.0,0.0,0.0,0.0
84a880dffffffff,8.0,0.0,0.0,0.0
84a8811ffffffff,13.0,3.0,0.0,0.0
84a8813ffffffff,3.0,0.0,0.0,0.0
84a8817ffffffff,1.0,0.0,0.0,0.0
84a8819ffffffff,2.0,0.0,0.0,0.0
84a881bffffffff,59.0,0.0,0.0,0.0
84a8821ffffffff,7.0,1.0,0.0,0.0
84a8823ffffffff,2.0,0.0,0.0,0.0
84a8825ffffffff,5.0,0.0,0.0,0.0
84a8829ffffffff,3.0,0.0,0.0,0.0
84a882bffffffff,7.0,3.0,0.0,0.0
84a882dffffffff,26.0,8.0,0.0,0.0
84a8831ffffffff,3.0,0.0,0.0,0.0
84a883dffffffff,4.0,1.0,0.0,0.0
84a8843ffffffff,2.0,2.0,0.0,0.0
84a8849ffffffff,217.0,18.0,0.0,0.0
84a884bffffffff,20.0,9.0,0.0,0.0
84a884dffffffff,11.0,0.0,0.0,0.0
84a8853ffffffff,2.0,0.0,0.0,0.0
84a8857ffffffff,4.0,0.0,0.0,0.0
84a8863ffffffff,58.0,0.0,0.0,0.0
84a8867ffffffff,14.0,1.0,0.0,0.0
84a886bffffffff,4.0,0.0,0.0,0.0
84a886dffffffff,10.0,0.0,0.0,0.0
84a8887ffffffff,1.0,0.0,0.0,0.0
84a8889ffffffff,4.0,0.0,0.0,0.0
84a8895ffffffff,2.0,2.0,0.0,0.0
84a88a9ffffffff,10.0,0.0,0.0,0.0
84a88b1ffffffff,3.0,0.0,0.0,0.0
84a88bbffffffff,22.0,5.0,0.0,0.0
84a88bdffffffff,3.0,0.0,0.0,0.0
84a88c1ffffffff,3.0,0.0,0.0,0.0
84a88c3ffffffff,22.0,3.0,0.0,0.0
84a88c5ffffffff,4.0,0.0,0.0,0.0
84a88c7ffffffff,2.0,0.0,0.0,0.0
84a88cdffffffff,14.0,1.0,0.0,0.0
84a88d1ffffffff,1.0,0.0,0.0,0.0
84a88d5ffffffff,7.0,6.0,0.0,0.0
84a88ddffffffff,182.0,8.0,0.0,0.0
84a88e3ffffffff,4.0,0.0,0.0,0.0
84a88e5ffffffff,2.0,0.0,0.0,0.0
84a88e7ffffffff,1.0,0.0,0.0,0.0
84a88e9ffffffff,109.0,22.0,0.0,0.0
84a88ebffffffff,96.0,34.0,0.0,0.0
84a8911ffffffff,11.0,2.0,0.0,0.0
84a8915ffffffff,9.0,4.0,0.0,0.0
84a8917ffffffff,49.0,13.0,0.0,0.0
84a8919ffffffff,28.0,5.0,0.0,0.0
84a891bffffffff,5.0,0.0,0.0,0.0
84a891dffffffff,2.0,0.0,0.0,0.0
84a893bffffffff,8.0,0.0,0.0,0.0
84a8951ffffffff,3.0,1.0,0.0,0.0
84a8953ffffffff,16.0,0.0,0.0,0.0
84a8957ffffffff,15.0,6.0,0.0,0.0
84a895bffffffff,2.0,0.0,0.0,0.0
84a89a9ffffffff,1.0,0.0,0.0,0.0
84a89adffffffff,2.0,0.0,0.0,0.0
84a89b3ffffffff,8.0,0.0,0.0,0.0
84a89c5ffffffff,1.0,0.0,0.0,0.0
84a89ddffffffff,2.0,0.0,0.0,0.0
84a89edffffffff,2.0,0.0,0.0,0.0
84a8a03ffffffff,5.0,1.0,0.0,0.0
84a8a07ffffffff,6.0,0.0,0.0,0.0
84a8a11ffffffff,27.0,2.0,0.0,0.0
84a8a13ffffffff,221.0,39.0,0.0,0.0
84a8a15ffffffff,41.0,4.0,0.0,0.0
84a8a17ffffffff,54.0,1.0,0.0,0.0
84a8a19ffffffff,40.0,3.0,0.0,0.0
84a8a1bffffffff,32.0,5.0,0.0,0.0
84a8a1dffffffff,21.0,2.0,0.0,0.0
84a8a21ffffffff,77.0,2.0,0.0,0.0
84a8a23ffffffff,208.0,35.0,0.0,0.0
84a8a25ffffffff,1.0,0.0,0.0,0.0
84a8a27ffffffff,28.0,2.0,0.0,0.0
84a8a2bffffffff,100.0,2.0,0.0,0.0
84a8a2dffffffff,2.0,0.0,0.0,0.0
84a8a31ffffffff,9.0,0.0,0.0,0.0
84a8a33ffffffff,6.0,0.0,0.0,0.0
84a8a35ffffffff,39.0,0.0,0.0,0.0
84a8a37ffffffff,2.0,0.0,0.0,0.0
84a8a39ffffffff,10.0,0.0,0.0,0.0
84a8a3bffffffff,8.0,0.0,0.0,0.0
84a8a3dffffffff,53.0,0.0,0.0,0.0
84a8a53ffffffff,4.0,0.0,0.0,0.0
84a8a85ffffffff,9.0,0.0,0.0,0.0
84a8a89ffffffff,8.0,0.0,0.0,0.0
84a8a8bffffffff,1.0,0.0,0.0,0.0
84a8a8dffffffff,5.0,0.0,0.0,0.0
84a8a91ffffffff,88.0,24.0,0.0,0.0
84a8a93ffffffff,59.0,12.0,0.0,0.0
84a8a95ffffffff,13.0,5.0,0.0,0.0
84a8a97ffffffff,334.0,86.0,0.0,0.0
84a8aa1ffffffff,1.0,0.0,0.0,0.0
84a8aa5ffffffff,4.0,0.0,0.0,0.0
84a8aa7ffffffff,4.0,0.0,0.0,0.0
84a8aadffffffff,61.0,2.0,0.0,0.0
84a8ab1ffffffff,6.0,0.0,0.0,0.0
84a8ab5ffffffff,2.0,0.0,0.0,0.0
84a8ab9ffffffff,8.0,0.0,0.0,0.0
84a8abdffffffff,2.0,0.0,0.0,0.0
84a8ac1ffffffff,13.0,0.0,0.0,0.0
84a8ac3ffffffff,2.0,0.0,0.0,0.0
84a8ac5ffffffff,25.0,0.0,0.0,0.0
84a8ac7ffffffff,3.0,0.0,0.0,0.0
84a8ac9ffffffff,104.0,12.0,0.0,0.0
84a8acbffffffff,75.0,7.0,0.0,0.0
84a8acdffffffff,59.0,0.0,0.0,0.0
84a8ad1ffffffff,5.0,0.0,0.0,0.0
84a8ad3ffffffff,23.0,0.0,0.0,0.0
84a8ad5ffffffff,18.0,0.0,0.0,0.0
84a8ad7ffffffff,2.0,2.0,0.0,0.0
84a8ad9ffffffff,2.0,0.0,0.0,0.0
84a8adbffffffff,3.0,1.0,0.0,0.0
84a8ae1ffffffff,26.0,0.0,0.0,0.0
84a8ae3ffffffff,16.0,0.0,0.0,0.0
84a8ae5ffffffff,63.0,0.0,0.0,0.0
84a8ae7ffffffff,13.0,0.0,0.0,0.0
84a8ae9ffffffff,2.0,0.0,0.0,0.0
84a8aebffffffff,8.0,0.0,0.0,0.0
84a8b11ffffffff,7.0,0.0,0.0,0.0
84a8b13ffffffff,5.0,0.0,0.0,0.0
84a8b17ffffffff,15.0,0.0,0.0,0.0
84a8b1bffffffff,4.0,0.0,0.0,0.0
84a8c01ffffffff,34.0,9.0,0.0,0.0
84a8c03ffffffff,21.0,2.0,0.0,0.0
84a8c05ffffffff,13.0,4.0,0.0,0.0
84a8c09ffffffff,7.0,0.0,0.0,0.0
84a8c0dffffffff,26.0,3.0,0.0,0.0
84a8c15ffffffff,4.0,0.0,0.0,0.0
84a8c1dffffffff,3.0,0.0,0.0,0.0
84a8c23ffffffff,40.0,1.0,0.0,0.0
84a8c25ffffffff,181.0,81.0,0.0,0.0
84a8c27ffffffff,39.0,5.0,0.0,0.0
84a8c2bffffffff,7.0,2.0,0.0,0.0
84a8c43ffffffff,2.0,0.0,0.0,0.0
84a8c47ffffffff,7.0,0.0,0.0,0.0
84a8c6bffffffff,2.0,0.0,0.0,0.0
84a8c83ffffffff,1.0,0.0,0.0,0.0
84a8ce3ffffffff,1.0,0.0,0.0,0.0
84a8cebffffffff,2.0,1.0,0.0,0.0
84a8d05ffffffff,7.0,0.0,0.0,0.0
84a8d11ffffffff,2.0,0.0,0.0,0.0
84a8d19ffffffff,112.0,6.0,0.0,0.0
84a8d1bffffffff,65.0,4.0,0.0,0.0
84a8d1dffffffff,3.0,0.0,0.0,0.0
84a8d35ffffffff,99.0,0.0,0.0,0.0
84a8d43ffffffff,2.0,0.0,0.0,0.0
84a8d4bffffffff,4.0,0.0,0.0,0.0
84a8d53ffffffff,11.0,0.0,0.0,0.0
84a8d57ffffffff,3.0,0.0,0.0,0.0
84a8d5bffffffff,1.0,1.0,0.0,0.0
84a8d69ffffffff,4.0,0.0,0.0,0.0
84a8d9bffffffff,2.0,0.0,0.0,0.0
84a8d9dffffffff,4.0,0.0,0.0,0.0
84a8da1ffffffff,2.0,2.0,0.0,0.0
84a8da5ffffffff,2.0,0.0,0.0,0.0
84a8da9ffffffff,2.0,0.0,0.0,0.0
84a8db5ffffffff,2.0,0.0,0.0,0.0
84a8dd9ffffffff,2.0,0.0,0.0,0.0
