cell_id,Chloris sinica,Chloris sinica [sinica Group],Chloris sinica kittlitzi
842e6a3ffffffff,2.0,0.0,0.0
842e6b5ffffffff,45.0,0.0,0.0
842e6b9ffffffff,6.0,0.0,0.0
842e6bbffffffff,4.0,0.0,0.0
842e6c3ffffffff,9.0,0.0,0.0
842e6c5ffffffff,2.0,0.0,0.0
842e6c7ffffffff,18.0,0.0,0.0
842e6c9ffffffff,2.0,0.0,0.0
842e6cbffffffff,2.0,0.0,0.0
842e6d3ffffffff,1.0,0.0,0.0
842e6d5ffffffff,78.0,0.0,0.0
842e6d7ffffffff,9.0,0.0,0.0
842e6ddffffffff,3.0,0.0,0.0
842e6e1ffffffff,2.0,0.0,0.0
842e6e3ffffffff,4.0,0.0,0.0
842e6edffffffff,1.0,0.0,0.0
842e709ffffffff,2.0,0.0,0.0
842e70dffffffff,2.0,0.0,0.0
842e713ffffffff,2.0,0.0,0.0
842e729ffffffff,7.0,0.0,0.0
842e72bffffffff,4.0,0.0,0.0
842e72dffffffff,2.0,0.0,0.0
842e743ffffffff,6.0,0.0,0.0
842e745ffffffff,12.0,0.0,0.0
842e749ffffffff,52.0,0.0,0.0
842e74bffffffff,4.0,0.0,0.0
842e74dffffffff,3.0,0.0,0.0
842e751ffffffff,10.0,0.0,0.0
842e753ffffffff,1.0,0.0,0.0
842e755ffffffff,20.0,0.0,0.0
842e757ffffffff,5.0,0.0,0.0
842e759ffffffff,58.0,0.0,0.0
842e75bffffffff,3.0,0.0,0.0
842e75dffffffff,289.0,0.0,0.0
842e763ffffffff,1.0,0.0,0.0
842e767ffffffff,7.0,0.0,0.0
842e881ffffffff,9.0,0.0,0.0
842e885ffffffff,9.0,0.0,0.0
842e887ffffffff,3.0,0.0,0.0
842e889ffffffff,14.0,0.0,0.0
842e88bffffffff,22.0,0.0,0.0
842e89dffffffff,5.0,0.0,0.0
842e8a3ffffffff,11.0,0.0,0.0
842e8a7ffffffff,3.0,0.0,0.0
842e8abffffffff,3.0,0.0,0.0
842e8c3ffffffff,2.0,0.0,0.0
842e8c7ffffffff,4.0,0.0,0.0
842e8cbffffffff,3.0,0.0,0.0
842e993ffffffff,7.0,0.0,0.0
842e99bffffffff,3.0,0.0,0.0
842ea19ffffffff,3.0,0.0,0.0
842ea3dffffffff,4.0,0.0,0.0
842ea9bffffffff,1.0,0.0,0.0
842ea9dffffffff,6.0,0.0,0.0
842eac1ffffffff,21.0,2.0,0.0
842eac3ffffffff,3.0,0.0,0.0
842eac7ffffffff,19.0,0.0,0.0
842eac9ffffffff,85.0,4.0,0.0
842eacbffffffff,3.0,0.0,0.0
842ead1ffffffff,2.0,0.0,0.0
842ead3ffffffff,2.0,0.0,0.0
842ead5ffffffff,20.0,1.0,0.0
842ead9ffffffff,9.0,0.0,0.0
842eadbffffffff,2.0,0.0,0.0
842eaddffffffff,13.0,0.0,0.0
842ec03ffffffff,4.0,0.0,0.0
842ec25ffffffff,3.0,0.0,0.0
842ec2dffffffff,1.0,0.0,0.0
842ec3dffffffff,2.0,0.0,0.0
842ec95ffffffff,4.0,0.0,0.0
842ecb9ffffffff,3.0,0.0,0.0
842ed53ffffffff,2.0,0.0,0.0
842eda5ffffffff,2.0,0.0,0.0
842ee6dffffffff,1.0,0.0,0.0
842eeb1ffffffff,1.0,0.0,0.0
842eeb3ffffffff,1.0,0.0,0.0
842ef29ffffffff,3.0,0.0,0.0
842ef47ffffffff,11.0,0.0,0.0
842ef49ffffffff,2.0,0.0,0.0
842ef59ffffffff,8.0,0.0,0.0
842ef61ffffffff,10.0,0.0,0.0
842ef63ffffffff,2.0,0.0,0.0
842ef65ffffffff,3.0,0.0,0.0
842ef67ffffffff,8.0,0.0,0.0
842f433ffffffff,9.0,0.0,0.0
842f583ffffffff,1.0,0.0,0.0
842f585ffffffff,3.0,0.0,0.0
842f587ffffffff,13.0,0.0,0.0
842f595ffffffff,1.0,0.0,0.0
842f597ffffffff,6.0,0.0,0.0
842f5a1ffffffff,72.0,0.0,0.0
842f5a3ffffffff,227.0,0.0,0.0
842f5a5ffffffff,47.0,0.0,0.0
842f5a7ffffffff,17.0,0.0,0.0
842f5a9ffffffff,11.0,0.0,0.0
842f5abffffffff,223.0,0.0,0.0
842f5adffffffff,57.0,0.0,0.0
842f5b1ffffffff,33.0,0.0,0.0
842f5b3ffffffff,17.0,0.0,0.0
842f5b5ffffffff,14.0,0.0,0.0
842f5b9ffffffff,40.0,0.0,0.0
842f5bbffffffff,7.0,0.0,0.0
842f5bdffffffff,230.0,0.0,0.0
842f5d7ffffffff,65.0,0.0,0.0
8430005ffffffff,2.0,0.0,0.0
843000dffffffff,8.0,0.0,0.0
8430055ffffffff,2.0,0.0,0.0
843005dffffffff,1.0,0.0,0.0
8430063ffffffff,4.0,0.0,0.0
8430065ffffffff,1.0,0.0,0.0
8430103ffffffff,2.0,0.0,0.0
843010bffffffff,4.0,0.0,0.0
8430111ffffffff,2.0,0.0,0.0
8430115ffffffff,15.0,0.0,0.0
843012dffffffff,2.0,0.0,0.0
8430155ffffffff,1.0,0.0,0.0
843015bffffffff,18.0,0.0,0.0
84301ebffffffff,2.0,0.0,0.0
843022dffffffff,1.0,0.0,0.0
8430251ffffffff,1.0,0.0,0.0
8430259ffffffff,20.0,0.0,0.0
843025dffffffff,37.0,0.0,0.0
84302b7ffffffff,87.0,0.0,0.0
8430305ffffffff,53.0,0.0,0.0
843030dffffffff,7.0,0.0,0.0
8430325ffffffff,3.0,0.0,0.0
843032dffffffff,1.0,0.0,0.0
8430345ffffffff,4.0,0.0,0.0
8430815ffffffff,5.0,0.0,0.0
8430827ffffffff,2.0,0.0,0.0
8430833ffffffff,17.0,0.0,0.0
843083bffffffff,2.0,0.0,0.0
843084bffffffff,2.0,0.0,0.0
8430905ffffffff,1.0,0.0,0.0
8430911ffffffff,12.0,0.0,0.0
8430913ffffffff,2.0,0.0,0.0
843091dffffffff,17.0,0.0,0.0
8430929ffffffff,1.0,0.0,0.0
8430963ffffffff,3.0,0.0,0.0
8430981ffffffff,3.0,0.0,0.0
8430985ffffffff,6.0,0.0,0.0
8430987ffffffff,4.0,0.0,0.0
8430989ffffffff,3.0,0.0,0.0
843098dffffffff,18.0,0.0,0.0
8430991ffffffff,38.0,0.0,0.0
8430995ffffffff,36.0,0.0,0.0
8430997ffffffff,1.0,0.0,0.0
843099dffffffff,2.0,0.0,0.0
84309a3ffffffff,2.0,0.0,0.0
84309a5ffffffff,86.0,0.0,0.0
84309adffffffff,20.0,0.0,0.0
84309b1ffffffff,2.0,0.0,0.0
84309b3ffffffff,5.0,0.0,0.0
84309b5ffffffff,3.0,0.0,0.0
84309b9ffffffff,46.0,0.0,0.0
84309bbffffffff,11.0,1.0,0.0
84309bdffffffff,23.0,3.0,0.0
84309c7ffffffff,2.0,0.0,0.0
84309d5ffffffff,4.0,0.0,0.0
84309d7ffffffff,1.0,0.0,0.0
84309d9ffffffff,2.0,0.0,0.0
84309e3ffffffff,2.0,0.0,0.0
84309e7ffffffff,19.0,1.0,0.0
84309ebffffffff,3.0,1.0,0.0
8430a13ffffffff,4.0,0.0,0.0
8430a27ffffffff,6.0,0.0,0.0
8430a3bffffffff,8.0,0.0,0.0
8430acdffffffff,8.0,0.0,0.0
8430b03ffffffff,2.0,0.0,0.0
8430b5dffffffff,3.0,0.0,0.0
8430c05ffffffff,24.0,0.0,0.0
8430c07ffffffff,4.0,0.0,0.0
8430c09ffffffff,2.0,0.0,0.0
8430c13ffffffff,10.0,0.0,0.0
8430c15ffffffff,10.0,0.0,0.0
8430c17ffffffff,5.0,0.0,0.0
8430c19ffffffff,4.0,0.0,0.0
8430c1bffffffff,6.0,0.0,0.0
8430c29ffffffff,4.0,0.0,0.0
8430c2bffffffff,5.0,0.0,0.0
8430c2dffffffff,12.0,0.0,0.0
8430c3bffffffff,3.0,0.0,0.0
8430c41ffffffff,2.0,0.0,0.0
8430c49ffffffff,23.0,0.0,0.0
8430c4bffffffff,1.0,0.0,0.0
8430c4dffffffff,15.0,0.0,0.0
8430c57ffffffff,2.0,0.0,0.0
8430c61ffffffff,4.0,0.0,0.0
8430c63ffffffff,20.0,0.0,0.0
8430c65ffffffff,9.0,0.0,0.0
8430c67ffffffff,6.0,0.0,0.0
8430c69ffffffff,4.0,0.0,0.0
8430c6bffffffff,2.0,0.0,0.0
8430c6dffffffff,3.0,0.0,0.0
8430cb7ffffffff,1.0,0.0,0.0
8430ce5ffffffff,3.0,0.0,0.0
8430cedffffffff,6.0,0.0,0.0
8430d03ffffffff,23.0,0.0,0.0
8430d11ffffffff,37.0,0.0,0.0
8430d15ffffffff,33.0,0.0,0.0
8430d1dffffffff,21.0,0.0,0.0
8430d57ffffffff,1.0,0.0,0.0
8430d5bffffffff,5.0,0.0,0.0
8430d81ffffffff,3.0,0.0,0.0
8430d83ffffffff,3.0,0.0,0.0
8430d87ffffffff,4.0,0.0,0.0
8430d93ffffffff,7.0,0.0,0.0
8430d95ffffffff,2.0,0.0,0.0
8430d97ffffffff,27.0,0.0,0.0
8430d9bffffffff,11.0,0.0,0.0
8430dabffffffff,8.0,0.0,0.0
8430e01ffffffff,22.0,0.0,0.0
8430e03ffffffff,22.0,0.0,0.0
8430e07ffffffff,29.0,0.0,0.0
8430e09ffffffff,40.0,0.0,0.0
8430e0bffffffff,154.0,0.0,0.0
8430e0dffffffff,1.0,0.0,0.0
8430e11ffffffff,5.0,0.0,0.0
8430e13ffffffff,2.0,0.0,0.0
8430e15ffffffff,9.0,0.0,0.0
8430e17ffffffff,7.0,0.0,0.0
8430e1dffffffff,50.0,0.0,0.0
8430e23ffffffff,3.0,0.0,0.0
8430e25ffffffff,33.0,0.0,0.0
8430e29ffffffff,17.0,0.0,0.0
8430e2bffffffff,77.0,0.0,0.0
8430e31ffffffff,36.0,0.0,0.0
8430e35ffffffff,2.0,0.0,0.0
8430e37ffffffff,7.0,0.0,0.0
8430e39ffffffff,2.0,0.0,0.0
8430e3dffffffff,2.0,0.0,0.0
8430e41ffffffff,8.0,0.0,0.0
8430e43ffffffff,7.0,0.0,0.0
8430e53ffffffff,32.0,0.0,0.0
8430e55ffffffff,10.0,0.0,0.0
8430e57ffffffff,19.0,0.0,0.0
8430e81ffffffff,4.0,0.0,0.0
8430e85ffffffff,9.0,0.0,0.0
8430e87ffffffff,3.0,0.0,0.0
8430e89ffffffff,11.0,0.0,0.0
8430ea7ffffffff,25.0,0.0,0.0
8430ec1ffffffff,6.0,0.0,0.0
8430ec3ffffffff,3.0,0.0,0.0
8430ec7ffffffff,6.0,0.0,0.0
8430ecbffffffff,20.0,0.0,0.0
8430ee3ffffffff,2.0,0.0,0.0
8430ee7ffffffff,9.0,0.0,0.0
8430eebffffffff,2.0,0.0,0.0
8430eedffffffff,4.0,0.0,0.0
8430f31ffffffff,4.0,0.0,0.0
8431135ffffffff,2.0,0.0,0.0
8431183ffffffff,4.0,0.0,0.0
8431267ffffffff,1.0,0.0,0.0
84312edffffffff,2.0,0.0,0.0
8431347ffffffff,6.0,0.0,0.0
8431461ffffffff,2.0,0.0,0.0
8431503ffffffff,1.0,0.0,0.0
843155bffffffff,2.0,0.0,0.0
8431597ffffffff,9.0,0.0,0.0
84315b7ffffffff,50.0,0.0,0.0
8431611ffffffff,3.0,0.0,0.0
8431633ffffffff,3.0,0.0,0.0
843163bffffffff,2.0,0.0,0.0
8431649ffffffff,13.0,0.0,0.0
84316c1ffffffff,21.0,0.0,0.0
84316c5ffffffff,18.0,0.0,0.0
84316c7ffffffff,3.0,0.0,0.0
84316c9ffffffff,8.0,0.0,0.0
84316cdffffffff,14.0,0.0,0.0
84316e1ffffffff,6.0,0.0,0.0
84316e5ffffffff,22.0,0.0,0.0
84316e7ffffffff,10.0,0.0,0.0
8431819ffffffff,105.0,0.0,0.0
843181bffffffff,4.0,0.0,0.0
843181dffffffff,1.0,0.0,0.0
8431827ffffffff,1.0,0.0,0.0
8431839ffffffff,2.0,0.0,0.0
8431851ffffffff,62.0,0.0,0.0
8431853ffffffff,97.0,0.0,0.0
8431857ffffffff,40.0,0.0,0.0
8431859ffffffff,54.0,0.0,0.0
843185bffffffff,262.0,2.0,0.0
84318c1ffffffff,4.0,0.0,0.0
84318c7ffffffff,19.0,0.0,0.0
84318d1ffffffff,9.0,0.0,0.0
84318d3ffffffff,2.0,0.0,0.0
84318d7ffffffff,3.0,0.0,0.0
8431905ffffffff,1.0,0.0,0.0
8431909ffffffff,8.0,0.0,0.0
843190dffffffff,5.0,0.0,0.0
8431915ffffffff,2.0,0.0,0.0
8431921ffffffff,5.0,0.0,0.0
8431927ffffffff,6.0,0.0,0.0
8431997ffffffff,4.0,0.0,0.0
84319b1ffffffff,1.0,0.0,0.0
84319c9ffffffff,2.0,0.0,0.0
84319ddffffffff,3.0,0.0,0.0
8431a33ffffffff,1.0,0.0,0.0
8431a37ffffffff,4.0,0.0,0.0
8431a85ffffffff,109.0,0.0,0.0
8431a87ffffffff,31.0,0.0,0.0
8431aa1ffffffff,86.0,0.0,0.0
8431aa3ffffffff,3.0,0.0,0.0
8431aa5ffffffff,956.0,2.0,0.0
8431aa7ffffffff,60.0,0.0,0.0
8431aa9ffffffff,141.0,0.0,0.0
8431aabffffffff,60.0,0.0,0.0
8431aadffffffff,308.0,1.0,0.0
8431ab5ffffffff,2.0,0.0,0.0
8431abdffffffff,6.0,0.0,0.0
8431ae1ffffffff,3.0,0.0,0.0
8431ae3ffffffff,16.0,0.0,0.0
8431ae5ffffffff,2.0,0.0,0.0
8431ae7ffffffff,6.0,0.0,0.0
8431b41ffffffff,4.0,0.0,0.0
8431b47ffffffff,2.0,0.0,0.0
8440015ffffffff,2.0,0.0,0.0
8440035ffffffff,4.0,0.0,0.0
8440041ffffffff,2.0,0.0,0.0
8440049ffffffff,1.0,0.0,0.0
8440083ffffffff,1.0,0.0,0.0
84400a5ffffffff,4.0,0.0,0.0
84400c1ffffffff,12.0,0.0,0.0
84400c7ffffffff,1.0,0.0,0.0
8440121ffffffff,2.0,0.0,0.0
8440125ffffffff,5.0,0.0,0.0
8440133ffffffff,1.0,0.0,0.0
8440135ffffffff,2.0,0.0,0.0
844013bffffffff,2.0,0.0,0.0
8440193ffffffff,2.0,0.0,0.0
8440197ffffffff,2.0,0.0,0.0
84401dbffffffff,10.0,0.0,0.0
8440219ffffffff,1.0,0.0,0.0
844022bffffffff,4.0,0.0,0.0
844024bffffffff,1.0,0.0,0.0
84402a3ffffffff,2.0,0.0,0.0
84402d7ffffffff,2.0,0.0,0.0
844030dffffffff,6.0,0.0,0.0
8440349ffffffff,2.0,0.0,0.0
8440363ffffffff,4.0,0.0,0.0
8440439ffffffff,1.0,0.0,0.0
8440527ffffffff,2.0,0.0,0.0
844052dffffffff,8.0,0.0,0.0
844054dffffffff,2.0,0.0,0.0
84405cbffffffff,3.0,0.0,0.0
8440711ffffffff,4.0,0.0,0.0
8440717ffffffff,1.0,0.0,0.0
844076bffffffff,1.0,0.0,0.0
8440885ffffffff,4.0,0.0,0.0
8440899ffffffff,21.0,0.0,0.0
844089dffffffff,4.0,0.0,0.0
84408a9ffffffff,12.0,0.0,0.0
84408bdffffffff,1.0,0.0,0.0
84408d3ffffffff,6.0,0.0,0.0
8440909ffffffff,3.0,0.0,0.0
844090bffffffff,2.0,0.0,0.0
844090dffffffff,2.0,0.0,0.0
8440955ffffffff,2.0,0.0,0.0
844095dffffffff,4.0,0.0,0.0
844096bffffffff,2.0,0.0,0.0
8440a01ffffffff,1.0,0.0,0.0
8440a05ffffffff,9.0,0.0,0.0
8440a13ffffffff,1.0,0.0,0.0
8440a69ffffffff,10.0,0.0,0.0
8440a81ffffffff,2.0,0.0,0.0
8440a8bffffffff,2.0,0.0,0.0
8440ac5ffffffff,5.0,0.0,0.0
8440b51ffffffff,13.0,0.0,0.0
8440b53ffffffff,34.0,0.0,0.0
8440c05ffffffff,6.0,0.0,0.0
8440c27ffffffff,5.0,1.0,0.0
8440c29ffffffff,4.0,0.0,0.0
8440c2dffffffff,4.0,0.0,0.0
8440c43ffffffff,3.0,0.0,0.0
8440c45ffffffff,2.0,0.0,0.0
8440c4bffffffff,1.0,0.0,0.0
8440c4dffffffff,2.0,0.0,0.0
8440c59ffffffff,8.0,0.0,0.0
8440c61ffffffff,16.0,1.0,0.0
8440c63ffffffff,2.0,0.0,0.0
8440c67ffffffff,3.0,0.0,0.0
8440c69ffffffff,2.0,0.0,0.0
8440c6dffffffff,5.0,0.0,0.0
8440ce3ffffffff,2.0,0.0,0.0
8440d01ffffffff,2.0,0.0,0.0
8440d0dffffffff,2.0,0.0,0.0
8440da3ffffffff,2.0,0.0,0.0
8440db5ffffffff,2.0,0.0,0.0
8440dedffffffff,5.0,0.0,0.0
8440e11ffffffff,10.0,0.0,0.0
8440e13ffffffff,59.0,4.0,0.0
8440e17ffffffff,14.0,0.0,0.0
8440e27ffffffff,4.0,0.0,0.0
8440e31ffffffff,5.0,0.0,0.0
8440e35ffffffff,11.0,0.0,0.0
8440e37ffffffff,32.0,1.0,0.0
8440e39ffffffff,18.0,0.0,0.0
8440e3bffffffff,6.0,0.0,0.0
8440e3dffffffff,78.0,0.0,0.0
8440e5bffffffff,1.0,0.0,0.0
8440e5dffffffff,11.0,0.0,0.0
8440e67ffffffff,2.0,0.0,0.0
8440e69ffffffff,1.0,0.0,0.0
8440ea9ffffffff,2.0,0.0,0.0
8440ec1ffffffff,4.0,0.0,0.0
8440ec5ffffffff,2.0,0.0,0.0
8440ee9ffffffff,4.0,0.0,0.0
8440eedffffffff,8.0,0.0,0.0
8440f13ffffffff,9.0,0.0,0.0
8440f17ffffffff,3.0,0.0,0.0
8440f39ffffffff,1.0,0.0,0.0
8440f6bffffffff,1.0,0.0,0.0
844111bffffffff,2.0,0.0,0.0
8441129ffffffff,1.0,0.0,0.0
844118bffffffff,6.0,0.0,0.0
844119dffffffff,2.0,0.0,0.0
84411a3ffffffff,1.0,1.0,0.0
84411a7ffffffff,2.0,0.0,0.0
84411b5ffffffff,9.0,0.0,0.0
84411bdffffffff,3.0,0.0,0.0
84411c3ffffffff,1.0,0.0,0.0
84411c9ffffffff,9.0,0.0,0.0
84411cbffffffff,88.0,0.0,0.0
84411cdffffffff,1.0,0.0,0.0
84411d5ffffffff,4.0,0.0,0.0
84411d7ffffffff,20.0,0.0,0.0
84411ddffffffff,5.0,0.0,0.0
84411e3ffffffff,5.0,0.0,0.0
8441437ffffffff,5.0,0.0,0.0
8441539ffffffff,5.0,0.0,0.0
844153dffffffff,5.0,0.0,0.0
8441547ffffffff,1.0,0.0,0.0
84415a9ffffffff,2.0,0.0,0.0
84415cbffffffff,4.0,0.0,0.0
8441609ffffffff,7.0,0.0,0.0
844160bffffffff,2.0,0.0,0.0
844163bffffffff,1.0,0.0,0.0
8441643ffffffff,4.0,0.0,0.0
8441711ffffffff,4.0,0.0,0.0
8441717ffffffff,2.0,0.0,0.0
8441837ffffffff,9.0,0.0,0.0
8441855ffffffff,4.0,0.0,0.0
8441891ffffffff,11.0,0.0,0.0
84418a1ffffffff,2.0,0.0,0.0
84418b3ffffffff,3.0,0.0,0.0
84418c9ffffffff,2.0,0.0,0.0
8441901ffffffff,6.0,0.0,0.0
8441909ffffffff,2.0,0.0,0.0
844190bffffffff,4.0,0.0,0.0
8441911ffffffff,1.0,0.0,0.0
8441919ffffffff,9.0,0.0,0.0
8441921ffffffff,13.0,0.0,0.0
8441925ffffffff,5.0,0.0,0.0
8441929ffffffff,2.0,0.0,0.0
844192bffffffff,4.0,1.0,0.0
844192dffffffff,127.0,1.0,0.0
8441937ffffffff,1.0,0.0,0.0
8441949ffffffff,4.0,0.0,0.0
8441965ffffffff,1.0,0.0,0.0
8441967ffffffff,2.0,0.0,0.0
844198dffffffff,4.0,0.0,0.0
8441993ffffffff,3.0,0.0,0.0
84419d1ffffffff,1.0,0.0,0.0
84419d5ffffffff,1.0,0.0,0.0
84419d9ffffffff,7.0,0.0,0.0
84419dbffffffff,1.0,0.0,0.0
84419ddffffffff,35.0,1.0,0.0
8441a09ffffffff,92.0,0.0,0.0
8441a0bffffffff,4.0,0.0,0.0
8441a0dffffffff,1.0,0.0,0.0
8441a43ffffffff,613.0,0.0,0.0
8441a55ffffffff,670.0,0.0,0.0
8441a6bffffffff,2.0,0.0,0.0
8441b05ffffffff,1.0,0.0,0.0
8441b0bffffffff,2.0,0.0,0.0
8441b21ffffffff,2.0,0.0,0.0
8441b25ffffffff,2.0,0.0,0.0
8441b29ffffffff,3.0,0.0,0.0
8441b2dffffffff,12.0,0.0,0.0
8441b43ffffffff,158.0,0.0,0.0
8441b51ffffffff,20.0,0.0,0.0
8441b53ffffffff,24.0,2.0,0.0
8441b55ffffffff,154.0,0.0,0.0
8441b57ffffffff,1.0,0.0,0.0
8441b5bffffffff,2.0,0.0,0.0
8441b5dffffffff,639.0,0.0,0.0
8441b61ffffffff,9.0,0.0,0.0
8441b65ffffffff,14.0,1.0,0.0
844b26dffffffff,109.0,0.0,0.0
844b305ffffffff,1.0,0.0,0.0
844b309ffffffff,2.0,0.0,0.0
844b30bffffffff,8.0,0.0,0.0
844b30dffffffff,1.0,0.0,0.0
844b321ffffffff,2.0,0.0,0.0
844b325ffffffff,1.0,0.0,0.0
844b32dffffffff,4.0,1.0,0.0
844b349ffffffff,5.0,0.0,0.0
844b351ffffffff,8.0,0.0,0.0
844b355ffffffff,6.0,0.0,0.0
844b359ffffffff,1.0,0.0,0.0
844b35dffffffff,7.0,0.0,0.0
844b36dffffffff,2.0,0.0,0.0
844b60bffffffff,7.0,0.0,0.0
844b60dffffffff,2.0,0.0,0.0
844b61dffffffff,2.0,0.0,0.0
844b621ffffffff,33.0,0.0,0.0
844b625ffffffff,8.0,0.0,0.0
844b629ffffffff,1.0,0.0,0.0
844b62bffffffff,5.0,0.0,0.0
844b62dffffffff,2.0,0.0,0.0
844b641ffffffff,2.0,0.0,0.0
844b647ffffffff,25.0,0.0,0.0
