cell_id,Glyphorynchus spirurus,Glyphorynchus spirurus [pectoralis Group],Glyphorynchus spirurus [spirurus Group],Glyphorynchus spirurus albigularis,Glyphorynchus spirurus [cuneatus Group]
848a249ffffffff,6.0,0.0,0.0,0.0,0.0
848a2cdffffffff,2.0,0.0,0.0,0.0,0.0
848a313ffffffff,2.0,0.0,0.0,0.0,0.0
848a317ffffffff,14.0,0.0,0.0,0.0,2.0
848a337ffffffff,8.0,0.0,0.0,0.0,0.0
848a33bffffffff,10.0,0.0,0.0,0.0,0.0
848a419ffffffff,2.0,0.0,0.0,0.0,0.0
848a451ffffffff,9.0,0.0,0.0,0.0,0.0
848a459ffffffff,74.0,0.0,3.0,0.0,0.0
848a45bffffffff,24.0,0.0,0.0,0.0,0.0
848a45dffffffff,72.0,0.0,0.0,0.0,0.0
848a525ffffffff,2.0,0.0,0.0,0.0,0.0
848a565ffffffff,2.0,0.0,0.0,0.0,0.0
848a5a1ffffffff,1.0,0.0,0.0,0.0,0.0
848a637ffffffff,2.0,0.0,0.0,0.0,0.0
848a68bffffffff,16.0,0.0,0.0,0.0,0.0
848a699ffffffff,147.0,0.0,0.0,0.0,0.0
848a69dffffffff,4.0,0.0,0.0,0.0,0.0
848a6d1ffffffff,1.0,0.0,0.0,0.0,0.0
848a6d3ffffffff,27.0,0.0,0.0,0.0,0.0
848a6d7ffffffff,37.0,0.0,0.0,0.0,0.0
848a6d9ffffffff,53.0,0.0,0.0,0.0,0.0
848a6dbffffffff,271.0,0.0,0.0,0.0,0.0
848a707ffffffff,6.0,0.0,0.0,0.0,0.0
848a70bffffffff,5.0,0.0,0.0,0.0,0.0
848a73dffffffff,6.0,0.0,0.0,0.0,0.0
848a755ffffffff,3.0,0.0,0.0,0.0,0.0
848a809ffffffff,13.0,0.0,0.0,0.0,0.0
848a81bffffffff,6.0,0.0,0.0,0.0,0.0
848a827ffffffff,20.0,0.0,0.0,0.0,0.0
848a913ffffffff,2.0,0.0,0.0,0.0,0.0
848a925ffffffff,6.0,0.0,0.0,0.0,0.0
848a927ffffffff,11.0,0.0,0.0,0.0,0.0
848a9cdffffffff,18.0,0.0,0.0,0.0,0.0
848aa93ffffffff,4.0,0.0,0.0,0.0,0.0
848aa9dffffffff,2.0,0.0,0.0,0.0,0.0
848aaa3ffffffff,7.0,0.0,0.0,0.0,0.0
848aaa5ffffffff,13.0,0.0,0.0,0.0,0.0
848aaadffffffff,9.0,0.0,0.0,0.0,0.0
848aab9ffffffff,8.0,0.0,0.0,0.0,0.0
848ad13ffffffff,17.0,0.0,0.0,0.0,0.0
848ad89ffffffff,2.0,0.0,0.0,0.0,0.0
848adbbffffffff,4.0,0.0,4.0,0.0,0.0
848adc5ffffffff,13.0,0.0,0.0,0.0,0.0
848ade3ffffffff,2.0,0.0,0.0,0.0,0.0
848ae5bffffffff,3.0,0.0,0.0,0.0,0.0
848ae6dffffffff,1.0,0.0,0.0,0.0,0.0
848af09ffffffff,60.0,0.0,0.0,0.0,0.0
848af1dffffffff,1.0,0.0,0.0,0.0,0.0
848af29ffffffff,185.0,0.0,4.0,0.0,0.0
848af2bffffffff,4.0,0.0,0.0,0.0,0.0
848af2dffffffff,21.0,0.0,0.0,0.0,0.0
848af41ffffffff,57.0,0.0,0.0,0.0,4.0
848af43ffffffff,3.0,0.0,0.0,0.0,0.0
848af45ffffffff,9.0,0.0,0.0,0.0,0.0
848af61ffffffff,124.0,0.0,17.0,0.0,0.0
848af63ffffffff,243.0,0.0,8.0,0.0,0.0
848af67ffffffff,281.0,0.0,4.0,0.0,0.0
848af69ffffffff,4.0,0.0,0.0,0.0,0.0
848af6bffffffff,45.0,0.0,0.0,0.0,0.0
848b0c9ffffffff,3.0,0.0,0.0,0.0,0.0
848b1a5ffffffff,2.0,0.0,0.0,0.0,0.0
848b1cdffffffff,2.0,0.0,0.0,0.0,0.0
848b1dbffffffff,1.0,0.0,0.0,0.0,0.0
848b1e1ffffffff,2.0,0.0,0.0,0.0,0.0
848b213ffffffff,2.0,0.0,0.0,0.0,0.0
848b229ffffffff,4.0,0.0,0.0,0.0,0.0
848b23bffffffff,2.0,0.0,0.0,0.0,0.0
848b2e9ffffffff,12.0,0.0,0.0,0.0,0.0
848b401ffffffff,4.0,0.0,0.0,0.0,0.0
848b40bffffffff,2.0,0.0,0.0,0.0,0.0
848b40dffffffff,41.0,0.0,0.0,0.0,0.0
848b445ffffffff,4.0,0.0,0.0,0.0,0.0
848b447ffffffff,12.0,0.0,0.0,0.0,0.0
848b449ffffffff,13.0,0.0,0.0,0.0,0.0
848b44bffffffff,165.0,0.0,0.0,0.0,0.0
848b44dffffffff,299.0,0.0,0.0,0.0,0.0
848b459ffffffff,4.0,0.0,0.0,0.0,0.0
848b461ffffffff,1.0,0.0,0.0,0.0,0.0
848b463ffffffff,2.0,0.0,0.0,0.0,0.0
848b469ffffffff,31.0,0.0,0.0,0.0,0.0
848b46bffffffff,16.0,0.0,0.0,0.0,0.0
848b493ffffffff,4.0,0.0,0.0,0.0,0.0
848b4e5ffffffff,4.0,0.0,0.0,0.0,0.0
848b513ffffffff,2.0,0.0,0.0,0.0,0.0
848b529ffffffff,5.0,0.0,0.0,0.0,0.0
848b53dffffffff,1.0,0.0,0.0,0.0,0.0
848b567ffffffff,2.0,0.0,0.0,0.0,0.0
848b5cdffffffff,12.0,0.0,3.0,0.0,0.0
848b617ffffffff,202.0,0.0,0.0,0.0,0.0
848b623ffffffff,15.0,0.0,0.0,0.0,0.0
848b627ffffffff,44.0,0.0,0.0,0.0,0.0
848b62bffffffff,12.0,0.0,0.0,0.0,0.0
848b631ffffffff,10.0,0.0,0.0,0.0,0.0
848b633ffffffff,5.0,0.0,0.0,0.0,0.0
848b635ffffffff,11.0,0.0,0.0,0.0,0.0
848b637ffffffff,134.0,0.0,0.0,0.0,0.0
848b639ffffffff,2.0,0.0,0.0,0.0,0.0
848b63bffffffff,92.0,0.0,0.0,0.0,0.0
848b63dffffffff,7.0,0.0,0.0,0.0,0.0
848b683ffffffff,2.0,0.0,0.0,0.0,0.0
848b693ffffffff,14.0,0.0,0.0,0.0,0.0
848b695ffffffff,8.0,0.0,0.0,0.0,0.0
848b69bffffffff,2.0,0.0,0.0,0.0,0.0
848b6cbffffffff,2.0,0.0,0.0,0.0,0.0
848b6e5ffffffff,11.0,0.0,0.0,0.0,0.0
848b6e7ffffffff,36.0,0.0,0.0,0.0,0.0
848b6edffffffff,87.0,0.0,0.0,0.0,0.0
848b713ffffffff,67.0,0.0,0.0,0.0,0.0
848b717ffffffff,2.0,0.0,0.0,0.0,0.0
848b71bffffffff,21.0,0.0,0.0,0.0,0.0
848b72dffffffff,3.0,0.0,0.0,0.0,0.0
848b745ffffffff,2.0,0.0,0.0,0.0,0.0
848b75bffffffff,2.0,0.0,0.0,0.0,0.0
848b821ffffffff,2.0,0.0,0.0,0.0,0.0
848b829ffffffff,2.0,0.0,0.0,0.0,0.0
848b849ffffffff,25.0,0.0,0.0,0.0,0.0
848b881ffffffff,3.0,0.0,0.0,0.0,0.0
848b8dbffffffff,1.0,0.0,0.0,0.0,0.0
848b98bffffffff,2.0,0.0,0.0,0.0,0.0
848b98dffffffff,1.0,0.0,0.0,0.0,0.0
848b999ffffffff,13.0,0.0,0.0,0.0,0.0
848b99dffffffff,18.0,0.0,0.0,0.0,0.0
848b9c9ffffffff,1.0,0.0,0.0,0.0,0.0
848b9d1ffffffff,6.0,0.0,0.0,0.0,0.0
848b9d5ffffffff,235.0,0.0,0.0,0.0,14.0
848b9d7ffffffff,2.0,0.0,0.0,0.0,0.0
848ba09ffffffff,7.0,0.0,0.0,0.0,0.0
848e643ffffffff,1.0,0.0,0.0,0.0,0.0
848e649ffffffff,23.0,0.0,0.0,0.0,0.0
848e64bffffffff,5.0,0.0,0.0,0.0,0.0
848e651ffffffff,2.0,0.0,0.0,0.0,0.0
848f0dbffffffff,395.0,1.0,0.0,0.0,0.0
848f28dffffffff,2.0,0.0,0.0,0.0,0.0
848f291ffffffff,14.0,0.0,0.0,0.0,0.0
848f295ffffffff,57.0,0.0,0.0,0.0,0.0
848f297ffffffff,8.0,0.0,0.0,0.0,0.0
848f2a9ffffffff,9.0,0.0,0.0,0.0,0.0
848f2abffffffff,9.0,0.0,0.0,0.0,0.0
848f2b3ffffffff,2.0,0.0,0.0,0.0,0.0
848f2bbffffffff,36.0,0.0,0.0,0.0,0.0
848f2c1ffffffff,2.0,0.0,0.0,0.0,0.0
848f2c3ffffffff,17.0,0.0,0.0,0.0,0.0
848f2cbffffffff,52.0,0.0,0.0,0.0,0.0
848f2cdffffffff,71.0,0.0,0.0,0.0,0.0
848f2d5ffffffff,2.0,0.0,0.0,0.0,0.0
848f401ffffffff,93.0,0.0,0.0,0.0,0.0
848f403ffffffff,2.0,0.0,0.0,0.0,0.0
848f415ffffffff,1.0,0.0,0.0,0.0,0.0
848f41bffffffff,1.0,0.0,0.0,0.0,0.0
848f435ffffffff,4.0,0.0,0.0,0.0,0.0
848f437ffffffff,3.0,0.0,0.0,0.0,0.0
848f439ffffffff,16.0,0.0,0.0,0.0,0.0
848f44bffffffff,7.0,0.0,0.0,0.0,0.0
848f44dffffffff,1.0,0.0,0.0,0.0,0.0
848f461ffffffff,48.0,0.0,0.0,0.0,0.0
848f463ffffffff,96.0,0.0,0.0,0.0,0.0
848f465ffffffff,9.0,0.0,0.0,0.0,0.0
848f46dffffffff,4.0,0.0,0.0,0.0,0.0
848f487ffffffff,4.0,0.0,0.0,0.0,0.0
848f489ffffffff,27.0,0.0,0.0,0.0,0.0
848f48bffffffff,2.0,0.0,0.0,0.0,0.0
848f48dffffffff,5.0,0.0,0.0,0.0,0.0
848f4a5ffffffff,12.0,0.0,0.0,0.0,0.0
848f4a7ffffffff,2.0,0.0,0.0,0.0,0.0
848f4adffffffff,3.0,0.0,0.0,0.0,0.0
848f4b3ffffffff,1.0,0.0,0.0,0.0,0.0
848f4c1ffffffff,2.0,0.0,0.0,0.0,0.0
848f4c7ffffffff,7.0,0.0,0.0,0.0,0.0
848f5d3ffffffff,2.0,0.0,0.0,0.0,0.0
848f5ddffffffff,3.0,0.0,0.0,0.0,0.0
848f611ffffffff,2.0,0.0,0.0,0.0,0.0
848f613ffffffff,1.0,0.0,0.0,0.0,0.0
848f619ffffffff,52.0,0.0,0.0,0.0,0.0
848f61bffffffff,50.0,0.0,0.0,0.0,0.0
848f655ffffffff,63.0,0.0,0.0,0.0,0.0
848f657ffffffff,72.0,0.0,0.0,0.0,0.0
848f6b1ffffffff,2.0,0.0,0.0,0.0,0.0
848f6b5ffffffff,25.0,0.0,9.0,0.0,0.0
848f6e1ffffffff,2.0,0.0,0.0,0.0,0.0
848f6ebffffffff,5.0,0.0,0.0,0.0,0.0
848f6edffffffff,1.0,0.0,0.0,0.0,0.0
848f705ffffffff,25.0,0.0,0.0,0.0,0.0
848f70dffffffff,2.0,0.0,0.0,0.0,0.0
848f71bffffffff,35.0,0.0,0.0,0.0,0.0
848f71dffffffff,5.0,0.0,0.0,0.0,0.0
848f729ffffffff,307.0,0.0,28.0,0.0,0.0
848f72bffffffff,155.0,0.0,13.0,0.0,0.0
848f733ffffffff,12.0,0.0,0.0,0.0,0.0
848f737ffffffff,2.0,0.0,0.0,0.0,0.0
848f73dffffffff,2.0,0.0,2.0,0.0,0.0
848f741ffffffff,1.0,0.0,0.0,0.0,0.0
848f745ffffffff,40.0,0.0,0.0,0.0,0.0
848f74bffffffff,13.0,0.0,0.0,0.0,0.0
848f74dffffffff,7.0,0.0,0.0,0.0,0.0
848f763ffffffff,15.0,0.0,0.0,0.0,0.0
848f765ffffffff,3.0,0.0,0.0,0.0,0.0
848f76bffffffff,6.0,0.0,0.0,0.0,0.0
84a5965ffffffff,2.0,0.0,0.0,0.0,2.0
84a5969ffffffff,139.0,0.0,0.0,0.0,9.0
84a596dffffffff,2.0,0.0,0.0,0.0,0.0
84a8591ffffffff,1.0,0.0,0.0,0.0,0.0
84a85d3ffffffff,4.0,0.0,0.0,0.0,0.0
84a882dffffffff,2.0,0.0,0.0,0.0,0.0
84a8917ffffffff,53.0,0.0,0.0,0.0,1.0
84a8c97ffffffff,5.0,0.0,0.0,0.0,0.0
84b3253ffffffff,2.0,0.0,0.0,0.0,0.0
84b325bffffffff,2.0,0.0,0.0,0.0,0.0
