cell_id,Fulmarus glacialis,Fulmarus glacialis glacialis/auduboni,Fulmarus glacialis rodgersii
8416a39ffffffff,6.0,0.0,0.0
8416a3dffffffff,11.0,0.0,0.0
8416b43ffffffff,7.0,0.0,0.0
8416b47ffffffff,6.0,0.0,0.0
8416b53ffffffff,12.0,0.0,0.0
8416b55ffffffff,6.0,0.0,0.0
8416c8dffffffff,1.0,0.0,0.0
8417111ffffffff,1.0,0.0,0.0
8417113ffffffff,2.0,0.0,0.0
8417115ffffffff,2.0,0.0,0.0
8417117ffffffff,2.0,0.0,0.0
8417169ffffffff,2.0,0.0,0.0
84171c1ffffffff,2.0,0.0,0.0
84171c5ffffffff,2.0,0.0,0.0
8417411ffffffff,4.0,0.0,0.0
8417415ffffffff,2.0,0.0,0.0
841741bffffffff,40.0,0.0,0.0
8417431ffffffff,3.0,0.0,0.0
8417439ffffffff,16.0,0.0,0.0
841743dffffffff,4.0,0.0,0.0
8417509ffffffff,7.0,0.0,7.0
841750bffffffff,18.0,0.0,9.0
841750dffffffff,10.0,0.0,0.0
8417525ffffffff,19.0,0.0,2.0
841752dffffffff,18.0,0.0,0.0
8417567ffffffff,19.0,0.0,0.0
84175cdffffffff,28.0,0.0,4.0
8417693ffffffff,20.0,0.0,0.0
8417697ffffffff,8.0,0.0,0.0
84176a7ffffffff,11.0,0.0,0.0
84176b1ffffffff,9.0,0.0,0.0
84176b9ffffffff,14.0,0.0,0.0
84176bbffffffff,17.0,0.0,0.0
84176bdffffffff,18.0,0.0,0.0
841788bffffffff,6.0,0.0,0.0
84178b7ffffffff,2.0,0.0,2.0
8418011ffffffff,54.0,0.0,0.0
8418013ffffffff,14.0,0.0,0.0
8418015ffffffff,2.0,0.0,0.0
8418019ffffffff,12.0,0.0,0.0
841801dffffffff,42.0,3.0,0.0
841804bffffffff,8.0,0.0,0.0
8418051ffffffff,2.0,0.0,0.0
8418053ffffffff,253.0,105.0,0.0
8418057ffffffff,27.0,4.0,0.0
8418059ffffffff,25.0,0.0,0.0
841805bffffffff,119.0,3.0,0.0
84180c9ffffffff,4.0,0.0,0.0
84180cdffffffff,57.0,1.0,0.0
8418203ffffffff,8.0,2.0,0.0
8418209ffffffff,2.0,0.0,0.0
8418223ffffffff,5.0,0.0,0.0
8418235ffffffff,5.0,2.0,0.0
8418237ffffffff,1.0,0.0,0.0
8418239ffffffff,7.0,1.0,0.0
841823dffffffff,1.0,1.0,0.0
8418243ffffffff,9.0,0.0,0.0
8418255ffffffff,5.0,0.0,0.0
8418259ffffffff,44.0,8.0,0.0
8418281ffffffff,9.0,0.0,0.0
841828bffffffff,58.0,0.0,0.0
8418299ffffffff,94.0,0.0,0.0
84182a3ffffffff,12.0,0.0,0.0
84182a5ffffffff,2.0,0.0,0.0
84182abffffffff,13.0,0.0,0.0
84182c3ffffffff,4.0,0.0,0.0
84182c9ffffffff,59.0,0.0,0.0
84182cbffffffff,104.0,0.0,0.0
84182d3ffffffff,12.0,0.0,0.0
84182d5ffffffff,5.0,0.0,0.0
84182d9ffffffff,6.0,0.0,0.0
84182dbffffffff,2.0,0.0,0.0
84182e5ffffffff,4.0,0.0,0.0
8418411ffffffff,2.0,0.0,0.0
8418425ffffffff,2.0,0.0,0.0
8418431ffffffff,2.0,0.0,0.0
8418461ffffffff,5.0,0.0,0.0
8418465ffffffff,2.0,0.0,0.0
8418467ffffffff,4.0,0.0,0.0
841846dffffffff,20.0,0.0,0.0
8418513ffffffff,1.0,0.0,0.0
8418551ffffffff,2.0,0.0,0.0
8418553ffffffff,5.0,0.0,0.0
8418557ffffffff,16.0,0.0,0.0
841855bffffffff,1.0,0.0,0.0
841860dffffffff,2.0,0.0,0.0
8418623ffffffff,20.0,2.0,0.0
8418625ffffffff,1.0,0.0,0.0
8418627ffffffff,4.0,0.0,0.0
8418629ffffffff,54.0,14.0,0.0
841864bffffffff,3.0,0.0,0.0
841864dffffffff,2.0,0.0,0.0
8418655ffffffff,2.0,0.0,0.0
841865dffffffff,3.0,0.0,0.0
8418661ffffffff,3.0,0.0,0.0
8418667ffffffff,37.0,0.0,0.0
841866bffffffff,2.0,0.0,0.0
84186a5ffffffff,1.0,0.0,0.0
8418705ffffffff,3.0,0.0,0.0
8418709ffffffff,6.0,0.0,0.0
841870dffffffff,355.0,16.0,0.0
8418711ffffffff,2.0,0.0,0.0
8418715ffffffff,2.0,0.0,0.0
841871bffffffff,15.0,2.0,0.0
8418729ffffffff,96.0,43.0,0.0
8418733ffffffff,2.0,0.0,0.0
841873bffffffff,32.0,0.0,0.0
8418741ffffffff,21.0,5.0,0.0
8418743ffffffff,7.0,0.0,0.0
8418745ffffffff,3.0,2.0,0.0
8418747ffffffff,59.0,0.0,0.0
8418749ffffffff,12.0,0.0,0.0
8418755ffffffff,2.0,0.0,0.0
841875dffffffff,6.0,0.0,0.0
8418763ffffffff,32.0,4.0,0.0
841876bffffffff,23.0,2.0,0.0
8418a85ffffffff,2.0,0.0,0.0
8419013ffffffff,11.0,0.0,0.0
8419017ffffffff,10.0,0.0,0.0
841901bffffffff,30.0,0.0,0.0
8419053ffffffff,15.0,0.0,0.0
8419081ffffffff,4.0,0.0,0.0
8419083ffffffff,5.0,0.0,0.0
8419085ffffffff,9.0,0.0,0.0
8419087ffffffff,91.0,0.0,0.0
8419089ffffffff,4.0,0.0,0.0
841908dffffffff,6.0,0.0,0.0
8419091ffffffff,1.0,0.0,0.0
841909dffffffff,1.0,0.0,0.0
84190a9ffffffff,4.0,0.0,0.0
84190abffffffff,2.0,0.0,0.0
84190b1ffffffff,4.0,2.0,0.0
84190b3ffffffff,26.0,4.0,0.0
84190b9ffffffff,8.0,0.0,0.0
84190bbffffffff,1.0,0.0,0.0
84190bdffffffff,2.0,0.0,0.0
84190c1ffffffff,4.0,1.0,0.0
84190c5ffffffff,66.0,0.0,0.0
84190c7ffffffff,38.0,7.0,0.0
84190c9ffffffff,3.0,0.0,0.0
84190cdffffffff,23.0,0.0,0.0
84190e1ffffffff,15.0,0.0,0.0
84190e3ffffffff,9.0,0.0,0.0
84190e5ffffffff,13.0,0.0,0.0
84190ebffffffff,87.0,8.0,0.0
84191d9ffffffff,14.0,0.0,0.0
8419229ffffffff,21.0,2.0,0.0
8419261ffffffff,81.0,2.0,0.0
8419265ffffffff,99.0,0.0,0.0
8419267ffffffff,24.0,0.0,0.0
8419269ffffffff,7.0,0.0,0.0
841926bffffffff,1.0,0.0,0.0
841926dffffffff,63.0,0.0,0.0
8419281ffffffff,124.0,16.0,0.0
8419283ffffffff,16.0,0.0,0.0
8419287ffffffff,15.0,2.0,0.0
8419289ffffffff,48.0,0.0,0.0
841928dffffffff,95.0,4.0,0.0
8419293ffffffff,29.0,0.0,0.0
8419297ffffffff,50.0,2.0,0.0
8419299ffffffff,9.0,0.0,0.0
841929dffffffff,4.0,0.0,0.0
84192a1ffffffff,25.0,1.0,0.0
84192a3ffffffff,4.0,0.0,0.0
84192a7ffffffff,40.0,2.0,0.0
84192abffffffff,13.0,10.0,0.0
84192b1ffffffff,72.0,0.0,0.0
84192b3ffffffff,24.0,3.0,0.0
84192b5ffffffff,2.0,0.0,0.0
84192b7ffffffff,16.0,5.0,0.0
84192b9ffffffff,8.0,2.0,0.0
84192bbffffffff,36.0,0.0,0.0
84192c3ffffffff,16.0,0.0,0.0
84192c7ffffffff,22.0,1.0,0.0
84192cbffffffff,88.0,1.0,0.0
8419301ffffffff,1.0,0.0,0.0
8419401ffffffff,78.0,12.0,0.0
8419403ffffffff,6.0,0.0,0.0
841940dffffffff,540.0,38.0,0.0
8419411ffffffff,151.0,16.0,0.0
8419413ffffffff,13.0,0.0,0.0
8419415ffffffff,169.0,21.0,0.0
8419417ffffffff,1.0,0.0,0.0
841941bffffffff,3.0,1.0,0.0
841941dffffffff,4.0,0.0,0.0
8419445ffffffff,1.0,0.0,0.0
8419447ffffffff,2.0,0.0,0.0
8419461ffffffff,52.0,0.0,0.0
841946bffffffff,78.0,0.0,0.0
841946dffffffff,13.0,0.0,0.0
8419481ffffffff,78.0,2.0,0.0
8419483ffffffff,2.0,0.0,0.0
8419485ffffffff,113.0,0.0,0.0
841948bffffffff,13.0,0.0,0.0
841948dffffffff,1243.0,0.0,0.0
84194a1ffffffff,53.0,1.0,0.0
84194a3ffffffff,28.0,0.0,0.0
84194a7ffffffff,13.0,0.0,0.0
84194abffffffff,19.0,0.0,0.0
84194b1ffffffff,2.0,0.0,0.0
84194bbffffffff,15.0,0.0,0.0
84194bdffffffff,2.0,0.0,0.0
84194c3ffffffff,1.0,0.0,0.0
84194c5ffffffff,40.0,0.0,0.0
84194d5ffffffff,8.0,2.0,0.0
84194ddffffffff,2.0,0.0,0.0
8419501ffffffff,44.0,0.0,0.0
8419503ffffffff,2.0,0.0,0.0
8419507ffffffff,222.0,0.0,0.0
8419509ffffffff,12.0,2.0,0.0
841950dffffffff,5.0,0.0,0.0
8419511ffffffff,2.0,0.0,0.0
8419517ffffffff,29.0,0.0,0.0
841951dffffffff,4.0,0.0,0.0
8419529ffffffff,1.0,0.0,0.0
841952bffffffff,2.0,0.0,0.0
8419531ffffffff,86.0,6.0,0.0
841953bffffffff,61.0,0.0,0.0
8419561ffffffff,2.0,0.0,0.0
8419563ffffffff,14.0,0.0,0.0
8419565ffffffff,224.0,113.0,0.0
8419567ffffffff,6.0,0.0,0.0
8419569ffffffff,3.0,0.0,0.0
8419581ffffffff,5.0,0.0,0.0
8419591ffffffff,2.0,0.0,0.0
8419593ffffffff,4.0,0.0,0.0
8419597ffffffff,34.0,0.0,0.0
841959bffffffff,35.0,0.0,0.0
84195a1ffffffff,13.0,0.0,0.0
84195a3ffffffff,19.0,0.0,0.0
84195a5ffffffff,40.0,0.0,0.0
84195a7ffffffff,18.0,0.0,0.0
84195abffffffff,4.0,2.0,0.0
84195b1ffffffff,10.0,0.0,0.0
84195b7ffffffff,8.0,0.0,0.0
84195bbffffffff,124.0,10.0,0.0
84195e5ffffffff,1.0,0.0,0.0
84195e7ffffffff,2.0,0.0,0.0
8419683ffffffff,3.0,0.0,0.0
8419689ffffffff,2.0,0.0,0.0
841968bffffffff,2.0,0.0,0.0
84196b1ffffffff,2.0,0.0,0.0
84196b7ffffffff,2.0,0.0,0.0
84196e1ffffffff,5.0,0.0,0.0
84196e9ffffffff,1.0,0.0,0.0
8419717ffffffff,2.0,0.0,0.0
8419721ffffffff,29.0,0.0,0.0
8419723ffffffff,19.0,0.0,0.0
8419727ffffffff,16.0,0.0,0.0
8419729ffffffff,126.0,0.0,0.0
841972bffffffff,191.0,0.0,0.0
8419733ffffffff,34.0,0.0,0.0
8419739ffffffff,121.0,8.0,0.0
841973bffffffff,46.0,0.0,0.0
841973dffffffff,55.0,6.0,0.0
8419763ffffffff,26.0,0.0,0.0
8419769ffffffff,16.0,0.0,0.0
841976bffffffff,53.0,1.0,0.0
841a75bffffffff,2.0,0.0,0.0
841a849ffffffff,2.0,0.0,0.0
841a91bffffffff,1.0,0.0,0.0
841aa01ffffffff,2.0,0.0,0.0
841aa07ffffffff,26.0,0.0,0.0
841aa0dffffffff,1.0,0.0,0.0
841aa21ffffffff,1.0,0.0,0.0
841aa23ffffffff,2.0,0.0,0.0
841aa25ffffffff,2.0,0.0,0.0
841aa27ffffffff,8.0,0.0,0.0
841aa2dffffffff,4.0,0.0,0.0
841aa35ffffffff,2.0,0.0,0.0
841aa3dffffffff,166.0,0.0,0.0
841aa41ffffffff,2.0,0.0,0.0
841aa45ffffffff,2.0,0.0,0.0
841aa47ffffffff,6.0,0.0,0.0
841ab03ffffffff,9.0,0.0,0.0
841ab09ffffffff,1.0,0.0,0.0
841ab0bffffffff,6.0,0.0,0.0
841ab0dffffffff,2.0,0.0,0.0
841ab27ffffffff,1.0,0.0,0.0
841ab29ffffffff,2.0,0.0,0.0
841ab41ffffffff,1.0,0.0,0.0
841ab65ffffffff,1.0,0.0,0.0
841ab69ffffffff,3.0,0.0,0.0
841ab6bffffffff,2.0,0.0,0.0
841b065ffffffff,1.0,0.0,0.0
841b157ffffffff,1.0,0.0,0.0
841b1e1ffffffff,2.0,0.0,0.0
841b215ffffffff,2.0,0.0,0.0
841b231ffffffff,1.0,0.0,0.0
841b233ffffffff,1.0,0.0,0.0
841b263ffffffff,2.0,0.0,0.0
841b2c1ffffffff,1.0,0.0,0.0
841b325ffffffff,1.0,1.0,0.0
841b329ffffffff,2.0,0.0,0.0
841b351ffffffff,2.0,0.0,0.0
841b803ffffffff,1.0,0.0,0.0
841b81dffffffff,2.0,0.0,0.0
841b821ffffffff,3.0,0.0,0.0
841b823ffffffff,42.0,0.0,0.0
841b825ffffffff,1.0,0.0,0.0
841b831ffffffff,5.0,0.0,0.0
841b839ffffffff,2.0,0.0,0.0
841b83dffffffff,6.0,0.0,0.0
841b849ffffffff,2.0,0.0,0.0
841b84dffffffff,1.0,0.0,0.0
841b8e1ffffffff,2.0,0.0,0.0
841b8e7ffffffff,4.0,0.0,0.0
841b8edffffffff,1.0,0.0,0.0
841b919ffffffff,2.0,0.0,0.0
841b921ffffffff,1.0,0.0,0.0
841b92bffffffff,1.0,0.0,0.0
841b9e1ffffffff,2.0,0.0,0.0
841ba5dffffffff,3.0,0.0,0.0
841ba85ffffffff,1.0,0.0,0.0
841ba8dffffffff,1.0,0.0,0.0
841d209ffffffff,8.0,0.0,0.0
841d20dffffffff,2.0,0.0,0.0
841d253ffffffff,2.0,0.0,0.0
841d257ffffffff,1.0,0.0,0.0
841d263ffffffff,5.0,0.0,0.0
841d265ffffffff,2.0,0.0,0.0
841d269ffffffff,4.0,0.0,0.0
841d26bffffffff,3.0,0.0,0.0
841d26dffffffff,2.0,0.0,0.0
841d2c9ffffffff,1.0,0.0,0.0
841d2ddffffffff,3.0,0.0,0.0
841d32dffffffff,2.0,0.0,0.0
841d349ffffffff,1.0,0.0,0.0
841d34dffffffff,8.0,0.0,0.0
841d601ffffffff,3.0,0.0,0.0
841d619ffffffff,2.0,0.0,0.0
841d61bffffffff,3.0,0.0,0.0
841d641ffffffff,3.0,0.0,0.0
841d649ffffffff,4.0,0.0,0.0
841d64bffffffff,2.0,0.0,0.0
841d64dffffffff,1.0,0.0,0.0
841d655ffffffff,2.0,0.0,0.0
841d65dffffffff,3.0,0.0,0.0
841d661ffffffff,5.0,0.0,0.0
841d663ffffffff,3.0,0.0,0.0
841d6c9ffffffff,2.0,0.0,0.0
841d803ffffffff,1.0,0.0,0.0
841d945ffffffff,1.0,0.0,0.0
841db2dffffffff,5.0,0.0,0.0
841db47ffffffff,11.0,0.0,0.0
841db4dffffffff,2.0,0.0,0.0
841db61ffffffff,3.0,0.0,0.0
841f217ffffffff,16.0,0.0,0.0
841f233ffffffff,1.0,1.0,0.0
841f241ffffffff,2.0,1.0,0.0
841f24bffffffff,2.0,0.0,0.0
841f251ffffffff,2.0,0.0,0.0
841f257ffffffff,1.0,0.0,0.0
841f25dffffffff,16.0,7.0,0.0
841f33dffffffff,29.0,0.0,0.0
841f351ffffffff,1.0,1.0,0.0
841f355ffffffff,2.0,0.0,0.0
84222abffffffff,1.0,0.0,0.0
8422421ffffffff,1.0,0.0,0.0
84225a1ffffffff,1.0,0.0,0.0
84225a3ffffffff,8.0,0.0,0.0
84225a5ffffffff,87.0,0.0,0.0
84225a7ffffffff,29.0,0.0,0.0
84225b3ffffffff,20.0,0.0,0.0
84225b5ffffffff,31.0,0.0,0.0
84225b7ffffffff,62.0,0.0,0.0
84225bdffffffff,4.0,0.0,0.0
8422c01ffffffff,2.0,0.0,0.0
8422c05ffffffff,2.0,0.0,0.0
8422c0dffffffff,10.0,0.0,0.0
8422c25ffffffff,3.0,0.0,0.0
8422c2bffffffff,3.0,0.0,0.0
8422c31ffffffff,2.0,0.0,2.0
8422c35ffffffff,2.0,0.0,0.0
8422c47ffffffff,2.0,0.0,0.0
8422c61ffffffff,2.0,0.0,0.0
8422c6bffffffff,2.0,0.0,0.0
8422d01ffffffff,64.0,0.0,0.0
8422d03ffffffff,6.0,0.0,0.0
8422d05ffffffff,8.0,0.0,0.0
8422d09ffffffff,4.0,0.0,0.0
8422d0bffffffff,18.0,0.0,0.0
8422d0dffffffff,6.0,0.0,0.0
8422d11ffffffff,4.0,0.0,0.0
8422d15ffffffff,1.0,0.0,1.0
8422d17ffffffff,2.0,0.0,1.0
8422d1dffffffff,7.0,0.0,0.0
8422d29ffffffff,4.0,0.0,0.0
8422d37ffffffff,2.0,0.0,0.0
8422d39ffffffff,1.0,0.0,0.0
8422d53ffffffff,2.0,0.0,0.0
8422d85ffffffff,1.0,0.0,0.0
8422d87ffffffff,2.0,0.0,0.0
8422d8bffffffff,3.0,0.0,0.0
8422d95ffffffff,2.0,0.0,2.0
8422da9ffffffff,1.0,0.0,1.0
8422dabffffffff,2.0,0.0,1.0
8422db1ffffffff,6.0,0.0,0.0
8422db7ffffffff,1583.0,0.0,210.0
8422dbdffffffff,67.0,0.0,5.0
8422dc9ffffffff,4.0,0.0,0.0
8422dcbffffffff,3.0,0.0,0.0
8422dd5ffffffff,3.0,0.0,0.0
8422de1ffffffff,2.0,0.0,1.0
8422de9ffffffff,2.0,0.0,0.0
8422e05ffffffff,1.0,0.0,0.0
8422e81ffffffff,14.0,0.0,0.0
8422e83ffffffff,9.0,0.0,0.0
8422e87ffffffff,1.0,0.0,0.0
8422e8bffffffff,9.0,0.0,0.0
8422e99ffffffff,53.0,0.0,0.0
8422e9bffffffff,86.0,0.0,0.0
8422e9dffffffff,31.0,0.0,0.0
8422ea9ffffffff,19.0,0.0,0.0
8422eabffffffff,1.0,0.0,0.0
8422ed3ffffffff,10.0,0.0,0.0
8422ed5ffffffff,11.0,0.0,0.0
8422ed7ffffffff,7.0,0.0,0.0
8422ee1ffffffff,6.0,0.0,0.0
8422ee3ffffffff,26.0,0.0,0.0
8422ee7ffffffff,45.0,0.0,0.0
8428001ffffffff,30.0,0.0,0.0
8428003ffffffff,65.0,0.0,0.0
8428007ffffffff,196.0,0.0,0.0
8428009ffffffff,32.0,0.0,0.0
842800dffffffff,2.0,0.0,0.0
8428023ffffffff,45.0,0.0,0.0
842802bffffffff,101.0,0.0,0.0
8428031ffffffff,36.0,0.0,0.0
8428033ffffffff,46.0,0.0,0.0
8428035ffffffff,2.0,0.0,0.0
8428037ffffffff,4.0,0.0,0.0
8428039ffffffff,46.0,0.0,0.0
842803bffffffff,14.0,0.0,0.0
842803dffffffff,92.0,0.0,0.0
8428041ffffffff,34.0,0.0,0.0
8428045ffffffff,69.0,0.0,0.0
8428047ffffffff,203.0,0.0,0.0
8428049ffffffff,2.0,0.0,0.0
842804bffffffff,1.0,0.0,0.0
842804dffffffff,118.0,0.0,0.0
8428057ffffffff,2.0,0.0,0.0
8428063ffffffff,2.0,0.0,0.0
8428069ffffffff,83.0,0.0,0.0
842806bffffffff,307.0,0.0,0.0
84280a1ffffffff,3.0,0.0,0.0
84280a7ffffffff,2.0,0.0,0.0
84280a9ffffffff,2.0,0.0,0.0
84280e5ffffffff,3.0,0.0,0.0
84280edffffffff,3.0,0.0,0.0
842818bffffffff,2.0,0.0,0.0
8428191ffffffff,107.0,0.0,0.0
8428193ffffffff,30.0,0.0,0.0
8428195ffffffff,90.0,0.0,0.0
8428197ffffffff,88.0,0.0,0.0
8428199ffffffff,117.0,0.0,0.0
842819bffffffff,28.0,0.0,0.0
842819dffffffff,56.0,0.0,0.0
84281b3ffffffff,78.0,0.0,0.0
84281bbffffffff,10.0,0.0,0.0
84281c3ffffffff,2.0,0.0,0.0
84281cbffffffff,27.0,0.0,0.0
84281d1ffffffff,54.0,0.0,0.0
84281d3ffffffff,61.0,0.0,0.0
84281d7ffffffff,59.0,0.0,0.0
84281d9ffffffff,47.0,0.0,0.0
84281dbffffffff,9.0,0.0,0.0
84281ddffffffff,9.0,0.0,0.0
8428221ffffffff,2.0,0.0,0.0
8428225ffffffff,96.0,0.0,0.0
8428227ffffffff,10.0,0.0,0.0
8428229ffffffff,3.0,0.0,0.0
842822dffffffff,4.0,0.0,0.0
8428265ffffffff,2.0,0.0,0.0
8428309ffffffff,136.0,0.0,0.0
842830bffffffff,118.0,0.0,0.0
8428311ffffffff,30.0,0.0,8.0
8428313ffffffff,32.0,0.0,0.0
8428319ffffffff,1402.0,0.0,263.0
842831bffffffff,67.0,0.0,0.0
842831dffffffff,457.0,0.0,110.0
8428341ffffffff,251.0,0.0,2.0
8428343ffffffff,1760.0,0.0,13.0
8428349ffffffff,2370.0,0.0,0.0
842834bffffffff,66.0,0.0,0.0
842834dffffffff,7527.0,0.0,0.0
8428351ffffffff,162.0,0.0,0.0
8428353ffffffff,245.0,0.0,0.0
8428355ffffffff,3732.0,0.0,0.0
8428357ffffffff,206.0,0.0,0.0
8428359ffffffff,125.0,0.0,0.0
842835bffffffff,89.0,0.0,0.0
842835dffffffff,2755.0,0.0,17.0
8428c01ffffffff,63.0,0.0,0.0
8428c03ffffffff,12.0,0.0,1.0
8428c07ffffffff,66.0,0.0,0.0
8428c09ffffffff,16.0,0.0,0.0
8428c0dffffffff,1025.0,0.0,3.0
8428c21ffffffff,2.0,0.0,0.0
8428c23ffffffff,5.0,0.0,0.0
8428c25ffffffff,3.0,0.0,0.0
8428c27ffffffff,39.0,0.0,0.0
8428c29ffffffff,2.0,0.0,0.0
8428c2bffffffff,2.0,0.0,0.0
8428c31ffffffff,18.0,0.0,0.0
8428c33ffffffff,13.0,0.0,0.0
8428c35ffffffff,120.0,0.0,0.0
8428c37ffffffff,14.0,0.0,0.0
8428c39ffffffff,25.0,0.0,0.0
8428c3bffffffff,1.0,0.0,0.0
8428c3dffffffff,33.0,0.0,0.0
8428c41ffffffff,88.0,0.0,0.0
8428c43ffffffff,2.0,0.0,0.0
8428c45ffffffff,2.0,0.0,0.0
8428c47ffffffff,144.0,0.0,1.0
8428c49ffffffff,83.0,0.0,1.0
8428c4dffffffff,10.0,0.0,0.0
8428c61ffffffff,135.0,0.0,1.0
8428c63ffffffff,73.0,0.0,0.0
8428c69ffffffff,1.0,0.0,0.0
8428c6bffffffff,3148.0,0.0,26.0
8428c95ffffffff,3.0,0.0,0.0
8428c9bffffffff,2.0,0.0,0.0
8428ca1ffffffff,3.0,0.0,0.0
8428ca3ffffffff,17.0,0.0,0.0
8428cabffffffff,4.0,0.0,0.0
8428cadffffffff,7.0,0.0,0.0
8428cb5ffffffff,48.0,0.0,0.0
8428cb7ffffffff,10.0,0.0,0.0
8428cc3ffffffff,2.0,0.0,0.0
8428ce5ffffffff,174.0,0.0,0.0
8428ce7ffffffff,38.0,0.0,0.0
8428d11ffffffff,2.0,0.0,0.0
8428d19ffffffff,12.0,0.0,0.0
8428d1bffffffff,41.0,0.0,0.0
8428dc9ffffffff,136.0,0.0,0.0
8428dcbffffffff,5.0,0.0,0.0
8428dd1ffffffff,10.0,0.0,0.0
8428dd9ffffffff,72.0,0.0,0.0
8428ddbffffffff,42.0,0.0,0.0
8428dddffffffff,9.0,0.0,0.0
8428e09ffffffff,3.0,0.0,0.0
8428e0bffffffff,2.0,0.0,0.0
8428e21ffffffff,137.0,0.0,0.0
8428e23ffffffff,25.0,0.0,0.0
8428e25ffffffff,44.0,0.0,0.0
8428e27ffffffff,105.0,0.0,0.0
8428e29ffffffff,165.0,0.0,0.0
8428e2bffffffff,21.0,0.0,0.0
8428e2dffffffff,58.0,0.0,0.0
8428e43ffffffff,3.0,0.0,0.0
8428e45ffffffff,2.0,0.0,0.0
8428e61ffffffff,270.0,0.0,0.0
8428e63ffffffff,46.0,0.0,0.0
8428e65ffffffff,826.0,0.0,0.0
8428e67ffffffff,451.0,0.0,0.0
8428e69ffffffff,133.0,0.0,0.0
8428e6bffffffff,10.0,0.0,0.0
8428e6dffffffff,61.0,0.0,0.0
8428f11ffffffff,35.0,0.0,0.0
8428f13ffffffff,2.0,0.0,0.0
8428f17ffffffff,14.0,0.0,0.0
8428f19ffffffff,61.0,0.0,0.0
8428f1bffffffff,11.0,0.0,0.0
8428f51ffffffff,95.0,0.0,0.0
8428f57ffffffff,6.0,0.0,0.0
8428f59ffffffff,319.0,0.0,0.0
8428f5bffffffff,595.0,0.0,0.0
8429101ffffffff,4.0,0.0,0.0
8429103ffffffff,8.0,0.0,0.0
8429105ffffffff,2.0,0.0,0.0
8429107ffffffff,12.0,0.0,0.0
842910dffffffff,7.0,0.0,0.0
8429115ffffffff,1.0,0.0,0.0
8429121ffffffff,200.0,0.0,0.0
8429123ffffffff,35.0,0.0,0.0
8429125ffffffff,109.0,0.0,0.0
8429127ffffffff,491.0,0.0,0.0
8429129ffffffff,43.0,0.0,0.0
842912bffffffff,35.0,0.0,0.0
842912dffffffff,76.0,0.0,0.0
8429131ffffffff,13.0,0.0,0.0
8429133ffffffff,11.0,0.0,0.0
8429135ffffffff,39.0,0.0,0.0
8429137ffffffff,2.0,0.0,0.0
8429139ffffffff,49.0,0.0,0.0
842913bffffffff,61.0,0.0,0.0
842913dffffffff,37.0,0.0,0.0
8429161ffffffff,13.0,0.0,0.0
8429165ffffffff,44.0,0.0,0.0
8429167ffffffff,28.0,0.0,0.0
8429169ffffffff,2.0,0.0,0.0
842916bffffffff,2.0,0.0,0.0
842916dffffffff,23.0,0.0,0.0
8429181ffffffff,2.0,0.0,0.0
8429183ffffffff,6.0,0.0,0.0
8429185ffffffff,7.0,0.0,0.0
8429187ffffffff,15.0,0.0,0.0
84291a1ffffffff,36.0,0.0,0.0
84291a3ffffffff,210.0,0.0,0.0
84291a7ffffffff,287.0,0.0,0.0
84291a9ffffffff,147.0,0.0,0.0
84291abffffffff,129.0,0.0,0.0
84291b5ffffffff,302.0,0.0,5.0
84291b7ffffffff,229.0,0.0,0.0
84291bdffffffff,40.0,0.0,0.0
84291ddffffffff,2.0,0.0,0.0
84291e1ffffffff,30.0,0.0,0.0
84291e3ffffffff,4.0,0.0,0.0
84291e5ffffffff,45.0,0.0,0.0
84291e7ffffffff,86.0,0.0,0.0
84291edffffffff,39.0,0.0,0.0
8429317ffffffff,1.0,0.0,0.0
8429331ffffffff,2.0,0.0,0.0
842933bffffffff,2.0,0.0,0.0
8429a09ffffffff,2.0,0.0,0.0
8429a19ffffffff,24.0,0.0,0.0
8429a41ffffffff,711.0,0.0,0.0
8429a43ffffffff,3.0,0.0,0.0
8429a49ffffffff,476.0,0.0,0.0
8429a4bffffffff,578.0,0.0,0.0
8429a4dffffffff,29.0,0.0,0.0
8429a51ffffffff,58.0,0.0,0.0
8429a53ffffffff,123.0,0.0,0.0
8429a55ffffffff,161.0,0.0,0.0
8429a57ffffffff,249.0,0.0,0.0
8429a59ffffffff,34.0,0.0,0.0
8429a5bffffffff,17.0,0.0,0.0
8429a5dffffffff,21.0,0.0,0.0
8429ac9ffffffff,17.0,0.0,0.0
8429ad1ffffffff,64.0,0.0,0.0
8429ad3ffffffff,4.0,0.0,0.0
8429ad9ffffffff,56.0,0.0,0.0
8429adbffffffff,10.0,0.0,0.0
842a009ffffffff,2.0,0.0,0.0
842a03bffffffff,1.0,0.0,0.0
842a041ffffffff,25.0,0.0,0.0
842a04dffffffff,8.0,0.0,0.0
842a051ffffffff,39.0,0.0,0.0
842a055ffffffff,13.0,0.0,0.0
842a06bffffffff,1.0,0.0,0.0
842a06dffffffff,2.0,0.0,0.0
842a243ffffffff,7.0,0.0,0.0
842a24dffffffff,2.0,0.0,0.0
842a265ffffffff,2.0,0.0,0.0
842a26dffffffff,4.0,0.0,0.0
842a301ffffffff,82.0,0.0,0.0
842a309ffffffff,273.0,0.0,0.0
842a30bffffffff,16.0,0.0,0.0
842a30dffffffff,10.0,0.0,0.0
842a311ffffffff,41.0,0.0,0.0
842a313ffffffff,30.0,0.0,0.0
842a315ffffffff,5.0,0.0,0.0
