cell_id,Loriotus luctuosus,Loriotus luctuosus nitidissimus,Loriotus luctuosus [luctuosus Group]
84660ebffffffff,3.0,0.0,0.0
8466103ffffffff,4.0,0.0,0.0
8466105ffffffff,20.0,0.0,0.0
8466107ffffffff,549.0,0.0,0.0
8466113ffffffff,25.0,0.0,0.0
8466117ffffffff,16.0,0.0,0.0
846611dffffffff,2.0,0.0,0.0
8466123ffffffff,2.0,0.0,0.0
8466125ffffffff,2.0,0.0,0.0
8466129ffffffff,53.0,0.0,0.0
8466131ffffffff,75.0,0.0,0.0
8466135ffffffff,8.0,0.0,0.0
8466139ffffffff,744.0,0.0,0.0
846613bffffffff,15.0,0.0,0.0
846613dffffffff,34.0,0.0,0.0
8466163ffffffff,483.0,0.0,0.0
8466165ffffffff,112.0,0.0,0.0
8466167ffffffff,173.0,0.0,0.0
8466181ffffffff,6.0,0.0,0.0
8466183ffffffff,25.0,0.0,0.0
8466185ffffffff,2.0,0.0,0.0
8466189ffffffff,5.0,0.0,0.0
846618bffffffff,4.0,0.0,0.0
8466191ffffffff,68.0,0.0,0.0
8466193ffffffff,544.0,0.0,0.0
8466197ffffffff,38.0,0.0,0.0
8466199ffffffff,44.0,0.0,0.0
846619bffffffff,410.0,0.0,0.0
846619dffffffff,4.0,0.0,0.0
84661a5ffffffff,2.0,0.0,0.0
84661a7ffffffff,4.0,0.0,0.0
84661adffffffff,6.0,0.0,0.0
84661b1ffffffff,209.0,0.0,0.0
84661b3ffffffff,139.0,0.0,0.0
84661b7ffffffff,16.0,0.0,0.0
84661b9ffffffff,18.0,0.0,0.0
84661bbffffffff,16.0,0.0,0.0
84661c3ffffffff,15.0,0.0,0.0
84661c5ffffffff,4.0,0.0,0.0
84661c7ffffffff,2.0,0.0,0.0
84661c9ffffffff,10.0,0.0,0.0
84661cbffffffff,17.0,0.0,0.0
84661cdffffffff,53.0,0.0,0.0
84661d1ffffffff,76.0,0.0,0.0
84661d3ffffffff,10.0,0.0,0.0
84661d5ffffffff,4.0,0.0,0.0
84661d7ffffffff,10.0,0.0,0.0
84661d9ffffffff,6.0,0.0,0.0
84661ddffffffff,32.0,0.0,0.0
84661ebffffffff,80.0,0.0,0.0
8466205ffffffff,5.0,0.0,0.0
8466207ffffffff,10.0,0.0,0.0
846622bffffffff,108.0,0.0,0.0
8466231ffffffff,3.0,0.0,0.0
8466291ffffffff,1.0,0.0,0.0
8466293ffffffff,12.0,0.0,0.0
8466297ffffffff,3.0,0.0,0.0
8466299ffffffff,4.0,0.0,0.0
846629bffffffff,4.0,0.0,0.0
846629dffffffff,7.0,0.0,0.0
84662b5ffffffff,2.0,0.0,0.0
84662b7ffffffff,8.0,0.0,0.0
84662e1ffffffff,8.0,0.0,0.0
84662e9ffffffff,7.0,0.0,0.0
8466313ffffffff,4.0,0.0,0.0
846631bffffffff,3.0,0.0,0.0
8466411ffffffff,2.0,0.0,0.0
8466415ffffffff,3.0,0.0,0.0
846641dffffffff,2.0,0.0,0.0
8466441ffffffff,2.0,0.0,0.0
8466529ffffffff,2.0,0.0,0.0
8466545ffffffff,2.0,0.0,0.0
8466565ffffffff,4.0,0.0,0.0
846656dffffffff,70.0,0.0,0.0
84665a7ffffffff,2.0,0.0,0.0
84665abffffffff,15.0,0.0,0.0
84665bdffffffff,38.0,0.0,0.0
84665e9ffffffff,5.0,0.0,0.0
8466631ffffffff,3.0,0.0,0.0
84666b3ffffffff,1.0,0.0,0.0
8466725ffffffff,9.0,0.0,0.0
8466727ffffffff,1.0,0.0,0.0
846676dffffffff,3.0,0.0,0.0
8466a01ffffffff,34.0,0.0,0.0
8466a05ffffffff,21.0,0.0,0.0
8466a0bffffffff,463.0,0.0,0.0
8466a1dffffffff,6.0,0.0,0.0
8466a33ffffffff,2.0,0.0,0.0
8466a39ffffffff,2.0,0.0,0.0
8466a51ffffffff,7721.0,0.0,0.0
8466a53ffffffff,7.0,0.0,0.0
8466a55ffffffff,125.0,0.0,0.0
8466a57ffffffff,100.0,0.0,0.0
8466a59ffffffff,66.0,0.0,0.0
8466a5bffffffff,216.0,0.0,0.0
8466a5dffffffff,169.0,0.0,0.0
8466a65ffffffff,6.0,0.0,0.0
8466a9bffffffff,2.0,0.0,0.0
8466ad9ffffffff,1.0,0.0,0.0
8466b01ffffffff,395.0,0.0,0.0
8466b09ffffffff,341.0,0.0,0.0
8466b0bffffffff,788.0,0.0,0.0
8466b1dffffffff,7.0,0.0,0.0
8466b41ffffffff,213.0,0.0,0.0
8466b43ffffffff,136.0,0.0,0.0
8466b45ffffffff,162.0,0.0,0.0
8466b47ffffffff,156.0,0.0,0.0
8466b49ffffffff,1345.0,0.0,0.0
8466b4bffffffff,19.0,0.0,0.0
8466b4dffffffff,729.0,0.0,0.0
8466b51ffffffff,15.0,0.0,0.0
8466b53ffffffff,2.0,0.0,0.0
8466b55ffffffff,364.0,0.0,0.0
8466b57ffffffff,6.0,0.0,0.0
8466b59ffffffff,23.0,0.0,0.0
8466b5bffffffff,172.0,0.0,0.0
8466b5dffffffff,35.0,0.0,0.0
8466c01ffffffff,7.0,0.0,0.0
8466c0dffffffff,17.0,0.0,0.0
8466c21ffffffff,28.0,0.0,0.0
8466c23ffffffff,5.0,0.0,0.0
8466c27ffffffff,2.0,0.0,0.0
8466c29ffffffff,13.0,0.0,0.0
8466c2dffffffff,5.0,0.0,0.0
8466c41ffffffff,48.0,0.0,0.0
8466c45ffffffff,15.0,0.0,0.0
8466c47ffffffff,61.0,0.0,0.0
8466c49ffffffff,107.0,0.0,0.0
8466c4dffffffff,19.0,0.0,0.0
8466c5dffffffff,9.0,0.0,0.0
8466c63ffffffff,11.0,0.0,0.0
8466c6bffffffff,9.0,0.0,0.0
8466c6dffffffff,3.0,0.0,0.0
8466cc5ffffffff,2.0,0.0,0.0
8466ce1ffffffff,3.0,0.0,0.0
8466d01ffffffff,4.0,0.0,0.0
8466d03ffffffff,5.0,0.0,0.0
8466d05ffffffff,5.0,0.0,0.0
8466d07ffffffff,27.0,0.0,0.0
8466d0bffffffff,4.0,0.0,0.0
8466d13ffffffff,3.0,0.0,0.0
8466d1bffffffff,13.0,0.0,0.0
8466d23ffffffff,41.0,0.0,0.0
8466d25ffffffff,9.0,0.0,0.0
8466d27ffffffff,34.0,0.0,0.0
8466d31ffffffff,1181.0,0.0,0.0
8466d33ffffffff,3.0,0.0,0.0
8466d35ffffffff,1424.0,0.0,0.0
8466d37ffffffff,47.0,0.0,0.0
8466d39ffffffff,2.0,0.0,0.0
8466d3dffffffff,12.0,0.0,0.0
8466d51ffffffff,6.0,0.0,0.0
8466d53ffffffff,2.0,0.0,0.0
8466d57ffffffff,1.0,0.0,0.0
8466d8bffffffff,2.0,0.0,0.0
8466da1ffffffff,6.0,0.0,0.0
8466da9ffffffff,2.0,0.0,0.0
8466dadffffffff,7.0,0.0,0.0
8466db1ffffffff,1.0,0.0,0.0
8466db5ffffffff,4.0,0.0,0.0
8466dc1ffffffff,1.0,0.0,0.0
8466dc3ffffffff,37.0,0.0,0.0
8466dc7ffffffff,17.0,0.0,0.0
8466dc9ffffffff,2.0,0.0,0.0
8466dd5ffffffff,13.0,0.0,0.0
8466de1ffffffff,237.0,0.0,0.0
8466de3ffffffff,21.0,0.0,0.0
8466de7ffffffff,38.0,0.0,0.0
8466debffffffff,15.0,0.0,0.0
8466e01ffffffff,3.0,0.0,0.0
8466e03ffffffff,28.0,0.0,0.0
8466e05ffffffff,7.0,0.0,0.0
8466e0bffffffff,4.0,0.0,0.0
8466e0dffffffff,265.0,0.0,0.0
8466e15ffffffff,8.0,0.0,0.0
8466e1dffffffff,2.0,0.0,0.0
8466e21ffffffff,2.0,0.0,0.0
8466e23ffffffff,44.0,0.0,0.0
8466e27ffffffff,22.0,0.0,0.0
8466e29ffffffff,18.0,0.0,0.0
8466e2bffffffff,38.0,0.0,0.0
8466e2dffffffff,8.0,0.0,0.0
8466e37ffffffff,2.0,0.0,0.0
8466e39ffffffff,9.0,0.0,0.0
8466e3bffffffff,3.0,0.0,0.0
8466e3dffffffff,6.0,0.0,0.0
8466e41ffffffff,116.0,0.0,0.0
8466e43ffffffff,2.0,0.0,0.0
8466e45ffffffff,165.0,0.0,0.0
8466e47ffffffff,64.0,0.0,0.0
8466e49ffffffff,52.0,0.0,0.0
8466e4bffffffff,5.0,0.0,0.0
8466e4dffffffff,9.0,0.0,0.0
8466e51ffffffff,24.0,0.0,0.0
8466e55ffffffff,6.0,0.0,0.0
8466e57ffffffff,143.0,0.0,0.0
8466e59ffffffff,183.0,0.0,0.0
8466e5dffffffff,6.0,0.0,0.0
8466e63ffffffff,267.0,0.0,0.0
8466e65ffffffff,139.0,0.0,0.0
8466e67ffffffff,243.0,0.0,0.0
8466e69ffffffff,152.0,0.0,0.0
8466e6bffffffff,37.0,0.0,0.0
8466e6dffffffff,278.0,0.0,0.0
8466ec7ffffffff,7.0,0.0,0.0
8466ee5ffffffff,23.0,0.0,0.0
8466f01ffffffff,8.0,0.0,0.0
8466f03ffffffff,278.0,0.0,0.0
8466f0bffffffff,114.0,0.0,0.0
8466f15ffffffff,2.0,0.0,0.0
8466f19ffffffff,4.0,0.0,0.0
8466f1bffffffff,3.0,0.0,0.0
8466f1dffffffff,261.0,0.0,0.0
8466f51ffffffff,2.0,0.0,0.0
8466f53ffffffff,7.0,0.0,0.0
8466f57ffffffff,31.0,0.0,0.0
8466f59ffffffff,29.0,0.0,0.0
8466f5bffffffff,39.0,0.0,0.0
8466f5dffffffff,9.0,0.0,0.0
8467531ffffffff,1.0,0.0,0.0
846758dffffffff,2.0,0.0,0.0
84675a1ffffffff,1.0,0.0,0.0
84675a5ffffffff,30.0,0.0,0.0
84675a9ffffffff,9.0,0.0,0.0
84675c5ffffffff,1.0,0.0,0.0
84675c7ffffffff,2.0,0.0,0.0
84675e3ffffffff,16.0,0.0,0.0
84675e7ffffffff,4.0,0.0,0.0
8467931ffffffff,2.0,0.0,0.0
846793bffffffff,8.0,0.0,0.0
8467945ffffffff,2.0,0.0,0.0
8467961ffffffff,14.0,0.0,0.0
8467969ffffffff,8.0,0.0,0.0
84679a1ffffffff,7.0,0.0,0.0
84679a5ffffffff,335.0,0.0,0.0
84679a7ffffffff,330.0,0.0,0.0
84679adffffffff,8.0,0.0,0.0
84679b3ffffffff,2.0,0.0,0.0
84679b5ffffffff,11.0,0.0,0.0
84679b7ffffffff,236.0,0.0,0.0
846d681ffffffff,27.0,0.0,0.0
846d689ffffffff,39.0,0.0,0.0
846d68bffffffff,32.0,0.0,0.0
846d68dffffffff,19.0,0.0,0.0
846d691ffffffff,59.0,0.0,0.0
846d693ffffffff,125.0,0.0,0.0
846d697ffffffff,2773.0,0.0,0.0
846d699ffffffff,187.0,0.0,0.0
846d69bffffffff,841.0,0.0,0.0
846d69dffffffff,426.0,0.0,0.0
846d6d1ffffffff,16.0,0.0,0.0
846d6d3ffffffff,116.0,0.0,0.0
846d6d5ffffffff,2.0,0.0,0.0
8480445ffffffff,4.0,0.0,0.0
8480541ffffffff,2.0,0.0,0.0
8480619ffffffff,4.0,0.0,0.0
8480623ffffffff,1.0,0.0,0.0
8480643ffffffff,2.0,0.0,0.0
8480655ffffffff,15.0,0.0,0.0
8480745ffffffff,2.0,0.0,0.0
8480755ffffffff,1.0,0.0,0.0
8481423ffffffff,1.0,0.0,0.0
8481431ffffffff,4.0,0.0,0.0
8481459ffffffff,1.0,0.0,0.0
848145dffffffff,2.0,0.0,0.0
848146bffffffff,2.0,0.0,0.0
84814a1ffffffff,4.0,0.0,0.0
84814a9ffffffff,38.0,0.0,0.0
84814adffffffff,44.0,0.0,0.0
84814d1ffffffff,2.0,0.0,0.0
84814d5ffffffff,46.0,0.0,0.0
84814d9ffffffff,10.0,0.0,0.0
84814ddffffffff,1.0,0.0,0.0
84814e3ffffffff,31.0,0.0,0.0
84814e5ffffffff,3.0,0.0,0.0
84814e7ffffffff,50.0,0.0,0.0
8481581ffffffff,1.0,0.0,0.0
8481583ffffffff,6.0,0.0,0.0
84815a1ffffffff,2.0,0.0,0.0
84815a7ffffffff,2.0,0.0,0.0
84815abffffffff,8.0,0.0,0.0
84815d9ffffffff,6.0,0.0,0.0
84815dbffffffff,2.0,0.0,0.0
8481635ffffffff,29.0,0.0,0.0
8481637ffffffff,4.0,0.0,0.0
8481711ffffffff,30.0,0.0,0.0
848175dffffffff,2.0,0.0,0.0
848a003ffffffff,5.0,0.0,0.0
848a01dffffffff,2.0,0.0,0.0
848a049ffffffff,2.0,0.0,0.0
848a055ffffffff,1.0,0.0,0.0
848a05dffffffff,10.0,0.0,0.0
848a069ffffffff,6.0,0.0,0.0
848a155ffffffff,25.0,0.0,0.0
848a20dffffffff,2.0,0.0,0.0
848a233ffffffff,2.0,0.0,0.0
848a23bffffffff,3.0,0.0,0.0
848a249ffffffff,7.0,0.0,0.0
848a313ffffffff,2.0,0.0,0.0
848a317ffffffff,4.0,0.0,0.0
848a337ffffffff,3.0,0.0,0.0
848a459ffffffff,9.0,0.0,0.0
848a45dffffffff,19.0,0.0,0.0
848a699ffffffff,10.0,0.0,0.0
848a6d7ffffffff,3.0,0.0,0.0
848a6d9ffffffff,3.0,0.0,0.0
848a6dbffffffff,7.0,0.0,0.0
848a6e5ffffffff,3.0,0.0,0.0
848a70bffffffff,1.0,0.0,0.0
848a809ffffffff,13.0,0.0,0.0
848a921ffffffff,1.0,0.0,0.0
848a925ffffffff,9.0,0.0,0.0
848a9cdffffffff,2.0,0.0,0.0
848aa9dffffffff,4.0,0.0,0.0
848aab5ffffffff,2.0,0.0,0.0
848aacbffffffff,2.0,0.0,0.0
848aadbffffffff,2.0,0.0,0.0
848ab65ffffffff,3.0,0.0,0.0
848ac6bffffffff,1.0,0.0,0.0
848ad13ffffffff,9.0,0.0,0.0
848adbbffffffff,7.0,0.0,0.0
848ade3ffffffff,2.0,0.0,0.0
848af09ffffffff,11.0,0.0,0.0
848af29ffffffff,4.0,0.0,0.0
848af2bffffffff,14.0,0.0,0.0
848af2dffffffff,2.0,0.0,0.0
848af45ffffffff,29.0,0.0,0.0
848af63ffffffff,3.0,0.0,0.0
848af69ffffffff,7.0,0.0,0.0
848b09dffffffff,2.0,0.0,0.0
848b0c1ffffffff,1.0,0.0,0.0
848b0c9ffffffff,13.0,0.0,0.0
848b11bffffffff,2.0,0.0,0.0
848b11dffffffff,4.0,0.0,0.0
848b1dbffffffff,3.0,0.0,0.0
848b207ffffffff,2.0,0.0,0.0
848b211ffffffff,5.0,0.0,0.0
848b213ffffffff,1.0,0.0,0.0
848b223ffffffff,39.0,0.0,0.0
848b229ffffffff,2.0,0.0,0.0
848b22bffffffff,4.0,0.0,0.0
848b231ffffffff,1.0,0.0,0.0
848b23bffffffff,4.0,0.0,0.0
848b23dffffffff,4.0,0.0,0.0
848b269ffffffff,2.0,0.0,0.0
848b2c5ffffffff,2.0,0.0,0.0
848b2e9ffffffff,7.0,0.0,0.0
848b313ffffffff,2.0,0.0,0.0
848b401ffffffff,11.0,0.0,0.0
848b40bffffffff,6.0,0.0,0.0
848b40dffffffff,18.0,0.0,0.0
848b429ffffffff,2.0,0.0,0.0
848b42dffffffff,2.0,0.0,0.0
848b445ffffffff,1.0,0.0,0.0
848b447ffffffff,9.0,0.0,0.0
848b44bffffffff,188.0,0.0,0.0
848b44dffffffff,66.0,0.0,0.0
848b459ffffffff,6.0,0.0,0.0
848b469ffffffff,17.0,0.0,0.0
848b481ffffffff,1.0,0.0,0.0
848b493ffffffff,2.0,0.0,0.0
848b4e5ffffffff,9.0,0.0,0.0
848b511ffffffff,13.0,0.0,0.0
848b513ffffffff,20.0,0.0,0.0
848b525ffffffff,1.0,0.0,0.0
848b529ffffffff,8.0,0.0,0.0
848b52dffffffff,1.0,0.0,0.0
848b563ffffffff,13.0,0.0,0.0
848b567ffffffff,5.0,0.0,0.0
848b5cdffffffff,60.0,0.0,0.0
848b5e9ffffffff,2.0,0.0,0.0
848b617ffffffff,50.0,0.0,0.0
848b627ffffffff,28.0,0.0,0.0
848b631ffffffff,3.0,0.0,0.0
848b633ffffffff,8.0,0.0,0.0
848b635ffffffff,13.0,0.0,0.0
848b637ffffffff,105.0,0.0,0.0
848b63bffffffff,46.0,0.0,0.0
848b683ffffffff,4.0,0.0,0.0
848b691ffffffff,2.0,0.0,0.0
848b695ffffffff,1.0,0.0,0.0
848b697ffffffff,1.0,0.0,0.0
848b699ffffffff,2.0,0.0,0.0
848b69bffffffff,1.0,0.0,0.0
848b6c1ffffffff,1.0,0.0,0.0
848b6e5ffffffff,10.0,0.0,0.0
848b6e7ffffffff,15.0,0.0,0.0
848b6edffffffff,18.0,0.0,0.0
848b709ffffffff,4.0,0.0,0.0
848b713ffffffff,230.0,0.0,0.0
848b717ffffffff,7.0,0.0,0.0
848b71bffffffff,19.0,0.0,0.0
848b747ffffffff,5.0,0.0,0.0
848b755ffffffff,1.0,0.0,0.0
848b757ffffffff,4.0,0.0,0.0
848b76bffffffff,2.0,0.0,0.0
848b839ffffffff,3.0,0.0,0.0
848b881ffffffff,8.0,0.0,0.0
848b8a5ffffffff,3.0,0.0,0.0
848b8dbffffffff,1.0,0.0,0.0
848b98bffffffff,1.0,0.0,0.0
848b999ffffffff,28.0,0.0,0.0
848b99dffffffff,5.0,0.0,0.0
848b9d1ffffffff,15.0,0.0,0.0
848b9d5ffffffff,267.0,0.0,0.0
848b9d7ffffffff,2.0,0.0,0.0
848ba47ffffffff,6.0,0.0,0.0
848ba63ffffffff,13.0,0.0,0.0
848ba65ffffffff,1.0,0.0,0.0
848bb59ffffffff,37.0,0.0,0.0
848e643ffffffff,5.0,0.0,0.0
848e649ffffffff,1.0,0.0,0.0
848f08bffffffff,1.0,0.0,0.0
848f0d1ffffffff,55.0,0.0,0.0
848f0d5ffffffff,3.0,0.0,0.0
848f0d9ffffffff,7.0,0.0,0.0
848f0dbffffffff,544.0,0.0,0.0
848f285ffffffff,3.0,0.0,0.0
848f289ffffffff,6.0,0.0,0.0
848f28dffffffff,22.0,0.0,0.0
848f291ffffffff,9.0,0.0,0.0
848f293ffffffff,2.0,0.0,0.0
848f295ffffffff,73.0,0.0,0.0
848f297ffffffff,1.0,0.0,0.0
848f2a9ffffffff,127.0,0.0,0.0
848f2abffffffff,15.0,0.0,0.0
848f2b3ffffffff,3.0,0.0,0.0
848f2b9ffffffff,108.0,0.0,0.0
848f2bbffffffff,84.0,0.0,0.0
848f2bdffffffff,45.0,0.0,0.0
848f2c1ffffffff,1.0,0.0,0.0
848f2c3ffffffff,36.0,0.0,0.0
848f2cbffffffff,22.0,0.0,0.0
848f2cdffffffff,295.0,0.0,0.0
848f2d3ffffffff,5.0,0.0,0.0
848f401ffffffff,51.0,0.0,0.0
848f407ffffffff,10.0,0.0,0.0
848f423ffffffff,2.0,0.0,0.0
848f439ffffffff,3.0,0.0,0.0
848f447ffffffff,2.0,0.0,0.0
848f44bffffffff,2.0,0.0,0.0
848f461ffffffff,11.0,0.0,0.0
848f463ffffffff,12.0,0.0,0.0
848f465ffffffff,10.0,0.0,0.0
848f4a5ffffffff,3.0,0.0,0.0
848f4adffffffff,2.0,0.0,0.0
848f4c7ffffffff,4.0,0.0,0.0
848f559ffffffff,7.0,0.0,0.0
848f5d3ffffffff,2.0,0.0,0.0
848f613ffffffff,5.0,0.0,0.0
848f6b5ffffffff,2.0,0.0,0.0
848f71bffffffff,3.0,0.0,0.0
848f721ffffffff,7.0,0.0,0.0
848f729ffffffff,16.0,0.0,0.0
848f72bffffffff,11.0,0.0,0.0
848f733ffffffff,5.0,0.0,0.0
848f737ffffffff,3.0,0.0,0.0
848f745ffffffff,6.0,0.0,0.0
848f74dffffffff,2.0,0.0,0.0
848f763ffffffff,1.0,0.0,0.0
848f765ffffffff,17.0,0.0,0.0
848f76bffffffff,7.0,0.0,0.0
84a8591ffffffff,4.0,0.0,0.0
84b324bffffffff,3.0,0.0,0.0
