cell_id,Serpophaga subcristata,Serpophaga subcristata subcristata/straminea,Serpophaga subcristata munda
83a94efffffffff,298.0,276.0,15.0
83a950fffffffff,17.0,14.0,0.0
83a951fffffffff,20.0,17.0,0.0
83a952fffffffff,20.0,15.0,0.0
83a953fffffffff,132.0,118.0,0.0
83a954fffffffff,4.0,4.0,0.0
83a955fffffffff,15.0,10.0,0.0
83a95bfffffffff,3.0,3.0,0.0
83a95dfffffffff,39.0,35.0,4.0
83a95efffffffff,84.0,80.0,0.0
83a960fffffffff,16.0,14.0,0.0
83a961fffffffff,62.0,45.0,9.0
83a962fffffffff,273.0,249.0,0.0
83a963fffffffff,49.0,47.0,0.0
83a964fffffffff,124.0,107.0,0.0
83a965fffffffff,4.0,3.0,0.0
83a966fffffffff,6.0,4.0,0.0
83a968fffffffff,24.0,23.0,0.0
83a969fffffffff,1.0,1.0,0.0
83a96afffffffff,57.0,53.0,0.0
83a96bfffffffff,27.0,24.0,0.0
83a96cfffffffff,30.0,30.0,0.0
83a96efffffffff,78.0,72.0,0.0
83a971fffffffff,71.0,63.0,0.0
83a972fffffffff,6.0,4.0,0.0
83a973fffffffff,6.0,6.0,0.0
83a974fffffffff,15.0,15.0,0.0
83a975fffffffff,39.0,38.0,0.0
83a976fffffffff,46.0,46.0,0.0
83b209fffffffff,8.0,0.0,8.0
83b20bfffffffff,2.0,0.0,2.0
83b229fffffffff,4.0,4.0,0.0
83b22bfffffffff,2.0,0.0,2.0
83b22dfffffffff,3.0,0.0,0.0
83b240fffffffff,28.0,16.0,7.0
83b241fffffffff,102.0,85.0,11.0
83b242fffffffff,32.0,4.0,24.0
83b243fffffffff,130.0,50.0,71.0
83b245fffffffff,5.0,4.0,0.0
83b246fffffffff,21.0,6.0,14.0
83b248fffffffff,5.0,5.0,0.0
83b249fffffffff,6.0,6.0,0.0
83b24afffffffff,55.0,52.0,2.0
83b24bfffffffff,2.0,2.0,0.0
83b24cfffffffff,29.0,25.0,0.0
83b24dfffffffff,29.0,27.0,2.0
83b24efffffffff,40.0,37.0,3.0
83b251fffffffff,53.0,33.0,20.0
83b252fffffffff,4.0,0.0,0.0
83b254fffffffff,1.0,0.0,0.0
83b258fffffffff,17.0,0.0,9.0
83b259fffffffff,56.0,0.0,12.0
83b25afffffffff,4.0,0.0,1.0
83b25bfffffffff,9.0,0.0,5.0
83b25cfffffffff,53.0,2.0,42.0
83b25dfffffffff,151.0,47.0,79.0
83b25efffffffff,40.0,0.0,38.0
83b261fffffffff,21.0,21.0,0.0
83b262fffffffff,10.0,0.0,2.0
83b263fffffffff,2.0,0.0,0.0
83b266fffffffff,2.0,0.0,2.0
83b268fffffffff,41.0,36.0,0.0
83b269fffffffff,47.0,45.0,0.0
83b26afffffffff,1.0,0.0,1.0
83b26dfffffffff,36.0,30.0,2.0
83b26efffffffff,2.0,2.0,0.0
83b270fffffffff,55.0,20.0,27.0
83b271fffffffff,9.0,0.0,3.0
83b272fffffffff,14.0,0.0,13.0
83b274fffffffff,21.0,0.0,16.0
83b275fffffffff,19.0,0.0,10.0
83b276fffffffff,6.0,0.0,2.0
83b2e1fffffffff,14.0,0.0,2.0
83b2e8fffffffff,12.0,0.0,8.0
83b2e9fffffffff,42.0,0.0,39.0
83b2eafffffffff,9.0,0.0,8.0
83b2ebfffffffff,7.0,0.0,7.0
83b2ecfffffffff,19.0,0.0,16.0
83b2edfffffffff,2.0,0.0,2.0
83b2eefffffffff,82.0,0.0,78.0
83b321fffffffff,3.0,0.0,3.0
83b325fffffffff,1.0,0.0,1.0
83b32dfffffffff,12.0,0.0,12.0
83b340fffffffff,29.0,0.0,19.0
83b342fffffffff,190.0,0.0,170.0
83b343fffffffff,22.0,0.0,14.0
83b344fffffffff,8.0,0.0,8.0
83b346fffffffff,21.0,0.0,16.0
83b348fffffffff,3.0,3.0,0.0
83b349fffffffff,1.0,1.0,0.0
83b34afffffffff,2.0,2.0,0.0
83b34bfffffffff,12.0,0.0,8.0
83b34cfffffffff,7.0,4.0,3.0
83b34dfffffffff,59.0,25.0,27.0
83b351fffffffff,407.0,0.0,386.0
83b355fffffffff,9.0,0.0,8.0
83b358fffffffff,126.0,0.0,110.0
83b35afffffffff,161.0,0.0,128.0
83b35bfffffffff,85.0,0.0,68.0
83b35cfffffffff,298.0,0.0,273.0
83b35dfffffffff,15.0,0.0,10.0
83b35efffffffff,747.0,0.0,622.0
83b360fffffffff,2.0,2.0,0.0
83b362fffffffff,27.0,4.0,15.0
83b363fffffffff,2.0,0.0,2.0
83b366fffffffff,80.0,14.0,58.0
83b368fffffffff,4.0,3.0,0.0
83b369fffffffff,3.0,0.0,3.0
83b36bfffffffff,1.0,1.0,0.0
83b36dfffffffff,30.0,14.0,15.0
83b373fffffffff,19.0,0.0,16.0
83c203fffffffff,41.0,30.0,0.0
83c205fffffffff,61.0,53.0,0.0
83c218fffffffff,26.0,20.0,0.0
83c219fffffffff,11.0,5.0,0.0
83c21bfffffffff,166.0,143.0,0.0
83c21dfffffffff,113.0,65.0,0.0
83c221fffffffff,9.0,2.0,0.0
83c228fffffffff,6.0,5.0,0.0
83c22afffffffff,54.0,51.0,0.0
83c22bfffffffff,1.0,0.0,0.0
83c22cfffffffff,31.0,25.0,0.0
83c22efffffffff,10.0,10.0,0.0
83c289fffffffff,5.0,4.0,0.0
83c2c0fffffffff,7.0,6.0,0.0
83c2c1fffffffff,354.0,273.0,0.0
83c2c2fffffffff,74.0,70.0,0.0
83c2c3fffffffff,24.0,22.0,0.0
83c2c4fffffffff,148.0,130.0,0.0
83c2c5fffffffff,817.0,710.0,0.0
83c2c6fffffffff,140.0,101.0,0.0
83c2c8fffffffff,61.0,51.0,0.0
83c2c9fffffffff,42.0,40.0,0.0
83c2cafffffffff,202.0,188.0,0.0
83c2cbfffffffff,236.0,222.0,0.0
83c2ccfffffffff,86.0,72.0,0.0
83c2cdfffffffff,207.0,190.0,0.0
83c2cefffffffff,356.0,299.0,0.0
83c2d0fffffffff,103.0,80.0,0.0
83c2d1fffffffff,30.0,30.0,0.0
83c2d2fffffffff,20.0,20.0,0.0
83c2d3fffffffff,93.0,90.0,0.0
83c2d4fffffffff,243.0,231.0,0.0
83c2d5fffffffff,42.0,40.0,0.0
83c2d6fffffffff,82.0,74.0,0.0
83c2d8fffffffff,90.0,70.0,0.0
83c2d9fffffffff,245.0,206.0,0.0
83c2dafffffffff,2.0,2.0,0.0
83c2dbfffffffff,18.0,18.0,0.0
83c2dcfffffffff,7.0,7.0,0.0
83c2ddfffffffff,8.0,8.0,0.0
83c2defffffffff,20.0,18.0,0.0
83c2e0fffffffff,108.0,87.0,0.0
83c2e1fffffffff,84.0,74.0,0.0
83c2e2fffffffff,778.0,640.0,0.0
83c2e3fffffffff,4580.0,3994.0,0.0
83c2e4fffffffff,10.0,10.0,0.0
83c2e5fffffffff,10.0,10.0,0.0
83c2e6fffffffff,35.0,31.0,0.0
83c2e8fffffffff,53.0,51.0,0.0
83c2e9fffffffff,30.0,28.0,0.0
83c2eafffffffff,84.0,71.0,0.0
83c2ebfffffffff,37.0,29.0,0.0
83c2ecfffffffff,19.0,19.0,0.0
83c2eefffffffff,240.0,216.0,0.0
83c2f1fffffffff,893.0,824.0,0.0
83c2f2fffffffff,414.0,305.0,0.0
83c2f3fffffffff,871.0,799.0,0.0
83c308fffffffff,11.0,11.0,0.0
83c309fffffffff,8.0,8.0,0.0
83c30bfffffffff,3.0,3.0,0.0
83c340fffffffff,109.0,103.0,0.0
83c341fffffffff,5.0,5.0,0.0
83c342fffffffff,2.0,2.0,0.0
83c344fffffffff,3.0,3.0,0.0
83c345fffffffff,20.0,20.0,0.0
83c346fffffffff,5.0,5.0,0.0
83c34bfffffffff,33.0,33.0,0.0
83c34cfffffffff,2.0,2.0,0.0
83c34efffffffff,8.0,8.0,0.0
83c350fffffffff,20.0,10.0,0.0
83c351fffffffff,10.0,2.0,0.0
83c352fffffffff,3.0,2.0,0.0
83c353fffffffff,34.0,33.0,0.0
83c354fffffffff,26.0,24.0,0.0
83c355fffffffff,7.0,7.0,0.0
83c356fffffffff,70.0,69.0,0.0
83c35afffffffff,3.0,3.0,0.0
83c35bfffffffff,2.0,2.0,0.0
83c35cfffffffff,3.0,2.0,0.0
83c360fffffffff,6.0,6.0,0.0
83c36bfffffffff,1.0,0.0,1.0
83c36efffffffff,3.0,3.0,0.0
83c370fffffffff,2.0,2.0,0.0
83c371fffffffff,22.0,18.0,0.0
83c373fffffffff,14.0,14.0,0.0
