cell_id,Amazona farinosa,Amazona farinosa guatemalae/virenticeps,Amazona farinosa farinosa
845f717ffffffff,1.0,0.0,0.0
845f757ffffffff,1.0,0.0,0.0
845f759ffffffff,11.0,0.0,0.0
845f75dffffffff,4.0,0.0,2.0
846600dffffffff,2.0,0.0,0.0
8466021ffffffff,2.0,0.0,0.0
8466023ffffffff,13.0,0.0,0.0
8466025ffffffff,5.0,0.0,0.0
8466027ffffffff,11.0,0.0,0.0
846602bffffffff,4.0,0.0,0.0
8466037ffffffff,2.0,0.0,0.0
8466045ffffffff,57.0,0.0,0.0
8466057ffffffff,2.0,0.0,0.0
8466063ffffffff,3.0,0.0,0.0
8466067ffffffff,4.0,0.0,0.0
846606bffffffff,9.0,0.0,0.0
846608dffffffff,7.0,0.0,0.0
8466093ffffffff,2.0,0.0,0.0
84660a1ffffffff,10.0,0.0,0.0
84660a5ffffffff,2.0,0.0,0.0
84660a7ffffffff,243.0,0.0,4.0
84660a9ffffffff,2.0,0.0,0.0
84660adffffffff,2.0,0.0,0.0
84660b3ffffffff,3.0,0.0,0.0
84660d1ffffffff,11.0,0.0,0.0
84660d9ffffffff,4.0,0.0,0.0
84660e1ffffffff,11.0,0.0,2.0
84660e5ffffffff,4.0,0.0,0.0
84660e7ffffffff,22.0,0.0,0.0
84660ebffffffff,16.0,0.0,0.0
8466103ffffffff,2.0,0.0,0.0
8466105ffffffff,15.0,0.0,0.0
8466107ffffffff,1050.0,0.0,0.0
846610bffffffff,7.0,0.0,0.0
8466111ffffffff,1.0,0.0,0.0
8466113ffffffff,35.0,0.0,0.0
8466115ffffffff,2.0,0.0,0.0
8466117ffffffff,15.0,0.0,0.0
8466119ffffffff,34.0,0.0,0.0
846611bffffffff,2.0,0.0,0.0
846611dffffffff,7.0,0.0,0.0
8466129ffffffff,84.0,0.0,0.0
846612bffffffff,1.0,0.0,0.0
8466131ffffffff,154.0,0.0,0.0
8466135ffffffff,3.0,0.0,0.0
8466139ffffffff,940.0,0.0,0.0
846613bffffffff,15.0,0.0,0.0
846613dffffffff,24.0,0.0,0.0
8466153ffffffff,24.0,0.0,0.0
8466161ffffffff,3.0,0.0,0.0
8466163ffffffff,199.0,0.0,0.0
8466165ffffffff,381.0,0.0,0.0
8466167ffffffff,78.0,0.0,0.0
846618bffffffff,2.0,0.0,0.0
8466193ffffffff,5.0,0.0,0.0
8466199ffffffff,1.0,0.0,0.0
846619bffffffff,73.0,0.0,0.0
846619dffffffff,7.0,0.0,0.0
84661a5ffffffff,146.0,0.0,0.0
84661a7ffffffff,25.0,0.0,0.0
84661adffffffff,114.0,0.0,0.0
84661b5ffffffff,2.0,0.0,0.0
84661bbffffffff,3.0,0.0,0.0
84661bdffffffff,2.0,0.0,0.0
84661c1ffffffff,1.0,0.0,0.0
84661c5ffffffff,3.0,0.0,0.0
84661c9ffffffff,8.0,0.0,0.0
84661cbffffffff,2.0,0.0,0.0
84661cdffffffff,3.0,0.0,0.0
84661d9ffffffff,1.0,0.0,0.0
84661dbffffffff,3.0,0.0,0.0
84661ddffffffff,5.0,0.0,0.0
84661ebffffffff,349.0,0.0,2.0
8466205ffffffff,4.0,0.0,0.0
8466213ffffffff,20.0,0.0,0.0
846621bffffffff,8.0,0.0,0.0
846622bffffffff,20.0,0.0,0.0
846628bffffffff,2.0,0.0,0.0
8466291ffffffff,3.0,0.0,0.0
8466293ffffffff,4.0,0.0,0.0
846629dffffffff,17.0,0.0,0.0
84662b7ffffffff,5.0,0.0,0.0
84662bdffffffff,2.0,0.0,0.0
84662d3ffffffff,14.0,0.0,0.0
84662e1ffffffff,6.0,0.0,0.0
84662e9ffffffff,6.0,0.0,0.0
8466313ffffffff,2.0,0.0,0.0
846631bffffffff,3.0,0.0,0.0
846640dffffffff,1.0,0.0,0.0
8466411ffffffff,145.0,0.0,19.0
8466415ffffffff,530.0,0.0,36.0
8466417ffffffff,46.0,0.0,6.0
846641dffffffff,266.0,0.0,6.0
8466437ffffffff,2.0,0.0,0.0
8466455ffffffff,1.0,0.0,0.0
846645dffffffff,2.0,0.0,0.0
8466485ffffffff,3.0,0.0,0.0
8466487ffffffff,10.0,0.0,0.0
846648bffffffff,1.0,0.0,0.0
84664e1ffffffff,4.0,0.0,0.0
84664e9ffffffff,6.0,0.0,0.0
8466529ffffffff,46.0,0.0,0.0
846652dffffffff,2.0,0.0,0.0
846654bffffffff,12.0,0.0,0.0
8466561ffffffff,4.0,0.0,0.0
8466565ffffffff,2.0,0.0,0.0
8466569ffffffff,3.0,0.0,0.0
846656dffffffff,6.0,0.0,0.0
84665abffffffff,609.0,0.0,43.0
84665bdffffffff,99.0,0.0,7.0
84665e9ffffffff,60.0,0.0,3.0
8466623ffffffff,2.0,0.0,0.0
8466633ffffffff,3.0,0.0,0.0
8466637ffffffff,16.0,0.0,0.0
8466639ffffffff,7.0,0.0,0.0
846663dffffffff,6.0,0.0,0.0
84666a1ffffffff,6.0,0.0,0.0
84666c5ffffffff,2.0,0.0,0.0
84666e3ffffffff,14.0,0.0,0.0
84666ebffffffff,13.0,0.0,3.0
846670dffffffff,9.0,0.0,0.0
8466725ffffffff,2.0,0.0,0.0
8466727ffffffff,2.0,0.0,0.0
8466735ffffffff,1.0,0.0,0.0
8466763ffffffff,3.0,0.0,0.0
846676dffffffff,7.0,0.0,0.0
8466841ffffffff,2.0,0.0,0.0
8466849ffffffff,16.0,0.0,0.0
846684dffffffff,1.0,0.0,0.0
8466a01ffffffff,42.0,0.0,0.0
8466a05ffffffff,13.0,0.0,0.0
8466a07ffffffff,2.0,0.0,0.0
8466a09ffffffff,17.0,0.0,0.0
8466a0bffffffff,7.0,0.0,0.0
8466a25ffffffff,8.0,0.0,0.0
8466a33ffffffff,27.0,0.0,0.0
8466a37ffffffff,5.0,0.0,0.0
8466a39ffffffff,2.0,0.0,0.0
8466a51ffffffff,3771.0,0.0,160.0
8466a55ffffffff,120.0,0.0,0.0
8466a59ffffffff,21.0,0.0,0.0
8466a5bffffffff,139.0,0.0,0.0
8466a5dffffffff,146.0,0.0,0.0
8466a65ffffffff,641.0,0.0,0.0
8466a9bffffffff,2.0,0.0,0.0
8466b01ffffffff,299.0,0.0,0.0
8466b09ffffffff,637.0,0.0,0.0
8466b0bffffffff,878.0,0.0,0.0
8466b1dffffffff,10.0,0.0,0.0
8466b41ffffffff,2.0,0.0,0.0
8466b43ffffffff,6.0,0.0,0.0
8466b45ffffffff,134.0,0.0,0.0
8466b47ffffffff,248.0,0.0,0.0
8466b49ffffffff,226.0,0.0,0.0
8466b4bffffffff,17.0,0.0,0.0
8466b51ffffffff,6.0,0.0,0.0
8466b53ffffffff,7.0,0.0,0.0
8466b55ffffffff,280.0,0.0,0.0
8466b57ffffffff,79.0,0.0,0.0
8466b59ffffffff,59.0,0.0,0.0
8466b5bffffffff,78.0,0.0,0.0
8466b69ffffffff,16.0,0.0,0.0
8466c01ffffffff,13.0,0.0,0.0
8466c03ffffffff,2.0,0.0,0.0
8466c0bffffffff,5.0,0.0,0.0
8466c0dffffffff,2.0,0.0,0.0
8466c15ffffffff,3.0,0.0,0.0
8466c17ffffffff,5.0,0.0,0.0
8466c1dffffffff,3.0,0.0,0.0
8466c21ffffffff,18.0,0.0,0.0
8466c23ffffffff,103.0,0.0,0.0
8466c27ffffffff,5.0,0.0,0.0
8466c29ffffffff,16.0,0.0,0.0
8466c2bffffffff,31.0,0.0,0.0
8466c33ffffffff,2.0,0.0,0.0
8466c35ffffffff,14.0,0.0,0.0
8466c37ffffffff,6.0,0.0,1.0
8466c53ffffffff,3.0,0.0,0.0
8466c57ffffffff,41.0,0.0,0.0
8466c5dffffffff,83.0,0.0,0.0
8466cb3ffffffff,3.0,0.0,0.0
8466cc5ffffffff,7.0,0.0,0.0
8466cdbffffffff,13.0,0.0,2.0
8466ce1ffffffff,38.0,0.0,0.0
8466ce9ffffffff,67.0,0.0,0.0
8466cedffffffff,20.0,0.0,0.0
8466d01ffffffff,22.0,0.0,2.0
8466d05ffffffff,24.0,0.0,1.0
8466d07ffffffff,170.0,0.0,20.0
8466d0dffffffff,22.0,0.0,0.0
8466d13ffffffff,11.0,0.0,0.0
8466d15ffffffff,1.0,0.0,0.0
8466d1bffffffff,279.0,0.0,0.0
8466d21ffffffff,4.0,0.0,0.0
8466d23ffffffff,183.0,0.0,13.0
8466d25ffffffff,3.0,0.0,0.0
8466d27ffffffff,73.0,0.0,24.0
8466d35ffffffff,219.0,0.0,0.0
8466d3dffffffff,3.0,0.0,0.0
8466d47ffffffff,1.0,0.0,0.0
8466d4bffffffff,3.0,0.0,0.0
8466d55ffffffff,5.0,0.0,0.0
8466d81ffffffff,71.0,0.0,0.0
8466d85ffffffff,1.0,0.0,0.0
8466d89ffffffff,2.0,0.0,0.0
8466d8bffffffff,1.0,0.0,1.0
8466d8dffffffff,17.0,0.0,0.0
8466da9ffffffff,7.0,0.0,0.0
8466dadffffffff,10.0,0.0,0.0
8466db1ffffffff,18.0,0.0,1.0
8466db5ffffffff,2.0,0.0,0.0
8466dc1ffffffff,3.0,0.0,0.0
8466dc3ffffffff,1677.0,0.0,143.0
8466dc7ffffffff,91.0,0.0,2.0
8466dc9ffffffff,12.0,0.0,0.0
8466dcbffffffff,23.0,0.0,0.0
8466dcdffffffff,6.0,0.0,0.0
8466dd1ffffffff,14.0,0.0,0.0
8466dd3ffffffff,12.0,0.0,0.0
8466dd5ffffffff,139.0,0.0,4.0
8466dd7ffffffff,8.0,0.0,0.0
8466ddbffffffff,11.0,0.0,0.0
8466dddffffffff,40.0,0.0,5.0
8466de1ffffffff,82.0,0.0,0.0
8466de3ffffffff,84.0,0.0,6.0
8466de7ffffffff,1.0,0.0,0.0
8466de9ffffffff,2.0,0.0,0.0
8466debffffffff,93.0,0.0,6.0
8466e03ffffffff,1.0,0.0,0.0
8466e09ffffffff,9.0,0.0,0.0
8466e0bffffffff,3.0,0.0,0.0
8466e11ffffffff,3.0,0.0,0.0
8466e15ffffffff,11.0,0.0,0.0
8466e17ffffffff,8.0,0.0,0.0
8466e1dffffffff,8.0,0.0,0.0
8466e33ffffffff,2.0,0.0,0.0
8466e39ffffffff,5.0,0.0,0.0
8466e3bffffffff,2.0,0.0,0.0
8466e45ffffffff,11.0,0.0,0.0
8466e4dffffffff,1.0,0.0,0.0
8466e53ffffffff,8.0,0.0,0.0
8466e57ffffffff,34.0,0.0,0.0
8466e5dffffffff,2.0,0.0,0.0
8466e6bffffffff,2.0,0.0,0.0
8466e6dffffffff,2.0,0.0,0.0
8466e81ffffffff,1.0,0.0,0.0
8466e8dffffffff,17.0,0.0,0.0
8466e9dffffffff,20.0,0.0,0.0
8466eadffffffff,3.0,0.0,0.0
8466ec1ffffffff,11.0,0.0,0.0
8466ec5ffffffff,5.0,0.0,0.0
8466ec7ffffffff,84.0,0.0,0.0
8466ec9ffffffff,12.0,0.0,0.0
8466ecbffffffff,244.0,0.0,4.0
8466ee5ffffffff,26.0,0.0,0.0
8466ee7ffffffff,2.0,0.0,0.0
8466eebffffffff,10.0,0.0,0.0
8466eedffffffff,17.0,0.0,0.0
8466f01ffffffff,41.0,0.0,0.0
8466f03ffffffff,39.0,0.0,0.0
8466f0bffffffff,186.0,0.0,2.0
8466f19ffffffff,4.0,0.0,0.0
8466f1dffffffff,7.0,0.0,0.0
8466f35ffffffff,34.0,0.0,0.0
8466f37ffffffff,3.0,0.0,0.0
8466f53ffffffff,1.0,0.0,0.0
8466f57ffffffff,8.0,0.0,0.0
8467531ffffffff,8.0,0.0,0.0
8467537ffffffff,12.0,0.0,0.0
8467901ffffffff,1.0,0.0,0.0
8467903ffffffff,2.0,0.0,0.0
846790bffffffff,2.0,0.0,0.0
846790dffffffff,17.0,0.0,0.0
8467915ffffffff,5.0,0.0,0.0
8467933ffffffff,2.0,0.0,0.0
846793bffffffff,14.0,0.0,0.0
8467941ffffffff,2.0,0.0,0.0
8467945ffffffff,18.0,0.0,0.0
8467947ffffffff,5.0,0.0,0.0
846794bffffffff,3.0,0.0,0.0
846794dffffffff,3.0,0.0,0.0
8467961ffffffff,29.0,0.0,0.0
8467963ffffffff,5.0,0.0,0.0
8467969ffffffff,7.0,0.0,0.0
846796bffffffff,7.0,0.0,0.0
84679a1ffffffff,542.0,0.0,0.0
84679a3ffffffff,57.0,0.0,0.0
84679a5ffffffff,3467.0,0.0,0.0
84679a7ffffffff,280.0,0.0,0.0
84679adffffffff,35.0,0.0,0.0
84679b3ffffffff,186.0,0.0,0.0
84679b5ffffffff,117.0,0.0,0.0
84679b7ffffffff,913.0,0.0,0.0
846d05bffffffff,5.0,0.0,0.0
846d20bffffffff,2.0,0.0,0.0
846d21bffffffff,38.0,5.0,0.0
846d21dffffffff,4.0,0.0,0.0
846d221ffffffff,3.0,0.0,0.0
846d223ffffffff,10.0,0.0,0.0
846d225ffffffff,2.0,0.0,0.0
846d22bffffffff,3.0,0.0,0.0
846d23dffffffff,5.0,0.0,0.0
846d2c1ffffffff,40.0,10.0,0.0
846d2c3ffffffff,28.0,4.0,0.0
846d2c9ffffffff,382.0,48.0,0.0
846d2cbffffffff,66.0,18.0,0.0
846d2cdffffffff,3.0,0.0,0.0
846d2d1ffffffff,3.0,0.0,0.0
846d2d9ffffffff,7.0,0.0,0.0
846d2dbffffffff,11.0,0.0,0.0
846d2ddffffffff,19.0,0.0,0.0
846d301ffffffff,2.0,0.0,0.0
846d309ffffffff,1.0,0.0,0.0
846d30bffffffff,1.0,0.0,0.0
846d30dffffffff,33.0,0.0,0.0
846d311ffffffff,3.0,0.0,0.0
846d319ffffffff,233.0,25.0,0.0
846d31bffffffff,61.0,0.0,0.0
846d369ffffffff,1.0,1.0,0.0
846d681ffffffff,87.0,0.0,0.0
846d683ffffffff,21.0,0.0,0.0
846d685ffffffff,7.0,0.0,0.0
846d689ffffffff,67.0,0.0,0.0
846d68bffffffff,538.0,0.0,0.0
846d68dffffffff,63.0,0.0,0.0
846d691ffffffff,44.0,0.0,0.0
846d693ffffffff,60.0,0.0,0.0
846d697ffffffff,1627.0,0.0,0.0
846d699ffffffff,557.0,0.0,0.0
846d69bffffffff,961.0,0.0,0.0
846d69dffffffff,538.0,0.0,0.0
846d6c3ffffffff,2.0,0.0,0.0
846d6d1ffffffff,100.0,0.0,0.0
846d6d3ffffffff,367.0,0.0,0.0
846d6d5ffffffff,52.0,0.0,0.0
846d6d7ffffffff,11.0,0.0,0.0
846d6dbffffffff,4.0,0.0,0.0
846d6ddffffffff,2.0,0.0,0.0
848044dffffffff,3.0,0.0,0.0
8480469ffffffff,171.0,0.0,1.0
848046bffffffff,1.0,0.0,0.0
8480619ffffffff,14.0,0.0,0.0
8480625ffffffff,4.0,0.0,0.0
8480643ffffffff,11.0,0.0,0.0
8480655ffffffff,55.0,0.0,0.0
8480665ffffffff,3.0,0.0,0.0
848066bffffffff,8.0,0.0,0.0
848068bffffffff,2.0,0.0,0.0
84806a3ffffffff,2.0,0.0,0.0
84806b3ffffffff,1.0,0.0,0.0
84806b7ffffffff,33.0,0.0,1.0
8480713ffffffff,6.0,0.0,0.0
8480745ffffffff,5.0,0.0,0.0
8480747ffffffff,6.0,0.0,0.0
8480755ffffffff,2.0,0.0,2.0
8480759ffffffff,3.0,0.0,0.0
848075bffffffff,4.0,0.0,0.0
8481343ffffffff,7.0,0.0,0.0
8481423ffffffff,1.0,0.0,0.0
8481431ffffffff,4.0,0.0,0.0
84814a1ffffffff,3.0,0.0,0.0
84814a9ffffffff,2.0,0.0,0.0
84814adffffffff,29.0,0.0,0.0
84814d5ffffffff,16.0,0.0,0.0
84814e3ffffffff,3.0,0.0,0.0
84814e5ffffffff,3.0,0.0,0.0
84814e7ffffffff,8.0,0.0,0.0
8481583ffffffff,8.0,0.0,0.0
84815d3ffffffff,2.0,0.0,0.0
84815d9ffffffff,18.0,0.0,0.0
848a003ffffffff,17.0,0.0,6.0
848a00bffffffff,4.0,0.0,0.0
848a01dffffffff,14.0,0.0,3.0
848a04bffffffff,9.0,0.0,0.0
848a051ffffffff,3.0,0.0,0.0
848a059ffffffff,39.0,0.0,4.0
848a05bffffffff,7.0,0.0,0.0
848a05dffffffff,15.0,0.0,0.0
848a069ffffffff,7.0,0.0,5.0
848a121ffffffff,2.0,0.0,0.0
848a127ffffffff,4.0,0.0,0.0
848a1a7ffffffff,2.0,0.0,0.0
848a209ffffffff,1.0,0.0,1.0
848a213ffffffff,10.0,0.0,0.0
848a217ffffffff,16.0,0.0,0.0
848a21bffffffff,5.0,0.0,0.0
848a223ffffffff,2.0,0.0,0.0
848a233ffffffff,4.0,0.0,0.0
848a23bffffffff,8.0,0.0,1.0
848a249ffffffff,10.0,0.0,0.0
848a25bffffffff,2.0,0.0,0.0
848a2cdffffffff,2.0,0.0,0.0
848a2edffffffff,6.0,0.0,1.0
848a313ffffffff,6.0,0.0,4.0
848a317ffffffff,6.0,0.0,3.0
848a35dffffffff,1.0,0.0,1.0
848a425ffffffff,1.0,0.0,0.0
848a451ffffffff,23.0,0.0,0.0
848a459ffffffff,50.0,0.0,1.0
848a45bffffffff,80.0,0.0,5.0
848a45dffffffff,31.0,0.0,0.0
848a4b9ffffffff,15.0,0.0,0.0
848a4bbffffffff,2.0,0.0,0.0
848a4d5ffffffff,3.0,0.0,0.0
848a565ffffffff,3.0,0.0,0.0
848a5a1ffffffff,3.0,0.0,3.0
848a637ffffffff,2.0,0.0,0.0
848a68bffffffff,12.0,0.0,0.0
848a699ffffffff,157.0,0.0,0.0
848a69dffffffff,4.0,0.0,0.0
848a6d1ffffffff,4.0,0.0,0.0
848a6d3ffffffff,23.0,0.0,0.0
848a6d7ffffffff,119.0,0.0,0.0
848a6d9ffffffff,175.0,0.0,0.0
848a6dbffffffff,16.0,0.0,0.0
848a6e5ffffffff,1.0,0.0,0.0
848a809ffffffff,24.0,0.0,1.0
848a81bffffffff,28.0,0.0,1.0
848a827ffffffff,7.0,0.0,0.0
848a85dffffffff,1.0,0.0,0.0
848a8cdffffffff,1.0,0.0,0.0
848a8d9ffffffff,2.0,0.0,0.0
848a913ffffffff,4.0,0.0,0.0
848a925ffffffff,40.0,0.0,0.0
848a927ffffffff,7.0,0.0,0.0
848a9c5ffffffff,1.0,0.0,1.0
848a9cdffffffff,32.0,0.0,0.0
848aa87ffffffff,17.0,0.0,0.0
848aa8bffffffff,2.0,0.0,0.0
848aa93ffffffff,14.0,0.0,0.0
848aa97ffffffff,7.0,0.0,0.0
848aa9dffffffff,26.0,0.0,2.0
848aaa3ffffffff,22.0,0.0,1.0
848aaa5ffffffff,6.0,0.0,2.0
848aaadffffffff,8.0,0.0,1.0
848aabdffffffff,5.0,0.0,2.0
848aac9ffffffff,2.0,0.0,0.0
848aacbffffffff,4.0,0.0,0.0
848ac63ffffffff,2.0,0.0,0.0
848ad13ffffffff,6.0,0.0,0.0
848ad8dffffffff,1.0,0.0,0.0
848adbbffffffff,2.0,0.0,0.0
848adc5ffffffff,2.0,0.0,0.0
848ade3ffffffff,2.0,0.0,0.0
848ae5bffffffff,11.0,0.0,0.0
848af03ffffffff,2.0,0.0,0.0
848af09ffffffff,61.0,0.0,12.0
848af0bffffffff,8.0,0.0,0.0
848af11ffffffff,3.0,0.0,0.0
848af17ffffffff,3.0,0.0,0.0
848af1dffffffff,19.0,0.0,0.0
848af27ffffffff,1.0,0.0,1.0
848af29ffffffff,64.0,0.0,2.0
848af2bffffffff,6.0,0.0,0.0
848af2dffffffff,15.0,0.0,4.0
848af41ffffffff,19.0,0.0,0.0
848af43ffffffff,1.0,0.0,0.0
848af45ffffffff,13.0,0.0,0.0
848af47ffffffff,5.0,0.0,0.0
848af4dffffffff,7.0,0.0,0.0
848af61ffffffff,135.0,0.0,23.0
848af63ffffffff,202.0,0.0,18.0
848af67ffffffff,116.0,0.0,7.0
848af69ffffffff,13.0,0.0,0.0
848af6bffffffff,22.0,0.0,2.0
848b01bffffffff,2.0,0.0,0.0
848b0b5ffffffff,2.0,0.0,2.0
848b0bdffffffff,2.0,0.0,0.0
848b131ffffffff,2.0,0.0,0.0
848b1a5ffffffff,3.0,0.0,0.0
848b1e1ffffffff,6.0,0.0,0.0
848b205ffffffff,2.0,0.0,0.0
848b213ffffffff,9.0,0.0,0.0
848b223ffffffff,50.0,0.0,0.0
848b229ffffffff,6.0,0.0,0.0
848b22bffffffff,16.0,0.0,0.0
848b239ffffffff,1.0,0.0,1.0
848b23bffffffff,9.0,0.0,0.0
848b23dffffffff,4.0,0.0,0.0
848b2a7ffffffff,1.0,0.0,0.0
848b2c5ffffffff,5.0,0.0,0.0
848b2e9ffffffff,4.0,0.0,0.0
848b401ffffffff,6.0,0.0,0.0
848b40bffffffff,1.0,0.0,0.0
848b40dffffffff,85.0,0.0,3.0
848b429ffffffff,9.0,0.0,0.0
848b445ffffffff,29.0,0.0,3.0
848b447ffffffff,14.0,0.0,0.0
848b449ffffffff,3.0,0.0,0.0
848b44bffffffff,217.0,0.0,11.0
848b44dffffffff,352.0,0.0,11.0
848b459ffffffff,63.0,0.0,0.0
848b461ffffffff,4.0,0.0,0.0
848b463ffffffff,5.0,0.0,0.0
848b469ffffffff,56.0,0.0,1.0
848b46bffffffff,27.0,0.0,2.0
848b483ffffffff,2.0,0.0,0.0
848b4e5ffffffff,21.0,0.0,3.0
848b509ffffffff,1.0,0.0,0.0
848b511ffffffff,6.0,0.0,0.0
848b513ffffffff,7.0,0.0,0.0
848b51dffffffff,2.0,0.0,0.0
848b525ffffffff,1.0,0.0,0.0
848b527ffffffff,2.0,0.0,0.0
848b529ffffffff,19.0,0.0,0.0
848b52dffffffff,4.0,0.0,0.0
848b53dffffffff,1.0,0.0,0.0
848b561ffffffff,5.0,0.0,0.0
848b563ffffffff,8.0,0.0,0.0
848b567ffffffff,11.0,0.0,0.0
848b56bffffffff,1.0,0.0,0.0
848b5c3ffffffff,5.0,0.0,0.0
848b5cdffffffff,58.0,0.0,4.0
848b5d1ffffffff,6.0,0.0,0.0
848b617ffffffff,43.0,0.0,3.0
848b623ffffffff,8.0,0.0,3.0
848b625ffffffff,1.0,0.0,0.0
848b627ffffffff,211.0,0.0,9.0
848b62bffffffff,3.0,0.0,0.0
848b631ffffffff,11.0,0.0,4.0
848b633ffffffff,33.0,0.0,0.0
848b635ffffffff,24.0,0.0,6.0
848b637ffffffff,536.0,0.0,28.0
848b63bffffffff,59.0,0.0,2.0
848b63dffffffff,5.0,0.0,0.0
848b683ffffffff,9.0,0.0,0.0
848b693ffffffff,24.0,0.0,0.0
848b695ffffffff,8.0,0.0,0.0
848b697ffffffff,2.0,0.0,0.0
848b6bbffffffff,6.0,0.0,0.0
848b6c1ffffffff,3.0,0.0,0.0
848b6e5ffffffff,46.0,0.0,2.0
848b6e7ffffffff,117.0,0.0,0.0
848b6edffffffff,104.0,0.0,24.0
848b709ffffffff,29.0,0.0,0.0
848b711ffffffff,5.0,0.0,0.0
848b713ffffffff,801.0,0.0,12.0
848b717ffffffff,38.0,0.0,0.0
848b71bffffffff,59.0,0.0,9.0
848b745ffffffff,11.0,0.0,0.0
848b747ffffffff,30.0,0.0,0.0
848b751ffffffff,12.0,0.0,0.0
848b755ffffffff,2.0,0.0,0.0
848b757ffffffff,10.0,0.0,10.0
848b75dffffffff,3.0,0.0,0.0
848b763ffffffff,1.0,0.0,0.0
848b849ffffffff,3.0,0.0,0.0
848b881ffffffff,13.0,0.0,0.0
848b883ffffffff,1.0,0.0,1.0
848b889ffffffff,5.0,0.0,3.0
848b98bffffffff,1.0,0.0,0.0
848b999ffffffff,2.0,0.0,0.0
848b99dffffffff,4.0,0.0,0.0
848b9d1ffffffff,41.0,0.0,0.0
848b9d5ffffffff,64.0,0.0,4.0
848b9d7ffffffff,3.0,0.0,1.0
848ba09ffffffff,26.0,0.0,0.0
848ba47ffffffff,2.0,0.0,0.0
848ba55ffffffff,15.0,0.0,0.0
848e641ffffffff,1.0,0.0,0.0
