cell_id,Thectocercus acuticaudatus,Thectocercus acuticaudatus [haemorrhous Group],Thectocercus acuticaudatus acuticaudatus/neumanni
84a864bffffffff,1.0,0.0,0.0
84a865bffffffff,3.0,0.0,0.0
84a866bffffffff,2.0,0.0,0.0
84a8691ffffffff,7.0,0.0,0.0
84a86bdffffffff,1.0,0.0,0.0
84a86c3ffffffff,4.0,0.0,0.0
84a86d5ffffffff,5.0,0.0,0.0
84a86d7ffffffff,2.0,0.0,0.0
84a871bffffffff,5.0,0.0,0.0
84a8759ffffffff,2.0,0.0,0.0
84a8a97ffffffff,2.0,0.0,0.0
84a8d23ffffffff,1.0,0.0,0.0
84a8d35ffffffff,104.0,0.0,0.0
84a940dffffffff,1.0,0.0,0.0
84a9411ffffffff,94.0,0.0,0.0
84a9413ffffffff,69.0,0.0,0.0
84a9417ffffffff,6.0,0.0,0.0
84a9419ffffffff,21.0,0.0,0.0
84a941bffffffff,86.0,0.0,0.0
84a9437ffffffff,7.0,0.0,0.0
84a943dffffffff,16.0,0.0,0.0
84a9441ffffffff,21.0,0.0,0.0
84a9443ffffffff,2.0,0.0,0.0
84a9445ffffffff,8.0,0.0,0.0
84a9447ffffffff,27.0,0.0,0.0
84a9449ffffffff,2.0,0.0,0.0
84a944bffffffff,8.0,0.0,0.0
84a944dffffffff,2.0,0.0,0.0
84a9453ffffffff,5.0,0.0,0.0
84a9459ffffffff,1.0,0.0,0.0
84a945bffffffff,24.0,0.0,0.0
84a946bffffffff,25.0,0.0,0.0
84a9483ffffffff,6.0,0.0,0.0
84a948bffffffff,2.0,0.0,0.0
84a948dffffffff,2.0,0.0,0.0
84a949bffffffff,2.0,0.0,0.0
84a94a9ffffffff,13.0,0.0,0.0
84a94b5ffffffff,2.0,0.0,0.0
84a94c1ffffffff,21.0,0.0,0.0
84a94c3ffffffff,3.0,0.0,0.0
84a94c5ffffffff,20.0,0.0,0.0
84a94c7ffffffff,54.0,0.0,0.0
84a94c9ffffffff,1.0,0.0,0.0
84a94cbffffffff,2.0,0.0,0.0
84a94cdffffffff,5.0,0.0,0.0
84a94d1ffffffff,7.0,0.0,0.0
84a94d5ffffffff,1.0,0.0,0.0
84a94ddffffffff,11.0,0.0,0.0
84a94e1ffffffff,4.0,0.0,0.0
84a94e3ffffffff,17.0,0.0,0.0
84a94e5ffffffff,162.0,0.0,0.0
84a94e7ffffffff,67.0,0.0,0.0
84a94e9ffffffff,7.0,0.0,0.0
84a94ebffffffff,2.0,0.0,0.0
84a94edffffffff,12.0,0.0,0.0
84a9599ffffffff,2.0,0.0,0.0
84a959bffffffff,1.0,0.0,0.0
84a95abffffffff,1.0,0.0,0.0
84a95c5ffffffff,3.0,0.0,0.0
84a95c9ffffffff,5.0,0.0,0.0
84a95d1ffffffff,9.0,0.0,0.0
84a95d9ffffffff,17.0,0.0,0.0
84a95dbffffffff,151.0,0.0,0.0
84a9601ffffffff,13.0,0.0,0.0
84a9607ffffffff,8.0,0.0,0.0
84a960bffffffff,4.0,0.0,0.0
84a9611ffffffff,7.0,0.0,0.0
84a9613ffffffff,10.0,0.0,0.0
84a9615ffffffff,2.0,0.0,0.0
84a961dffffffff,1.0,0.0,0.0
84a9623ffffffff,100.0,0.0,0.0
84a9627ffffffff,102.0,0.0,0.0
84a962bffffffff,8.0,0.0,0.0
84a962dffffffff,4.0,0.0,0.0
84a9631ffffffff,3.0,0.0,0.0
84a9637ffffffff,5.0,0.0,0.0
84a9639ffffffff,4.0,0.0,0.0
84a963dffffffff,10.0,0.0,0.0
84a9651ffffffff,1.0,0.0,0.0
84a9663ffffffff,1.0,0.0,0.0
84a9681ffffffff,2.0,0.0,0.0
84a9685ffffffff,48.0,0.0,0.0
84a9687ffffffff,2.0,0.0,0.0
84a968bffffffff,1.0,0.0,0.0
84a968dffffffff,2.0,0.0,0.0
84a9695ffffffff,3.0,0.0,0.0
84a969bffffffff,1.0,0.0,0.0
84a969dffffffff,2.0,0.0,0.0
84a96a3ffffffff,4.0,0.0,0.0
84a96a5ffffffff,27.0,0.0,0.0
84a96a7ffffffff,40.0,0.0,0.0
84a96a9ffffffff,12.0,0.0,0.0
84a96abffffffff,14.0,0.0,0.0
84a96adffffffff,207.0,0.0,0.0
84a96b1ffffffff,5.0,0.0,0.0
84a96b3ffffffff,3.0,0.0,0.0
84a96b9ffffffff,52.0,0.0,0.0
84a96bdffffffff,4.0,0.0,0.0
84a96c5ffffffff,31.0,0.0,0.0
84a96c7ffffffff,2.0,0.0,0.0
84a96e1ffffffff,21.0,0.0,0.0
84a96e3ffffffff,7.0,0.0,0.0
84a96e5ffffffff,13.0,0.0,0.0
84a96e7ffffffff,160.0,0.0,0.0
84a96e9ffffffff,4.0,0.0,0.0
84a96edffffffff,3.0,0.0,0.0
84a9717ffffffff,6.0,0.0,0.0
84a9719ffffffff,2.0,0.0,0.0
84b2091ffffffff,1.0,0.0,0.0
84b2099ffffffff,16.0,0.0,0.0
84b209bffffffff,14.0,0.0,0.0
84b20d3ffffffff,3.0,0.0,0.0
84b20d9ffffffff,4.0,0.0,0.0
84b2297ffffffff,2.0,0.0,0.0
84b2401ffffffff,4.0,0.0,0.0
84b2405ffffffff,4.0,0.0,0.0
84b240dffffffff,2.0,0.0,0.0
84b2419ffffffff,2.0,0.0,0.0
84b2421ffffffff,8.0,0.0,0.0
84b2423ffffffff,9.0,0.0,0.0
84b2425ffffffff,7.0,0.0,0.0
84b2427ffffffff,3.0,0.0,0.0
84b242bffffffff,104.0,0.0,0.0
84b242dffffffff,3.0,0.0,0.0
84b2435ffffffff,316.0,0.0,0.0
84b243dffffffff,51.0,0.0,0.0
84b2443ffffffff,7.0,0.0,0.0
84b2445ffffffff,1.0,0.0,0.0
84b244dffffffff,1.0,0.0,0.0
84b2457ffffffff,2.0,0.0,0.0
84b245dffffffff,3.0,0.0,0.0
84b2463ffffffff,1.0,0.0,0.0
84b24e5ffffffff,2.0,0.0,0.0
84b250bffffffff,2.0,0.0,0.0
84b250dffffffff,18.0,0.0,0.0
84b2515ffffffff,2.0,0.0,0.0
84b251bffffffff,21.0,0.0,0.0
84b2533ffffffff,3.0,0.0,0.0
84b2543ffffffff,3.0,0.0,0.0
84b2549ffffffff,8.0,0.0,0.0
84b2555ffffffff,7.0,0.0,0.0
84b2557ffffffff,8.0,0.0,0.0
84b2563ffffffff,3.0,0.0,0.0
84b2569ffffffff,2.0,0.0,0.0
84b2585ffffffff,1.0,0.0,0.0
84b2589ffffffff,48.0,0.0,0.0
84b258dffffffff,4.0,0.0,0.0
84b25a1ffffffff,4.0,0.0,0.0
84b25b5ffffffff,2.0,0.0,0.0
84b25b7ffffffff,2.0,0.0,0.0
84b25bbffffffff,3.0,0.0,0.0
84b25c1ffffffff,106.0,0.0,0.0
84b25c3ffffffff,10.0,0.0,0.0
84b25c7ffffffff,87.0,0.0,0.0
84b25c9ffffffff,17.0,0.0,0.0
84b25cdffffffff,123.0,0.0,0.0
84b25e1ffffffff,38.0,0.0,0.0
84b25e3ffffffff,10.0,0.0,0.0
84b25e5ffffffff,2.0,0.0,0.0
84b25e7ffffffff,7.0,0.0,0.0
84b2625ffffffff,1.0,0.0,0.0
84b2627ffffffff,3.0,0.0,0.0
84b262bffffffff,11.0,0.0,0.0
84b262dffffffff,305.0,0.0,0.0
84b263dffffffff,13.0,0.0,0.0
84b2655ffffffff,7.0,0.0,0.0
84b2659ffffffff,2.0,0.0,0.0
84b2661ffffffff,3.0,0.0,0.0
84b2665ffffffff,12.0,0.0,0.0
84b2667ffffffff,9.0,0.0,0.0
84b266bffffffff,3.0,0.0,0.0
84b2683ffffffff,6.0,0.0,0.0
84b2689ffffffff,2.0,0.0,0.0
84b268bffffffff,15.0,0.0,0.0
84b269dffffffff,2.0,0.0,0.0
84b26d1ffffffff,2.0,0.0,0.0
84b26d7ffffffff,17.0,0.0,0.0
84b26d9ffffffff,2.0,0.0,0.0
84b26ddffffffff,4.0,0.0,0.0
84b26e7ffffffff,6.0,0.0,0.0
84b2701ffffffff,73.0,0.0,0.0
84b2703ffffffff,4.0,0.0,0.0
84b2705ffffffff,7.0,0.0,0.0
84b2707ffffffff,6.0,0.0,0.0
84b2709ffffffff,39.0,0.0,0.0
84b270bffffffff,38.0,0.0,0.0
84b270dffffffff,11.0,0.0,0.0
84b2715ffffffff,11.0,0.0,0.0
84b2717ffffffff,4.0,0.0,0.0
84b2719ffffffff,15.0,0.0,0.0
84b271dffffffff,2.0,0.0,0.0
84b2721ffffffff,11.0,0.0,0.0
84b2723ffffffff,15.0,0.0,0.0
84b2725ffffffff,6.0,0.0,0.0
84b2727ffffffff,8.0,0.0,0.0
84b2755ffffffff,2.0,0.0,0.0
84b2757ffffffff,21.0,0.0,0.0
84b2759ffffffff,2.0,0.0,0.0
84b275bffffffff,188.0,0.0,0.0
84b275dffffffff,16.0,0.0,0.0
84b276bffffffff,4.0,0.0,0.0
84b276dffffffff,3.0,0.0,0.0
84b2e9bffffffff,3.0,0.0,0.0
84b2ecbffffffff,2.0,0.0,0.0
84b2ed9ffffffff,2.0,0.0,0.0
84b32dbffffffff,12.0,0.0,4.0
84b3403ffffffff,1.0,0.0,0.0
84b3405ffffffff,3.0,0.0,0.0
84b3407ffffffff,5.0,0.0,0.0
84b3409ffffffff,2.0,0.0,0.0
84b340dffffffff,11.0,0.0,0.0
84b3413ffffffff,3.0,0.0,0.0
84b3415ffffffff,3.0,0.0,0.0
84b3419ffffffff,2.0,0.0,0.0
84b341dffffffff,4.0,0.0,0.0
84b3421ffffffff,3.0,0.0,0.0
84b3423ffffffff,103.0,0.0,0.0
84b3425ffffffff,13.0,0.0,0.0
84b3427ffffffff,16.0,0.0,0.0
84b3429ffffffff,8.0,0.0,0.0
84b342bffffffff,13.0,0.0,0.0
84b3433ffffffff,1.0,0.0,0.0
84b3435ffffffff,13.0,0.0,0.0
84b3439ffffffff,20.0,0.0,0.0
84b343bffffffff,38.0,0.0,0.0
84b343dffffffff,11.0,0.0,0.0
84b3441ffffffff,4.0,0.0,0.0
84b3449ffffffff,3.0,0.0,0.0
84b3457ffffffff,2.0,0.0,0.0
84b345dffffffff,2.0,0.0,0.0
84b3467ffffffff,1.0,0.0,0.0
84b346bffffffff,3.0,0.0,0.0
84b3481ffffffff,7.0,0.0,0.0
84b3487ffffffff,8.0,0.0,0.0
84b348bffffffff,7.0,0.0,0.0
84b3491ffffffff,14.0,0.0,0.0
84b3493ffffffff,1.0,0.0,0.0
84b3499ffffffff,2.0,0.0,0.0
84b349dffffffff,21.0,0.0,0.0
84b34a1ffffffff,2.0,0.0,0.0
84b34a3ffffffff,2.0,0.0,0.0
84b34a5ffffffff,24.0,0.0,0.0
84b34abffffffff,2.0,0.0,0.0
84b34b1ffffffff,52.0,0.0,0.0
84b34b3ffffffff,2.0,0.0,0.0
84b34b9ffffffff,38.0,0.0,0.0
84b34bdffffffff,35.0,0.0,0.0
84b34c1ffffffff,6.0,0.0,0.0
84b34c3ffffffff,5.0,0.0,0.0
84b34c5ffffffff,7.0,0.0,0.0
84b34c7ffffffff,31.0,0.0,0.0
84b34cdffffffff,5.0,0.0,0.0
84b34d1ffffffff,18.0,0.0,0.0
84b34d3ffffffff,23.0,0.0,0.0
84b34d7ffffffff,20.0,0.0,0.0
84b34d9ffffffff,29.0,0.0,0.0
84b34dbffffffff,56.0,0.0,0.0
84b34e9ffffffff,8.0,0.0,0.0
84b34edffffffff,4.0,0.0,0.0
84b3581ffffffff,1.0,0.0,0.0
84b3583ffffffff,1.0,0.0,0.0
84b3585ffffffff,11.0,0.0,0.0
84b3587ffffffff,8.0,0.0,0.0
84b3589ffffffff,42.0,0.0,0.0
84b358dffffffff,10.0,0.0,0.0
84b3595ffffffff,4.0,0.0,0.0
84b359dffffffff,2.0,0.0,0.0
84b35a1ffffffff,3.0,0.0,0.0
84b35a3ffffffff,20.0,0.0,0.0
84b35abffffffff,27.0,0.0,0.0
84b35b3ffffffff,2.0,0.0,0.0
84b35b9ffffffff,5.0,0.0,0.0
84b35bbffffffff,2.0,0.0,0.0
84b35bdffffffff,4.0,0.0,0.0
84b35c1ffffffff,5.0,0.0,0.0
84b35c3ffffffff,4.0,0.0,0.0
84b35c5ffffffff,41.0,0.0,0.0
84b35c7ffffffff,19.0,0.0,0.0
84b35c9ffffffff,14.0,0.0,0.0
84b35cbffffffff,3.0,0.0,0.0
84b35cdffffffff,2.0,0.0,0.0
84b35d1ffffffff,7.0,0.0,0.0
84b35d3ffffffff,3.0,0.0,0.0
84b35d5ffffffff,30.0,0.0,0.0
84b35d7ffffffff,11.0,0.0,0.0
84b35d9ffffffff,6.0,0.0,0.0
84b35ddffffffff,13.0,0.0,0.0
84b35e1ffffffff,115.0,0.0,0.0
84b35e3ffffffff,70.0,0.0,0.0
84b35e7ffffffff,8.0,0.0,0.0
84b35e9ffffffff,29.0,0.0,0.0
84b35ebffffffff,101.0,0.0,0.0
84b35edffffffff,1.0,0.0,0.0
84b3603ffffffff,9.0,0.0,0.0
84b3605ffffffff,6.0,0.0,0.0
84b360bffffffff,5.0,0.0,0.0
84b3611ffffffff,15.0,0.0,0.0
84b3615ffffffff,1.0,0.0,0.0
84b3617ffffffff,14.0,0.0,0.0
84b3623ffffffff,6.0,0.0,0.0
84b3627ffffffff,4.0,0.0,0.0
84b3629ffffffff,66.0,0.0,0.0
84b362dffffffff,2.0,0.0,0.0
84b3633ffffffff,27.0,0.0,0.0
84b3635ffffffff,2.0,0.0,0.0
84b3641ffffffff,2.0,0.0,0.0
84b3657ffffffff,4.0,0.0,0.0
84b365dffffffff,4.0,0.0,0.0
84b3661ffffffff,10.0,0.0,0.0
84b3663ffffffff,2.0,0.0,0.0
84b3665ffffffff,4.0,0.0,0.0
84b3667ffffffff,5.0,0.0,0.0
84b366dffffffff,29.0,0.0,0.0
84b3683ffffffff,2.0,0.0,0.0
84b3689ffffffff,2.0,0.0,0.0
84b368bffffffff,38.0,0.0,0.0
84b3695ffffffff,3.0,0.0,0.0
84b3699ffffffff,23.0,0.0,0.0
84b369bffffffff,2.0,0.0,0.0
84b369dffffffff,15.0,0.0,0.0
84b36a7ffffffff,4.0,0.0,0.0
84b36adffffffff,6.0,0.0,0.0
84b36b3ffffffff,13.0,0.0,0.0
84b36b5ffffffff,2.0,0.0,0.0
84b36c3ffffffff,3.0,0.0,0.0
84b36c7ffffffff,1.0,0.0,0.0
84b36d3ffffffff,2.0,0.0,0.0
84b36d5ffffffff,50.0,0.0,0.0
84b36d7ffffffff,14.0,0.0,0.0
84b36dbffffffff,2.0,0.0,0.0
84c2ca3ffffffff,1.0,0.0,0.0
84c2cb1ffffffff,55.0,0.0,0.0
84c2cb9ffffffff,3.0,0.0,0.0
84c2e21ffffffff,3.0,0.0,0.0
84c2e2dffffffff,2.0,0.0,0.0
84c2e39ffffffff,3.0,0.0,0.0
84c2e3dffffffff,2.0,0.0,0.0
84c2ee1ffffffff,1.0,0.0,0.0
84c3093ffffffff,2.0,0.0,0.0
84c3401ffffffff,135.0,0.0,0.0
84c3403ffffffff,84.0,0.0,0.0
84c3405ffffffff,11.0,0.0,0.0
84c3407ffffffff,3.0,0.0,0.0
84c3409ffffffff,43.0,0.0,0.0
84c340bffffffff,2.0,0.0,0.0
84c340dffffffff,13.0,0.0,0.0
84c3411ffffffff,4.0,0.0,0.0
84c3415ffffffff,5.0,0.0,0.0
84c3417ffffffff,9.0,0.0,0.0
84c3419ffffffff,8.0,0.0,0.0
84c341dffffffff,7.0,0.0,0.0
84c3427ffffffff,11.0,0.0,0.0
84c342bffffffff,1.0,0.0,0.0
84c3431ffffffff,3.0,0.0,0.0
84c3439ffffffff,12.0,0.0,0.0
84c343bffffffff,18.0,0.0,0.0
84c3441ffffffff,2.0,0.0,0.0
84c3445ffffffff,2.0,0.0,0.0
84c3447ffffffff,3.0,0.0,0.0
84c3449ffffffff,2.0,0.0,0.0
84c3451ffffffff,4.0,0.0,0.0
84c3453ffffffff,10.0,0.0,0.0
84c3455ffffffff,1.0,0.0,0.0
84c3457ffffffff,4.0,0.0,0.0
84c3459ffffffff,10.0,0.0,0.0
84c345bffffffff,2.0,0.0,0.0
84c345dffffffff,26.0,0.0,0.0
84c3461ffffffff,2.0,0.0,0.0
84c3463ffffffff,9.0,0.0,0.0
84c3465ffffffff,4.0,0.0,0.0
84c3467ffffffff,14.0,0.0,0.0
84c346bffffffff,5.0,0.0,0.0
84c34c1ffffffff,6.0,0.0,0.0
84c34c7ffffffff,4.0,0.0,0.0
84c34c9ffffffff,2.0,0.0,0.0
84c34cbffffffff,11.0,0.0,0.0
84c34e9ffffffff,21.0,0.0,0.0
84c3501ffffffff,1.0,0.0,0.0
84c3505ffffffff,3.0,0.0,0.0
84c350dffffffff,4.0,0.0,0.0
84c3543ffffffff,6.0,0.0,0.0
84c3545ffffffff,7.0,0.0,0.0
84c3547ffffffff,3.0,0.0,0.0
84c3553ffffffff,5.0,0.0,0.0
84c3557ffffffff,1.0,0.0,0.0
84c3569ffffffff,9.0,0.0,0.0
84c356bffffffff,4.0,0.0,0.0
84c35d1ffffffff,2.0,0.0,0.0
84c36a1ffffffff,2.0,0.0,0.0
84c36a3ffffffff,4.0,0.0,0.0
84c36a5ffffffff,3.0,0.0,0.0
84c36a7ffffffff,2.0,0.0,0.0
84c36abffffffff,2.0,0.0,0.0
84c36b1ffffffff,1.0,0.0,0.0
84c36b5ffffffff,2.0,0.0,0.0
84c3703ffffffff,4.0,0.0,0.0
84c371bffffffff,64.0,0.0,0.0
84c371dffffffff,2.0,0.0,0.0
84c3733ffffffff,11.0,0.0,0.0
84c3735ffffffff,16.0,0.0,0.0
84c3737ffffffff,2.0,0.0,0.0
84c3739ffffffff,7.0,0.0,0.0
84c373bffffffff,4.0,0.0,0.0
