cell_id,Todirostrum cinereum,Todirostrum cinereum [cinereum Group],Todirostrum cinereum sclateri
835f4bfffffffff,14.0,0.0,0.0
835f4efffffffff,11.0,0.0,0.0
835f50fffffffff,21.0,0.0,0.0
835f56fffffffff,6.0,0.0,0.0
835f5dfffffffff,21.0,0.0,0.0
835f63fffffffff,1.0,0.0,0.0
835f68fffffffff,5.0,0.0,0.0
835f70fffffffff,3.0,0.0,0.0
835f71fffffffff,11.0,0.0,0.0
835f74fffffffff,1.0,0.0,0.0
835f75fffffffff,39.0,0.0,0.0
836600fffffffff,18.0,0.0,0.0
836601fffffffff,19.0,0.0,0.0
836602fffffffff,512.0,0.0,0.0
836603fffffffff,18.0,0.0,0.0
836604fffffffff,89.0,0.0,0.0
836605fffffffff,8.0,0.0,0.0
836606fffffffff,201.0,0.0,0.0
836608fffffffff,2688.0,15.0,0.0
836609fffffffff,43.0,0.0,0.0
83660afffffffff,387.0,11.0,0.0
83660bfffffffff,312.0,0.0,0.0
83660cfffffffff,177.0,2.0,0.0
83660dfffffffff,104.0,0.0,0.0
83660efffffffff,269.0,0.0,0.0
836610fffffffff,203.0,0.0,0.0
836611fffffffff,288.0,0.0,0.0
836612fffffffff,21.0,0.0,0.0
836613fffffffff,177.0,0.0,0.0
836615fffffffff,16.0,0.0,0.0
836616fffffffff,994.0,0.0,0.0
836618fffffffff,1120.0,4.0,0.0
836619fffffffff,4262.0,15.0,0.0
83661afffffffff,196.0,0.0,0.0
83661bfffffffff,3206.0,13.0,0.0
83661cfffffffff,177.0,0.0,0.0
83661dfffffffff,631.0,4.0,0.0
83661efffffffff,245.0,0.0,0.0
836620fffffffff,255.0,3.0,0.0
836621fffffffff,31.0,0.0,0.0
836622fffffffff,885.0,32.0,0.0
836623fffffffff,17.0,0.0,0.0
836625fffffffff,30.0,0.0,0.0
836628fffffffff,7.0,0.0,0.0
836629fffffffff,89.0,0.0,0.0
83662afffffffff,6.0,0.0,0.0
83662bfffffffff,96.0,0.0,0.0
83662cfffffffff,34.0,0.0,0.0
83662dfffffffff,93.0,0.0,0.0
83662efffffffff,16.0,0.0,0.0
836631fffffffff,339.0,0.0,0.0
836641fffffffff,247.0,0.0,0.0
836644fffffffff,5.0,0.0,0.0
836645fffffffff,9.0,0.0,0.0
836650fffffffff,34.0,0.0,0.0
836652fffffffff,233.0,0.0,0.0
836654fffffffff,314.0,0.0,0.0
836655fffffffff,1.0,0.0,0.0
836656fffffffff,741.0,2.0,0.0
83665afffffffff,7.0,0.0,0.0
83665cfffffffff,2.0,0.0,0.0
83665efffffffff,1.0,0.0,0.0
836660fffffffff,15.0,0.0,0.0
836662fffffffff,9.0,0.0,0.0
836663fffffffff,102.0,0.0,0.0
836664fffffffff,72.0,2.0,0.0
836666fffffffff,2.0,0.0,0.0
83666afffffffff,2.0,0.0,0.0
836670fffffffff,83.0,0.0,0.0
836671fffffffff,18.0,0.0,0.0
836672fffffffff,368.0,0.0,0.0
836673fffffffff,135.0,0.0,0.0
836674fffffffff,9.0,0.0,0.0
836675fffffffff,164.0,0.0,0.0
836676fffffffff,28.0,1.0,0.0
836684fffffffff,32.0,0.0,0.0
8366a0fffffffff,1665.0,0.0,0.0
8366a1fffffffff,609.0,0.0,0.0
8366a2fffffffff,86.0,0.0,0.0
8366a3fffffffff,67.0,0.0,0.0
8366a5fffffffff,7077.0,0.0,0.0
8366a6fffffffff,30.0,0.0,0.0
8366adfffffffff,1.0,0.0,0.0
8366aefffffffff,3.0,0.0,0.0
8366b0fffffffff,1934.0,0.0,0.0
8366b1fffffffff,67.0,0.0,0.0
8366b4fffffffff,8403.0,0.0,0.0
8366b5fffffffff,6823.0,0.0,0.0
8366b6fffffffff,177.0,0.0,0.0
8366c0fffffffff,555.0,0.0,0.0
8366c1fffffffff,30.0,0.0,0.0
8366c2fffffffff,891.0,0.0,0.0
8366c3fffffffff,3.0,0.0,0.0
8366c4fffffffff,894.0,6.0,0.0
8366c5fffffffff,108.0,0.0,0.0
8366c6fffffffff,772.0,3.0,0.0
8366cdfffffffff,3.0,0.0,0.0
8366cefffffffff,6.0,0.0,0.0
8366d0fffffffff,1186.0,0.0,4.0
8366d1fffffffff,102.0,0.0,0.0
8366d2fffffffff,292.0,0.0,23.0
8366d3fffffffff,2519.0,0.0,177.0
8366d4fffffffff,57.0,0.0,0.0
8366d5fffffffff,165.0,0.0,0.0
8366d6fffffffff,5.0,0.0,0.0
8366d8fffffffff,2.0,0.0,0.0
8366dafffffffff,249.0,21.0,0.0
8366dcfffffffff,39.0,0.0,0.0
8366ddfffffffff,5.0,0.0,0.0
8366defffffffff,1384.0,110.0,0.0
8366e0fffffffff,2893.0,6.0,0.0
8366e1fffffffff,1394.0,2.0,0.0
8366e2fffffffff,407.0,0.0,0.0
8366e3fffffffff,215.0,0.0,0.0
8366e4fffffffff,2190.0,9.0,0.0
8366e5fffffffff,4567.0,8.0,0.0
8366e6fffffffff,9566.0,96.0,0.0
8366e8fffffffff,1.0,0.0,0.0
8366eafffffffff,3.0,0.0,0.0
8366ecfffffffff,65.0,0.0,0.0
8366eefffffffff,220.0,0.0,0.0
8366f0fffffffff,1165.0,0.0,0.0
8366f1fffffffff,4508.0,4.0,0.0
8366f3fffffffff,86.0,0.0,0.0
8366f5fffffffff,5128.0,19.0,0.0
836740fffffffff,8.0,0.0,0.0
836741fffffffff,1479.0,0.0,0.0
836742fffffffff,95.0,0.0,0.0
836743fffffffff,561.0,5.0,0.0
836748fffffffff,1.0,0.0,0.0
83674afffffffff,181.0,3.0,0.0
83674cfffffffff,854.0,0.0,0.0
83674dfffffffff,4.0,0.0,0.0
83674efffffffff,579.0,0.0,0.0
836751fffffffff,85.0,0.0,0.0
836752fffffffff,34.0,0.0,0.0
836753fffffffff,76.0,0.0,0.0
836755fffffffff,22.0,0.0,0.0
836758fffffffff,53.0,0.0,0.0
836759fffffffff,97.0,0.0,0.0
83675afffffffff,55.0,0.0,0.0
83675bfffffffff,25.0,0.0,0.0
83675cfffffffff,700.0,0.0,0.0
83675dfffffffff,49.0,0.0,0.0
83675efffffffff,57.0,0.0,0.0
83676bfffffffff,18.0,0.0,0.0
83678bfffffffff,10.0,0.0,0.0
836790fffffffff,14.0,0.0,0.0
836792fffffffff,67.0,0.0,0.0
836793fffffffff,21.0,0.0,0.0
836794fffffffff,64.0,0.0,0.0
836796fffffffff,267.0,0.0,0.0
83679afffffffff,5677.0,0.0,0.0
83679bfffffffff,1844.0,0.0,0.0
8367b2fffffffff,2.0,0.0,0.0
836d04fffffffff,137.0,5.0,0.0
836d05fffffffff,442.0,69.0,0.0
836d20fffffffff,21.0,0.0,0.0
836d21fffffffff,24.0,0.0,0.0
836d22fffffffff,2.0,0.0,0.0
836d23fffffffff,5.0,0.0,0.0
836d24fffffffff,53.0,0.0,0.0
836d25fffffffff,203.0,3.0,0.0
836d26fffffffff,9.0,0.0,0.0
836d28fffffffff,82.0,0.0,0.0
836d29fffffffff,21.0,0.0,0.0
836d2afffffffff,270.0,25.0,0.0
836d2bfffffffff,2697.0,0.0,0.0
836d2cfffffffff,429.0,69.0,0.0
836d2dfffffffff,123.0,0.0,0.0
836d2efffffffff,2.0,0.0,0.0
836d30fffffffff,3.0,0.0,0.0
836d31fffffffff,91.0,9.0,0.0
836d34fffffffff,481.0,60.0,0.0
836d35fffffffff,1527.0,0.0,0.0
836d60fffffffff,705.0,0.0,0.0
836d61fffffffff,451.0,0.0,0.0
836d63fffffffff,139.0,0.0,0.0
836d64fffffffff,1185.0,0.0,0.0
836d65fffffffff,1053.0,0.0,0.0
836d66fffffffff,376.0,0.0,0.0
836d68fffffffff,3292.0,0.0,0.0
836d69fffffffff,19992.0,0.0,0.0
836d6afffffffff,12.0,0.0,0.0
836d6bfffffffff,305.0,0.0,0.0
836d6cfffffffff,74.0,0.0,0.0
836d6dfffffffff,4731.0,0.0,0.0
836d6efffffffff,46.0,0.0,0.0
836d74fffffffff,227.0,0.0,0.0
836d75fffffffff,334.0,0.0,0.0
836d76fffffffff,128.0,0.0,0.0
838000fffffffff,3.0,0.0,0.0
838002fffffffff,27.0,0.0,0.0
838005fffffffff,6.0,0.0,0.0
838006fffffffff,8.0,0.0,0.0
83800cfffffffff,2.0,0.0,0.0
83800efffffffff,2.0,0.0,0.0
838010fffffffff,337.0,6.0,0.0
838011fffffffff,74.0,0.0,0.0
838014fffffffff,152.0,3.0,0.0
838015fffffffff,4.0,0.0,0.0
838016fffffffff,48.0,0.0,0.0
838023fffffffff,2.0,0.0,0.0
838024fffffffff,2.0,0.0,0.0
838026fffffffff,2.0,0.0,0.0
838029fffffffff,5.0,0.0,0.0
83802bfffffffff,7.0,0.0,0.0
83802cfffffffff,1.0,0.0,0.0
838030fffffffff,245.0,9.0,0.0
838032fffffffff,26.0,0.0,0.0
838034fffffffff,2.0,0.0,0.0
838035fffffffff,5.0,0.0,0.0
838036fffffffff,48.0,5.0,0.0
838044fffffffff,52.0,0.0,0.0
838046fffffffff,15.0,0.0,0.0
838048fffffffff,1.0,0.0,0.0
83804cfffffffff,1.0,0.0,0.0
838054fffffffff,2.0,0.0,0.0
838055fffffffff,1.0,1.0,0.0
838062fffffffff,2.0,0.0,0.0
838066fffffffff,5.0,0.0,0.0
83806afffffffff,2.0,0.0,0.0
83806bfffffffff,4.0,0.0,0.0
838073fffffffff,11.0,0.0,0.0
838074fffffffff,16.0,0.0,0.0
8380a4fffffffff,4.0,1.0,0.0
838100fffffffff,6.0,0.0,0.0
838101fffffffff,6.0,0.0,0.0
838102fffffffff,182.0,7.0,0.0
838104fffffffff,8.0,0.0,0.0
838105fffffffff,3.0,0.0,0.0
838106fffffffff,49.0,3.0,0.0
838109fffffffff,2.0,0.0,0.0
83810afffffffff,2.0,0.0,0.0
838110fffffffff,7.0,1.0,0.0
838111fffffffff,2.0,0.0,0.0
838112fffffffff,4.0,0.0,0.0
838113fffffffff,2.0,0.0,0.0
838114fffffffff,14.0,1.0,0.0
838115fffffffff,1.0,0.0,0.0
838116fffffffff,22.0,0.0,0.0
838118fffffffff,2.0,0.0,0.0
838119fffffffff,2.0,0.0,0.0
83811afffffffff,21.0,0.0,0.0
83811cfffffffff,4.0,0.0,0.0
83811efffffffff,4.0,0.0,0.0
838121fffffffff,76.0,4.0,0.0
838122fffffffff,8.0,0.0,0.0
838123fffffffff,1.0,0.0,0.0
838124fffffffff,143.0,2.0,0.0
838125fffffffff,8.0,0.0,0.0
83812cfffffffff,2.0,0.0,0.0
83812dfffffffff,2.0,0.0,0.0
838130fffffffff,54.0,2.0,0.0
838131fffffffff,5.0,0.0,0.0
838132fffffffff,116.0,2.0,0.0
838133fffffffff,225.0,8.0,0.0
838134fffffffff,17.0,0.0,0.0
838136fffffffff,62.0,4.0,0.0
838140fffffffff,12.0,0.0,0.0
838142fffffffff,10.0,0.0,0.0
838143fffffffff,6.0,0.0,0.0
838144fffffffff,1.0,0.0,0.0
838146fffffffff,26.0,0.0,0.0
83814afffffffff,49.0,0.0,0.0
83814dfffffffff,23.0,0.0,0.0
83814efffffffff,17.0,0.0,0.0
838158fffffffff,2.0,0.0,0.0
83815afffffffff,6.0,1.0,0.0
83815cfffffffff,1.0,0.0,0.0
83815dfffffffff,85.0,0.0,0.0
838160fffffffff,1.0,0.0,0.0
838162fffffffff,42.0,0.0,0.0
838163fffffffff,52.0,0.0,0.0
838164fffffffff,2.0,0.0,0.0
838170fffffffff,2.0,0.0,0.0
838171fffffffff,128.0,0.0,0.0
838172fffffffff,4.0,0.0,0.0
838173fffffffff,2.0,0.0,0.0
838174fffffffff,3.0,0.0,0.0
838175fffffffff,2.0,0.0,0.0
838180fffffffff,79.0,6.0,0.0
838181fffffffff,314.0,14.0,0.0
838183fffffffff,134.0,0.0,0.0
838185fffffffff,173.0,27.0,0.0
838188fffffffff,71.0,0.0,0.0
83818afffffffff,14.0,0.0,0.0
83818bfffffffff,52.0,0.0,0.0
83818cfffffffff,8.0,0.0,0.0
83818dfffffffff,12.0,0.0,0.0
83818efffffffff,89.0,0.0,0.0
838199fffffffff,5.0,0.0,0.0
83819dfffffffff,22.0,0.0,0.0
8381a1fffffffff,5.0,0.0,0.0
8381a8fffffffff,4.0,0.0,0.0
8381a9fffffffff,4.0,4.0,0.0
8381aafffffffff,3.0,0.0,0.0
8381acfffffffff,2.0,0.0,0.0
8381adfffffffff,155.0,4.0,0.0
8381aefffffffff,2.0,0.0,0.0
838a80fffffffff,2.0,0.0,0.0
838ad1fffffffff,2.0,0.0,0.0
838adafffffffff,59.0,10.0,0.0
838adbfffffffff,27.0,3.0,0.0
838adcfffffffff,12.0,2.0,0.0
838adefffffffff,5.0,0.0,0.0
838b08fffffffff,10.0,0.0,0.0
838b0cfffffffff,38.0,0.0,0.0
838b0dfffffffff,30.0,0.0,0.0
838b11fffffffff,2.0,0.0,0.0
838b1cfffffffff,5.0,0.0,0.0
838b1efffffffff,4.0,0.0,0.0
838b2afffffffff,63.0,0.0,0.0
838b56fffffffff,2.0,0.0,0.0
838b61fffffffff,23.0,0.0,0.0
838b6cfffffffff,534.0,0.0,0.0
838b6dfffffffff,3.0,0.0,0.0
838b74fffffffff,1.0,0.0,0.0
838b76fffffffff,1.0,0.0,0.0
838b9dfffffffff,3.0,0.0,0.0
838ba6fffffffff,43.0,0.0,0.0
838e60fffffffff,2.0,0.0,0.0
838e61fffffffff,4.0,0.0,0.0
838e64fffffffff,367.0,0.0,0.0
838e65fffffffff,47.0,0.0,0.0
838e6cfffffffff,2.0,0.0,0.0
838f08fffffffff,27.0,0.0,0.0
838f09fffffffff,190.0,0.0,0.0
838f0bfffffffff,43.0,0.0,0.0
838f0dfffffffff,685.0,0.0,0.0
838f28fffffffff,51.0,0.0,0.0
838f29fffffffff,152.0,0.0,1.0
838f2afffffffff,519.0,0.0,3.0
838f2bfffffffff,245.0,0.0,18.0
838f2cfffffffff,316.0,0.0,0.0
838f2dfffffffff,4.0,0.0,0.0
838f2efffffffff,134.0,0.0,0.0
838f40fffffffff,423.0,1.0,0.0
838f42fffffffff,69.0,0.0,0.0
838f43fffffffff,104.0,2.0,0.0
838f46fffffffff,676.0,7.0,0.0
838f4afffffffff,63.0,0.0,0.0
838f4bfffffffff,1.0,0.0,0.0
838f50fffffffff,614.0,0.0,0.0
838f54fffffffff,306.0,0.0,0.0
838f55fffffffff,226.0,2.0,0.0
838f56fffffffff,58.0,0.0,0.0
838f5dfffffffff,36.0,2.0,0.0
838f70fffffffff,104.0,4.0,0.0
838f72fffffffff,698.0,48.0,0.0
838f73fffffffff,60.0,1.0,0.0
838f74fffffffff,152.0,0.0,0.0
838f76fffffffff,183.0,6.0,0.0
83a596fffffffff,193.0,1.0,0.0
83a800fffffffff,6.0,0.0,0.0
83a801fffffffff,39.0,0.0,0.0
83a802fffffffff,24.0,0.0,0.0
83a803fffffffff,8.0,0.0,0.0
83a804fffffffff,19.0,0.0,0.0
83a805fffffffff,5.0,0.0,0.0
83a806fffffffff,10.0,0.0,0.0
83a808fffffffff,6.0,0.0,0.0
83a80afffffffff,5.0,0.0,0.0
83a80bfffffffff,3.0,0.0,0.0
83a80cfffffffff,14.0,0.0,0.0
83a80dfffffffff,8.0,0.0,0.0
83a80efffffffff,33.0,0.0,0.0
83a810fffffffff,2032.0,14.0,0.0
83a811fffffffff,450.0,31.0,0.0
83a812fffffffff,403.0,11.0,0.0
83a813fffffffff,292.0,103.0,0.0
83a814fffffffff,200.0,0.0,0.0
83a815fffffffff,89.0,0.0,0.0
83a816fffffffff,17.0,0.0,0.0
83a818fffffffff,471.0,0.0,0.0
83a819fffffffff,257.0,1.0,0.0
83a81afffffffff,119.0,0.0,0.0
83a81bfffffffff,228.0,1.0,0.0
83a81cfffffffff,565.0,0.0,0.0
83a81dfffffffff,116.0,1.0,0.0
83a81efffffffff,2789.0,0.0,0.0
83a821fffffffff,7.0,0.0,0.0
83a826fffffffff,3.0,0.0,0.0
83a828fffffffff,4.0,0.0,0.0
83a829fffffffff,82.0,0.0,0.0
83a82afffffffff,9.0,0.0,0.0
83a82bfffffffff,10.0,0.0,0.0
83a82cfffffffff,8.0,0.0,0.0
83a82dfffffffff,4.0,0.0,0.0
83a82efffffffff,4.0,0.0,0.0
83a831fffffffff,27.0,0.0,0.0
83a833fffffffff,9.0,0.0,0.0
83a835fffffffff,17.0,0.0,0.0
83a840fffffffff,132.0,1.0,0.0
83a841fffffffff,33.0,0.0,0.0
83a844fffffffff,6.0,0.0,0.0
83a845fffffffff,64.0,0.0,0.0
83a846fffffffff,32.0,0.0,0.0
83a849fffffffff,1.0,0.0,0.0
83a84afffffffff,11.0,3.0,0.0
83a84efffffffff,9.0,0.0,0.0
83a852fffffffff,4.0,0.0,0.0
83a854fffffffff,2.0,0.0,0.0
83a855fffffffff,96.0,0.0,0.0
83a856fffffffff,1.0,0.0,0.0
83a859fffffffff,534.0,12.0,0.0
83a85bfffffffff,6.0,0.0,0.0
83a85dfffffffff,1040.0,15.0,0.0
83a862fffffffff,3.0,0.0,0.0
83a863fffffffff,2.0,0.0,0.0
83a864fffffffff,3.0,0.0,0.0
83a86afffffffff,3.0,0.0,0.0
83a870fffffffff,21.0,0.0,0.0
83a872fffffffff,4.0,0.0,0.0
83a873fffffffff,41.0,8.0,0.0
83a874fffffffff,1.0,0.0,0.0
83a876fffffffff,38.0,1.0,0.0
83a880fffffffff,36.0,0.0,0.0
83a881fffffffff,14.0,0.0,0.0
83a882fffffffff,10.0,2.0,0.0
83a883fffffffff,18.0,0.0,0.0
83a884fffffffff,32.0,0.0,0.0
83a885fffffffff,1.0,0.0,0.0
83a886fffffffff,70.0,0.0,0.0
83a888fffffffff,4.0,0.0,0.0
83a889fffffffff,8.0,0.0,0.0
83a88afffffffff,4.0,0.0,0.0
83a88bfffffffff,28.0,0.0,0.0
83a88cfffffffff,51.0,1.0,0.0
83a88dfffffffff,168.0,0.0,0.0
83a88efffffffff,35.0,2.0,0.0
83a891fffffffff,118.0,17.0,0.0
83a893fffffffff,5.0,0.0,0.0
83a895fffffffff,93.0,3.0,0.0
83a89afffffffff,2.0,0.0,0.0
83a89bfffffffff,14.0,0.0,0.0
83a89cfffffffff,2.0,0.0,0.0
83a89dfffffffff,5.0,0.0,0.0
83a89efffffffff,29.0,0.0,0.0
83a8a0fffffffff,669.0,2.0,0.0
83a8a1fffffffff,354.0,6.0,0.0
83a8a2fffffffff,402.0,14.0,0.0
83a8a3fffffffff,56.0,0.0,0.0
83a8a5fffffffff,1.0,0.0,0.0
83a8a8fffffffff,31.0,0.0,0.0
83a8a9fffffffff,214.0,7.0,0.0
83a8aafffffffff,13.0,0.0,0.0
83a8abfffffffff,24.0,0.0,0.0
83a8acfffffffff,108.0,3.0,0.0
83a8adfffffffff,43.0,0.0,0.0
83a8aefffffffff,33.0,0.0,0.0
83a8b1fffffffff,45.0,0.0,0.0
83a8c0fffffffff,250.0,1.0,0.0
83a8c1fffffffff,4.0,0.0,0.0
83a8c2fffffffff,258.0,75.0,0.0
83a8c4fffffffff,24.0,0.0,0.0
83a8c5fffffffff,6.0,0.0,0.0
83a8c6fffffffff,21.0,0.0,0.0
83a8cafffffffff,4.0,0.0,0.0
83a8ccfffffffff,4.0,3.0,0.0
83a8cefffffffff,3.0,3.0,0.0
83a8d0fffffffff,6.0,0.0,0.0
83a8d1fffffffff,352.0,6.0,0.0
83a8d3fffffffff,39.0,2.0,0.0
83a8d4fffffffff,41.0,0.0,0.0
83a8d5fffffffff,11.0,2.0,0.0
83a8d6fffffffff,2.0,0.0,0.0
83a8dafffffffff,4.0,0.0,0.0
83a8dbfffffffff,4.0,0.0,0.0
83a8ddfffffffff,4.0,0.0,0.0
83a8defffffffff,80.0,3.0,0.0
83a8e0fffffffff,1.0,0.0,0.0
83a8e4fffffffff,13.0,0.0,0.0
83a8e6fffffffff,67.0,0.0,0.0
83a8eafffffffff,1.0,0.0,0.0
83a8ecfffffffff,67.0,1.0,0.0
83a8eefffffffff,2.0,0.0,0.0
83a8f0fffffffff,8.0,0.0,0.0
83a8f1fffffffff,3.0,0.0,0.0
83a8f4fffffffff,73.0,0.0,0.0
83a8f5fffffffff,21.0,1.0,0.0
83a8f6fffffffff,8.0,0.0,0.0
83a901fffffffff,6.0,0.0,0.0
83a90efffffffff,9.0,0.0,0.0
83a918fffffffff,21.0,0.0,0.0
83a91bfffffffff,34.0,2.0,0.0
83a942fffffffff,1.0,0.0,0.0
83a946fffffffff,81.0,0.0,0.0
83a94bfffffffff,3.0,0.0,0.0
83a94efffffffff,17.0,0.0,0.0
83a950fffffffff,11.0,0.0,0.0
83a951fffffffff,7.0,0.0,0.0
83a952fffffffff,5.0,0.0,0.0
83a953fffffffff,249.0,0.0,0.0
83a954fffffffff,3.0,0.0,0.0
83a955fffffffff,1.0,0.0,0.0
83a95afffffffff,2.0,0.0,0.0
83a95cfffffffff,2.0,0.0,0.0
83a95efffffffff,214.0,0.0,0.0
83b366fffffffff,1.0,0.0,0.0
