cell_id,Xiphorhynchus guttatus,Xiphorhynchus guttatus [guttatus Group],Xiphorhynchus guttatus guttatoides/dorbignyanus,Xiphorhynchus guttatus [eytoni Group]
838163fffffffff,85.0,0.0,73.0,0.0
838166fffffffff,4.0,0.0,4.0,0.0
838171fffffffff,196.0,0.0,156.0,1.0
838175fffffffff,12.0,0.0,10.0,0.0
838185fffffffff,10.0,3.0,0.0,0.0
83819dfffffffff,4.0,1.0,0.0,0.0
838a00fffffffff,13.0,0.0,2.0,1.0
838a01fffffffff,11.0,0.0,0.0,0.0
838a04fffffffff,3.0,0.0,3.0,0.0
838a05fffffffff,67.0,0.0,29.0,0.0
838a06fffffffff,2.0,0.0,0.0,0.0
838a10fffffffff,71.0,0.0,0.0,0.0
838a13fffffffff,2.0,0.0,0.0,0.0
838a14fffffffff,4.0,0.0,0.0,0.0
838a15fffffffff,29.0,0.0,0.0,0.0
838a19fffffffff,1.0,0.0,1.0,0.0
838a1afffffffff,5.0,0.0,0.0,0.0
838a1efffffffff,2.0,0.0,0.0,2.0
838a21fffffffff,4.0,0.0,3.0,0.0
838a23fffffffff,7.0,0.0,1.0,0.0
838a24fffffffff,5.0,0.0,4.0,0.0
838a25fffffffff,3.0,0.0,0.0,0.0
838a2cfffffffff,2.0,0.0,0.0,0.0
838a31fffffffff,58.0,0.0,19.0,0.0
838a33fffffffff,12.0,2.0,0.0,0.0
838a35fffffffff,1.0,0.0,1.0,0.0
838a45fffffffff,171.0,0.0,0.0,0.0
838a4bfffffffff,5.0,0.0,0.0,0.0
838a4cfffffffff,1.0,0.0,0.0,0.0
838a52fffffffff,3.0,0.0,0.0,0.0
838a56fffffffff,1.0,0.0,0.0,0.0
838a63fffffffff,57.0,0.0,3.0,0.0
838a68fffffffff,20.0,0.0,0.0,0.0
838a69fffffffff,192.0,0.0,0.0,0.0
838a6bfffffffff,3.0,0.0,0.0,0.0
838a6dfffffffff,461.0,0.0,0.0,0.0
838a6efffffffff,2.0,0.0,0.0,0.0
838a70fffffffff,8.0,0.0,0.0,0.0
838a73fffffffff,12.0,0.0,0.0,0.0
838a80fffffffff,49.0,0.0,23.0,0.0
838a81fffffffff,23.0,0.0,0.0,17.0
838a82fffffffff,9.0,0.0,0.0,0.0
838a85fffffffff,1.0,0.0,1.0,0.0
838a8dfffffffff,1.0,0.0,0.0,0.0
838a90fffffffff,4.0,0.0,4.0,0.0
838a91fffffffff,4.0,0.0,0.0,0.0
838a92fffffffff,24.0,0.0,0.0,15.0
838a9cfffffffff,38.0,0.0,0.0,0.0
838a9dfffffffff,2.0,0.0,0.0,0.0
838aa8fffffffff,29.0,0.0,0.0,23.0
838aa9fffffffff,10.0,0.0,8.0,2.0
838aaafffffffff,71.0,6.0,0.0,65.0
838aabfffffffff,16.0,0.0,0.0,13.0
838aacfffffffff,11.0,0.0,0.0,3.0
838aadfffffffff,20.0,0.0,1.0,9.0
838ab6fffffffff,3.0,0.0,3.0,0.0
838ad8fffffffff,12.0,2.0,0.0,0.0
838adafffffffff,26.0,0.0,0.0,0.0
838adbfffffffff,10.0,0.0,0.0,0.0
838adcfffffffff,36.0,6.0,0.0,0.0
838adefffffffff,7.0,0.0,0.0,0.0
838ae5fffffffff,14.0,0.0,0.0,0.0
838af0fffffffff,79.0,0.0,53.0,0.0
838af1fffffffff,16.0,0.0,0.0,0.0
838af2fffffffff,10.0,0.0,0.0,0.0
838af4fffffffff,60.0,0.0,34.0,0.0
838af6fffffffff,46.0,5.0,13.0,2.0
838b00fffffffff,1.0,0.0,0.0,0.0
838b04fffffffff,15.0,0.0,3.0,0.0
838b05fffffffff,10.0,0.0,0.0,0.0
838b06fffffffff,4.0,0.0,0.0,0.0
838b08fffffffff,1.0,0.0,0.0,0.0
838b0bfffffffff,5.0,0.0,4.0,0.0
838b0cfffffffff,94.0,0.0,4.0,0.0
838b0dfffffffff,29.0,0.0,0.0,0.0
838b0efffffffff,3.0,0.0,0.0,0.0
838b10fffffffff,6.0,0.0,4.0,0.0
838b11fffffffff,15.0,0.0,0.0,0.0
838b13fffffffff,2.0,0.0,0.0,0.0
838b1cfffffffff,2.0,0.0,0.0,0.0
838b1dfffffffff,2.0,0.0,0.0,0.0
838b1efffffffff,13.0,0.0,0.0,0.0
838b20fffffffff,10.0,0.0,2.0,0.0
838b21fffffffff,7.0,0.0,1.0,0.0
838b22fffffffff,358.0,0.0,9.0,0.0
838b23fffffffff,15.0,0.0,0.0,0.0
838b24fffffffff,2.0,0.0,0.0,0.0
838b26fffffffff,1.0,0.0,0.0,0.0
838b2afffffffff,12.0,0.0,1.0,0.0
838b2bfffffffff,4.0,0.0,0.0,0.0
838b2cfffffffff,13.0,0.0,4.0,0.0
838b2efffffffff,22.0,0.0,1.0,0.0
838b31fffffffff,71.0,0.0,0.0,0.0
838b36fffffffff,8.0,0.0,0.0,0.0
838b40fffffffff,162.0,0.0,2.0,0.0
838b42fffffffff,14.0,0.0,0.0,0.0
838b44fffffffff,650.0,0.0,26.0,0.0
838b45fffffffff,14.0,0.0,0.0,0.0
838b46fffffffff,81.0,0.0,0.0,0.0
838b48fffffffff,1.0,0.0,1.0,0.0
838b4efffffffff,24.0,0.0,12.0,0.0
838b50fffffffff,8.0,0.0,0.0,0.0
838b51fffffffff,78.0,0.0,14.0,0.0
838b52fffffffff,18.0,0.0,1.0,0.0
838b53fffffffff,6.0,0.0,0.0,0.0
838b56fffffffff,38.0,0.0,1.0,0.0
838b5cfffffffff,78.0,0.0,44.0,0.0
838b5dfffffffff,5.0,0.0,0.0,0.0
838b5efffffffff,2.0,0.0,0.0,0.0
838b61fffffffff,493.0,0.0,35.0,0.0
838b62fffffffff,115.0,0.0,4.0,0.0
838b63fffffffff,617.0,0.0,33.0,0.0
838b68fffffffff,4.0,0.0,0.0,0.0
838b69fffffffff,52.0,0.0,0.0,0.0
838b6cfffffffff,5.0,0.0,0.0,0.0
838b6dfffffffff,2.0,0.0,0.0,0.0
838b6efffffffff,193.0,0.0,2.0,0.0
838b71fffffffff,1203.0,0.0,8.0,0.0
838b74fffffffff,48.0,0.0,0.0,0.0
838b75fffffffff,58.0,0.0,2.0,0.0
838b76fffffffff,13.0,0.0,0.0,0.0
838b82fffffffff,9.0,0.0,9.0,0.0
838b83fffffffff,5.0,0.0,5.0,0.0
838b84fffffffff,75.0,0.0,0.0,41.0
838b88fffffffff,26.0,0.0,0.0,4.0
838b8afffffffff,7.0,0.0,7.0,0.0
838b96fffffffff,5.0,0.0,0.0,0.0
838b99fffffffff,98.0,0.0,30.0,2.0
838b9cfffffffff,2.0,0.0,0.0,0.0
838b9dfffffffff,449.0,0.0,16.0,24.0
838ba0fffffffff,19.0,0.0,2.0,0.0
838ba2fffffffff,6.0,0.0,0.0,0.0
838ba4fffffffff,13.0,0.0,11.0,0.0
838ba6fffffffff,51.0,0.0,4.0,0.0
838bb5fffffffff,197.0,0.0,31.0,4.0
838e64fffffffff,6.0,0.0,0.0,0.0
838e65fffffffff,7.0,0.0,0.0,0.0
838f40fffffffff,129.0,0.0,11.0,0.0
838f41fffffffff,2.0,0.0,0.0,0.0
838f42fffffffff,2.0,0.0,0.0,0.0
838f43fffffffff,15.0,0.0,0.0,0.0
838f44fffffffff,4.0,0.0,0.0,0.0
838f46fffffffff,102.0,0.0,16.0,0.0
838f48fffffffff,137.0,0.0,0.0,0.0
838f49fffffffff,2.0,0.0,0.0,0.0
838f4afffffffff,14.0,0.0,0.0,0.0
838f4bfffffffff,8.0,0.0,0.0,0.0
838f4cfffffffff,4.0,0.0,0.0,0.0
838f4efffffffff,6.0,0.0,0.0,0.0
838f55fffffffff,1.0,0.0,1.0,0.0
838f5dfffffffff,2.0,0.0,0.0,0.0
838f61fffffffff,225.0,0.0,0.0,0.0
838f63fffffffff,6.0,0.0,0.0,0.0
838f65fffffffff,25.0,0.0,0.0,0.0
838f6bfffffffff,38.0,0.0,25.0,0.0
838f6efffffffff,32.0,0.0,0.0,0.0
838f70fffffffff,16.0,0.0,3.0,0.0
838f71fffffffff,54.0,0.0,0.0,0.0
838f72fffffffff,43.0,0.0,9.0,0.0
838f73fffffffff,4.0,0.0,2.0,0.0
838f74fffffffff,18.0,0.0,0.0,0.0
838f76fffffffff,12.0,0.0,0.0,0.0
83a596fffffffff,280.0,126.0,0.0,0.0
83a840fffffffff,1.0,0.0,1.0,0.0
83a841fffffffff,17.0,0.0,13.0,0.0
83a843fffffffff,2.0,0.0,2.0,0.0
83a844fffffffff,2.0,0.0,0.0,0.0
83a846fffffffff,3.0,0.0,0.0,0.0
83a84afffffffff,4.0,0.0,2.0,0.0
83a84dfffffffff,2.0,0.0,0.0,0.0
83a84efffffffff,5.0,0.0,5.0,0.0
83a859fffffffff,672.0,0.0,84.0,3.0
83a85bfffffffff,9.0,0.0,3.0,0.0
83a85dfffffffff,267.0,0.0,25.0,0.0
83a86bfffffffff,4.0,0.0,0.0,0.0
83a882fffffffff,2.0,2.0,0.0,0.0
83a891fffffffff,224.0,73.0,0.0,0.0
83a8c0fffffffff,148.0,0.0,138.0,0.0
83a8c1fffffffff,12.0,0.0,4.0,0.0
83a8c2fffffffff,4.0,0.0,2.0,0.0
83a8c4fffffffff,15.0,0.0,12.0,0.0
83a8c8fffffffff,1.0,0.0,0.0,0.0
83a8c9fffffffff,8.0,0.0,5.0,0.0
83a8ccfffffffff,8.0,0.0,5.0,0.0
83a8cefffffffff,6.0,0.0,2.0,0.0
83a8dafffffffff,2.0,0.0,2.0,0.0
83a8dcfffffffff,1.0,0.0,0.0,0.0
83a8ddfffffffff,4.0,0.0,4.0,0.0
83a8defffffffff,12.0,0.0,12.0,0.0
83a8ecfffffffff,5.0,0.0,0.0,0.0
83b322fffffffff,2.0,0.0,0.0,0.0
83b325fffffffff,7.0,0.0,0.0,0.0
83b366fffffffff,1.0,0.0,1.0,0.0
