cell_id,Botaurus minutus,Botaurus minutus minutus,Botaurus minutus payesii,Botaurus minutus podiceps
841f981ffffffff,1.0,0.0,0.0,0.0
841fa37ffffffff,2.0,0.0,0.0,0.0
841fa43ffffffff,1.0,0.0,0.0,0.0
841fa4dffffffff,4.0,0.0,0.0,0.0
841fa5dffffffff,4.0,0.0,0.0,0.0
841fac7ffffffff,2.0,0.0,0.0,0.0
841faddffffffff,3.0,0.0,0.0,0.0
8420b1bffffffff,2.0,0.0,0.0,0.0
8425105ffffffff,2.0,0.0,0.0,0.0
8425131ffffffff,2.0,0.0,0.0,0.0
842c043ffffffff,1.0,0.0,0.0,0.0
842c4cdffffffff,1.0,0.0,0.0,0.0
842c56dffffffff,3.0,0.0,0.0,0.0
842c833ffffffff,4.0,0.0,0.0,0.0
842c93bffffffff,9.0,0.0,0.0,0.0
842c9c9ffffffff,4.0,0.0,0.0,0.0
842cf07ffffffff,2.0,0.0,0.0,0.0
842cf35ffffffff,2.0,0.0,0.0,0.0
842d107ffffffff,3.0,0.0,0.0,0.0
842da81ffffffff,1.0,1.0,0.0,0.0
842db01ffffffff,4.0,0.0,0.0,0.0
842db1bffffffff,2.0,0.0,0.0,0.0
842db1dffffffff,1.0,1.0,0.0,0.0
842db2bffffffff,3.0,0.0,0.0,0.0
842db2dffffffff,2.0,0.0,0.0,0.0
842db67ffffffff,2.0,0.0,0.0,0.0
84346a7ffffffff,2.0,0.0,0.0,0.0
8438625ffffffff,1.0,0.0,0.0,0.0
843863dffffffff,1.0,0.0,0.0,0.0
843875bffffffff,1.0,0.0,0.0,0.0
8439013ffffffff,1.0,0.0,0.0,0.0
843901bffffffff,13.0,0.0,0.0,0.0
843901dffffffff,11.0,0.0,0.0,0.0
8439029ffffffff,12.0,0.0,0.0,0.0
843902bffffffff,2.0,1.0,0.0,0.0
843902dffffffff,17.0,0.0,0.0,0.0
843903dffffffff,5.0,0.0,0.0,0.0
8439047ffffffff,2.0,0.0,0.0,0.0
8439063ffffffff,2.0,0.0,0.0,0.0
8439067ffffffff,4.0,0.0,0.0,0.0
843906bffffffff,6.0,0.0,0.0,0.0
843906dffffffff,2.0,0.0,0.0,0.0
84390c1ffffffff,2.0,0.0,0.0,0.0
84390cbffffffff,3.0,0.0,0.0,0.0
8439103ffffffff,8.0,0.0,0.0,0.0
8439115ffffffff,5.0,0.0,0.0,0.0
8439155ffffffff,1.0,0.0,0.0,0.0
8439159ffffffff,13.0,0.0,0.0,0.0
8439183ffffffff,4.0,0.0,0.0,0.0
8439187ffffffff,1.0,0.0,0.0,0.0
84391a9ffffffff,5.0,0.0,0.0,0.0
84391c7ffffffff,7.0,0.0,0.0,0.0
84391d1ffffffff,1.0,0.0,0.0,0.0
84391e9ffffffff,5.0,2.0,0.0,0.0
84391ebffffffff,3.0,1.0,0.0,0.0
8439203ffffffff,16.0,0.0,0.0,0.0
8439221ffffffff,4.0,0.0,0.0,0.0
8439227ffffffff,34.0,0.0,0.0,0.0
8439239ffffffff,6.0,0.0,0.0,0.0
8439281ffffffff,3.0,0.0,0.0,0.0
843929dffffffff,1.0,0.0,0.0,0.0
84392a9ffffffff,4.0,0.0,0.0,0.0
84392c5ffffffff,12.0,0.0,0.0,0.0
84392c7ffffffff,2.0,0.0,0.0,0.0
84392d9ffffffff,3.0,0.0,0.0,0.0
84392e7ffffffff,11.0,0.0,0.0,0.0
8439313ffffffff,7.0,0.0,0.0,0.0
843931bffffffff,2.0,0.0,0.0,0.0
8439333ffffffff,12.0,3.0,0.0,0.0
8439337ffffffff,11.0,0.0,0.0,0.0
8439435ffffffff,8.0,2.0,0.0,0.0
8439447ffffffff,2.0,1.0,0.0,0.0
843946dffffffff,18.0,18.0,0.0,0.0
8439541ffffffff,4.0,0.0,0.0,0.0
8439567ffffffff,5.0,0.0,0.0,0.0
8439709ffffffff,5.0,0.0,0.0,0.0
8439711ffffffff,3.0,0.0,0.0,0.0
8439733ffffffff,10.0,8.0,0.0,0.0
8439739ffffffff,1.0,0.0,0.0,0.0
8439741ffffffff,14.0,0.0,0.0,0.0
8439745ffffffff,1.0,0.0,0.0,0.0
8439747ffffffff,1.0,0.0,0.0,0.0
843974dffffffff,7.0,0.0,0.0,0.0
8439761ffffffff,1.0,0.0,0.0,0.0
843d005ffffffff,1.0,0.0,0.0,0.0
843d107ffffffff,1.0,0.0,0.0,0.0
843d34bffffffff,2.0,0.0,0.0,0.0
843d35dffffffff,10.0,0.0,0.0,0.0
843da19ffffffff,37.0,0.0,0.0,0.0
843da1dffffffff,1.0,0.0,0.0,0.0
843e605ffffffff,3.0,3.0,0.0,0.0
843e665ffffffff,2.0,2.0,0.0,0.0
843e689ffffffff,8.0,0.0,0.0,0.0
843e68dffffffff,4.0,0.0,0.0,0.0
843f2ddffffffff,2.0,0.0,0.0,0.0
843f4d3ffffffff,2.0,2.0,0.0,0.0
843f681ffffffff,1.0,1.0,0.0,0.0
843f68dffffffff,2.0,0.0,0.0,0.0
843f729ffffffff,3.0,0.0,0.0,0.0
843f731ffffffff,2.0,0.0,0.0,0.0
8442cdbffffffff,2.0,0.0,0.0,0.0
8442ce9ffffffff,25.0,0.0,0.0,0.0
8442dc3ffffffff,4.0,0.0,0.0,0.0
8443241ffffffff,4.0,0.0,0.0,0.0
844324dffffffff,1.0,0.0,0.0,0.0
8443501ffffffff,2.0,0.0,0.0,0.0
8443983ffffffff,2.0,2.0,0.0,0.0
8443a17ffffffff,3.0,0.0,0.0,0.0
8443ae5ffffffff,3.0,0.0,0.0,0.0
845269bffffffff,2.0,2.0,0.0,0.0
8452d41ffffffff,2.0,0.0,0.0,0.0
8453451ffffffff,2.0,0.0,0.0,0.0
8453459ffffffff,1.0,0.0,0.0,0.0
8454c53ffffffff,1.0,0.0,0.0,0.0
8454f57ffffffff,2.0,0.0,0.0,0.0
846ac9bffffffff,3.0,0.0,0.0,0.0
847a413ffffffff,6.0,0.0,6.0,0.0
847a4d1ffffffff,1.0,0.0,0.0,0.0
847a4dbffffffff,1.0,0.0,0.0,0.0
847a603ffffffff,1.0,0.0,0.0,0.0
847a651ffffffff,1.0,0.0,0.0,0.0
847a683ffffffff,4.0,0.0,0.0,0.0
847a6b7ffffffff,3.0,0.0,0.0,0.0
847a6e7ffffffff,3.0,0.0,0.0,0.0
847a6e9ffffffff,1.0,0.0,1.0,0.0
847b4a5ffffffff,2.0,0.0,0.0,0.0
847b4c7ffffffff,16.0,0.0,0.0,0.0
8497515ffffffff,2.0,0.0,0.0,0.0
84a318dffffffff,3.0,0.0,0.0,0.0
84ac969ffffffff,2.0,0.0,0.0,0.0
84ac9dbffffffff,2.0,0.0,0.0,0.0
84ad361ffffffff,5.0,0.0,5.0,0.0
84ad365ffffffff,1.0,0.0,1.0,0.0
84ad36dffffffff,1.0,0.0,1.0,0.0
84bc1b7ffffffff,2.0,0.0,0.0,0.0
84bcc6dffffffff,5.0,0.0,5.0,0.0
84bcd05ffffffff,3.0,3.0,0.0,0.0
84bcdc3ffffffff,2.0,0.0,2.0,0.0
84bce29ffffffff,2.0,0.0,0.0,0.0
84bcf25ffffffff,2.0,0.0,0.0,0.0
84bcf29ffffffff,6.0,0.0,0.0,0.0
84bcf2dffffffff,2.0,0.0,0.0,0.0
84bcf3dffffffff,1.0,0.0,0.0,0.0
84bcf47ffffffff,2.0,0.0,0.0,0.0
84bcf5dffffffff,3.0,0.0,3.0,0.0
84bcf61ffffffff,1.0,0.0,0.0,0.0
