cell_id,Picoides dorsalis,Picoides dorsalis dorsalis,Picoides dorsalis fasciatus,Picoides dorsalis bacatus
8426983ffffffff,36.0,0.0,0.0,0.0
842699dffffffff,2.0,0.0,0.0,0.0
84269ebffffffff,10.0,2.0,0.0,0.0
8426a59ffffffff,27.0,0.0,0.0,0.0
8426d4bffffffff,1.0,0.0,0.0,0.0
8427083ffffffff,25.0,0.0,0.0,3.0
8427085ffffffff,21.0,0.0,0.0,9.0
8427093ffffffff,3.0,0.0,0.0,0.0
8427095ffffffff,13.0,0.0,0.0,0.0
8427097ffffffff,366.0,0.0,0.0,33.0
8427099ffffffff,6.0,0.0,0.0,0.0
842709bffffffff,19.0,0.0,0.0,0.0
842709dffffffff,71.0,0.0,0.0,4.0
84270a9ffffffff,4.0,0.0,0.0,2.0
84270b7ffffffff,2.0,0.0,0.0,0.0
84270d7ffffffff,1.0,0.0,0.0,0.0
84270e3ffffffff,6.0,0.0,0.0,0.0
84270e7ffffffff,8.0,0.0,0.0,2.0
8427169ffffffff,3.0,0.0,0.0,0.0
8427469ffffffff,3.0,0.0,0.0,0.0
8427545ffffffff,22.0,0.0,0.0,0.0
8427569ffffffff,9.0,0.0,0.0,5.0
842756dffffffff,2.0,0.0,0.0,0.0
842763bffffffff,1.0,0.0,0.0,0.0
842765bffffffff,6.0,0.0,0.0,4.0
8427665ffffffff,2.0,0.0,0.0,0.0
8427705ffffffff,6.0,0.0,0.0,0.0
842770dffffffff,2.0,0.0,0.0,2.0
8427711ffffffff,1.0,0.0,0.0,0.0
8427715ffffffff,2.0,0.0,0.0,0.0
842771dffffffff,2.0,0.0,0.0,0.0
8427721ffffffff,13.0,0.0,0.0,5.0
8427725ffffffff,6.0,0.0,0.0,0.0
84278b3ffffffff,6.0,0.0,0.0,0.0
84278b5ffffffff,4.0,0.0,0.0,0.0
84278b7ffffffff,2.0,0.0,0.0,0.0
84279a1ffffffff,3.0,3.0,0.0,0.0
8427b07ffffffff,2.0,0.0,0.0,0.0
8427b2bffffffff,2.0,0.0,0.0,0.0
84281a5ffffffff,23.0,0.0,1.0,0.0
84281adffffffff,4.0,0.0,0.0,0.0
84281e1ffffffff,18.0,0.0,6.0,0.0
84281e5ffffffff,6.0,0.0,0.0,0.0
84281e7ffffffff,35.0,0.0,0.0,0.0
8428813ffffffff,6.0,0.0,0.0,0.0
8428835ffffffff,1.0,0.0,0.0,0.0
842883bffffffff,2.0,0.0,0.0,0.0
8428845ffffffff,1.0,0.0,0.0,0.0
8428847ffffffff,3.0,0.0,0.0,0.0
84288e3ffffffff,4.0,0.0,2.0,0.0
842892bffffffff,2.0,0.0,0.0,0.0
8428989ffffffff,2.0,0.0,0.0,0.0
8428993ffffffff,2.0,0.0,0.0,0.0
84289c9ffffffff,2.0,2.0,0.0,0.0
84289d3ffffffff,4.0,0.0,0.0,0.0
8428a93ffffffff,120.0,0.0,1.0,0.0
8428a99ffffffff,1.0,0.0,0.0,0.0
8428a9bffffffff,41.0,0.0,1.0,0.0
8428b65ffffffff,4.0,1.0,0.0,0.0
8428b6dffffffff,20.0,2.0,0.0,0.0
8428c25ffffffff,6.0,0.0,0.0,0.0
8428d21ffffffff,1.0,0.0,1.0,0.0
8428d23ffffffff,10.0,0.0,3.0,0.0
8428d2bffffffff,36.0,0.0,0.0,0.0
8428d31ffffffff,4.0,0.0,0.0,0.0
8428d35ffffffff,44.0,0.0,0.0,0.0
8428d39ffffffff,3.0,0.0,0.0,0.0
8428d3dffffffff,2.0,0.0,0.0,0.0
8428d41ffffffff,55.0,0.0,4.0,0.0
8428d49ffffffff,30.0,0.0,2.0,0.0
8428d4bffffffff,1.0,0.0,1.0,0.0
8428d4dffffffff,2.0,0.0,0.0,0.0
8428d9dffffffff,36.0,0.0,0.0,0.0
8428dd7ffffffff,2.0,0.0,0.0,0.0
8428de1ffffffff,1.0,0.0,0.0,0.0
8428f21ffffffff,1.0,0.0,0.0,0.0
8428f23ffffffff,2.0,0.0,0.0,0.0
8428f27ffffffff,4.0,0.0,0.0,0.0
8428f2dffffffff,2.0,0.0,0.0,0.0
8428f63ffffffff,8.0,0.0,0.0,0.0
8429901ffffffff,2.0,0.0,0.0,0.0
8429903ffffffff,2.0,0.0,0.0,0.0
8429907ffffffff,2.0,0.0,0.0,0.0
842990bffffffff,4.0,0.0,0.0,0.0
842994dffffffff,2.0,2.0,0.0,0.0
8429b21ffffffff,2.0,0.0,0.0,0.0
8429b25ffffffff,6.0,6.0,0.0,0.0
842a333ffffffff,2.0,0.0,0.0,0.0
842b107ffffffff,4.0,0.0,0.0,0.0
842b10bffffffff,1.0,0.0,0.0,0.0
842b125ffffffff,1.0,0.0,0.0,0.0
842b133ffffffff,22.0,0.0,0.0,3.0
842b137ffffffff,24.0,0.0,0.0,2.0
842b13dffffffff,3.0,0.0,0.0,0.0
842b161ffffffff,2.0,0.0,0.0,0.0
842b167ffffffff,12.0,0.0,0.0,0.0
842b16bffffffff,2.0,0.0,0.0,0.0
842b303ffffffff,2.0,0.0,0.0,0.0
842b323ffffffff,3.0,0.0,0.0,0.0
842b809ffffffff,2.0,0.0,0.0,0.0
842b815ffffffff,3.0,0.0,0.0,0.0
842b81bffffffff,11.0,0.0,0.0,0.0
842b82dffffffff,3.0,0.0,0.0,0.0
842b83bffffffff,78.0,0.0,0.0,3.0
842b83dffffffff,2.0,0.0,0.0,0.0
842b843ffffffff,4.0,0.0,0.0,0.0
842b847ffffffff,2.0,0.0,0.0,0.0
842b851ffffffff,2.0,0.0,0.0,0.0
842b853ffffffff,3.0,0.0,0.0,0.0
842b855ffffffff,3.0,0.0,0.0,0.0
842b859ffffffff,1.0,0.0,0.0,0.0
842b863ffffffff,1.0,0.0,0.0,0.0
842b881ffffffff,7.0,0.0,0.0,0.0
842b885ffffffff,1.0,0.0,0.0,0.0
842b8c3ffffffff,1.0,0.0,0.0,0.0
842b8c7ffffffff,2.0,0.0,0.0,0.0
842b909ffffffff,1.0,0.0,0.0,0.0
842b965ffffffff,9.0,0.0,0.0,0.0
842b99dffffffff,2.0,0.0,0.0,0.0
842b9c5ffffffff,4.0,0.0,0.0,0.0
842b9cdffffffff,5.0,0.0,0.0,0.0
842b9d7ffffffff,2.0,0.0,0.0,0.0
842b9dbffffffff,1.0,0.0,0.0,0.0
842b9ebffffffff,2.0,0.0,0.0,0.0
842ba0bffffffff,2.0,0.0,0.0,0.0
842ba19ffffffff,3.0,0.0,0.0,0.0
842ba4dffffffff,1.0,0.0,0.0,0.0
842ba55ffffffff,2.0,0.0,0.0,0.0
842ba81ffffffff,1.0,0.0,0.0,0.0
842baa7ffffffff,1.0,0.0,0.0,0.0
842baabffffffff,21.0,0.0,0.0,0.0
842baadffffffff,1.0,0.0,0.0,0.0
842babdffffffff,2.0,0.0,0.0,0.0
842bac3ffffffff,1.0,0.0,0.0,0.0
842bacbffffffff,1.0,0.0,0.0,0.0
842bae3ffffffff,1.0,0.0,0.0,0.0
842bae7ffffffff,1.0,0.0,0.0,0.0
8448c03ffffffff,8.0,0.0,0.0,0.0
8448c11ffffffff,2.0,0.0,0.0,0.0
8448c13ffffffff,3.0,3.0,0.0,0.0
8448c1dffffffff,3.0,0.0,0.0,0.0
8448c31ffffffff,7.0,2.0,0.0,0.0
8448cadffffffff,3.0,3.0,0.0,0.0
8448cc5ffffffff,2.0,0.0,0.0,0.0
8448d1bffffffff,5.0,1.0,0.0,0.0
8448d89ffffffff,1.0,1.0,0.0,0.0
8448da3ffffffff,1.0,0.0,0.0,0.0
8448dabffffffff,15.0,0.0,0.0,0.0
