cell_id,Colinus virginianus,Colinus virginianus [virginianus Group],Colinus virginianus graysoni/nigripectus,Colinus virginianus [pectoralis Group],Colinus virginianus [coyoleos Group]
832668fffffffff,158.0,0.0,0.0,0.0,0.0
832669fffffffff,94.0,0.0,0.0,0.0,0.0
83266afffffffff,501.0,0.0,0.0,0.0,0.0
83266bfffffffff,798.0,0.0,0.0,0.0,0.0
83266cfffffffff,131.0,0.0,0.0,0.0,0.0
83266dfffffffff,457.0,0.0,0.0,0.0,0.0
83266efffffffff,1292.0,0.0,0.0,0.0,0.0
832670fffffffff,108.0,0.0,0.0,0.0,0.0
832671fffffffff,728.0,0.0,0.0,0.0,0.0
832672fffffffff,40.0,0.0,0.0,0.0,0.0
832673fffffffff,230.0,0.0,0.0,0.0,0.0
832674fffffffff,43.0,0.0,0.0,0.0,0.0
832675fffffffff,73.0,0.0,0.0,0.0,0.0
832676fffffffff,3.0,0.0,0.0,0.0,0.0
832689fffffffff,6.0,0.0,0.0,0.0,0.0
83268dfffffffff,5.0,0.0,0.0,0.0,0.0
8326a8fffffffff,435.0,0.0,0.0,0.0,0.0
8326a9fffffffff,273.0,0.0,0.0,0.0,0.0
8326aafffffffff,142.0,0.0,0.0,0.0,0.0
8326abfffffffff,14.0,0.0,0.0,0.0,0.0
8326acfffffffff,2.0,0.0,0.0,0.0,0.0
8326adfffffffff,66.0,0.0,0.0,0.0,0.0
8326aefffffffff,2.0,0.0,0.0,0.0,0.0
8326c0fffffffff,42.0,0.0,0.0,0.0,0.0
8326c1fffffffff,84.0,0.0,0.0,0.0,0.0
8326c2fffffffff,84.0,0.0,0.0,0.0,0.0
8326c3fffffffff,517.0,0.0,0.0,0.0,0.0
8326c4fffffffff,263.0,0.0,0.0,0.0,0.0
8326c5fffffffff,185.0,0.0,0.0,0.0,0.0
8326c6fffffffff,95.0,0.0,0.0,0.0,0.0
8326c8fffffffff,53.0,0.0,0.0,0.0,0.0
8326c9fffffffff,3.0,0.0,0.0,0.0,0.0
8326cafffffffff,33.0,0.0,0.0,0.0,0.0
8326cbfffffffff,12.0,0.0,0.0,0.0,0.0
8326ccfffffffff,12.0,0.0,0.0,0.0,0.0
8326cdfffffffff,7.0,0.0,0.0,0.0,0.0
8326cefffffffff,71.0,0.0,0.0,0.0,0.0
8326d0fffffffff,20.0,0.0,0.0,0.0,0.0
8326d1fffffffff,108.0,0.0,0.0,0.0,0.0
8326d2fffffffff,9.0,0.0,0.0,0.0,0.0
8326d3fffffffff,207.0,0.0,0.0,0.0,0.0
8326d4fffffffff,361.0,0.0,0.0,0.0,0.0
8326d5fffffffff,76.0,0.0,0.0,0.0,0.0
8326d8fffffffff,165.0,0.0,0.0,0.0,0.0
8326d9fffffffff,323.0,0.0,0.0,0.0,0.0
8326dafffffffff,173.0,0.0,0.0,0.0,0.0
8326dbfffffffff,308.0,0.0,0.0,0.0,0.0
8326dcfffffffff,259.0,0.0,0.0,0.0,0.0
8326ddfffffffff,519.0,0.0,0.0,0.0,0.0
8326defffffffff,439.0,0.0,0.0,0.0,0.0
8326e0fffffffff,544.0,0.0,0.0,0.0,0.0
8326e1fffffffff,164.0,0.0,0.0,0.0,0.0
8326e2fffffffff,1596.0,0.0,0.0,0.0,0.0
8326e3fffffffff,341.0,0.0,0.0,0.0,0.0
8326e4fffffffff,709.0,0.0,0.0,0.0,0.0
8326e5fffffffff,1486.0,0.0,0.0,0.0,0.0
8326e6fffffffff,341.0,0.0,0.0,0.0,0.0
8326e8fffffffff,36.0,0.0,0.0,0.0,0.0
8326e9fffffffff,140.0,0.0,0.0,0.0,0.0
8326eafffffffff,52.0,0.0,0.0,0.0,0.0
8326ebfffffffff,23.0,0.0,0.0,0.0,0.0
8326ecfffffffff,422.0,0.0,0.0,0.0,0.0
8326edfffffffff,236.0,0.0,0.0,0.0,0.0
8326eefffffffff,260.0,0.0,0.0,0.0,0.0
8326f0fffffffff,90.0,0.0,0.0,0.0,0.0
8326f1fffffffff,467.0,0.0,0.0,0.0,0.0
8326f2fffffffff,120.0,0.0,0.0,0.0,0.0
8326f3fffffffff,163.0,0.0,0.0,0.0,0.0
8326f4fffffffff,16.0,0.0,0.0,0.0,0.0
8326f5fffffffff,112.0,0.0,0.0,0.0,0.0
8326f6fffffffff,18.0,0.0,0.0,0.0,0.0
83274bfffffffff,33.0,1.0,0.0,0.0,0.0
83275bfffffffff,24.0,0.0,0.0,0.0,0.0
832884fffffffff,7.0,0.0,0.0,0.0,0.0
832a31fffffffff,611.0,0.0,0.0,0.0,0.0
832a80fffffffff,1.0,1.0,0.0,0.0,0.0
832a81fffffffff,15.0,0.0,0.0,0.0,0.0
832a82fffffffff,13.0,0.0,0.0,0.0,0.0
832a85fffffffff,1.0,0.0,0.0,0.0,0.0
832a86fffffffff,2.0,0.0,0.0,0.0,0.0
832a88fffffffff,216.0,0.0,0.0,0.0,0.0
832a89fffffffff,188.0,0.0,0.0,0.0,0.0
832a8afffffffff,18.0,0.0,0.0,0.0,0.0
832a8bfffffffff,463.0,0.0,0.0,0.0,0.0
832a8cfffffffff,398.0,0.0,0.0,0.0,0.0
832a8dfffffffff,484.0,0.0,0.0,0.0,0.0
832a8efffffffff,19.0,0.0,0.0,0.0,0.0
832a90fffffffff,95.0,0.0,0.0,0.0,0.0
832a91fffffffff,65.0,0.0,0.0,0.0,0.0
832a92fffffffff,56.0,0.0,0.0,0.0,0.0
832a93fffffffff,252.0,0.0,0.0,0.0,0.0
832a94fffffffff,28.0,0.0,0.0,0.0,0.0
832a95fffffffff,12.0,0.0,0.0,0.0,0.0
832a96fffffffff,4.0,0.0,0.0,0.0,0.0
832a98fffffffff,10.0,0.0,0.0,0.0,0.0
832a99fffffffff,12.0,0.0,0.0,0.0,0.0
832a9afffffffff,110.0,0.0,0.0,0.0,0.0
832a9bfffffffff,72.0,0.0,0.0,0.0,0.0
832a9cfffffffff,65.0,0.0,0.0,0.0,0.0
832a9efffffffff,76.0,0.0,0.0,0.0,0.0
832aa8fffffffff,454.0,0.0,0.0,0.0,0.0
832aa9fffffffff,756.0,0.0,0.0,0.0,0.0
832aaafffffffff,291.0,0.0,0.0,0.0,0.0
832aabfffffffff,536.0,0.0,0.0,0.0,0.0
832aacfffffffff,77.0,0.0,0.0,0.0,0.0
832aadfffffffff,2057.0,53.0,0.0,0.0,0.0
832aaefffffffff,2.0,0.0,0.0,0.0,0.0
832ab3fffffffff,16.0,0.0,0.0,0.0,0.0
832ad0fffffffff,133.0,0.0,0.0,0.0,0.0
832ad1fffffffff,17.0,0.0,0.0,0.0,0.0
832ad2fffffffff,315.0,0.0,0.0,0.0,0.0
832ad3fffffffff,129.0,0.0,0.0,0.0,0.0
832ad4fffffffff,239.0,0.0,0.0,0.0,0.0
832ad5fffffffff,535.0,0.0,0.0,0.0,0.0
832ad6fffffffff,184.0,0.0,0.0,0.0,0.0
832af0fffffffff,39.0,0.0,0.0,0.0,0.0
832af1fffffffff,5.0,0.0,0.0,0.0,0.0
832af2fffffffff,207.0,0.0,0.0,0.0,0.0
832af3fffffffff,870.0,0.0,0.0,0.0,0.0
832af6fffffffff,860.0,0.0,0.0,0.0,0.0
834412fffffffff,136.0,2.0,0.0,0.0,0.0
834413fffffffff,1439.0,29.0,0.0,0.0,0.0
83441afffffffff,1051.0,40.0,0.0,0.0,0.0
83441bfffffffff,16.0,0.0,0.0,0.0,0.0
83441efffffffff,1831.0,512.0,0.0,0.0,0.0
834430fffffffff,24.0,0.0,0.0,0.0,0.0
834432fffffffff,157.0,0.0,0.0,0.0,0.0
834434fffffffff,3.0,0.0,0.0,0.0,0.0
834436fffffffff,24.0,0.0,0.0,0.0,0.0
834440fffffffff,29.0,0.0,0.0,0.0,0.0
834441fffffffff,40.0,0.0,0.0,0.0,0.0
834442fffffffff,273.0,0.0,0.0,0.0,0.0
834443fffffffff,30.0,0.0,0.0,0.0,0.0
834444fffffffff,25.0,0.0,0.0,0.0,0.0
834445fffffffff,162.0,0.0,0.0,0.0,0.0
834446fffffffff,69.0,0.0,0.0,0.0,0.0
834448fffffffff,5.0,0.0,0.0,0.0,0.0
834449fffffffff,36.0,0.0,0.0,0.0,0.0
83444afffffffff,22.0,0.0,0.0,0.0,0.0
83444bfffffffff,63.0,0.0,0.0,0.0,0.0
83444cfffffffff,40.0,0.0,0.0,0.0,0.0
83444dfffffffff,17.0,0.0,0.0,0.0,0.0
83444efffffffff,15.0,0.0,0.0,0.0,0.0
834450fffffffff,192.0,0.0,0.0,0.0,0.0
834451fffffffff,33.0,0.0,0.0,0.0,0.0
834452fffffffff,272.0,0.0,0.0,0.0,0.0
834453fffffffff,7.0,0.0,0.0,0.0,0.0
834455fffffffff,496.0,0.0,0.0,0.0,0.0
834456fffffffff,81.0,0.0,0.0,0.0,0.0
834458fffffffff,12.0,0.0,0.0,0.0,0.0
834459fffffffff,47.0,0.0,0.0,0.0,0.0
83445afffffffff,66.0,0.0,0.0,0.0,0.0
83445bfffffffff,74.0,0.0,0.0,0.0,0.0
83445cfffffffff,2.0,0.0,0.0,0.0,0.0
83445dfffffffff,19.0,0.0,0.0,0.0,0.0
83445efffffffff,9.0,0.0,0.0,0.0,0.0
834468fffffffff,6.0,0.0,0.0,0.0,0.0
834469fffffffff,13.0,0.0,0.0,0.0,0.0
83446afffffffff,126.0,0.0,0.0,0.0,0.0
83446bfffffffff,25.0,0.0,0.0,0.0,0.0
83446cfffffffff,401.0,0.0,0.0,0.0,0.0
83446dfffffffff,1131.0,0.0,0.0,0.0,0.0
83446efffffffff,106.0,0.0,0.0,0.0,0.0
834486fffffffff,65.0,0.0,0.0,0.0,0.0
8344a1fffffffff,30.0,0.0,0.0,0.0,0.0
8344a2fffffffff,4.0,0.0,0.0,0.0,0.0
8344a5fffffffff,250.0,0.0,0.0,0.0,0.0
8344a8fffffffff,842.0,47.0,0.0,0.0,0.0
8344a9fffffffff,1777.0,207.0,0.0,0.0,0.0
8344abfffffffff,412.0,67.0,0.0,0.0,0.0
8344acfffffffff,564.0,16.0,0.0,0.0,0.0
8344adfffffffff,1651.0,44.0,0.0,0.0,0.0
8344aefffffffff,74.0,5.0,0.0,0.0,0.0
8344b5fffffffff,88.0,0.0,0.0,0.0,0.0
8344c0fffffffff,113.0,0.0,0.0,0.0,0.0
8344c2fffffffff,243.0,0.0,0.0,0.0,0.0
8344c3fffffffff,3.0,0.0,0.0,0.0,0.0
8344c4fffffffff,428.0,0.0,0.0,0.0,0.0
8344c5fffffffff,320.0,0.0,0.0,0.0,0.0
8344c6fffffffff,152.0,0.0,0.0,0.0,0.0
8344c8fffffffff,254.0,0.0,0.0,0.0,0.0
8344c9fffffffff,232.0,0.0,0.0,0.0,0.0
8344cafffffffff,410.0,0.0,0.0,0.0,0.0
8344cbfffffffff,25.0,0.0,0.0,0.0,0.0
8344ccfffffffff,352.0,0.0,0.0,0.0,0.0
8344cdfffffffff,67.0,0.0,0.0,0.0,0.0
8344cefffffffff,2.0,0.0,0.0,0.0,0.0
8344d0fffffffff,171.0,0.0,0.0,0.0,0.0
8344d1fffffffff,240.0,0.0,0.0,0.0,0.0
8344d2fffffffff,76.0,0.0,0.0,0.0,0.0
8344d3fffffffff,240.0,0.0,0.0,0.0,0.0
8344d5fffffffff,220.0,0.0,0.0,0.0,0.0
8344d8fffffffff,166.0,0.0,0.0,0.0,0.0
8344d9fffffffff,153.0,0.0,0.0,0.0,0.0
8344dafffffffff,305.0,0.0,0.0,0.0,0.0
8344dbfffffffff,25.0,0.0,0.0,0.0,0.0
8344dcfffffffff,69.0,0.0,0.0,0.0,0.0
8344ddfffffffff,38.0,0.0,0.0,0.0,0.0
8344defffffffff,169.0,0.0,0.0,0.0,0.0
8344e0fffffffff,458.0,16.0,0.0,0.0,0.0
8344e1fffffffff,38.0,0.0,0.0,0.0,0.0
8344e2fffffffff,737.0,12.0,0.0,0.0,0.0
8344e3fffffffff,426.0,0.0,0.0,0.0,0.0
8344e4fffffffff,20.0,0.0,0.0,0.0,0.0
8344e5fffffffff,22.0,0.0,0.0,0.0,0.0
8344e6fffffffff,153.0,5.0,0.0,0.0,0.0
8344e8fffffffff,32.0,0.0,0.0,0.0,0.0
8344e9fffffffff,18.0,0.0,0.0,0.0,0.0
8344eafffffffff,12.0,0.0,0.0,0.0,0.0
8344ebfffffffff,15.0,0.0,0.0,0.0,0.0
8344ecfffffffff,30.0,0.0,0.0,0.0,0.0
8344edfffffffff,194.0,0.0,0.0,0.0,0.0
8344eefffffffff,367.0,0.0,0.0,0.0,0.0
8344f0fffffffff,321.0,0.0,0.0,0.0,0.0
8344f1fffffffff,119.0,0.0,0.0,0.0,0.0
8344f3fffffffff,299.0,0.0,0.0,0.0,0.0
8344f4fffffffff,1097.0,17.0,0.0,0.0,0.0
8344f5fffffffff,417.0,2.0,0.0,0.0,0.0
8344f6fffffffff,100.0,0.0,0.0,0.0,0.0
834569fffffffff,1.0,0.0,0.0,0.0,0.0
834583fffffffff,16.0,0.0,0.0,0.0,0.0
834588fffffffff,24.0,0.0,0.0,0.0,0.0
834589fffffffff,2.0,0.0,0.0,0.0,0.0
83458cfffffffff,4.0,0.0,0.0,0.0,0.0
83458dfffffffff,4.0,0.0,0.0,0.0,0.0
83458efffffffff,33.0,0.0,0.0,0.0,0.0
834590fffffffff,1.0,0.0,0.0,0.0,0.0
834591fffffffff,14.0,0.0,0.0,0.0,0.0
834592fffffffff,4.0,0.0,0.0,0.0,0.0
83459cfffffffff,2.0,0.0,0.0,0.0,0.0
83459dfffffffff,20.0,0.0,0.0,0.0,0.0
834880fffffffff,356.0,8.0,0.0,0.0,0.0
834881fffffffff,21.0,0.0,0.0,0.0,0.0
834882fffffffff,982.0,0.0,0.0,0.0,0.0
834883fffffffff,445.0,0.0,0.0,0.0,0.0
834884fffffffff,32.0,0.0,0.0,0.0,0.0
834885fffffffff,11.0,0.0,0.0,0.0,0.0
834886fffffffff,431.0,14.0,0.0,0.0,0.0
834888fffffffff,112.0,0.0,0.0,0.0,0.0
834889fffffffff,4.0,0.0,0.0,0.0,0.0
83488afffffffff,236.0,0.0,0.0,0.0,0.0
83488bfffffffff,165.0,0.0,0.0,0.0,0.0
83488cfffffffff,2.0,0.0,0.0,0.0,0.0
83488efffffffff,398.0,0.0,0.0,0.0,0.0
834890fffffffff,316.0,0.0,0.0,0.0,0.0
834891fffffffff,402.0,0.0,0.0,0.0,0.0
834892fffffffff,192.0,0.0,0.0,0.0,0.0
834893fffffffff,1733.0,3.0,0.0,0.0,0.0
834895fffffffff,1088.0,33.0,0.0,0.0,0.0
834898fffffffff,1217.0,0.0,0.0,0.0,0.0
834899fffffffff,652.0,0.0,0.0,0.0,0.0
83489afffffffff,230.0,0.0,0.0,0.0,0.0
83489bfffffffff,68.0,0.0,0.0,0.0,0.0
83489cfffffffff,959.0,0.0,0.0,0.0,0.0
83489dfffffffff,387.0,0.0,0.0,0.0,0.0
83489efffffffff,189.0,0.0,0.0,0.0,0.0
8348a0fffffffff,2.0,0.0,0.0,0.0,0.0
8348a2fffffffff,164.0,0.0,0.0,0.0,0.0
8348a3fffffffff,5.0,0.0,0.0,0.0,0.0
8348a6fffffffff,2.0,0.0,0.0,0.0,0.0
8348b0fffffffff,2.0,0.0,0.0,0.0,0.0
8348b1fffffffff,2161.0,139.0,0.0,0.0,0.0
8348b2fffffffff,1029.0,54.0,0.0,0.0,0.0
8348b3fffffffff,3940.0,169.0,0.0,0.0,0.0
8348b4fffffffff,12.0,0.0,0.0,0.0,0.0
8348b5fffffffff,48.0,0.0,0.0,0.0,0.0
8348d0fffffffff,17.0,0.0,0.0,0.0,0.0
8348d2fffffffff,151.0,0.0,0.0,0.0,0.0
8348d3fffffffff,241.0,0.0,0.0,0.0,0.0
8348d4fffffffff,1.0,0.0,0.0,0.0,0.0
8348d6fffffffff,10.0,0.0,0.0,0.0,0.0
8348dafffffffff,1.0,0.0,0.0,0.0,0.0
8348eefffffffff,68.0,0.0,0.0,0.0,0.0
834981fffffffff,7.0,0.0,0.0,0.0,0.0
834982fffffffff,52.0,0.0,0.0,0.0,0.0
834983fffffffff,30.0,0.0,0.0,0.0,0.0
834985fffffffff,2.0,0.0,0.0,0.0,0.0
834986fffffffff,2.0,0.0,0.0,0.0,0.0
834988fffffffff,17.0,0.0,0.0,0.0,0.0
83498bfffffffff,10.0,0.0,0.0,0.0,0.0
83498cfffffffff,23.0,0.0,0.0,0.0,0.0
83498efffffffff,29.0,0.0,0.0,0.0,0.0
834990fffffffff,6.0,0.0,0.0,0.0,0.0
834991fffffffff,2.0,0.0,0.0,0.0,0.0
834992fffffffff,2.0,0.0,0.0,0.0,0.0
834993fffffffff,8.0,0.0,0.0,0.0,0.0
834994fffffffff,22.0,0.0,0.0,0.0,0.0
834995fffffffff,1.0,0.0,0.0,0.0,0.0
834996fffffffff,1077.0,0.0,0.0,0.0,0.0
834998fffffffff,119.0,0.0,0.0,0.0,0.0
83499afffffffff,2.0,0.0,0.0,0.0,0.0
83499bfffffffff,30.0,0.0,0.0,0.0,0.0
83499cfffffffff,5.0,0.0,0.0,0.0,0.0
83499dfffffffff,2.0,0.0,0.0,0.0,0.0
83499efffffffff,26.0,0.0,0.0,0.0,0.0
8349a8fffffffff,6.0,0.0,3.0,0.0,0.0
8349a9fffffffff,2.0,0.0,0.0,0.0,0.0
8349aafffffffff,96.0,0.0,0.0,0.0,0.0
8349abfffffffff,114.0,0.0,1.0,0.0,0.0
8349adfffffffff,1.0,0.0,0.0,0.0,0.0
8349b0fffffffff,3.0,0.0,0.0,0.0,0.0
8349b3fffffffff,13.0,0.0,0.0,0.0,0.0
8349b4fffffffff,2.0,0.0,0.0,0.0,0.0
8349b5fffffffff,2.0,0.0,0.0,0.0,2.0
8349b6fffffffff,1.0,0.0,0.0,0.0,0.0
834c89fffffffff,4.0,0.0,0.0,0.0,0.0
834c93fffffffff,1.0,0.0,0.0,0.0,0.0
834cc6fffffffff,3.0,0.0,0.0,0.0,0.0
834cd2fffffffff,11.0,0.0,0.0,0.0,0.0
834cd4fffffffff,27.0,0.0,0.0,0.0,0.0
834cf2fffffffff,2.0,0.0,0.0,0.0,0.0
836725fffffffff,52.0,0.0,0.0,0.0,0.0
836d04fffffffff,50.0,0.0,0.0,0.0,0.0
836d05fffffffff,18.0,0.0,0.0,0.0,0.0
836d14fffffffff,6.0,0.0,0.0,0.0,0.0
836d20fffffffff,1.0,0.0,0.0,0.0,0.0
836d21fffffffff,12.0,0.0,0.0,0.0,0.0
836d22fffffffff,2.0,0.0,0.0,0.0,0.0
836d23fffffffff,142.0,0.0,0.0,0.0,0.0
836d2cfffffffff,2.0,0.0,0.0,0.0,0.0
836d2efffffffff,102.0,0.0,0.0,0.0,0.0
836d31fffffffff,306.0,0.0,0.0,0.0,0.0
836d32fffffffff,1.0,0.0,0.0,0.0,0.0
836d34fffffffff,321.0,0.0,0.0,0.0,0.0
836d35fffffffff,3.0,0.0,0.0,0.0,0.0
