cell_id,Aegolius funereus,Aegolius funereus [funereus Group],Aegolius funereus richardsoni
831285fffffffff,2.0,0.0,0.0
8312a2fffffffff,2.0,0.0,0.0
8312adfffffffff,10.0,0.0,0.0
8312c0fffffffff,27.0,0.0,0.0
8312c1fffffffff,18.0,0.0,0.0
8312c4fffffffff,2.0,0.0,0.0
8312c8fffffffff,1.0,0.0,0.0
8312cafffffffff,8.0,0.0,0.0
8312ccfffffffff,1.0,0.0,0.0
8312cefffffffff,1.0,0.0,0.0
8312d0fffffffff,2.0,0.0,0.0
8312d1fffffffff,15.0,0.0,0.0
8312d3fffffffff,10.0,0.0,0.0
8312d4fffffffff,1.0,0.0,0.0
8312d8fffffffff,23.0,0.0,0.0
8312defffffffff,7.0,0.0,0.0
8312e2fffffffff,2.0,0.0,0.0
8312eafffffffff,2.0,0.0,0.0
8312ecfffffffff,4.0,0.0,0.0
8312f1fffffffff,4.0,0.0,0.0
8312f2fffffffff,3.0,0.0,0.0
8312f3fffffffff,2.0,0.0,0.0
8312f4fffffffff,4.0,0.0,0.0
831352fffffffff,1.0,0.0,0.0
831380fffffffff,2.0,0.0,0.0
831382fffffffff,37.0,0.0,0.0
831383fffffffff,85.0,0.0,0.0
831386fffffffff,39.0,0.0,0.0
831389fffffffff,1.0,0.0,0.0
83138cfffffffff,11.0,0.0,0.0
83138dfffffffff,2.0,0.0,0.0
831395fffffffff,3.0,0.0,0.0
83139cfffffffff,2.0,0.0,0.0
8313a3fffffffff,3.0,0.0,0.0
8313a6fffffffff,1.0,0.0,0.0
8313b2fffffffff,8.0,0.0,0.0
8313b3fffffffff,29.0,0.0,0.0
831598fffffffff,2.0,0.0,0.0
831616fffffffff,3.0,0.0,0.0
831e00fffffffff,2.0,0.0,0.0
831e01fffffffff,11.0,0.0,0.0
831e04fffffffff,15.0,0.0,0.0
831e05fffffffff,11.0,0.0,0.0
831e06fffffffff,1.0,0.0,0.0
831e0cfffffffff,1.0,0.0,0.0
831e10fffffffff,2.0,0.0,0.0
831e12fffffffff,12.0,0.0,0.0
831e16fffffffff,9.0,0.0,0.0
831e22fffffffff,60.0,0.0,0.0
831e30fffffffff,6.0,0.0,0.0
831e31fffffffff,3.0,0.0,0.0
831e32fffffffff,43.0,0.0,0.0
831e33fffffffff,5.0,0.0,0.0
831e34fffffffff,4.0,0.0,0.0
831e35fffffffff,4.0,0.0,0.0
831e36fffffffff,5.0,0.0,0.0
831eacfffffffff,3.0,0.0,0.0
831ec0fffffffff,5.0,0.0,0.0
831ec3fffffffff,39.0,0.0,0.0
831ef0fffffffff,3.0,0.0,0.0
831ef6fffffffff,1.0,0.0,0.0
831f05fffffffff,3.0,0.0,0.0
831f11fffffffff,1.0,0.0,0.0
831f13fffffffff,4.0,0.0,0.0
831f1bfffffffff,1.0,0.0,0.0
831f1dfffffffff,1.0,0.0,0.0
831f28fffffffff,1.0,0.0,0.0
831f2afffffffff,2.0,0.0,0.0
831f40fffffffff,3.0,0.0,0.0
831f5afffffffff,1.0,0.0,0.0
831f5efffffffff,2.0,0.0,0.0
831f61fffffffff,3.0,0.0,0.0
831f64fffffffff,2.0,0.0,0.0
831f68fffffffff,6.0,0.0,0.0
831f71fffffffff,2.0,0.0,0.0
831f75fffffffff,4.0,0.0,0.0
831f81fffffffff,5.0,0.0,0.0
831f82fffffffff,4.0,0.0,0.0
831f8dfffffffff,6.0,0.0,0.0
831f91fffffffff,29.0,2.0,0.0
831f93fffffffff,2.0,0.0,0.0
831f9afffffffff,1.0,0.0,0.0
831f9cfffffffff,2.0,0.0,0.0
831f9efffffffff,6.0,0.0,0.0
831fa0fffffffff,8.0,5.0,0.0
831fa2fffffffff,1.0,0.0,0.0
831fa9fffffffff,2.0,0.0,0.0
831faafffffffff,2.0,0.0,0.0
831fabfffffffff,6.0,0.0,0.0
831fadfffffffff,2.0,0.0,0.0
83201afffffffff,2.0,0.0,0.0
8320e6fffffffff,12.0,0.0,0.0
832680fffffffff,2.0,0.0,0.0
832681fffffffff,4.0,0.0,0.0
832685fffffffff,84.0,0.0,0.0
832700fffffffff,5.0,0.0,0.0
832702fffffffff,10.0,0.0,0.0
832703fffffffff,24.0,0.0,0.0
832706fffffffff,23.0,0.0,0.0
832709fffffffff,294.0,0.0,0.0
832710fffffffff,7.0,0.0,0.0
832715fffffffff,3.0,0.0,0.0
83271cfffffffff,10.0,0.0,0.0
83272bfffffffff,3.0,0.0,0.0
832754fffffffff,108.0,0.0,0.0
832756fffffffff,150.0,0.0,0.0
832761fffffffff,2.0,0.0,0.0
832763fffffffff,14.0,0.0,0.0
832766fffffffff,2.0,0.0,0.0
83276efffffffff,7.0,0.0,0.0
832772fffffffff,8.0,0.0,0.0
832776fffffffff,4.0,0.0,0.0
832882fffffffff,1.0,0.0,0.0
832886fffffffff,2.0,0.0,0.0
83288efffffffff,2.0,0.0,0.0
832890fffffffff,4.0,0.0,0.0
832891fffffffff,11.0,0.0,0.0
832892fffffffff,9.0,0.0,0.0
832894fffffffff,2.0,0.0,0.0
832896fffffffff,15.0,0.0,0.0
83289bfffffffff,16.0,0.0,0.0
8328d2fffffffff,9.0,0.0,0.0
832b12fffffffff,7.0,0.0,0.0
832b16fffffffff,34.0,0.0,0.0
832b22fffffffff,1.0,0.0,0.0
832b23fffffffff,14.0,0.0,0.0
832b34fffffffff,1.0,0.0,0.0
832b36fffffffff,11.0,0.0,0.0
832b83fffffffff,37.0,0.0,0.0
832b90fffffffff,7.0,0.0,0.0
832b94fffffffff,21.0,0.0,0.0
832ba1fffffffff,12.0,0.0,0.0
832ba5fffffffff,1.0,0.0,0.0
832bacfffffffff,192.0,0.0,0.0
832baefffffffff,2.0,0.0,0.0
832bb2fffffffff,22.0,0.0,0.0
832bb3fffffffff,3.0,0.0,0.0
832bb5fffffffff,15.0,0.0,0.0
833962fffffffff,40.0,0.0,0.0
833963fffffffff,4.0,0.0,0.0
833975fffffffff,90.0,0.0,0.0
