cell_id,Pinicola enucleator,Pinicola enucleator [enucleator Group],Pinicola enucleator flammula,Pinicola enucleator carlottae,Pinicola enucleator montana,Pinicola enucleator californica,Pinicola enucleator leucura
820ce7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820ceffffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
820d1ffffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
820d47fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
820d4ffffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
820d57fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
820d5ffffffffff,83.0,0.0,0.0,0.0,0.0,0.0,0.0
820d67fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
820d6ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
820e2ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820e47fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820e4ffffffffff,752.0,0.0,0.0,0.0,0.0,0.0,0.0
820e57fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
820e5ffffffffff,79.0,0.0,0.0,0.0,0.0,0.0,0.0
820e67fffffffff,90.0,0.0,0.0,0.0,0.0,0.0,0.0
820e6ffffffffff,71.0,0.0,0.0,0.0,0.0,0.0,0.0
820e87fffffffff,544.0,0.0,0.0,0.0,0.0,0.0,0.0
820e97fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
820e9ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820ecffffffffff,811.0,0.0,0.0,0.0,0.0,0.0,0.0
820ed7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820edffffffffff,67.0,0.0,0.0,0.0,0.0,0.0,0.0
820eeffffffffff,64.0,0.0,0.0,0.0,0.0,0.0,0.0
820f4ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8210c7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8210effffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8210f7fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
821107fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821127fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82112ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821147fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8211affffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82120ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
821217fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
82121ffffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
821227fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
82122ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
821247fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
82124ffffffffff,82.0,0.0,0.0,0.0,0.0,0.0,0.0
821257fffffffff,472.0,0.0,0.0,0.0,0.0,0.0,0.0
82125ffffffffff,107.0,0.0,0.0,0.0,0.0,0.0,0.0
82126ffffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
821277fffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0
821287fffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0
82128ffffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0
821297fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
82129ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8212a7fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8212affffffffff,379.0,0.0,0.0,0.0,0.0,0.0,0.0
8212b7fffffffff,97.0,0.0,0.0,0.0,0.0,0.0,0.0
8212c7fffffffff,845.0,0.0,0.0,0.0,0.0,0.0,0.0
8212cffffffffff,2368.0,0.0,0.0,0.0,0.0,0.0,0.0
8212d7fffffffff,361.0,0.0,0.0,0.0,0.0,0.0,0.0
8212dffffffffff,1006.0,0.0,0.0,0.0,0.0,0.0,0.0
8212e7fffffffff,469.0,0.0,0.0,0.0,0.0,0.0,0.0
8212effffffffff,574.0,0.0,0.0,0.0,0.0,0.0,0.0
8212f7fffffffff,252.0,0.0,0.0,0.0,0.0,0.0,0.0
821307fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
821317fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
821337fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821357fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
821387fffffffff,1742.0,0.0,0.0,0.0,0.0,0.0,0.0
82138ffffffffff,151.0,0.0,0.0,0.0,0.0,0.0,0.0
821397fffffffff,87.0,0.0,0.0,0.0,0.0,0.0,0.0
82139ffffffffff,68.0,0.0,0.0,0.0,0.0,0.0,0.0
8213a7fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8213affffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8213b7fffffffff,437.0,0.0,0.0,0.0,0.0,0.0,0.0
8214cffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82159ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
821617fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82171ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821757fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
821aa7fffffffff,1193.0,0.0,0.0,0.0,0.0,0.0,0.0
821ab7fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
821b87fffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0
821b8ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821b97fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821b9ffffffffff,492.0,0.0,0.0,0.0,0.0,0.0,0.0
821bb7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821d27fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
821f27fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821f2ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
82204ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82206ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82255ffffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
822627fffffffff,265.0,0.0,0.0,0.0,0.0,0.0,0.0
822687fffffffff,3441.0,0.0,0.0,0.0,0.0,0.0,0.0
82268ffffffffff,295.0,0.0,0.0,0.0,0.0,0.0,0.0
822697fffffffff,1053.0,0.0,0.0,0.0,0.0,0.0,0.0
82269ffffffffff,514.0,0.0,0.0,0.0,9.0,0.0,0.0
8226b7fffffffff,275.0,0.0,0.0,0.0,6.0,0.0,0.0
822707fffffffff,1530.0,0.0,0.0,0.0,0.0,0.0,0.0
82270ffffffffff,7962.0,0.0,0.0,0.0,0.0,0.0,0.0
822717fffffffff,155.0,0.0,0.0,0.0,0.0,0.0,0.0
82271ffffffffff,187.0,0.0,0.0,0.0,0.0,0.0,0.0
82272ffffffffff,98.0,0.0,0.0,0.0,0.0,0.0,0.0
822747fffffffff,1143.0,0.0,0.0,0.0,0.0,0.0,0.0
822757fffffffff,1672.0,0.0,0.0,0.0,0.0,0.0,0.0
822767fffffffff,3597.0,0.0,0.0,0.0,0.0,0.0,0.0
82276ffffffffff,510.0,0.0,0.0,0.0,0.0,0.0,0.0
822777fffffffff,838.0,0.0,0.0,0.0,0.0,0.0,0.0
822797fffffffff,89.0,0.0,0.0,0.0,0.0,0.0,0.0
82279ffffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0
8227a7fffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0
8227affffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
8227b7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822817fffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0
822887fffffffff,175.0,0.0,0.0,0.0,0.0,0.0,0.0
82288ffffffffff,86.0,0.0,0.0,0.0,0.0,0.0,0.0
822897fffffffff,451.0,0.0,0.0,0.0,11.0,0.0,0.0
82289ffffffffff,356.0,0.0,0.0,0.0,2.0,0.0,0.0
8228affffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8228b7fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
8228d7fffffffff,497.0,0.0,0.0,0.0,0.0,0.0,0.0
8228dffffffffff,190.0,0.0,0.0,0.0,0.0,0.0,0.0
8228f7fffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0
82298ffffffffff,869.0,0.0,0.0,0.0,0.0,18.0,0.0
822997fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
8229affffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0
822a37fffffffff,930.0,0.0,0.0,0.0,0.0,0.0,0.0
822b07fffffffff,314.0,0.0,0.0,0.0,0.0,0.0,0.0
822b0ffffffffff,89.0,0.0,0.0,0.0,0.0,0.0,0.0
822b17fffffffff,4267.0,0.0,0.0,0.0,0.0,0.0,0.0
822b1ffffffffff,538.0,0.0,0.0,0.0,0.0,0.0,0.0
822b27fffffffff,319.0,0.0,0.0,0.0,0.0,0.0,0.0
822b2ffffffffff,128.0,0.0,0.0,0.0,0.0,0.0,0.0
822b37fffffffff,1877.0,0.0,0.0,0.0,0.0,0.0,0.0
822b87fffffffff,2945.0,0.0,0.0,0.0,0.0,0.0,0.0
822b8ffffffffff,767.0,0.0,0.0,0.0,0.0,0.0,1.0
822b97fffffffff,1918.0,0.0,0.0,0.0,0.0,0.0,0.0
822b9ffffffffff,2987.0,0.0,0.0,0.0,0.0,0.0,0.0
822ba7fffffffff,3564.0,0.0,0.0,0.0,0.0,0.0,0.0
822baffffffffff,7247.0,0.0,0.0,0.0,0.0,0.0,9.0
822bb7fffffffff,859.0,0.0,0.0,0.0,0.0,0.0,0.0
822e8ffffffffff,7.0,2.0,0.0,0.0,0.0,0.0,0.0
822eaffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8248dffffffffff,179.0,0.0,0.0,0.0,0.0,0.0,0.0
