cell_id,Synallaxis albescens,Synallaxis albescens [albescens Group],Synallaxis albescens australis
82b367fffffffff,18.0,0.0,0.0
82b36ffffffffff,84.0,0.0,0.0
82b377fffffffff,1.0,0.0,0.0
82c207fffffffff,4.0,0.0,0.0
82c21ffffffffff,5.0,0.0,0.0
82c227fffffffff,14.0,0.0,0.0
82c22ffffffffff,4.0,0.0,0.0
82c2c7fffffffff,491.0,0.0,0.0
82c2cffffffffff,367.0,0.0,0.0
82c2dffffffffff,4.0,0.0,0.0
82c2e7fffffffff,34.0,0.0,0.0
82c2effffffffff,167.0,0.0,0.0
82c30ffffffffff,23.0,0.0,0.0
82c32ffffffffff,8.0,0.0,0.0
82c347fffffffff,225.0,0.0,0.0
82c34ffffffffff,126.0,0.0,0.0
82c357fffffffff,208.0,0.0,0.0
82c35ffffffffff,2.0,0.0,0.0
82c36ffffffffff,4.0,0.0,0.0
82c377fffffffff,99.0,0.0,0.0
