cell_id,Pipilo maculatus,Pipilo maculatus [oregonus Group],Pipilo maculatus arcticus,Pipilo maculatus [maculatus Group],Pipilo maculatus macronyx,Pipilo maculatus socorroensis
8227a7fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8227affffffffff,18.0,0.0,5.0,0.0,0.0,0.0
8227b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822807fffffffff,52.0,24.0,0.0,0.0,0.0,0.0
822817fffffffff,20.0,7.0,0.0,5.0,0.0,0.0
82281ffffffffff,45.0,12.0,0.0,0.0,0.0,0.0
822837fffffffff,4157.0,101.0,0.0,0.0,0.0,0.0
822887fffffffff,121.0,0.0,0.0,1.0,0.0,0.0
82288ffffffffff,60.0,0.0,0.0,22.0,0.0,0.0
822897fffffffff,77.0,0.0,1.0,11.0,0.0,0.0
82289ffffffffff,30.0,0.0,0.0,4.0,0.0,0.0
8228a7fffffffff,3.0,0.0,0.0,3.0,0.0,0.0
8228affffffffff,11.0,5.0,0.0,0.0,0.0,0.0
8228b7fffffffff,17.0,0.0,0.0,3.0,0.0,0.0
8228c7fffffffff,11.0,3.0,2.0,6.0,0.0,0.0
8228d7fffffffff,92.0,4.0,0.0,61.0,0.0,0.0
8228dffffffffff,73.0,21.0,0.0,44.0,0.0,0.0
8228f7fffffffff,117.0,62.0,0.0,15.0,0.0,0.0
822917fffffffff,25.0,23.0,0.0,0.0,0.0,0.0
82291ffffffffff,12.0,2.0,0.0,0.0,0.0,0.0
822987fffffffff,28.0,0.0,0.0,0.0,0.0,0.0
82298ffffffffff,19.0,8.0,0.0,3.0,0.0,0.0
822997fffffffff,20.0,0.0,0.0,3.0,0.0,0.0
8229a7fffffffff,584.0,386.0,0.0,1.0,0.0,0.0
8229affffffffff,39.0,4.0,0.0,0.0,0.0,0.0
8229b7fffffffff,48.0,0.0,0.0,19.0,0.0,0.0
822a17fffffffff,40.0,0.0,6.0,0.0,0.0,0.0
822a37fffffffff,103.0,0.0,4.0,0.0,0.0,0.0
822a97fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
822aaffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822ab7fffffffff,130.0,1.0,1.0,0.0,0.0,0.0
822b0ffffffffff,16.0,0.0,0.0,0.0,0.0,0.0
822b17fffffffff,71.0,0.0,7.0,0.0,0.0,0.0
822b27fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
822b37fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
822b9ffffffffff,167.0,0.0,0.0,0.0,0.0,0.0
822ba7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
822baffffffffff,29.0,0.0,0.0,0.0,0.0,0.0
824447fffffffff,31.0,0.0,0.0,0.0,0.0,0.0
82444ffffffffff,24.0,0.0,0.0,0.0,0.0,0.0
82445ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
824467fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
82446ffffffffff,117.0,0.0,0.0,0.0,0.0,0.0
8244a7fffffffff,63.0,0.0,4.0,0.0,0.0,0.0
8244cffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8244e7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
824817fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82482ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
824847fffffffff,29.0,0.0,0.0,0.0,0.0,0.0
824857fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82485ffffffffff,79.0,10.0,0.0,0.0,0.0,0.0
824887fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
824897fffffffff,195.0,0.0,0.0,0.0,0.0,0.0
82489ffffffffff,107.0,0.0,27.0,0.0,0.0,0.0
8248a7fffffffff,5.0,0.0,0.0,1.0,0.0,0.0
8248affffffffff,6.0,0.0,0.0,4.0,0.0,0.0
8248b7fffffffff,137.0,0.0,4.0,0.0,0.0,0.0
8248c7fffffffff,41.0,0.0,0.0,19.0,0.0,0.0
8248cffffffffff,52.0,0.0,0.0,11.0,0.0,0.0
8248d7fffffffff,16.0,0.0,0.0,5.0,0.0,0.0
8248dffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8248effffffffff,272.0,0.0,0.0,66.0,0.0,0.0
8248f7fffffffff,12.0,0.0,0.0,5.0,0.0,0.0
82490ffffffffff,7.0,0.0,0.0,0.0,0.0,7.0
824987fffffffff,7.0,0.0,0.0,2.0,1.0,0.0
82498ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
824997fffffffff,19.0,0.0,0.0,7.0,8.0,0.0
82499ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8249affffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8249b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
826d17fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
826d27fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
826d2ffffffffff,48.0,0.0,0.0,0.0,0.0,0.0
826d37fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
