cell_id,Quiscalus lugubris,Quiscalus lugubris [lugubris Group],Quiscalus lugubris fortirostris
8466623ffffffff,8.0,0.0,0.0
8466639ffffffff,61.0,0.0,0.0
846663dffffffff,15.0,0.0,0.0
8466641ffffffff,17.0,0.0,0.0
8466645ffffffff,7.0,0.0,0.0
8466647ffffffff,19.0,0.0,0.0
846664dffffffff,72.0,0.0,0.0
846666bffffffff,1.0,0.0,0.0
846666dffffffff,2.0,0.0,0.0
8466701ffffffff,3.0,0.0,0.0
8466705ffffffff,15.0,0.0,0.0
8466707ffffffff,2.0,0.0,0.0
8466709ffffffff,1.0,0.0,0.0
846670dffffffff,22.0,0.0,0.0
8466723ffffffff,33.0,0.0,0.0
8466725ffffffff,22.0,0.0,0.0
8466727ffffffff,318.0,0.0,0.0
8466729ffffffff,2.0,0.0,0.0
846672dffffffff,4.0,0.0,0.0
8466735ffffffff,17.0,0.0,0.0
8466737ffffffff,28.0,0.0,0.0
8466749ffffffff,2.0,0.0,0.0
846674bffffffff,3.0,0.0,0.0
8466759ffffffff,1.0,0.0,0.0
846675dffffffff,142.0,0.0,0.0
8466763ffffffff,23.0,0.0,0.0
8466765ffffffff,1.0,0.0,0.0
846676dffffffff,2.0,0.0,0.0
8466a5bffffffff,4.0,0.0,0.0
8466c0dffffffff,2.0,0.0,0.0
8466c29ffffffff,18.0,0.0,0.0
8466c2dffffffff,2.0,0.0,0.0
8466c45ffffffff,5.0,0.0,0.0
8466c47ffffffff,6.0,0.0,0.0
8466c49ffffffff,13.0,0.0,0.0
8466c4bffffffff,2.0,0.0,0.0
8466c4dffffffff,10.0,0.0,0.0
8466c61ffffffff,2.0,0.0,0.0
8466c63ffffffff,50.0,0.0,0.0
8466c65ffffffff,1.0,0.0,0.0
8466c67ffffffff,3.0,0.0,0.0
8466c6bffffffff,2.0,0.0,0.0
8466c6dffffffff,6.0,0.0,0.0
8466dcdffffffff,1.0,0.0,0.0
8466e01ffffffff,3.0,0.0,0.0
8466e03ffffffff,20.0,0.0,0.0
8466e05ffffffff,13.0,0.0,0.0
8466e09ffffffff,640.0,0.0,0.0
8466e0bffffffff,92.0,0.0,0.0
8466e0dffffffff,73.0,0.0,0.0
8466e11ffffffff,3.0,0.0,0.0
8466e13ffffffff,4.0,0.0,0.0
8466e15ffffffff,100.0,0.0,0.0
8466e17ffffffff,13.0,0.0,0.0
8466e19ffffffff,24.0,0.0,0.0
8466e1bffffffff,3.0,0.0,0.0
8466e1dffffffff,107.0,0.0,0.0
8466e21ffffffff,2.0,0.0,0.0
8466e23ffffffff,2.0,0.0,0.0
8466e27ffffffff,8.0,0.0,0.0
8466e29ffffffff,21.0,0.0,0.0
8466e2bffffffff,2.0,0.0,0.0
8466e2dffffffff,7.0,0.0,0.0
8466e39ffffffff,17.0,0.0,0.0
8466e3bffffffff,11.0,0.0,0.0
8466e41ffffffff,130.0,0.0,0.0
8466e43ffffffff,650.0,0.0,0.0
8466e45ffffffff,83.0,0.0,0.0
8466e47ffffffff,333.0,0.0,0.0
8466e49ffffffff,88.0,0.0,0.0
8466e4bffffffff,110.0,0.0,0.0
8466e4dffffffff,11.0,0.0,0.0
8466e51ffffffff,22.0,0.0,0.0
8466e53ffffffff,185.0,0.0,0.0
8466e55ffffffff,20.0,0.0,0.0
8466e57ffffffff,502.0,0.0,0.0
8466e59ffffffff,93.0,0.0,0.0
8466e5bffffffff,26.0,0.0,0.0
8466e5dffffffff,14.0,0.0,0.0
8466e61ffffffff,77.0,0.0,0.0
8466e63ffffffff,72.0,0.0,0.0
8466e65ffffffff,382.0,0.0,0.0
8466e67ffffffff,129.0,0.0,0.0
8466e69ffffffff,296.0,0.0,0.0
8466e6bffffffff,3.0,0.0,0.0
8466e6dffffffff,759.0,0.0,0.0
8466ec5ffffffff,2.0,0.0,0.0
8466ec7ffffffff,5.0,0.0,0.0
8466ecbffffffff,3.0,0.0,0.0
8466f11ffffffff,15.0,0.0,0.0
8466f17ffffffff,12.0,0.0,0.0
8466f19ffffffff,26.0,0.0,0.0
8466f1bffffffff,2.0,0.0,0.0
8466f1dffffffff,37.0,0.0,0.0
8466f33ffffffff,1.0,0.0,0.0
8466f53ffffffff,40.0,0.0,0.0
8466f57ffffffff,54.0,0.0,0.0
8466f59ffffffff,10.0,0.0,0.0
8466f5bffffffff,98.0,0.0,0.0
8467413ffffffff,2139.0,0.0,0.0
8467417ffffffff,30.0,0.0,0.0
8467421ffffffff,41.0,0.0,0.0
8467423ffffffff,8.0,0.0,0.0
8467425ffffffff,110.0,0.0,0.0
8467427ffffffff,14.0,0.0,0.0
8467429ffffffff,5.0,0.0,0.0
846742bffffffff,32.0,0.0,0.0
846742dffffffff,73.0,0.0,0.0
8467431ffffffff,86.0,0.0,0.0
8467433ffffffff,160.0,0.0,0.0
8467435ffffffff,13.0,0.0,0.0
8467437ffffffff,26.0,0.0,0.0
846743bffffffff,119.0,0.0,0.0
846743dffffffff,441.0,0.0,0.0
8467447ffffffff,408.0,0.0,0.0
8467461ffffffff,1353.0,0.0,0.0
846746bffffffff,26.0,0.0,0.0
846746dffffffff,19.0,0.0,0.0
8467481ffffffff,1.0,0.0,0.0
846748dffffffff,5.0,0.0,0.0
84674a1ffffffff,45.0,0.0,0.0
84674a5ffffffff,22.0,0.0,0.0
84674a7ffffffff,173.0,0.0,0.0
84674a9ffffffff,5.0,0.0,0.0
84674adffffffff,2.0,0.0,0.0
84674c5ffffffff,158.0,0.0,0.0
84674c7ffffffff,4.0,0.0,0.0
84674c9ffffffff,67.0,0.0,0.0
84674cbffffffff,37.0,0.0,0.0
84674cdffffffff,429.0,0.0,0.0
84674d9ffffffff,100.0,0.0,0.0
84674e1ffffffff,26.0,0.0,0.0
84674e7ffffffff,11.0,0.0,0.0
84674e9ffffffff,100.0,0.0,0.0
84674edffffffff,233.0,0.0,0.0
8467503ffffffff,8.0,0.0,0.0
8467507ffffffff,5.0,0.0,0.0
8467513ffffffff,8.0,0.0,0.0
8467519ffffffff,84.0,0.0,0.0
846751bffffffff,4.0,0.0,0.0
846751dffffffff,14.0,0.0,0.0
8467521ffffffff,113.0,0.0,0.0
8467523ffffffff,1148.0,0.0,0.0
8467525ffffffff,8.0,0.0,0.0
8467527ffffffff,13.0,0.0,0.0
846752dffffffff,71.0,0.0,0.0
8467531ffffffff,15.0,0.0,0.0
8467535ffffffff,151.0,0.0,0.0
8467537ffffffff,62.0,0.0,0.0
8467539ffffffff,79.0,0.0,0.0
846753dffffffff,23.0,0.0,0.0
8467551ffffffff,113.0,0.0,0.0
8467553ffffffff,4128.0,0.0,0.0
8467555ffffffff,28.0,0.0,0.0
8467557ffffffff,2.0,0.0,0.0
8467559ffffffff,13.0,0.0,0.0
846755dffffffff,7.0,0.0,0.0
8467565ffffffff,7.0,0.0,0.0
8467569ffffffff,4.0,0.0,0.0
846756bffffffff,28.0,0.0,0.0
846756dffffffff,2.0,0.0,0.0
8467581ffffffff,26.0,0.0,0.0
8467583ffffffff,2.0,0.0,0.0
8467585ffffffff,12.0,0.0,0.0
8467589ffffffff,13.0,0.0,0.0
846758dffffffff,11.0,0.0,0.0
8467595ffffffff,2.0,0.0,0.0
8467599ffffffff,78.0,0.0,0.0
846759bffffffff,10.0,0.0,0.0
84675a3ffffffff,4.0,0.0,0.0
84675a5ffffffff,32.0,0.0,0.0
84675a7ffffffff,13.0,0.0,0.0
84675a9ffffffff,25.0,0.0,0.0
84675abffffffff,82.0,0.0,0.0
84675adffffffff,1.0,0.0,0.0
84675b1ffffffff,7.0,0.0,0.0
84675b3ffffffff,16.0,0.0,0.0
84675b5ffffffff,4.0,0.0,0.0
84675b7ffffffff,2.0,0.0,0.0
84675c1ffffffff,54.0,0.0,0.0
84675c3ffffffff,2.0,0.0,0.0
84675c5ffffffff,221.0,0.0,0.0
84675c7ffffffff,116.0,0.0,0.0
84675c9ffffffff,2.0,0.0,0.0
84675cbffffffff,233.0,0.0,0.0
84675cdffffffff,4.0,0.0,0.0
84675d3ffffffff,15.0,0.0,0.0
84675d5ffffffff,5.0,0.0,0.0
84675d9ffffffff,26.0,0.0,0.0
84675ddffffffff,18.0,0.0,0.0
84675e1ffffffff,3.0,0.0,0.0
84675e3ffffffff,4.0,0.0,0.0
84675e7ffffffff,6.0,0.0,0.0
84675e9ffffffff,6.0,0.0,0.0
84675ebffffffff,11.0,0.0,0.0
84675edffffffff,3.0,0.0,0.0
8467693ffffffff,70.0,0.0,0.0
846769bffffffff,21.0,0.0,0.0
84676b3ffffffff,4.0,0.0,0.0
84676b7ffffffff,3.0,0.0,0.0
8467737ffffffff,2569.0,0.0,0.0
