cell_id,Muscisaxicola maclovianus,Muscisaxicola maclovianus mentalis,Muscisaxicola maclovianus maclovianus
84de743ffffffff,42.0,0.0,0.0
84de753ffffffff,108.0,0.0,6.0
84df401ffffffff,1.0,0.0,0.0
84df409ffffffff,3.0,1.0,0.0
84df419ffffffff,7.0,2.0,0.0
84df41bffffffff,4.0,0.0,0.0
84df41dffffffff,38.0,0.0,0.0
84df423ffffffff,7.0,0.0,0.0
84df427ffffffff,6.0,0.0,0.0
84df44dffffffff,7.0,0.0,0.0
84df451ffffffff,333.0,25.0,0.0
84df455ffffffff,31.0,2.0,0.0
84df457ffffffff,10.0,0.0,0.0
84df459ffffffff,157.0,0.0,0.0
84df45bffffffff,10.0,0.0,0.0
84df45dffffffff,2.0,0.0,0.0
84df4d9ffffffff,7.0,0.0,0.0
84df5b3ffffffff,7.0,0.0,0.0
84df683ffffffff,22.0,0.0,0.0
84df685ffffffff,4.0,0.0,0.0
84df687ffffffff,2.0,0.0,0.0
84df689ffffffff,19.0,0.0,0.0
84df68bffffffff,13.0,0.0,0.0
84df68dffffffff,4.0,0.0,0.0
84df691ffffffff,5.0,0.0,0.0
84df695ffffffff,2.0,0.0,0.0
84df697ffffffff,6.0,0.0,0.0
84df699ffffffff,4.0,0.0,0.0
84df69bffffffff,1.0,0.0,0.0
84df69dffffffff,10.0,0.0,0.0
84df6a3ffffffff,2.0,0.0,0.0
84df6a7ffffffff,6.0,0.0,0.0
84df6a9ffffffff,7.0,0.0,0.0
84df6adffffffff,26.0,0.0,0.0
84df6b5ffffffff,6.0,0.0,0.0
84df6b7ffffffff,8.0,6.0,0.0
84df6bbffffffff,5.0,0.0,0.0
84df6d5ffffffff,2.0,0.0,0.0
84df6d7ffffffff,10.0,0.0,0.0
84df6e1ffffffff,11.0,0.0,0.0
84df6e7ffffffff,24.0,0.0,0.0
