cell_id,Oenanthe oenanthe,Oenanthe oenanthe leucorhoa,Oenanthe oenanthe oenanthe/libanotica
821eaffffffffff,8.0,0.0,0.0
821eb7fffffffff,1.0,1.0,0.0
821ec7fffffffff,10.0,0.0,0.0
821ecffffffffff,2.0,0.0,0.0
821edffffffffff,8.0,0.0,0.0
821eeffffffffff,1.0,0.0,0.0
821ef7fffffffff,16.0,0.0,4.0
821f07fffffffff,1.0,0.0,0.0
821f0ffffffffff,1.0,0.0,0.0
821f17fffffffff,4.0,0.0,0.0
821f1ffffffffff,2.0,0.0,0.0
821f27fffffffff,1.0,0.0,1.0
821f2ffffffffff,7.0,0.0,7.0
821f37fffffffff,4.0,0.0,0.0
821f57fffffffff,3.0,0.0,0.0
821f77fffffffff,2.0,0.0,0.0
821f8ffffffffff,13.0,0.0,7.0
821f97fffffffff,2.0,0.0,0.0
821f9ffffffffff,12.0,0.0,1.0
821fa7fffffffff,1.0,0.0,0.0
821faffffffffff,5.0,0.0,2.0
821fb7fffffffff,2.0,0.0,0.0
82204ffffffffff,6.0,0.0,6.0
82209ffffffffff,2.0,0.0,0.0
8220e7fffffffff,1.0,0.0,0.0
822157fffffffff,3.0,0.0,0.0
8222dffffffffff,18.0,0.0,7.0
82240ffffffffff,4.0,0.0,0.0
82244ffffffffff,4.0,0.0,0.0
822477fffffffff,1.0,0.0,1.0
822517fffffffff,5.0,0.0,5.0
82255ffffffffff,7.0,0.0,3.0
8225affffffffff,8.0,0.0,5.0
822627fffffffff,2.0,0.0,0.0
822647fffffffff,5.0,0.0,0.0
82271ffffffffff,1.0,0.0,0.0
822747fffffffff,3.0,0.0,0.0
82274ffffffffff,3.0,0.0,0.0
82276ffffffffff,21.0,0.0,0.0
822807fffffffff,23.0,0.0,0.0
822817fffffffff,7.0,0.0,0.0
8228c7fffffffff,33.0,0.0,0.0
8228d7fffffffff,13.0,0.0,0.0
8228dffffffffff,2.0,0.0,0.0
8228f7fffffffff,2.0,0.0,0.0
8229a7fffffffff,7.0,0.0,0.0
822a07fffffffff,4.0,0.0,0.0
822a17fffffffff,120.0,0.0,0.0
822a37fffffffff,167.0,1.0,0.0
822a4ffffffffff,8.0,0.0,0.0
822a87fffffffff,6.0,0.0,0.0
822a97fffffffff,179.0,0.0,0.0
822aa7fffffffff,60.0,0.0,0.0
822aaffffffffff,32.0,0.0,0.0
822ab7fffffffff,25.0,0.0,0.0
822af7fffffffff,36.0,0.0,0.0
822b07fffffffff,24.0,0.0,0.0
822b0ffffffffff,4.0,0.0,0.0
822b17fffffffff,135.0,4.0,0.0
822b1ffffffffff,22.0,0.0,0.0
822b27fffffffff,3.0,0.0,0.0
822b2ffffffffff,13.0,0.0,0.0
822b37fffffffff,8.0,0.0,0.0
822b87fffffffff,15.0,2.0,0.0
822b8ffffffffff,40.0,2.0,0.0
822b9ffffffffff,92.0,0.0,0.0
822ba7fffffffff,32.0,0.0,0.0
822baffffffffff,106.0,0.0,0.0
822bb7fffffffff,1.0,0.0,0.0
822c07fffffffff,4.0,0.0,0.0
822c0ffffffffff,5.0,0.0,0.0
822c17fffffffff,2.0,0.0,0.0
822c27fffffffff,46.0,0.0,40.0
822c2ffffffffff,48.0,0.0,48.0
822c4ffffffffff,1.0,0.0,0.0
822c57fffffffff,16.0,0.0,0.0
822c97fffffffff,2.0,0.0,0.0
822cf7fffffffff,2.0,0.0,0.0
822d07fffffffff,8.0,0.0,2.0
822d17fffffffff,1.0,0.0,0.0
822d87fffffffff,4.0,0.0,0.0
822da7fffffffff,14.0,0.0,0.0
822daffffffffff,5.0,0.0,0.0
822db7fffffffff,14.0,0.0,3.0
82309ffffffffff,1.0,0.0,0.0
823187fffffffff,2.0,0.0,0.0
823427fffffffff,5.0,2.0,0.0
823437fffffffff,4.0,0.0,0.0
82344ffffffffff,2.0,0.0,0.0
82346ffffffffff,14.0,0.0,0.0
82351ffffffffff,12.0,5.0,0.0
82384ffffffffff,10.0,0.0,0.0
823867fffffffff,5.0,0.0,0.0
8238a7fffffffff,2.0,0.0,0.0
823907fffffffff,142.0,1.0,4.0
82390ffffffffff,27.0,0.0,0.0
823917fffffffff,86.0,0.0,4.0
82391ffffffffff,23.0,0.0,0.0
823927fffffffff,44.0,0.0,0.0
82392ffffffffff,68.0,0.0,10.0
823937fffffffff,35.0,0.0,0.0
823947fffffffff,32.0,0.0,0.0
823957fffffffff,19.0,0.0,0.0
82395ffffffffff,91.0,0.0,1.0
823967fffffffff,2.0,0.0,0.0
82396ffffffffff,2.0,0.0,0.0
823977fffffffff,173.0,0.0,17.0
82398ffffffffff,2.0,0.0,2.0
823c0ffffffffff,4.0,0.0,0.0
823d07fffffffff,15.0,0.0,0.0
823d17fffffffff,3.0,0.0,3.0
823d37fffffffff,1.0,0.0,0.0
823e47fffffffff,6.0,0.0,0.0
823e67fffffffff,2.0,0.0,2.0
823e6ffffffffff,12.0,0.0,10.0
823f37fffffffff,50.0,0.0,0.0
823f47fffffffff,2.0,0.0,0.0
823f4ffffffffff,4.0,0.0,3.0
823f67fffffffff,2.0,0.0,2.0
823f6ffffffffff,11.0,0.0,0.0
823f77fffffffff,1.0,0.0,0.0
8243a7fffffffff,10.0,0.0,2.0
8243affffffffff,1.0,0.0,0.0
824447fffffffff,9.0,0.0,0.0
82444ffffffffff,2.0,0.0,0.0
82446ffffffffff,9.0,0.0,0.0
8244a7fffffffff,33.0,0.0,0.0
8244cffffffffff,36.0,3.0,0.0
824857fffffffff,3.0,0.0,0.0
824897fffffffff,108.0,0.0,0.0
8248b7fffffffff,3.0,0.0,0.0
8248d7fffffffff,12.0,0.0,0.0
824ba7fffffffff,23.0,0.0,0.0
82524ffffffffff,2.0,0.0,2.0
82526ffffffffff,4.0,0.0,4.0
825317fffffffff,2.0,0.0,0.0
82534ffffffffff,8.0,0.0,0.0
82536ffffffffff,2.0,0.0,0.0
8253a7fffffffff,3.0,0.0,3.0
8253b7fffffffff,2.0,0.0,2.0
825417fffffffff,2.0,0.0,0.0
8254c7fffffffff,2.0,0.0,0.0
82590ffffffffff,4.0,0.0,0.0
82592ffffffffff,2.0,0.0,0.0
825977fffffffff,11.0,0.0,0.0
825e5ffffffffff,2.0,0.0,0.0
826007fffffffff,7.0,0.0,0.0
826017fffffffff,29.0,0.0,0.0
826027fffffffff,2.0,0.0,0.0
826037fffffffff,1.0,0.0,0.0
8260affffffffff,1.0,0.0,0.0
82611ffffffffff,7.0,0.0,0.0
826337fffffffff,6.0,0.0,6.0
826487fffffffff,27.0,0.0,4.0
8266b7fffffffff,1.0,0.0,0.0
826747fffffffff,2.0,0.0,0.0
826adffffffffff,1.0,0.0,0.0
827a47fffffffff,3.0,0.0,2.0
827a67fffffffff,5.0,0.0,1.0
827a6ffffffffff,9.0,0.0,2.0
827b5ffffffffff,1.0,0.0,0.0
82962ffffffffff,3.0,0.0,0.0
82a39ffffffffff,2.0,0.0,0.0
