cell_id,Quiscalus mexicanus,Quiscalus mexicanus [graysoni Group],Quiscalus mexicanus [mexicanus Group]
8426a4bffffffff,1.0,0.0,0.0
8426a53ffffffff,2.0,0.0,0.0
8426a5dffffffff,4.0,0.0,0.0
8426a69ffffffff,2.0,0.0,0.0
8426a81ffffffff,2.0,0.0,0.0
8426a87ffffffff,9.0,0.0,0.0
8426a89ffffffff,2.0,0.0,0.0
8426a8bffffffff,4.0,0.0,0.0
8426a99ffffffff,4.0,0.0,0.0
8426a9dffffffff,3.0,0.0,0.0
8426aa1ffffffff,20.0,0.0,0.0
8426aa5ffffffff,71.0,0.0,0.0
8426aa7ffffffff,11.0,0.0,0.0
8426aa9ffffffff,1.0,0.0,1.0
8426aabffffffff,3.0,0.0,0.0
8426aadffffffff,9.0,0.0,0.0
8426ab3ffffffff,3.0,0.0,0.0
8426ab5ffffffff,2.0,0.0,0.0
8426ab7ffffffff,64.0,0.0,0.0
8426ab9ffffffff,4.0,0.0,0.0
8426ac7ffffffff,3.0,0.0,0.0
8426ad1ffffffff,2.0,0.0,2.0
8426ad5ffffffff,1.0,0.0,0.0
8426ae3ffffffff,7.0,0.0,0.0
8426ae7ffffffff,3.0,0.0,0.0
8426ae9ffffffff,12.0,0.0,0.0
8426b05ffffffff,1.0,0.0,0.0
8426b0bffffffff,1.0,0.0,0.0
8426b27ffffffff,2.0,0.0,0.0
8426b69ffffffff,2.0,0.0,0.0
8426c19ffffffff,3.0,0.0,0.0
8426c1dffffffff,2.0,0.0,0.0
8426c5bffffffff,2.0,0.0,0.0
8426cb9ffffffff,3.0,0.0,0.0
8426d0dffffffff,2.0,0.0,0.0
8426d19ffffffff,1.0,0.0,0.0
8426d25ffffffff,2.0,0.0,0.0
8426d29ffffffff,2.0,0.0,0.0
8426d35ffffffff,2.0,0.0,0.0
8426d39ffffffff,1.0,0.0,0.0
8426d49ffffffff,3.0,0.0,0.0
8426d4bffffffff,1.0,0.0,0.0
8426d4dffffffff,11.0,0.0,0.0
8426d9dffffffff,1.0,0.0,0.0
8426dabffffffff,2.0,0.0,0.0
8426dc9ffffffff,2.0,0.0,0.0
8426dcbffffffff,1.0,0.0,0.0
8426ddbffffffff,1.0,0.0,0.0
8426de7ffffffff,1.0,0.0,0.0
8426e09ffffffff,2.0,0.0,0.0
8426e21ffffffff,2.0,0.0,0.0
8426e2dffffffff,7.0,0.0,0.0
8426e31ffffffff,2.0,0.0,0.0
8426e3dffffffff,2.0,0.0,0.0
8426e59ffffffff,4.0,0.0,0.0
8426e5bffffffff,16.0,0.0,0.0
8426e6bffffffff,1.0,0.0,0.0
8426e97ffffffff,2.0,0.0,0.0
8426e9bffffffff,7.0,0.0,0.0
8426ed1ffffffff,2.0,0.0,0.0
8426ed5ffffffff,91.0,0.0,0.0
8426ed7ffffffff,2.0,0.0,0.0
8426f13ffffffff,4.0,0.0,0.0
8426f25ffffffff,10.0,0.0,0.0
8426f2dffffffff,51.0,0.0,0.0
8426f33ffffffff,1.0,0.0,0.0
8426f35ffffffff,1.0,0.0,0.0
8426f43ffffffff,4.0,0.0,0.0
8426f67ffffffff,9.0,0.0,0.0
8426f6dffffffff,2.0,0.0,0.0
8427001ffffffff,3.0,0.0,0.0
84271c9ffffffff,2.0,0.0,0.0
842759bffffffff,2.0,0.0,0.0
84275c3ffffffff,1.0,0.0,0.0
84275d5ffffffff,1.0,0.0,0.0
8427635ffffffff,1.0,0.0,0.0
8427881ffffffff,4.0,0.0,0.0
84278b1ffffffff,5.0,0.0,0.0
84278ebffffffff,6.0,0.0,0.0
8427927ffffffff,9.0,0.0,0.0
8427997ffffffff,2.0,0.0,0.0
84279e3ffffffff,2.0,0.0,0.0
84279ebffffffff,5.0,0.0,0.0
8427aa9ffffffff,2.0,0.0,0.0
8428023ffffffff,12.0,0.0,0.0
8428029ffffffff,1.0,0.0,0.0
842802bffffffff,2.0,0.0,0.0
8428035ffffffff,4.0,0.0,0.0
842806dffffffff,9.0,0.0,0.0
8428101ffffffff,4.0,0.0,0.0
8428103ffffffff,1.0,0.0,0.0
8428111ffffffff,4.0,0.0,0.0
842812bffffffff,20.0,0.0,0.0
8428133ffffffff,27.0,4.0,0.0
8428139ffffffff,2.0,0.0,0.0
842813bffffffff,24.0,0.0,0.0
8428141ffffffff,1.0,0.0,0.0
8428143ffffffff,2.0,0.0,0.0
8428151ffffffff,9.0,0.0,0.0
8428153ffffffff,1.0,0.0,0.0
8428157ffffffff,59.0,0.0,0.0
842816bffffffff,18.0,0.0,0.0
8428187ffffffff,3.0,0.0,0.0
842818bffffffff,5.0,0.0,0.0
842818dffffffff,2.0,0.0,0.0
84281b5ffffffff,17.0,0.0,0.0
84281c7ffffffff,5.0,0.0,0.0
84281cbffffffff,18.0,0.0,0.0
84281ebffffffff,2.0,0.0,0.0
84281edffffffff,39.0,0.0,0.0
8428301ffffffff,28.0,0.0,0.0
8428303ffffffff,1.0,0.0,0.0
8428305ffffffff,13.0,0.0,0.0
8428309ffffffff,171.0,1.0,0.0
842830bffffffff,19.0,3.0,0.0
842830dffffffff,5.0,0.0,0.0
8428317ffffffff,18.0,0.0,0.0
8428321ffffffff,9.0,0.0,0.0
8428323ffffffff,208.0,0.0,0.0
8428327ffffffff,6.0,0.0,0.0
8428329ffffffff,15.0,0.0,0.0
842832bffffffff,19.0,0.0,0.0
842832dffffffff,3.0,0.0,0.0
8428331ffffffff,4.0,0.0,0.0
8428335ffffffff,10.0,0.0,0.0
8428339ffffffff,2.0,0.0,0.0
8428341ffffffff,4.0,0.0,0.0
8428343ffffffff,15.0,0.0,0.0
8428345ffffffff,2.0,0.0,0.0
8428347ffffffff,17.0,0.0,0.0
842834dffffffff,344.0,149.0,0.0
8428357ffffffff,11.0,0.0,0.0
8428361ffffffff,15.0,0.0,0.0
8428363ffffffff,456.0,0.0,0.0
8428365ffffffff,25.0,0.0,0.0
8428367ffffffff,106.0,0.0,0.0
842836bffffffff,178.0,0.0,0.0
8428813ffffffff,14.0,0.0,0.0
8428819ffffffff,2.0,0.0,0.0
8428843ffffffff,12.0,0.0,0.0
8428849ffffffff,22.0,0.0,0.0
842884dffffffff,4.0,0.0,0.0
8428855ffffffff,60.0,0.0,0.0
842885dffffffff,6.0,0.0,0.0
84288bbffffffff,2.0,0.0,0.0
84288c5ffffffff,4.0,4.0,0.0
8428903ffffffff,8.0,0.0,0.0
8428923ffffffff,10.0,0.0,0.0
8428941ffffffff,37.0,0.0,0.0
8428945ffffffff,8.0,0.0,0.0
8428949ffffffff,57.0,0.0,0.0
84289ebffffffff,10.0,1.0,0.0
8428a11ffffffff,20.0,0.0,0.0
8428a13ffffffff,4.0,0.0,0.0
8428a29ffffffff,2.0,0.0,0.0
8428a37ffffffff,2.0,0.0,0.0
8428a43ffffffff,2.0,0.0,0.0
8428a45ffffffff,1.0,0.0,0.0
8428a6dffffffff,1.0,0.0,0.0
8428a8dffffffff,2.0,0.0,0.0
8428a91ffffffff,20.0,0.0,0.0
8428a95ffffffff,1.0,0.0,0.0
8428a9dffffffff,2.0,0.0,0.0
8428addffffffff,22.0,0.0,0.0
8428ae1ffffffff,23.0,0.0,0.0
8428ae3ffffffff,2.0,0.0,0.0
8428ae9ffffffff,18.0,0.0,0.0
8428aebffffffff,3.0,0.0,0.0
8428b03ffffffff,10.0,0.0,0.0
8428b0dffffffff,2.0,0.0,0.0
8428b11ffffffff,4.0,0.0,0.0
8428b1bffffffff,1.0,0.0,0.0
8428b23ffffffff,12.0,0.0,0.0
8428b2bffffffff,24.0,0.0,0.0
8428b2dffffffff,2.0,0.0,0.0
8428b3bffffffff,6.0,0.0,0.0
8428b61ffffffff,34.0,0.0,0.0
8428b65ffffffff,1.0,0.0,0.0
8428b67ffffffff,1.0,0.0,0.0
8428b69ffffffff,2.0,0.0,0.0
8428b6dffffffff,17.0,0.0,0.0
8428d1bffffffff,30.0,0.0,0.0
8428d1dffffffff,3.0,0.0,0.0
8428d43ffffffff,20.0,0.0,0.0
8428d5dffffffff,22.0,0.0,0.0
8428de9ffffffff,14.0,4.0,0.0
8428f01ffffffff,94.0,0.0,0.0
8428f05ffffffff,6.0,0.0,0.0
8428f55ffffffff,2.0,0.0,0.0
8428f61ffffffff,5.0,0.0,0.0
8429125ffffffff,7.0,0.0,0.0
84291a5ffffffff,2.0,0.0,0.0
84291a7ffffffff,12.0,7.0,0.0
8429855ffffffff,21.0,0.0,0.0
842985bffffffff,2.0,0.0,0.0
8429861ffffffff,1.0,0.0,0.0
8429867ffffffff,4.0,0.0,0.0
842986bffffffff,11.0,0.0,0.0
8429893ffffffff,9.0,0.0,0.0
842989bffffffff,2.0,0.0,0.0
84298c1ffffffff,3.0,0.0,0.0
84298c9ffffffff,1.0,0.0,0.0
84298d5ffffffff,1.0,0.0,0.0
84298d7ffffffff,9.0,0.0,0.0
8429907ffffffff,2.0,0.0,0.0
8429909ffffffff,26.0,0.0,0.0
8429951ffffffff,2.0,0.0,0.0
8429957ffffffff,8.0,0.0,0.0
84299b5ffffffff,2.0,0.0,0.0
8429a01ffffffff,5.0,0.0,0.0
8429a05ffffffff,2.0,0.0,0.0
8429a0bffffffff,2.0,0.0,0.0
8429a0dffffffff,22.0,0.0,0.0
8429a19ffffffff,9.0,0.0,0.0
8429a41ffffffff,6.0,0.0,0.0
8429a45ffffffff,1.0,0.0,0.0
8429a47ffffffff,2.0,0.0,0.0
8429a4dffffffff,7.0,0.0,0.0
8429a51ffffffff,2.0,0.0,0.0
8429a57ffffffff,2.0,1.0,0.0
8429a61ffffffff,7.0,0.0,0.0
8429a69ffffffff,2.0,0.0,0.0
8429a6bffffffff,4.0,0.0,0.0
8429a6dffffffff,123.0,22.0,0.0
8429a85ffffffff,3.0,0.0,0.0
8429a93ffffffff,12.0,0.0,0.0
8429a97ffffffff,3.0,0.0,0.0
8429a9bffffffff,1.0,0.0,0.0
8429aadffffffff,26.0,0.0,0.0
8429ab3ffffffff,4.0,0.0,0.0
8429ab7ffffffff,2.0,0.0,0.0
8429abbffffffff,2.0,0.0,0.0
8429ac7ffffffff,2.0,0.0,0.0
8429acbffffffff,2.0,0.0,0.0
8429ad1ffffffff,1.0,0.0,0.0
8429addffffffff,2.0,0.0,0.0
8429aebffffffff,2.0,2.0,0.0
8429b0bffffffff,2.0,0.0,0.0
8429b1dffffffff,5.0,0.0,0.0
8429b55ffffffff,7.0,0.0,0.0
8429b5bffffffff,9.0,0.0,0.0
8429b5dffffffff,4.0,0.0,0.0
842ab55ffffffff,5.0,0.0,0.0
84391e9ffffffff,8.0,0.0,0.0
84441a9ffffffff,46.0,0.0,2.0
844424dffffffff,13.0,0.0,13.0
8444401ffffffff,33.0,0.0,0.0
8444403ffffffff,5.0,0.0,0.0
8444409ffffffff,45.0,0.0,0.0
844440bffffffff,17.0,0.0,0.0
844440dffffffff,351.0,0.0,0.0
8444437ffffffff,1.0,0.0,0.0
8444439ffffffff,1.0,0.0,0.0
8444441ffffffff,2.0,0.0,0.0
8444443ffffffff,13.0,0.0,0.0
8444445ffffffff,1.0,0.0,0.0
844444bffffffff,1.0,0.0,0.0
8444451ffffffff,3.0,0.0,0.0
8444455ffffffff,2.0,0.0,0.0
8444457ffffffff,3.0,0.0,0.0
8444459ffffffff,73.0,0.0,0.0
844445dffffffff,11.0,0.0,0.0
8444469ffffffff,4.0,0.0,0.0
844446bffffffff,1.0,0.0,0.0
8444483ffffffff,51.0,0.0,0.0
844448bffffffff,3.0,0.0,0.0
84444a7ffffffff,1.0,0.0,0.0
84444b5ffffffff,7.0,0.0,0.0
84444b9ffffffff,24.0,0.0,0.0
84444c1ffffffff,1.0,0.0,0.0
84444c3ffffffff,4.0,0.0,0.0
84444cdffffffff,9.0,0.0,0.0
84444d7ffffffff,2.0,0.0,0.0
84444dbffffffff,2.0,0.0,0.0
84444e1ffffffff,3.0,0.0,0.0
84444edffffffff,2.0,0.0,0.0
8444633ffffffff,3.0,0.0,0.0
844468bffffffff,8.0,0.0,0.0
84446a1ffffffff,2.0,0.0,0.0
84446b7ffffffff,2.0,0.0,0.0
84446c1ffffffff,1.0,0.0,0.0
84446c3ffffffff,4.0,0.0,0.0
84446c5ffffffff,21.0,0.0,2.0
84446cdffffffff,2.0,0.0,0.0
84446d3ffffffff,2.0,0.0,0.0
84446ddffffffff,11.0,0.0,0.0
84446e5ffffffff,3.0,0.0,0.0
84446ebffffffff,2.0,0.0,0.0
8444717ffffffff,4.0,0.0,0.0
844473bffffffff,8.0,0.0,0.0
8444a11ffffffff,1.0,0.0,0.0
8444a51ffffffff,1.0,0.0,0.0
844501bffffffff,14.0,0.0,14.0
8445053ffffffff,3.0,0.0,0.0
8445083ffffffff,22.0,0.0,22.0
8445085ffffffff,27.0,0.0,27.0
8445087ffffffff,30.0,0.0,30.0
844508dffffffff,4.0,0.0,4.0
8445091ffffffff,73.0,0.0,73.0
8445093ffffffff,21.0,0.0,21.0
8445095ffffffff,2.0,0.0,2.0
8445097ffffffff,27.0,0.0,27.0
844509bffffffff,961.0,0.0,961.0
844509dffffffff,3.0,0.0,3.0
84450a1ffffffff,5.0,0.0,5.0
84450a3ffffffff,7.0,0.0,7.0
84450a5ffffffff,41.0,0.0,41.0
84450a7ffffffff,10.0,0.0,10.0
84450a9ffffffff,33.0,0.0,33.0
84450adffffffff,326.0,0.0,326.0
84450b1ffffffff,97.0,0.0,97.0
84450b5ffffffff,59.0,0.0,59.0
84450b9ffffffff,13.0,0.0,13.0
84450bdffffffff,6.0,0.0,6.0
84450c1ffffffff,2.0,0.0,2.0
84450c3ffffffff,5.0,0.0,5.0
84450c5ffffffff,2.0,0.0,2.0
84450c7ffffffff,2.0,0.0,2.0
84450cdffffffff,1.0,0.0,1.0
84450d1ffffffff,6.0,0.0,6.0
84450d3ffffffff,36.0,0.0,36.0
84450d5ffffffff,61.0,0.0,61.0
84450e3ffffffff,26.0,0.0,26.0
84450e7ffffffff,16.0,0.0,16.0
84450ebffffffff,20.0,0.0,20.0
844519bffffffff,28.0,0.0,28.0
84451d3ffffffff,6.0,0.0,6.0
8445203ffffffff,3.0,0.0,0.0
8445215ffffffff,8.0,0.0,3.0
844521dffffffff,2.0,0.0,0.0
8445233ffffffff,9.0,0.0,9.0
8445255ffffffff,1.0,0.0,1.0
84452a1ffffffff,1.0,0.0,1.0
84452a3ffffffff,14.0,0.0,14.0
84452a7ffffffff,14.0,0.0,14.0
84452adffffffff,14.0,0.0,0.0
84452c7ffffffff,10.0,0.0,0.0
84452d1ffffffff,6.0,0.0,6.0
84452d3ffffffff,2.0,0.0,2.0
84452e1ffffffff,5.0,0.0,0.0
84452e3ffffffff,2.0,0.0,0.0
84452e5ffffffff,6.0,0.0,6.0
8445721ffffffff,191.0,0.0,191.0
8445723ffffffff,4.0,0.0,4.0
8445725ffffffff,24.0,0.0,24.0
8445727ffffffff,294.0,0.0,294.0
844572dffffffff,5.0,0.0,5.0
8445b23ffffffff,8.0,0.0,0.0
8446495ffffffff,4.0,0.0,0.0
84464b9ffffffff,7.0,0.0,0.0
8448059ffffffff,1.0,0.0,0.0
84480ddffffffff,4.0,0.0,0.0
84482adffffffff,1.0,0.0,0.0
844833bffffffff,1.0,0.0,0.0
8448363ffffffff,5.0,0.0,0.0
8448435ffffffff,1.0,0.0,0.0
8448437ffffffff,1.0,0.0,0.0
84484a5ffffffff,4.0,0.0,0.0
8448597ffffffff,8.0,0.0,0.0
8448599ffffffff,1.0,0.0,0.0
84485b1ffffffff,2.0,0.0,0.0
84485b5ffffffff,16.0,0.0,0.0
84485bbffffffff,4.0,0.0,0.0
84485bdffffffff,4.0,0.0,0.0
8448723ffffffff,1.0,0.0,0.0
8448733ffffffff,63.0,0.0,0.0
844873bffffffff,2.0,0.0,0.0
844880dffffffff,4.0,0.0,0.0
8448831ffffffff,1.0,0.0,0.0
84488a3ffffffff,2.0,0.0,0.0
8448903ffffffff,1.0,0.0,0.0
8448933ffffffff,2.0,0.0,0.0
8448935ffffffff,2.0,0.0,0.0
844893dffffffff,4.0,0.0,0.0
8448951ffffffff,21.0,0.0,0.0
8448953ffffffff,1.0,0.0,0.0
8448955ffffffff,4.0,0.0,0.0
8448957ffffffff,4.0,0.0,0.0
8448959ffffffff,7.0,0.0,0.0
844895bffffffff,6.0,0.0,0.0
8448981ffffffff,3.0,0.0,0.0
8448985ffffffff,1.0,0.0,0.0
84489d3ffffffff,2.0,0.0,0.0
8448ab3ffffffff,1.0,0.0,0.0
8448b13ffffffff,13.0,0.0,0.0
8448b15ffffffff,5.0,0.0,0.0
8448b39ffffffff,104.0,0.0,0.0
8448c17ffffffff,2.0,0.0,0.0
8448c19ffffffff,14.0,0.0,0.0
8448c35ffffffff,2.0,0.0,0.0
8448c5bffffffff,1.0,0.0,0.0
8448c69ffffffff,1.0,0.0,0.0
8448c89ffffffff,2.0,0.0,0.0
8448c8bffffffff,2.0,0.0,0.0
8448d2dffffffff,1.0,0.0,0.0
8448d35ffffffff,1.0,0.0,0.0
8448d83ffffffff,139.0,0.0,0.0
8448d87ffffffff,25.0,0.0,0.0
8448d89ffffffff,3.0,0.0,0.0
8448d8dffffffff,3.0,0.0,0.0
8448da5ffffffff,2.0,0.0,0.0
8448dc3ffffffff,2.0,0.0,0.0
8448e81ffffffff,3.0,0.0,0.0
8448e83ffffffff,4.0,0.0,0.0
8448e85ffffffff,24.0,0.0,0.0
8448e8dffffffff,3.0,0.0,0.0
8448e93ffffffff,1.0,0.0,0.0
8448ea5ffffffff,13.0,0.0,0.0
8448ea7ffffffff,1.0,0.0,0.0
8448eb7ffffffff,4.0,0.0,0.0
8448ebbffffffff,6.0,0.0,0.0
8448ebdffffffff,3.0,0.0,0.0
8448ee1ffffffff,22.0,0.0,0.0
8448ee3ffffffff,1.0,0.0,0.0
8448eebffffffff,21.0,0.0,0.0
8448f3dffffffff,4.0,0.0,0.0
8448f61ffffffff,2.0,0.0,0.0
8448f63ffffffff,2.0,0.0,0.0
8449821ffffffff,2.0,0.0,2.0
8449823ffffffff,15.0,0.0,15.0
844982dffffffff,8.0,0.0,7.0
844983dffffffff,15.0,0.0,15.0
8449845ffffffff,2.0,0.0,2.0
8449861ffffffff,16.0,0.0,16.0
8449865ffffffff,37.0,0.0,37.0
8449867ffffffff,16.0,0.0,16.0
8449869ffffffff,12.0,0.0,12.0
844986bffffffff,2.0,0.0,2.0
8449887ffffffff,7.0,0.0,7.0
844990dffffffff,4.0,0.0,0.0
8449913ffffffff,9.0,0.0,9.0
844993dffffffff,4.0,0.0,0.0
8449943ffffffff,3.0,0.0,3.0
8449947ffffffff,6.0,0.0,6.0
844994bffffffff,20.0,0.0,0.0
8449951ffffffff,93.0,0.0,92.0
8449953ffffffff,19.0,0.0,19.0
8449955ffffffff,10.0,0.0,10.0
8449959ffffffff,44.0,0.0,42.0
844995bffffffff,30.0,0.0,30.0
8449961ffffffff,1.0,0.0,0.0
8449963ffffffff,11.0,0.0,2.0
8449965ffffffff,65.0,0.0,0.0
8449967ffffffff,3.0,0.0,0.0
8449969ffffffff,4.0,0.0,0.0
844996dffffffff,4.0,0.0,0.0
8449987ffffffff,2.0,0.0,2.0
84499abffffffff,3.0,0.0,0.0
84499cdffffffff,3.0,0.0,2.0
8449a2bffffffff,5.0,5.0,0.0
8449a3dffffffff,2.0,2.0,0.0
8449a85ffffffff,3.0,3.0,0.0
8449a89ffffffff,3.0,3.0,0.0
8449a8dffffffff,2.0,2.0,0.0
8449a93ffffffff,2.0,2.0,0.0
8449a97ffffffff,2.0,2.0,0.0
8449b33ffffffff,1.0,0.0,1.0
8449b37ffffffff,8.0,0.0,8.0
8449b55ffffffff,2.0,2.0,0.0
844cc55ffffffff,1.0,0.0,0.0
844cc59ffffffff,63.0,0.0,0.0
844cc5dffffffff,3.0,0.0,0.0
844cd09ffffffff,5.0,0.0,0.0
844ceadffffffff,5.0,0.0,1.0
844cee5ffffffff,72.0,0.0,0.0
845f583ffffffff,4.0,0.0,0.0
8466113ffffffff,8.0,0.0,0.0
8466139ffffffff,2.0,0.0,0.0
8466181ffffffff,2.0,0.0,0.0
8466183ffffffff,3.0,0.0,0.0
8466189ffffffff,5.0,0.0,0.0
846618bffffffff,10.0,0.0,0.0
846618dffffffff,4.0,0.0,0.0
8466195ffffffff,2.0,0.0,0.0
84661b1ffffffff,1.0,0.0,0.0
84661b3ffffffff,5.0,0.0,0.0
84661b9ffffffff,20.0,0.0,0.0
84661bbffffffff,65.0,0.0,0.0
84661ebffffffff,16.0,0.0,0.0
8466217ffffffff,1.0,0.0,0.0
8466a0bffffffff,13.0,0.0,0.0
8466a1dffffffff,2.0,0.0,0.0
8466a39ffffffff,1.0,0.0,0.0
8466a51ffffffff,4.0,0.0,0.0
8466a5bffffffff,5.0,0.0,1.0
8466b09ffffffff,6.0,0.0,4.0
8466b0bffffffff,5.0,0.0,3.0
8466b1dffffffff,1.0,0.0,0.0
8466b41ffffffff,2.0,0.0,0.0
8466b45ffffffff,1.0,0.0,0.0
8466b47ffffffff,4.0,0.0,2.0
8466b4dffffffff,24.0,0.0,13.0
8466b51ffffffff,9.0,0.0,0.0
8466b55ffffffff,5.0,0.0,4.0
8466b57ffffffff,3.0,0.0,0.0
8466b5bffffffff,2.0,0.0,0.0
8466b69ffffffff,9.0,0.0,7.0
8466d35ffffffff,3.0,0.0,0.0
8466e43ffffffff,2.0,0.0,0.0
8466e63ffffffff,2.0,0.0,0.0
8466e65ffffffff,26.0,0.0,0.0
8466e6dffffffff,2.0,0.0,0.0
8466f5bffffffff,3.0,0.0,0.0
8467329ffffffff,10.0,0.0,0.0
846732dffffffff,25.0,0.0,0.0
8467557ffffffff,8.0,0.0,0.0
8467737ffffffff,35.0,0.0,0.0
84679a1ffffffff,3.0,0.0,0.0
84679a5ffffffff,1.0,0.0,0.0
84679b7ffffffff,5.0,0.0,0.0
846d049ffffffff,2.0,0.0,0.0
846d205ffffffff,4.0,0.0,4.0
846d209ffffffff,2.0,0.0,2.0
846d20dffffffff,10.0,0.0,6.0
846d219ffffffff,1.0,0.0,1.0
846d22bffffffff,2.0,0.0,2.0
846d231ffffffff,11.0,0.0,6.0
846d23dffffffff,3.0,0.0,0.0
846d243ffffffff,3.0,0.0,3.0
846d251ffffffff,3.0,0.0,3.0
846d253ffffffff,17.0,0.0,16.0
846d255ffffffff,3.0,0.0,3.0
846d257ffffffff,5.0,0.0,5.0
846d26bffffffff,1.0,0.0,1.0
846d283ffffffff,4.0,0.0,0.0
846d291ffffffff,2.0,0.0,0.0
