cell_id,Todiramphus chloris,Todiramphus chloris abyssinicus,Todiramphus chloris kalbaensis,Todiramphus chloris [humii Group],Todiramphus chloris occipitalis,Todiramphus chloris [chloris Group]
84695d9ffffffff,17.0,0.0,0.0,0.0,0.0,1.0
84695dbffffffff,28.0,0.0,0.0,0.0,0.0,0.0
84695e3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8469683ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8469687ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846969dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84696a5ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
84696adffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84696c1ffffffff,48.0,0.0,0.0,0.0,0.0,3.0
84696c9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84696cbffffffff,10.0,0.0,0.0,0.0,0.0,1.0
84696d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84696d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84696e3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84696e7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84699a5ffffffff,55.0,0.0,0.0,0.0,0.0,8.0
84699b7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8472905ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
847290dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8472f23ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8473191ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8473195ffffffff,32.0,0.0,0.0,0.0,0.0,0.0
84731b1ffffffff,1158.0,0.0,0.0,0.0,0.0,0.0
84731b5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84731b9ffffffff,394.0,0.0,0.0,0.0,0.0,0.0
84731bbffffffff,32.0,0.0,0.0,0.0,0.0,0.0
84731bdffffffff,340.0,0.0,0.0,0.0,0.0,0.0
8473907ffffffff,7.0,0.0,0.0,0.0,0.0,3.0
847390bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
847390dffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8473925ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84739a1ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84739abffffffff,25.0,0.0,0.0,0.0,0.0,2.0
84739b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84739b5ffffffff,4.0,0.0,0.0,0.0,0.0,1.0
8473b09ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8473b6dffffffff,4.0,0.0,0.0,0.0,0.0,2.0
848c101ffffffff,255.0,0.0,0.0,0.0,0.0,24.0
848c103ffffffff,44.0,0.0,0.0,0.0,0.0,5.0
848c107ffffffff,152.0,0.0,0.0,0.0,0.0,36.0
848c109ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848c10dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848c12bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848c131ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
848c133ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848c13bffffffff,56.0,0.0,0.0,0.0,0.0,7.0
848c13dffffffff,21.0,0.0,0.0,0.0,0.0,0.0
848c141ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848c147ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
848c157ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848c165ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848c16bffffffff,8.0,0.0,0.0,0.0,0.0,0.0
848c1a7ffffffff,13.0,0.0,0.0,0.0,0.0,1.0
848c1edffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848c881ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
848c8abffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848c8c3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848c92dffffffff,7.0,0.0,0.0,0.0,0.0,0.0
848c965ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
848c967ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848c993ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848cad5ffffffff,48.0,0.0,0.0,0.0,0.0,6.0
848caddffffffff,43.0,0.0,0.0,0.0,0.0,6.0
848cc27ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848cd0bffffffff,8.0,0.0,0.0,0.0,0.0,5.0
848cd3bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848cd5dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848cdc1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848cde5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848cf5bffffffff,18.0,0.0,0.0,0.0,0.0,0.0
848d809ffffffff,18.0,0.0,0.0,0.0,0.0,4.0
848d84bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
848d855ffffffff,6.0,0.0,0.0,0.0,0.0,3.0
848d85dffffffff,10.0,0.0,0.0,0.0,0.0,0.0
848d893ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848d8adffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848d8c1ffffffff,18.0,0.0,0.0,0.0,0.0,2.0
848d8c3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848d8c7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848d8c9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848d8cbffffffff,20.0,0.0,0.0,0.0,0.0,2.0
848d8cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848d8d7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848d927ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
848da25ffffffff,9.0,0.0,0.0,0.0,0.0,7.0
848da27ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
848da2dffffffff,94.0,0.0,0.0,0.0,0.0,10.0
848da35ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848da37ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848da65ffffffff,9.0,0.0,0.0,0.0,0.0,2.0
848da67ffffffff,47.0,0.0,0.0,0.0,0.0,14.0
848da6dffffffff,18.0,0.0,0.0,0.0,0.0,3.0
848daa3ffffffff,5.0,0.0,0.0,0.0,0.0,2.0
848db01ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848db19ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
848db49ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848db53ffffffff,499.0,0.0,0.0,0.0,0.0,152.0
848db59ffffffff,215.0,0.0,0.0,0.0,0.0,68.0
848db5bffffffff,47.0,0.0,0.0,0.0,0.0,8.0
8494049ffffffff,11.0,0.0,0.0,0.0,0.0,5.0
849404dffffffff,13.0,0.0,0.0,0.0,0.0,7.0
8494213ffffffff,18.0,0.0,0.0,0.0,0.0,8.0
849421dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8494231ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8494235ffffffff,18.0,0.0,0.0,0.0,0.0,2.0
8494237ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
849423bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
849423dffffffff,2.0,0.0,0.0,0.0,0.0,2.0
8494257ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8494269ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8494289ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84942c1ffffffff,134.0,0.0,0.0,0.0,0.0,43.0
84942c3ffffffff,14.0,0.0,0.0,0.0,0.0,5.0
84942c5ffffffff,4.0,0.0,0.0,0.0,0.0,2.0
84942c9ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84942cdffffffff,23.0,0.0,0.0,0.0,0.0,6.0
84942d1ffffffff,17.0,0.0,0.0,0.0,0.0,2.0
84942d3ffffffff,10.0,0.0,0.0,0.0,0.0,3.0
84942d5ffffffff,9.0,0.0,0.0,0.0,0.0,1.0
84942ddffffffff,10.0,0.0,0.0,0.0,0.0,2.0
8494311ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
8494313ffffffff,4.0,0.0,0.0,0.0,0.0,4.0
8494601ffffffff,98.0,0.0,0.0,0.0,0.0,11.0
8494605ffffffff,11.0,0.0,0.0,0.0,0.0,2.0
8494607ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
849466dffffffff,20.0,0.0,0.0,0.0,0.0,8.0
8495009ffffffff,19.0,0.0,0.0,0.0,0.0,3.0
849500bffffffff,49.0,0.0,0.0,0.0,0.0,20.0
8495015ffffffff,1.0,0.0,0.0,0.0,0.0,1.0
8495031ffffffff,1.0,0.0,0.0,0.0,0.0,1.0
849503bffffffff,2.0,0.0,0.0,0.0,0.0,2.0
8495055ffffffff,24.0,0.0,0.0,0.0,0.0,13.0
84950a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84950abffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84950d7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8495121ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
849512bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8495131ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8495185ffffffff,41.0,0.0,0.0,0.0,0.0,16.0
8495187ffffffff,1.0,0.0,0.0,0.0,0.0,1.0
84951a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84951a7ffffffff,18.0,0.0,0.0,0.0,0.0,1.0
84951abffffffff,12.0,0.0,0.0,0.0,0.0,3.0
84951ddffffffff,14.0,0.0,0.0,0.0,0.0,0.0
84951e3ffffffff,63.0,0.0,0.0,0.0,0.0,20.0
84951e5ffffffff,41.0,0.0,0.0,0.0,0.0,6.0
84951e7ffffffff,33.0,0.0,0.0,0.0,0.0,1.0
8495217ffffffff,10.0,0.0,0.0,0.0,0.0,8.0
84952d5ffffffff,4.0,0.0,0.0,0.0,0.0,4.0
84952d9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8495419ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8495441ffffffff,7.0,0.0,0.0,0.0,0.0,2.0
8495449ffffffff,22.0,0.0,0.0,0.0,0.0,2.0
849544bffffffff,38.0,0.0,0.0,0.0,0.0,0.0
849545bffffffff,6.0,0.0,0.0,0.0,0.0,2.0
849545dffffffff,21.0,0.0,0.0,0.0,0.0,2.0
8495489ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8495527ffffffff,1.0,0.0,0.0,0.0,0.0,1.0
8495531ffffffff,3.0,0.0,0.0,0.0,0.0,2.0
8495533ffffffff,35.0,0.0,0.0,0.0,0.0,4.0
8495537ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
849554dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8495583ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84955a1ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8495613ffffffff,8.0,0.0,0.0,0.0,0.0,4.0
8495661ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
8495697ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84956a5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84956abffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84956b5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84956bdffffffff,31.0,0.0,0.0,0.0,0.0,2.0
84956c3ffffffff,5.0,0.0,0.0,0.0,0.0,2.0
84956d3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8495725ffffffff,11.0,0.0,0.0,0.0,0.0,10.0
849576dffffffff,2.0,0.0,0.0,0.0,0.0,2.0
8495a41ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
8495a49ffffffff,65.0,0.0,0.0,0.0,0.0,33.0
8495a4dffffffff,292.0,0.0,0.0,0.0,0.0,73.0
8495a51ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8495a55ffffffff,11.0,0.0,0.0,0.0,0.0,3.0
8495a57ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8495a5dffffffff,49.0,0.0,0.0,0.0,0.0,14.0
8495a91ffffffff,9.0,0.0,0.0,0.0,0.0,2.0
8495a99ffffffff,40.0,0.0,0.0,0.0,0.0,5.0
8495a9bffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8495ad7ffffffff,3.0,0.0,0.0,0.0,0.0,3.0
