cell_id,Asio otus,Asio otus wilsonianus/tuftsi,Asio otus otus/canariensis
82184ffffffffff,15.0,0.0,0.0
82185ffffffffff,1.0,0.0,0.0
821867fffffffff,10.0,0.0,0.0
82186ffffffffff,21.0,0.0,0.0
82194ffffffffff,58.0,0.0,13.0
821957fffffffff,3.0,0.0,0.0
82196ffffffffff,88.0,0.0,0.0
821e07fffffffff,391.0,0.0,4.0
821e0ffffffffff,479.0,0.0,6.0
821e17fffffffff,79.0,0.0,0.0
821e1ffffffffff,252.0,0.0,3.0
821e27fffffffff,106.0,0.0,0.0
821e2ffffffffff,54.0,0.0,0.0
821e37fffffffff,406.0,0.0,0.0
821e47fffffffff,3.0,0.0,0.0
821e4ffffffffff,22.0,0.0,0.0
821e57fffffffff,14.0,0.0,0.0
821e5ffffffffff,41.0,0.0,0.0
821e67fffffffff,5.0,0.0,0.0
821e6ffffffffff,10.0,0.0,0.0
821e77fffffffff,5.0,0.0,0.0
821e87fffffffff,2.0,0.0,0.0
821ea7fffffffff,21.0,0.0,0.0
821eaffffffffff,6.0,0.0,0.0
821eb7fffffffff,6.0,0.0,0.0
821ec7fffffffff,78.0,0.0,0.0
821ecffffffffff,61.0,0.0,0.0
821ed7fffffffff,19.0,0.0,0.0
821edffffffffff,32.0,0.0,0.0
821ee7fffffffff,39.0,0.0,0.0
821eeffffffffff,40.0,0.0,0.0
821ef7fffffffff,13.0,0.0,0.0
821f07fffffffff,32.0,0.0,8.0
821f0ffffffffff,14.0,0.0,0.0
821f17fffffffff,27.0,0.0,0.0
821f1ffffffffff,57.0,0.0,0.0
821f27fffffffff,5.0,0.0,0.0
821f2ffffffffff,86.0,0.0,47.0
821f37fffffffff,28.0,0.0,2.0
821f47fffffffff,7.0,0.0,0.0
821f4ffffffffff,11.0,0.0,0.0
821f57fffffffff,26.0,0.0,0.0
821f5ffffffffff,18.0,0.0,0.0
821f67fffffffff,7.0,0.0,0.0
821f77fffffffff,21.0,0.0,0.0
821f87fffffffff,28.0,0.0,0.0
821f8ffffffffff,140.0,0.0,0.0
821f97fffffffff,23.0,0.0,0.0
821f9ffffffffff,41.0,0.0,0.0
821fa7fffffffff,71.0,0.0,5.0
821faffffffffff,88.0,0.0,0.0
821fb7fffffffff,23.0,0.0,0.0
82200ffffffffff,2.0,0.0,0.0
822017fffffffff,7.0,0.0,0.0
82201ffffffffff,5.0,0.0,0.0
82205ffffffffff,6.0,0.0,1.0
8220a7fffffffff,4.0,0.0,0.0
8220e7fffffffff,3.0,0.0,0.0
822127fffffffff,4.0,0.0,0.0
822157fffffffff,8.0,0.0,0.0
822177fffffffff,1.0,0.0,0.0
82219ffffffffff,2.0,0.0,0.0
822407fffffffff,2.0,0.0,0.0
82240ffffffffff,12.0,0.0,0.0
82242ffffffffff,3.0,0.0,0.0
82244ffffffffff,6.0,0.0,0.0
822457fffffffff,38.0,0.0,0.0
822467fffffffff,28.0,0.0,0.0
82246ffffffffff,3.0,0.0,0.0
822477fffffffff,2.0,0.0,0.0
82248ffffffffff,2.0,0.0,0.0
822507fffffffff,2.0,0.0,0.0
822517fffffffff,7.0,0.0,0.0
822537fffffffff,2.0,0.0,0.0
822547fffffffff,24.0,0.0,0.0
82255ffffffffff,5.0,0.0,0.0
822577fffffffff,5.0,0.0,0.0
8225a7fffffffff,9.0,0.0,0.0
8225b7fffffffff,2.0,0.0,0.0
822667fffffffff,1.0,0.0,0.0
8226affffffffff,1.0,0.0,0.0
822707fffffffff,70.0,0.0,0.0
82270ffffffffff,4.0,0.0,0.0
822717fffffffff,13.0,0.0,0.0
822767fffffffff,57.0,0.0,0.0
82276ffffffffff,17.0,0.0,0.0
822777fffffffff,10.0,0.0,0.0
8227a7fffffffff,7.0,0.0,0.0
8227affffffffff,5.0,0.0,0.0
8227b7fffffffff,9.0,0.0,0.0
822ab7fffffffff,123.0,0.0,0.0
822b17fffffffff,37.0,0.0,0.0
822b37fffffffff,2.0,0.0,0.0
822b87fffffffff,36.0,0.0,0.0
822b8ffffffffff,33.0,0.0,0.0
822b97fffffffff,52.0,0.0,0.0
822b9ffffffffff,772.0,0.0,0.0
822ba7fffffffff,3.0,0.0,0.0
822baffffffffff,638.0,0.0,0.0
822bb7fffffffff,52.0,0.0,0.0
822c07fffffffff,95.0,0.0,0.0
822c0ffffffffff,8.0,0.0,0.0
822c1ffffffffff,4.0,0.0,0.0
822c27fffffffff,1.0,0.0,0.0
822c37fffffffff,7.0,0.0,0.0
822c67fffffffff,4.0,0.0,0.0
822c6ffffffffff,2.0,0.0,0.0
822c77fffffffff,4.0,0.0,0.0
822c8ffffffffff,5.0,0.0,0.0
822caffffffffff,4.0,0.0,0.0
822cd7fffffffff,1.0,0.0,0.0
822cdffffffffff,9.0,0.0,0.0
822ce7fffffffff,20.0,0.0,0.0
822cf7fffffffff,30.0,0.0,0.0
822d07fffffffff,1.0,0.0,0.0
822d17fffffffff,45.0,0.0,0.0
822d1ffffffffff,3.0,0.0,0.0
822d27fffffffff,2.0,0.0,0.0
822d2ffffffffff,6.0,0.0,0.0
822d37fffffffff,149.0,0.0,0.0
822d5ffffffffff,1.0,0.0,0.0
822d67fffffffff,53.0,0.0,0.0
822d97fffffffff,1.0,0.0,0.0
822da7fffffffff,10.0,0.0,0.0
822daffffffffff,32.0,0.0,0.0
822db7fffffffff,396.0,0.0,76.0
822e67fffffffff,1.0,0.0,0.0
822e77fffffffff,6.0,0.0,2.0
822f5ffffffffff,12.0,0.0,0.0
823037fffffffff,2.0,0.0,0.0
823087fffffffff,9.0,0.0,0.0
82309ffffffffff,5.0,0.0,0.0
8230c7fffffffff,2.0,0.0,0.0
8230e7fffffffff,13.0,0.0,0.0
823127fffffffff,4.0,0.0,0.0
823137fffffffff,5.0,0.0,0.0
823187fffffffff,3.0,0.0,0.0
82318ffffffffff,3.0,0.0,0.0
8231affffffffff,34.0,0.0,0.0
823427fffffffff,31.0,0.0,0.0
823447fffffffff,18.0,0.0,0.0
82344ffffffffff,50.0,0.0,0.0
82346ffffffffff,31.0,0.0,0.0
82351ffffffffff,109.0,0.0,0.0
8235affffffffff,23.0,0.0,0.0
823827fffffffff,13.0,0.0,0.0
823837fffffffff,2.0,0.0,0.0
82386ffffffffff,2.0,0.0,0.0
823907fffffffff,91.0,0.0,0.0
82390ffffffffff,204.0,0.0,0.0
823917fffffffff,206.0,0.0,10.0
82391ffffffffff,153.0,0.0,0.0
823927fffffffff,22.0,0.0,0.0
82392ffffffffff,335.0,0.0,0.0
823937fffffffff,88.0,0.0,0.0
823947fffffffff,50.0,0.0,0.0
823957fffffffff,167.0,0.0,0.0
823967fffffffff,13.0,0.0,0.0
82396ffffffffff,27.0,0.0,0.0
823977fffffffff,403.0,0.0,0.0
823987fffffffff,10.0,0.0,0.0
8239affffffffff,9.0,0.0,0.0
823d2ffffffffff,1.0,0.0,0.0
823e6ffffffffff,285.0,0.0,16.0
823f2ffffffffff,10.0,0.0,0.0
823f37fffffffff,7.0,0.0,0.0
823f67fffffffff,20.0,0.0,0.0
823f6ffffffffff,11.0,0.0,0.0
823f77fffffffff,17.0,0.0,0.0
824097fffffffff,5.0,0.0,0.0
8240e7fffffffff,2.0,0.0,0.0
824327fffffffff,1.0,0.0,0.0
824337fffffffff,2.0,0.0,0.0
824367fffffffff,6.0,0.0,0.0
824377fffffffff,2.0,0.0,0.0
82480ffffffffff,2.0,0.0,0.0
824817fffffffff,9.0,0.0,0.0
8248a7fffffffff,3.0,0.0,0.0
