cell_id,Hirundapus caudacutus,Hirundapus caudacutus caudacutus,Hirundapus caudacutus nudipes
83956bfffffffff,4.0,0.0,0.0
8395a4fffffffff,2.0,0.0,0.0
839c00fffffffff,5.0,0.0,0.0
839c01fffffffff,2.0,0.0,0.0
839c05fffffffff,23.0,0.0,0.0
839c0afffffffff,1.0,0.0,0.0
839c0efffffffff,8.0,0.0,0.0
839c19fffffffff,11.0,0.0,0.0
839c20fffffffff,16.0,0.0,0.0
839c21fffffffff,7.0,0.0,0.0
839c23fffffffff,218.0,0.0,0.0
839c25fffffffff,9.0,0.0,0.0
839c85fffffffff,3.0,0.0,0.0
839caafffffffff,1.0,0.0,0.0
839cf1fffffffff,1.0,0.0,0.0
839cf3fffffffff,18.0,0.0,0.0
839cf5fffffffff,13.0,0.0,0.0
839d01fffffffff,5.0,0.0,0.0
839d0bfffffffff,4.0,0.0,0.0
839d0cfffffffff,27.0,0.0,0.0
839d0efffffffff,5.0,0.0,0.0
839d21fffffffff,15.0,0.0,0.0
839d25fffffffff,3.0,0.0,0.0
839d2afffffffff,3.0,0.0,0.0
839d2cfffffffff,7.0,0.0,0.0
83b9a4fffffffff,2.0,0.0,0.0
83ba69fffffffff,8.0,0.0,0.0
83be08fffffffff,213.0,0.0,0.0
83be0afffffffff,55.0,0.0,0.0
83be0bfffffffff,19.0,0.0,0.0
83be0cfffffffff,155.0,0.0,0.0
83be0dfffffffff,54.0,0.0,0.0
83be0efffffffff,190.0,0.0,0.0
83be18fffffffff,190.0,0.0,0.0
83be19fffffffff,16.0,0.0,0.0
83be1afffffffff,149.0,0.0,0.0
83be1bfffffffff,10.0,0.0,0.0
83be1dfffffffff,132.0,0.0,0.0
83be29fffffffff,35.0,0.0,0.0
83be2bfffffffff,7.0,0.0,0.0
83be40fffffffff,44.0,0.0,0.0
83be44fffffffff,42.0,0.0,0.0
83be45fffffffff,38.0,0.0,0.0
83be46fffffffff,4.0,0.0,0.0
83be49fffffffff,2.0,0.0,0.0
83be56fffffffff,5.0,0.0,0.0
83be60fffffffff,42.0,0.0,0.0
83be61fffffffff,48.0,0.0,0.0
83be62fffffffff,140.0,0.0,0.0
83be63fffffffff,60.0,0.0,0.0
83be66fffffffff,33.0,0.0,0.0
83be68fffffffff,16.0,0.0,0.0
83be69fffffffff,15.0,0.0,0.0
83be6bfffffffff,2.0,0.0,0.0
83be6efffffffff,23.0,0.0,0.0
83be70fffffffff,2.0,0.0,0.0
83be71fffffffff,33.0,0.0,0.0
83be72fffffffff,56.0,0.0,0.0
83be73fffffffff,2.0,0.0,0.0
83be74fffffffff,254.0,0.0,0.0
83be75fffffffff,53.0,0.0,0.0
83be76fffffffff,26.0,0.0,0.0
83be88fffffffff,148.0,0.0,0.0
83be89fffffffff,33.0,0.0,0.0
83be8bfffffffff,7.0,0.0,0.0
83be8cfffffffff,4.0,0.0,0.0
83be8dfffffffff,1543.0,0.0,0.0
83bea9fffffffff,158.0,0.0,0.0
83beabfffffffff,261.0,0.0,0.0
83bec6fffffffff,2.0,0.0,0.0
83bed1fffffffff,1.0,0.0,0.0
83bed2fffffffff,2.0,0.0,0.0
83bee0fffffffff,22.0,0.0,0.0
83bee2fffffffff,15.0,0.0,0.0
83bee4fffffffff,7.0,0.0,0.0
83bee5fffffffff,3.0,0.0,0.0
83bee6fffffffff,2.0,0.0,0.0
83bef0fffffffff,30.0,0.0,0.0
83bef1fffffffff,1.0,0.0,0.0
83bef2fffffffff,33.0,0.0,0.0
83bef3fffffffff,12.0,0.0,0.0
83bef4fffffffff,7.0,0.0,0.0
83bef5fffffffff,6.0,0.0,0.0
83bef6fffffffff,115.0,0.0,0.0
83bf48fffffffff,2.0,0.0,0.0
83bf49fffffffff,6.0,0.0,0.0
83bf4afffffffff,8.0,0.0,0.0
83bf4bfffffffff,17.0,0.0,0.0
83bf4cfffffffff,16.0,0.0,0.0
83bf4dfffffffff,2.0,0.0,0.0
83bf4efffffffff,5.0,0.0,0.0
83bf6bfffffffff,7.0,0.0,0.0
83bf8bfffffffff,6.0,0.0,0.0
83d896fffffffff,11.0,0.0,0.0
