cell_id,Fregata ariel,Fregata ariel ariel/iredalei,Fregata ariel trinitatis
8385b0fffffffff,3.0,0.0,0.0
838818fffffffff,3.0,0.0,0.0
8388cafffffffff,1.0,0.0,0.0
838904fffffffff,20.0,0.0,0.0
838922fffffffff,57.0,0.0,0.0
838930fffffffff,12.0,0.0,0.0
838932fffffffff,6.0,0.0,0.0
838934fffffffff,15.0,0.0,0.0
838935fffffffff,5.0,0.0,0.0
838c10fffffffff,24.0,0.0,0.0
838c13fffffffff,60.0,0.0,0.0
838c23fffffffff,56.0,0.0,0.0
838c45fffffffff,130.0,0.0,0.0
838c88fffffffff,1.0,0.0,0.0
838c8afffffffff,1.0,0.0,0.0
838da2fffffffff,5.0,0.0,0.0
838da6fffffffff,9.0,0.0,0.0
838dabfffffffff,4.0,0.0,0.0
838db1fffffffff,1.0,0.0,0.0
838db5fffffffff,16.0,0.0,0.0
839404fffffffff,3.0,0.0,0.0
839411fffffffff,2.0,0.0,0.0
839412fffffffff,3.0,0.0,0.0
839413fffffffff,9.0,0.0,0.0
839414fffffffff,23.0,0.0,0.0
839415fffffffff,225.0,0.0,0.0
839416fffffffff,4.0,0.0,0.0
83941afffffffff,2.0,0.0,0.0
839421fffffffff,3.0,0.0,0.0
839425fffffffff,6.0,1.0,0.0
83942cfffffffff,3.0,0.0,0.0
83942dfffffffff,4.0,0.0,0.0
839431fffffffff,3.0,0.0,0.0
839442fffffffff,1.0,0.0,0.0
839450fffffffff,106.0,0.0,0.0
839451fffffffff,58.0,0.0,0.0
839454fffffffff,10.0,0.0,0.0
839456fffffffff,2.0,0.0,0.0
839460fffffffff,33.0,1.0,0.0
839466fffffffff,8.0,1.0,0.0
839480fffffffff,283.0,0.0,0.0
839481fffffffff,1.0,0.0,0.0
839482fffffffff,4.0,0.0,0.0
839484fffffffff,6.0,0.0,0.0
839485fffffffff,33.0,0.0,0.0
839490fffffffff,4.0,0.0,0.0
839491fffffffff,2.0,0.0,0.0
839496fffffffff,2.0,0.0,0.0
8394a0fffffffff,4.0,0.0,0.0
8394a2fffffffff,4.0,0.0,0.0
8394a5fffffffff,26.0,0.0,0.0
8394a8fffffffff,14.0,0.0,0.0
8394acfffffffff,8.0,0.0,0.0
8394b1fffffffff,3.0,0.0,0.0
839500fffffffff,1.0,0.0,0.0
83951afffffffff,1.0,0.0,0.0
83951efffffffff,78.0,3.0,0.0
839544fffffffff,18.0,0.0,0.0
839545fffffffff,42.0,0.0,0.0
839552fffffffff,3.0,0.0,0.0
839553fffffffff,7.0,0.0,0.0
839558fffffffff,24.0,2.0,0.0
83955efffffffff,2.0,0.0,0.0
839569fffffffff,15.0,0.0,0.0
83956afffffffff,21.0,0.0,0.0
83956bfffffffff,18.0,0.0,0.0
83956cfffffffff,6.0,0.0,0.0
83956dfffffffff,33.0,0.0,0.0
8395a4fffffffff,46.0,1.0,0.0
8395a5fffffffff,3.0,0.0,0.0
8395a9fffffffff,6.0,0.0,0.0
839a14fffffffff,6.0,0.0,0.0
839a15fffffffff,1.0,0.0,0.0
839a16fffffffff,6.0,0.0,0.0
839b0afffffffff,1.0,0.0,0.0
839b19fffffffff,3.0,0.0,0.0
839b41fffffffff,27.0,0.0,0.0
839b42fffffffff,3.0,0.0,0.0
839b43fffffffff,12.0,0.0,0.0
839b45fffffffff,20.0,0.0,0.0
839b4cfffffffff,4.0,0.0,0.0
839b4dfffffffff,4.0,0.0,0.0
839b4efffffffff,2.0,0.0,0.0
839b5cfffffffff,2.0,0.0,0.0
839b5dfffffffff,18.0,0.0,0.0
839b6afffffffff,7.0,0.0,0.0
839b6bfffffffff,29.0,0.0,0.0
839b6efffffffff,9.0,0.0,0.0
839c00fffffffff,3.0,0.0,0.0
839c04fffffffff,2.0,0.0,0.0
839c19fffffffff,128.0,0.0,0.0
839c1bfffffffff,2.0,0.0,0.0
839c20fffffffff,3.0,0.0,0.0
839c22fffffffff,1.0,0.0,0.0
839c23fffffffff,84.0,0.0,0.0
839c24fffffffff,2.0,0.0,0.0
839c58fffffffff,8.0,0.0,0.0
839c5dfffffffff,1.0,0.0,0.0
839c5efffffffff,2.0,0.0,0.0
839c74fffffffff,2.0,0.0,0.0
839c83fffffffff,2.0,0.0,0.0
839c84fffffffff,4.0,0.0,0.0
839c90fffffffff,75.0,0.0,0.0
839c92fffffffff,2.0,0.0,0.0
839c96fffffffff,4.0,0.0,0.0
839c99fffffffff,2.0,0.0,0.0
839c9dfffffffff,4.0,0.0,0.0
839ca6fffffffff,10.0,0.0,0.0
839caafffffffff,30.0,0.0,0.0
839caefffffffff,1.0,0.0,0.0
839cb0fffffffff,1.0,0.0,0.0
839cb5fffffffff,2.0,0.0,0.0
839ce4fffffffff,41.0,0.0,0.0
839ce6fffffffff,8.0,0.0,0.0
839ce9fffffffff,3.0,0.0,0.0
839cf0fffffffff,1.0,0.0,0.0
839cf1fffffffff,12.0,0.0,0.0
839cf3fffffffff,4.0,0.0,0.0
839cf5fffffffff,29.0,0.0,0.0
839d03fffffffff,2.0,0.0,0.0
839d0bfffffffff,1.0,0.0,0.0
839d1bfffffffff,2.0,0.0,0.0
839d20fffffffff,1.0,0.0,0.0
839d24fffffffff,129.0,0.0,0.0
839d98fffffffff,2.0,0.0,0.0
839d9bfffffffff,6.0,0.0,0.0
839da9fffffffff,2.0,0.0,0.0
839e05fffffffff,1.0,0.0,0.0
839e1cfffffffff,2.0,0.0,0.0
839e21fffffffff,2.0,0.0,0.0
839e22fffffffff,1.0,0.0,0.0
839e24fffffffff,31.0,0.0,0.0
839e26fffffffff,22.0,0.0,0.0
839e28fffffffff,2.0,0.0,0.0
839e2dfffffffff,2.0,0.0,0.0
839eadfffffffff,1.0,0.0,0.0
839ec0fffffffff,2.0,0.0,0.0
839ed1fffffffff,1.0,0.0,0.0
839ed5fffffffff,3.0,0.0,0.0
839ed8fffffffff,2.0,0.0,0.0
839edbfffffffff,2.0,0.0,0.0
839ee3fffffffff,2.0,0.0,0.0
839ef3fffffffff,1.0,0.0,0.0
839f19fffffffff,1.0,0.0,0.0
839f52fffffffff,6.0,0.0,0.0
839f55fffffffff,2.0,0.0,0.0
839f56fffffffff,2.0,0.0,0.0
83a025fffffffff,2.0,0.0,0.0
83a049fffffffff,12.0,0.0,0.0
83a04cfffffffff,2.0,0.0,0.0
83a04efffffffff,13.0,0.0,0.0
83a076fffffffff,1.0,0.0,0.0
83a0d9fffffffff,4.0,0.0,0.0
83a0dcfffffffff,5.0,0.0,0.0
83a0ddfffffffff,3.0,0.0,0.0
83a112fffffffff,4.0,0.0,0.0
83a119fffffffff,3.0,0.0,0.0
83a1a4fffffffff,2.0,0.0,0.0
83a30cfffffffff,13.0,0.0,0.0
83a30efffffffff,2.0,0.0,0.0
83a32bfffffffff,1.0,0.0,0.0
83a331fffffffff,5.0,0.0,0.0
83a335fffffffff,1.0,0.0,0.0
83a366fffffffff,1.0,0.0,0.0
83a399fffffffff,3.0,0.0,0.0
83a61cfffffffff,6.0,0.0,0.0
83a684fffffffff,1.0,0.0,0.0
83a6a6fffffffff,2.0,0.0,0.0
83a79afffffffff,7.0,0.0,0.0
83b4c0fffffffff,1.0,0.0,0.0
83b4c5fffffffff,2.0,0.0,0.0
83b4cefffffffff,2.0,0.0,0.0
83be88fffffffff,44.0,0.0,0.0
83be8bfffffffff,3.0,0.0,0.0
83be8cfffffffff,6.0,0.0,0.0
83be8dfffffffff,3.0,0.0,0.0
83bea9fffffffff,2.0,0.0,0.0
83beaafffffffff,6.0,0.0,0.0
83beabfffffffff,53.0,0.0,0.0
