cell_id,Luscinia megarhynchos,Luscinia megarhynchos megarhynchos/africana,Luscinia megarhynchos golzii
842013dffffffff,1.0,0.0,1.0
8420a65ffffffff,2.0,0.0,0.0
842c003ffffffff,1.0,0.0,0.0
842c015ffffffff,1.0,0.0,0.0
842c031ffffffff,4.0,0.0,0.0
842c039ffffffff,2.0,0.0,0.0
842c091ffffffff,1.0,0.0,0.0
842c0bdffffffff,2.0,0.0,0.0
842c0c1ffffffff,6.0,4.0,0.0
842c0c7ffffffff,2.0,0.0,0.0
842c0c9ffffffff,2.0,2.0,0.0
842c0cbffffffff,6.0,1.0,0.0
842c193ffffffff,4.0,0.0,0.0
842c2a1ffffffff,4.0,0.0,0.0
842c2a9ffffffff,1.0,1.0,0.0
842c2abffffffff,3.0,1.0,0.0
842c903ffffffff,2.0,0.0,2.0
842c915ffffffff,5.0,0.0,3.0
842c931ffffffff,1.0,0.0,1.0
842c93bffffffff,11.0,0.0,8.0
842ce49ffffffff,7.0,0.0,0.0
842ce4bffffffff,1.0,0.0,0.0
842d32dffffffff,2.0,2.0,0.0
842d959ffffffff,3.0,0.0,0.0
842da5dffffffff,2.0,0.0,0.0
842db05ffffffff,8.0,0.0,0.0
842db11ffffffff,5.0,0.0,0.0
842db37ffffffff,5.0,0.0,0.0
8434699ffffffff,2.0,0.0,0.0
8438625ffffffff,20.0,0.0,0.0
8438717ffffffff,2.0,0.0,0.0
8438751ffffffff,3.0,0.0,0.0
8438753ffffffff,11.0,2.0,0.0
843875bffffffff,2.0,0.0,0.0
8439003ffffffff,14.0,0.0,0.0
8439005ffffffff,1.0,0.0,0.0
8439007ffffffff,5.0,0.0,0.0
8439015ffffffff,2.0,0.0,0.0
843901dffffffff,24.0,0.0,0.0
8439029ffffffff,9.0,0.0,0.0
843902bffffffff,1.0,0.0,0.0
8439031ffffffff,1.0,0.0,0.0
8439033ffffffff,2.0,0.0,0.0
8439035ffffffff,2.0,0.0,0.0
8439039ffffffff,4.0,0.0,0.0
843903bffffffff,1.0,0.0,0.0
843903dffffffff,8.0,0.0,0.0
8439041ffffffff,3.0,0.0,0.0
8439047ffffffff,16.0,0.0,0.0
843904bffffffff,1.0,0.0,0.0
8439055ffffffff,2.0,0.0,0.0
843905dffffffff,5.0,0.0,0.0
8439067ffffffff,2.0,0.0,0.0
843906bffffffff,2.0,0.0,0.0
843906dffffffff,4.0,0.0,0.0
84390adffffffff,3.0,0.0,0.0
84390c1ffffffff,2.0,0.0,0.0
84390c3ffffffff,3.0,0.0,0.0
84390cbffffffff,4.0,0.0,0.0
843910bffffffff,1.0,0.0,0.0
8439111ffffffff,2.0,0.0,0.0
8439115ffffffff,10.0,0.0,0.0
8439119ffffffff,2.0,0.0,0.0
843911dffffffff,2.0,0.0,0.0
8439157ffffffff,2.0,0.0,0.0
843915bffffffff,13.0,0.0,0.0
843915dffffffff,2.0,0.0,0.0
84391a9ffffffff,1.0,0.0,0.0
84391c7ffffffff,2.0,0.0,0.0
84391d1ffffffff,4.0,0.0,0.0
8439215ffffffff,9.0,0.0,0.0
8439223ffffffff,7.0,0.0,0.0
8439227ffffffff,36.0,0.0,0.0
8439239ffffffff,2.0,0.0,0.0
843923dffffffff,18.0,0.0,0.0
8439243ffffffff,1.0,0.0,0.0
8439259ffffffff,1.0,0.0,0.0
843925bffffffff,14.0,0.0,0.0
8439285ffffffff,2.0,0.0,0.0
8439287ffffffff,2.0,0.0,0.0
84392adffffffff,2.0,0.0,0.0
84392c5ffffffff,2.0,0.0,0.0
8439313ffffffff,2.0,0.0,0.0
843931bffffffff,3.0,0.0,0.0
8439335ffffffff,5.0,0.0,0.0
8439337ffffffff,11.0,0.0,0.0
843933bffffffff,1.0,0.0,0.0
8439447ffffffff,3.0,3.0,0.0
843969bffffffff,1.0,1.0,0.0
84396c7ffffffff,1.0,1.0,0.0
8439711ffffffff,4.0,4.0,0.0
8439721ffffffff,41.0,0.0,0.0
8439723ffffffff,2.0,0.0,0.0
8439727ffffffff,4.0,0.0,0.0
8439729ffffffff,14.0,0.0,0.0
843972bffffffff,4.0,0.0,0.0
843972dffffffff,2.0,0.0,0.0
8439739ffffffff,7.0,0.0,0.0
843973dffffffff,3.0,0.0,0.0
843975dffffffff,1.0,1.0,0.0
8439763ffffffff,2.0,0.0,0.0
843e457ffffffff,1.0,0.0,1.0
843e629ffffffff,1.0,0.0,0.0
843e689ffffffff,10.0,0.0,0.0
843e6d1ffffffff,1.0,0.0,0.0
843f4d1ffffffff,12.0,0.0,0.0
843f4dbffffffff,4.0,0.0,0.0
843f4ddffffffff,2.0,0.0,0.0
843f631ffffffff,2.0,0.0,0.0
843f727ffffffff,4.0,0.0,0.0
84438c3ffffffff,2.0,0.0,2.0
8443a03ffffffff,2.0,0.0,1.0
8443acdffffffff,3.0,0.0,0.0
8443ae5ffffffff,1.0,0.0,0.0
8452065ffffffff,4.0,0.0,4.0
845215bffffffff,4.0,0.0,0.0
8452893ffffffff,2.0,0.0,0.0
8452d45ffffffff,2.0,0.0,0.0
845312bffffffff,2.0,0.0,2.0
84534d5ffffffff,2.0,0.0,0.0
8454141ffffffff,2.0,0.0,0.0
846332dffffffff,1.0,1.0,0.0
847a403ffffffff,12.0,0.0,0.0
847a407ffffffff,5.0,0.0,2.0
847a457ffffffff,2.0,0.0,0.0
847a61dffffffff,1.0,0.0,0.0
847a6e5ffffffff,7.0,0.0,0.0
847ad99ffffffff,3.0,0.0,0.0
