cell_id,Falco chicquera,Falco chicquera chicquera,Falco chicquera ruficollis/horsbrughi
84541abffffffff,2.0,0.0,2.0
84541adffffffff,18.0,0.0,1.0
84541b5ffffffff,2.0,0.0,0.0
84541b9ffffffff,46.0,0.0,9.0
84541bbffffffff,11.0,0.0,3.0
84541bdffffffff,10.0,0.0,0.0
84541e7ffffffff,12.0,0.0,4.0
845440dffffffff,2.0,0.0,0.0
8454447ffffffff,2.0,0.0,0.0
8454a93ffffffff,69.0,0.0,6.0
8454a99ffffffff,2.0,0.0,2.0
8454a9bffffffff,54.0,0.0,11.0
8454ac3ffffffff,24.0,0.0,0.0
8454ad1ffffffff,1.0,0.0,1.0
8454ad5ffffffff,6.0,0.0,0.0
8454ad7ffffffff,4.0,0.0,0.0
8454ad9ffffffff,2.0,0.0,0.0
8454adbffffffff,3.0,0.0,0.0
8454addffffffff,13.0,0.0,2.0
8454e41ffffffff,11.0,0.0,0.0
8454e43ffffffff,2.0,0.0,0.0
8454e4bffffffff,2.0,0.0,2.0
8454e4dffffffff,49.0,0.0,16.0
8454e51ffffffff,5.0,0.0,2.0
8454e59ffffffff,3.0,0.0,2.0
8454e5bffffffff,4.0,0.0,2.0
8454e5dffffffff,2.0,0.0,0.0
8454f1bffffffff,3.0,0.0,0.0
8454f45ffffffff,2.0,0.0,0.0
8454f47ffffffff,2.0,0.0,0.0
8454f49ffffffff,9.0,0.0,3.0
8454f4dffffffff,15.0,0.0,5.0
8454f51ffffffff,6.0,0.0,0.0
8454f57ffffffff,5.0,0.0,0.0
8454f59ffffffff,1.0,0.0,0.0
84580bdffffffff,4.0,0.0,0.0
8458585ffffffff,2.0,0.0,0.0
8458587ffffffff,1.0,0.0,0.0
8458969ffffffff,1.0,0.0,0.0
8458a4dffffffff,4.0,0.0,0.0
8458b27ffffffff,2.0,0.0,0.0
8458b51ffffffff,1.0,0.0,0.0
8458e2dffffffff,4.0,0.0,0.0
84598d7ffffffff,2.0,0.0,0.0
845991bffffffff,2.0,0.0,0.0
8459985ffffffff,11.0,0.0,0.0
84599a5ffffffff,6.0,0.0,0.0
84599e5ffffffff,12.0,0.0,0.0
84599e7ffffffff,13.0,0.0,0.0
8460145ffffffff,10.0,0.0,0.0
846014dffffffff,28.0,0.0,0.0
8460169ffffffff,160.0,0.0,0.0
8460265ffffffff,2.0,0.0,0.0
846026dffffffff,21.0,0.0,0.0
8460301ffffffff,11.0,0.0,0.0
8460303ffffffff,30.0,0.0,0.0
8460307ffffffff,6.0,0.0,0.0
846030bffffffff,3.0,0.0,0.0
8460315ffffffff,9.0,0.0,0.0
8460321ffffffff,102.0,0.0,0.0
8460323ffffffff,25.0,0.0,0.0
8460325ffffffff,4.0,0.0,0.0
8460329ffffffff,20.0,0.0,0.0
846032bffffffff,28.0,0.0,0.0
846032dffffffff,15.0,0.0,0.0
8460331ffffffff,10.0,0.0,0.0
8460335ffffffff,3.0,0.0,0.0
8460339ffffffff,73.0,0.0,0.0
846033dffffffff,18.0,0.0,0.0
8460341ffffffff,2.0,0.0,0.0
8460343ffffffff,4.0,0.0,0.0
8460345ffffffff,6.0,0.0,0.0
8460351ffffffff,2.0,0.0,0.0
8460353ffffffff,3.0,0.0,0.0
8460357ffffffff,1.0,0.0,0.0
8460361ffffffff,3.0,0.0,0.0
8460363ffffffff,8.0,0.0,0.0
8460365ffffffff,1.0,0.0,0.0
8460367ffffffff,22.0,0.0,0.0
8460369ffffffff,2.0,0.0,0.0
846036dffffffff,2.0,0.0,0.0
8460813ffffffff,4.0,0.0,0.0
8460817ffffffff,3.0,0.0,0.0
846081dffffffff,1.0,0.0,0.0
8460845ffffffff,4.0,0.0,0.0
846084dffffffff,4.0,0.0,0.0
8460857ffffffff,3.0,0.0,0.0
846085dffffffff,2.0,0.0,0.0
8460885ffffffff,14.0,0.0,0.0
846088dffffffff,34.0,0.0,0.0
84608a7ffffffff,1.0,0.0,0.0
84608b5ffffffff,19.0,0.0,0.0
84608bdffffffff,10.0,0.0,0.0
84608c1ffffffff,1.0,0.0,0.0
84608cdffffffff,2.0,0.0,0.0
84608e3ffffffff,13.0,0.0,0.0
84608e5ffffffff,11.0,0.0,0.0
84608e9ffffffff,40.0,0.0,0.0
84608ebffffffff,8.0,0.0,0.0
84608edffffffff,2.0,0.0,0.0
8460901ffffffff,12.0,0.0,0.0
8460915ffffffff,6.0,0.0,0.0
8460927ffffffff,2.0,0.0,0.0
8460939ffffffff,3.0,0.0,0.0
8460947ffffffff,2.0,0.0,0.0
8460955ffffffff,2.0,0.0,0.0
8460961ffffffff,5.0,0.0,0.0
8460965ffffffff,4.0,0.0,0.0
8460981ffffffff,2.0,0.0,0.0
8460983ffffffff,1.0,0.0,0.0
8460987ffffffff,2.0,0.0,0.0
84609b9ffffffff,2.0,0.0,0.0
84609c7ffffffff,3.0,0.0,0.0
84609d7ffffffff,2.0,0.0,0.0
84609e1ffffffff,13.0,0.0,0.0
84609e3ffffffff,1.0,0.0,0.0
84609e9ffffffff,1.0,0.0,0.0
8460a15ffffffff,1.0,0.0,0.0
8460a17ffffffff,1.0,0.0,0.0
8460a25ffffffff,34.0,0.0,0.0
8460a39ffffffff,14.0,0.0,0.0
8460a61ffffffff,13.0,0.0,0.0
8460a89ffffffff,17.0,0.0,0.0
8460aa3ffffffff,3.0,0.0,0.0
8460ab1ffffffff,2.0,0.0,0.0
8460ab9ffffffff,1.0,0.0,0.0
8460acdffffffff,4.0,0.0,0.0
8460b1bffffffff,137.0,0.0,0.0
8460b4dffffffff,2.0,0.0,0.0
8460b53ffffffff,2.0,0.0,0.0
84611b3ffffffff,2.0,0.0,0.0
84611b5ffffffff,4.0,0.0,0.0
84611bbffffffff,2.0,0.0,0.0
8461889ffffffff,10.0,0.0,0.0
8461893ffffffff,93.0,0.0,0.0
8461899ffffffff,3.0,0.0,0.0
846189bffffffff,2.0,0.0,0.0
84618c1ffffffff,22.0,0.0,0.0
84618c3ffffffff,4.0,0.0,0.0
84618c5ffffffff,18.0,0.0,0.0
84618c7ffffffff,33.0,0.0,0.0
84618cbffffffff,13.0,0.0,0.0
84618d1ffffffff,6.0,0.0,0.0
84618ebffffffff,13.0,0.0,0.0
8461a97ffffffff,2.0,0.0,0.0
8461a9dffffffff,1.0,0.0,0.0
8461ab7ffffffff,28.0,0.0,0.0
846a581ffffffff,4.0,0.0,0.0
846a587ffffffff,4.0,0.0,0.0
846a5a9ffffffff,5.0,0.0,1.0
846a5abffffffff,4.0,0.0,0.0
846a5b3ffffffff,7.0,0.0,0.0
846ac03ffffffff,1.0,0.0,0.0
846ac0bffffffff,2.0,0.0,0.0
846ac1dffffffff,2.0,0.0,0.0
846ac39ffffffff,5.0,0.0,0.0
846ac3dffffffff,2.0,0.0,0.0
846ac89ffffffff,2.0,0.0,0.0
846acd5ffffffff,1.0,0.0,0.0
846ad81ffffffff,1.0,0.0,0.0
846adc1ffffffff,1.0,0.0,0.0
846adc7ffffffff,1.0,0.0,0.0
846add7ffffffff,1.0,0.0,0.0
846ade7ffffffff,3.0,0.0,0.0
846ae85ffffffff,64.0,0.0,1.0
846aea1ffffffff,29.0,0.0,0.0
846aea9ffffffff,40.0,0.0,0.0
846aeabffffffff,6.0,0.0,0.0
846aee3ffffffff,112.0,0.0,7.0
846aee9ffffffff,4.0,0.0,0.0
8475201ffffffff,7.0,0.0,1.0
8475203ffffffff,1.0,0.0,0.0
8475207ffffffff,10.0,0.0,0.0
8475209ffffffff,2.0,0.0,0.0
847520bffffffff,5.0,0.0,0.0
8475257ffffffff,4.0,0.0,0.0
847a401ffffffff,10.0,0.0,0.0
847a405ffffffff,2.0,0.0,0.0
847a407ffffffff,6.0,0.0,0.0
847a483ffffffff,1.0,0.0,1.0
847a491ffffffff,3.0,0.0,0.0
847a49dffffffff,1.0,0.0,0.0
847a4b7ffffffff,2.0,0.0,0.0
847a4d1ffffffff,4.0,0.0,0.0
847a59bffffffff,4.0,0.0,0.0
847a6d1ffffffff,12.0,0.0,0.0
847a759ffffffff,1.0,0.0,0.0
847ad93ffffffff,2.0,0.0,0.0
847b487ffffffff,4.0,0.0,0.0
847b4a1ffffffff,2.0,0.0,0.0
847b595ffffffff,1.0,0.0,0.0
847b5b1ffffffff,2.0,0.0,0.0
847b6bbffffffff,2.0,0.0,0.0
8496141ffffffff,1.0,0.0,0.0
8496207ffffffff,1.0,0.0,0.0
849622bffffffff,2.0,0.0,0.0
8496233ffffffff,3.0,0.0,3.0
849623bffffffff,2.0,0.0,0.0
849629dffffffff,3.0,0.0,0.0
84962b9ffffffff,3.0,0.0,0.0
84962c5ffffffff,6.0,0.0,0.0
84962c9ffffffff,6.0,0.0,1.0
84962e5ffffffff,5.0,0.0,0.0
84962ebffffffff,2.0,0.0,2.0
84962edffffffff,2.0,0.0,0.0
8496335ffffffff,19.0,0.0,12.0
8496885ffffffff,2.0,0.0,0.0
84968c9ffffffff,1.0,0.0,0.0
84968d3ffffffff,3.0,0.0,0.0
8496905ffffffff,2.0,0.0,0.0
8496907ffffffff,2.0,0.0,0.0
849692bffffffff,5.0,0.0,0.0
8496931ffffffff,5.0,0.0,0.0
8496933ffffffff,1.0,0.0,0.0
8496935ffffffff,1.0,0.0,0.0
84969e5ffffffff,2.0,0.0,0.0
8496b13ffffffff,1.0,0.0,0.0
8496b19ffffffff,3.0,0.0,0.0
8496b1bffffffff,4.0,0.0,0.0
8496b37ffffffff,1.0,0.0,0.0
8496b43ffffffff,4.0,0.0,0.0
8496b47ffffffff,5.0,0.0,0.0
8496b63ffffffff,8.0,0.0,0.0
8496b6dffffffff,2.0,0.0,0.0
8497069ffffffff,2.0,0.0,0.0
8497107ffffffff,3.0,0.0,0.0
8497119ffffffff,25.0,0.0,0.0
84971c9ffffffff,6.0,0.0,0.0
8497405ffffffff,2.0,0.0,0.0
849740dffffffff,2.0,0.0,2.0
8497415ffffffff,9.0,0.0,1.0
8497417ffffffff,5.0,0.0,4.0
8497431ffffffff,2.0,0.0,0.0
8497437ffffffff,9.0,0.0,0.0
8497439ffffffff,2.0,0.0,0.0
849743bffffffff,4.0,0.0,2.0
8497459ffffffff,5.0,0.0,0.0
849745bffffffff,2.0,0.0,0.0
8497463ffffffff,1.0,0.0,0.0
849746bffffffff,6.0,0.0,0.0
849746dffffffff,1.0,0.0,0.0
84974a9ffffffff,2.0,0.0,0.0
84974abffffffff,5.0,0.0,0.0
84974e1ffffffff,2.0,0.0,0.0
84974e9ffffffff,2.0,0.0,0.0
8497513ffffffff,4.0,0.0,0.0
8497515ffffffff,6.0,0.0,3.0
84975c5ffffffff,13.0,0.0,0.0
84975c7ffffffff,2.0,0.0,1.0
84975e1ffffffff,3.0,0.0,2.0
849773bffffffff,4.0,0.0,0.0
84978ddffffffff,2.0,0.0,0.0
8497aabffffffff,11.0,0.0,6.0
84ac12dffffffff,7.0,0.0,0.0
84ac801ffffffff,68.0,0.0,13.0
84ac805ffffffff,44.0,0.0,6.0
84ac807ffffffff,5.0,0.0,0.0
84ac80dffffffff,2.0,0.0,0.0
84ac811ffffffff,1.0,0.0,0.0
84ac81bffffffff,3.0,0.0,0.0
84ac829ffffffff,3.0,0.0,0.0
84ac82dffffffff,9.0,0.0,3.0
84ac851ffffffff,2.0,0.0,0.0
84ac863ffffffff,14.0,0.0,6.0
84ac867ffffffff,92.0,0.0,24.0
84ac969ffffffff,1.0,0.0,0.0
84aca4bffffffff,1.0,0.0,0.0
84aca53ffffffff,3.0,0.0,0.0
84acb15ffffffff,4.0,0.0,0.0
84ad825ffffffff,9.0,0.0,0.0
84ad829ffffffff,4.0,0.0,0.0
84ad82dffffffff,15.0,0.0,0.0
84ad865ffffffff,3.0,0.0,2.0
84ad867ffffffff,11.0,0.0,4.0
84ad869ffffffff,2.0,0.0,0.0
84ad883ffffffff,1.0,0.0,0.0
84ad895ffffffff,15.0,0.0,0.0
84ad8b7ffffffff,3.0,0.0,0.0
84ad8b9ffffffff,3.0,0.0,0.0
84ad927ffffffff,1.0,0.0,0.0
84ad953ffffffff,2.0,0.0,0.0
84ad957ffffffff,2.0,0.0,0.0
84ad95bffffffff,1.0,0.0,1.0
84ada21ffffffff,2.0,0.0,0.0
84adb07ffffffff,1.0,0.0,0.0
84adb31ffffffff,1.0,0.0,0.0
