cell_id,Agricola pallidus,Agricola pallidus [pallidus Group],Agricola pallidus bafirawari,Agricola pallidus subalaris/erlangeri
84750dbffffffff,2.0,0.0,0.0,0.0
8475201ffffffff,30.0,3.0,0.0,0.0
8475207ffffffff,57.0,6.0,0.0,0.0
8475209ffffffff,1.0,0.0,0.0,0.0
847521dffffffff,2.0,0.0,0.0,0.0
8475293ffffffff,2.0,0.0,0.0,0.0
8475295ffffffff,26.0,1.0,0.0,0.0
847529bffffffff,8.0,0.0,0.0,0.0
84752a5ffffffff,1.0,0.0,0.0,0.0
84752d3ffffffff,2.0,0.0,0.0,0.0
847532bffffffff,5.0,0.0,0.0,0.0
847a401ffffffff,12.0,0.0,0.0,0.0
847a405ffffffff,5.0,0.0,0.0,0.0
847a407ffffffff,23.0,0.0,0.0,0.0
847a40bffffffff,8.0,0.0,0.0,0.0
847a40dffffffff,1.0,0.0,0.0,0.0
847a419ffffffff,2.0,0.0,0.0,0.0
847a41dffffffff,63.0,0.0,0.0,0.0
847a43bffffffff,2.0,0.0,0.0,0.0
847a443ffffffff,1.0,0.0,0.0,0.0
847a451ffffffff,1.0,0.0,0.0,0.0
847a453ffffffff,17.0,0.0,0.0,0.0
847a457ffffffff,38.0,0.0,0.0,0.0
847a459ffffffff,11.0,0.0,0.0,0.0
847a46dffffffff,4.0,0.0,3.0,0.0
847a481ffffffff,14.0,0.0,0.0,0.0
847a483ffffffff,16.0,0.0,0.0,0.0
847a489ffffffff,25.0,0.0,0.0,0.0
847a48bffffffff,5.0,0.0,0.0,0.0
847a48dffffffff,16.0,0.0,0.0,0.0
847a495ffffffff,2.0,0.0,0.0,0.0
847a4b1ffffffff,6.0,0.0,0.0,0.0
847a4b7ffffffff,2.0,0.0,0.0,0.0
847a4b9ffffffff,1.0,0.0,0.0,0.0
847a4c1ffffffff,13.0,0.0,0.0,0.0
847a4c3ffffffff,2.0,0.0,0.0,0.0
847a4c5ffffffff,7.0,0.0,0.0,0.0
847a4c9ffffffff,2.0,0.0,0.0,0.0
847a4cbffffffff,9.0,0.0,0.0,0.0
847a4cdffffffff,19.0,0.0,0.0,0.0
847a4d9ffffffff,7.0,0.0,0.0,0.0
847a4dbffffffff,3.0,0.0,0.0,0.0
847a4ddffffffff,3.0,0.0,0.0,0.0
847a503ffffffff,2.0,0.0,0.0,0.0
847a509ffffffff,2.0,0.0,0.0,0.0
847a5a5ffffffff,2.0,2.0,0.0,0.0
847a60bffffffff,3.0,0.0,0.0,0.0
847a611ffffffff,2.0,0.0,0.0,0.0
847a615ffffffff,5.0,0.0,0.0,0.0
847a617ffffffff,3.0,0.0,0.0,0.0
847a619ffffffff,1.0,0.0,0.0,0.0
847a61bffffffff,1.0,0.0,0.0,0.0
847a61dffffffff,15.0,0.0,0.0,0.0
847a63bffffffff,2.0,0.0,0.0,0.0
847a643ffffffff,22.0,0.0,0.0,0.0
847a651ffffffff,2.0,0.0,0.0,0.0
847a655ffffffff,4.0,0.0,0.0,0.0
847a657ffffffff,20.0,0.0,0.0,0.0
847a659ffffffff,2.0,0.0,0.0,0.0
847a65bffffffff,3.0,0.0,0.0,0.0
847a669ffffffff,2.0,0.0,0.0,0.0
847a66dffffffff,10.0,0.0,0.0,0.0
847a681ffffffff,35.0,0.0,0.0,0.0
847a683ffffffff,106.0,0.0,0.0,0.0
847a687ffffffff,4.0,0.0,0.0,0.0
847a689ffffffff,4.0,0.0,0.0,0.0
847a68bffffffff,24.0,0.0,0.0,0.0
847a695ffffffff,2.0,0.0,0.0,0.0
847a6a1ffffffff,71.0,0.0,0.0,0.0
847a6a3ffffffff,1.0,0.0,0.0,0.0
847a6a5ffffffff,2.0,0.0,0.0,0.0
847a6a9ffffffff,1.0,0.0,0.0,0.0
847a6adffffffff,52.0,0.0,0.0,0.0
847a6b3ffffffff,1.0,0.0,0.0,0.0
847a6b5ffffffff,2.0,0.0,0.0,0.0
847a6b7ffffffff,2.0,0.0,0.0,0.0
847a6d1ffffffff,39.0,0.0,0.0,2.0
847a6d3ffffffff,1.0,0.0,0.0,0.0
847a6d5ffffffff,1.0,0.0,0.0,0.0
847a6d9ffffffff,7.0,0.0,0.0,0.0
847a6dbffffffff,5.0,2.0,0.0,0.0
847a6e5ffffffff,51.0,0.0,0.0,0.0
847a6e7ffffffff,10.0,0.0,0.0,0.0
847a715ffffffff,1.0,0.0,1.0,0.0
847a73bffffffff,8.0,0.0,8.0,0.0
847ac81ffffffff,12.0,0.0,0.0,0.0
847ac83ffffffff,1.0,0.0,0.0,0.0
847ac8bffffffff,2.0,0.0,0.0,0.0
847aca3ffffffff,3.0,0.0,0.0,0.0
847acc5ffffffff,2.0,2.0,0.0,0.0
847acd5ffffffff,8.0,2.0,0.0,0.0
847acd7ffffffff,2.0,0.0,0.0,0.0
847ad99ffffffff,19.0,0.0,0.0,0.0
847ae85ffffffff,8.0,4.0,0.0,0.0
847ae8bffffffff,1.0,0.0,0.0,0.0
847ae99ffffffff,6.0,1.0,0.0,0.0
847ae9bffffffff,12.0,2.0,0.0,0.0
847ae9dffffffff,8.0,0.0,0.0,0.0
847aed3ffffffff,2.0,0.0,0.0,0.0
847b485ffffffff,3.0,0.0,0.0,0.0
847b487ffffffff,4.0,0.0,0.0,0.0
847b49bffffffff,2.0,0.0,0.0,0.0
847b4a1ffffffff,7.0,0.0,0.0,0.0
847b4a5ffffffff,8.0,0.0,0.0,0.0
847b4a7ffffffff,25.0,0.0,0.0,0.0
847b4b1ffffffff,2.0,0.0,0.0,0.0
847b4b7ffffffff,2.0,0.0,0.0,1.0
847b4b9ffffffff,2.0,0.0,0.0,0.0
847b4d3ffffffff,1.0,0.0,0.0,0.0
847b595ffffffff,10.0,0.0,0.0,0.0
847b597ffffffff,73.0,0.0,0.0,0.0
847b59bffffffff,16.0,0.0,0.0,0.0
847b5b1ffffffff,2.0,0.0,0.0,0.0
847b5b5ffffffff,3.0,0.0,0.0,0.0
847b6bbffffffff,4.0,0.0,0.0,0.0
8482a09ffffffff,5.0,0.0,0.0,0.0
8482a55ffffffff,2.0,0.0,0.0,0.0
8483125ffffffff,2.0,0.0,0.0,0.0
8483225ffffffff,2.0,2.0,0.0,0.0
8483263ffffffff,2.0,0.0,0.0,0.0
8483309ffffffff,3.0,3.0,0.0,0.0
8483337ffffffff,3.0,0.0,0.0,0.0
848333dffffffff,5.0,3.0,0.0,0.0
84838adffffffff,1.0,0.0,0.0,0.0
8496009ffffffff,7.0,0.0,0.0,0.0
849600bffffffff,2.0,2.0,0.0,0.0
8496015ffffffff,3.0,0.0,0.0,0.0
849602dffffffff,6.0,0.0,0.0,0.0
8496039ffffffff,1.0,0.0,0.0,0.0
8496089ffffffff,4.0,0.0,0.0,0.0
849608dffffffff,1.0,0.0,0.0,0.0
8496093ffffffff,2.0,0.0,0.0,0.0
84960b5ffffffff,10.0,0.0,0.0,0.0
84960edffffffff,3.0,1.0,0.0,0.0
849615dffffffff,7.0,3.0,0.0,0.0
84961dbffffffff,1.0,0.0,0.0,0.0
8496201ffffffff,3.0,0.0,0.0,0.0
8496207ffffffff,1.0,0.0,0.0,0.0
8496217ffffffff,3.0,0.0,0.0,0.0
8496233ffffffff,4.0,4.0,0.0,0.0
849623bffffffff,18.0,0.0,0.0,0.0
8496263ffffffff,4.0,0.0,0.0,0.0
8496283ffffffff,5.0,0.0,0.0,0.0
8496287ffffffff,2.0,0.0,0.0,0.0
849628bffffffff,4.0,0.0,0.0,0.0
84962b7ffffffff,1.0,0.0,0.0,0.0
84962c5ffffffff,2.0,0.0,0.0,0.0
84962c9ffffffff,10.0,0.0,0.0,0.0
84962cdffffffff,2.0,0.0,0.0,0.0
84962d7ffffffff,2.0,2.0,0.0,0.0
84962e5ffffffff,4.0,4.0,0.0,0.0
8496335ffffffff,2.0,0.0,0.0,0.0
8496365ffffffff,4.0,0.0,0.0,0.0
849646dffffffff,2.0,0.0,0.0,0.0
849671bffffffff,1.0,0.0,0.0,0.0
849673bffffffff,2.0,0.0,0.0,0.0
8496753ffffffff,1.0,0.0,0.0,0.0
8496903ffffffff,1.0,0.0,0.0,0.0
8496907ffffffff,20.0,0.0,0.0,0.0
8496923ffffffff,1.0,0.0,0.0,0.0
8496925ffffffff,17.0,2.0,0.0,0.0
849692bffffffff,9.0,0.0,0.0,0.0
849692dffffffff,13.0,0.0,0.0,0.0
8496935ffffffff,5.0,0.0,0.0,0.0
8496937ffffffff,3.0,0.0,0.0,0.0
849693dffffffff,31.0,0.0,0.0,0.0
84969a1ffffffff,2.0,0.0,0.0,0.0
84969bdffffffff,1.0,0.0,0.0,0.0
84969e5ffffffff,2.0,0.0,0.0,0.0
8496a2dffffffff,4.0,0.0,0.0,0.0
8496a39ffffffff,2.0,0.0,0.0,0.0
8496a5dffffffff,1.0,0.0,0.0,0.0
8496a89ffffffff,1.0,1.0,0.0,0.0
8496b09ffffffff,2.0,0.0,0.0,0.0
8496b13ffffffff,6.0,0.0,0.0,0.0
8496b19ffffffff,68.0,0.0,0.0,0.0
8496b1bffffffff,7.0,0.0,0.0,0.0
8496b2bffffffff,1.0,0.0,0.0,0.0
8496b2dffffffff,2.0,2.0,0.0,0.0
8496b53ffffffff,13.0,0.0,0.0,0.0
8496b57ffffffff,8.0,0.0,0.0,0.0
8496b61ffffffff,1.0,0.0,0.0,0.0
8496b63ffffffff,20.0,4.0,0.0,0.0
8496b67ffffffff,1.0,0.0,0.0,0.0
8496b6dffffffff,4.0,0.0,0.0,4.0
8496e49ffffffff,2.0,0.0,0.0,0.0
8497003ffffffff,4.0,0.0,0.0,0.0
8497027ffffffff,7.0,0.0,0.0,0.0
849702bffffffff,3.0,0.0,0.0,0.0
8497035ffffffff,1.0,0.0,0.0,0.0
849703dffffffff,10.0,0.0,0.0,0.0
8497069ffffffff,8.0,0.0,0.0,0.0
84970a7ffffffff,2.0,0.0,0.0,0.0
8497101ffffffff,2.0,0.0,0.0,0.0
8497103ffffffff,10.0,0.0,0.0,0.0
8497107ffffffff,2.0,0.0,0.0,0.0
8497119ffffffff,41.0,0.0,0.0,0.0
849711dffffffff,10.0,0.0,0.0,0.0
8497139ffffffff,8.0,0.0,0.0,0.0
8497153ffffffff,3.0,0.0,0.0,0.0
8497199ffffffff,1.0,0.0,0.0,0.0
849719bffffffff,1.0,0.0,0.0,0.0
84971c1ffffffff,4.0,0.0,0.0,0.0
84971c9ffffffff,1.0,0.0,0.0,0.0
84971d7ffffffff,13.0,2.0,0.0,0.0
8497245ffffffff,15.0,0.0,0.0,0.0
8497249ffffffff,6.0,0.0,0.0,0.0
8497291ffffffff,2.0,0.0,0.0,0.0
84972c5ffffffff,8.0,0.0,0.0,0.0
84972c7ffffffff,1.0,1.0,0.0,0.0
84972cdffffffff,3.0,0.0,0.0,0.0
84972d1ffffffff,1.0,0.0,0.0,0.0
84972d9ffffffff,2.0,2.0,0.0,0.0
84972dbffffffff,2.0,0.0,0.0,0.0
84972e3ffffffff,3.0,0.0,0.0,0.0
84972ebffffffff,5.0,3.0,0.0,0.0
8497357ffffffff,3.0,0.0,0.0,0.0
8497359ffffffff,8.0,0.0,0.0,0.0
8497415ffffffff,9.0,0.0,0.0,0.0
8497435ffffffff,2.0,0.0,0.0,0.0
849743bffffffff,1.0,0.0,0.0,0.0
8497459ffffffff,2.0,0.0,0.0,0.0
849749dffffffff,1.0,0.0,0.0,0.0
84974a9ffffffff,11.0,0.0,0.0,0.0
84974abffffffff,47.0,1.0,0.0,0.0
84974adffffffff,1.0,0.0,0.0,0.0
84974b9ffffffff,63.0,11.0,0.0,0.0
84974bbffffffff,2.0,0.0,0.0,0.0
84974bdffffffff,21.0,0.0,0.0,0.0
84974e1ffffffff,3.0,0.0,0.0,0.0
84974e9ffffffff,10.0,10.0,0.0,0.0
84974edffffffff,10.0,8.0,0.0,0.0
8497509ffffffff,4.0,0.0,0.0,0.0
8497513ffffffff,15.0,1.0,0.0,0.0
8497515ffffffff,23.0,2.0,0.0,0.0
8497517ffffffff,15.0,1.0,0.0,0.0
8497583ffffffff,6.0,0.0,0.0,0.0
84975c5ffffffff,1.0,0.0,0.0,0.0
84975c7ffffffff,3.0,0.0,0.0,0.0
84975c9ffffffff,1.0,0.0,0.0,0.0
84975d1ffffffff,3.0,0.0,0.0,0.0
84975e9ffffffff,7.0,2.0,0.0,0.0
84975ebffffffff,2.0,0.0,0.0,0.0
849772dffffffff,1.0,0.0,0.0,0.0
8497895ffffffff,3.0,0.0,0.0,0.0
84978d9ffffffff,4.0,0.0,0.0,0.0
8497997ffffffff,2.0,0.0,0.0,0.0
849799bffffffff,5.0,0.0,0.0,0.0
84979d3ffffffff,3.0,0.0,0.0,0.0
8497a8bffffffff,2.0,0.0,0.0,0.0
8497aabffffffff,1.0,0.0,0.0,0.0
8497ac3ffffffff,1.0,0.0,0.0,0.0
84ac8a9ffffffff,2.0,0.0,0.0,0.0
84ac901ffffffff,2.0,0.0,0.0,0.0
84ac93dffffffff,6.0,0.0,0.0,0.0
84ac945ffffffff,4.0,3.0,0.0,0.0
84ac961ffffffff,10.0,0.0,0.0,0.0
84ac969ffffffff,20.0,1.0,0.0,0.0
84ac96dffffffff,4.0,0.0,0.0,0.0
84bc891ffffffff,4.0,0.0,0.0,0.0
84bc899ffffffff,1.0,0.0,0.0,0.0
84bc89bffffffff,13.0,0.0,0.0,0.0
84bc8b3ffffffff,2.0,0.0,0.0,0.0
84bc8d3ffffffff,6.0,3.0,0.0,0.0
84bc991ffffffff,28.0,0.0,0.0,0.0
84bc997ffffffff,2.0,0.0,0.0,0.0
84bc9bbffffffff,1.0,0.0,0.0,0.0
84bcc35ffffffff,5.0,0.0,0.0,0.0
84bcd05ffffffff,33.0,13.0,0.0,0.0
84bcd0dffffffff,12.0,4.0,0.0,0.0
84bcd11ffffffff,1.0,0.0,0.0,0.0
84bcd21ffffffff,5.0,0.0,0.0,0.0
84bcd23ffffffff,13.0,6.0,0.0,0.0
84bcd27ffffffff,7.0,0.0,0.0,0.0
84bcd29ffffffff,29.0,2.0,0.0,0.0
84bcd2dffffffff,1.0,0.0,0.0,0.0
84bcd35ffffffff,2.0,0.0,0.0,0.0
84bcd37ffffffff,2.0,0.0,0.0,0.0
84bcd3dffffffff,9.0,0.0,0.0,0.0
84bcd41ffffffff,2.0,0.0,0.0,0.0
84bcd43ffffffff,2.0,0.0,0.0,0.0
84bcd45ffffffff,9.0,0.0,0.0,0.0
84bcd4dffffffff,1.0,0.0,0.0,0.0
84bcd63ffffffff,17.0,0.0,0.0,0.0
84bcd67ffffffff,2.0,0.0,0.0,0.0
84bcd6dffffffff,2.0,0.0,0.0,0.0
84bcd81ffffffff,2.0,2.0,0.0,0.0
84bcd89ffffffff,2.0,2.0,0.0,0.0
84bcdc1ffffffff,13.0,2.0,0.0,0.0
84bcdc3ffffffff,5.0,2.0,0.0,0.0
84bcdc7ffffffff,1.0,0.0,0.0,0.0
84bcdc9ffffffff,5.0,0.0,0.0,0.0
84bcdcdffffffff,6.0,3.0,0.0,0.0
84bcdd1ffffffff,3.0,0.0,0.0,0.0
84bcdddffffffff,1.0,0.0,0.0,0.0
84bcdebffffffff,15.0,0.0,0.0,0.0
84bcf05ffffffff,12.0,0.0,0.0,0.0
84bcf09ffffffff,2.0,0.0,0.0,0.0
84bcf0dffffffff,10.0,2.0,0.0,0.0
84bcf21ffffffff,10.0,0.0,0.0,0.0
84bcf23ffffffff,1.0,0.0,0.0,0.0
84bcf25ffffffff,47.0,14.0,0.0,0.0
84bcf27ffffffff,6.0,0.0,0.0,0.0
84bcf29ffffffff,451.0,121.0,0.0,0.0
84bcf2bffffffff,1.0,0.0,0.0,0.0
84bcf2dffffffff,1.0,0.0,0.0,0.0
84bcf3dffffffff,1.0,0.0,0.0,0.0
84bcf47ffffffff,4.0,0.0,0.0,0.0
84bcf61ffffffff,4.0,2.0,0.0,0.0
84bcf63ffffffff,11.0,0.0,0.0,0.0
84bcf67ffffffff,10.0,1.0,0.0,0.0
