cell_id,Psaltriparus minimus,Psaltriparus minimus [minimus Group],Psaltriparus minimus plumbeus,Psaltriparus minimus [melanotis Group]
8328b6fffffffff,18.0,0.0,10.0,0.0
8328c2fffffffff,1.0,1.0,0.0,0.0
8328c6fffffffff,2.0,2.0,0.0,0.0
8328d0fffffffff,2.0,2.0,0.0,0.0
8328d1fffffffff,1.0,0.0,0.0,0.0
8328d3fffffffff,2.0,0.0,0.0,0.0
8328d4fffffffff,15.0,5.0,0.0,0.0
8328d5fffffffff,10.0,0.0,0.0,0.0
8328d6fffffffff,32.0,0.0,0.0,0.0
8328d8fffffffff,8.0,0.0,0.0,0.0
8328d9fffffffff,8.0,0.0,0.0,0.0
8328ddfffffffff,6.0,0.0,0.0,0.0
8328defffffffff,14.0,7.0,0.0,0.0
8328f0fffffffff,13.0,6.0,0.0,0.0
8328f1fffffffff,3.0,3.0,0.0,0.0
8328f2fffffffff,4.0,0.0,0.0,0.0
8328f4fffffffff,6.0,1.0,0.0,0.0
8328f5fffffffff,7.0,7.0,0.0,0.0
8328f6fffffffff,24.0,0.0,8.0,0.0
832912fffffffff,10.0,7.0,0.0,0.0
832913fffffffff,1.0,1.0,0.0,0.0
83291afffffffff,1.0,1.0,0.0,0.0
832981fffffffff,2.0,0.0,0.0,0.0
832984fffffffff,7.0,0.0,4.0,0.0
832985fffffffff,1.0,0.0,0.0,0.0
832986fffffffff,2.0,0.0,2.0,0.0
832989fffffffff,9.0,0.0,9.0,0.0
83298cfffffffff,13.0,0.0,13.0,0.0
83298dfffffffff,6.0,0.0,6.0,0.0
832990fffffffff,10.0,0.0,3.0,0.0
832991fffffffff,1.0,0.0,0.0,0.0
832992fffffffff,3.0,0.0,1.0,0.0
832993fffffffff,2.0,0.0,0.0,0.0
832994fffffffff,4.0,0.0,4.0,0.0
832995fffffffff,8.0,0.0,1.0,0.0
83299efffffffff,2.0,0.0,0.0,0.0
8329a0fffffffff,97.0,6.0,0.0,0.0
8329a1fffffffff,96.0,80.0,0.0,0.0
8329a2fffffffff,16.0,3.0,0.0,0.0
8329a4fffffffff,35.0,15.0,0.0,0.0
8329a5fffffffff,45.0,13.0,0.0,0.0
8329a6fffffffff,36.0,5.0,0.0,0.0
8329a8fffffffff,4.0,2.0,0.0,0.0
8329a9fffffffff,14.0,3.0,0.0,0.0
8329aafffffffff,6.0,0.0,6.0,0.0
8329acfffffffff,10.0,10.0,0.0,0.0
8329adfffffffff,4.0,0.0,0.0,0.0
8329b2fffffffff,5.0,0.0,1.0,0.0
8329b4fffffffff,7.0,0.0,5.0,0.0
8329b6fffffffff,84.0,0.0,37.0,0.0
834810fffffffff,2.0,0.0,0.0,2.0
834814fffffffff,1.0,0.0,0.0,1.0
834819fffffffff,2.0,0.0,0.0,2.0
83482efffffffff,3.0,1.0,0.0,0.0
834833fffffffff,4.0,0.0,0.0,4.0
834843fffffffff,44.0,0.0,0.0,0.0
83484afffffffff,18.0,0.0,0.0,0.0
834859fffffffff,17.0,3.0,0.0,0.0
83485dfffffffff,26.0,0.0,0.0,0.0
834883fffffffff,9.0,0.0,0.0,0.0
83488efffffffff,3.0,0.0,2.0,0.0
834898fffffffff,12.0,0.0,0.0,0.0
834899fffffffff,1.0,0.0,0.0,0.0
83489afffffffff,1.0,0.0,1.0,0.0
83489bfffffffff,5.0,0.0,0.0,0.0
83489cfffffffff,37.0,0.0,3.0,0.0
83489efffffffff,4.0,0.0,0.0,0.0
8348a2fffffffff,4.0,0.0,0.0,4.0
8348abfffffffff,3.0,0.0,3.0,0.0
8348c0fffffffff,1.0,0.0,0.0,1.0
8348c1fffffffff,13.0,0.0,0.0,0.0
8348c5fffffffff,15.0,0.0,12.0,1.0
8348cafffffffff,2.0,0.0,0.0,0.0
8348ccfffffffff,5.0,0.0,2.0,0.0
8348cdfffffffff,125.0,0.0,46.0,0.0
8348d3fffffffff,2.0,0.0,0.0,0.0
8348d4fffffffff,2.0,0.0,2.0,0.0
8348d8fffffffff,17.0,0.0,7.0,0.0
8348dafffffffff,3.0,0.0,0.0,0.0
8348dbfffffffff,5.0,0.0,5.0,0.0
8348defffffffff,4.0,0.0,0.0,0.0
8348e3fffffffff,2.0,0.0,0.0,0.0
8348e4fffffffff,2.0,0.0,0.0,2.0
8348e8fffffffff,521.0,0.0,236.0,0.0
8348e9fffffffff,6.0,0.0,4.0,0.0
8348eafffffffff,5.0,0.0,2.0,0.0
8348ebfffffffff,444.0,0.0,126.0,0.0
8348ecfffffffff,60.0,0.0,43.0,0.0
8348eefffffffff,90.0,0.0,74.0,0.0
8348f2fffffffff,9.0,0.0,9.0,0.0
834986fffffffff,2.0,0.0,0.0,2.0
834990fffffffff,1.0,0.0,0.0,1.0
834994fffffffff,42.0,0.0,0.0,5.0
834995fffffffff,11.0,0.0,0.0,9.0
834996fffffffff,8.0,0.0,0.0,2.0
8349a8fffffffff,2.0,0.0,0.0,2.0
8349aafffffffff,5.0,0.0,0.0,5.0
8349b1fffffffff,7.0,0.0,0.0,7.0
836d23fffffffff,3.0,0.0,0.0,0.0
836d28fffffffff,20.0,0.0,0.0,11.0
836d29fffffffff,6.0,0.0,0.0,0.0
836d2bfffffffff,3.0,0.0,0.0,0.0
836d32fffffffff,11.0,0.0,0.0,8.0
836d33fffffffff,1.0,0.0,0.0,0.0
836d36fffffffff,3.0,0.0,0.0,0.0
