cell_id,Vanellus miles,Vanellus miles miles,Vanellus miles novaehollandiae
849c09dffffffff,2.0,0.0,0.0
849c0a1ffffffff,1.0,0.0,0.0
849c0a3ffffffff,1.0,0.0,0.0
849c0a5ffffffff,71.0,20.0,0.0
849c0adffffffff,17.0,3.0,0.0
849c0d9ffffffff,2.0,0.0,0.0
849c0e1ffffffff,2.0,0.0,0.0
849c0e7ffffffff,3.0,2.0,0.0
849c0e9ffffffff,231.0,90.0,0.0
849c0edffffffff,63.0,14.0,0.0
849c191ffffffff,250.0,58.0,0.0
849c193ffffffff,3.0,3.0,0.0
849c19bffffffff,1.0,0.0,0.0
849c19dffffffff,188.0,47.0,0.0
849c203ffffffff,306.0,40.0,0.0
849c207ffffffff,11.0,2.0,0.0
849c20bffffffff,73.0,13.0,0.0
849c211ffffffff,27.0,5.0,0.0
849c215ffffffff,193.0,20.0,0.0
849c217ffffffff,15.0,1.0,0.0
849c21bffffffff,3.0,0.0,0.0
849c21dffffffff,1.0,0.0,0.0
849c231ffffffff,3663.0,567.0,0.0
849c233ffffffff,301.0,41.0,0.0
849c235ffffffff,2.0,0.0,0.0
849c237ffffffff,1205.0,118.0,0.0
849c239ffffffff,740.0,123.0,0.0
849c23bffffffff,705.0,112.0,0.0
849c251ffffffff,175.0,12.0,0.0
849c255ffffffff,64.0,5.0,0.0
849c257ffffffff,5.0,2.0,0.0
849c259ffffffff,9.0,0.0,0.0
849c25dffffffff,61.0,0.0,0.0
849c2c1ffffffff,6.0,2.0,0.0
849c2c9ffffffff,1.0,0.0,0.0
849c2cbffffffff,22.0,5.0,0.0
849c2cdffffffff,3.0,0.0,0.0
849c2d3ffffffff,19.0,0.0,0.0
849c2ddffffffff,203.0,30.0,0.0
849c2e1ffffffff,11.0,1.0,0.0
849c2edffffffff,2.0,0.0,0.0
849c417ffffffff,11.0,0.0,0.0
849c433ffffffff,2.0,0.0,0.0
849c43bffffffff,5.0,0.0,0.0
849c44bffffffff,3.0,0.0,0.0
849c483ffffffff,2.0,0.0,0.0
849c499ffffffff,9.0,3.0,0.0
849c49dffffffff,2.0,0.0,0.0
849c4a1ffffffff,8.0,0.0,0.0
849c4a5ffffffff,2.0,0.0,0.0
849c4b3ffffffff,6.0,3.0,0.0
849c4bdffffffff,2.0,0.0,0.0
849c4cdffffffff,1.0,0.0,0.0
849c4d3ffffffff,2.0,0.0,0.0
849c4e5ffffffff,2.0,0.0,0.0
849c581ffffffff,6.0,0.0,0.0
849c589ffffffff,26.0,0.0,0.0
849c5a5ffffffff,2.0,0.0,0.0
849c5a7ffffffff,11.0,0.0,0.0
849c5d7ffffffff,4.0,0.0,0.0
849c605ffffffff,2.0,0.0,0.0
849c60dffffffff,2.0,0.0,0.0
849c647ffffffff,2.0,0.0,0.0
849c65dffffffff,30.0,10.0,0.0
849c66dffffffff,4.0,0.0,0.0
849c685ffffffff,2.0,0.0,0.0
849c693ffffffff,32.0,2.0,0.0
849c69bffffffff,1.0,0.0,0.0
849c6a7ffffffff,4.0,0.0,0.0
849c6abffffffff,4.0,0.0,0.0
849c6c1ffffffff,29.0,2.0,0.0
849c6cbffffffff,11.0,1.0,0.0
849c6ddffffffff,14.0,5.0,0.0
849c741ffffffff,42.0,2.0,0.0
849c743ffffffff,32.0,0.0,0.0
849c747ffffffff,2.0,2.0,0.0
849c749ffffffff,4.0,0.0,0.0
849c74bffffffff,3.0,1.0,0.0
849c753ffffffff,16.0,0.0,0.0
849c843ffffffff,1.0,0.0,0.0
849c85bffffffff,8.0,0.0,0.0
849c8a5ffffffff,2.0,0.0,0.0
849c8e9ffffffff,1.0,0.0,0.0
849c9d9ffffffff,2.0,0.0,0.0
849c9dbffffffff,4.0,2.0,0.0
849caa1ffffffff,6.0,1.0,0.0
849caa5ffffffff,2.0,0.0,0.0
849caadffffffff,51.0,4.0,0.0
849cae7ffffffff,179.0,29.0,0.0
849cc23ffffffff,3.0,0.0,0.0
849cc25ffffffff,2.0,0.0,0.0
849cc2bffffffff,4.0,0.0,0.0
849cd19ffffffff,2.0,0.0,0.0
849cd2dffffffff,2.0,0.0,0.0
849cd33ffffffff,1.0,0.0,0.0
849ce47ffffffff,43.0,3.0,0.0
849ce4bffffffff,7.0,0.0,0.0
849ce63ffffffff,4.0,0.0,0.0
849ce9bffffffff,122.0,0.0,0.0
849cf19ffffffff,58.0,29.0,0.0
849cf39ffffffff,39.0,21.0,0.0
849cf3bffffffff,89.0,15.0,0.0
849cf53ffffffff,61.0,23.0,0.0
849d013ffffffff,35.0,0.0,0.0
849d01bffffffff,401.0,8.0,18.0
849d085ffffffff,5.0,0.0,0.0
849d087ffffffff,2.0,0.0,0.0
849d097ffffffff,3.0,0.0,0.0
849d0abffffffff,56.0,2.0,0.0
849d0b1ffffffff,407.0,27.0,0.0
849d0b3ffffffff,2.0,0.0,0.0
849d0b5ffffffff,433.0,28.0,0.0
849d0b7ffffffff,90.0,17.0,0.0
849d0b9ffffffff,3.0,0.0,0.0
849d0bbffffffff,10.0,1.0,0.0
849d0bdffffffff,144.0,6.0,0.0
849d0c1ffffffff,17.0,0.0,0.0
849d0c5ffffffff,10.0,0.0,0.0
849d0c7ffffffff,2.0,0.0,0.0
849d0c9ffffffff,20.0,0.0,0.0
849d0cdffffffff,166.0,11.0,10.0
849d0dbffffffff,1.0,0.0,0.0
849d0e1ffffffff,38.0,0.0,0.0
849d0e3ffffffff,42.0,0.0,2.0
849d0e9ffffffff,9.0,0.0,0.0
849d0ebffffffff,11.0,0.0,0.0
849d211ffffffff,107.0,0.0,20.0
849d213ffffffff,2.0,0.0,2.0
849d215ffffffff,39.0,0.0,12.0
849d217ffffffff,211.0,0.0,117.0
849d219ffffffff,8.0,0.0,2.0
849d21dffffffff,115.0,0.0,11.0
849d23bffffffff,37.0,0.0,7.0
849d241ffffffff,11.0,0.0,0.0
849d24bffffffff,402.0,0.0,101.0
849d253ffffffff,19.0,0.0,0.0
849d255ffffffff,14.0,0.0,3.0
849d257ffffffff,29.0,0.0,2.0
849d259ffffffff,2.0,0.0,2.0
849d25bffffffff,17.0,0.0,2.0
849d25dffffffff,8.0,0.0,0.0
849d281ffffffff,2.0,0.0,2.0
849d289ffffffff,81.0,0.0,81.0
849d28bffffffff,8.0,0.0,0.0
849d28dffffffff,4.0,0.0,4.0
849d295ffffffff,6.0,0.0,0.0
849d29dffffffff,4.0,0.0,0.0
849d2a5ffffffff,30.0,0.0,0.0
849d2abffffffff,2.0,0.0,0.0
849d2adffffffff,4.0,0.0,0.0
849d2bbffffffff,2.0,0.0,0.0
849d2bdffffffff,1.0,0.0,0.0
849d2c3ffffffff,2.0,0.0,0.0
849d2c5ffffffff,6.0,0.0,6.0
849d2c7ffffffff,7.0,0.0,2.0
849d2c9ffffffff,5.0,0.0,3.0
849d2d7ffffffff,5.0,0.0,0.0
849d2e1ffffffff,3.0,0.0,1.0
849d2e7ffffffff,45.0,0.0,3.0
849d2edffffffff,2.0,0.0,0.0
849d425ffffffff,9.0,1.0,0.0
849d441ffffffff,2.0,0.0,0.0
849d443ffffffff,2.0,0.0,0.0
849d447ffffffff,1.0,0.0,0.0
849d467ffffffff,2.0,2.0,0.0
849d46bffffffff,39.0,5.0,0.0
849d481ffffffff,13.0,6.0,0.0
849d48dffffffff,6.0,2.0,0.0
849d495ffffffff,1.0,0.0,0.0
849d4a1ffffffff,338.0,54.0,0.0
849d4adffffffff,24.0,8.0,0.0
849d507ffffffff,5.0,0.0,0.0
849d509ffffffff,4.0,0.0,0.0
849d537ffffffff,6.0,0.0,0.0
849d539ffffffff,2.0,0.0,0.0
849d53dffffffff,1.0,0.0,0.0
849d545ffffffff,10.0,0.0,0.0
849d551ffffffff,2.0,0.0,0.0
849d555ffffffff,4.0,0.0,0.0
849d55dffffffff,15.0,5.0,0.0
849d565ffffffff,6.0,0.0,0.0
849d567ffffffff,2.0,2.0,0.0
849d597ffffffff,3.0,0.0,0.0
849d5a7ffffffff,1.0,0.0,0.0
849d5cbffffffff,3.0,0.0,0.0
849d5dbffffffff,59.0,9.0,0.0
849d601ffffffff,2.0,0.0,0.0
849d625ffffffff,4.0,0.0,0.0
849d63dffffffff,4.0,0.0,0.0
849d657ffffffff,1.0,0.0,0.0
849d683ffffffff,24.0,7.0,0.0
849d68bffffffff,8.0,0.0,0.0
849d695ffffffff,4.0,4.0,0.0
849d6bdffffffff,3.0,0.0,0.0
849d6d9ffffffff,7.0,3.0,0.0
849d6dbffffffff,23.0,0.0,0.0
849d701ffffffff,4.0,0.0,0.0
849d70bffffffff,3.0,3.0,0.0
849d70dffffffff,4.0,0.0,0.0
849d719ffffffff,12.0,0.0,0.0
849d741ffffffff,1.0,1.0,0.0
849d755ffffffff,10.0,2.0,0.0
849d75dffffffff,17.0,0.0,0.0
849e245ffffffff,12.0,0.0,0.0
849f515ffffffff,3.0,0.0,0.0
849f517ffffffff,4.0,0.0,0.0
84a6107ffffffff,17.0,3.0,0.0
84a6a61ffffffff,22.0,0.0,0.0
84a6a6dffffffff,4.0,0.0,0.0
84a7267ffffffff,13.0,0.0,0.0
84a7829ffffffff,3.0,0.0,0.0
84a79a3ffffffff,48.0,0.0,0.0
84a79a5ffffffff,5.0,0.0,0.0
84a79a7ffffffff,37.0,0.0,0.0
84a79bbffffffff,2.0,0.0,0.0
84b8349ffffffff,11.0,0.0,2.0
84b834bffffffff,7.0,0.0,4.0
84b8641ffffffff,2.0,0.0,0.0
84b864dffffffff,1.0,0.0,1.0
84b8651ffffffff,2.0,0.0,0.0
84b865dffffffff,20.0,0.0,2.0
84b8803ffffffff,2.0,0.0,0.0
84b8809ffffffff,2.0,0.0,0.0
84b880bffffffff,3.0,0.0,0.0
84b8851ffffffff,1.0,0.0,1.0
84b8855ffffffff,233.0,0.0,44.0
84b892dffffffff,4.0,0.0,0.0
84b8935ffffffff,2.0,0.0,0.0
84b89adffffffff,95.0,11.0,0.0
84b9105ffffffff,2.0,0.0,0.0
84b9109ffffffff,2.0,0.0,0.0
84b910bffffffff,4.0,0.0,0.0
84b910dffffffff,6.0,0.0,0.0
84b9111ffffffff,48.0,0.0,8.0
84b9113ffffffff,18.0,0.0,3.0
84b9115ffffffff,5.0,0.0,0.0
84b9119ffffffff,16.0,0.0,2.0
84b9125ffffffff,2.0,0.0,0.0
84b9127ffffffff,32.0,0.0,7.0
84b912bffffffff,2.0,0.0,0.0
84b912dffffffff,2.0,0.0,0.0
84b9133ffffffff,2.0,0.0,0.0
84b9139ffffffff,2.0,0.0,0.0
84b913dffffffff,17.0,0.0,0.0
84b9141ffffffff,9.0,0.0,6.0
84b9143ffffffff,14.0,0.0,2.0
84b9145ffffffff,130.0,0.0,19.0
84b9147ffffffff,3.0,0.0,0.0
84b9149ffffffff,11.0,0.0,2.0
84b914bffffffff,72.0,0.0,20.0
84b914dffffffff,56.0,0.0,2.0
84b9155ffffffff,34.0,0.0,0.0
84b9159ffffffff,19.0,0.0,6.0
84b915dffffffff,26.0,0.0,0.0
84b9161ffffffff,91.0,0.0,4.0
84b9163ffffffff,32.0,0.0,3.0
84b9165ffffffff,9.0,0.0,5.0
84b9167ffffffff,22.0,0.0,0.0
84b9169ffffffff,534.0,0.0,21.0
84b916dffffffff,42.0,0.0,3.0
84b91a1ffffffff,12.0,0.0,0.0
84b91a9ffffffff,4.0,0.0,3.0
84b91e1ffffffff,2.0,0.0,2.0
84b9337ffffffff,6.0,0.0,0.0
84b9365ffffffff,82.0,0.0,5.0
84b936dffffffff,12.0,0.0,0.0
84b9803ffffffff,3.0,0.0,0.0
84b9807ffffffff,30.0,0.0,1.0
84b9813ffffffff,8.0,0.0,0.0
84b9815ffffffff,8.0,0.0,1.0
84b9823ffffffff,8.0,0.0,0.0
84b983dffffffff,1.0,0.0,0.0
84b9855ffffffff,2.0,0.0,0.0
84b985dffffffff,17.0,0.0,2.0
84b9861ffffffff,6.0,0.0,0.0
84b989dffffffff,4.0,0.0,0.0
84b98e9ffffffff,4.0,0.0,0.0
84b9915ffffffff,9.0,0.0,2.0
84b99a1ffffffff,1.0,0.0,0.0
84b99c1ffffffff,2.0,0.0,0.0
84b99c9ffffffff,25.0,0.0,2.0
84b99cdffffffff,12.0,0.0,0.0
84b99e9ffffffff,5.0,0.0,0.0
84b99edffffffff,20.0,0.0,2.0
84b9a13ffffffff,33.0,0.0,4.0
84b9a1bffffffff,1.0,0.0,0.0
84b9a31ffffffff,6.0,0.0,1.0
84b9a33ffffffff,4.0,0.0,0.0
84b9a3bffffffff,9.0,0.0,0.0
84b9a49ffffffff,1.0,0.0,0.0
84b9a4bffffffff,3.0,0.0,0.0
84b9a4dffffffff,8.0,0.0,0.0
84b9a53ffffffff,2.0,0.0,1.0
84b9a57ffffffff,7.0,0.0,0.0
84b9a59ffffffff,1.0,0.0,0.0
84b9a5bffffffff,12.0,0.0,0.0
84b9a65ffffffff,10.0,0.0,0.0
84b9ab9ffffffff,1.0,0.0,0.0
84b9ac1ffffffff,2.0,0.0,0.0
84b9acbffffffff,8.0,0.0,0.0
84b9adbffffffff,2.0,0.0,0.0
84b9b01ffffffff,6.0,0.0,0.0
84b9b21ffffffff,2.0,0.0,0.0
84b9b31ffffffff,25.0,0.0,2.0
84b9b3dffffffff,4.0,0.0,0.0
84b9b51ffffffff,17.0,0.0,0.0
84b9b65ffffffff,1.0,0.0,0.0
84ba241ffffffff,60.0,0.0,0.0
84ba249ffffffff,25.0,0.0,0.0
84ba24bffffffff,13.0,0.0,0.0
84ba24dffffffff,64.0,0.0,0.0
84bb081ffffffff,35.0,0.0,0.0
84bb085ffffffff,43.0,0.0,0.0
84bb087ffffffff,2.0,0.0,0.0
84bb089ffffffff,326.0,0.0,0.0
84bb08bffffffff,13.0,0.0,0.0
84bb08dffffffff,8.0,0.0,0.0
84bb091ffffffff,132.0,0.0,0.0
84bb093ffffffff,33.0,0.0,0.0
84bb095ffffffff,14.0,0.0,0.0
84bb097ffffffff,101.0,0.0,0.0
84bb099ffffffff,163.0,0.0,0.0
84bb09bffffffff,19.0,0.0,0.0
84bb09dffffffff,14.0,0.0,0.0
84bb0a1ffffffff,46.0,0.0,0.0
84bb0a3ffffffff,4.0,0.0,0.0
84bb0a7ffffffff,14.0,0.0,0.0
84bb0a9ffffffff,42.0,0.0,0.0
84bb0abffffffff,5.0,0.0,0.0
84bb0b1ffffffff,93.0,0.0,0.0
84bb0b3ffffffff,47.0,0.0,0.0
84bb0b5ffffffff,17.0,0.0,0.0
84bb0b9ffffffff,23.0,0.0,0.0
84bb0bbffffffff,150.0,0.0,0.0
84bb0bdffffffff,7.0,0.0,0.0
84bb0c1ffffffff,38.0,0.0,0.0
84bb0c3ffffffff,104.0,0.0,0.0
84bb0c7ffffffff,15.0,0.0,0.0
84bb0cbffffffff,65.0,0.0,0.0
84bb0d1ffffffff,108.0,0.0,0.0
84bb0d3ffffffff,55.0,0.0,0.0
84bb0d5ffffffff,36.0,0.0,0.0
84bb0d7ffffffff,9.0,0.0,0.0
84bb0d9ffffffff,417.0,0.0,0.0
84bb0dbffffffff,92.0,0.0,0.0
84bb0ddffffffff,143.0,0.0,0.0
84bb0e3ffffffff,4.0,0.0,0.0
84bb283ffffffff,33.0,0.0,0.0
84bb287ffffffff,44.0,0.0,0.0
84bb291ffffffff,14.0,0.0,0.0
84bb293ffffffff,9.0,0.0,0.0
84bb295ffffffff,791.0,0.0,0.0
84bb297ffffffff,4.0,0.0,0.0
84bb299ffffffff,302.0,0.0,0.0
84bb29bffffffff,776.0,0.0,0.0
84bb2b1ffffffff,277.0,0.0,0.0
84bb2b3ffffffff,727.0,0.0,0.0
84bb2b5ffffffff,107.0,0.0,0.0
84bb2b7ffffffff,1012.0,0.0,0.0
84bb2b9ffffffff,207.0,0.0,0.0
84bb2bbffffffff,1161.0,0.0,0.0
84bb2bdffffffff,133.0,0.0,0.0
84bb2d3ffffffff,103.0,0.0,0.0
84bb2dbffffffff,232.0,0.0,0.0
84bb365ffffffff,125.0,0.0,0.0
84bb367ffffffff,24.0,0.0,0.0
84bb501ffffffff,1448.0,0.0,0.0
84bb503ffffffff,298.0,0.0,0.0
84bb505ffffffff,133.0,0.0,0.0
84bb507ffffffff,514.0,0.0,0.0
84bb509ffffffff,90.0,0.0,0.0
84bb50bffffffff,68.0,0.0,0.0
84bb50dffffffff,731.0,0.0,0.0
84bb515ffffffff,60.0,0.0,0.0
84bb517ffffffff,38.0,0.0,0.0
84bb51dffffffff,4.0,0.0,0.0
84bb529ffffffff,104.0,0.0,0.0
84bb52bffffffff,78.0,0.0,0.0
84bb533ffffffff,30.0,0.0,0.0
84bb539ffffffff,365.0,0.0,2.0
84bb53bffffffff,334.0,0.0,10.0
84bb53dffffffff,17.0,0.0,0.0
84bb541ffffffff,20.0,0.0,0.0
84bb545ffffffff,232.0,0.0,0.0
84bb547ffffffff,106.0,0.0,0.0
84bb54dffffffff,47.0,0.0,0.0
84bb561ffffffff,76.0,0.0,0.0
84bb563ffffffff,193.0,0.0,0.0
84bb567ffffffff,34.0,0.0,0.0
84bb569ffffffff,53.0,0.0,0.0
84bb56bffffffff,205.0,0.0,0.0
84bb56dffffffff,101.0,0.0,0.0
84bb581ffffffff,4.0,0.0,0.0
84bb58dffffffff,21.0,0.0,0.0
84bb5c5ffffffff,10.0,0.0,0.0
84bb5e1ffffffff,41.0,0.0,0.0
84bb5e3ffffffff,2.0,0.0,0.0
84bb5e5ffffffff,8.0,0.0,0.0
84bb5e9ffffffff,28.0,0.0,0.0
84bb5ebffffffff,78.0,0.0,0.0
84bb5edffffffff,64.0,0.0,0.0
84bb705ffffffff,12.0,0.0,0.0
84bb707ffffffff,2.0,0.0,0.0
84bb721ffffffff,37.0,0.0,0.0
84bb725ffffffff,41.0,0.0,0.0
84bb727ffffffff,23.0,0.0,0.0
84bb729ffffffff,33.0,0.0,0.0
84bb72bffffffff,60.0,0.0,0.0
84bb72dffffffff,12.0,0.0,0.0
84bb741ffffffff,8.0,0.0,0.0
84bb743ffffffff,28.0,0.0,0.0
84bb745ffffffff,2.0,0.0,0.0
84bb749ffffffff,228.0,0.0,0.0
84bb74bffffffff,100.0,0.0,0.0
84bb74dffffffff,44.0,0.0,0.0
84bb765ffffffff,118.0,0.0,0.0
84bb767ffffffff,22.0,0.0,0.0
84be081ffffffff,75.0,0.0,11.0
84be083ffffffff,2.0,0.0,0.0
84be085ffffffff,1155.0,0.0,325.0
84be087ffffffff,213.0,0.0,69.0
84be089ffffffff,5481.0,0.0,382.0
84be08bffffffff,213.0,0.0,30.0
84be08dffffffff,1789.0,0.0,197.0
84be093ffffffff,8.0,0.0,0.0
84be095ffffffff,2.0,0.0,0.0
84be097ffffffff,19.0,0.0,0.0
84be099ffffffff,55.0,0.0,5.0
84be09bffffffff,9.0,0.0,3.0
84be09dffffffff,26.0,0.0,0.0
84be0a1ffffffff,6.0,0.0,0.0
84be0a3ffffffff,105.0,0.0,33.0
84be0a5ffffffff,33.0,0.0,6.0
84be0a7ffffffff,15.0,0.0,3.0
84be0a9ffffffff,83.0,0.0,6.0
84be0abffffffff,22.0,0.0,4.0
84be0adffffffff,607.0,0.0,31.0
84be0b3ffffffff,47.0,0.0,8.0
84be0b5ffffffff,10.0,0.0,3.0
84be0b7ffffffff,17.0,0.0,6.0
84be0b9ffffffff,66.0,0.0,9.0
84be0bbffffffff,42.0,0.0,6.0
84be0bdffffffff,329.0,0.0,84.0
84be0c3ffffffff,2569.0,0.0,753.0
84be0c7ffffffff,278.0,0.0,29.0
84be0d1ffffffff,48.0,0.0,1.0
84be0d3ffffffff,596.0,0.0,28.0
84be0d5ffffffff,138.0,0.0,17.0
84be0d7ffffffff,90.0,0.0,3.0
84be0d9ffffffff,119.0,0.0,14.0
84be0dbffffffff,13.0,0.0,1.0
84be0ddffffffff,558.0,0.0,239.0
84be0e3ffffffff,1615.0,0.0,337.0
84be0e5ffffffff,3.0,0.0,0.0
84be0e7ffffffff,488.0,0.0,67.0
84be181ffffffff,522.0,0.0,49.0
84be183ffffffff,20.0,0.0,1.0
84be185ffffffff,306.0,0.0,25.0
84be187ffffffff,32.0,0.0,4.0
84be189ffffffff,215.0,0.0,40.0
84be18bffffffff,138.0,0.0,35.0
84be18dffffffff,1.0,0.0,0.0
84be191ffffffff,3.0,0.0,0.0
84be193ffffffff,7.0,0.0,0.0
84be195ffffffff,2.0,0.0,0.0
84be199ffffffff,18.0,0.0,2.0
84be19bffffffff,16.0,0.0,0.0
84be19dffffffff,15.0,0.0,0.0
84be1a1ffffffff,179.0,0.0,25.0
84be1a3ffffffff,7.0,0.0,0.0
84be1a5ffffffff,79.0,0.0,6.0
84be1a7ffffffff,4.0,0.0,0.0
84be1a9ffffffff,203.0,0.0,20.0
84be1abffffffff,53.0,0.0,10.0
84be1b1ffffffff,76.0,0.0,8.0
84be1b3ffffffff,2.0,0.0,0.0
84be1b5ffffffff,2.0,0.0,2.0
84be1b7ffffffff,31.0,0.0,5.0
84be1bbffffffff,2.0,0.0,0.0
84be1bdffffffff,23.0,0.0,2.0
84be1d1ffffffff,190.0,0.0,25.0
84be1d3ffffffff,660.0,0.0,149.0
84be1d5ffffffff,77.0,0.0,16.0
84be1d7ffffffff,45.0,0.0,5.0
84be1dbffffffff,577.0,0.0,73.0
84be293ffffffff,385.0,0.0,65.0
84be297ffffffff,13.0,0.0,0.0
84be29bffffffff,3.0,0.0,3.0
84be2b3ffffffff,101.0,0.0,10.0
84be401ffffffff,140.0,0.0,23.0
84be403ffffffff,158.0,0.0,38.0
84be405ffffffff,49.0,0.0,1.0
84be407ffffffff,8.0,0.0,0.0
84be409ffffffff,115.0,0.0,35.0
84be40bffffffff,18.0,0.0,0.0
84be40dffffffff,39.0,0.0,17.0
84be411ffffffff,16.0,0.0,8.0
84be413ffffffff,2.0,0.0,0.0
84be415ffffffff,6.0,0.0,1.0
84be417ffffffff,22.0,0.0,10.0
84be419ffffffff,25.0,0.0,7.0
84be41dffffffff,33.0,0.0,2.0
84be421ffffffff,95.0,0.0,14.0
84be425ffffffff,2.0,0.0,0.0
84be427ffffffff,5.0,0.0,2.0
84be429ffffffff,38.0,0.0,6.0
84be42dffffffff,4.0,0.0,2.0
84be431ffffffff,11.0,0.0,4.0
84be433ffffffff,1.0,0.0,0.0
84be435ffffffff,2.0,0.0,0.0
84be437ffffffff,2.0,0.0,0.0
84be439ffffffff,159.0,0.0,33.0
84be43bffffffff,10.0,0.0,0.0
84be43dffffffff,2.0,0.0,0.0
84be441ffffffff,78.0,0.0,40.0
84be443ffffffff,77.0,0.0,39.0
84be445ffffffff,258.0,0.0,145.0
