cell_id,Phylloscopus collybita,Phylloscopus collybita [collybita Group],Phylloscopus collybita tristis
821877fffffffff,1250.0,202.0,8.0
821907fffffffff,3.0,2.0,0.0
82190ffffffffff,398.0,14.0,0.0
821927fffffffff,15.0,2.0,4.0
82192ffffffffff,130.0,23.0,11.0
821947fffffffff,8858.0,1981.0,7.0
82194ffffffffff,8990.0,1882.0,0.0
821957fffffffff,1519.0,391.0,0.0
82195ffffffffff,7814.0,937.0,0.0
821967fffffffff,2.0,2.0,0.0
82196ffffffffff,3196.0,122.0,0.0
821977fffffffff,1419.0,62.0,0.0
821e07fffffffff,3700.0,86.0,0.0
821e0ffffffffff,1409.0,54.0,0.0
821e17fffffffff,1643.0,54.0,0.0
821e1ffffffffff,708.0,26.0,0.0
821e27fffffffff,1424.0,22.0,0.0
821e2ffffffffff,590.0,16.0,0.0
821e37fffffffff,7122.0,19.0,0.0
821e47fffffffff,59.0,0.0,0.0
821e4ffffffffff,19.0,0.0,0.0
821e57fffffffff,250.0,3.0,0.0
821e5ffffffffff,261.0,0.0,0.0
821e67fffffffff,206.0,2.0,0.0
821e6ffffffffff,142.0,0.0,0.0
821e77fffffffff,93.0,0.0,0.0
821e87fffffffff,489.0,11.0,0.0
821e8ffffffffff,15.0,0.0,0.0
821e97fffffffff,26.0,0.0,0.0
821e9ffffffffff,73.0,0.0,0.0
821ea7fffffffff,443.0,21.0,0.0
821eaffffffffff,252.0,12.0,0.0
821eb7fffffffff,371.0,3.0,0.0
821ec7fffffffff,2028.0,202.0,0.0
821ecffffffffff,2507.0,80.0,0.0
821ed7fffffffff,442.0,10.0,0.0
821edffffffffff,1135.0,23.0,0.0
821ee7fffffffff,122.0,5.0,0.0
821eeffffffffff,291.0,51.0,0.0
821ef7fffffffff,234.0,53.0,0.0
821f07fffffffff,1775.0,410.0,0.0
821f0ffffffffff,278.0,5.0,0.0
821f17fffffffff,1859.0,55.0,0.0
821f1ffffffffff,1727.0,237.0,0.0
821f27fffffffff,610.0,74.0,0.0
821f2ffffffffff,1570.0,696.0,0.0
821f37fffffffff,832.0,148.0,20.0
821f47fffffffff,132.0,0.0,0.0
821f4ffffffffff,333.0,0.0,0.0
821f57fffffffff,604.0,40.0,0.0
821f5ffffffffff,520.0,39.0,0.0
821f67fffffffff,223.0,7.0,0.0
821f6ffffffffff,84.0,0.0,0.0
821f77fffffffff,880.0,19.0,0.0
821f87fffffffff,2527.0,229.0,0.0
821f8ffffffffff,3224.0,727.0,0.0
821f97fffffffff,513.0,184.0,0.0
821f9ffffffffff,1038.0,95.0,0.0
821fa7fffffffff,2147.0,86.0,0.0
821faffffffffff,3593.0,62.0,0.0
821fb7fffffffff,1020.0,107.0,0.0
82200ffffffffff,38.0,0.0,30.0
822017fffffffff,48.0,0.0,41.0
82201ffffffffff,79.0,0.0,34.0
822037fffffffff,6.0,0.0,2.0
822047fffffffff,1.0,0.0,1.0
82204ffffffffff,46.0,0.0,10.0
82205ffffffffff,5.0,0.0,0.0
82206ffffffffff,4.0,0.0,2.0
822087fffffffff,6.0,0.0,2.0
82208ffffffffff,3.0,0.0,0.0
82209ffffffffff,26.0,0.0,3.0
8220a7fffffffff,44.0,0.0,11.0
8220affffffffff,39.0,0.0,0.0
8220b7fffffffff,39.0,0.0,8.0
8220e7fffffffff,72.0,0.0,44.0
8220f7fffffffff,17.0,0.0,1.0
82210ffffffffff,4.0,0.0,0.0
822127fffffffff,4.0,0.0,4.0
82212ffffffffff,3.0,0.0,0.0
82214ffffffffff,3.0,0.0,0.0
822157fffffffff,18.0,0.0,14.0
822177fffffffff,1.0,0.0,0.0
822187fffffffff,4.0,0.0,1.0
82219ffffffffff,58.0,0.0,19.0
8221a7fffffffff,3.0,0.0,2.0
822407fffffffff,6.0,0.0,1.0
82240ffffffffff,4.0,0.0,0.0
822427fffffffff,16.0,0.0,0.0
82242ffffffffff,9.0,0.0,4.0
822437fffffffff,3.0,0.0,1.0
822457fffffffff,7.0,0.0,6.0
822467fffffffff,10.0,0.0,1.0
82246ffffffffff,3.0,0.0,3.0
822477fffffffff,4.0,0.0,3.0
822507fffffffff,7.0,0.0,3.0
822517fffffffff,153.0,0.0,119.0
822537fffffffff,1.0,0.0,0.0
822547fffffffff,32.0,0.0,32.0
82255ffffffffff,2.0,0.0,0.0
822577fffffffff,16.0,0.0,16.0
8225a7fffffffff,3.0,0.0,0.0
8225affffffffff,9.0,0.0,7.0
8225b7fffffffff,8.0,0.0,0.0
822c07fffffffff,1086.0,7.0,0.0
822c0ffffffffff,209.0,0.0,0.0
822c17fffffffff,65.0,0.0,0.0
822c1ffffffffff,102.0,0.0,0.0
822c27fffffffff,299.0,0.0,5.0
822c2ffffffffff,415.0,0.0,34.0
822c37fffffffff,29.0,0.0,0.0
822c47fffffffff,2.0,0.0,0.0
822c4ffffffffff,5.0,0.0,0.0
822c77fffffffff,20.0,0.0,0.0
822c87fffffffff,76.0,0.0,0.0
822c8ffffffffff,47.0,0.0,0.0
822c97fffffffff,1905.0,134.0,0.0
822c9ffffffffff,33.0,2.0,0.0
822ca7fffffffff,4.0,0.0,0.0
822caffffffffff,77.0,0.0,0.0
822cc7fffffffff,286.0,0.0,0.0
822ccffffffffff,34.0,0.0,0.0
822cd7fffffffff,111.0,0.0,0.0
822cdffffffffff,35.0,0.0,0.0
822ce7fffffffff,126.0,0.0,0.0
822cf7fffffffff,947.0,0.0,0.0
822d07fffffffff,420.0,2.0,0.0
822d17fffffffff,186.0,6.0,0.0
822d1ffffffffff,109.0,0.0,0.0
822d27fffffffff,65.0,0.0,0.0
822d37fffffffff,998.0,10.0,0.0
822d47fffffffff,4.0,0.0,2.0
822d57fffffffff,26.0,0.0,0.0
822d5ffffffffff,14.0,0.0,0.0
822d67fffffffff,205.0,0.0,0.0
822d77fffffffff,28.0,0.0,0.0
822d87fffffffff,13.0,0.0,0.0
822d8ffffffffff,1.0,0.0,0.0
822d97fffffffff,17.0,0.0,0.0
822da7fffffffff,743.0,10.0,0.0
822daffffffffff,225.0,6.0,0.0
822db7fffffffff,6942.0,1110.0,0.0
823427fffffffff,27.0,0.0,0.0
823447fffffffff,6.0,0.0,0.0
82344ffffffffff,26.0,0.0,0.0
82346ffffffffff,328.0,0.0,0.0
82351ffffffffff,13.0,0.0,0.0
8235affffffffff,6.0,0.0,0.0
823807fffffffff,2.0,0.0,0.0
823817fffffffff,198.0,5.0,0.0
82381ffffffffff,1.0,0.0,0.0
823827fffffffff,1475.0,11.0,0.0
823837fffffffff,46.0,2.0,0.0
823847fffffffff,14.0,2.0,0.0
82384ffffffffff,25.0,0.0,0.0
82385ffffffffff,2.0,0.0,0.0
823867fffffffff,44.0,3.0,0.0
82386ffffffffff,28.0,1.0,0.0
823877fffffffff,20.0,8.0,0.0
8238a7fffffffff,6.0,0.0,0.0
8238d7fffffffff,2.0,0.0,0.0
823907fffffffff,9102.0,404.0,0.0
82390ffffffffff,6484.0,70.0,0.0
823917fffffffff,9898.0,169.0,0.0
82391ffffffffff,8927.0,106.0,0.0
823927fffffffff,4877.0,148.0,0.0
82392ffffffffff,8314.0,255.0,0.0
823937fffffffff,5254.0,56.0,0.0
823947fffffffff,4128.0,1.0,0.0
82394ffffffffff,6.0,1.0,0.0
823957fffffffff,3877.0,63.0,0.0
82395ffffffffff,313.0,0.0,0.0
823967fffffffff,1147.0,39.0,0.0
82396ffffffffff,938.0,85.0,0.0
823977fffffffff,6692.0,87.0,0.0
823987fffffffff,290.0,46.0,0.0
82398ffffffffff,368.0,31.0,0.0
823997fffffffff,315.0,48.0,0.0
82399ffffffffff,46.0,11.0,0.0
8239affffffffff,267.0,66.0,0.0
823c07fffffffff,189.0,0.0,72.0
823c17fffffffff,52.0,0.0,4.0
823c1ffffffffff,188.0,0.0,27.0
823c37fffffffff,59.0,0.0,7.0
823c87fffffffff,12.0,0.0,0.0
823c8ffffffffff,23.0,0.0,0.0
823c97fffffffff,77.0,0.0,0.0
823ca7fffffffff,42.0,0.0,0.0
823caffffffffff,32.0,0.0,1.0
823cb7fffffffff,292.0,0.0,1.0
823cc7fffffffff,6.0,0.0,0.0
823ce7fffffffff,17.0,0.0,0.0
823cf7fffffffff,167.0,0.0,16.0
823d07fffffffff,7.0,0.0,0.0
823d17fffffffff,1295.0,0.0,48.0
823d1ffffffffff,42.0,0.0,2.0
823d37fffffffff,552.0,0.0,19.0
823d87fffffffff,1129.0,0.0,7.0
823d8ffffffffff,249.0,0.0,24.0
823d97fffffffff,294.0,0.0,5.0
823d9ffffffffff,468.0,0.0,13.0
823da7fffffffff,3125.0,0.0,0.0
823daffffffffff,654.0,0.0,70.0
823db7fffffffff,486.0,0.0,1.0
823e2ffffffffff,2.0,0.0,0.0
823e47fffffffff,967.0,0.0,0.0
823e4ffffffffff,6.0,0.0,0.0
823e5ffffffffff,129.0,0.0,0.0
823e67fffffffff,54.0,0.0,0.0
823e6ffffffffff,3440.0,391.0,0.0
823e77fffffffff,44.0,0.0,0.0
823f27fffffffff,12.0,0.0,0.0
823f2ffffffffff,261.0,2.0,0.0
823f37fffffffff,394.0,2.0,0.0
823f47fffffffff,86.0,11.0,0.0
823f4ffffffffff,128.0,5.0,0.0
823f67fffffffff,774.0,27.0,0.0
823f6ffffffffff,418.0,14.0,0.0
823f77fffffffff,284.0,26.0,0.0
824207fffffffff,8.0,0.0,0.0
82420ffffffffff,1.0,0.0,0.0
824227fffffffff,39.0,0.0,0.0
824237fffffffff,25.0,0.0,0.0
82424ffffffffff,273.0,0.0,45.0
824257fffffffff,96.0,0.0,0.0
82425ffffffffff,112.0,0.0,0.0
82426ffffffffff,236.0,0.0,2.0
8242c7fffffffff,368.0,0.0,0.0
8242cffffffffff,964.0,0.0,0.0
8242d7fffffffff,6.0,0.0,0.0
8242dffffffffff,280.0,0.0,8.0
8242e7fffffffff,28.0,0.0,1.0
8242effffffffff,119.0,0.0,0.0
82430ffffffffff,5.0,0.0,0.0
824317fffffffff,53.0,0.0,0.0
82431ffffffffff,128.0,0.0,0.0
824327fffffffff,16.0,0.0,0.0
82432ffffffffff,2.0,0.0,0.0
824337fffffffff,15.0,0.0,0.0
824357fffffffff,4.0,0.0,0.0
824367fffffffff,134.0,0.0,0.0
824377fffffffff,4.0,0.0,0.0
824387fffffffff,31.0,1.0,4.0
82438ffffffffff,83.0,8.0,1.0
824397fffffffff,74.0,13.0,9.0
82439ffffffffff,48.0,10.0,8.0
8243a7fffffffff,482.0,11.0,0.0
8243affffffffff,778.0,45.0,14.0
8243b7fffffffff,1.0,0.0,0.0
825207fffffffff,120.0,0.0,0.0
825217fffffffff,30.0,0.0,0.0
82521ffffffffff,16.0,1.0,0.0
82522ffffffffff,1.0,0.0,0.0
825237fffffffff,18.0,0.0,0.0
82524ffffffffff,58.0,8.0,12.0
82526ffffffffff,84.0,34.0,3.0
825287fffffffff,14.0,0.0,0.0
82528ffffffffff,2.0,0.0,0.0
825297fffffffff,2.0,0.0,0.0
82529ffffffffff,118.0,0.0,0.0
8252d7fffffffff,16.0,0.0,0.0
82530ffffffffff,2.0,0.0,0.0
825317fffffffff,6.0,0.0,0.0
825337fffffffff,5.0,0.0,0.0
825347fffffffff,18.0,0.0,0.0
82534ffffffffff,76.0,1.0,0.0
825357fffffffff,14.0,0.0,0.0
825367fffffffff,122.0,13.0,0.0
82536ffffffffff,102.0,0.0,0.0
825377fffffffff,15.0,0.0,0.0
8253a7fffffffff,19.0,0.0,0.0
8253affffffffff,9.0,0.0,0.0
8253b7fffffffff,18.0,0.0,0.0
825407fffffffff,21.0,8.0,0.0
825417fffffffff,199.0,61.0,0.0
82541ffffffffff,48.0,0.0,0.0
825437fffffffff,1.0,0.0,0.0
825447fffffffff,8.0,0.0,0.0
8254affffffffff,167.0,20.0,0.0
8254e7fffffffff,43.0,14.0,0.0
8254f7fffffffff,44.0,1.0,0.0
82550ffffffffff,5.0,0.0,0.0
825517fffffffff,93.0,9.0,0.0
82551ffffffffff,11.0,0.0,0.0
825527fffffffff,1.0,0.0,0.0
825537fffffffff,18.0,11.0,0.0
8258cffffffffff,3.0,0.0,0.0
825967fffffffff,1.0,0.0,0.0
825977fffffffff,3.0,0.0,0.0
82598ffffffffff,2.0,0.0,0.0
82599ffffffffff,3.0,0.0,0.0
826087fffffffff,6.0,0.0,0.0
82608ffffffffff,564.0,0.0,33.0
826097fffffffff,244.0,0.0,2.0
82609ffffffffff,260.0,0.0,10.0
8260affffffffff,14.0,0.0,0.0
8260b7fffffffff,3.0,0.0,0.0
826327fffffffff,27.0,0.0,5.0
826337fffffffff,109.0,14.0,19.0
827527fffffffff,16.0,0.0,0.0
827a47fffffffff,12.0,0.0,0.0
827a4ffffffffff,6.0,0.0,0.0
827a5ffffffffff,5.0,0.0,0.0
827a67fffffffff,2.0,0.0,0.0
827a6ffffffffff,13.0,0.0,0.0
827ac7fffffffff,2.0,0.0,0.0
827acffffffffff,322.0,0.0,0.0
827adffffffffff,46.0,0.0,0.0
827aeffffffffff,38.0,0.0,0.0
