cell_id,Myrmotherula axillaris,Myrmotherula axillaris [axillaris Group],Myrmotherula axillaris luctuosa
848a6d7ffffffff,22.0,0.0,0.0
848a6d9ffffffff,72.0,0.0,0.0
848a6dbffffffff,216.0,0.0,0.0
848a6e5ffffffff,2.0,0.0,0.0
848a73dffffffff,8.0,0.0,0.0
848a809ffffffff,38.0,0.0,0.0
848a827ffffffff,13.0,0.0,0.0
848a913ffffffff,2.0,0.0,0.0
848a927ffffffff,15.0,0.0,0.0
848a929ffffffff,1.0,0.0,0.0
848a9cdffffffff,13.0,0.0,0.0
848aa87ffffffff,4.0,0.0,0.0
848aa93ffffffff,7.0,0.0,0.0
848aa9dffffffff,5.0,0.0,0.0
848aaa3ffffffff,13.0,0.0,0.0
848aaadffffffff,5.0,0.0,0.0
848aab9ffffffff,7.0,0.0,0.0
848aac9ffffffff,3.0,0.0,0.0
848aacbffffffff,6.0,0.0,0.0
848aad5ffffffff,2.0,0.0,0.0
848aadbffffffff,2.0,0.0,0.0
848aaddffffffff,7.0,0.0,0.0
848ad13ffffffff,25.0,2.0,0.0
848ada9ffffffff,1.0,0.0,0.0
848adbbffffffff,7.0,0.0,0.0
848adc5ffffffff,4.0,0.0,0.0
848ade3ffffffff,2.0,2.0,0.0
848ae59ffffffff,1.0,0.0,0.0
848ae5bffffffff,1.0,0.0,0.0
848af09ffffffff,69.0,9.0,0.0
848af0bffffffff,2.0,2.0,0.0
848af11ffffffff,6.0,0.0,0.0
848af29ffffffff,79.0,1.0,0.0
848af2dffffffff,8.0,0.0,0.0
848af41ffffffff,31.0,2.0,0.0
848af43ffffffff,3.0,0.0,0.0
848af45ffffffff,21.0,3.0,0.0
848af4dffffffff,2.0,2.0,0.0
848af63ffffffff,151.0,2.0,0.0
848af67ffffffff,216.0,6.0,0.0
848af6bffffffff,3.0,1.0,0.0
848b0c9ffffffff,3.0,0.0,0.0
848b11bffffffff,4.0,0.0,0.0
848b11dffffffff,2.0,0.0,0.0
848b1a5ffffffff,1.0,0.0,0.0
848b1dbffffffff,3.0,0.0,0.0
848b1edffffffff,2.0,0.0,0.0
848b213ffffffff,1.0,0.0,0.0
848b23bffffffff,2.0,0.0,0.0
848b2a7ffffffff,3.0,0.0,0.0
848b2e9ffffffff,4.0,0.0,0.0
848b401ffffffff,4.0,0.0,0.0
848b40bffffffff,6.0,0.0,0.0
848b40dffffffff,21.0,0.0,0.0
848b429ffffffff,2.0,0.0,0.0
848b443ffffffff,1.0,0.0,0.0
848b445ffffffff,22.0,3.0,0.0
848b447ffffffff,6.0,1.0,0.0
848b449ffffffff,14.0,0.0,0.0
848b44bffffffff,156.0,10.0,0.0
848b44dffffffff,212.0,1.0,0.0
848b459ffffffff,15.0,0.0,0.0
848b463ffffffff,7.0,0.0,0.0
848b469ffffffff,35.0,0.0,0.0
848b46bffffffff,18.0,0.0,0.0
848b485ffffffff,1.0,1.0,0.0
848b493ffffffff,2.0,0.0,0.0
848b4e5ffffffff,15.0,0.0,0.0
848b511ffffffff,7.0,0.0,0.0
848b513ffffffff,22.0,3.0,0.0
848b527ffffffff,1.0,0.0,0.0
848b529ffffffff,4.0,0.0,0.0
848b561ffffffff,2.0,0.0,0.0
848b563ffffffff,6.0,0.0,0.0
848b5cdffffffff,25.0,1.0,0.0
848b617ffffffff,17.0,0.0,0.0
848b623ffffffff,1.0,0.0,0.0
848b627ffffffff,55.0,2.0,0.0
848b62bffffffff,3.0,0.0,0.0
848b631ffffffff,5.0,1.0,0.0
848b633ffffffff,7.0,0.0,0.0
848b635ffffffff,25.0,4.0,0.0
848b637ffffffff,220.0,0.0,0.0
848b63bffffffff,41.0,7.0,0.0
848b683ffffffff,6.0,0.0,0.0
848b68bffffffff,3.0,0.0,0.0
848b691ffffffff,4.0,0.0,0.0
848b693ffffffff,10.0,0.0,0.0
848b695ffffffff,6.0,0.0,0.0
848b699ffffffff,2.0,0.0,0.0
848b6cbffffffff,2.0,0.0,0.0
848b6e5ffffffff,16.0,0.0,0.0
848b6e7ffffffff,65.0,0.0,0.0
848b6edffffffff,72.0,8.0,0.0
848b709ffffffff,7.0,0.0,0.0
848b711ffffffff,1.0,0.0,0.0
848b713ffffffff,259.0,2.0,0.0
848b717ffffffff,18.0,0.0,0.0
848b71bffffffff,34.0,1.0,0.0
848b743ffffffff,1.0,0.0,0.0
848b745ffffffff,4.0,0.0,0.0
848b747ffffffff,20.0,0.0,0.0
848b755ffffffff,1.0,0.0,0.0
848b757ffffffff,7.0,0.0,0.0
848b763ffffffff,1.0,0.0,0.0
848b829ffffffff,2.0,0.0,0.0
848b849ffffffff,29.0,0.0,0.0
848b881ffffffff,1.0,0.0,0.0
848b8dbffffffff,3.0,0.0,0.0
848b999ffffffff,17.0,0.0,0.0
848b99dffffffff,38.0,0.0,0.0
848b9d5ffffffff,230.0,0.0,0.0
848b9d7ffffffff,2.0,0.0,0.0
848e65bffffffff,2.0,0.0,0.0
848f0d9ffffffff,2.0,0.0,0.0
848f0dbffffffff,4.0,0.0,0.0
848f2cbffffffff,2.0,0.0,0.0
848f401ffffffff,212.0,14.0,0.0
848f407ffffffff,41.0,4.0,0.0
848f423ffffffff,2.0,0.0,0.0
848f42bffffffff,2.0,0.0,0.0
848f435ffffffff,2.0,0.0,0.0
848f447ffffffff,2.0,0.0,0.0
848f44bffffffff,17.0,0.0,0.0
848f44dffffffff,2.0,0.0,0.0
848f455ffffffff,2.0,0.0,0.0
848f461ffffffff,20.0,2.0,0.0
848f463ffffffff,98.0,11.0,0.0
848f465ffffffff,11.0,0.0,0.0
848f485ffffffff,6.0,0.0,0.0
848f487ffffffff,2.0,0.0,0.0
848f489ffffffff,14.0,0.0,0.0
848f48dffffffff,26.0,0.0,0.0
848f4abffffffff,1.0,0.0,0.0
848f4c7ffffffff,13.0,0.0,0.0
848f5ddffffffff,1.0,0.0,0.0
848f611ffffffff,2.0,0.0,0.0
848f613ffffffff,10.0,0.0,0.0
848f619ffffffff,12.0,0.0,0.0
848f61bffffffff,37.0,0.0,0.0
848f625ffffffff,3.0,0.0,0.0
848f655ffffffff,33.0,0.0,0.0
848f657ffffffff,61.0,0.0,0.0
848f6b5ffffffff,6.0,4.0,0.0
848f6cdffffffff,1.0,0.0,0.0
848f6e9ffffffff,5.0,0.0,0.0
848f6ebffffffff,5.0,0.0,0.0
848f705ffffffff,2.0,0.0,0.0
848f70dffffffff,2.0,0.0,0.0
848f71bffffffff,26.0,0.0,0.0
848f71dffffffff,5.0,0.0,0.0
848f729ffffffff,1.0,0.0,0.0
848f72bffffffff,116.0,0.0,0.0
848f733ffffffff,2.0,2.0,0.0
848f73dffffffff,2.0,0.0,0.0
848f741ffffffff,2.0,0.0,0.0
848f745ffffffff,5.0,0.0,0.0
848f74bffffffff,7.0,0.0,0.0
848f763ffffffff,3.0,0.0,0.0
84a5961ffffffff,8.0,0.0,8.0
84a5969ffffffff,135.0,0.0,67.0
84a596dffffffff,2.0,0.0,0.0
84a880dffffffff,2.0,0.0,2.0
84a8829ffffffff,1.0,0.0,0.0
84a8831ffffffff,2.0,0.0,0.0
84a8839ffffffff,8.0,0.0,0.0
84a883bffffffff,20.0,0.0,4.0
84a8867ffffffff,17.0,0.0,7.0
84a886dffffffff,4.0,0.0,0.0
84a8911ffffffff,11.0,0.0,0.0
84a8917ffffffff,203.0,0.0,79.0
84a8919ffffffff,9.0,0.0,0.0
84a891dffffffff,15.0,0.0,0.0
84a8951ffffffff,4.0,0.0,0.0
84a8953ffffffff,36.0,0.0,7.0
84a8a03ffffffff,75.0,0.0,0.0
84a8a07ffffffff,178.0,0.0,8.0
84a8a13ffffffff,1.0,0.0,0.0
84a8a15ffffffff,4.0,0.0,0.0
84a8a19ffffffff,2.0,0.0,0.0
84a8a1dffffffff,10.0,0.0,0.0
84a8a21ffffffff,47.0,0.0,11.0
84a8a23ffffffff,387.0,0.0,144.0
84a8a25ffffffff,13.0,0.0,0.0
84a8a27ffffffff,75.0,0.0,14.0
84a8a2bffffffff,57.0,0.0,0.0
84a8a39ffffffff,14.0,0.0,5.0
84a8a3dffffffff,86.0,0.0,4.0
84a8b11ffffffff,2.0,0.0,0.0
84a8b13ffffffff,11.0,0.0,2.0
84a8b1bffffffff,21.0,0.0,2.0
84a8c97ffffffff,14.0,0.0,0.0
