cell_id,Colaptes rubiginosus,Colaptes rubiginosus aeruginosus,Colaptes rubiginosus [rubiginosus Group],Colaptes rubiginosus rubripileus
84452d9ffffffff,41.0,0.0,8.0,0.0
84452dbffffffff,19.0,0.0,0.0,0.0
84452ddffffffff,15.0,0.0,0.0,0.0
84452e1ffffffff,3576.0,0.0,0.0,0.0
84452e3ffffffff,230.0,0.0,0.0,0.0
84452e5ffffffff,794.0,0.0,0.0,0.0
84452e7ffffffff,163.0,0.0,0.0,0.0
84452e9ffffffff,91.0,0.0,0.0,0.0
84452ebffffffff,553.0,0.0,67.0,0.0
84452edffffffff,231.0,0.0,0.0,0.0
8445309ffffffff,23.0,0.0,0.0,0.0
844530dffffffff,4.0,0.0,0.0,0.0
8445319ffffffff,10.0,0.0,0.0,0.0
844532bffffffff,2.0,0.0,0.0,0.0
8445343ffffffff,118.0,0.0,0.0,0.0
8445349ffffffff,6.0,0.0,0.0,0.0
844534bffffffff,2.0,0.0,0.0,0.0
844534dffffffff,4.0,0.0,0.0,0.0
8445351ffffffff,224.0,0.0,0.0,0.0
8445353ffffffff,15.0,0.0,0.0,0.0
8445355ffffffff,34.0,0.0,0.0,0.0
8445359ffffffff,1.0,0.0,0.0,0.0
844535bffffffff,2.0,0.0,0.0,0.0
844535dffffffff,2.0,0.0,0.0,0.0
8445363ffffffff,4.0,0.0,0.0,0.0
8445365ffffffff,33.0,0.0,0.0,0.0
8445649ffffffff,48.0,0.0,5.0,0.0
8445721ffffffff,66.0,0.0,28.0,0.0
8445723ffffffff,1.0,0.0,0.0,0.0
8445725ffffffff,1.0,0.0,1.0,0.0
8445727ffffffff,2.0,0.0,2.0,0.0
8445761ffffffff,9.0,0.0,2.0,0.0
8445765ffffffff,6.0,0.0,5.0,0.0
8445767ffffffff,2.0,0.0,0.0,0.0
8445769ffffffff,1.0,0.0,0.0,0.0
8448a21ffffffff,350.0,115.0,0.0,0.0
8448a29ffffffff,9.0,3.0,0.0,0.0
8448a2dffffffff,13.0,0.0,0.0,0.0
8448a67ffffffff,7.0,6.0,0.0,0.0
8448b5bffffffff,6.0,2.0,0.0,0.0
8449903ffffffff,24.0,3.0,0.0,0.0
8449905ffffffff,6.0,4.0,0.0,0.0
844990bffffffff,2.0,0.0,0.0,0.0
844990dffffffff,3.0,0.0,0.0,0.0
8449911ffffffff,8.0,2.0,0.0,0.0
8449913ffffffff,15.0,6.0,0.0,0.0
8449917ffffffff,5.0,3.0,0.0,0.0
844991dffffffff,11.0,8.0,0.0,0.0
844993bffffffff,4.0,4.0,0.0,0.0
844993dffffffff,1.0,0.0,0.0,0.0
8449961ffffffff,208.0,95.0,0.0,0.0
8449963ffffffff,1123.0,691.0,0.0,0.0
8449969ffffffff,76.0,1.0,0.0,0.0
844996bffffffff,108.0,11.0,0.0,0.0
8449981ffffffff,36.0,17.0,0.0,0.0
8449983ffffffff,2.0,2.0,0.0,0.0
8449985ffffffff,2.0,2.0,0.0,0.0
8449987ffffffff,295.0,161.0,0.0,0.0
844998dffffffff,1.0,0.0,0.0,0.0
84499a3ffffffff,2.0,0.0,0.0,0.0
84499b1ffffffff,15.0,3.0,0.0,0.0
84499b5ffffffff,3.0,2.0,0.0,0.0
84499b7ffffffff,3.0,1.0,0.0,0.0
84499bdffffffff,1.0,1.0,0.0,0.0
84499c5ffffffff,37.0,8.0,0.0,0.0
84499c7ffffffff,3.0,0.0,0.0,0.0
84499cdffffffff,4.0,1.0,0.0,0.0
84499e3ffffffff,12.0,12.0,0.0,0.0
84499ebffffffff,3.0,0.0,0.0,0.0
845f00bffffffff,7.0,0.0,0.0,0.0
845f011ffffffff,2.0,0.0,0.0,0.0
845f035ffffffff,123.0,0.0,0.0,0.0
845f03dffffffff,2.0,0.0,2.0,0.0
845f105ffffffff,1.0,0.0,0.0,0.0
845f143ffffffff,2.0,0.0,0.0,0.0
845f299ffffffff,1.0,0.0,0.0,0.0
845f407ffffffff,2.0,0.0,0.0,0.0
845f42bffffffff,6.0,0.0,0.0,0.0
845f483ffffffff,1.0,0.0,0.0,0.0
845f487ffffffff,14.0,0.0,0.0,0.0
845f4a3ffffffff,1.0,0.0,0.0,0.0
845f4a7ffffffff,9.0,0.0,0.0,0.0
845f4abffffffff,6.0,0.0,0.0,0.0
845f4b9ffffffff,1.0,0.0,1.0,0.0
845f4bdffffffff,17.0,0.0,0.0,0.0
845f549ffffffff,2.0,0.0,0.0,0.0
845f581ffffffff,2.0,0.0,0.0,0.0
845f583ffffffff,995.0,0.0,0.0,0.0
845f587ffffffff,2.0,0.0,0.0,0.0
845f58bffffffff,1.0,0.0,0.0,0.0
845f595ffffffff,2.0,0.0,0.0,0.0
845f59bffffffff,1.0,0.0,0.0,0.0
845f5b5ffffffff,403.0,0.0,0.0,0.0
845f5b9ffffffff,15.0,0.0,0.0,0.0
845f5bdffffffff,14.0,0.0,0.0,0.0
845f711ffffffff,79.0,0.0,1.0,0.0
845f713ffffffff,2.0,0.0,0.0,0.0
845f755ffffffff,3.0,0.0,0.0,0.0
845f759ffffffff,19.0,0.0,0.0,0.0
845f75dffffffff,4.0,0.0,0.0,0.0
846601bffffffff,71.0,0.0,0.0,0.0
8466059ffffffff,1.0,0.0,1.0,0.0
8466083ffffffff,1.0,0.0,0.0,0.0
8466085ffffffff,4.0,0.0,0.0,0.0
8466087ffffffff,19.0,0.0,0.0,0.0
8466089ffffffff,60.0,0.0,0.0,0.0
846608bffffffff,10.0,0.0,0.0,0.0
846608dffffffff,142.0,0.0,0.0,0.0
8466093ffffffff,1.0,0.0,0.0,0.0
8466095ffffffff,1.0,0.0,0.0,0.0
8466097ffffffff,3.0,0.0,0.0,0.0
84660abffffffff,4.0,0.0,0.0,0.0
84660b3ffffffff,23.0,0.0,0.0,0.0
84660b5ffffffff,3.0,0.0,0.0,0.0
84660b7ffffffff,25.0,0.0,0.0,0.0
84660b9ffffffff,42.0,0.0,0.0,0.0
84660bbffffffff,21.0,0.0,0.0,0.0
84660bdffffffff,20.0,0.0,0.0,0.0
84660c1ffffffff,7.0,0.0,0.0,0.0
84660c3ffffffff,10.0,0.0,0.0,0.0
84660c5ffffffff,6.0,0.0,0.0,0.0
84660c7ffffffff,1.0,0.0,0.0,0.0
84660c9ffffffff,2.0,0.0,0.0,0.0
84660cbffffffff,26.0,0.0,0.0,0.0
84660cdffffffff,4.0,0.0,0.0,0.0
84660dbffffffff,2.0,0.0,0.0,0.0
84660ddffffffff,23.0,0.0,0.0,0.0
8466113ffffffff,2.0,0.0,0.0,0.0
8466181ffffffff,29.0,0.0,0.0,0.0
8466183ffffffff,484.0,0.0,0.0,0.0
8466185ffffffff,6.0,0.0,0.0,0.0
8466187ffffffff,40.0,0.0,0.0,0.0
8466189ffffffff,5.0,0.0,0.0,0.0
846618bffffffff,114.0,0.0,0.0,0.0
846618dffffffff,11.0,0.0,0.0,0.0
8466191ffffffff,27.0,0.0,0.0,0.0
8466193ffffffff,67.0,0.0,0.0,0.0
8466195ffffffff,93.0,0.0,0.0,0.0
8466197ffffffff,283.0,0.0,0.0,0.0
8466199ffffffff,23.0,0.0,0.0,0.0
846619bffffffff,22.0,0.0,0.0,0.0
846619dffffffff,386.0,0.0,0.0,0.0
84661b1ffffffff,786.0,0.0,54.0,0.0
84661b3ffffffff,230.0,0.0,5.0,0.0
84661b7ffffffff,17.0,0.0,0.0,0.0
84661b9ffffffff,735.0,0.0,2.0,0.0
84661bbffffffff,818.0,0.0,10.0,0.0
84661bdffffffff,12.0,0.0,0.0,0.0
84661c3ffffffff,13.0,0.0,0.0,0.0
84661d1ffffffff,141.0,0.0,0.0,0.0
84661d5ffffffff,97.0,0.0,0.0,0.0
84661d7ffffffff,27.0,0.0,0.0,0.0
84661ddffffffff,6.0,0.0,0.0,0.0
84661ebffffffff,4.0,0.0,0.0,0.0
8466201ffffffff,2.0,0.0,0.0,0.0
8466205ffffffff,11.0,0.0,0.0,0.0
8466207ffffffff,5.0,0.0,0.0,0.0
8466211ffffffff,2.0,0.0,0.0,0.0
8466213ffffffff,9.0,0.0,0.0,0.0
8466217ffffffff,233.0,0.0,0.0,0.0
8466221ffffffff,5.0,0.0,0.0,0.0
846622bffffffff,1812.0,0.0,66.0,0.0
846623dffffffff,48.0,0.0,6.0,0.0
8466291ffffffff,92.0,0.0,4.0,0.0
8466293ffffffff,3.0,0.0,0.0,0.0
8466295ffffffff,8.0,0.0,0.0,0.0
8466299ffffffff,22.0,0.0,0.0,0.0
846629dffffffff,31.0,0.0,3.0,0.0
84662b1ffffffff,4.0,0.0,0.0,0.0
84662b7ffffffff,17.0,0.0,0.0,0.0
84662bbffffffff,1.0,0.0,0.0,0.0
84662d3ffffffff,12.0,0.0,0.0,0.0
84662dbffffffff,4.0,0.0,0.0,0.0
84662e1ffffffff,3.0,0.0,0.0,0.0
84662e5ffffffff,7.0,0.0,0.0,0.0
84662e9ffffffff,7.0,0.0,0.0,0.0
8466313ffffffff,4.0,0.0,0.0,0.0
846631bffffffff,1.0,0.0,0.0,0.0
8466529ffffffff,2.0,0.0,0.0,0.0
8466563ffffffff,3.0,0.0,0.0,0.0
8466565ffffffff,1.0,0.0,0.0,0.0
8466569ffffffff,3.0,0.0,0.0,0.0
846656dffffffff,15.0,0.0,0.0,0.0
8466721ffffffff,2.0,0.0,0.0,0.0
8466723ffffffff,3.0,0.0,0.0,0.0
8466735ffffffff,1.0,0.0,0.0,0.0
8466a01ffffffff,52.0,0.0,0.0,0.0
8466a05ffffffff,8.0,0.0,0.0,0.0
8466a2dffffffff,64.0,0.0,1.0,0.0
8466a33ffffffff,29.0,0.0,2.0,0.0
8466b41ffffffff,297.0,0.0,0.0,0.0
8466b43ffffffff,20.0,0.0,0.0,0.0
8466b45ffffffff,125.0,0.0,0.0,0.0
8466b47ffffffff,3.0,0.0,0.0,0.0
8466b49ffffffff,1163.0,0.0,0.0,0.0
8466b4dffffffff,1137.0,0.0,0.0,0.0
8466b51ffffffff,173.0,0.0,8.0,0.0
8466b53ffffffff,7.0,0.0,0.0,0.0
8466b55ffffffff,675.0,0.0,0.0,0.0
8466b5bffffffff,63.0,0.0,1.0,0.0
8466b5dffffffff,71.0,0.0,0.0,0.0
8466c01ffffffff,1.0,0.0,0.0,0.0
8466c0dffffffff,72.0,0.0,0.0,0.0
8466c21ffffffff,23.0,0.0,0.0,0.0
8466c25ffffffff,2.0,0.0,0.0,0.0
8466c29ffffffff,39.0,0.0,0.0,0.0
8466c2dffffffff,15.0,0.0,0.0,0.0
8466c45ffffffff,8.0,0.0,0.0,0.0
8466c47ffffffff,17.0,0.0,0.0,0.0
8466c49ffffffff,3.0,0.0,0.0,0.0
8466c4dffffffff,12.0,0.0,0.0,0.0
8466c63ffffffff,91.0,0.0,0.0,0.0
8466c65ffffffff,36.0,0.0,0.0,0.0
8466c67ffffffff,51.0,0.0,0.0,0.0
8466c69ffffffff,22.0,0.0,0.0,0.0
8466c6bffffffff,14.0,0.0,0.0,0.0
8466c6dffffffff,551.0,0.0,2.0,0.0
8466d01ffffffff,3.0,0.0,0.0,0.0
8466d03ffffffff,50.0,0.0,0.0,0.0
8466d05ffffffff,13.0,0.0,0.0,1.0
8466d07ffffffff,1.0,0.0,0.0,0.0
8466d0bffffffff,88.0,0.0,0.0,0.0
8466d15ffffffff,1.0,0.0,0.0,0.0
8466d1bffffffff,4.0,0.0,0.0,0.0
8466d21ffffffff,2.0,0.0,0.0,0.0
8466d23ffffffff,5.0,0.0,0.0,0.0
8466d25ffffffff,13.0,0.0,0.0,0.0
8466d27ffffffff,26.0,0.0,0.0,0.0
8466d31ffffffff,2110.0,0.0,0.0,200.0
8466d33ffffffff,5.0,0.0,0.0,0.0
8466d35ffffffff,1521.0,0.0,0.0,149.0
8466d37ffffffff,138.0,0.0,0.0,8.0
8466d39ffffffff,31.0,0.0,0.0,0.0
8466d3bffffffff,1.0,0.0,0.0,0.0
8466d3dffffffff,51.0,0.0,0.0,0.0
8466d59ffffffff,2.0,0.0,0.0,0.0
8466da1ffffffff,2.0,0.0,0.0,0.0
8466da7ffffffff,7.0,0.0,0.0,0.0
8466dadffffffff,24.0,0.0,0.0,0.0
8466de1ffffffff,854.0,0.0,88.0,0.0
8466de9ffffffff,11.0,0.0,1.0,0.0
8466debffffffff,4.0,0.0,0.0,0.0
8466dedffffffff,51.0,0.0,2.0,0.0
8466e03ffffffff,9.0,0.0,0.0,0.0
8466e07ffffffff,3.0,0.0,0.0,0.0
8466e09ffffffff,21.0,0.0,0.0,0.0
8466e0bffffffff,128.0,0.0,0.0,0.0
8466e0dffffffff,20.0,0.0,0.0,0.0
8466e11ffffffff,4.0,0.0,0.0,0.0
8466e15ffffffff,2.0,0.0,0.0,0.0
8466e1dffffffff,2.0,0.0,0.0,0.0
8466e27ffffffff,3.0,0.0,0.0,0.0
8466e2dffffffff,8.0,0.0,0.0,0.0
8466e3dffffffff,4.0,0.0,0.0,0.0
8466e41ffffffff,11.0,0.0,0.0,0.0
8466e43ffffffff,11.0,0.0,0.0,0.0
8466e45ffffffff,2.0,0.0,0.0,0.0
8466e47ffffffff,31.0,0.0,0.0,0.0
8466e4bffffffff,3.0,0.0,0.0,0.0
8466e51ffffffff,14.0,0.0,0.0,0.0
8466e53ffffffff,2.0,0.0,0.0,0.0
8466e55ffffffff,89.0,0.0,0.0,0.0
8466e57ffffffff,64.0,0.0,0.0,0.0
8466e59ffffffff,74.0,0.0,0.0,0.0
8466e5dffffffff,20.0,0.0,0.0,0.0
8466e61ffffffff,25.0,0.0,0.0,0.0
8466e63ffffffff,5.0,0.0,0.0,0.0
8466e65ffffffff,1581.0,0.0,77.0,0.0
8466e67ffffffff,245.0,0.0,0.0,0.0
8466e69ffffffff,146.0,0.0,0.0,0.0
8466e6dffffffff,2154.0,0.0,8.0,0.0
8466ee5ffffffff,3.0,0.0,0.0,0.0
8466f03ffffffff,27.0,0.0,0.0,0.0
8466f0bffffffff,17.0,0.0,0.0,0.0
8466f11ffffffff,4.0,0.0,0.0,0.0
8466f13ffffffff,1.0,0.0,0.0,0.0
8466f15ffffffff,41.0,0.0,0.0,0.0
8466f17ffffffff,27.0,0.0,0.0,0.0
8466f19ffffffff,46.0,0.0,0.0,0.0
8466f1bffffffff,1.0,0.0,0.0,0.0
8466f1dffffffff,1827.0,0.0,19.0,0.0
8466f33ffffffff,4.0,0.0,0.0,0.0
8466f35ffffffff,3.0,0.0,0.0,0.0
8466f37ffffffff,1.0,0.0,0.0,0.0
8466f3bffffffff,7.0,0.0,0.0,0.0
8466f51ffffffff,9.0,0.0,0.0,0.0
8466f53ffffffff,39.0,0.0,0.0,0.0
8466f57ffffffff,519.0,0.0,1.0,0.0
8466f59ffffffff,111.0,0.0,1.0,0.0
8466f5bffffffff,216.0,0.0,0.0,0.0
8466f5dffffffff,15.0,0.0,0.0,0.0
8467413ffffffff,506.0,0.0,0.0,0.0
8467417ffffffff,66.0,0.0,0.0,0.0
8467425ffffffff,1.0,0.0,0.0,0.0
8467433ffffffff,13.0,0.0,0.0,0.0
8467437ffffffff,81.0,0.0,5.0,0.0
846743bffffffff,8.0,0.0,0.0,0.0
846743dffffffff,9.0,0.0,0.0,0.0
84674c1ffffffff,2.0,0.0,0.0,0.0
84674c5ffffffff,58.0,0.0,0.0,0.0
84674c7ffffffff,2.0,0.0,0.0,0.0
84674cdffffffff,7.0,0.0,0.0,0.0
84674e5ffffffff,4.0,0.0,0.0,0.0
84674e9ffffffff,147.0,0.0,0.0,0.0
84674ebffffffff,5.0,0.0,0.0,0.0
84674edffffffff,179.0,0.0,5.0,0.0
8467519ffffffff,20.0,0.0,0.0,0.0
84675a5ffffffff,27.0,0.0,0.0,0.0
84675adffffffff,17.0,0.0,0.0,0.0
84675c1ffffffff,8.0,0.0,2.0,0.0
84675c7ffffffff,6.0,0.0,0.0,0.0
84675c9ffffffff,1.0,0.0,0.0,0.0
84675cbffffffff,17.0,0.0,0.0,0.0
84675ddffffffff,4.0,0.0,0.0,0.0
84675e1ffffffff,2.0,0.0,0.0,0.0
84675e3ffffffff,9.0,0.0,0.0,0.0
84675ebffffffff,33.0,0.0,0.0,0.0
846790dffffffff,10.0,0.0,0.0,0.0
8467921ffffffff,10.0,0.0,0.0,0.0
8467923ffffffff,4.0,0.0,0.0,0.0
8467925ffffffff,5.0,0.0,0.0,0.0
8467927ffffffff,2.0,0.0,0.0,0.0
846792dffffffff,7.0,0.0,0.0,0.0
8467931ffffffff,2.0,0.0,0.0,0.0
8467949ffffffff,2.0,0.0,0.0,0.0
846794bffffffff,1.0,0.0,0.0,0.0
8467961ffffffff,24.0,0.0,0.0,0.0
8467963ffffffff,23.0,0.0,0.0,0.0
8467969ffffffff,2.0,0.0,0.0,0.0
846796bffffffff,2.0,0.0,0.0,0.0
84679a7ffffffff,36.0,0.0,0.0,0.0
8467b27ffffffff,5.0,0.0,0.0,0.0
846d049ffffffff,5.0,0.0,2.0,0.0
846d04bffffffff,8.0,0.0,0.0,0.0
846d04dffffffff,8.0,0.0,2.0,0.0
846d053ffffffff,10.0,0.0,0.0,0.0
846d059ffffffff,77.0,0.0,13.0,0.0
846d05bffffffff,643.0,0.0,450.0,0.0
846d203ffffffff,7.0,0.0,0.0,0.0
846d207ffffffff,50.0,0.0,2.0,0.0
846d20dffffffff,4.0,0.0,0.0,0.0
846d211ffffffff,5.0,0.0,0.0,0.0
846d215ffffffff,2.0,0.0,0.0,0.0
846d219ffffffff,2.0,0.0,0.0,0.0
846d21bffffffff,99.0,0.0,41.0,0.0
846d21dffffffff,101.0,0.0,23.0,0.0
846d221ffffffff,2.0,0.0,0.0,0.0
846d223ffffffff,32.0,0.0,9.0,0.0
846d225ffffffff,2.0,0.0,0.0,0.0
846d22bffffffff,6.0,0.0,0.0,0.0
846d231ffffffff,9.0,0.0,0.0,0.0
846d235ffffffff,1.0,0.0,1.0,0.0
846d237ffffffff,4.0,0.0,0.0,0.0
846d239ffffffff,52.0,0.0,28.0,0.0
846d23bffffffff,36.0,0.0,8.0,0.0
846d23dffffffff,278.0,0.0,87.0,0.0
846d243ffffffff,2.0,0.0,0.0,0.0
846d251ffffffff,1.0,0.0,0.0,0.0
846d255ffffffff,19.0,0.0,2.0,0.0
846d257ffffffff,4.0,0.0,0.0,0.0
846d25dffffffff,22.0,0.0,0.0,0.0
846d26bffffffff,2.0,0.0,0.0,0.0
846d281ffffffff,16.0,0.0,0.0,0.0
846d283ffffffff,734.0,0.0,1.0,0.0
846d285ffffffff,15.0,0.0,2.0,0.0
846d287ffffffff,77.0,0.0,0.0,0.0
846d289ffffffff,8.0,0.0,0.0,0.0
846d28bffffffff,3.0,0.0,0.0,0.0
846d28dffffffff,8.0,0.0,0.0,0.0
846d291ffffffff,782.0,0.0,7.0,0.0
846d293ffffffff,38.0,0.0,0.0,0.0
846d295ffffffff,1617.0,0.0,13.0,0.0
846d297ffffffff,68.0,0.0,0.0,0.0
846d299ffffffff,87.0,0.0,16.0,0.0
846d29bffffffff,7.0,0.0,0.0,0.0
846d29dffffffff,2.0,0.0,0.0,0.0
846d2a1ffffffff,9.0,0.0,6.0,0.0
846d2a3ffffffff,5.0,0.0,0.0,0.0
846d2a9ffffffff,118.0,0.0,26.0,0.0
846d2abffffffff,47.0,0.0,16.0,0.0
846d2adffffffff,2.0,0.0,0.0,0.0
846d2b9ffffffff,1628.0,0.0,14.0,0.0
846d2bbffffffff,4.0,0.0,0.0,0.0
846d2bdffffffff,31.0,0.0,0.0,0.0
846d2c1ffffffff,21.0,0.0,14.0,0.0
846d2c3ffffffff,21.0,0.0,0.0,0.0
846d2c5ffffffff,11.0,0.0,4.0,0.0
846d2c7ffffffff,56.0,0.0,2.0,0.0
846d2c9ffffffff,270.0,0.0,62.0,0.0
846d2cbffffffff,52.0,0.0,22.0,0.0
846d2cdffffffff,6.0,0.0,0.0,0.0
846d2d1ffffffff,819.0,0.0,75.0,0.0
846d2d3ffffffff,372.0,0.0,75.0,0.0
846d2d5ffffffff,4.0,0.0,0.0,0.0
846d2d7ffffffff,2434.0,0.0,945.0,0.0
846d2d9ffffffff,22.0,0.0,9.0,0.0
846d2dbffffffff,13.0,0.0,2.0,0.0
846d2ddffffffff,13.0,0.0,8.0,0.0
846d2e3ffffffff,26.0,0.0,4.0,0.0
846d2e5ffffffff,80.0,0.0,57.0,0.0
846d2e7ffffffff,5.0,0.0,0.0,0.0
846d2e9ffffffff,20.0,0.0,6.0,0.0
846d2ebffffffff,101.0,0.0,16.0,0.0
846d2edffffffff,2.0,0.0,0.0,0.0
846d303ffffffff,25.0,0.0,0.0,0.0
846d305ffffffff,52.0,0.0,12.0,0.0
846d307ffffffff,33.0,0.0,0.0,0.0
846d30dffffffff,142.0,0.0,30.0,0.0
846d311ffffffff,4.0,0.0,1.0,0.0
846d315ffffffff,18.0,0.0,0.0,0.0
846d319ffffffff,56.0,0.0,20.0,0.0
846d31bffffffff,9.0,0.0,0.0,0.0
846d34bffffffff,45.0,0.0,5.0,0.0
846d35dffffffff,277.0,0.0,43.0,0.0
846d361ffffffff,4.0,0.0,0.0,0.0
846d363ffffffff,1.0,0.0,0.0,0.0
846d369ffffffff,4.0,0.0,0.0,0.0
846d36bffffffff,1.0,0.0,0.0,0.0
846d609ffffffff,246.0,0.0,0.0,0.0
846d60dffffffff,6.0,0.0,0.0,0.0
846d619ffffffff,2.0,0.0,0.0,0.0
846d61bffffffff,24.0,0.0,0.0,0.0
846d641ffffffff,62.0,0.0,0.0,0.0
846d643ffffffff,23.0,0.0,0.0,0.0
846d645ffffffff,1418.0,0.0,0.0,0.0
846d647ffffffff,1.0,0.0,0.0,0.0
846d649ffffffff,3.0,0.0,0.0,0.0
846d64bffffffff,158.0,0.0,0.0,0.0
846d64dffffffff,98.0,0.0,0.0,0.0
846d651ffffffff,834.0,0.0,0.0,0.0
846d653ffffffff,493.0,0.0,0.0,0.0
846d655ffffffff,211.0,0.0,0.0,0.0
846d657ffffffff,72.0,0.0,0.0,0.0
846d659ffffffff,14.0,0.0,0.0,0.0
846d65bffffffff,36.0,0.0,0.0,0.0
846d65dffffffff,53.0,0.0,0.0,0.0
846d663ffffffff,1.0,0.0,0.0,0.0
846d665ffffffff,69.0,0.0,0.0,0.0
846d667ffffffff,9.0,0.0,0.0,0.0
846d669ffffffff,7.0,0.0,0.0,0.0
846d66bffffffff,2.0,0.0,0.0,0.0
846d66dffffffff,552.0,0.0,0.0,0.0
