cell_id,Anaplectes rubriceps,Anaplectes rubriceps leuconotos,Anaplectes rubriceps rubriceps
847532bffffffff,2.0,0.0,0.0
847a401ffffffff,41.0,0.0,0.0
847a403ffffffff,15.0,0.0,0.0
847a405ffffffff,12.0,0.0,0.0
847a407ffffffff,77.0,1.0,0.0
847a40bffffffff,14.0,0.0,0.0
847a40dffffffff,10.0,0.0,0.0
847a413ffffffff,49.0,0.0,0.0
847a415ffffffff,3.0,0.0,0.0
847a419ffffffff,2.0,0.0,0.0
847a41bffffffff,4.0,0.0,0.0
847a41dffffffff,24.0,0.0,0.0
847a43bffffffff,4.0,0.0,0.0
847a443ffffffff,2.0,0.0,0.0
847a453ffffffff,15.0,0.0,0.0
847a457ffffffff,35.0,0.0,0.0
847a459ffffffff,34.0,0.0,0.0
847a45dffffffff,9.0,0.0,0.0
847a481ffffffff,30.0,0.0,0.0
847a483ffffffff,25.0,1.0,0.0
847a489ffffffff,14.0,0.0,0.0
847a48dffffffff,9.0,0.0,0.0
847a495ffffffff,3.0,0.0,0.0
847a4b5ffffffff,2.0,0.0,0.0
847a4b9ffffffff,1.0,0.0,0.0
847a4bdffffffff,2.0,1.0,0.0
847a4c1ffffffff,24.0,0.0,0.0
847a4c3ffffffff,1.0,0.0,0.0
847a4c5ffffffff,8.0,0.0,0.0
847a4c7ffffffff,2.0,0.0,0.0
847a4c9ffffffff,1.0,0.0,0.0
847a4cbffffffff,4.0,0.0,0.0
847a4cdffffffff,13.0,0.0,0.0
847a4dbffffffff,2.0,0.0,0.0
847a4ddffffffff,1.0,0.0,0.0
847a4e3ffffffff,7.0,0.0,0.0
847a533ffffffff,4.0,0.0,0.0
847a5adffffffff,8.0,0.0,0.0
847a601ffffffff,5.0,0.0,0.0
847a609ffffffff,28.0,0.0,0.0
847a60bffffffff,3.0,0.0,0.0
847a615ffffffff,2.0,0.0,0.0
847a61bffffffff,2.0,0.0,0.0
847a61dffffffff,5.0,0.0,0.0
847a631ffffffff,3.0,0.0,0.0
847a637ffffffff,2.0,0.0,0.0
847a63bffffffff,1.0,0.0,0.0
847a641ffffffff,27.0,0.0,0.0
847a647ffffffff,1.0,0.0,0.0
847a651ffffffff,2.0,0.0,0.0
847a653ffffffff,22.0,3.0,0.0
847a655ffffffff,5.0,0.0,0.0
847a657ffffffff,39.0,0.0,0.0
847a659ffffffff,19.0,2.0,0.0
847a65dffffffff,2.0,0.0,0.0
847a66dffffffff,3.0,0.0,0.0
847a681ffffffff,38.0,0.0,0.0
847a683ffffffff,82.0,0.0,0.0
847a689ffffffff,4.0,0.0,0.0
847a68bffffffff,9.0,0.0,0.0
847a69dffffffff,3.0,0.0,0.0
847a6a1ffffffff,116.0,0.0,0.0
847a6a3ffffffff,2.0,0.0,0.0
847a6a5ffffffff,13.0,0.0,0.0
847a6a7ffffffff,2.0,0.0,0.0
847a6a9ffffffff,3.0,0.0,0.0
847a6adffffffff,93.0,0.0,0.0
847a6b1ffffffff,1.0,0.0,0.0
847a6b5ffffffff,7.0,0.0,0.0
847a6b7ffffffff,4.0,0.0,0.0
847a6bbffffffff,1.0,0.0,0.0
847a6c3ffffffff,2.0,0.0,0.0
847a6d1ffffffff,85.0,0.0,0.0
847a6d3ffffffff,4.0,0.0,0.0
847a6d5ffffffff,4.0,0.0,0.0
847a6d9ffffffff,40.0,0.0,0.0
847a6dbffffffff,23.0,0.0,0.0
847a6e1ffffffff,10.0,0.0,0.0
847a6e5ffffffff,8.0,0.0,0.0
847a6e7ffffffff,13.0,0.0,0.0
847a6e9ffffffff,1.0,0.0,0.0
847a6edffffffff,2.0,0.0,0.0
847ac15ffffffff,9.0,0.0,0.0
847ac81ffffffff,94.0,0.0,0.0
847aca1ffffffff,1.0,0.0,0.0
847acc5ffffffff,2.0,0.0,0.0
847accdffffffff,7.0,0.0,0.0
847acd5ffffffff,57.0,0.0,0.0
847acd7ffffffff,2.0,0.0,0.0
847ad93ffffffff,12.0,0.0,0.0
847ad95ffffffff,3.0,0.0,0.0
847ad97ffffffff,1.0,0.0,0.0
847ad99ffffffff,7.0,0.0,0.0
847ada9ffffffff,1.0,0.0,0.0
847ae81ffffffff,9.0,0.0,0.0
847ae85ffffffff,27.0,0.0,0.0
847ae87ffffffff,13.0,0.0,0.0
847ae8bffffffff,2.0,0.0,0.0
847ae91ffffffff,7.0,0.0,0.0
847ae95ffffffff,2.0,0.0,0.0
847ae97ffffffff,2.0,0.0,0.0
847ae99ffffffff,3.0,0.0,0.0
847ae9bffffffff,16.0,0.0,0.0
847ae9dffffffff,6.0,0.0,0.0
847aea3ffffffff,4.0,0.0,0.0
847aea7ffffffff,4.0,0.0,0.0
847aeabffffffff,7.0,0.0,0.0
847aedbffffffff,1.0,0.0,0.0
847b4b1ffffffff,2.0,0.0,0.0
847b4b3ffffffff,3.0,0.0,0.0
847b4b7ffffffff,8.0,0.0,0.0
847b6bbffffffff,3.0,0.0,0.0
848304dffffffff,1.0,0.0,0.0
8483125ffffffff,3.0,0.0,0.0
848320dffffffff,2.0,0.0,0.0
8483263ffffffff,1.0,0.0,0.0
848333dffffffff,1.0,0.0,0.0
8496009ffffffff,13.0,0.0,5.0
8496015ffffffff,6.0,0.0,1.0
849602dffffffff,2.0,0.0,0.0
849603bffffffff,1.0,0.0,0.0
8496047ffffffff,5.0,0.0,0.0
8496051ffffffff,2.0,0.0,0.0
849608dffffffff,1.0,0.0,0.0
84960b1ffffffff,4.0,0.0,0.0
84960e7ffffffff,2.0,0.0,0.0
84960edffffffff,4.0,0.0,2.0
849615dffffffff,10.0,0.0,4.0
8496201ffffffff,7.0,0.0,0.0
8496203ffffffff,5.0,0.0,0.0
8496207ffffffff,19.0,0.0,0.0
8496215ffffffff,1.0,0.0,0.0
849622bffffffff,4.0,0.0,0.0
849622dffffffff,2.0,0.0,0.0
8496233ffffffff,6.0,0.0,0.0
8496239ffffffff,7.0,0.0,0.0
849623bffffffff,25.0,0.0,0.0
849624dffffffff,6.0,0.0,0.0
8496263ffffffff,7.0,0.0,0.0
8496283ffffffff,2.0,0.0,2.0
8496287ffffffff,6.0,0.0,0.0
84962abffffffff,1.0,0.0,0.0
84962b9ffffffff,1.0,0.0,0.0
84962c9ffffffff,49.0,0.0,19.0
84962d7ffffffff,4.0,0.0,0.0
84962e5ffffffff,8.0,0.0,7.0
8496335ffffffff,3.0,0.0,0.0
8496365ffffffff,20.0,0.0,0.0
8496815ffffffff,2.0,0.0,0.0
8496843ffffffff,2.0,0.0,0.0
84968c9ffffffff,4.0,0.0,0.0
8496901ffffffff,3.0,0.0,0.0
8496905ffffffff,9.0,0.0,0.0
8496907ffffffff,68.0,1.0,0.0
8496909ffffffff,1.0,0.0,0.0
8496921ffffffff,133.0,0.0,0.0
8496925ffffffff,123.0,0.0,0.0
849692bffffffff,67.0,2.0,0.0
849692dffffffff,3.0,0.0,0.0
8496931ffffffff,1.0,0.0,0.0
8496935ffffffff,20.0,0.0,0.0
8496937ffffffff,3.0,0.0,0.0
849693dffffffff,62.0,0.0,0.0
84969a5ffffffff,4.0,0.0,0.0
8496a15ffffffff,5.0,0.0,0.0
8496a27ffffffff,4.0,0.0,0.0
8496a59ffffffff,21.0,0.0,0.0
8496ab9ffffffff,3.0,0.0,0.0
8496b13ffffffff,11.0,0.0,0.0
8496b19ffffffff,47.0,0.0,0.0
8496b1bffffffff,19.0,0.0,0.0
8496b2dffffffff,2.0,0.0,0.0
8496b53ffffffff,14.0,0.0,0.0
8496b57ffffffff,18.0,0.0,0.0
8496b63ffffffff,19.0,0.0,0.0
8496b6dffffffff,4.0,0.0,0.0
8496e49ffffffff,5.0,0.0,0.0
8497015ffffffff,4.0,0.0,0.0
8497035ffffffff,4.0,0.0,0.0
849703dffffffff,1.0,0.0,0.0
8497051ffffffff,3.0,0.0,0.0
8497053ffffffff,2.0,0.0,0.0
84970a3ffffffff,1.0,0.0,0.0
84970a7ffffffff,2.0,0.0,0.0
84970c5ffffffff,1.0,0.0,0.0
84970c9ffffffff,2.0,0.0,0.0
84970d3ffffffff,14.0,0.0,0.0
8497101ffffffff,3.0,0.0,0.0
8497103ffffffff,11.0,0.0,0.0
8497107ffffffff,5.0,0.0,0.0
8497119ffffffff,88.0,0.0,0.0
849711dffffffff,5.0,0.0,0.0
8497139ffffffff,8.0,0.0,0.0
8497157ffffffff,1.0,0.0,0.0
8497199ffffffff,40.0,0.0,0.0
849719bffffffff,15.0,0.0,0.0
84971b9ffffffff,3.0,0.0,0.0
84971d7ffffffff,5.0,0.0,0.0
849721bffffffff,3.0,0.0,0.0
8497245ffffffff,9.0,0.0,0.0
849728bffffffff,2.0,0.0,0.0
849728dffffffff,103.0,0.0,20.0
8497291ffffffff,18.0,0.0,9.0
8497295ffffffff,6.0,0.0,0.0
849729bffffffff,3.0,0.0,0.0
84972a5ffffffff,3.0,0.0,0.0
84972c1ffffffff,2.0,0.0,0.0
84972c5ffffffff,28.0,0.0,5.0
84972c9ffffffff,39.0,0.0,15.0
84972cbffffffff,4.0,0.0,0.0
84972cdffffffff,40.0,0.0,5.0
84972d5ffffffff,1.0,0.0,0.0
84972e3ffffffff,59.0,0.0,5.0
84972ebffffffff,42.0,0.0,16.0
8497311ffffffff,1.0,0.0,0.0
8497313ffffffff,6.0,0.0,0.0
8497405ffffffff,2.0,0.0,0.0
849740bffffffff,1.0,0.0,0.0
849740dffffffff,2.0,0.0,0.0
8497415ffffffff,14.0,0.0,0.0
8497417ffffffff,12.0,0.0,1.0
849741dffffffff,10.0,0.0,0.0
8497431ffffffff,14.0,0.0,0.0
8497435ffffffff,4.0,0.0,0.0
8497437ffffffff,3.0,0.0,0.0
849743bffffffff,22.0,0.0,0.0
849743dffffffff,1.0,0.0,0.0
8497455ffffffff,2.0,0.0,0.0
849746bffffffff,2.0,0.0,0.0
849746dffffffff,2.0,0.0,0.0
849749dffffffff,1.0,0.0,0.0
84974a9ffffffff,5.0,0.0,0.0
84974abffffffff,34.0,0.0,0.0
84974adffffffff,2.0,0.0,0.0
84974b9ffffffff,41.0,0.0,8.0
84974bbffffffff,2.0,0.0,0.0
84974bdffffffff,5.0,0.0,0.0
84974e5ffffffff,4.0,0.0,0.0
84974edffffffff,3.0,0.0,3.0
8497509ffffffff,15.0,0.0,0.0
849750bffffffff,4.0,0.0,0.0
8497511ffffffff,3.0,0.0,0.0
8497513ffffffff,41.0,0.0,5.0
8497515ffffffff,40.0,0.0,3.0
8497517ffffffff,22.0,0.0,2.0
8497529ffffffff,1.0,0.0,0.0
8497535ffffffff,2.0,0.0,2.0
8497555ffffffff,2.0,0.0,0.0
8497557ffffffff,1.0,0.0,0.0
8497559ffffffff,4.0,0.0,0.0
84975c1ffffffff,2.0,0.0,0.0
84975c5ffffffff,8.0,0.0,0.0
84975c7ffffffff,45.0,0.0,0.0
84975c9ffffffff,1.0,0.0,0.0
84975cbffffffff,9.0,0.0,0.0
84975d1ffffffff,2.0,0.0,0.0
84975d5ffffffff,1.0,0.0,0.0
84975ddffffffff,1.0,0.0,0.0
84975e1ffffffff,4.0,0.0,0.0
84975ebffffffff,2.0,0.0,2.0
8497649ffffffff,2.0,0.0,0.0
8497717ffffffff,2.0,0.0,0.0
8497725ffffffff,7.0,0.0,0.0
8497733ffffffff,4.0,0.0,0.0
849773bffffffff,1.0,0.0,0.0
8497749ffffffff,2.0,0.0,0.0
849774dffffffff,2.0,0.0,0.0
8497751ffffffff,2.0,0.0,0.0
84978ddffffffff,2.0,0.0,0.0
8497a85ffffffff,2.0,0.0,0.0
8497a8bffffffff,9.0,0.0,0.0
8497aabffffffff,2.0,0.0,0.0
8497ab5ffffffff,4.0,0.0,0.0
84ac801ffffffff,2.0,0.0,0.0
84ac805ffffffff,2.0,0.0,0.0
84ac809ffffffff,3.0,0.0,0.0
84ac863ffffffff,15.0,0.0,0.0
84ac867ffffffff,8.0,0.0,0.0
84ac8a9ffffffff,8.0,0.0,0.0
84ac8e7ffffffff,4.0,0.0,0.0
84ac93dffffffff,2.0,0.0,0.0
84ac95bffffffff,13.0,0.0,0.0
84ac961ffffffff,9.0,0.0,0.0
84ac969ffffffff,6.0,0.0,0.0
84ac96dffffffff,4.0,0.0,0.0
84acaa9ffffffff,1.0,0.0,0.0
84acae7ffffffff,5.0,0.0,0.0
84acb1bffffffff,1.0,0.0,0.0
84acb35ffffffff,9.0,0.0,0.0
84bc991ffffffff,5.0,0.0,0.0
84bcc35ffffffff,1.0,0.0,1.0
84bcc8dffffffff,2.0,0.0,0.0
84bcca5ffffffff,3.0,0.0,0.0
84bcd01ffffffff,11.0,0.0,0.0
84bcd05ffffffff,72.0,0.0,11.0
84bcd0dffffffff,13.0,0.0,0.0
84bcd13ffffffff,11.0,0.0,5.0
84bcd21ffffffff,54.0,0.0,7.0
84bcd23ffffffff,97.0,0.0,10.0
84bcd25ffffffff,10.0,0.0,0.0
84bcd27ffffffff,122.0,0.0,22.0
84bcd29ffffffff,85.0,0.0,2.0
84bcd2bffffffff,3.0,0.0,0.0
84bcd2dffffffff,5.0,0.0,0.0
84bcd35ffffffff,20.0,0.0,11.0
84bcd3dffffffff,5.0,0.0,0.0
84bcd41ffffffff,6.0,0.0,0.0
84bcd45ffffffff,8.0,0.0,0.0
84bcd63ffffffff,52.0,0.0,11.0
84bcd67ffffffff,9.0,0.0,2.0
84bcd81ffffffff,4.0,0.0,1.0
84bcd85ffffffff,2.0,0.0,0.0
84bcd89ffffffff,9.0,0.0,5.0
84bcd8bffffffff,1.0,0.0,0.0
84bcda3ffffffff,4.0,0.0,0.0
84bcda5ffffffff,1.0,0.0,0.0
84bcdc1ffffffff,18.0,0.0,6.0
84bcdc3ffffffff,16.0,0.0,5.0
84bcdc7ffffffff,4.0,0.0,0.0
84bcdc9ffffffff,2.0,0.0,0.0
84bcdcdffffffff,1.0,0.0,1.0
84bcdd5ffffffff,1.0,0.0,0.0
84bcdddffffffff,3.0,0.0,0.0
84bcdebffffffff,3.0,0.0,0.0
