cell_id,Patagioenas subvinacea,Patagioenas subvinacea subvinacea/berlepschi,Patagioenas subvinacea [purpureotincta Group]
8466d05ffffffff,12.0,2.0,0.0
8466d07ffffffff,87.0,7.0,0.0
8466d0bffffffff,337.0,31.0,0.0
8466d0dffffffff,34.0,2.0,0.0
8466d13ffffffff,5.0,0.0,0.0
8466d1bffffffff,15.0,0.0,0.0
8466d1dffffffff,12.0,0.0,0.0
8466d23ffffffff,189.0,15.0,0.0
8466d25ffffffff,15.0,0.0,0.0
8466d27ffffffff,79.0,20.0,0.0
8466d31ffffffff,1964.0,222.0,0.0
8466d33ffffffff,1.0,0.0,0.0
8466d35ffffffff,2564.0,378.0,0.0
8466d37ffffffff,173.0,25.0,0.0
8466d39ffffffff,5.0,0.0,0.0
8466d3bffffffff,2.0,0.0,0.0
8466d3dffffffff,72.0,0.0,0.0
8466d47ffffffff,18.0,0.0,0.0
8466d49ffffffff,1.0,0.0,0.0
8466d51ffffffff,7.0,0.0,0.0
8466d53ffffffff,2.0,0.0,0.0
8466d55ffffffff,24.0,0.0,0.0
8466d81ffffffff,37.0,0.0,0.0
8466d89ffffffff,2.0,0.0,0.0
8466d8dffffffff,24.0,0.0,0.0
8466da1ffffffff,10.0,0.0,0.0
8466da5ffffffff,1.0,0.0,1.0
8466da7ffffffff,20.0,0.0,1.0
8466da9ffffffff,16.0,0.0,0.0
8466dadffffffff,126.0,0.0,2.0
8466db1ffffffff,26.0,0.0,5.0
8466db5ffffffff,10.0,0.0,0.0
8466dc1ffffffff,2.0,0.0,0.0
8466dc3ffffffff,903.0,0.0,122.0
8466dc7ffffffff,89.0,0.0,2.0
8466dc9ffffffff,89.0,0.0,6.0
8466dcbffffffff,78.0,0.0,7.0
8466dcdffffffff,2.0,0.0,0.0
8466dd1ffffffff,2.0,0.0,0.0
8466dd3ffffffff,6.0,0.0,2.0
8466dd5ffffffff,85.0,0.0,0.0
8466dd7ffffffff,4.0,0.0,0.0
8466dd9ffffffff,8.0,0.0,0.0
8466ddbffffffff,8.0,0.0,0.0
8466dddffffffff,32.0,0.0,12.0
8466de1ffffffff,1569.0,0.0,195.0
8466de3ffffffff,61.0,0.0,11.0
8466de7ffffffff,14.0,0.0,0.0
8466de9ffffffff,17.0,0.0,0.0
8466debffffffff,73.0,0.0,12.0
8466dedffffffff,57.0,0.0,3.0
8466e01ffffffff,4.0,0.0,0.0
8466e03ffffffff,85.0,0.0,0.0
8466e05ffffffff,6.0,0.0,0.0
8466e07ffffffff,17.0,0.0,0.0
8466e0bffffffff,168.0,0.0,0.0
8466e0dffffffff,13.0,0.0,0.0
8466e11ffffffff,10.0,0.0,0.0
8466e15ffffffff,25.0,0.0,0.0
8466e19ffffffff,1.0,0.0,0.0
8466e1dffffffff,20.0,0.0,0.0
8466e23ffffffff,4.0,0.0,0.0
8466e27ffffffff,7.0,0.0,0.0
8466e2bffffffff,11.0,0.0,0.0
8466e2dffffffff,30.0,0.0,0.0
8466e33ffffffff,3.0,0.0,0.0
8466e39ffffffff,7.0,0.0,0.0
8466e3bffffffff,7.0,0.0,0.0
8466e3dffffffff,17.0,0.0,0.0
8466e41ffffffff,12.0,0.0,4.0
8466e43ffffffff,29.0,0.0,0.0
8466e45ffffffff,36.0,0.0,0.0
8466e47ffffffff,22.0,0.0,0.0
8466e49ffffffff,19.0,0.0,0.0
8466e4bffffffff,1.0,0.0,0.0
8466e4dffffffff,2.0,0.0,0.0
8466e51ffffffff,59.0,0.0,0.0
8466e53ffffffff,1.0,0.0,0.0
8466e55ffffffff,38.0,0.0,0.0
8466e57ffffffff,109.0,0.0,0.0
8466e59ffffffff,128.0,0.0,0.0
8466e5bffffffff,5.0,0.0,0.0
8466e5dffffffff,11.0,0.0,0.0
8466e63ffffffff,14.0,0.0,0.0
8466e65ffffffff,99.0,0.0,2.0
8466e67ffffffff,2.0,0.0,0.0
8466e69ffffffff,49.0,0.0,0.0
8466e6dffffffff,47.0,0.0,0.0
8466e81ffffffff,2.0,0.0,0.0
8466e8dffffffff,11.0,0.0,0.0
8466e9bffffffff,1.0,0.0,0.0
8466e9dffffffff,28.0,0.0,0.0
8466eadffffffff,12.0,0.0,0.0
8466ec1ffffffff,22.0,0.0,0.0
8466ec5ffffffff,17.0,0.0,0.0
8466ec7ffffffff,161.0,0.0,1.0
8466ec9ffffffff,27.0,0.0,0.0
8466ecbffffffff,559.0,0.0,0.0
8466ee5ffffffff,125.0,0.0,0.0
8466ee7ffffffff,5.0,0.0,0.0
8466eedffffffff,11.0,0.0,0.0
8466f01ffffffff,8.0,0.0,0.0
8466f03ffffffff,337.0,7.0,0.0
8466f0bffffffff,116.0,2.0,0.0
8466f11ffffffff,3.0,0.0,0.0
8466f15ffffffff,6.0,0.0,0.0
8466f17ffffffff,4.0,0.0,0.0
8466f19ffffffff,7.0,0.0,0.0
8466f1dffffffff,130.0,5.0,0.0
8466f35ffffffff,50.0,0.0,0.0
8466f37ffffffff,1.0,0.0,0.0
8466f53ffffffff,6.0,0.0,0.0
8466f57ffffffff,41.0,0.0,0.0
8466f59ffffffff,60.0,0.0,0.0
8466f5bffffffff,13.0,0.0,0.0
8466f5dffffffff,8.0,0.0,0.0
8467413ffffffff,515.0,0.0,9.0
8467417ffffffff,154.0,0.0,3.0
8467425ffffffff,4.0,0.0,0.0
8467433ffffffff,28.0,0.0,0.0
8467437ffffffff,142.0,0.0,2.0
846743bffffffff,8.0,0.0,0.0
846743dffffffff,4.0,0.0,0.0
84674c1ffffffff,3.0,0.0,0.0
84674c5ffffffff,12.0,0.0,0.0
84674c7ffffffff,2.0,0.0,0.0
84674c9ffffffff,3.0,0.0,0.0
84674cbffffffff,2.0,0.0,0.0
84674cdffffffff,6.0,0.0,0.0
84674e1ffffffff,7.0,0.0,0.0
84674e5ffffffff,3.0,0.0,0.0
84674e9ffffffff,154.0,0.0,4.0
84674ebffffffff,15.0,0.0,0.0
84674edffffffff,78.0,0.0,3.0
8467519ffffffff,2.0,0.0,0.0
8467527ffffffff,1.0,0.0,0.0
8467531ffffffff,10.0,0.0,0.0
8467535ffffffff,21.0,0.0,0.0
8467537ffffffff,9.0,0.0,0.0
846753dffffffff,1.0,0.0,0.0
846758dffffffff,10.0,0.0,0.0
84675a1ffffffff,2.0,0.0,0.0
84675a5ffffffff,25.0,0.0,0.0
84675a7ffffffff,2.0,0.0,0.0
84675a9ffffffff,3.0,0.0,0.0
84675adffffffff,38.0,0.0,0.0
84675c1ffffffff,7.0,0.0,0.0
84675c7ffffffff,5.0,0.0,0.0
84675c9ffffffff,10.0,0.0,0.0
84675cbffffffff,50.0,0.0,0.0
84675d5ffffffff,1.0,0.0,0.0
84675d9ffffffff,1.0,0.0,0.0
84675e3ffffffff,31.0,0.0,0.0
84675ebffffffff,84.0,0.0,2.0
84679a7ffffffff,44.0,0.0,0.0
846d681ffffffff,3.0,0.0,0.0
846d683ffffffff,3.0,0.0,0.0
846d689ffffffff,2.0,0.0,0.0
846d68bffffffff,17.0,0.0,0.0
846d691ffffffff,204.0,0.0,0.0
846d693ffffffff,52.0,0.0,0.0
846d695ffffffff,10.0,0.0,0.0
846d69bffffffff,292.0,0.0,0.0
846d69dffffffff,1809.0,0.0,0.0
8480445ffffffff,6.0,0.0,0.0
8480469ffffffff,6.0,0.0,0.0
8480619ffffffff,4.0,0.0,0.0
8480625ffffffff,4.0,0.0,0.0
848065dffffffff,1.0,0.0,0.0
848066bffffffff,4.0,0.0,0.0
848068bffffffff,1.0,0.0,0.0
84806b3ffffffff,1.0,0.0,0.0
84806b7ffffffff,15.0,0.0,0.0
8480713ffffffff,5.0,0.0,0.0
8480737ffffffff,2.0,0.0,0.0
8480745ffffffff,8.0,0.0,0.0
8480759ffffffff,11.0,0.0,0.0
848075bffffffff,7.0,0.0,0.0
8481401ffffffff,3.0,0.0,0.0
8481423ffffffff,4.0,0.0,0.0
8481431ffffffff,8.0,0.0,0.0
8481485ffffffff,1.0,0.0,0.0
84814a9ffffffff,38.0,0.0,0.0
84814adffffffff,23.0,0.0,0.0
84814d5ffffffff,33.0,0.0,0.0
84814d9ffffffff,10.0,0.0,0.0
84814dbffffffff,2.0,0.0,0.0
84814e3ffffffff,30.0,0.0,0.0
84814e5ffffffff,8.0,0.0,0.0
84814e7ffffffff,156.0,0.0,0.0
8481583ffffffff,3.0,0.0,0.0
84815a7ffffffff,2.0,0.0,0.0
84815abffffffff,4.0,0.0,0.0
84815c9ffffffff,8.0,0.0,0.0
84815d3ffffffff,2.0,0.0,0.0
84815d9ffffffff,2.0,0.0,0.0
84815dbffffffff,4.0,0.0,0.0
84815e9ffffffff,1.0,0.0,0.0
848162bffffffff,3.0,0.0,0.0
8481637ffffffff,1.0,0.0,0.0
848a003ffffffff,4.0,0.0,0.0
848a04bffffffff,4.0,0.0,0.0
848a059ffffffff,10.0,0.0,1.0
848a05bffffffff,5.0,0.0,0.0
848a05dffffffff,3.0,0.0,0.0
848a069ffffffff,19.0,0.0,2.0
848a109ffffffff,32.0,0.0,0.0
848a127ffffffff,2.0,0.0,0.0
848a155ffffffff,41.0,0.0,0.0
848a157ffffffff,15.0,0.0,0.0
848a1abffffffff,4.0,0.0,0.0
848a213ffffffff,2.0,0.0,0.0
848a233ffffffff,7.0,0.0,0.0
848a23bffffffff,10.0,0.0,3.0
848a313ffffffff,7.0,0.0,1.0
848a317ffffffff,21.0,0.0,3.0
848a337ffffffff,10.0,0.0,0.0
848a33bffffffff,7.0,0.0,0.0
848a40dffffffff,2.0,0.0,0.0
848a419ffffffff,2.0,0.0,0.0
848a41dffffffff,3.0,0.0,0.0
848a43bffffffff,4.0,0.0,0.0
848a451ffffffff,39.0,0.0,0.0
848a459ffffffff,64.0,0.0,3.0
848a45bffffffff,78.0,0.0,0.0
848a45dffffffff,67.0,0.0,0.0
848a4b9ffffffff,7.0,0.0,0.0
848a5a1ffffffff,3.0,0.0,3.0
848a68bffffffff,16.0,0.0,0.0
848a699ffffffff,184.0,0.0,0.0
848a69bffffffff,1.0,0.0,0.0
848a69dffffffff,1.0,0.0,0.0
848a6d3ffffffff,111.0,0.0,0.0
848a6d7ffffffff,54.0,0.0,0.0
848a6d9ffffffff,148.0,0.0,0.0
848a6dbffffffff,129.0,0.0,0.0
848a707ffffffff,4.0,0.0,0.0
848a70bffffffff,5.0,0.0,0.0
848a73dffffffff,8.0,0.0,0.0
848a755ffffffff,8.0,0.0,0.0
848a809ffffffff,40.0,0.0,2.0
848a81bffffffff,2.0,0.0,0.0
848a827ffffffff,14.0,0.0,0.0
848a85bffffffff,5.0,0.0,0.0
848a8d9ffffffff,4.0,0.0,0.0
848a925ffffffff,6.0,0.0,0.0
848a927ffffffff,4.0,0.0,0.0
848a9c9ffffffff,2.0,0.0,0.0
848a9cdffffffff,19.0,0.0,0.0
848a9d3ffffffff,2.0,0.0,0.0
848a9d7ffffffff,5.0,0.0,0.0
848aa51ffffffff,3.0,0.0,0.0
848aa87ffffffff,5.0,0.0,0.0
848aa8bffffffff,4.0,0.0,0.0
848aa93ffffffff,10.0,0.0,0.0
848aa97ffffffff,3.0,0.0,0.0
848aa9dffffffff,3.0,0.0,0.0
848aaadffffffff,31.0,0.0,5.0
848aac9ffffffff,2.0,0.0,0.0
848aacbffffffff,3.0,0.0,0.0
848aad5ffffffff,2.0,0.0,0.0
848aaddffffffff,7.0,0.0,0.0
848ad13ffffffff,33.0,0.0,0.0
848ad15ffffffff,1.0,0.0,0.0
848ad89ffffffff,8.0,0.0,2.0
848ada3ffffffff,2.0,0.0,0.0
848ada9ffffffff,1.0,0.0,0.0
848adb9ffffffff,6.0,0.0,0.0
848adbbffffffff,17.0,0.0,0.0
848adc5ffffffff,2.0,0.0,0.0
848ade3ffffffff,5.0,0.0,0.0
848adebffffffff,3.0,0.0,0.0
848ae5bffffffff,4.0,0.0,0.0
848ae85ffffffff,2.0,0.0,0.0
848ae8dffffffff,2.0,0.0,0.0
848aee3ffffffff,2.0,0.0,0.0
848af03ffffffff,1.0,0.0,0.0
848af09ffffffff,107.0,0.0,17.0
848af0bffffffff,12.0,0.0,4.0
848af0dffffffff,1.0,0.0,0.0
848af11ffffffff,2.0,0.0,0.0
848af13ffffffff,6.0,0.0,0.0
848af1dffffffff,7.0,0.0,0.0
848af29ffffffff,156.0,0.0,9.0
848af2bffffffff,30.0,0.0,0.0
848af2dffffffff,22.0,0.0,3.0
848af41ffffffff,21.0,0.0,1.0
848af45ffffffff,8.0,0.0,0.0
848af47ffffffff,8.0,0.0,0.0
848af61ffffffff,117.0,0.0,5.0
848af63ffffffff,195.0,0.0,8.0
848af67ffffffff,170.0,0.0,2.0
848af69ffffffff,14.0,0.0,2.0
848af6bffffffff,23.0,0.0,2.0
848b05dffffffff,2.0,0.0,0.0
848b0b5ffffffff,2.0,0.0,0.0
848b0c9ffffffff,18.0,0.0,0.0
848b0cdffffffff,3.0,0.0,0.0
848b105ffffffff,1.0,0.0,0.0
848b1dbffffffff,3.0,0.0,0.0
848b1e1ffffffff,9.0,0.0,0.0
848b20dffffffff,1.0,0.0,0.0
848b223ffffffff,35.0,0.0,0.0
848b235ffffffff,1.0,0.0,0.0
848b239ffffffff,1.0,0.0,0.0
848b23bffffffff,5.0,0.0,0.0
848b2a7ffffffff,8.0,0.0,0.0
848b2c3ffffffff,1.0,0.0,0.0
848b2c5ffffffff,2.0,0.0,0.0
848b2c7ffffffff,2.0,0.0,0.0
848b2e9ffffffff,2.0,0.0,0.0
848b315ffffffff,2.0,0.0,0.0
848b401ffffffff,56.0,0.0,1.0
848b403ffffffff,1.0,0.0,0.0
848b40bffffffff,53.0,0.0,0.0
848b40dffffffff,40.0,0.0,2.0
848b429ffffffff,4.0,0.0,0.0
848b445ffffffff,19.0,0.0,0.0
848b447ffffffff,2.0,0.0,0.0
848b449ffffffff,13.0,0.0,0.0
848b44bffffffff,105.0,0.0,0.0
848b44dffffffff,93.0,0.0,0.0
848b459ffffffff,12.0,0.0,0.0
848b463ffffffff,6.0,0.0,0.0
848b469ffffffff,22.0,0.0,0.0
848b46bffffffff,4.0,0.0,0.0
848b4e5ffffffff,12.0,0.0,0.0
848b4e9ffffffff,2.0,0.0,0.0
848b529ffffffff,15.0,0.0,0.0
848b53dffffffff,4.0,0.0,0.0
848b563ffffffff,9.0,0.0,0.0
848b567ffffffff,2.0,0.0,0.0
848b5cdffffffff,37.0,0.0,5.0
848b617ffffffff,264.0,0.0,8.0
848b623ffffffff,3.0,0.0,0.0
848b627ffffffff,47.0,0.0,0.0
848b62bffffffff,1.0,0.0,0.0
848b631ffffffff,8.0,0.0,0.0
848b633ffffffff,11.0,0.0,0.0
848b635ffffffff,12.0,0.0,0.0
848b637ffffffff,260.0,0.0,0.0
848b639ffffffff,5.0,0.0,0.0
848b63bffffffff,145.0,0.0,5.0
848b63dffffffff,5.0,0.0,0.0
848b683ffffffff,8.0,0.0,0.0
848b68bffffffff,2.0,0.0,0.0
848b691ffffffff,7.0,0.0,0.0
848b693ffffffff,9.0,0.0,0.0
848b695ffffffff,9.0,0.0,0.0
848b6bbffffffff,4.0,0.0,0.0
848b6c1ffffffff,1.0,0.0,0.0
848b6c3ffffffff,7.0,0.0,0.0
848b6cbffffffff,3.0,0.0,0.0
848b6e5ffffffff,19.0,0.0,0.0
848b6e7ffffffff,110.0,0.0,0.0
848b6edffffffff,83.0,0.0,0.0
848b709ffffffff,20.0,0.0,0.0
848b711ffffffff,2.0,0.0,0.0
848b713ffffffff,368.0,0.0,1.0
848b717ffffffff,2.0,0.0,0.0
848b71bffffffff,23.0,0.0,1.0
848b745ffffffff,3.0,0.0,0.0
848b747ffffffff,10.0,0.0,0.0
848b74bffffffff,1.0,0.0,0.0
848b751ffffffff,3.0,0.0,0.0
848b757ffffffff,2.0,0.0,0.0
848b75bffffffff,22.0,0.0,0.0
848b761ffffffff,12.0,0.0,0.0
848b76bffffffff,6.0,0.0,0.0
848b829ffffffff,3.0,0.0,0.0
848b82bffffffff,3.0,0.0,0.0
848b839ffffffff,4.0,0.0,0.0
848b849ffffffff,113.0,0.0,2.0
848b881ffffffff,14.0,0.0,0.0
848b885ffffffff,1.0,0.0,0.0
848b88dffffffff,3.0,0.0,0.0
848b8a1ffffffff,3.0,0.0,0.0
