cell_id,Ramphocaenus melanurus,Ramphocaenus melanurus [rufiventris Group],Ramphocaenus melanurus [melanurus Group]
84675c1ffffffff,26.0,0.0,0.0
84675c5ffffffff,2.0,0.0,0.0
84675c7ffffffff,17.0,0.0,0.0
84675c9ffffffff,1.0,0.0,0.0
84675cbffffffff,84.0,0.0,0.0
84675d5ffffffff,2.0,0.0,0.0
84675d9ffffffff,3.0,0.0,0.0
84675ddffffffff,6.0,0.0,0.0
84675ebffffffff,2.0,0.0,0.0
8467925ffffffff,2.0,0.0,0.0
8467929ffffffff,1.0,0.0,0.0
846792dffffffff,14.0,0.0,0.0
8467931ffffffff,2.0,0.0,0.0
8467937ffffffff,2.0,0.0,0.0
846793bffffffff,3.0,0.0,0.0
8467945ffffffff,20.0,0.0,0.0
846794bffffffff,2.0,0.0,0.0
8467961ffffffff,43.0,0.0,0.0
8467963ffffffff,2.0,0.0,0.0
8467965ffffffff,1.0,0.0,0.0
8467969ffffffff,10.0,0.0,0.0
846796bffffffff,2.0,0.0,0.0
84679a1ffffffff,21.0,0.0,0.0
84679a3ffffffff,15.0,0.0,0.0
84679a5ffffffff,1059.0,0.0,0.0
84679a7ffffffff,255.0,0.0,0.0
84679adffffffff,27.0,0.0,0.0
84679b3ffffffff,286.0,5.0,0.0
84679b5ffffffff,63.0,0.0,0.0
84679b7ffffffff,511.0,0.0,0.0
846d04dffffffff,2.0,0.0,0.0
846d05bffffffff,169.0,67.0,0.0
846d203ffffffff,49.0,0.0,0.0
846d219ffffffff,4.0,2.0,0.0
846d21bffffffff,117.0,37.0,0.0
846d21dffffffff,122.0,20.0,0.0
846d221ffffffff,2.0,0.0,0.0
846d223ffffffff,21.0,2.0,0.0
846d225ffffffff,2.0,0.0,0.0
846d22bffffffff,5.0,0.0,0.0
846d23dffffffff,209.0,50.0,0.0
846d251ffffffff,2.0,0.0,0.0
846d257ffffffff,8.0,0.0,0.0
846d287ffffffff,2.0,0.0,0.0
846d293ffffffff,2.0,0.0,0.0
846d295ffffffff,856.0,0.0,0.0
846d297ffffffff,1.0,0.0,0.0
846d2adffffffff,4.0,0.0,0.0
846d2b9ffffffff,627.0,0.0,0.0
846d2bbffffffff,2.0,0.0,0.0
846d2bdffffffff,6.0,0.0,0.0
846d2c1ffffffff,29.0,14.0,0.0
846d2c3ffffffff,31.0,2.0,0.0
846d2c5ffffffff,12.0,2.0,0.0
846d2c7ffffffff,4.0,0.0,0.0
846d2c9ffffffff,402.0,59.0,0.0
846d2cbffffffff,60.0,27.0,0.0
846d2cdffffffff,1.0,0.0,0.0
846d2d1ffffffff,189.0,0.0,0.0
846d2d5ffffffff,5.0,0.0,0.0
846d2d7ffffffff,2.0,0.0,0.0
846d2d9ffffffff,49.0,0.0,0.0
846d2dbffffffff,7.0,0.0,0.0
846d2ddffffffff,44.0,0.0,0.0
846d303ffffffff,6.0,0.0,0.0
846d30dffffffff,166.0,20.0,0.0
846d311ffffffff,2.0,0.0,0.0
846d319ffffffff,71.0,18.0,0.0
846d31bffffffff,9.0,0.0,0.0
846d35bffffffff,2.0,0.0,0.0
846d35dffffffff,11.0,0.0,0.0
846d369ffffffff,7.0,0.0,0.0
846d36bffffffff,2.0,0.0,0.0
846d603ffffffff,3.0,0.0,0.0
846d605ffffffff,10.0,0.0,0.0
846d607ffffffff,2.0,0.0,0.0
846d613ffffffff,9.0,0.0,0.0
846d617ffffffff,252.0,0.0,0.0
846d61bffffffff,12.0,0.0,0.0
846d64bffffffff,2.0,0.0,0.0
846d651ffffffff,16.0,0.0,0.0
846d653ffffffff,42.0,0.0,0.0
846d655ffffffff,7.0,0.0,0.0
846d65bffffffff,3.0,0.0,0.0
846d66dffffffff,4.0,0.0,0.0
846d681ffffffff,320.0,0.0,0.0
846d683ffffffff,115.0,0.0,0.0
846d685ffffffff,30.0,0.0,0.0
846d687ffffffff,13.0,0.0,0.0
846d689ffffffff,98.0,0.0,0.0
846d68bffffffff,285.0,0.0,0.0
846d68dffffffff,95.0,0.0,0.0
846d691ffffffff,343.0,0.0,0.0
846d693ffffffff,142.0,0.0,0.0
846d695ffffffff,89.0,0.0,0.0
846d697ffffffff,2261.0,0.0,0.0
846d699ffffffff,181.0,0.0,0.0
846d69bffffffff,278.0,0.0,0.0
846d69dffffffff,2361.0,0.0,0.0
846d6abffffffff,3.0,0.0,0.0
846d6b1ffffffff,6.0,0.0,0.0
846d6b9ffffffff,40.0,0.0,0.0
846d6bbffffffff,1026.0,0.0,0.0
846d6bdffffffff,24.0,0.0,0.0
846d6c3ffffffff,9.0,0.0,0.0
846d6c9ffffffff,4.0,0.0,0.0
846d6d1ffffffff,17.0,0.0,0.0
846d6d3ffffffff,124.0,0.0,0.0
846d6d5ffffffff,13.0,0.0,0.0
846d6d7ffffffff,8.0,0.0,0.0
846d6dbffffffff,2.0,0.0,0.0
846d6e9ffffffff,62.0,0.0,0.0
846d741ffffffff,12.0,0.0,0.0
846d743ffffffff,24.0,0.0,0.0
846d745ffffffff,11.0,0.0,0.0
846d74bffffffff,22.0,0.0,0.0
846d769ffffffff,8.0,0.0,0.0
8480053ffffffff,10.0,0.0,0.0
84800c5ffffffff,2.0,0.0,0.0
84800c7ffffffff,5.0,0.0,0.0
84802e5ffffffff,1.0,0.0,0.0
8480445ffffffff,13.0,0.0,0.0
8480461ffffffff,2.0,0.0,0.0
8480465ffffffff,5.0,0.0,0.0
8480469ffffffff,208.0,0.0,0.0
848046bffffffff,1.0,0.0,0.0
8480619ffffffff,14.0,0.0,0.0
8480623ffffffff,2.0,0.0,0.0
8480625ffffffff,6.0,0.0,0.0
8480643ffffffff,7.0,0.0,0.0
8480655ffffffff,16.0,0.0,0.0
8480665ffffffff,3.0,0.0,0.0
848066bffffffff,6.0,0.0,0.0
84806b7ffffffff,19.0,0.0,0.0
8480713ffffffff,25.0,0.0,0.0
8480717ffffffff,1.0,0.0,0.0
8480723ffffffff,4.0,0.0,0.0
8480737ffffffff,10.0,0.0,0.0
8480745ffffffff,6.0,0.0,0.0
848075bffffffff,10.0,0.0,0.0
8481005ffffffff,1.0,0.0,0.0
8481023ffffffff,6.0,0.0,0.0
8481029ffffffff,19.0,0.0,0.0
8481105ffffffff,5.0,0.0,0.0
848112dffffffff,1.0,0.0,0.0
8481141ffffffff,4.0,0.0,0.0
8481149ffffffff,8.0,0.0,0.0
848114bffffffff,6.0,0.0,0.0
8481161ffffffff,2.0,0.0,0.0
8481163ffffffff,3.0,0.0,0.0
8481167ffffffff,26.0,0.0,0.0
8481321ffffffff,31.0,0.0,0.0
8481323ffffffff,15.0,0.0,0.0
8481327ffffffff,42.0,0.0,0.0
8481329ffffffff,3.0,0.0,0.0
848132dffffffff,3.0,0.0,0.0
8481337ffffffff,1.0,0.0,0.0
8481339ffffffff,3.0,0.0,0.0
8481341ffffffff,1.0,0.0,0.0
8481343ffffffff,25.0,0.0,0.0
848134dffffffff,2.0,0.0,0.0
8481363ffffffff,8.0,0.0,0.0
8481367ffffffff,10.0,0.0,0.0
8481485ffffffff,1.0,0.0,0.0
84814a9ffffffff,60.0,0.0,0.0
84814adffffffff,72.0,0.0,0.0
84814d5ffffffff,31.0,0.0,0.0
84814d7ffffffff,1.0,0.0,0.0
84814d9ffffffff,3.0,0.0,0.0
84814dbffffffff,2.0,0.0,0.0
84814e3ffffffff,47.0,0.0,0.0
84814e7ffffffff,113.0,0.0,0.0
8481583ffffffff,10.0,0.0,0.0
84815a1ffffffff,2.0,0.0,0.0
84815a7ffffffff,1.0,0.0,0.0
84815abffffffff,7.0,0.0,0.0
84815d3ffffffff,2.0,0.0,0.0
84815d7ffffffff,2.0,0.0,0.0
84815d9ffffffff,2.0,0.0,0.0
84815e9ffffffff,2.0,0.0,0.0
8481637ffffffff,7.0,0.0,0.0
8481801ffffffff,5.0,0.0,0.0
8481803ffffffff,6.0,0.0,0.0
848180bffffffff,22.0,0.0,0.0
848181dffffffff,7.0,0.0,0.0
8481833ffffffff,4.0,0.0,0.0
8481839ffffffff,58.0,0.0,0.0
848183bffffffff,2.0,0.0,0.0
8481851ffffffff,172.0,0.0,0.0
8481853ffffffff,2.0,0.0,0.0
8481857ffffffff,411.0,0.0,0.0
8481859ffffffff,2.0,0.0,0.0
848185bffffffff,2.0,0.0,0.0
848185dffffffff,14.0,0.0,0.0
84819d9ffffffff,18.0,0.0,0.0
8481ad1ffffffff,2.0,0.0,0.0
848a003ffffffff,6.0,0.0,0.0
848a00bffffffff,8.0,0.0,0.0
848a01dffffffff,4.0,0.0,0.0
848a05bffffffff,2.0,0.0,0.0
848a109ffffffff,4.0,0.0,0.0
848a127ffffffff,1.0,0.0,0.0
848a155ffffffff,30.0,0.0,0.0
848a157ffffffff,2.0,0.0,0.0
848a1a7ffffffff,2.0,0.0,0.0
848a337ffffffff,7.0,0.0,0.0
848a459ffffffff,37.0,0.0,0.0
848a45bffffffff,25.0,0.0,0.0
848a637ffffffff,2.0,0.0,0.0
848a6d3ffffffff,2.0,0.0,0.0
848a6d7ffffffff,1.0,0.0,0.0
848a6d9ffffffff,24.0,0.0,0.0
848a6dbffffffff,1.0,0.0,0.0
848a6e5ffffffff,5.0,0.0,0.0
848a70bffffffff,4.0,0.0,0.0
848a809ffffffff,25.0,0.0,0.0
848a827ffffffff,13.0,0.0,0.0
848a8d9ffffffff,6.0,0.0,0.0
848a925ffffffff,10.0,0.0,0.0
848a927ffffffff,6.0,0.0,0.0
848a963ffffffff,3.0,0.0,0.0
848a9c9ffffffff,2.0,0.0,0.0
848a9cdffffffff,4.0,0.0,0.0
848aa8bffffffff,2.0,0.0,0.0
848aa93ffffffff,1.0,0.0,0.0
848aaadffffffff,5.0,0.0,0.0
848aac9ffffffff,5.0,0.0,0.0
848aacbffffffff,2.0,0.0,0.0
848ad13ffffffff,31.0,0.0,5.0
848ad89ffffffff,10.0,0.0,0.0
848ad8dffffffff,2.0,0.0,0.0
