cell_id,Camaroptera brachyura,Camaroptera brachyura [brevicaudata Group],Camaroptera brachyura [brachyura Group]
8475295ffffffff,80.0,64.0,0.0
8475299ffffffff,14.0,11.0,0.0
847529bffffffff,117.0,69.0,0.0
84752a3ffffffff,2.0,0.0,0.0
84752abffffffff,7.0,3.0,0.0
84752adffffffff,24.0,21.0,0.0
84752b5ffffffff,18.0,9.0,0.0
84752d3ffffffff,13.0,9.0,0.0
84752dbffffffff,4.0,2.0,0.0
84752e9ffffffff,4.0,2.0,0.0
8475313ffffffff,1.0,0.0,0.0
8475323ffffffff,1.0,0.0,0.0
847532bffffffff,5.0,0.0,0.0
8475361ffffffff,9.0,0.0,0.0
8475761ffffffff,14.0,4.0,0.0
8475769ffffffff,20.0,4.0,0.0
8475863ffffffff,1.0,1.0,0.0
8475a07ffffffff,14.0,0.0,0.0
8475a19ffffffff,2.0,2.0,0.0
8475a65ffffffff,2.0,2.0,0.0
8475b07ffffffff,3.0,0.0,0.0
847a401ffffffff,14.0,3.0,0.0
847a403ffffffff,16.0,9.0,0.0
847a405ffffffff,5.0,0.0,0.0
847a407ffffffff,33.0,15.0,0.0
847a409ffffffff,13.0,7.0,0.0
847a40bffffffff,47.0,17.0,0.0
847a40dffffffff,30.0,24.0,0.0
847a413ffffffff,137.0,58.0,0.0
847a419ffffffff,6.0,0.0,0.0
847a41bffffffff,21.0,4.0,0.0
847a41dffffffff,215.0,82.0,0.0
847a43bffffffff,4.0,0.0,0.0
847a443ffffffff,1.0,1.0,0.0
847a44bffffffff,6.0,4.0,0.0
847a451ffffffff,7.0,2.0,0.0
847a453ffffffff,50.0,35.0,0.0
847a455ffffffff,86.0,23.0,0.0
847a457ffffffff,137.0,90.0,0.0
847a459ffffffff,56.0,18.0,0.0
847a45bffffffff,12.0,3.0,0.0
847a45dffffffff,14.0,2.0,0.0
847a481ffffffff,57.0,15.0,0.0
847a483ffffffff,23.0,4.0,0.0
847a489ffffffff,73.0,23.0,0.0
847a48bffffffff,8.0,6.0,0.0
847a48dffffffff,9.0,2.0,0.0
847a491ffffffff,3.0,0.0,0.0
847a49dffffffff,4.0,0.0,0.0
847a4a3ffffffff,1.0,0.0,0.0
847a4b1ffffffff,13.0,1.0,0.0
847a4b3ffffffff,1.0,0.0,0.0
847a4b5ffffffff,9.0,5.0,0.0
847a4b7ffffffff,6.0,1.0,0.0
847a4bdffffffff,4.0,2.0,0.0
847a4c1ffffffff,41.0,18.0,0.0
847a4c3ffffffff,8.0,0.0,0.0
847a4c5ffffffff,16.0,3.0,0.0
847a4c7ffffffff,9.0,1.0,0.0
847a4c9ffffffff,7.0,2.0,0.0
847a4cbffffffff,152.0,99.0,0.0
847a4cdffffffff,50.0,16.0,0.0
847a4d1ffffffff,105.0,13.0,0.0
847a4d3ffffffff,8.0,0.0,0.0
847a4d5ffffffff,6.0,0.0,0.0
847a4d7ffffffff,5.0,3.0,0.0
847a4d9ffffffff,21.0,4.0,0.0
847a4dbffffffff,31.0,24.0,0.0
847a4ddffffffff,138.0,69.0,0.0
847a4e3ffffffff,12.0,9.0,0.0
847a533ffffffff,3.0,0.0,0.0
847a537ffffffff,2.0,0.0,0.0
847a5a5ffffffff,10.0,7.0,0.0
847a5adffffffff,5.0,2.0,0.0
847a5c1ffffffff,4.0,4.0,0.0
847a5c5ffffffff,1.0,0.0,0.0
847a5d5ffffffff,2.0,0.0,0.0
847a5ddffffffff,1.0,0.0,0.0
847a5e5ffffffff,2.0,0.0,0.0
847a601ffffffff,2.0,2.0,0.0
847a603ffffffff,19.0,0.0,0.0
847a609ffffffff,97.0,32.0,0.0
847a60bffffffff,25.0,10.0,0.0
847a611ffffffff,10.0,4.0,0.0
847a613ffffffff,3.0,0.0,0.0
847a615ffffffff,6.0,0.0,0.0
847a617ffffffff,4.0,2.0,0.0
847a619ffffffff,17.0,7.0,0.0
847a61bffffffff,4.0,1.0,0.0
847a61dffffffff,90.0,47.0,0.0
847a631ffffffff,4.0,0.0,0.0
847a633ffffffff,2.0,0.0,0.0
847a637ffffffff,9.0,5.0,0.0
847a63bffffffff,6.0,0.0,0.0
847a63dffffffff,2.0,0.0,0.0
847a641ffffffff,12.0,5.0,0.0
847a643ffffffff,29.0,13.0,0.0
847a647ffffffff,3.0,1.0,0.0
847a651ffffffff,10.0,5.0,0.0
847a653ffffffff,99.0,57.0,0.0
847a655ffffffff,4.0,2.0,0.0
847a657ffffffff,204.0,185.0,0.0
847a659ffffffff,29.0,17.0,0.0
847a65dffffffff,2.0,2.0,0.0
847a669ffffffff,1.0,0.0,0.0
847a66dffffffff,13.0,2.0,0.0
847a681ffffffff,156.0,48.0,0.0
847a683ffffffff,220.0,130.0,0.0
847a685ffffffff,3.0,1.0,0.0
847a687ffffffff,7.0,3.0,0.0
847a689ffffffff,9.0,9.0,0.0
847a68bffffffff,45.0,19.0,0.0
847a68dffffffff,2.0,2.0,0.0
847a695ffffffff,6.0,3.0,0.0
847a697ffffffff,3.0,3.0,0.0
847a69bffffffff,11.0,5.0,0.0
847a69dffffffff,3.0,3.0,0.0
847a6a1ffffffff,282.0,132.0,0.0
847a6a3ffffffff,4.0,0.0,0.0
847a6a5ffffffff,28.0,8.0,0.0
847a6a7ffffffff,10.0,2.0,0.0
847a6a9ffffffff,5.0,3.0,0.0
847a6adffffffff,251.0,145.0,0.0
847a6b1ffffffff,1.0,0.0,0.0
847a6b3ffffffff,11.0,4.0,0.0
847a6b5ffffffff,9.0,2.0,0.0
847a6b7ffffffff,25.0,9.0,0.0
847a6bbffffffff,7.0,2.0,0.0
847a6bdffffffff,1.0,0.0,0.0
847a6c1ffffffff,6.0,6.0,0.0
847a6c5ffffffff,4.0,0.0,0.0
847a6c9ffffffff,2.0,2.0,0.0
847a6cbffffffff,2.0,0.0,0.0
847a6d1ffffffff,242.0,117.0,0.0
847a6d3ffffffff,12.0,7.0,0.0
847a6d5ffffffff,7.0,5.0,0.0
847a6d7ffffffff,1.0,1.0,0.0
847a6d9ffffffff,101.0,42.0,2.0
847a6dbffffffff,29.0,20.0,0.0
847a6e1ffffffff,45.0,27.0,0.0
847a6e5ffffffff,722.0,325.0,0.0
847a6e7ffffffff,41.0,16.0,0.0
847a6e9ffffffff,8.0,3.0,0.0
847a6ebffffffff,13.0,1.0,0.0
847a6edffffffff,18.0,5.0,0.0
847ac15ffffffff,9.0,5.0,0.0
847ac81ffffffff,97.0,58.0,0.0
847ac83ffffffff,1.0,1.0,0.0
847ac87ffffffff,27.0,26.0,0.0
847ac8bffffffff,74.0,45.0,0.0
847ac97ffffffff,12.0,7.0,0.0
847aca3ffffffff,72.0,47.0,0.0
847acabffffffff,10.0,7.0,0.0
847acb3ffffffff,3.0,3.0,0.0
847acb5ffffffff,12.0,6.0,0.0
847acc5ffffffff,11.0,9.0,0.0
847accdffffffff,23.0,14.0,0.0
847acd1ffffffff,2.0,2.0,0.0
847acd5ffffffff,175.0,108.0,0.0
847acd7ffffffff,9.0,7.0,0.0
847ad91ffffffff,7.0,6.0,0.0
847ad93ffffffff,22.0,13.0,0.0
847ad95ffffffff,13.0,4.0,0.0
847ad97ffffffff,11.0,2.0,0.0
847ad99ffffffff,100.0,56.0,0.0
847ad9dffffffff,4.0,4.0,0.0
847ada9ffffffff,2.0,2.0,0.0
847ae81ffffffff,21.0,18.0,0.0
847ae85ffffffff,14.0,9.0,0.0
847ae87ffffffff,20.0,14.0,0.0
847ae8bffffffff,1.0,0.0,0.0
847ae91ffffffff,19.0,11.0,0.0
847ae95ffffffff,2.0,2.0,0.0
847ae99ffffffff,14.0,4.0,0.0
847ae9bffffffff,36.0,24.0,0.0
847ae9dffffffff,8.0,2.0,0.0
847aea3ffffffff,10.0,10.0,0.0
847aea7ffffffff,3.0,3.0,0.0
847aeabffffffff,9.0,0.0,0.0
847aeb3ffffffff,3.0,0.0,0.0
847aebdffffffff,3.0,3.0,0.0
847aed9ffffffff,5.0,2.0,0.0
847aedbffffffff,3.0,0.0,0.0
847b483ffffffff,1.0,1.0,0.0
847b485ffffffff,6.0,2.0,2.0
847b487ffffffff,72.0,17.0,13.0
847b489ffffffff,3.0,0.0,0.0
847b491ffffffff,2.0,0.0,0.0
847b4a1ffffffff,10.0,2.0,2.0
847b4a5ffffffff,25.0,8.0,11.0
847b4a7ffffffff,20.0,7.0,7.0
847b4abffffffff,2.0,2.0,0.0
847b4b1ffffffff,1.0,0.0,0.0
847b4b3ffffffff,6.0,3.0,0.0
847b4b7ffffffff,7.0,2.0,0.0
847b4b9ffffffff,22.0,10.0,5.0
847b4c7ffffffff,1.0,0.0,1.0
847b4cbffffffff,5.0,0.0,3.0
847b4d5ffffffff,1.0,1.0,0.0
847b4dbffffffff,39.0,9.0,5.0
847b591ffffffff,11.0,0.0,4.0
847b595ffffffff,37.0,14.0,2.0
847b597ffffffff,282.0,88.0,11.0
847b59bffffffff,17.0,9.0,0.0
847b5b1ffffffff,6.0,2.0,0.0
847b5b3ffffffff,2.0,0.0,0.0
847b5b5ffffffff,3.0,0.0,0.0
847b5b7ffffffff,2.0,0.0,0.0
847b5bbffffffff,3.0,0.0,0.0
847b689ffffffff,3.0,0.0,0.0
847b6a9ffffffff,11.0,2.0,4.0
847b6bbffffffff,17.0,2.0,1.0
847b6d5ffffffff,3.0,0.0,0.0
8482125ffffffff,2.0,0.0,0.0
84821c1ffffffff,2.0,2.0,0.0
8482819ffffffff,1.0,1.0,0.0
84828a3ffffffff,2.0,0.0,0.0
84828b5ffffffff,48.0,5.0,0.0
84828bdffffffff,8.0,2.0,0.0
84828d1ffffffff,140.0,116.0,0.0
8482a09ffffffff,10.0,0.0,0.0
8482a0bffffffff,2.0,0.0,0.0
8482a1dffffffff,6.0,0.0,0.0
8482a37ffffffff,9.0,0.0,0.0
8482a55ffffffff,2.0,0.0,0.0
8482a81ffffffff,1.0,1.0,0.0
8482aadffffffff,6.0,1.0,0.0
8482ae9ffffffff,2.0,2.0,0.0
8482d07ffffffff,34.0,25.0,0.0
8482d23ffffffff,10.0,6.0,0.0
8482d27ffffffff,9.0,6.0,0.0
8482d29ffffffff,14.0,14.0,0.0
8482d2bffffffff,7.0,7.0,0.0
8482d37ffffffff,4.0,1.0,0.0
8482d3dffffffff,37.0,28.0,0.0
8482d45ffffffff,2.0,0.0,0.0
8482d67ffffffff,5.0,2.0,0.0
8482db5ffffffff,2.0,2.0,0.0
8482f09ffffffff,6.0,1.0,0.0
8482f2bffffffff,2.0,2.0,0.0
8482f69ffffffff,3.0,0.0,0.0
848304dffffffff,5.0,3.0,0.0
848313dffffffff,1.0,1.0,0.0
848320dffffffff,14.0,5.0,0.0
8483263ffffffff,8.0,1.0,0.0
8483313ffffffff,3.0,0.0,0.0
848335bffffffff,3.0,3.0,0.0
8483861ffffffff,2.0,2.0,0.0
84838adffffffff,2.0,2.0,0.0
84838ebffffffff,2.0,0.0,0.0
8483981ffffffff,11.0,11.0,0.0
8483983ffffffff,16.0,16.0,0.0
848398bffffffff,9.0,9.0,0.0
8483ac3ffffffff,1.0,0.0,0.0
8496009ffffffff,13.0,10.0,0.0
849600bffffffff,5.0,1.0,0.0
8496015ffffffff,9.0,4.0,0.0
8496047ffffffff,4.0,2.0,0.0
8496089ffffffff,2.0,2.0,0.0
8496097ffffffff,5.0,3.0,0.0
84960b1ffffffff,10.0,6.0,0.0
84960b5ffffffff,11.0,4.0,0.0
84960bbffffffff,2.0,2.0,0.0
84960edffffffff,2.0,2.0,0.0
8496141ffffffff,4.0,0.0,0.0
8496149ffffffff,4.0,0.0,0.0
849615dffffffff,1.0,0.0,0.0
8496201ffffffff,18.0,18.0,0.0
8496203ffffffff,12.0,10.0,0.0
8496207ffffffff,43.0,23.0,0.0
8496213ffffffff,2.0,2.0,0.0
8496215ffffffff,18.0,8.0,0.0
8496217ffffffff,8.0,4.0,0.0
8496219ffffffff,9.0,8.0,0.0
849621dffffffff,7.0,5.0,0.0
8496227ffffffff,2.0,2.0,0.0
849622bffffffff,2.0,2.0,0.0
849622dffffffff,2.0,0.0,0.0
8496233ffffffff,14.0,13.0,0.0
8496239ffffffff,23.0,17.0,0.0
849623bffffffff,28.0,26.0,0.0
8496257ffffffff,1.0,0.0,0.0
8496261ffffffff,4.0,4.0,0.0
8496263ffffffff,39.0,31.0,0.0
849626dffffffff,2.0,0.0,0.0
8496283ffffffff,14.0,14.0,0.0
849628bffffffff,7.0,5.0,0.0
849629dffffffff,4.0,2.0,0.0
84962b7ffffffff,1.0,0.0,0.0
84962b9ffffffff,7.0,2.0,0.0
84962c5ffffffff,4.0,0.0,0.0
84962c9ffffffff,49.0,38.0,0.0
84962cdffffffff,2.0,2.0,0.0
84962d1ffffffff,3.0,3.0,0.0
84962d7ffffffff,9.0,9.0,0.0
84962d9ffffffff,2.0,0.0,0.0
84962e5ffffffff,27.0,17.0,0.0
84962edffffffff,5.0,0.0,0.0
8496335ffffffff,108.0,71.0,0.0
8496355ffffffff,2.0,0.0,0.0
8496365ffffffff,3.0,3.0,0.0
849654dffffffff,1.0,1.0,0.0
8496569ffffffff,12.0,10.0,0.0
849656bffffffff,1.0,1.0,0.0
8496703ffffffff,16.0,16.0,0.0
8496707ffffffff,1.0,1.0,0.0
8496721ffffffff,2.0,0.0,0.0
8496727ffffffff,1.0,1.0,0.0
8496753ffffffff,2.0,0.0,0.0
8496757ffffffff,3.0,1.0,0.0
8496861ffffffff,8.0,2.0,0.0
84968c7ffffffff,2.0,0.0,0.0
84968d1ffffffff,4.0,0.0,0.0
8496901ffffffff,15.0,0.0,0.0
8496903ffffffff,2.0,2.0,0.0
8496905ffffffff,15.0,9.0,0.0
8496907ffffffff,192.0,125.0,0.0
8496909ffffffff,2.0,2.0,0.0
849690bffffffff,1.0,1.0,0.0
849691dffffffff,1.0,1.0,0.0
8496921ffffffff,130.0,91.0,0.0
8496923ffffffff,8.0,2.0,0.0
8496925ffffffff,621.0,403.0,0.0
8496927ffffffff,2.0,1.0,0.0
849692bffffffff,131.0,52.0,0.0
849692dffffffff,55.0,31.0,0.0
8496931ffffffff,8.0,1.0,0.0
8496933ffffffff,120.0,50.0,0.0
8496935ffffffff,252.0,135.0,0.0
8496937ffffffff,63.0,46.0,0.0
849693dffffffff,200.0,125.0,0.0
8496947ffffffff,2.0,2.0,0.0
8496995ffffffff,2.0,0.0,0.0
84969a1ffffffff,36.0,10.0,0.0
84969a5ffffffff,25.0,10.0,0.0
84969adffffffff,2.0,0.0,0.0
84969bdffffffff,5.0,3.0,0.0
84969e5ffffffff,2.0,2.0,0.0
84969edffffffff,2.0,0.0,0.0
8496a0bffffffff,2.0,0.0,2.0
8496a15ffffffff,17.0,15.0,0.0
8496a39ffffffff,2.0,2.0,0.0
8496a59ffffffff,8.0,5.0,0.0
8496a89ffffffff,2.0,2.0,0.0
8496a8bffffffff,2.0,2.0,0.0
8496ab9ffffffff,2.0,0.0,0.0
8496aedffffffff,4.0,0.0,0.0
8496b01ffffffff,9.0,8.0,0.0
8496b0bffffffff,1.0,1.0,0.0
8496b0dffffffff,15.0,3.0,0.0
8496b13ffffffff,25.0,6.0,0.0
8496b19ffffffff,126.0,17.0,0.0
8496b1bffffffff,56.0,31.0,0.0
8496b29ffffffff,1.0,0.0,0.0
8496b2bffffffff,2.0,2.0,0.0
8496b47ffffffff,11.0,0.0,0.0
8496b53ffffffff,18.0,0.0,0.0
8496b57ffffffff,15.0,4.0,0.0
8496b63ffffffff,12.0,3.0,0.0
8496b65ffffffff,2.0,2.0,0.0
8496b67ffffffff,2.0,0.0,0.0
8496b6dffffffff,4.0,0.0,4.0
8496d21ffffffff,1.0,0.0,0.0
8496e49ffffffff,1.0,1.0,0.0
8497007ffffffff,3.0,0.0,3.0
8497015ffffffff,12.0,12.0,0.0
8497027ffffffff,1.0,0.0,0.0
849702bffffffff,44.0,10.0,5.0
8497035ffffffff,16.0,2.0,2.0
849703dffffffff,10.0,4.0,1.0
8497051ffffffff,4.0,2.0,0.0
8497053ffffffff,2.0,0.0,0.0
8497057ffffffff,3.0,3.0,0.0
84970a7ffffffff,3.0,3.0,0.0
84970c5ffffffff,6.0,6.0,0.0
84970c9ffffffff,1.0,1.0,0.0
84970d3ffffffff,12.0,8.0,0.0
84970d7ffffffff,2.0,0.0,0.0
84970e3ffffffff,2.0,2.0,0.0
8497101ffffffff,3.0,3.0,0.0
8497103ffffffff,45.0,16.0,0.0
8497107ffffffff,24.0,22.0,0.0
8497113ffffffff,1.0,1.0,0.0
8497119ffffffff,123.0,90.0,6.0
849711dffffffff,8.0,2.0,0.0
8497131ffffffff,9.0,0.0,0.0
8497139ffffffff,16.0,8.0,0.0
849713dffffffff,6.0,0.0,0.0
8497151ffffffff,20.0,8.0,0.0
8497199ffffffff,9.0,5.0,0.0
849719bffffffff,20.0,14.0,0.0
84971b9ffffffff,3.0,3.0,0.0
84971c1ffffffff,8.0,6.0,0.0
84971c7ffffffff,1.0,0.0,0.0
84971c9ffffffff,5.0,0.0,0.0
84971d5ffffffff,2.0,2.0,0.0
8497245ffffffff,1.0,0.0,0.0
8497249ffffffff,3.0,0.0,0.0
8497289ffffffff,7.0,5.0,2.0
849728bffffffff,2.0,0.0,0.0
849728dffffffff,107.0,38.0,1.0
8497291ffffffff,51.0,32.0,0.0
