cell_id,Hydrobates leucorhous,Hydrobates leucorhous leucorhous,Hydrobates leucorhous chapmani
8419729ffffffff,1.0,0.0,0.0
841973bffffffff,2.0,0.0,0.0
841a023ffffffff,1.0,0.0,0.0
841aa07ffffffff,13.0,0.0,0.0
841aa23ffffffff,2.0,0.0,0.0
841aa3dffffffff,4.0,0.0,0.0
841ab03ffffffff,2.0,0.0,0.0
841ae2dffffffff,2.0,0.0,0.0
841ae67ffffffff,2.0,0.0,0.0
841af2dffffffff,2.0,0.0,0.0
841b98dffffffff,2.0,0.0,0.0
841b9cdffffffff,1.0,0.0,0.0
841d209ffffffff,2.0,0.0,0.0
841d649ffffffff,4.0,0.0,0.0
841d64dffffffff,4.0,0.0,0.0
841f217ffffffff,4.0,0.0,0.0
841f727ffffffff,2.0,0.0,0.0
841fb43ffffffff,1.0,0.0,0.0
84225a5ffffffff,1.0,0.0,0.0
8422db7ffffffff,11.0,0.0,0.0
8428007ffffffff,2.0,0.0,0.0
842802bffffffff,2.0,0.0,0.0
8428031ffffffff,14.0,0.0,0.0
8428033ffffffff,45.0,11.0,0.0
8428037ffffffff,5.0,0.0,0.0
842803dffffffff,2.0,0.0,0.0
8428045ffffffff,8.0,8.0,0.0
8428047ffffffff,7.0,7.0,0.0
842804dffffffff,20.0,20.0,0.0
84280a1ffffffff,3.0,0.0,0.0
84280e1ffffffff,3.0,0.0,0.0
84280e5ffffffff,3.0,0.0,0.0
84280edffffffff,3.0,0.0,0.0
8428191ffffffff,10.0,4.0,0.0
8428193ffffffff,9.0,7.0,0.0
8428195ffffffff,2.0,0.0,0.0
8428197ffffffff,5.0,2.0,0.0
8428199ffffffff,17.0,13.0,0.0
842819bffffffff,2.0,0.0,0.0
842819dffffffff,2.0,0.0,0.0
84281c3ffffffff,2.0,0.0,0.0
84281d1ffffffff,21.0,17.0,0.0
84281d3ffffffff,9.0,7.0,0.0
84281d7ffffffff,7.0,7.0,0.0
84281d9ffffffff,49.0,13.0,0.0
84281dbffffffff,2.0,0.0,0.0
8428225ffffffff,36.0,23.0,0.0
8428227ffffffff,1.0,0.0,0.0
842822dffffffff,3.0,0.0,0.0
8428265ffffffff,2.0,2.0,0.0
8428309ffffffff,2.0,0.0,0.0
8428319ffffffff,20.0,1.0,0.0
842831bffffffff,16.0,16.0,0.0
842831dffffffff,18.0,0.0,0.0
8428341ffffffff,4.0,4.0,0.0
8428343ffffffff,6.0,0.0,0.0
8428349ffffffff,24.0,10.0,0.0
842834bffffffff,7.0,0.0,0.0
842834dffffffff,174.0,101.0,2.0
8428351ffffffff,9.0,0.0,0.0
8428353ffffffff,31.0,0.0,0.0
8428355ffffffff,67.0,0.0,0.0
8428359ffffffff,12.0,0.0,0.0
842835dffffffff,61.0,3.0,0.0
8428363ffffffff,2.0,0.0,0.0
8428c01ffffffff,18.0,13.0,0.0
8428c07ffffffff,14.0,0.0,0.0
8428c09ffffffff,7.0,7.0,0.0
8428c0dffffffff,42.0,7.0,0.0
8428c25ffffffff,1.0,0.0,0.0
8428c27ffffffff,7.0,0.0,0.0
8428c35ffffffff,3.0,0.0,0.0
8428c47ffffffff,26.0,21.0,0.0
8428c49ffffffff,8.0,6.0,0.0
8428c61ffffffff,1.0,0.0,0.0
8428c6bffffffff,51.0,0.0,0.0
8428d19ffffffff,3.0,0.0,0.0
8428d1bffffffff,4.0,0.0,0.0
8428d51ffffffff,2.0,0.0,0.0
8428d55ffffffff,12.0,0.0,0.0
8428d57ffffffff,2.0,0.0,0.0
8428d5dffffffff,4.0,0.0,0.0
8428d89ffffffff,2.0,0.0,0.0
8428dc9ffffffff,13.0,2.0,0.0
8428e21ffffffff,14.0,0.0,0.0
8428e27ffffffff,3.0,0.0,0.0
8428e29ffffffff,2.0,0.0,0.0
8428e43ffffffff,3.0,0.0,0.0
8428e49ffffffff,2.0,0.0,0.0
8428e67ffffffff,7.0,0.0,0.0
8428e69ffffffff,1.0,0.0,0.0
8428f11ffffffff,2.0,0.0,0.0
8428f17ffffffff,2.0,0.0,0.0
8428f19ffffffff,2.0,0.0,0.0
8428f51ffffffff,2.0,0.0,0.0
842904dffffffff,1.0,0.0,0.0
8429101ffffffff,4.0,0.0,3.0
8429103ffffffff,5.0,0.0,5.0
8429105ffffffff,2.0,0.0,2.0
842910dffffffff,5.0,0.0,5.0
8429123ffffffff,2.0,0.0,2.0
8429129ffffffff,8.0,1.0,7.0
842912bffffffff,2.0,0.0,2.0
842912dffffffff,2.0,0.0,0.0
842913bffffffff,2.0,0.0,2.0
842913dffffffff,6.0,3.0,1.0
8429161ffffffff,7.0,0.0,7.0
842916dffffffff,18.0,0.0,2.0
8429181ffffffff,2.0,2.0,0.0
8429185ffffffff,8.0,8.0,0.0
8429187ffffffff,25.0,23.0,0.0
84291a1ffffffff,8.0,8.0,0.0
84291a3ffffffff,6.0,1.0,0.0
84291a7ffffffff,5.0,1.0,0.0
84291a9ffffffff,32.0,13.0,0.0
84291abffffffff,50.0,34.0,1.0
84291b3ffffffff,1.0,1.0,0.0
84291b5ffffffff,31.0,3.0,0.0
84291b7ffffffff,16.0,7.0,0.0
84291bdffffffff,6.0,0.0,0.0
84291c5ffffffff,1.0,0.0,0.0
84291ddffffffff,1.0,1.0,0.0
84291e1ffffffff,9.0,0.0,0.0
84291e5ffffffff,7.0,1.0,0.0
84291e7ffffffff,2.0,0.0,0.0
84291edffffffff,5.0,0.0,0.0
8429231ffffffff,2.0,0.0,0.0
8429233ffffffff,2.0,0.0,0.0
8429261ffffffff,2.0,0.0,0.0
8429313ffffffff,4.0,0.0,0.0
8429a41ffffffff,28.0,2.0,14.0
8429a43ffffffff,4.0,0.0,2.0
8429a49ffffffff,90.0,6.0,73.0
8429a4bffffffff,1075.0,69.0,659.0
8429a55ffffffff,64.0,0.0,30.0
8429a57ffffffff,2.0,0.0,0.0
8429a59ffffffff,11.0,0.0,9.0
8429a5dffffffff,54.0,0.0,27.0
8429ad1ffffffff,1.0,0.0,0.0
8429adbffffffff,1.0,0.0,0.0
842a005ffffffff,9.0,0.0,0.0
842a007ffffffff,20.0,0.0,0.0
842a009ffffffff,7.0,0.0,0.0
842a00bffffffff,203.0,0.0,0.0
842a01dffffffff,2.0,0.0,0.0
842a021ffffffff,66.0,0.0,0.0
842a023ffffffff,135.0,0.0,0.0
842a027ffffffff,15.0,0.0,0.0
842a029ffffffff,6.0,0.0,0.0
842a02bffffffff,13.0,0.0,0.0
842a041ffffffff,20.0,0.0,0.0
842a043ffffffff,26.0,0.0,0.0
842a045ffffffff,2.0,0.0,0.0
842a047ffffffff,3.0,0.0,0.0
842a051ffffffff,117.0,0.0,0.0
842a055ffffffff,73.0,0.0,0.0
842a057ffffffff,11.0,0.0,0.0
842a059ffffffff,68.0,0.0,0.0
842a065ffffffff,1.0,0.0,0.0
842a101ffffffff,5.0,0.0,0.0
842a103ffffffff,2.0,0.0,0.0
842a107ffffffff,3.0,0.0,0.0
842a109ffffffff,3.0,0.0,0.0
842a11bffffffff,1.0,0.0,0.0
842a123ffffffff,1.0,0.0,0.0
842a135ffffffff,11.0,0.0,0.0
842a141ffffffff,2.0,0.0,0.0
842a151ffffffff,7.0,0.0,0.0
842a157ffffffff,3.0,0.0,0.0
842a181ffffffff,40.0,0.0,0.0
842a185ffffffff,91.0,0.0,0.0
842a187ffffffff,89.0,0.0,0.0
842a18dffffffff,123.0,0.0,0.0
842a1a1ffffffff,14.0,0.0,0.0
842a1a3ffffffff,16.0,0.0,0.0
842a1a5ffffffff,4.0,0.0,0.0
842a1a9ffffffff,4.0,0.0,0.0
842a1abffffffff,19.0,0.0,0.0
842a1b5ffffffff,23.0,0.0,0.0
842a1bdffffffff,16.0,0.0,0.0
842a1c1ffffffff,88.0,0.0,0.0
842a1c5ffffffff,1.0,0.0,0.0
842a1c7ffffffff,9.0,0.0,0.0
842a1c9ffffffff,218.0,0.0,0.0
842a1cbffffffff,60.0,0.0,0.0
842a1cdffffffff,76.0,0.0,0.0
842a1e9ffffffff,5.0,0.0,0.0
842a215ffffffff,2.0,0.0,0.0
842a231ffffffff,1.0,0.0,0.0
842a251ffffffff,1.0,1.0,0.0
842a2c5ffffffff,1.0,0.0,0.0
842a2e1ffffffff,1.0,0.0,0.0
842a2e5ffffffff,4.0,0.0,0.0
842a2edffffffff,2.0,0.0,0.0
842a301ffffffff,7.0,0.0,0.0
842a303ffffffff,3.0,0.0,0.0
842a305ffffffff,2.0,0.0,0.0
842a307ffffffff,1.0,0.0,0.0
842a309ffffffff,54.0,0.0,0.0
842a30dffffffff,9.0,0.0,0.0
842a311ffffffff,52.0,8.0,0.0
842a313ffffffff,6.0,0.0,0.0
842a315ffffffff,25.0,0.0,0.0
842a317ffffffff,5.0,0.0,0.0
842a31bffffffff,38.0,0.0,0.0
842a31dffffffff,89.0,2.0,0.0
842a323ffffffff,3.0,0.0,0.0
842a32bffffffff,2.0,0.0,0.0
842a333ffffffff,2.0,0.0,0.0
842a343ffffffff,6.0,0.0,0.0
842a347ffffffff,10.0,0.0,0.0
842a349ffffffff,104.0,0.0,0.0
842a34bffffffff,25.0,0.0,0.0
842a34dffffffff,3.0,0.0,0.0
842a4c9ffffffff,6.0,0.0,0.0
842a84bffffffff,1.0,0.0,0.0
842a89dffffffff,6.0,0.0,0.0
842aa0bffffffff,2.0,0.0,0.0
842aa13ffffffff,1.0,0.0,0.0
842aa4bffffffff,5.0,0.0,0.0
842aa9bffffffff,1.0,0.0,0.0
842aaa1ffffffff,1.0,0.0,0.0
842aac3ffffffff,1.0,0.0,0.0
842aac5ffffffff,5.0,0.0,0.0
842aac7ffffffff,17.0,0.0,0.0
842aacbffffffff,4.0,0.0,0.0
842aacdffffffff,2.0,0.0,0.0
842aad1ffffffff,6.0,0.0,0.0
842aae9ffffffff,7.0,0.0,0.0
842ac69ffffffff,30.0,2.0,0.0
842ac6dffffffff,50.0,0.0,0.0
842ad51ffffffff,2.0,0.0,0.0
842af0dffffffff,3.0,0.0,0.0
842af19ffffffff,4.0,0.0,0.0
842af33ffffffff,1.0,0.0,0.0
842af4bffffffff,13.0,4.0,0.0
842af55ffffffff,6.0,0.0,0.0
842af6bffffffff,3.0,0.0,0.0
842b007ffffffff,5.0,0.0,0.0
842b011ffffffff,2.0,0.0,0.0
842b033ffffffff,4.0,0.0,0.0
842b03bffffffff,11.0,0.0,0.0
842b04bffffffff,1.0,0.0,0.0
842b053ffffffff,1.0,0.0,0.0
842b0a7ffffffff,5.0,0.0,0.0
842b0c3ffffffff,13.0,0.0,0.0
842b121ffffffff,64.0,0.0,0.0
842b167ffffffff,25.0,0.0,0.0
842b169ffffffff,4.0,0.0,0.0
842b181ffffffff,10.0,0.0,0.0
842b183ffffffff,3.0,0.0,0.0
842b187ffffffff,19.0,0.0,0.0
842b18bffffffff,19.0,0.0,0.0
842b193ffffffff,2.0,0.0,0.0
842b199ffffffff,1.0,0.0,0.0
842b1b3ffffffff,2.0,0.0,0.0
842b1b5ffffffff,106.0,0.0,0.0
842b1b9ffffffff,8.0,4.0,0.0
842b1bdffffffff,2.0,0.0,0.0
842b1d5ffffffff,13.0,0.0,0.0
842b231ffffffff,2.0,0.0,0.0
842b257ffffffff,10.0,0.0,0.0
842b2abffffffff,13.0,0.0,0.0
842b2e1ffffffff,2.0,0.0,0.0
842b2e7ffffffff,2.0,0.0,0.0
842b301ffffffff,2.0,0.0,0.0
842b303ffffffff,2.0,0.0,0.0
842b305ffffffff,1.0,0.0,0.0
842b315ffffffff,3.0,0.0,0.0
842b363ffffffff,1.0,0.0,0.0
842b9b1ffffffff,2.0,0.0,0.0
842b9b7ffffffff,7.0,0.0,0.0
842ba9dffffffff,2.0,0.0,0.0
842bac5ffffffff,22.0,0.0,0.0
842db0bffffffff,6.0,0.0,0.0
842db0dffffffff,6.0,0.0,0.0
842e053ffffffff,1.0,0.0,0.0
843460dffffffff,3.0,0.0,0.0
843466bffffffff,8.0,0.0,0.0
843469dffffffff,1.0,0.0,0.0
84351a3ffffffff,2.0,0.0,0.0
8435a93ffffffff,13.0,0.0,0.0
84365b3ffffffff,1.0,0.0,0.0
8439105ffffffff,4.0,0.0,0.0
8439187ffffffff,1.0,0.0,0.0
84391a9ffffffff,6.0,0.0,0.0
84391e1ffffffff,5.0,0.0,0.0
843920dffffffff,1.0,0.0,0.0
8439225ffffffff,4.0,0.0,0.0
8439229ffffffff,4.0,0.0,0.0
8439241ffffffff,8.0,0.0,0.0
843925bffffffff,11.0,0.0,0.0
843925dffffffff,2.0,2.0,0.0
8439263ffffffff,1.0,0.0,0.0
84392dbffffffff,13.0,0.0,0.0
8439311ffffffff,2.0,0.0,0.0
843931bffffffff,5.0,0.0,0.0
8439331ffffffff,7.0,0.0,0.0
8439335ffffffff,8.0,0.0,0.0
8439337ffffffff,11.0,0.0,0.0
8439339ffffffff,7.0,0.0,0.0
843933bffffffff,12.0,0.0,0.0
8439749ffffffff,2.0,0.0,0.0
8443a8dffffffff,2.0,0.0,0.0
8444103ffffffff,4.0,0.0,0.0
8444109ffffffff,5.0,0.0,0.0
844410bffffffff,4.0,0.0,0.0
8444111ffffffff,4.0,0.0,0.0
8444117ffffffff,4.0,0.0,0.0
8444141ffffffff,2.0,0.0,0.0
8444143ffffffff,2.0,0.0,0.0
8444155ffffffff,5.0,0.0,0.0
84441c5ffffffff,1.0,0.0,0.0
84441e3ffffffff,2.0,0.0,0.0
8444643ffffffff,10.0,0.0,0.0
8444707ffffffff,3.0,0.0,0.0
8444723ffffffff,3.0,0.0,0.0
844472bffffffff,10.0,0.0,0.0
8444893ffffffff,6.0,0.0,0.0
844489bffffffff,6.0,0.0,0.0
84448c9ffffffff,7.0,0.0,0.0
84448cbffffffff,7.0,0.0,0.0
84448cdffffffff,7.0,0.0,0.0
84448ddffffffff,2.0,0.0,0.0
8444a13ffffffff,4.0,0.0,0.0
8444a1dffffffff,9.0,0.0,0.0
8444a57ffffffff,3.0,0.0,0.0
8444a5bffffffff,2.0,0.0,0.0
8444a81ffffffff,13.0,2.0,0.0
8444a83ffffffff,3.0,0.0,0.0
8444a8dffffffff,4.0,0.0,0.0
8444aa3ffffffff,12.0,0.0,0.0
8444ab5ffffffff,21.0,0.0,0.0
8444ab9ffffffff,4.0,0.0,0.0
8444abbffffffff,26.0,3.0,0.0
8444ae9ffffffff,5.0,0.0,0.0
8444aedffffffff,3.0,0.0,0.0
8444b09ffffffff,1.0,0.0,0.0
8444c23ffffffff,2.0,0.0,0.0
8444d45ffffffff,3.0,0.0,0.0
8444d4dffffffff,3.0,0.0,0.0
8444d61ffffffff,17.0,0.0,0.0
8444d65ffffffff,5.0,0.0,0.0
8444f05ffffffff,16.0,0.0,0.0
8444f35ffffffff,6.0,0.0,0.0
8444f61ffffffff,1.0,0.0,0.0
8444f63ffffffff,7.0,0.0,0.0
844549bffffffff,69.0,0.0,0.0
8446083ffffffff,4.0,0.0,0.0
8446091ffffffff,2.0,0.0,0.0
844641bffffffff,1.0,0.0,0.0
8446423ffffffff,2.0,0.0,0.0
8446425ffffffff,4.0,0.0,0.0
8446427ffffffff,2.0,0.0,0.0
84464a9ffffffff,6.0,0.0,0.0
84464b9ffffffff,4.0,0.0,0.0
84464e5ffffffff,2.0,0.0,0.0
8446555ffffffff,2.0,0.0,0.0
8446557ffffffff,2.0,0.0,0.0
8448415ffffffff,3.0,0.0,3.0
8448433ffffffff,1.0,0.0,1.0
8448483ffffffff,8.0,0.0,4.0
844849dffffffff,4.0,0.0,0.0
84484a1ffffffff,16.0,8.0,8.0
84484b1ffffffff,14.0,5.0,3.0
84484b7ffffffff,15.0,0.0,15.0
84484b9ffffffff,4.0,1.0,1.0
84486a7ffffffff,1.0,0.0,1.0
8448901ffffffff,4.0,0.0,0.0
8448907ffffffff,2.0,0.0,0.0
8448909ffffffff,5.0,5.0,0.0
8448947ffffffff,3.0,0.0,0.0
8448955ffffffff,1.0,0.0,0.0
8448961ffffffff,3.0,3.0,0.0
844896bffffffff,11.0,0.0,0.0
8448b21ffffffff,14.0,0.0,0.0
8448b23ffffffff,1.0,0.0,0.0
8448b25ffffffff,4.0,0.0,0.0
8448b27ffffffff,27.0,0.0,0.0
8449a01ffffffff,1.0,0.0,1.0
8449a1bffffffff,1.0,0.0,0.0
844b127ffffffff,1.0,0.0,0.0
844ba11ffffffff,2.0,0.0,0.0
844cf35ffffffff,3.0,3.0,0.0
8450491ffffffff,2.0,0.0,0.0
8450495ffffffff,2.0,0.0,0.0
84504a3ffffffff,2.0,0.0,0.0
84504a7ffffffff,2.0,0.0,0.0
84504b1ffffffff,2.0,0.0,0.0
84504bdffffffff,1.0,0.0,0.0
84505a9ffffffff,1.0,0.0,0.0
8450893ffffffff,2.0,0.0,0.0
8450c33ffffffff,1.0,0.0,0.0
8450c37ffffffff,1.0,0.0,0.0
8450cc5ffffffff,2.0,0.0,0.0
8450ccbffffffff,4.0,0.0,0.0
8450ce9ffffffff,4.0,0.0,0.0
8450e81ffffffff,2.0,0.0,0.0
8450e87ffffffff,2.0,0.0,0.0
8450eabffffffff,2.0,0.0,0.0
8454981ffffffff,2.0,0.0,0.0
8454989ffffffff,2.0,0.0,0.0
845d105ffffffff,20.0,0.0,0.0
845d107ffffffff,9.0,0.0,0.0
845d121ffffffff,14.0,0.0,0.0
845d129ffffffff,50.0,0.0,0.0
845d12bffffffff,145.0,0.0,0.0
845d281ffffffff,1.0,0.0,0.0
845d2d3ffffffff,2.0,0.0,0.0
845e5c1ffffffff,2.0,0.0,0.0
845f587ffffffff,5.0,0.0,0.0
845f5b5ffffffff,1.0,0.0,0.0
845f5d7ffffffff,1.0,0.0,0.0
845fad7ffffffff,2.0,0.0,0.0
846696dffffffff,2.0,0.0,2.0
846699bffffffff,4.0,0.0,0.0
84669bbffffffff,5.0,0.0,0.0
84669c9ffffffff,2.0,0.0,0.0
84669cbffffffff,5.0,0.0,0.0
84669d5ffffffff,4.0,0.0,0.0
84669ddffffffff,4.0,0.0,4.0
8466a37ffffffff,1.0,0.0,0.0
8466ae9ffffffff,3.0,0.0,0.0
8466aedffffffff,4.0,0.0,4.0
8466b65ffffffff,2.0,0.0,2.0
8467461ffffffff,1.0,0.0,0.0
8467463ffffffff,2.0,0.0,0.0
846c59dffffffff,7.0,0.0,0.0
846c5abffffffff,2.0,0.0,0.0
846c619ffffffff,9.0,0.0,0.0
846c651ffffffff,3.0,0.0,0.0
846c653ffffffff,4.0,0.0,0.0
846c657ffffffff,3.0,0.0,0.0
846c65bffffffff,2.0,0.0,2.0
846d137ffffffff,1.0,0.0,1.0
846d159ffffffff,25.0,0.0,0.0
846d15dffffffff,3.0,0.0,1.0
846d1e5ffffffff,2.0,0.0,0.0
846d495ffffffff,1.0,0.0,0.0
846d497ffffffff,4.0,0.0,0.0
846d4bbffffffff,5.0,0.0,0.0
846d4d1ffffffff,1.0,0.0,1.0
846d4d3ffffffff,2.0,0.0,2.0
846d4dbffffffff,2.0,0.0,2.0
846d551ffffffff,1.0,0.0,0.0
846d55bffffffff,2.0,0.0,0.0
846d663ffffffff,3.0,0.0,3.0
846d709ffffffff,1.0,0.0,1.0
846d761ffffffff,1.0,0.0,0.0
847ca57ffffffff,2.0,0.0,0.0
847cc27ffffffff,2.0,0.0,0.0
847cf61ffffffff,2.0,0.0,0.0
847d80bffffffff,1.0,0.0,0.0
8480541ffffffff,2.0,0.0,0.0
8481999ffffffff,9.0,0.0,0.0
848f209ffffffff,1.0,1.0,0.0
848fa6bffffffff,2.0,0.0,0.0
8499a49ffffffff,1.0,0.0,0.0
8499ac3ffffffff,1.0,1.0,0.0
84b236bffffffff,1.0,0.0,0.0
84bc693ffffffff,2.0,0.0,0.0
84bc699ffffffff,3.0,0.0,0.0
84beab7ffffffff,3.0,0.0,0.0
84d46b3ffffffff,1.0,0.0,0.0
