cell_id,Dendrocolaptes picumnus,Dendrocolaptes picumnus [puncticollis Group],Dendrocolaptes picumnus [picumnus Group],Dendrocolaptes picumnus pallescens/casaresi
8466181ffffffff,3.0,0.0,0.0,0.0
8466185ffffffff,1.0,0.0,0.0,0.0
846618bffffffff,2.0,0.0,0.0,0.0
8466197ffffffff,30.0,0.0,0.0,0.0
8466199ffffffff,2.0,0.0,0.0,0.0
846619bffffffff,12.0,0.0,0.0,0.0
84661b1ffffffff,5.0,0.0,0.0,0.0
84661b3ffffffff,25.0,0.0,0.0,0.0
84661b9ffffffff,17.0,0.0,0.0,0.0
84661bbffffffff,9.0,0.0,0.0,0.0
84661d1ffffffff,2.0,0.0,0.0,0.0
84661d5ffffffff,22.0,0.0,0.0,0.0
8466213ffffffff,1.0,0.0,0.0,0.0
846622bffffffff,330.0,0.0,0.0,0.0
846623dffffffff,3.0,0.0,0.0,0.0
8466291ffffffff,6.0,0.0,2.0,0.0
846629bffffffff,1.0,0.0,0.0,0.0
846629dffffffff,18.0,0.0,0.0,0.0
84662d3ffffffff,14.0,0.0,0.0,0.0
84662dbffffffff,1.0,0.0,0.0,0.0
84662e9ffffffff,4.0,0.0,0.0,0.0
8466415ffffffff,67.0,0.0,0.0,0.0
8466417ffffffff,5.0,0.0,0.0,0.0
846641dffffffff,3.0,0.0,0.0,0.0
8466455ffffffff,1.0,0.0,0.0,0.0
84665abffffffff,1.0,0.0,0.0,0.0
8466633ffffffff,3.0,0.0,0.0,0.0
8466637ffffffff,2.0,0.0,0.0,0.0
84666c5ffffffff,7.0,0.0,0.0,0.0
8466a05ffffffff,2.0,0.0,0.0,0.0
8466b41ffffffff,6.0,0.0,0.0,0.0
8466b45ffffffff,2.0,0.0,0.0,0.0
8466b49ffffffff,6.0,0.0,0.0,0.0
8466b4dffffffff,21.0,0.0,0.0,0.0
8466b5bffffffff,12.0,0.0,1.0,0.0
8466c01ffffffff,7.0,0.0,0.0,0.0
8466c05ffffffff,3.0,0.0,0.0,0.0
8466c0dffffffff,7.0,0.0,0.0,0.0
8466c19ffffffff,5.0,0.0,0.0,0.0
8466c21ffffffff,90.0,0.0,0.0,0.0
8466c23ffffffff,16.0,0.0,0.0,0.0
8466c27ffffffff,10.0,0.0,0.0,0.0
8466c29ffffffff,28.0,0.0,0.0,0.0
8466c2bffffffff,2.0,0.0,0.0,0.0
8466c2dffffffff,11.0,0.0,0.0,0.0
8466c35ffffffff,2.0,0.0,0.0,0.0
8466c37ffffffff,2.0,0.0,0.0,0.0
8466c41ffffffff,6.0,0.0,0.0,0.0
8466c47ffffffff,6.0,0.0,0.0,0.0
8466c49ffffffff,2.0,0.0,0.0,0.0
8466c4bffffffff,2.0,0.0,0.0,0.0
8466c4dffffffff,4.0,0.0,0.0,0.0
8466c53ffffffff,5.0,0.0,0.0,0.0
8466c5dffffffff,33.0,0.0,0.0,0.0
8466c61ffffffff,3.0,0.0,0.0,0.0
8466c63ffffffff,31.0,0.0,0.0,0.0
8466c67ffffffff,8.0,0.0,0.0,0.0
8466c6bffffffff,6.0,0.0,0.0,0.0
8466c6dffffffff,10.0,0.0,0.0,0.0
8466ce9ffffffff,12.0,0.0,0.0,0.0
8466cedffffffff,4.0,0.0,0.0,0.0
8466d0bffffffff,7.0,0.0,0.0,0.0
8466d13ffffffff,3.0,0.0,0.0,0.0
8466d19ffffffff,2.0,0.0,0.0,0.0
8466d1bffffffff,36.0,0.0,0.0,0.0
8466d81ffffffff,38.0,0.0,0.0,0.0
8466dadffffffff,12.0,0.0,2.0,0.0
8466dc3ffffffff,288.0,0.0,54.0,0.0
8466dc7ffffffff,31.0,0.0,0.0,0.0
8466dc9ffffffff,25.0,0.0,0.0,0.0
8466dcbffffffff,2.0,0.0,0.0,0.0
8466dd3ffffffff,3.0,0.0,0.0,0.0
8466dd5ffffffff,13.0,0.0,0.0,0.0
8466dd7ffffffff,3.0,0.0,0.0,0.0
8466ddbffffffff,2.0,0.0,0.0,0.0
8466dddffffffff,7.0,0.0,4.0,0.0
8466de1ffffffff,24.0,0.0,7.0,0.0
8466de3ffffffff,10.0,0.0,0.0,0.0
8466debffffffff,16.0,0.0,0.0,0.0
8466e03ffffffff,2.0,0.0,0.0,0.0
8466e07ffffffff,2.0,0.0,0.0,0.0
8466e09ffffffff,20.0,0.0,0.0,0.0
8466e0bffffffff,6.0,0.0,0.0,0.0
8466e0dffffffff,18.0,0.0,0.0,0.0
8466e15ffffffff,8.0,0.0,0.0,0.0
8466e2dffffffff,2.0,0.0,0.0,0.0
8466e31ffffffff,1.0,0.0,0.0,0.0
8466e37ffffffff,2.0,0.0,0.0,0.0
8466e3bffffffff,2.0,0.0,0.0,0.0
8466e41ffffffff,2.0,0.0,0.0,0.0
8466e47ffffffff,35.0,0.0,0.0,0.0
8466e49ffffffff,9.0,0.0,0.0,0.0
8466e55ffffffff,19.0,0.0,0.0,0.0
8466e57ffffffff,5.0,0.0,0.0,0.0
8466e5dffffffff,2.0,0.0,0.0,0.0
8466e61ffffffff,7.0,0.0,0.0,0.0
8466e63ffffffff,8.0,0.0,0.0,0.0
8466e65ffffffff,235.0,0.0,0.0,0.0
8466e67ffffffff,18.0,0.0,0.0,0.0
8466e6dffffffff,73.0,0.0,0.0,0.0
8466e9dffffffff,2.0,0.0,0.0,0.0
8466ec1ffffffff,4.0,0.0,0.0,0.0
8466ec5ffffffff,3.0,0.0,0.0,0.0
8466ec7ffffffff,11.0,0.0,0.0,0.0
8466ecbffffffff,5.0,0.0,0.0,0.0
8466ee5ffffffff,7.0,0.0,0.0,0.0
8466f11ffffffff,1.0,0.0,0.0,0.0
8466f15ffffffff,2.0,0.0,0.0,0.0
8466f19ffffffff,26.0,0.0,0.0,0.0
8466f1dffffffff,19.0,0.0,0.0,0.0
8466f33ffffffff,3.0,0.0,0.0,0.0
8466f3bffffffff,1.0,0.0,0.0,0.0
8466f51ffffffff,2.0,0.0,0.0,0.0
8466f53ffffffff,6.0,0.0,0.0,0.0
8466f57ffffffff,8.0,0.0,0.0,0.0
8466f59ffffffff,22.0,0.0,0.0,0.0
8466f5bffffffff,23.0,0.0,0.0,0.0
8467413ffffffff,101.0,0.0,0.0,0.0
8467417ffffffff,21.0,0.0,0.0,0.0
8467425ffffffff,8.0,0.0,0.0,0.0
8467427ffffffff,2.0,0.0,0.0,0.0
8467437ffffffff,45.0,0.0,0.0,0.0
846743dffffffff,1.0,0.0,0.0,0.0
84674c9ffffffff,3.0,0.0,0.0,0.0
84674cdffffffff,5.0,0.0,0.0,0.0
84674e9ffffffff,10.0,0.0,0.0,0.0
84674ebffffffff,3.0,0.0,0.0,0.0
84674edffffffff,49.0,0.0,0.0,0.0
8467519ffffffff,8.0,0.0,0.0,0.0
8467537ffffffff,4.0,0.0,0.0,0.0
84675a5ffffffff,2.0,0.0,0.0,0.0
84675c1ffffffff,2.0,0.0,0.0,0.0
84675c9ffffffff,5.0,0.0,0.0,0.0
84675cbffffffff,3.0,0.0,0.0,0.0
84675ddffffffff,3.0,0.0,0.0,0.0
846d64dffffffff,12.0,0.0,0.0,0.0
846d66dffffffff,11.0,0.0,0.0,0.0
846d691ffffffff,19.0,0.0,0.0,0.0
846d69bffffffff,20.0,0.0,0.0,0.0
846d69dffffffff,6.0,0.0,0.0,0.0
84804c1ffffffff,1.0,0.0,0.0,0.0
848068bffffffff,2.0,0.0,0.0,0.0
84806abffffffff,2.0,0.0,0.0,0.0
84806b3ffffffff,2.0,0.0,0.0,0.0
84806b7ffffffff,2.0,0.0,0.0,0.0
84814a9ffffffff,7.0,0.0,0.0,0.0
84814adffffffff,6.0,0.0,0.0,0.0
84814d5ffffffff,2.0,0.0,0.0,0.0
84814e3ffffffff,1.0,0.0,0.0,0.0
84814e7ffffffff,22.0,0.0,0.0,0.0
84815d7ffffffff,2.0,0.0,0.0,0.0
84815dbffffffff,2.0,0.0,0.0,0.0
848a003ffffffff,2.0,0.0,0.0,0.0
848a00bffffffff,1.0,0.0,0.0,0.0
848a01dffffffff,7.0,0.0,0.0,0.0
848a059ffffffff,15.0,0.0,4.0,0.0
848a05bffffffff,2.0,0.0,0.0,0.0
848a05dffffffff,1.0,0.0,0.0,0.0
848a1a7ffffffff,7.0,0.0,0.0,0.0
848a2cdffffffff,2.0,0.0,0.0,0.0
848a43bffffffff,2.0,0.0,0.0,0.0
848a451ffffffff,13.0,0.0,0.0,0.0
848a459ffffffff,6.0,0.0,0.0,0.0
848a45bffffffff,5.0,0.0,0.0,0.0
848a45dffffffff,3.0,0.0,0.0,0.0
848a565ffffffff,2.0,0.0,0.0,0.0
848a699ffffffff,10.0,0.0,0.0,0.0
848a6d3ffffffff,3.0,0.0,0.0,0.0
848a6d7ffffffff,1.0,0.0,0.0,0.0
848a6d9ffffffff,8.0,0.0,0.0,0.0
848a6dbffffffff,19.0,0.0,0.0,0.0
848a827ffffffff,5.0,0.0,0.0,0.0
848a913ffffffff,3.0,0.0,0.0,0.0
848a9c9ffffffff,5.0,0.0,0.0,0.0
848a9cdffffffff,28.0,0.0,0.0,0.0
848aab5ffffffff,2.0,0.0,0.0,0.0
848aadbffffffff,2.0,0.0,0.0,0.0
848ad13ffffffff,6.0,0.0,0.0,0.0
848ad89ffffffff,2.0,0.0,0.0,0.0
848adb9ffffffff,2.0,0.0,0.0,0.0
848adbbffffffff,2.0,0.0,0.0,0.0
848af09ffffffff,32.0,0.0,1.0,0.0
848af29ffffffff,17.0,0.0,3.0,0.0
848af2dffffffff,8.0,0.0,0.0,0.0
848af41ffffffff,3.0,0.0,1.0,0.0
848af45ffffffff,8.0,0.0,0.0,0.0
848af4dffffffff,2.0,0.0,0.0,0.0
848af61ffffffff,82.0,0.0,10.0,0.0
848af63ffffffff,54.0,0.0,3.0,0.0
848af65ffffffff,1.0,0.0,0.0,0.0
848af67ffffffff,76.0,0.0,4.0,0.0
848af69ffffffff,1.0,0.0,0.0,0.0
848af6bffffffff,5.0,0.0,0.0,0.0
848b045ffffffff,9.0,0.0,0.0,0.0
848b0c9ffffffff,12.0,0.0,0.0,0.0
848b203ffffffff,1.0,0.0,0.0,0.0
848b205ffffffff,14.0,0.0,0.0,0.0
848b207ffffffff,1.0,0.0,0.0,0.0
848b221ffffffff,6.0,0.0,0.0,0.0
848b223ffffffff,10.0,0.0,0.0,0.0
848b225ffffffff,2.0,0.0,0.0,0.0
848b229ffffffff,29.0,0.0,0.0,0.0
848b22bffffffff,3.0,0.0,0.0,0.0
848b22dffffffff,46.0,0.0,0.0,0.0
848b235ffffffff,1.0,0.0,0.0,0.0
848b2c5ffffffff,3.0,0.0,0.0,0.0
848b2cdffffffff,7.0,0.0,0.0,0.0
848b315ffffffff,2.0,0.0,0.0,0.0
848b319ffffffff,1.0,0.0,0.0,0.0
848b363ffffffff,2.0,0.0,0.0,0.0
848b401ffffffff,2.0,0.0,0.0,0.0
848b40dffffffff,29.0,0.0,0.0,0.0
848b429ffffffff,4.0,0.0,0.0,0.0
848b42dffffffff,3.0,0.0,0.0,0.0
848b445ffffffff,2.0,0.0,0.0,0.0
848b447ffffffff,1.0,0.0,0.0,0.0
848b44bffffffff,26.0,0.0,0.0,0.0
848b44dffffffff,33.0,0.0,0.0,0.0
848b459ffffffff,1.0,0.0,0.0,0.0
848b463ffffffff,2.0,0.0,0.0,0.0
848b469ffffffff,7.0,0.0,0.0,0.0
848b46bffffffff,6.0,0.0,0.0,0.0
848b493ffffffff,2.0,0.0,0.0,0.0
848b4e5ffffffff,10.0,0.0,0.0,0.0
848b511ffffffff,7.0,0.0,0.0,0.0
848b513ffffffff,2.0,0.0,0.0,0.0
848b51dffffffff,1.0,0.0,0.0,0.0
848b529ffffffff,1.0,0.0,0.0,0.0
848b563ffffffff,3.0,0.0,0.0,0.0
848b5c3ffffffff,2.0,0.0,0.0,0.0
848b5cdffffffff,14.0,0.0,1.0,0.0
848b617ffffffff,56.0,0.0,0.0,0.0
848b623ffffffff,2.0,0.0,0.0,0.0
848b627ffffffff,18.0,0.0,0.0,0.0
848b631ffffffff,4.0,0.0,0.0,0.0
848b633ffffffff,1.0,0.0,0.0,0.0
848b635ffffffff,4.0,0.0,0.0,0.0
848b637ffffffff,38.0,0.0,0.0,0.0
848b639ffffffff,1.0,0.0,0.0,0.0
848b63bffffffff,83.0,0.0,0.0,0.0
848b63dffffffff,2.0,0.0,0.0,0.0
848b683ffffffff,1.0,0.0,0.0,0.0
848b68bffffffff,3.0,0.0,0.0,0.0
848b693ffffffff,4.0,0.0,0.0,0.0
848b695ffffffff,1.0,0.0,0.0,0.0
848b697ffffffff,1.0,0.0,0.0,0.0
848b69bffffffff,6.0,0.0,0.0,0.0
848b6c3ffffffff,3.0,0.0,0.0,0.0
848b6e7ffffffff,25.0,0.0,0.0,0.0
848b6edffffffff,23.0,0.0,0.0,0.0
848b709ffffffff,6.0,0.0,0.0,0.0
848b713ffffffff,76.0,0.0,0.0,0.0
848b717ffffffff,4.0,0.0,0.0,0.0
848b71bffffffff,18.0,0.0,0.0,0.0
848b751ffffffff,2.0,0.0,0.0,0.0
848b757ffffffff,2.0,0.0,0.0,0.0
848b759ffffffff,1.0,0.0,0.0,0.0
848b75dffffffff,5.0,0.0,0.0,0.0
848b763ffffffff,1.0,0.0,0.0,0.0
848b849ffffffff,3.0,0.0,0.0,0.0
848b881ffffffff,1.0,0.0,0.0,0.0
848b999ffffffff,4.0,0.0,0.0,0.0
848b99dffffffff,5.0,0.0,0.0,0.0
848b9d1ffffffff,2.0,0.0,0.0,0.0
848b9d5ffffffff,48.0,0.0,0.0,0.0
848e643ffffffff,5.0,0.0,0.0,0.0
848e64bffffffff,1.0,0.0,0.0,0.0
848e655ffffffff,3.0,0.0,0.0,0.0
848f401ffffffff,14.0,0.0,0.0,0.0
848f439ffffffff,11.0,0.0,0.0,0.0
848f461ffffffff,7.0,0.0,0.0,0.0
848f463ffffffff,26.0,0.0,4.0,0.0
848f465ffffffff,13.0,0.0,1.0,0.0
848f48dffffffff,2.0,0.0,0.0,0.0
848f4b3ffffffff,7.0,0.0,0.0,0.0
848f4c7ffffffff,10.0,0.0,0.0,0.0
848f613ffffffff,1.0,0.0,0.0,0.0
848f6b5ffffffff,7.0,0.0,2.0,0.0
848f6c9ffffffff,6.0,0.0,0.0,0.0
848f71bffffffff,8.0,0.0,0.0,0.0
848f74bffffffff,11.0,0.0,0.0,0.0
84a8411ffffffff,8.0,0.0,0.0,0.0
84a844dffffffff,2.0,0.0,0.0,0.0
84a8591ffffffff,1.0,0.0,0.0,0.0
84a8599ffffffff,1.0,0.0,0.0,0.0
84a8605ffffffff,1.0,0.0,0.0,0.0
84a860dffffffff,4.0,0.0,0.0,0.0
84a8663ffffffff,1.0,0.0,0.0,0.0
84a86d5ffffffff,4.0,0.0,0.0,0.0
84a86e7ffffffff,3.0,0.0,0.0,0.0
84a9483ffffffff,1.0,0.0,0.0,0.0
84a94edffffffff,2.0,0.0,0.0,0.0
84a9599ffffffff,4.0,0.0,0.0,0.0
84a959bffffffff,1.0,0.0,0.0,0.0
84a95a5ffffffff,6.0,0.0,0.0,0.0
84a95dbffffffff,2.0,0.0,0.0,0.0
84b3219ffffffff,2.0,0.0,0.0,0.0
84b3253ffffffff,16.0,0.0,0.0,0.0
84b3421ffffffff,8.0,0.0,0.0,0.0
84b3423ffffffff,8.0,0.0,0.0,0.0
84b3425ffffffff,166.0,0.0,0.0,0.0
84b3427ffffffff,5.0,0.0,0.0,0.0
84b3429ffffffff,20.0,0.0,0.0,0.0
84b342bffffffff,4.0,0.0,0.0,0.0
84b3435ffffffff,3.0,0.0,0.0,0.0
84b3439ffffffff,5.0,0.0,0.0,0.0
84b343dffffffff,2.0,0.0,0.0,0.0
84b3445ffffffff,16.0,0.0,0.0,0.0
84b3447ffffffff,18.0,0.0,0.0,0.0
84b3461ffffffff,5.0,0.0,0.0,0.0
84b3467ffffffff,8.0,0.0,0.0,0.0
84b3513ffffffff,18.0,0.0,0.0,0.0
84b351bffffffff,2.0,0.0,0.0,0.0
84b3585ffffffff,8.0,0.0,0.0,0.0
84b3589ffffffff,36.0,0.0,0.0,0.0
84b358dffffffff,2.0,0.0,0.0,0.0
84b35c1ffffffff,8.0,0.0,0.0,0.0
84b35c7ffffffff,18.0,0.0,0.0,0.0
84b35c9ffffffff,76.0,0.0,0.0,0.0
84b35cdffffffff,22.0,0.0,0.0,0.0
84b35e9ffffffff,5.0,0.0,0.0,0.0
84b3623ffffffff,3.0,0.0,0.0,0.0
84b3637ffffffff,2.0,0.0,0.0,0.0
84b365dffffffff,2.0,0.0,0.0,0.0
84b3665ffffffff,4.0,0.0,0.0,0.0
84b366dffffffff,2.0,0.0,0.0,0.0
84b36b3ffffffff,1.0,0.0,0.0,0.0
