cell_id,Troglodytes pacificus,Troglodytes pacificus [alascensis Group],Troglodytes pacificus [pacificus Group]
8428357ffffffff,17.0,0.0,0.0
8428361ffffffff,21.0,0.0,0.0
8428363ffffffff,31.0,0.0,2.0
8428367ffffffff,7.0,0.0,0.0
842836dffffffff,22.0,0.0,0.0
8428821ffffffff,2.0,0.0,0.0
8428843ffffffff,8.0,0.0,0.0
8428847ffffffff,4.0,0.0,0.0
8428849ffffffff,8.0,0.0,0.0
8428855ffffffff,2.0,0.0,0.0
842885dffffffff,3.0,0.0,0.0
8428861ffffffff,1.0,0.0,0.0
8428887ffffffff,1.0,0.0,1.0
842888bffffffff,9.0,0.0,3.0
8428891ffffffff,2.0,0.0,2.0
8428897ffffffff,2.0,0.0,2.0
84288a5ffffffff,4.0,0.0,0.0
84288d1ffffffff,2.0,0.0,0.0
84288dbffffffff,2.0,0.0,0.0
8428921ffffffff,2.0,0.0,0.0
842892bffffffff,8.0,0.0,0.0
8428939ffffffff,1.0,0.0,0.0
8428969ffffffff,2.0,0.0,0.0
8428985ffffffff,2.0,0.0,0.0
842898dffffffff,3.0,0.0,0.0
84289d1ffffffff,2.0,0.0,0.0
84289d7ffffffff,2.0,0.0,0.0
84289ebffffffff,2.0,0.0,0.0
8428ae3ffffffff,4.0,0.0,0.0
8428b1dffffffff,8.0,0.0,0.0
8428b65ffffffff,8.0,0.0,3.0
8428b6dffffffff,2.0,0.0,0.0
8428c07ffffffff,1.0,0.0,0.0
8428c21ffffffff,10.0,0.0,10.0
8428c25ffffffff,20.0,0.0,20.0
8428c27ffffffff,2.0,0.0,2.0
8428c29ffffffff,3.0,0.0,3.0
8428c2dffffffff,2.0,0.0,2.0
8428c35ffffffff,8.0,0.0,8.0
8428c61ffffffff,59.0,0.0,57.0
8428c65ffffffff,1.0,0.0,1.0
8428c67ffffffff,2.0,0.0,2.0
8428c69ffffffff,7.0,0.0,7.0
8428c6dffffffff,10.0,0.0,10.0
8428d07ffffffff,2.0,0.0,1.0
8428d09ffffffff,1.0,0.0,1.0
8428d0bffffffff,5.0,0.0,3.0
8428d0dffffffff,7.0,0.0,7.0
8428d11ffffffff,5.0,0.0,5.0
8428d13ffffffff,3.0,0.0,0.0
8428d15ffffffff,7.0,0.0,7.0
8428d17ffffffff,17.0,0.0,1.0
8428d19ffffffff,2.0,0.0,2.0
8428d1bffffffff,17.0,0.0,1.0
8428d1dffffffff,20.0,0.0,17.0
8428d23ffffffff,5.0,0.0,0.0
8428d29ffffffff,1.0,0.0,1.0
8428d2bffffffff,3.0,0.0,3.0
8428d31ffffffff,2.0,0.0,0.0
8428d33ffffffff,2.0,0.0,2.0
8428d35ffffffff,1.0,0.0,0.0
8428d3bffffffff,4.0,0.0,2.0
8428d3dffffffff,2.0,0.0,0.0
8428d45ffffffff,6.0,0.0,6.0
8428d49ffffffff,7.0,0.0,7.0
8428d4bffffffff,12.0,0.0,12.0
8428d51ffffffff,5.0,0.0,3.0
8428d55ffffffff,44.0,0.0,37.0
8428d57ffffffff,22.0,0.0,22.0
8428d59ffffffff,42.0,0.0,40.0
8428d5bffffffff,1.0,0.0,1.0
8428d5dffffffff,29.0,0.0,29.0
8428d63ffffffff,2.0,0.0,2.0
8428d6bffffffff,2.0,0.0,2.0
8428d81ffffffff,3.0,0.0,0.0
8428d89ffffffff,12.0,0.0,6.0
8428d8bffffffff,4.0,0.0,2.0
8428d95ffffffff,1.0,0.0,0.0
8428d9dffffffff,1.0,0.0,1.0
8428dc3ffffffff,2.0,0.0,0.0
8428dc5ffffffff,6.0,0.0,0.0
8428dc7ffffffff,33.0,0.0,11.0
8428dc9ffffffff,2.0,0.0,2.0
8428dcdffffffff,3.0,0.0,3.0
8428dd1ffffffff,6.0,0.0,4.0
8428dd5ffffffff,4.0,0.0,2.0
8428dddffffffff,4.0,0.0,2.0
8428de1ffffffff,84.0,0.0,27.0
8428de3ffffffff,2.0,0.0,1.0
8428de9ffffffff,120.0,0.0,35.0
8428debffffffff,11.0,0.0,0.0
8428dedffffffff,20.0,0.0,6.0
8428f01ffffffff,35.0,0.0,19.0
8428f03ffffffff,5.0,0.0,3.0
8428f07ffffffff,4.0,0.0,2.0
8428f09ffffffff,2.0,0.0,2.0
8428f0dffffffff,2.0,0.0,0.0
8428f11ffffffff,1.0,0.0,1.0
8428f15ffffffff,4.0,0.0,4.0
8428f17ffffffff,8.0,0.0,7.0
8428f19ffffffff,5.0,0.0,5.0
8428f33ffffffff,4.0,0.0,3.0
8428f37ffffffff,18.0,0.0,18.0
8428f39ffffffff,3.0,0.0,3.0
8428f43ffffffff,1.0,0.0,0.0
8428f45ffffffff,2.0,0.0,0.0
8428f4bffffffff,7.0,0.0,4.0
8428f51ffffffff,1.0,0.0,1.0
8428f59ffffffff,4.0,0.0,0.0
8428f5dffffffff,20.0,0.0,0.0
8428f67ffffffff,21.0,0.0,0.0
8428f69ffffffff,1.0,0.0,0.0
8429121ffffffff,8.0,0.0,0.0
8429125ffffffff,10.0,0.0,2.0
8429127ffffffff,11.0,0.0,0.0
84291a7ffffffff,38.0,0.0,29.0
842980dffffffff,1.0,0.0,0.0
8429819ffffffff,4.0,0.0,0.0
842981bffffffff,3.0,0.0,0.0
8429825ffffffff,2.0,0.0,0.0
842982bffffffff,5.0,0.0,0.0
8429841ffffffff,17.0,0.0,4.0
8429843ffffffff,6.0,0.0,0.0
8429849ffffffff,1.0,0.0,0.0
8429855ffffffff,14.0,0.0,2.0
8429863ffffffff,2.0,0.0,0.0
8429867ffffffff,7.0,0.0,0.0
8429869ffffffff,41.0,0.0,0.0
842986bffffffff,10.0,0.0,0.0
842989bffffffff,2.0,0.0,0.0
84298c9ffffffff,58.0,0.0,0.0
84298cbffffffff,9.0,0.0,0.0
84298d1ffffffff,4.0,0.0,0.0
84298dbffffffff,14.0,0.0,1.0
84298ddffffffff,2.0,0.0,0.0
84298e1ffffffff,4.0,0.0,0.0
8429901ffffffff,2.0,0.0,0.0
842990bffffffff,12.0,0.0,1.0
8429945ffffffff,2.0,0.0,0.0
842994dffffffff,1.0,0.0,0.0
8429a01ffffffff,1.0,0.0,1.0
8429a03ffffffff,40.0,0.0,3.0
8429a05ffffffff,11.0,0.0,0.0
8429a0bffffffff,1.0,0.0,0.0
8429a0dffffffff,1.0,0.0,0.0
8429a15ffffffff,2.0,0.0,0.0
8429a17ffffffff,2.0,0.0,0.0
8429a19ffffffff,8.0,0.0,0.0
8429a1bffffffff,2.0,0.0,2.0
8429a1dffffffff,100.0,0.0,4.0
8429a31ffffffff,2.0,0.0,0.0
8429a3bffffffff,2.0,0.0,0.0
8429a41ffffffff,11.0,0.0,0.0
8429a47ffffffff,102.0,0.0,0.0
8429a51ffffffff,2.0,0.0,0.0
8429a55ffffffff,8.0,0.0,1.0
8429a57ffffffff,83.0,0.0,0.0
8429a63ffffffff,31.0,0.0,0.0
8429a69ffffffff,7.0,0.0,0.0
8429a9bffffffff,4.0,0.0,2.0
8429aa7ffffffff,22.0,0.0,0.0
8429aa9ffffffff,4.0,0.0,2.0
8429aabffffffff,2.0,0.0,0.0
8429aadffffffff,2.0,0.0,0.0
8429ab7ffffffff,5.0,0.0,0.0
8429abdffffffff,5.0,0.0,0.0
8429acdffffffff,5.0,0.0,0.0
8429ad1ffffffff,1.0,0.0,1.0
8429ad9ffffffff,2.0,0.0,0.0
8429ae1ffffffff,4.0,0.0,1.0
8429ae3ffffffff,1.0,0.0,0.0
8429b03ffffffff,4.0,0.0,0.0
8429b0bffffffff,1.0,0.0,0.0
8429b11ffffffff,4.0,0.0,0.0
8429b1dffffffff,2.0,0.0,0.0
8429b29ffffffff,46.0,0.0,0.0
8429b2dffffffff,18.0,0.0,0.0
8429b53ffffffff,2.0,0.0,0.0
8429b61ffffffff,3.0,0.0,0.0
8429b65ffffffff,19.0,0.0,0.0
8429b67ffffffff,24.0,0.0,1.0
8429b6bffffffff,1.0,0.0,0.0
8448c03ffffffff,2.0,0.0,0.0
8448c1dffffffff,3.0,0.0,0.0
8448c2dffffffff,2.0,0.0,0.0
8448c59ffffffff,7.0,0.0,0.0
8448c69ffffffff,34.0,0.0,0.0
8448cd1ffffffff,3.0,0.0,0.0
8448cd3ffffffff,7.0,0.0,0.0
8448cdbffffffff,3.0,0.0,0.0
8448d09ffffffff,10.0,0.0,0.0
8448d33ffffffff,1.0,0.0,0.0
8448d43ffffffff,101.0,0.0,0.0
8448d83ffffffff,104.0,0.0,0.0
8448d87ffffffff,2.0,0.0,0.0
8448d89ffffffff,69.0,0.0,1.0
8448dabffffffff,2.0,0.0,0.0
8448e85ffffffff,14.0,0.0,0.0
8448e8dffffffff,7.0,0.0,2.0
8448e97ffffffff,5.0,0.0,0.0
8448eabffffffff,3.0,0.0,0.0
8448eb3ffffffff,14.0,0.0,0.0
8448eb7ffffffff,2.0,0.0,0.0
8448ebdffffffff,2.0,0.0,0.0
8448ec7ffffffff,2.0,0.0,0.0
8448ee1ffffffff,56.0,0.0,0.0
8448ee9ffffffff,20.0,0.0,3.0
8448eebffffffff,32.0,0.0,0.0
