cell_id,Thryomanes bewickii,Thryomanes bewickii bewickii,Thryomanes bewickii [mexicanus Group],Thryomanes bewickii [spilurus Group]
832812fffffffff,193.0,0.0,0.0,0.0
832813fffffffff,800.0,0.0,0.0,0.0
832814fffffffff,1562.0,0.0,0.0,0.0
832815fffffffff,1164.0,0.0,0.0,0.0
832816fffffffff,339.0,0.0,0.0,0.0
832818fffffffff,257.0,0.0,0.0,2.0
832819fffffffff,305.0,0.0,0.0,5.0
83281afffffffff,236.0,0.0,0.0,0.0
83281bfffffffff,5869.0,0.0,0.0,8.0
83281cfffffffff,216.0,0.0,0.0,0.0
83281dfffffffff,92.0,0.0,0.0,0.0
83281efffffffff,3307.0,0.0,0.0,15.0
832830fffffffff,40296.0,0.0,0.0,696.0
832831fffffffff,3964.0,0.0,0.0,161.0
832832fffffffff,19690.0,0.0,0.0,0.0
832833fffffffff,3504.0,0.0,0.0,0.0
832834fffffffff,57158.0,0.0,0.0,4225.0
832835fffffffff,1404.0,0.0,0.0,122.0
832836fffffffff,3483.0,0.0,0.0,46.0
832880fffffffff,146.0,0.0,0.0,0.0
832881fffffffff,111.0,0.0,0.0,0.0
832883fffffffff,12.0,0.0,0.0,0.0
832884fffffffff,2622.0,0.0,0.0,0.0
832885fffffffff,306.0,0.0,0.0,0.0
832888fffffffff,2699.0,0.0,0.0,0.0
832889fffffffff,1952.0,0.0,0.0,0.0
83288afffffffff,1653.0,0.0,0.0,0.0
83288bfffffffff,369.0,0.0,0.0,0.0
83288cfffffffff,582.0,0.0,0.0,0.0
83288dfffffffff,778.0,0.0,0.0,0.0
83288efffffffff,700.0,0.0,0.0,0.0
832899fffffffff,35.0,0.0,0.0,0.0
83289dfffffffff,240.0,0.0,0.0,0.0
8328a0fffffffff,14.0,0.0,0.0,0.0
8328a1fffffffff,24.0,0.0,0.0,0.0
8328a4fffffffff,12.0,0.0,0.0,0.0
8328a5fffffffff,2.0,0.0,0.0,0.0
8328a8fffffffff,2.0,0.0,0.0,0.0
8328abfffffffff,49.0,0.0,0.0,0.0
8328acfffffffff,12.0,0.0,0.0,0.0
8328adfffffffff,30.0,0.0,0.0,0.0
8328aefffffffff,149.0,0.0,0.0,0.0
8328b0fffffffff,17.0,0.0,0.0,0.0
8328b5fffffffff,2.0,0.0,0.0,0.0
8328b6fffffffff,13.0,0.0,0.0,0.0
8328c2fffffffff,375.0,0.0,0.0,0.0
8328c6fffffffff,2264.0,0.0,0.0,0.0
8328d0fffffffff,1626.0,0.0,0.0,0.0
8328d1fffffffff,25918.0,0.0,0.0,0.0
8328d2fffffffff,69.0,0.0,0.0,0.0
8328d3fffffffff,527.0,0.0,0.0,0.0
8328d4fffffffff,827.0,0.0,0.0,0.0
8328d5fffffffff,43924.0,0.0,0.0,0.0
8328d6fffffffff,419.0,0.0,0.0,0.0
8328d8fffffffff,1942.0,0.0,0.0,0.0
8328d9fffffffff,52.0,0.0,0.0,0.0
8328dcfffffffff,7467.0,0.0,0.0,0.0
8328ddfffffffff,99.0,0.0,0.0,0.0
8328defffffffff,8620.0,0.0,0.0,0.0
8328f0fffffffff,25184.0,0.0,0.0,0.0
8328f1fffffffff,1821.0,0.0,0.0,0.0
8328f2fffffffff,612.0,0.0,0.0,0.0
8328f3fffffffff,2211.0,0.0,0.0,0.0
8328f4fffffffff,14084.0,0.0,0.0,0.0
8328f5fffffffff,2896.0,0.0,0.0,0.0
8328f6fffffffff,668.0,0.0,0.0,0.0
832912fffffffff,7476.0,0.0,0.0,234.0
832913fffffffff,984.0,0.0,0.0,42.0
83291afffffffff,5728.0,0.0,0.0,3219.0
832980fffffffff,233.0,0.0,0.0,0.0
832981fffffffff,408.0,0.0,0.0,0.0
832982fffffffff,148.0,0.0,0.0,0.0
832983fffffffff,5.0,0.0,0.0,0.0
832984fffffffff,670.0,0.0,0.0,0.0
832985fffffffff,573.0,0.0,0.0,0.0
832986fffffffff,2137.0,0.0,0.0,0.0
832988fffffffff,173.0,0.0,0.0,0.0
832989fffffffff,2848.0,0.0,0.0,1.0
83298afffffffff,25.0,0.0,0.0,0.0
83298bfffffffff,92.0,0.0,0.0,0.0
83298cfffffffff,6485.0,0.0,0.0,0.0
83298dfffffffff,1037.0,0.0,5.0,0.0
83298efffffffff,11.0,0.0,0.0,0.0
832990fffffffff,294.0,0.0,4.0,0.0
832991fffffffff,68.0,0.0,0.0,0.0
832992fffffffff,68.0,0.0,0.0,0.0
832993fffffffff,13.0,0.0,0.0,0.0
832994fffffffff,255.0,0.0,0.0,0.0
832995fffffffff,2009.0,0.0,0.0,0.0
832996fffffffff,108.0,0.0,5.0,0.0
832998fffffffff,7.0,0.0,0.0,0.0
832999fffffffff,5.0,0.0,0.0,0.0
83299afffffffff,7.0,0.0,0.0,0.0
83299bfffffffff,10.0,0.0,0.0,0.0
83299cfffffffff,7.0,0.0,0.0,0.0
83299efffffffff,2.0,0.0,0.0,0.0
8329a0fffffffff,23615.0,0.0,0.0,0.0
8329a1fffffffff,27128.0,0.0,0.0,0.0
8329a2fffffffff,591.0,0.0,0.0,0.0
8329a3fffffffff,218.0,0.0,0.0,0.0
8329a4fffffffff,18789.0,0.0,0.0,0.0
8329a5fffffffff,5030.0,0.0,0.0,0.0
8329a6fffffffff,3425.0,0.0,0.0,0.0
8329a8fffffffff,306.0,0.0,0.0,0.0
8329a9fffffffff,3526.0,0.0,0.0,549.0
8329aafffffffff,1592.0,0.0,0.0,0.0
8329abfffffffff,742.0,0.0,0.0,8.0
8329acfffffffff,4696.0,0.0,0.0,93.0
8329adfffffffff,9600.0,0.0,0.0,49.0
8329aefffffffff,4125.0,0.0,0.0,0.0
8329b0fffffffff,1995.0,0.0,0.0,0.0
8329b1fffffffff,510.0,0.0,0.0,0.0
8329b2fffffffff,4971.0,0.0,0.0,0.0
8329b3fffffffff,48.0,0.0,0.0,0.0
8329b4fffffffff,11.0,0.0,0.0,0.0
8329b5fffffffff,133.0,0.0,0.0,0.0
8329b6fffffffff,2216.0,0.0,0.0,0.0
834449fffffffff,7.0,0.0,0.0,0.0
83444cfffffffff,10.0,0.0,0.0,0.0
83444dfffffffff,11.0,0.0,0.0,0.0
834468fffffffff,6.0,0.0,0.0,0.0
834469fffffffff,24.0,0.0,0.0,0.0
83446bfffffffff,20.0,0.0,0.0,0.0
83446dfffffffff,96.0,0.0,0.0,0.0
834802fffffffff,1.0,0.0,0.0,0.0
834809fffffffff,3.0,0.0,0.0,0.0
83480afffffffff,7.0,0.0,0.0,0.0
83480bfffffffff,1.0,0.0,0.0,0.0
83480dfffffffff,4.0,0.0,0.0,0.0
834810fffffffff,52.0,0.0,0.0,0.0
834812fffffffff,19.0,0.0,0.0,0.0
834813fffffffff,3.0,0.0,0.0,0.0
834814fffffffff,684.0,0.0,0.0,0.0
834816fffffffff,36.0,0.0,0.0,0.0
834818fffffffff,10.0,0.0,0.0,0.0
834819fffffffff,39.0,0.0,0.0,0.0
83481afffffffff,5.0,0.0,0.0,0.0
83481bfffffffff,27.0,0.0,0.0,0.0
83481dfffffffff,18.0,0.0,0.0,0.0
83481efffffffff,8.0,0.0,0.0,0.0
83482afffffffff,2.0,0.0,0.0,0.0
834836fffffffff,2.0,0.0,0.0,0.0
834842fffffffff,137.0,0.0,0.0,0.0
834843fffffffff,124.0,0.0,0.0,0.0
834846fffffffff,4.0,0.0,0.0,0.0
83484afffffffff,774.0,0.0,0.0,0.0
834852fffffffff,5.0,0.0,4.0,0.0
834854fffffffff,4.0,0.0,0.0,0.0
834855fffffffff,49.0,0.0,0.0,0.0
834856fffffffff,11.0,0.0,0.0,0.0
834858fffffffff,10.0,0.0,0.0,0.0
834859fffffffff,1103.0,0.0,0.0,0.0
83485afffffffff,4.0,0.0,0.0,0.0
83485bfffffffff,100.0,0.0,0.0,0.0
83485cfffffffff,48.0,0.0,0.0,0.0
83485dfffffffff,278.0,0.0,0.0,0.0
83485efffffffff,2.0,0.0,0.0,0.0
834871fffffffff,64.0,0.0,0.0,0.0
834872fffffffff,6.0,0.0,0.0,0.0
834873fffffffff,91.0,0.0,0.0,0.0
834876fffffffff,1.0,0.0,0.0,0.0
834880fffffffff,1057.0,0.0,2.0,0.0
834881fffffffff,121.0,0.0,0.0,0.0
834882fffffffff,1759.0,0.0,0.0,0.0
834883fffffffff,2544.0,0.0,0.0,0.0
834884fffffffff,70.0,0.0,0.0,0.0
834885fffffffff,22.0,0.0,0.0,0.0
834886fffffffff,990.0,0.0,0.0,0.0
834888fffffffff,411.0,0.0,0.0,0.0
834889fffffffff,46.0,0.0,0.0,0.0
83488afffffffff,974.0,0.0,0.0,0.0
83488bfffffffff,1083.0,0.0,0.0,0.0
83488cfffffffff,44.0,0.0,0.0,0.0
83488dfffffffff,509.0,0.0,0.0,0.0
83488efffffffff,1770.0,0.0,0.0,0.0
834890fffffffff,77.0,0.0,0.0,0.0
834891fffffffff,617.0,0.0,0.0,0.0
834893fffffffff,23.0,0.0,0.0,0.0
834895fffffffff,927.0,0.0,0.0,0.0
834898fffffffff,13026.0,0.0,0.0,0.0
834899fffffffff,1283.0,0.0,0.0,0.0
83489afffffffff,1870.0,0.0,0.0,0.0
83489bfffffffff,793.0,0.0,0.0,0.0
83489cfffffffff,15004.0,0.0,0.0,0.0
83489dfffffffff,4767.0,0.0,4.0,0.0
83489efffffffff,4183.0,0.0,0.0,0.0
8348a0fffffffff,684.0,0.0,0.0,0.0
8348a1fffffffff,6.0,0.0,0.0,0.0
8348a2fffffffff,956.0,0.0,0.0,0.0
8348a3fffffffff,18.0,0.0,0.0,0.0
8348a6fffffffff,185.0,0.0,0.0,0.0
8348aafffffffff,2.0,0.0,0.0,0.0
8348abfffffffff,2428.0,0.0,0.0,0.0
8348b0fffffffff,1.0,0.0,0.0,0.0
8348b1fffffffff,3916.0,0.0,0.0,0.0
8348b2fffffffff,610.0,0.0,0.0,0.0
8348b3fffffffff,4634.0,0.0,0.0,0.0
8348b4fffffffff,3.0,0.0,0.0,0.0
8348b5fffffffff,30.0,0.0,0.0,0.0
8348c0fffffffff,1153.0,0.0,0.0,0.0
8348c1fffffffff,576.0,0.0,23.0,0.0
8348c2fffffffff,190.0,0.0,0.0,0.0
8348c3fffffffff,2179.0,0.0,0.0,0.0
8348c4fffffffff,12.0,0.0,0.0,0.0
8348c5fffffffff,7263.0,0.0,1143.0,0.0
8348c6fffffffff,688.0,0.0,0.0,0.0
8348c8fffffffff,103.0,0.0,8.0,0.0
8348c9fffffffff,90.0,0.0,0.0,0.0
8348cafffffffff,75.0,0.0,0.0,0.0
8348cbfffffffff,39.0,0.0,0.0,0.0
8348ccfffffffff,135.0,0.0,40.0,0.0
8348cdfffffffff,1921.0,0.0,28.0,0.0
8348cefffffffff,74.0,0.0,0.0,0.0
8348d0fffffffff,142.0,0.0,0.0,0.0
8348d1fffffffff,203.0,0.0,0.0,0.0
8348d2fffffffff,33.0,0.0,0.0,0.0
8348d3fffffffff,93.0,0.0,0.0,0.0
8348d4fffffffff,1110.0,0.0,0.0,0.0
8348d5fffffffff,65.0,0.0,0.0,0.0
8348d6fffffffff,28.0,0.0,0.0,0.0
8348d8fffffffff,15018.0,0.0,0.0,0.0
8348d9fffffffff,10.0,0.0,0.0,0.0
8348dafffffffff,182.0,0.0,0.0,0.0
8348dbfffffffff,154.0,0.0,0.0,0.0
8348dcfffffffff,886.0,0.0,0.0,0.0
8348ddfffffffff,102.0,0.0,0.0,0.0
8348defffffffff,270.0,0.0,0.0,0.0
8348e0fffffffff,21.0,0.0,0.0,0.0
8348e1fffffffff,159.0,0.0,45.0,0.0
8348e2fffffffff,54.0,0.0,0.0,0.0
8348e3fffffffff,1009.0,0.0,21.0,0.0
8348e4fffffffff,79.0,0.0,28.0,0.0
8348e5fffffffff,25.0,0.0,6.0,0.0
8348e6fffffffff,69.0,0.0,0.0,0.0
8348e8fffffffff,17314.0,0.0,2620.0,0.0
8348e9fffffffff,408.0,0.0,3.0,0.0
8348eafffffffff,1299.0,0.0,48.0,0.0
8348ebfffffffff,4625.0,0.0,102.0,0.0
8348ecfffffffff,20985.0,0.0,3223.0,0.0
8348edfffffffff,26.0,0.0,2.0,0.0
8348eefffffffff,31789.0,0.0,4196.0,0.0
8348f0fffffffff,14.0,0.0,0.0,0.0
8348f2fffffffff,4687.0,0.0,91.0,0.0
8348f3fffffffff,94.0,0.0,0.0,0.0
8348f4fffffffff,2.0,0.0,0.0,0.0
8348f5fffffffff,6.0,0.0,0.0,0.0
8348f6fffffffff,242.0,0.0,0.0,0.0
834980fffffffff,1400.0,0.0,233.0,0.0
834981fffffffff,13.0,0.0,0.0,0.0
834982fffffffff,368.0,0.0,19.0,0.0
834983fffffffff,561.0,0.0,3.0,0.0
834985fffffffff,119.0,0.0,11.0,0.0
834986fffffffff,355.0,0.0,53.0,0.0
834988fffffffff,285.0,0.0,0.0,0.0
834989fffffffff,15.0,0.0,0.0,0.0
83498afffffffff,6.0,0.0,0.0,0.0
83498bfffffffff,16.0,0.0,0.0,0.0
83498cfffffffff,267.0,0.0,11.0,0.0
83498efffffffff,330.0,0.0,2.0,0.0
834990fffffffff,320.0,0.0,74.0,0.0
834991fffffffff,102.0,0.0,18.0,0.0
834994fffffffff,1448.0,0.0,26.0,0.0
834995fffffffff,11317.0,0.0,1273.0,0.0
834996fffffffff,58.0,0.0,14.0,0.0
834998fffffffff,7.0,0.0,0.0,0.0
834999fffffffff,7.0,0.0,0.0,0.0
83499bfffffffff,20.0,0.0,0.0,0.0
83499cfffffffff,48.0,0.0,0.0,0.0
83499dfffffffff,153.0,0.0,0.0,0.0
8349a8fffffffff,53.0,0.0,2.0,0.0
8349a9fffffffff,1.0,0.0,0.0,0.0
8349aafffffffff,1054.0,0.0,57.0,0.0
8349abfffffffff,179.0,0.0,3.0,0.0
8349b0fffffffff,5.0,0.0,0.0,0.0
8349b2fffffffff,363.0,0.0,8.0,0.0
8349b3fffffffff,843.0,0.0,24.0,0.0
8349b6fffffffff,4.0,0.0,0.0,0.0
836d14fffffffff,1.0,0.0,0.0,0.0
836d30fffffffff,6.0,0.0,2.0,0.0
836d32fffffffff,2851.0,0.0,394.0,0.0
836d33fffffffff,67.0,0.0,11.0,0.0
836d36fffffffff,94.0,0.0,33.0,0.0
