cell_id,Egretta gularis,Egretta gularis gularis,Egretta gularis schistacea
835891fffffffff,4.0,0.0,0.0
835896fffffffff,12.0,0.0,0.0
835998fffffffff,2.0,0.0,0.0
83599efffffffff,2.0,0.0,0.0
836002fffffffff,547.0,0.0,0.0
836004fffffffff,264.0,0.0,0.0
836006fffffffff,656.0,0.0,0.0
83600efffffffff,1.0,0.0,0.0
836011fffffffff,550.0,0.0,0.0
836014fffffffff,7.0,0.0,0.0
836015fffffffff,13.0,0.0,0.0
83601afffffffff,5.0,0.0,0.0
83601cfffffffff,20.0,0.0,0.0
83601efffffffff,759.0,0.0,0.0
836022fffffffff,1234.0,0.0,0.0
836026fffffffff,177.0,0.0,0.0
836031fffffffff,421.0,0.0,0.0
836034fffffffff,10.0,0.0,0.0
836088fffffffff,27.0,0.0,0.0
836089fffffffff,26.0,0.0,0.0
83608afffffffff,4.0,0.0,0.0
83608bfffffffff,1119.0,0.0,0.0
83608dfffffffff,21.0,0.0,0.0
83608efffffffff,48.0,0.0,0.0
83609bfffffffff,10.0,0.0,0.0
8360a9fffffffff,528.0,0.0,0.0
8360abfffffffff,6.0,0.0,0.0
8360adfffffffff,23.0,0.0,0.0
8360f6fffffffff,13.0,0.0,0.0
836100fffffffff,5.0,0.0,0.0
836103fffffffff,6.0,0.0,0.0
836106fffffffff,17.0,0.0,0.0
83611afffffffff,78.0,0.0,0.0
83611bfffffffff,56.0,0.0,0.0
83611cfffffffff,11.0,0.0,0.0
83611efffffffff,22.0,0.0,0.0
83618cfffffffff,121.0,0.0,0.0
83618efffffffff,128.0,0.0,0.0
836198fffffffff,16.0,0.0,0.0
83619efffffffff,38.0,0.0,0.0
8361a9fffffffff,62.0,0.0,0.0
8361abfffffffff,3.0,0.0,0.0
8361adfffffffff,5.0,0.0,0.0
836324fffffffff,1.0,0.0,0.0
836326fffffffff,41.0,0.0,5.0
836330fffffffff,19.0,0.0,5.0
836332fffffffff,292.0,0.0,92.0
836333fffffffff,14.0,0.0,0.0
836335fffffffff,12.0,0.0,3.0
8363a8fffffffff,4.0,0.0,0.0
8363aafffffffff,1.0,0.0,0.0
8363aefffffffff,20.0,0.0,0.0
837436fffffffff,1.0,0.0,0.0
837508fffffffff,68.0,22.0,0.0
837509fffffffff,4.0,0.0,0.0
83750afffffffff,4.0,0.0,0.0
83750dfffffffff,112.0,37.0,0.0
837519fffffffff,2.0,1.0,0.0
837520fffffffff,2.0,0.0,0.0
837529fffffffff,17.0,1.0,0.0
837574fffffffff,58.0,20.0,0.0
837576fffffffff,72.0,11.0,0.0
837580fffffffff,2.0,0.0,0.0
837586fffffffff,2.0,0.0,0.0
837a6efffffffff,7.0,0.0,0.0
837ac8fffffffff,4.0,0.0,0.0
837acafffffffff,4.0,0.0,0.0
837acdfffffffff,13.0,0.0,0.0
837ad9fffffffff,11.0,0.0,0.0
8382c0fffffffff,39.0,0.0,0.0
8382c6fffffffff,8.0,0.0,0.0
8382d0fffffffff,56.0,16.0,0.0
8382d1fffffffff,56.0,21.0,0.0
8382d2fffffffff,4.0,4.0,0.0
8382d3fffffffff,7.0,3.0,0.0
8382d4fffffffff,2.0,0.0,0.0
8382d5fffffffff,6.0,4.0,0.0
8382d8fffffffff,2.0,0.0,0.0
8382e3fffffffff,51.0,5.0,0.0
8382f0fffffffff,8.0,0.0,0.0
8382f2fffffffff,10.0,8.0,0.0
8382f4fffffffff,10.0,0.0,0.0
