cell_id,Spatula cyanoptera,Spatula cyanoptera septentrionalium,Spatula cyanoptera [orinoma Group],Spatula cyanoptera cyanoptera
83b343fffffffff,8.0,0.0,0.0,0.0
83b354fffffffff,7.0,0.0,0.0,0.0
83b355fffffffff,35.0,0.0,0.0,0.0
83b35efffffffff,7.0,0.0,0.0,0.0
83b36dfffffffff,9.0,0.0,0.0,0.0
83c2c5fffffffff,13.0,0.0,0.0,0.0
83c2c9fffffffff,32.0,0.0,0.0,0.0
83c2cbfffffffff,2.0,0.0,0.0,0.0
83c2cdfffffffff,10.0,0.0,0.0,0.0
83c2e3fffffffff,22.0,0.0,0.0,0.0
83c2e9fffffffff,19.0,0.0,0.0,0.0
83c2ebfffffffff,1.0,0.0,0.0,0.0
83c2f1fffffffff,20.0,0.0,0.0,0.0
83c2f2fffffffff,27.0,0.0,0.0,0.0
83c329fffffffff,5.0,0.0,0.0,0.0
83c34bfffffffff,27.0,0.0,0.0,0.0
83c375fffffffff,3.0,0.0,0.0,0.0
83ce84fffffffff,1.0,0.0,0.0,0.0
83ce88fffffffff,8.0,0.0,0.0,0.0
83ce8cfffffffff,31.0,0.0,0.0,0.0
83ce93fffffffff,7.0,0.0,0.0,0.0
83ce98fffffffff,3.0,0.0,0.0,0.0
83cf12fffffffff,1.0,0.0,0.0,0.0
83cf88fffffffff,2.0,0.0,0.0,0.0
83cf8afffffffff,2.0,0.0,0.0,0.0
83cf8bfffffffff,13.0,0.0,0.0,0.0
83cf8cfffffffff,3.0,0.0,0.0,0.0
83cf94fffffffff,7.0,0.0,0.0,0.0
83cfa4fffffffff,17.0,0.0,0.0,0.0
83cfabfffffffff,3.0,0.0,0.0,0.0
83de62fffffffff,2.0,0.0,0.0,0.0
83df41fffffffff,3.0,0.0,0.0,0.0
83df68fffffffff,2.0,0.0,0.0,0.0
83df69fffffffff,18.0,0.0,0.0,0.0
83df6dfffffffff,7.0,0.0,0.0,0.0
