cell_id,Taeniopygia guttata,Taeniopygia guttata guttata,Taeniopygia guttata castanotis
8494c17ffffffff,16.0,0.0,0.0
8494c19ffffffff,2.0,0.0,0.0
8494c39ffffffff,2.0,0.0,2.0
8494c49ffffffff,2.0,0.0,0.0
8494c4bffffffff,6.0,0.0,5.0
8494c61ffffffff,29.0,0.0,2.0
8494c6dffffffff,15.0,0.0,0.0
8494c91ffffffff,12.0,0.0,2.0
8494c93ffffffff,5.0,0.0,0.0
8494c95ffffffff,1.0,0.0,1.0
8494c99ffffffff,47.0,0.0,4.0
8494cc9ffffffff,5.0,0.0,0.0
8494ccdffffffff,5.0,0.0,0.0
8494d07ffffffff,1.0,0.0,0.0
8494d0dffffffff,1.0,0.0,0.0
8494d43ffffffff,6.0,0.0,2.0
8494d45ffffffff,4.0,0.0,0.0
8494d53ffffffff,1.0,0.0,1.0
8494d5dffffffff,30.0,0.0,5.0
8494dedffffffff,2.0,0.0,0.0
8494e21ffffffff,29.0,0.0,8.0
8494e23ffffffff,12.0,0.0,2.0
8494e27ffffffff,5.0,0.0,0.0
8494e29ffffffff,7.0,0.0,2.0
8494e2bffffffff,62.0,0.0,8.0
8494e2dffffffff,2.0,0.0,0.0
8494e35ffffffff,5.0,0.0,0.0
8494e3dffffffff,6.0,0.0,0.0
8494e81ffffffff,3.0,0.0,0.0
8494e85ffffffff,3.0,0.0,3.0
8494ea1ffffffff,11.0,0.0,0.0
8494ea3ffffffff,3.0,0.0,0.0
8494eb5ffffffff,19.0,0.0,8.0
8494ed3ffffffff,36.0,0.0,8.0
8494ed7ffffffff,2.0,0.0,0.0
8494ee1ffffffff,13.0,0.0,8.0
8494ee7ffffffff,27.0,0.0,10.0
8494f13ffffffff,1.0,0.0,0.0
8494f21ffffffff,45.0,0.0,0.0
8494f25ffffffff,2.0,0.0,2.0
8494f29ffffffff,2.0,0.0,0.0
8494f2dffffffff,1.0,0.0,1.0
8494f51ffffffff,3.0,0.0,0.0
8494f5dffffffff,2.0,0.0,0.0
8494f61ffffffff,4.0,0.0,0.0
8494f65ffffffff,5.0,0.0,0.0
849c251ffffffff,2.0,0.0,0.0
849c2cbffffffff,5.0,0.0,0.0
849c2ddffffffff,170.0,0.0,37.0
849c413ffffffff,1.0,0.0,0.0
849c483ffffffff,2.0,0.0,0.0
849c5e3ffffffff,2.0,0.0,0.0
849c605ffffffff,45.0,0.0,10.0
849c607ffffffff,2.0,0.0,2.0
849c60dffffffff,30.0,0.0,16.0
849c62dffffffff,4.0,0.0,4.0
849c641ffffffff,3.0,0.0,0.0
849c647ffffffff,13.0,0.0,9.0
849c649ffffffff,64.0,0.0,19.0
849c64bffffffff,2.0,0.0,0.0
849c651ffffffff,8.0,0.0,0.0
849c653ffffffff,4.0,0.0,0.0
849c65dffffffff,26.0,0.0,11.0
849c661ffffffff,8.0,0.0,4.0
849c663ffffffff,8.0,0.0,2.0
849c667ffffffff,4.0,0.0,0.0
849c66bffffffff,4.0,0.0,4.0
849c66dffffffff,4.0,0.0,0.0
849c685ffffffff,2.0,0.0,0.0
849c687ffffffff,5.0,0.0,0.0
849c68dffffffff,3.0,0.0,2.0
849c693ffffffff,25.0,0.0,10.0
849c69bffffffff,5.0,0.0,0.0
849c6a1ffffffff,2.0,0.0,1.0
849c6a7ffffffff,2.0,0.0,0.0
849c6a9ffffffff,2.0,0.0,0.0
849c6abffffffff,3.0,0.0,1.0
849c6b9ffffffff,2.0,0.0,0.0
849c6bbffffffff,2.0,0.0,0.0
849c6c1ffffffff,30.0,0.0,13.0
849c6c7ffffffff,1.0,0.0,0.0
849c6cbffffffff,19.0,0.0,6.0
849c6d1ffffffff,14.0,0.0,6.0
849c6d3ffffffff,1.0,0.0,0.0
849c6ddffffffff,29.0,0.0,13.0
849c6e7ffffffff,2.0,0.0,0.0
849c6e9ffffffff,2.0,0.0,0.0
849c741ffffffff,21.0,0.0,6.0
849c743ffffffff,46.0,0.0,16.0
849c747ffffffff,21.0,0.0,5.0
849c74bffffffff,6.0,0.0,0.0
849c753ffffffff,7.0,0.0,4.0
849d089ffffffff,1.0,0.0,0.0
849d0b1ffffffff,53.0,0.0,3.0
849d0b5ffffffff,68.0,0.0,4.0
849d0b7ffffffff,2.0,0.0,0.0
849d0bdffffffff,12.0,0.0,4.0
849d0dbffffffff,1.0,0.0,0.0
849d0e3ffffffff,2.0,0.0,0.0
849d211ffffffff,4.0,0.0,2.0
849d24bffffffff,7.0,0.0,0.0
849d253ffffffff,2.0,0.0,0.0
849d25bffffffff,2.0,0.0,0.0
849d289ffffffff,28.0,0.0,28.0
849d28bffffffff,2.0,0.0,0.0
849d295ffffffff,3.0,0.0,0.0
849d2a3ffffffff,3.0,0.0,0.0
849d2c3ffffffff,2.0,0.0,0.0
849d2c9ffffffff,3.0,0.0,3.0
849d2d9ffffffff,3.0,0.0,0.0
849d403ffffffff,3.0,0.0,3.0
849d407ffffffff,10.0,0.0,2.0
849d40dffffffff,3.0,0.0,0.0
849d419ffffffff,16.0,0.0,9.0
849d41bffffffff,8.0,0.0,4.0
849d41dffffffff,2.0,0.0,2.0
849d425ffffffff,3.0,0.0,3.0
849d427ffffffff,1.0,0.0,0.0
849d431ffffffff,12.0,0.0,7.0
849d433ffffffff,2.0,0.0,2.0
849d43dffffffff,3.0,0.0,0.0
849d441ffffffff,18.0,0.0,6.0
849d443ffffffff,109.0,0.0,42.0
849d445ffffffff,5.0,0.0,0.0
849d447ffffffff,108.0,0.0,27.0
849d44bffffffff,31.0,0.0,20.0
849d451ffffffff,3.0,0.0,3.0
849d455ffffffff,3.0,0.0,1.0
849d457ffffffff,1.0,0.0,0.0
849d459ffffffff,5.0,0.0,0.0
849d45bffffffff,18.0,0.0,1.0
849d45dffffffff,5.0,0.0,2.0
849d461ffffffff,2.0,0.0,0.0
849d465ffffffff,8.0,0.0,4.0
849d467ffffffff,1.0,0.0,0.0
849d46bffffffff,220.0,0.0,82.0
849d481ffffffff,9.0,0.0,3.0
849d487ffffffff,3.0,0.0,0.0
849d48dffffffff,16.0,0.0,7.0
849d4a1ffffffff,289.0,0.0,82.0
849d4a3ffffffff,18.0,0.0,4.0
849d4a7ffffffff,10.0,0.0,4.0
849d4a9ffffffff,2.0,0.0,0.0
849d4abffffffff,31.0,0.0,2.0
849d4adffffffff,39.0,0.0,12.0
849d4c1ffffffff,7.0,0.0,0.0
849d4c7ffffffff,3.0,0.0,0.0
849d4c9ffffffff,55.0,0.0,17.0
849d4d3ffffffff,3.0,0.0,0.0
849d4d9ffffffff,1.0,0.0,0.0
849d4ddffffffff,2.0,0.0,0.0
849d4e7ffffffff,7.0,0.0,0.0
849d507ffffffff,1.0,0.0,0.0
849d509ffffffff,6.0,0.0,4.0
849d531ffffffff,2.0,0.0,0.0
849d537ffffffff,3.0,0.0,3.0
849d545ffffffff,6.0,0.0,2.0
849d551ffffffff,5.0,0.0,0.0
849d555ffffffff,2.0,0.0,0.0
849d559ffffffff,11.0,0.0,2.0
849d55dffffffff,3.0,0.0,0.0
849d583ffffffff,2.0,0.0,0.0
849d58bffffffff,2.0,0.0,0.0
849d591ffffffff,2.0,0.0,0.0
849d595ffffffff,5.0,0.0,1.0
849d597ffffffff,4.0,0.0,0.0
849d5c3ffffffff,2.0,0.0,0.0
849d5cbffffffff,2.0,0.0,2.0
849d5d5ffffffff,1.0,0.0,0.0
849d5d9ffffffff,10.0,0.0,5.0
849d5dbffffffff,60.0,0.0,14.0
849d5ddffffffff,5.0,0.0,1.0
849d601ffffffff,16.0,0.0,8.0
849d607ffffffff,2.0,0.0,2.0
849d60bffffffff,11.0,0.0,0.0
849d613ffffffff,2.0,0.0,0.0
849d619ffffffff,5.0,0.0,2.0
849d61bffffffff,5.0,0.0,3.0
849d61dffffffff,9.0,0.0,4.0
849d621ffffffff,7.0,0.0,7.0
849d625ffffffff,28.0,0.0,4.0
849d629ffffffff,2.0,0.0,2.0
849d62bffffffff,8.0,0.0,0.0
849d62dffffffff,1.0,0.0,1.0
849d637ffffffff,12.0,0.0,2.0
849d63dffffffff,31.0,0.0,25.0
849d643ffffffff,2.0,0.0,0.0
849d655ffffffff,4.0,0.0,0.0
849d657ffffffff,27.0,0.0,16.0
849d65dffffffff,5.0,0.0,2.0
849d681ffffffff,7.0,0.0,0.0
849d683ffffffff,40.0,0.0,21.0
849d685ffffffff,11.0,0.0,2.0
849d68bffffffff,57.0,0.0,12.0
849d695ffffffff,13.0,0.0,5.0
849d6a1ffffffff,10.0,0.0,6.0
849d6a3ffffffff,4.0,0.0,4.0
849d6a5ffffffff,2.0,0.0,0.0
849d6a7ffffffff,33.0,0.0,9.0
849d6a9ffffffff,14.0,0.0,8.0
849d6abffffffff,5.0,0.0,4.0
849d6b5ffffffff,12.0,0.0,5.0
849d6b7ffffffff,3.0,0.0,0.0
849d6b9ffffffff,6.0,0.0,2.0
849d6bdffffffff,12.0,0.0,4.0
849d6c9ffffffff,4.0,0.0,0.0
849d6d1ffffffff,12.0,0.0,7.0
849d6d7ffffffff,8.0,0.0,4.0
849d6d9ffffffff,22.0,0.0,9.0
849d6dbffffffff,106.0,0.0,37.0
849d6ddffffffff,4.0,0.0,2.0
849d6e5ffffffff,1.0,0.0,0.0
849d6e7ffffffff,56.0,0.0,31.0
849d701ffffffff,6.0,0.0,0.0
849d703ffffffff,3.0,0.0,0.0
849d719ffffffff,44.0,0.0,10.0
849d71bffffffff,3.0,0.0,2.0
849d733ffffffff,2.0,0.0,0.0
849d735ffffffff,2.0,0.0,0.0
849d737ffffffff,2.0,0.0,0.0
849d73bffffffff,2.0,0.0,0.0
849d741ffffffff,1.0,0.0,0.0
849d753ffffffff,2.0,0.0,0.0
849d755ffffffff,13.0,0.0,3.0
849d757ffffffff,2.0,0.0,0.0
849d75dffffffff,11.0,0.0,2.0
849d761ffffffff,2.0,0.0,0.0
84a6067ffffffff,2.0,0.0,0.0
84a606bffffffff,6.0,0.0,0.0
84a6103ffffffff,15.0,0.0,9.0
84a6105ffffffff,2.0,0.0,0.0
84a6107ffffffff,49.0,0.0,17.0
84a610bffffffff,1.0,0.0,1.0
84a6119ffffffff,3.0,0.0,0.0
84a611dffffffff,19.0,0.0,9.0
84a6129ffffffff,63.0,0.0,28.0
84a612dffffffff,225.0,0.0,144.0
84a6139ffffffff,12.0,0.0,1.0
84a6141ffffffff,4.0,0.0,4.0
84a6153ffffffff,5.0,0.0,0.0
84a6155ffffffff,3.0,0.0,2.0
84a6157ffffffff,3.0,0.0,2.0
84a615bffffffff,10.0,0.0,2.0
84a6165ffffffff,4.0,0.0,1.0
84a6167ffffffff,178.0,0.0,146.0
84a6225ffffffff,8.0,0.0,0.0
84a6261ffffffff,17.0,0.0,6.0
84a6267ffffffff,13.0,0.0,6.0
84a626dffffffff,4.0,0.0,2.0
84a6309ffffffff,4.0,0.0,4.0
84a630bffffffff,2.0,0.0,2.0
84a630dffffffff,13.0,0.0,7.0
84a6319ffffffff,9.0,0.0,4.0
84a631bffffffff,68.0,0.0,33.0
84a631dffffffff,18.0,0.0,8.0
84a6329ffffffff,2.0,0.0,2.0
84a6345ffffffff,2.0,0.0,2.0
84a6347ffffffff,4.0,0.0,4.0
84a6353ffffffff,6.0,0.0,6.0
84a6359ffffffff,1.0,0.0,0.0
84a6a03ffffffff,2.0,0.0,0.0
84a6a0dffffffff,2.0,0.0,2.0
84a6a1dffffffff,2.0,0.0,0.0
84a6a43ffffffff,6.0,0.0,4.0
84a6a4dffffffff,17.0,0.0,11.0
84a6a59ffffffff,2.0,0.0,0.0
84a6a5dffffffff,6.0,0.0,2.0
84a6a61ffffffff,69.0,0.0,17.0
84a6a63ffffffff,7.0,0.0,3.0
84a6a65ffffffff,13.0,0.0,8.0
84a6a69ffffffff,14.0,0.0,4.0
84a6a6bffffffff,22.0,0.0,1.0
84a6a6dffffffff,36.0,0.0,8.0
84a6b49ffffffff,8.0,0.0,1.0
84a7005ffffffff,3.0,0.0,2.0
84a7021ffffffff,3.0,0.0,0.0
84a7023ffffffff,2.0,0.0,0.0
84a7025ffffffff,2.0,0.0,2.0
84a7027ffffffff,12.0,0.0,10.0
84a7029ffffffff,9.0,0.0,6.0
84a702dffffffff,2.0,0.0,0.0
84a7035ffffffff,2.0,0.0,0.0
84a7037ffffffff,1.0,0.0,1.0
84a710bffffffff,10.0,0.0,6.0
84a710dffffffff,2.0,0.0,0.0
84a7113ffffffff,2.0,0.0,2.0
84a711bffffffff,4.0,0.0,2.0
84a7121ffffffff,16.0,0.0,5.0
84a7123ffffffff,4.0,0.0,0.0
84a7129ffffffff,41.0,0.0,8.0
84a712bffffffff,18.0,0.0,2.0
84a712dffffffff,54.0,0.0,25.0
84a7145ffffffff,35.0,0.0,2.0
84a7147ffffffff,2.0,0.0,2.0
84a714bffffffff,4.0,0.0,2.0
84a714dffffffff,2.0,0.0,0.0
84a715bffffffff,1.0,0.0,0.0
84a7161ffffffff,2.0,0.0,0.0
84a7163ffffffff,13.0,0.0,6.0
84a7165ffffffff,38.0,0.0,19.0
84a716bffffffff,2.0,0.0,0.0
84a7183ffffffff,23.0,0.0,6.0
84a71b3ffffffff,5.0,0.0,1.0
84a71b9ffffffff,4.0,0.0,4.0
84a71bbffffffff,59.0,0.0,28.0
84a71c9ffffffff,6.0,0.0,0.0
84a71cbffffffff,5.0,0.0,4.0
84a71d1ffffffff,3.0,0.0,2.0
84a71d5ffffffff,1.0,0.0,1.0
84a71ddffffffff,7.0,0.0,5.0
84a71e3ffffffff,2.0,0.0,0.0
84a71e5ffffffff,2.0,0.0,2.0
84a71e7ffffffff,2.0,0.0,2.0
84a71e9ffffffff,4.0,0.0,3.0
84a71edffffffff,20.0,0.0,1.0
84a7305ffffffff,2.0,0.0,0.0
84a730bffffffff,4.0,0.0,0.0
84a7317ffffffff,2.0,0.0,0.0
84a7327ffffffff,3.0,0.0,0.0
84a7329ffffffff,2.0,0.0,2.0
84a7335ffffffff,2.0,0.0,0.0
84a7337ffffffff,21.0,0.0,15.0
84a7355ffffffff,2.0,0.0,0.0
84a7363ffffffff,2.0,0.0,2.0
84a7365ffffffff,4.0,0.0,0.0
84a7369ffffffff,2.0,0.0,0.0
84a736dffffffff,2.0,0.0,0.0
84a7809ffffffff,1.0,0.0,0.0
84a7821ffffffff,3.0,0.0,0.0
84a7825ffffffff,2.0,0.0,0.0
84a7829ffffffff,90.0,0.0,7.0
84a782bffffffff,4.0,0.0,2.0
84a7831ffffffff,7.0,0.0,2.0
84a7835ffffffff,11.0,0.0,0.0
84a7837ffffffff,6.0,0.0,0.0
84a7839ffffffff,4.0,0.0,0.0
84a783bffffffff,2.0,0.0,0.0
84a783dffffffff,6.0,0.0,0.0
84a7849ffffffff,2.0,0.0,0.0
84a7863ffffffff,17.0,0.0,0.0
84a7867ffffffff,4.0,0.0,0.0
84a786bffffffff,2.0,0.0,2.0
84a7881ffffffff,11.0,0.0,2.0
84a7883ffffffff,4.0,0.0,0.0
84a7885ffffffff,1.0,0.0,1.0
84a78a1ffffffff,9.0,0.0,0.0
84a78abffffffff,1.0,0.0,0.0
84a78b9ffffffff,3.0,0.0,0.0
84a78bdffffffff,4.0,0.0,0.0
84a78e1ffffffff,1.0,0.0,0.0
84a78e3ffffffff,6.0,0.0,0.0
84a78e7ffffffff,32.0,0.0,8.0
84a78ebffffffff,9.0,0.0,0.0
84a7907ffffffff,2.0,0.0,0.0
84a7913ffffffff,2.0,0.0,0.0
84a7917ffffffff,2.0,0.0,0.0
84a791bffffffff,4.0,0.0,0.0
84a7967ffffffff,1.0,0.0,1.0
84a7969ffffffff,2.0,0.0,1.0
84a7985ffffffff,1.0,0.0,1.0
84a7989ffffffff,2.0,0.0,2.0
84a798dffffffff,4.0,0.0,2.0
84a7993ffffffff,12.0,0.0,2.0
84a79a3ffffffff,60.0,0.0,7.0
84a79a5ffffffff,7.0,0.0,4.0
84a79a7ffffffff,51.0,0.0,19.0
84a79a9ffffffff,2.0,0.0,0.0
84a79abffffffff,2.0,0.0,0.0
84a79b9ffffffff,2.0,0.0,2.0
84a79bbffffffff,8.0,0.0,4.0
84a79c1ffffffff,2.0,0.0,2.0
84a79c3ffffffff,4.0,0.0,2.0
84a79c7ffffffff,5.0,0.0,5.0
84a79d1ffffffff,5.0,0.0,1.0
84a79d3ffffffff,2.0,0.0,2.0
84a79d7ffffffff,2.0,0.0,0.0
84a79d9ffffffff,8.0,0.0,4.0
84a79dbffffffff,12.0,0.0,4.0
84a79ddffffffff,11.0,0.0,3.0
84a79e1ffffffff,2.0,0.0,0.0
84a79e3ffffffff,2.0,0.0,0.0
84a79e5ffffffff,2.0,0.0,2.0
84a79edffffffff,4.0,0.0,0.0
84a7a01ffffffff,2.0,0.0,2.0
84a7a15ffffffff,2.0,0.0,2.0
84a7a19ffffffff,2.0,0.0,0.0
84a7a1dffffffff,10.0,0.0,0.0
84a7a29ffffffff,2.0,0.0,0.0
84a7a3dffffffff,2.0,0.0,2.0
84a7a4bffffffff,2.0,0.0,0.0
84a7a51ffffffff,2.0,0.0,2.0
84a7a61ffffffff,4.0,0.0,3.0
84a7a69ffffffff,10.0,0.0,0.0
84a7a91ffffffff,1.0,0.0,1.0
84a7a93ffffffff,2.0,0.0,2.0
84a7a99ffffffff,10.0,0.0,10.0
84a7ab5ffffffff,8.0,0.0,8.0
84a7b45ffffffff,9.0,0.0,6.0
84b8047ffffffff,3.0,0.0,3.0
84b8049ffffffff,6.0,0.0,6.0
84b8097ffffffff,3.0,0.0,3.0
84b8125ffffffff,16.0,0.0,4.0
84b812dffffffff,35.0,0.0,9.0
84b8165ffffffff,7.0,0.0,0.0
84b8167ffffffff,2.0,0.0,0.0
84b816dffffffff,5.0,0.0,0.0
84b81b5ffffffff,3.0,0.0,0.0
84b8227ffffffff,4.0,0.0,2.0
84b8293ffffffff,3.0,0.0,3.0
84b82e7ffffffff,2.0,0.0,0.0
84b836bffffffff,3.0,0.0,0.0
84b8411ffffffff,6.0,0.0,6.0
84b8415ffffffff,2.0,0.0,2.0
84b8419ffffffff,38.0,0.0,16.0
84b841bffffffff,2.0,0.0,0.0
84b841dffffffff,2.0,0.0,2.0
84b8427ffffffff,2.0,0.0,2.0
84b8437ffffffff,4.0,0.0,0.0
84b8439ffffffff,2.0,0.0,0.0
84b8451ffffffff,7.0,0.0,2.0
84b8455ffffffff,2.0,0.0,2.0
84b8491ffffffff,4.0,0.0,0.0
84b8495ffffffff,1.0,0.0,1.0
84b849bffffffff,2.0,0.0,0.0
84b84b3ffffffff,4.0,0.0,0.0
84b84b5ffffffff,8.0,0.0,2.0
84b8501ffffffff,5.0,0.0,5.0
84b8503ffffffff,10.0,0.0,8.0
84b8505ffffffff,2.0,0.0,0.0
84b850dffffffff,3.0,0.0,3.0
84b8513ffffffff,2.0,0.0,2.0
84b8517ffffffff,2.0,0.0,2.0
84b851dffffffff,4.0,0.0,4.0
84b856dffffffff,13.0,0.0,8.0
84b8587ffffffff,1.0,0.0,0.0
84b8591ffffffff,26.0,0.0,17.0
84b8593ffffffff,4.0,0.0,0.0
84b85c9ffffffff,2.0,0.0,2.0
84b8695ffffffff,2.0,0.0,2.0
84b8697ffffffff,2.0,0.0,0.0
84b86a9ffffffff,4.0,0.0,4.0
84b86b7ffffffff,2.0,0.0,0.0
84b86bbffffffff,1.0,0.0,0.0
84b86c5ffffffff,3.0,0.0,2.0
84b8725ffffffff,2.0,0.0,2.0
84b8763ffffffff,5.0,0.0,5.0
84b8801ffffffff,2.0,0.0,0.0
84b8803ffffffff,1.0,0.0,0.0
84b8805ffffffff,3.0,0.0,1.0
84b8809ffffffff,78.0,0.0,20.0
84b880bffffffff,111.0,0.0,27.0
84b8811ffffffff,1.0,0.0,1.0
84b8819ffffffff,182.0,0.0,58.0
84b881bffffffff,47.0,0.0,10.0
84b8831ffffffff,5.0,0.0,1.0
84b8835ffffffff,2.0,0.0,2.0
84b8839ffffffff,2.0,0.0,1.0
84b8843ffffffff,234.0,0.0,31.0
84b8847ffffffff,69.0,0.0,27.0
84b8849ffffffff,8.0,0.0,0.0
84b884bffffffff,10.0,0.0,4.0
84b8851ffffffff,30.0,0.0,8.0
84b8853ffffffff,6.0,0.0,1.0
84b8855ffffffff,476.0,0.0,126.0
84b8857ffffffff,58.0,0.0,31.0
84b8859ffffffff,24.0,0.0,14.0
84b885bffffffff,8.0,0.0,1.0
84b885dffffffff,3.0,0.0,0.0
84b886bffffffff,1.0,0.0,1.0
84b8885ffffffff,2.0,0.0,0.0
84b8889ffffffff,50.0,0.0,37.0
84b88c9ffffffff,2.0,0.0,2.0
84b88e5ffffffff,2.0,0.0,0.0
84b8921ffffffff,3.0,0.0,1.0
84b8923ffffffff,12.0,0.0,9.0
84b892dffffffff,5.0,0.0,0.0
84b8935ffffffff,5.0,0.0,0.0
84b89a5ffffffff,5.0,0.0,0.0
84b89adffffffff,95.0,0.0,26.0
84b89c1ffffffff,11.0,0.0,0.0
84b89c5ffffffff,1.0,0.0,0.0
84b89cbffffffff,7.0,0.0,0.0
84b89e1ffffffff,2.0,0.0,0.0
84b89ebffffffff,22.0,0.0,6.0
84b8a03ffffffff,2.0,0.0,2.0
84b8a05ffffffff,8.0,0.0,0.0
84b8a07ffffffff,4.0,0.0,4.0
84b8a09ffffffff,2.0,0.0,2.0
84b8a0dffffffff,14.0,0.0,10.0
84b8a13ffffffff,10.0,0.0,2.0
84b8a15ffffffff,7.0,0.0,7.0
84b8a17ffffffff,5.0,0.0,2.0
84b8a1bffffffff,9.0,0.0,0.0
84b8a21ffffffff,10.0,0.0,1.0
84b8a25ffffffff,6.0,0.0,0.0
84b8a27ffffffff,7.0,0.0,0.0
84b8a29ffffffff,40.0,0.0,6.0
84b8a2dffffffff,21.0,0.0,4.0
84b8a39ffffffff,2.0,0.0,0.0
84b8a41ffffffff,4.0,0.0,0.0
84b8a45ffffffff,4.0,0.0,2.0
84b8a47ffffffff,6.0,0.0,6.0
84b8a49ffffffff,4.0,0.0,4.0
84b8a59ffffffff,2.0,0.0,0.0
84b8a5bffffffff,7.0,0.0,3.0
84b8a63ffffffff,4.0,0.0,0.0
84b8a69ffffffff,4.0,0.0,0.0
84b8a81ffffffff,18.0,0.0,0.0
84b8a83ffffffff,15.0,0.0,6.0
84b8a85ffffffff,2.0,0.0,0.0
84b8a8dffffffff,9.0,0.0,4.0
84b8a91ffffffff,85.0,0.0,30.0
84b8a9dffffffff,177.0,0.0,43.0
84b8aa5ffffffff,12.0,0.0,8.0
84b8aa7ffffffff,9.0,0.0,1.0
84b8aa9ffffffff,4.0,0.0,0.0
84b8aabffffffff,2.0,0.0,0.0
84b8ab5ffffffff,4.0,0.0,2.0
84b8abdffffffff,96.0,0.0,18.0
84b8acbffffffff,21.0,0.0,0.0
84b8ad1ffffffff,2.0,0.0,0.0
84b8ae1ffffffff,8.0,0.0,2.0
84b8ae3ffffffff,13.0,0.0,7.0
84b8ae5ffffffff,45.0,0.0,7.0
84b8ae7ffffffff,2.0,0.0,0.0
84b8aedffffffff,8.0,0.0,0.0
84b8b23ffffffff,4.0,0.0,2.0
84b8b25ffffffff,1.0,0.0,0.0
84b8b27ffffffff,3.0,0.0,3.0
84b8b31ffffffff,4.0,0.0,2.0
84b8b37ffffffff,1.0,0.0,0.0
84b8b6dffffffff,2.0,0.0,0.0
84b8c21ffffffff,8.0,0.0,8.0
84b8c8bffffffff,2.0,0.0,0.0
84b8c91ffffffff,4.0,0.0,0.0
84b8cb5ffffffff,1.0,0.0,1.0
84b8d5bffffffff,1.0,0.0,1.0
84b8f3dffffffff,1.0,0.0,1.0
84b8f57ffffffff,1.0,0.0,1.0
84b9127ffffffff,1.0,0.0,1.0
84b9161ffffffff,2.0,0.0,0.0
84b9167ffffffff,2.0,0.0,0.0
84b9169ffffffff,2.0,0.0,0.0
84b916dffffffff,2.0,0.0,0.0
84b91e7ffffffff,1.0,0.0,0.0
84b9803ffffffff,34.0,0.0,11.0
84b9807ffffffff,37.0,0.0,9.0
84b9809ffffffff,34.0,0.0,8.0
84b980bffffffff,7.0,0.0,0.0
84b980dffffffff,12.0,0.0,7.0
84b9811ffffffff,8.0,0.0,2.0
84b9813ffffffff,24.0,0.0,4.0
84b9815ffffffff,3.0,0.0,0.0
84b981bffffffff,4.0,0.0,0.0
84b981dffffffff,5.0,0.0,0.0
84b9823ffffffff,13.0,0.0,2.0
84b982bffffffff,2.0,0.0,0.0
84b983dffffffff,1.0,0.0,0.0
84b9841ffffffff,25.0,0.0,8.0
84b9843ffffffff,1.0,0.0,0.0
84b9845ffffffff,4.0,0.0,2.0
84b9847ffffffff,11.0,0.0,8.0
84b984bffffffff,2.0,0.0,0.0
84b9855ffffffff,196.0,0.0,69.0
84b9857ffffffff,23.0,0.0,6.0
84b9859ffffffff,8.0,0.0,0.0
84b985dffffffff,37.0,0.0,8.0
84b9861ffffffff,63.0,0.0,29.0
84b9865ffffffff,38.0,0.0,15.0
84b986bffffffff,11.0,0.0,5.0
84b9881ffffffff,2.0,0.0,0.0
84b9883ffffffff,1.0,0.0,0.0
84b988bffffffff,71.0,0.0,21.0
84b988dffffffff,2.0,0.0,0.0
84b9895ffffffff,5.0,0.0,0.0
84b9897ffffffff,7.0,0.0,3.0
84b989dffffffff,43.0,0.0,13.0
84b98a3ffffffff,7.0,0.0,4.0
84b98abffffffff,11.0,0.0,4.0
84b98b1ffffffff,2.0,0.0,2.0
84b98b9ffffffff,2.0,0.0,0.0
84b98c5ffffffff,2.0,0.0,0.0
84b98d5ffffffff,5.0,0.0,1.0
84b98d7ffffffff,3.0,0.0,0.0
84b98ddffffffff,10.0,0.0,0.0
84b98e9ffffffff,3.0,0.0,0.0
84b98ebffffffff,8.0,0.0,5.0
