cell_id,Setophaga pitiayumi,Setophaga pitiayumi nigrilora,Setophaga pitiayumi pulchra,Setophaga pitiayumi insularis,Setophaga pitiayumi graysoni,Setophaga pitiayumi inornata,Setophaga pitiayumi cirrha,Setophaga pitiayumi [pitiayumi Group]
826637fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826657fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826667fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826687fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
8266a7fffffffff,370.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0
8266b7fffffffff,8349.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0
8266c7fffffffff,1638.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
8266d7fffffffff,7946.0,0.0,0.0,0.0,0.0,0.0,0.0,710.0
8266dffffffffff,2545.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0
8266e7fffffffff,5931.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0
8266f7fffffffff,6132.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0
826747fffffffff,565.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
82674ffffffffff,2032.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
826757fffffffff,235.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
82675ffffffffff,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82676ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826797fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82679ffffffffff,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8267b7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826d17fffffffff,157.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
826d27fffffffff,284.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0
826d2ffffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826d37fffffffff,373.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
826d67fffffffff,2062.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
826d6ffffffffff,8517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828007fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828017fffffffff,101.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
828027fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828037fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828107fffffffff,234.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
828117fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82811ffffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828127fffffffff,172.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
82812ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828137fffffffff,393.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
828147fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82814ffffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82815ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828177fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828187fffffffff,180.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
82818ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8281a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8281affffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b07fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b0ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b17fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b1ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b27fffffffff,927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b2ffffffffff,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b37fffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b57fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b67fffffffff,485.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
828b6ffffffffff,822.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
828b77fffffffff,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828ba7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828bb7fffffffff,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828e67fffffffff,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828e6ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828f0ffffffffff,1718.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0
828f2ffffffffff,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0
828f47fffffffff,591.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
828f4ffffffffff,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828f57fffffffff,789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828f5ffffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
828f77fffffffff,1422.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0
82a597fffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82a807fffffffff,1299.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
82a80ffffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a817fffffffff,6508.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0
82a81ffffffffff,1056.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82a827fffffffff,551.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
82a82ffffffffff,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a837fffffffff,1164.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
82a847fffffffff,182.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
82a84ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a857fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a85ffffffffff,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a867fffffffff,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a86ffffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a877fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a887fffffffff,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82a88ffffffffff,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a897fffffffff,359.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
82a89ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a8a7fffffffff,2082.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
82a8affffffffff,359.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
82a8b7fffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a8c7fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a8d7fffffffff,245.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
82a8dffffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
82a8effffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
82a8f7fffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a907fffffffff,273.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
82a90ffffffffff,597.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
82a91ffffffffff,916.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
82a927fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a92ffffffffff,1266.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82a947fffffffff,2237.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
82a94ffffffffff,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a957fffffffff,4670.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
82a95ffffffffff,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a967fffffffff,921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a96ffffffffff,885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a977fffffffff,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b20ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b247fffffffff,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b24ffffffffff,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b257fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b25ffffffffff,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b267fffffffff,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b26ffffffffff,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b277fffffffff,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b2e7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b2effffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b327fffffffff,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b347fffffffff,1942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b34ffffffffff,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b357fffffffff,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b35ffffffffff,2855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b367fffffffff,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b36ffffffffff,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b377fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c207fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c21ffffffffff,369.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
82c227fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c22ffffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c2c7fffffffff,765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c2cffffffffff,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c2d7fffffffff,700.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
82c2dffffffffff,213.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82c2e7fffffffff,4219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c2effffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c2f7fffffffff,1777.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
82c357fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
