cell_id,Luscinia svecica,Luscinia svecica [svecica Group],Luscinia svecica azuricollis,Luscinia svecica cyanecula/namnetum,Luscinia svecica magna
8210c7fffffffff,77.0,5.0,0.0,0.0,0.0
8210dffffffffff,22.0,0.0,0.0,0.0,0.0
8210effffffffff,35.0,25.0,0.0,0.0,0.0
8210f7fffffffff,5.0,2.0,0.0,0.0,0.0
821107fffffffff,66.0,0.0,0.0,0.0,0.0
821117fffffffff,5.0,0.0,0.0,0.0,0.0
821137fffffffff,2.0,0.0,0.0,0.0,0.0
821157fffffffff,4.0,0.0,0.0,0.0,0.0
82115ffffffffff,1.0,0.0,0.0,0.0,0.0
821167fffffffff,1.0,0.0,0.0,0.0,0.0
821187fffffffff,82.0,14.0,0.0,0.0,0.0
82118ffffffffff,262.0,15.0,0.0,15.0,0.0
821197fffffffff,6.0,0.0,0.0,1.0,0.0
82119ffffffffff,4.0,0.0,0.0,0.0,0.0
8211affffffffff,449.0,59.0,0.0,8.0,0.0
8211b7fffffffff,2.0,0.0,0.0,0.0,0.0
8214affffffffff,50.0,2.0,0.0,0.0,0.0
821597fffffffff,1.0,0.0,0.0,0.0,0.0
8215b7fffffffff,1.0,0.0,0.0,0.0,0.0
821627fffffffff,3.0,0.0,0.0,0.0,0.0
821637fffffffff,1.0,0.0,0.0,0.0,0.0
821747fffffffff,9.0,2.0,0.0,0.0,0.0
82176ffffffffff,16.0,0.0,0.0,0.0,0.0
821847fffffffff,37.0,0.0,0.0,2.0,0.0
82184ffffffffff,315.0,0.0,0.0,3.0,0.0
82185ffffffffff,71.0,0.0,0.0,0.0,0.0
821867fffffffff,30.0,0.0,0.0,24.0,0.0
82186ffffffffff,27.0,0.0,0.0,1.0,0.0
82192ffffffffff,4.0,0.0,0.0,0.0,0.0
82194ffffffffff,103.0,0.0,0.0,26.0,0.0
82196ffffffffff,566.0,0.0,0.0,46.0,0.0
821e07fffffffff,261.0,0.0,0.0,31.0,0.0
821e0ffffffffff,346.0,0.0,0.0,52.0,0.0
821e17fffffffff,15.0,0.0,0.0,3.0,0.0
821e1ffffffffff,97.0,0.0,0.0,1.0,0.0
821e27fffffffff,62.0,0.0,0.0,0.0,0.0
821e2ffffffffff,23.0,0.0,0.0,0.0,0.0
821e37fffffffff,454.0,0.0,0.0,12.0,0.0
821e4ffffffffff,2.0,0.0,0.0,0.0,0.0
821e57fffffffff,5.0,0.0,0.0,0.0,0.0
821e5ffffffffff,9.0,0.0,0.0,0.0,0.0
821e67fffffffff,47.0,0.0,0.0,0.0,0.0
821e6ffffffffff,57.0,0.0,0.0,0.0,0.0
821e77fffffffff,6.0,0.0,0.0,0.0,0.0
821e87fffffffff,26.0,0.0,0.0,1.0,0.0
821e97fffffffff,4.0,0.0,0.0,0.0,0.0
821ea7fffffffff,44.0,0.0,0.0,0.0,0.0
821eaffffffffff,13.0,0.0,0.0,0.0,0.0
821eb7fffffffff,21.0,0.0,0.0,0.0,0.0
821ec7fffffffff,2.0,0.0,0.0,0.0,0.0
821ecffffffffff,4.0,0.0,0.0,0.0,0.0
821ed7fffffffff,6.0,0.0,0.0,0.0,0.0
821eeffffffffff,4.0,0.0,0.0,0.0,0.0
821ef7fffffffff,6.0,0.0,0.0,0.0,0.0
821f07fffffffff,59.0,0.0,0.0,2.0,0.0
821f0ffffffffff,16.0,0.0,0.0,0.0,0.0
821f17fffffffff,191.0,0.0,0.0,17.0,0.0
821f1ffffffffff,63.0,0.0,0.0,2.0,0.0
821f27fffffffff,21.0,0.0,0.0,7.0,0.0
821f2ffffffffff,51.0,21.0,0.0,2.0,0.0
821f37fffffffff,103.0,0.0,0.0,17.0,0.0
821f47fffffffff,4.0,0.0,0.0,0.0,0.0
821f4ffffffffff,32.0,1.0,0.0,0.0,0.0
821f57fffffffff,81.0,0.0,0.0,7.0,0.0
821f5ffffffffff,55.0,1.0,0.0,0.0,0.0
821f67fffffffff,2.0,0.0,0.0,0.0,0.0
821f6ffffffffff,4.0,0.0,0.0,0.0,0.0
821f77fffffffff,2.0,0.0,0.0,0.0,0.0
821f87fffffffff,23.0,0.0,0.0,0.0,0.0
821f8ffffffffff,325.0,0.0,0.0,171.0,0.0
821f97fffffffff,9.0,0.0,0.0,3.0,0.0
821f9ffffffffff,19.0,0.0,0.0,6.0,0.0
821fa7fffffffff,168.0,0.0,0.0,12.0,0.0
821faffffffffff,370.0,0.0,0.0,29.0,0.0
821fb7fffffffff,12.0,0.0,0.0,1.0,0.0
82200ffffffffff,17.0,9.0,0.0,0.0,0.0
822017fffffffff,15.0,2.0,0.0,0.0,0.0
82201ffffffffff,12.0,0.0,0.0,0.0,0.0
822037fffffffff,8.0,0.0,0.0,0.0,0.0
82204ffffffffff,45.0,19.0,0.0,0.0,0.0
822057fffffffff,1.0,0.0,0.0,0.0,0.0
82205ffffffffff,35.0,6.0,0.0,0.0,0.0
82206ffffffffff,4.0,2.0,0.0,0.0,0.0
822087fffffffff,4.0,0.0,0.0,0.0,0.0
8220a7fffffffff,16.0,2.0,0.0,0.0,0.0
8220affffffffff,6.0,0.0,0.0,0.0,0.0
8220b7fffffffff,7.0,0.0,0.0,0.0,0.0
8220e7fffffffff,10.0,4.0,0.0,0.0,0.0
8220effffffffff,5.0,0.0,0.0,0.0,0.0
8220f7fffffffff,3.0,0.0,0.0,0.0,0.0
822107fffffffff,5.0,0.0,0.0,0.0,0.0
822127fffffffff,69.0,2.0,0.0,0.0,0.0
82212ffffffffff,6.0,0.0,0.0,0.0,0.0
82214ffffffffff,14.0,0.0,0.0,0.0,0.0
822157fffffffff,76.0,21.0,0.0,0.0,0.0
822177fffffffff,2.0,0.0,0.0,0.0,0.0
822187fffffffff,2.0,2.0,0.0,0.0,0.0
82218ffffffffff,2.0,0.0,0.0,0.0,0.0
82219ffffffffff,30.0,1.0,0.0,0.0,0.0
822407fffffffff,3.0,0.0,0.0,0.0,0.0
822427fffffffff,1.0,0.0,0.0,0.0,0.0
822437fffffffff,3.0,0.0,0.0,0.0,0.0
822467fffffffff,24.0,0.0,0.0,0.0,0.0
822477fffffffff,2.0,0.0,0.0,0.0,0.0
822507fffffffff,7.0,0.0,0.0,0.0,0.0
822517fffffffff,175.0,0.0,0.0,0.0,0.0
822547fffffffff,9.0,5.0,0.0,0.0,0.0
822577fffffffff,11.0,4.0,0.0,0.0,0.0
8225a7fffffffff,13.0,2.0,0.0,0.0,0.0
8225affffffffff,8.0,0.0,0.0,0.0,0.0
8225b7fffffffff,24.0,5.0,0.0,0.0,0.0
822c07fffffffff,765.0,0.0,0.0,0.0,33.0
822c0ffffffffff,51.0,0.0,0.0,0.0,0.0
822c17fffffffff,13.0,1.0,0.0,0.0,0.0
822c1ffffffffff,9.0,0.0,0.0,0.0,4.0
822c27fffffffff,50.0,0.0,0.0,0.0,2.0
822c2ffffffffff,78.0,3.0,0.0,0.0,0.0
822c4ffffffffff,3.0,1.0,0.0,0.0,0.0
822c87fffffffff,27.0,5.0,0.0,0.0,0.0
822c8ffffffffff,19.0,3.0,0.0,0.0,0.0
822c97fffffffff,641.0,73.0,0.0,38.0,5.0
822c9ffffffffff,13.0,0.0,0.0,0.0,0.0
822caffffffffff,8.0,0.0,0.0,0.0,0.0
822cc7fffffffff,36.0,3.0,0.0,0.0,0.0
822cd7fffffffff,25.0,5.0,0.0,8.0,0.0
822cdffffffffff,1.0,0.0,0.0,0.0,0.0
822ce7fffffffff,6.0,0.0,0.0,0.0,0.0
822cf7fffffffff,112.0,6.0,0.0,2.0,2.0
822d07fffffffff,20.0,0.0,0.0,0.0,0.0
822d17fffffffff,25.0,0.0,0.0,0.0,4.0
822d27fffffffff,3.0,0.0,0.0,0.0,0.0
822d37fffffffff,50.0,0.0,0.0,0.0,0.0
822d57fffffffff,2.0,0.0,0.0,0.0,0.0
822d5ffffffffff,6.0,0.0,0.0,0.0,0.0
822d67fffffffff,106.0,0.0,0.0,0.0,0.0
822d77fffffffff,2.0,0.0,0.0,0.0,0.0
822d87fffffffff,1.0,0.0,0.0,0.0,0.0
822d8ffffffffff,1.0,0.0,0.0,0.0,0.0
822d97fffffffff,12.0,0.0,0.0,0.0,0.0
822da7fffffffff,165.0,0.0,0.0,0.0,0.0
822daffffffffff,81.0,0.0,0.0,0.0,0.0
822db7fffffffff,3551.0,95.0,0.0,17.0,0.0
82301ffffffffff,4.0,0.0,0.0,0.0,0.0
823037fffffffff,54.0,2.0,0.0,0.0,0.0
823087fffffffff,2.0,0.0,0.0,0.0,0.0
82309ffffffffff,76.0,7.0,0.0,0.0,0.0
8230e7fffffffff,19.0,0.0,0.0,0.0,0.0
82316ffffffffff,1.0,0.0,0.0,0.0,0.0
823187fffffffff,36.0,0.0,0.0,0.0,0.0
82318ffffffffff,73.0,0.0,0.0,0.0,0.0
8231affffffffff,48.0,2.0,0.0,0.0,0.0
823817fffffffff,5.0,0.0,0.0,0.0,0.0
823827fffffffff,201.0,0.0,0.0,11.0,0.0
82386ffffffffff,1.0,0.0,0.0,0.0,0.0
823877fffffffff,1.0,0.0,0.0,0.0,0.0
823907fffffffff,715.0,0.0,33.0,11.0,0.0
82390ffffffffff,502.0,0.0,0.0,0.0,0.0
823917fffffffff,1780.0,0.0,0.0,7.0,0.0
82391ffffffffff,1571.0,0.0,0.0,18.0,0.0
823927fffffffff,364.0,0.0,0.0,0.0,0.0
82392ffffffffff,585.0,0.0,1.0,0.0,0.0
823937fffffffff,1527.0,0.0,0.0,5.0,0.0
823947fffffffff,151.0,0.0,0.0,2.0,0.0
823957fffffffff,1141.0,0.0,0.0,42.0,0.0
82395ffffffffff,22.0,0.0,0.0,0.0,0.0
823967fffffffff,3.0,0.0,0.0,0.0,0.0
82396ffffffffff,38.0,1.0,0.0,0.0,0.0
823977fffffffff,921.0,0.0,0.0,25.0,0.0
823987fffffffff,18.0,0.0,0.0,0.0,0.0
82398ffffffffff,16.0,0.0,0.0,0.0,0.0
823997fffffffff,16.0,0.0,0.0,0.0,0.0
82399ffffffffff,2.0,0.0,0.0,0.0,0.0
8239affffffffff,38.0,0.0,0.0,4.0,0.0
823c07fffffffff,93.0,0.0,0.0,0.0,0.0
823c0ffffffffff,4.0,0.0,0.0,0.0,0.0
823c17fffffffff,24.0,0.0,0.0,0.0,0.0
823c1ffffffffff,284.0,0.0,0.0,0.0,0.0
823c37fffffffff,28.0,0.0,0.0,0.0,0.0
823c5ffffffffff,280.0,0.0,0.0,0.0,0.0
823c87fffffffff,16.0,0.0,0.0,0.0,0.0
823c8ffffffffff,18.0,0.0,0.0,0.0,0.0
823c97fffffffff,51.0,0.0,0.0,0.0,0.0
823c9ffffffffff,70.0,0.0,0.0,0.0,0.0
823ca7fffffffff,14.0,0.0,0.0,0.0,0.0
823caffffffffff,29.0,0.0,0.0,0.0,0.0
823cb7fffffffff,536.0,0.0,0.0,0.0,0.0
823cc7fffffffff,43.0,0.0,0.0,0.0,0.0
823ccffffffffff,16.0,0.0,0.0,0.0,0.0
823cdffffffffff,20.0,2.0,0.0,0.0,0.0
823ce7fffffffff,148.0,0.0,0.0,0.0,0.0
823ceffffffffff,112.0,0.0,0.0,0.0,0.0
823cf7fffffffff,924.0,0.0,0.0,0.0,0.0
823d07fffffffff,371.0,0.0,0.0,0.0,0.0
823d17fffffffff,387.0,0.0,0.0,0.0,0.0
823d27fffffffff,106.0,0.0,0.0,0.0,0.0
823d37fffffffff,297.0,0.0,0.0,0.0,0.0
823d87fffffffff,1115.0,0.0,0.0,0.0,0.0
823d8ffffffffff,326.0,0.0,0.0,0.0,0.0
823d97fffffffff,151.0,0.0,0.0,0.0,0.0
823d9ffffffffff,205.0,2.0,0.0,0.0,0.0
823da7fffffffff,2754.0,0.0,0.0,0.0,0.0
823daffffffffff,262.0,0.0,0.0,0.0,0.0
823db7fffffffff,222.0,0.0,0.0,0.0,0.0
823e47fffffffff,385.0,0.0,0.0,2.0,0.0
823e4ffffffffff,9.0,0.0,0.0,1.0,0.0
823e5ffffffffff,91.0,0.0,0.0,0.0,0.0
823e67fffffffff,19.0,5.0,0.0,0.0,0.0
823e6ffffffffff,2444.0,85.0,0.0,44.0,0.0
823e77fffffffff,27.0,4.0,0.0,0.0,0.0
823f37fffffffff,39.0,0.0,0.0,0.0,0.0
823f47fffffffff,3.0,0.0,0.0,0.0,0.0
823f4ffffffffff,13.0,0.0,0.0,0.0,0.0
823f67fffffffff,3.0,0.0,0.0,0.0,0.0
823f6ffffffffff,11.0,0.0,0.0,0.0,0.0
82402ffffffffff,3.0,0.0,0.0,0.0,0.0
824047fffffffff,13.0,0.0,0.0,0.0,0.0
82404ffffffffff,18.0,0.0,0.0,0.0,0.0
8240a7fffffffff,1.0,0.0,0.0,0.0,0.0
8240dffffffffff,4.0,0.0,0.0,0.0,0.0
82411ffffffffff,255.0,0.0,0.0,0.0,0.0
824147fffffffff,1.0,0.0,0.0,0.0,0.0
82414ffffffffff,17.0,0.0,0.0,0.0,0.0
82416ffffffffff,9.0,1.0,0.0,0.0,0.0
824177fffffffff,5.0,0.0,0.0,0.0,0.0
824187fffffffff,3.0,0.0,0.0,0.0,0.0
82418ffffffffff,2.0,2.0,0.0,0.0,0.0
824197fffffffff,19.0,18.0,0.0,0.0,0.0
82419ffffffffff,9.0,0.0,0.0,0.0,0.0
8241a7fffffffff,27.0,6.0,0.0,0.0,0.0
8241b7fffffffff,10.0,2.0,0.0,0.0,0.0
824207fffffffff,8.0,0.0,0.0,0.0,0.0
824227fffffffff,15.0,4.0,0.0,0.0,0.0
824237fffffffff,9.0,0.0,0.0,0.0,0.0
82424ffffffffff,140.0,0.0,0.0,0.0,0.0
824257fffffffff,21.0,0.0,0.0,0.0,0.0
82425ffffffffff,23.0,0.0,0.0,0.0,0.0
82426ffffffffff,69.0,1.0,0.0,0.0,0.0
824277fffffffff,1.0,0.0,0.0,0.0,0.0
8242c7fffffffff,546.0,0.0,0.0,0.0,0.0
8242cffffffffff,924.0,0.0,0.0,0.0,0.0
8242d7fffffffff,9.0,0.0,0.0,0.0,0.0
8242dffffffffff,643.0,0.0,0.0,0.0,0.0
8242e7fffffffff,42.0,1.0,0.0,0.0,0.0
8242effffffffff,29.0,0.0,0.0,0.0,0.0
824317fffffffff,2.0,0.0,0.0,0.0,0.0
82431ffffffffff,22.0,0.0,0.0,0.0,0.0
824327fffffffff,2.0,0.0,0.0,0.0,0.0
824337fffffffff,8.0,0.0,0.0,0.0,0.0
824357fffffffff,1.0,0.0,0.0,0.0,0.0
824367fffffffff,18.0,0.0,0.0,0.0,0.0
824387fffffffff,4.0,4.0,0.0,0.0,0.0
82438ffffffffff,44.0,0.0,0.0,0.0,0.0
824397fffffffff,31.0,7.0,0.0,2.0,0.0
8243a7fffffffff,294.0,28.0,0.0,0.0,0.0
8243affffffffff,527.0,79.0,0.0,0.0,0.0
824b37fffffffff,2.0,2.0,0.0,0.0,0.0
824b87fffffffff,2.0,0.0,0.0,0.0,0.0
824ba7fffffffff,106.0,0.0,0.0,0.0,0.0
824bb7fffffffff,36.0,0.0,0.0,0.0,0.0
825207fffffffff,5.0,2.0,0.0,0.0,0.0
82524ffffffffff,65.0,8.0,0.0,0.0,1.0
82526ffffffffff,37.0,5.0,0.0,0.0,0.0
82530ffffffffff,1.0,0.0,0.0,0.0,0.0
825317fffffffff,8.0,0.0,0.0,0.0,0.0
825327fffffffff,2.0,0.0,0.0,0.0,0.0
825337fffffffff,4.0,0.0,0.0,0.0,0.0
825347fffffffff,29.0,2.0,0.0,0.0,0.0
82534ffffffffff,36.0,2.0,0.0,0.0,0.0
825357fffffffff,10.0,0.0,0.0,0.0,0.0
825367fffffffff,14.0,0.0,0.0,0.0,0.0
82536ffffffffff,127.0,2.0,0.0,0.0,0.0
8253a7fffffffff,7.0,0.0,0.0,0.0,0.0
8253b7fffffffff,3.0,0.0,0.0,0.0,0.0
825417fffffffff,15.0,0.0,0.0,0.0,0.0
8254e7fffffffff,2.0,0.0,0.0,0.0,0.0
825517fffffffff,13.0,0.0,0.0,0.0,0.0
82551ffffffffff,2.0,0.0,0.0,0.0,0.0
8255affffffffff,1.0,0.0,0.0,0.0,0.0
82592ffffffffff,1.0,0.0,0.0,0.0,0.0
826017fffffffff,432.0,0.0,0.0,0.0,0.0
826037fffffffff,33.0,0.0,0.0,0.0,0.0
826087fffffffff,21.0,0.0,0.0,0.0,0.0
82608ffffffffff,893.0,0.0,0.0,0.0,0.0
826097fffffffff,201.0,0.0,0.0,0.0,0.0
82609ffffffffff,188.0,0.0,0.0,0.0,0.0
8260a7fffffffff,5.0,0.0,0.0,0.0,0.0
8260affffffffff,107.0,0.0,0.0,0.0,0.0
8260b7fffffffff,161.0,0.0,0.0,0.0,0.0
82618ffffffffff,2.0,0.0,0.0,0.0,0.0
82619ffffffffff,12.0,0.0,0.0,0.0,0.0
826327fffffffff,4.0,0.0,0.0,0.0,0.0
826337fffffffff,58.0,7.0,0.0,2.0,0.0
8263affffffffff,1.0,0.0,0.0,0.0,0.0
826417fffffffff,3.0,0.0,0.0,0.0,0.0
826487fffffffff,72.0,11.0,0.0,0.0,0.0
826497fffffffff,208.0,9.0,0.0,0.0,0.0
82649ffffffffff,15.0,0.0,0.0,0.0,0.0
8264a7fffffffff,132.0,64.0,0.0,0.0,0.0
8264b7fffffffff,134.0,23.0,0.0,0.0,0.0
826587fffffffff,210.0,10.0,0.0,0.0,0.0
82658ffffffffff,120.0,16.0,0.0,0.0,0.0
826597fffffffff,7.0,0.0,0.0,0.0,0.0
82659ffffffffff,124.0,16.0,0.0,0.0,0.0
8265a7fffffffff,2.0,0.0,0.0,0.0,0.0
8265b7fffffffff,17.0,0.0,0.0,0.0,0.0
827acffffffffff,3.0,0.0,0.0,0.0,0.0
827adffffffffff,3.0,0.0,0.0,0.0,0.0
